time,CNRM-CM6-1,IITM-ESM,CESM2-WACCM,MIROC6,GFDL-ESM4,CANESM5,UKESM1-0-LL,CNRM-ESM2-1,MRI-ESM2-0,MPI-ESM1-2-HR,IPSL-CM6A-LR,KACE-1-0-G,TAIESM1,EC-EARTH3
2010.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0
2011.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0
2012.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0
2013.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0
2014.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0
2015.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0
2016.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0
2017.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0
2018.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0
2019.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0
2020.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0
2021.0,54157267000.0,56122552000.0,53801845000.0,54720094000.0,53951394000.0,55539175000.0,52437103000.0,53241184000.0,55778476000.0,53626100000.0,53475226000.0,53378466000.0,54412480000.0,56427516000.0
2022.0,52883740000.0,56175600000.0,51567837000.0,53558534000.0,57048060000.0,53499710000.0,52350394000.0,51621720000.0,56653990000.0,52316705000.0,51478413000.0,51896490000.0,52934050000.0,55747936000.0
2023.0,52974834000.0,57121096000.0,53399450000.0,50965070000.0,55655580000.0,50844470000.0,50330255000.0,52144520000.0,56159150000.0,53134877000.0,50577090000.0,51636437000.0,51848870000.0,53986914000.0
2024.0,52688350000.0,56423432000.0,51601814000.0,49211350000.0,52358115000.0,50401137000.0,48651985000.0,53155620000.0,56504717000.0,51571462000.0,49780440000.0,50576350000.0,51194640000.0,54299750000.0
2025.0,52550615000.0,56646275000.0,51385730000.0,48232346000.0,50812695000.0,51088220000.0,49081844000.0,53794324000.0,57280430000.0,51365175000.0,51379425000.0,48951050000.0,48340468000.0,53886820000.0
2026.0,51229737000.0,55190910000.0,51479577000.0,49109123000.0,50166700000.0,50648613000.0,48959558000.0,53367050000.0,56163500000.0,51293190000.0,52357067000.0,47457075000.0,45562827000.0,53017670000.0
2027.0,50664874000.0,54392566000.0,50130616000.0,46991147000.0,50020594000.0,49727120000.0,48365674000.0,53643854000.0,55145670000.0,49087780000.0,49895750000.0,46768790000.0,44693918000.0,52866544000.0
2028.0,50509520000.0,52754797000.0,48602608000.0,46598128000.0,49224810000.0,49235538000.0,47726825000.0,54317138000.0,52292010000.0,45704640000.0,47893373000.0,45902156000.0,42885345000.0,53877953000.0
2029.0,49696660000.0,54011548000.0,46727710000.0,45112377000.0,49496125000.0,47231490000.0,48347130000.0,52007960000.0,50460746000.0,44112680000.0,47292117000.0,44051943000.0,40554476000.0,51222036000.0
2030.0,49329540000.0,54386848000.0,45533960000.0,44807800000.0,48906860000.0,45377712000.0,45701600000.0,50986234000.0,49554160000.0,42366583000.0,45246722000.0,44252058000.0,38246187000.0,48457093000.0
2031.0,50653037000.0,54505400000.0,46244467000.0,43886633000.0,48076580000.0,44447340000.0,44831203000.0,49559410000.0,48663454000.0,40433627000.0,45064940000.0,44145385000.0,37973815000.0,47170740000.0
2032.0,52844487000.0,53450297000.0,44512460000.0,44885705000.0,48906613000.0,43378012000.0,44235465000.0,48281743000.0,47651164000.0,37624670000.0,45290607000.0,44280975000.0,36851036000.0,45331440000.0
2033.0,51929817000.0,53667607000.0,42522087000.0,45788303000.0,47884730000.0,43049360000.0,41738744000.0,46348394000.0,47927796000.0,37212107000.0,46234104000.0,44417675000.0,36274803000.0,46260870000.0
2034.0,49869525000.0,53963055000.0,41540907000.0,43267404000.0,48230310000.0,42096423000.0,41529004000.0,46330814000.0,47848694000.0,36164820000.0,47463354000.0,43791820000.0,34935755000.0,44929470000.0
2035.0,50279477000.0,56908837000.0,41853020000.0,41772216000.0,47564087000.0,41421898000.0,41409410000.0,45384487000.0,49238467000.0,35922280000.0,46880567000.0,42808540000.0,33987156000.0,43896795000.0
2036.0,50005910000.0,59679355000.0,41026613000.0,42238824000.0,47266337000.0,39563050000.0,39941034000.0,44294365000.0,48886845000.0,35087270000.0,45628300000.0,41862500000.0,32655835000.0,42212786000.0
2037.0,51584246000.0,57926500000.0,39933125000.0,42419474000.0,48770000000.0,37639140000.0,39316804000.0,46016606000.0,49994980000.0,32560540000.0,43705213000.0,40946807000.0,31661089000.0,45009117000.0
2038.0,51580834000.0,58035036000.0,38353437000.0,43390070000.0,50057560000.0,37086970000.0,40219705000.0,44867604000.0,50894330000.0,32533277000.0,43532583000.0,39433760000.0,30533556000.0,46875394000.0
2039.0,51004998000.0,57977540000.0,38399943000.0,42282983000.0,50346934000.0,37211200000.0,40533627000.0,42793670000.0,49723540000.0,32671480000.0,43147612000.0,38879494000.0,29184500000.0,46310670000.0
2040.0,52837507000.0,57773543000.0,37319246000.0,40954490000.0,50237215000.0,38326450000.0,39033690000.0,42734950000.0,50102500000.0,33151486000.0,43726730000.0,37345360000.0,27892720000.0,45061080000.0
2041.0,53189366000.0,57062355000.0,37356052000.0,42407367000.0,50538713000.0,37861495000.0,37142760000.0,41074750000.0,48990400000.0,33416280000.0,41983152000.0,37367484000.0,27879125000.0,46343200000.0
2042.0,54098895000.0,57106182000.0,39575863000.0,41538050000.0,49705034000.0,37673615000.0,36991074000.0,40937583000.0,48647510000.0,32459618000.0,40435474000.0,36595190000.0,27275108000.0,45160972000.0
2043.0,53243920000.0,57369453000.0,38638637000.0,42152415000.0,49014313000.0,37398778000.0,36353356000.0,40881844000.0,48050352000.0,32086480000.0,41002550000.0,34206020000.0,27020333000.0,42978062000.0
2044.0,52404290000.0,57622890000.0,38979680000.0,40756780000.0,48570380000.0,38902030000.0,35885695000.0,40513140000.0,48571146000.0,31095472000.0,40229080000.0,32437383000.0,26481674000.0,43240140000.0
2045.0,51425130000.0,55854880000.0,38869955000.0,40728097000.0,47366380000.0,38062604000.0,34064964000.0,41002967000.0,49848242000.0,30781446000.0,40104264000.0,31080660000.0,25713207000.0,43937720000.0
2046.0,49161433000.0,56542757000.0,37407910000.0,41930207000.0,48318276000.0,38215643000.0,34018400000.0,40401904000.0,51060680000.0,31029584000.0,40202340000.0,29888172000.0,24738157000.0,44310008000.0
2047.0,49464210000.0,57185567000.0,37960640000.0,43220025000.0,48379590000.0,36968124000.0,32934902000.0,39874576000.0,50008613000.0,31528733000.0,41640554000.0,28950096000.0,24089104000.0,45356820000.0
2048.0,48457236000.0,59192267000.0,37434606000.0,41614570000.0,48515736000.0,36099090000.0,31714780000.0,38696120000.0,48949944000.0,30304786000.0,41232740000.0,27252132000.0,23959794000.0,45563630000.0
2049.0,47966286000.0,60111106000.0,37252110000.0,41154646000.0,47202406000.0,35023200000.0,30628809000.0,38332924000.0,48425530000.0,29863133000.0,39647506000.0,26295329000.0,23053363000.0,45866870000.0
2050.0,47149910000.0,61916710000.0,36288025000.0,40426942000.0,46201246000.0,35112520000.0,29119308000.0,36960776000.0,47689500000.0,30500252000.0,39626290000.0,25790476000.0,22670238000.0,48821453000.0
2051.0,46008398000.0,62237774000.0,36713345000.0,42548050000.0,44796748000.0,34782425000.0,27818062000.0,36855710000.0,45351850000.0,29803629000.0,39236657000.0,25612410000.0,21728584000.0,48217862000.0
2052.0,45328980000.0,63484600000.0,36674130000.0,42870923000.0,45154537000.0,34102475000.0,26136654000.0,36285178000.0,45581140000.0,29930695000.0,40120447000.0,25530188000.0,20319672000.0,48241422000.0
2053.0,45089145000.0,62169240000.0,36167827000.0,42339530000.0,45017784000.0,33978274000.0,26106903000.0,35028627000.0,46061200000.0,31663649000.0,39098550000.0,25708198000.0,19972377000.0,47346900000.0
2054.0,44645507000.0,62440948000.0,36342420000.0,40396165000.0,44364714000.0,34278460000.0,26278970000.0,35077394000.0,46726255000.0,33149884000.0,38130860000.0,26209264000.0,19510954000.0,47006020000.0
2055.0,42722460000.0,63913386000.0,36145900000.0,38545924000.0,44223582000.0,33328988000.0,26185409000.0,36051600000.0,45953925000.0,34428056000.0,36082080000.0,25555143000.0,19492534000.0,46465196000.0
2056.0,42608185000.0,63320470000.0,36415615000.0,37299350000.0,44819816000.0,33111781000.0,26378000000.0,36021277000.0,47310480000.0,33660436000.0,35151938000.0,24909724000.0,19177847000.0,45118430000.0
2057.0,42518786000.0,63714513000.0,35564830000.0,37680940000.0,44136874000.0,34073498000.0,26751900000.0,34999095000.0,46793120000.0,33638375000.0,34879648000.0,24593304000.0,19375243000.0,46102884000.0
2058.0,40442925000.0,63120368000.0,34696606000.0,36794323000.0,44394095000.0,34095196000.0,26186715000.0,33347432000.0,44967277000.0,34297065000.0,34391780000.0,24466864000.0,19524823000.0,44783903000.0
2059.0,40397394000.0,64257270000.0,34684990000.0,37456687000.0,44529406000.0,34079530000.0,26128140000.0,32966808000.0,42865164000.0,34018214000.0,33559431000.0,23610431000.0,19544187000.0,43934224000.0
2060.0,38417430000.0,66184946000.0,34520637000.0,37892993000.0,44979280000.0,34348830000.0,25806250000.0,33222337000.0,40360070000.0,34001035000.0,31929706000.0,23571198000.0,19845052000.0,45130535000.0
2061.0,37244654000.0,66317263000.0,33690941000.0,37468664000.0,44855870000.0,34609400000.0,25612792000.0,33932986000.0,39621374000.0,33882479000.0,31391707000.0,23875140000.0,19351910000.0,45828430000.0
2062.0,37287186000.0,67522020000.0,33401606000.0,37241016000.0,44161343000.0,34633310000.0,24640104000.0,33987790000.0,38472290000.0,32938383000.0,31115400000.0,23678660000.0,18710219000.0,42949067000.0
2063.0,36653550000.0,70460645000.0,32738382000.0,37306065000.0,44711686000.0,33722528000.0,24461113000.0,33267438000.0,37084630000.0,32433130000.0,32062274000.0,23679566000.0,18421586000.0,41521455000.0
2064.0,35428307000.0,71539510000.0,32216926000.0,37054520000.0,43456670000.0,33454408000.0,23852767000.0,31368210000.0,35908903000.0,34620158000.0,31596927000.0,23204495000.0,17923566000.0,42115437000.0
2065.0,34891235000.0,72339520000.0,32994329000.0,36519535000.0,42600080000.0,33347619000.0,23329140000.0,30545435000.0,35989960000.0,34750350000.0,31132195000.0,23293102000.0,18238240000.0,40434967000.0
2066.0,34438590000.0,75609310000.0,33006107000.0,36065415000.0,42345157000.0,32482826000.0,22857886000.0,30632546000.0,36301165000.0,34001025000.0,31322704000.0,23244150000.0,18281542000.0,39674315000.0
2067.0,34261561000.0,74241440000.0,32363792000.0,35876250000.0,43013358000.0,30784674000.0,22977147000.0,30484828000.0,34891424000.0,32978354000.0,30907918000.0,23548488000.0,17878524000.0,39376610000.0
2068.0,33038879000.0,78077600000.0,32187648000.0,36314920000.0,42718675000.0,30077831000.0,22839536000.0,30235110000.0,34694600000.0,34097002000.0,30638973000.0,23950879000.0,17017949000.0,38724137000.0
2069.0,32097513000.0,79306170000.0,32398960000.0,35620827000.0,43749343000.0,29150511000.0,22065760000.0,29718530000.0,34914574000.0,34452630000.0,29709902000.0,24089230000.0,16675478000.0,38686870000.0
2070.0,31102000000.0,82014320000.0,34088466000.0,35410555000.0,43794055000.0,28980957000.0,22209278000.0,29578805000.0,35550460000.0,34022810000.0,29539486000.0,23746437000.0,16484788000.0,38877130000.0
2071.0,30287876000.0,81566060000.0,34036797000.0,34732060000.0,44512510000.0,29166760000.0,23482546000.0,30095247000.0,34411830000.0,34946090000.0,28486552000.0,22629767000.0,16774725000.0,38150220000.0
2072.0,29368252000.0,79635890000.0,33392787000.0,34768675000.0,43866173000.0,27731737000.0,23190946000.0,31746585000.0,33700997000.0,35233276000.0,27030155000.0,21924362000.0,16750716000.0,36422520000.0
2073.0,30166670000.0,78871855000.0,32667760000.0,36343652000.0,43173126000.0,26815197000.0,23575677000.0,31435590000.0,34619140000.0,36061184000.0,27383840000.0,22598048000.0,17200417000.0,35237850000.0
2074.0,29521834000.0,77786920000.0,30730815000.0,36384063000.0,42273542000.0,26271996000.0,23002370000.0,30141858000.0,35112763000.0,36036518000.0,27104403000.0,22270493000.0,17241962000.0,34900636000.0
2075.0,28640492000.0,77377880000.0,30339189000.0,36119286000.0,42350182000.0,25842762000.0,23248630000.0,27883833000.0,35322204000.0,36115260000.0,26147842000.0,22069520000.0,16566656000.0,34962588000.0
2076.0,28669840000.0,75459620000.0,29655441000.0,36547820000.0,42482030000.0,24951628000.0,22724819000.0,27502803000.0,35485560000.0,37054923000.0,26117126000.0,21805870000.0,16248925000.0,35447247000.0
2077.0,29084600000.0,75964790000.0,29259373000.0,35884240000.0,42423157000.0,24381299000.0,22662898000.0,27959499000.0,35317640000.0,37108814000.0,25812584000.0,20845967000.0,15703765000.0,35147020000.0
2078.0,29494022000.0,73562550000.0,28350106000.0,36205404000.0,42435576000.0,24478200000.0,22905680000.0,27430668000.0,34646335000.0,36572280000.0,25227740000.0,20868657000.0,15441214000.0,33574429000.0
2079.0,29341913000.0,74494170000.0,27564229000.0,37294383000.0,41735094000.0,25051787000.0,23336577000.0,27903945000.0,33277295000.0,37002695000.0,24410634000.0,20381585000.0,15444645000.0,33481417000.0
2080.0,29516833000.0,69441950000.0,27092503000.0,36215740000.0,41380073000.0,24596398000.0,23344243000.0,27374990000.0,31688657000.0,36204655000.0,25056567000.0,20316514000.0,15334547000.0,33412086000.0
2081.0,30594888000.0,65220944000.0,27567954000.0,36209676000.0,42056987000.0,24758220000.0,23510120000.0,27435727000.0,31365300000.0,36267150000.0,25290387000.0,20818786000.0,15467066000.0,32770918000.0
2082.0,31291843000.0,61274444000.0,27193197000.0,37999540000.0,44720880000.0,24758548000.0,24750053000.0,28344240000.0,30171281000.0,35423773000.0,25329170000.0,21618344000.0,15306099000.0,33330196000.0
2083.0,32053359000.0,61516340000.0,26261383000.0,37523427000.0,43334910000.0,24959937000.0,25485515000.0,28535456000.0,28758220000.0,34830225000.0,27313360000.0,21670935000.0,15557035000.0,35087430000.0
2084.0,33110784000.0,60450554000.0,25666564000.0,37925190000.0,44259700000.0,25383130000.0,26086140000.0,29281251000.0,27866708000.0,34961805000.0,27860615000.0,21961662000.0,14928036000.0,36668710000.0
2085.0,33992480000.0,59553120000.0,25076376000.0,37377730000.0,43223540000.0,24874041000.0,25772497000.0,28758729000.0,28402508000.0,35590394000.0,27796877000.0,22567225000.0,15002088000.0,36098440000.0
2086.0,34854846000.0,59983410000.0,24652069000.0,36618486000.0,43636570000.0,24591825000.0,26100433000.0,27714243000.0,29204812000.0,35973313000.0,27539718000.0,22977714000.0,14751942000.0,34734707000.0
2087.0,35637560000.0,59826336000.0,23868303000.0,38025294000.0,43837090000.0,25013119000.0,26314359000.0,27781272000.0,29679385000.0,35622210000.0,26870512000.0,23118813000.0,14114002000.0,33183121000.0
2088.0,35077763000.0,60171534000.0,23644506000.0,37199780000.0,41840390000.0,24824834000.0,25718804000.0,26378422000.0,29777492000.0,34563256000.0,27859948000.0,23112536000.0,13578949000.0,34049434000.0
2089.0,36269670000.0,60987376000.0,23658527000.0,36398522000.0,40396337000.0,25384227000.0,25269471000.0,26274181000.0,29591167000.0,34162151000.0,29740685000.0,22768085000.0,13039750000.0,33411971000.0
2090.0,38184464000.0,60928954000.0,23557843000.0,36960653000.0,40051077000.0,25841476000.0,24895746000.0,25155944000.0,30569611000.0,34101369000.0,30166688000.0,22421640000.0,12595020000.0,32944447000.0
2091.0,38649240000.0,62071970000.0,23225850000.0,35806210000.0,40669450000.0,26088266000.0,24452600000.0,25170936000.0,29893622000.0,34345128000.0,30104988000.0,21537075000.0,12280391000.0,33334990000.0
2092.0,39196037000.0,61501500000.0,22958785000.0,34827244000.0,39942650000.0,25605962000.0,24584829000.0,24834744000.0,29661155000.0,34011984000.0,29864528000.0,21174559000.0,12343599000.0,35237040000.0
2093.0,38742155000.0,60813190000.0,23000460000.0,35367940000.0,40471605000.0,25454023000.0,24500160000.0,25701634000.0,30050894000.0,33483870000.0,30051068000.0,21475290000.0,12050779000.0,35138093000.0
2094.0,38800820000.0,61301890000.0,22753622000.0,35237274000.0,41812110000.0,26003968000.0,24509143000.0,26059060000.0,29384554000.0,33422960000.0,30771173000.0,21222525000.0,12042258000.0,35726140000.0
2095.0,38581723000.0,62869470000.0,22450303000.0,34803094000.0,40984334000.0,25837816000.0,24879256000.0,26283078000.0,30525100000.0,33042196000.0,30732446000.0,21266830000.0,12523819000.0,35946710000.0
2096.0,39762720000.0,63512547000.0,22571276000.0,34180071000.0,41181570000.0,26562212000.0,24864960000.0,26792997000.0,31303655000.0,32952392000.0,29442701000.0,20712032000.0,12234883000.0,36617350000.0
2097.0,39714070000.0,63605445000.0,22296582000.0,35260498000.0,40522023000.0,26284593000.0,25045746000.0,26334687000.0,32518793000.0,33761659000.0,29500273000.0,21017060000.0,11923506000.0,35581215000.0
2098.0,39816970000.0,62341186000.0,21844306000.0,34132940000.0,40598634000.0,25872294000.0,24614652000.0,26530780000.0,31750625000.0,33136042000.0,30313535000.0,20974174000.0,11963536000.0,34937565000.0
2099.0,40311700000.0,60872335000.0,20534555000.0,35538498000.0,40494600000.0,26896374000.0,24029649000.0,26623080000.0,31732318000.0,33716169000.0,31031384000.0,20842551000.0,11408264000.0,35508020000.0
2100.0,38341583000.0,62507910000.0,20398238000.0,37249920000.0,40482560000.0,27394216000.0,24098165000.0,25699117000.0,32113054000.0,32639853000.0,31913368000.0,21437940000.0,11277342000.0,36857310000.0
