time,CNRM-ESM2-1,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,KACE-1-0-G,EC-EARTH3,MIROC6,TAIESM1,MPI-ESM1-2-HR,CNRM-CM6-1,IPSL-CM6A-LR,IITM-ESM,CANESM5,CESM2-WACCM
2010.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0
2011.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0
2012.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0
2013.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0
2014.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0
2015.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0
2016.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0
2017.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0
2018.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0
2019.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0
2020.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0
2021.0,7281340000000.0,7222512300000.0,7276917000000.0,7291784000000.0,7299918000000.0,7269392000000.0,7279518000000.0,7290905000000.0,7314276400000.0,7324256700000.0,7298636300000.0,7308321000000.0,7270721700000.0,7302746700000.0
2022.0,7284581000000.0,7151629000000.0,7284968000000.0,7269098000000.0,7277254300000.0,7238823000000.0,7252880700000.0,7212276600000.0,7305390700000.0,7322095600000.0,7299142000000.0,7294527000000.0,7218551000000.0,7281971000000.0
2023.0,7230901500000.0,7054847000000.0,7253153300000.0,7224470500000.0,7273031000000.0,7175705000000.0,7233895000000.0,7187103000000.0,7299569000000.0,7280348600000.0,7309627000000.0,7283600000000.0,7144261300000.0,7273536600000.0
2024.0,7228599000000.0,6984084000000.0,7245357000000.0,7130429500000.0,7270370000000.0,7095477000000.0,7225899000000.0,7130796500000.0,7310871000000.0,7257006300000.0,7308403300000.0,7266199000000.0,7067268000000.0,7252481700000.0
2025.0,7214564600000.0,6904458000000.0,7210844000000.0,7087333000000.0,7255517300000.0,6949262300000.0,7203614400000.0,7088638000000.0,7292667000000.0,7246091600000.0,7322972700000.0,7256674400000.0,6939572400000.0,7242930700000.0
2026.0,7224372500000.0,6829731500000.0,7197885000000.0,7031191000000.0,7224551000000.0,6820732000000.0,7175348400000.0,7031591300000.0,7292305000000.0,7199595700000.0,7334823000000.0,7235247000000.0,6831123000000.0,7238552000000.0
2027.0,7229317600000.0,6762231000000.0,7180383000000.0,6983019700000.0,7180663700000.0,6720808600000.0,7136775000000.0,7010592500000.0,7283818000000.0,7190339400000.0,7282570000000.0,7243280400000.0,6700245000000.0,7234260600000.0
2028.0,7197550400000.0,6617960500000.0,7162752000000.0,6921469300000.0,7125871000000.0,6667188600000.0,7135942000000.0,6917292000000.0,7243810500000.0,7184816000000.0,7242451500000.0,7221144500000.0,6570668000000.0,7238190600000.0
2029.0,7169043300000.0,6492504700000.0,7150614000000.0,6870305000000.0,7101856000000.0,6481506700000.0,7141006500000.0,6857494600000.0,7206381600000.0,7174431000000.0,7219214000000.0,7225740400000.0,6442479000000.0,7229368400000.0
2030.0,7132030000000.0,6372071000000.0,7114577700000.0,6804543000000.0,7047735000000.0,6354447600000.0,7081229000000.0,6798756500000.0,7198640000000.0,7142660000000.0,7165400600000.0,7193641000000.0,6348141000000.0,7215327000000.0
2031.0,7085601300000.0,6263913000000.0,7084771000000.0,6762648000000.0,6984033000000.0,6202874400000.0,7042773300000.0,6760314700000.0,7178246000000.0,7129144000000.0,7101666600000.0,7192163000000.0,6199291400000.0,7194968000000.0
2032.0,7068965700000.0,6088841000000.0,7062458000000.0,6724425000000.0,6888622000000.0,6054445000000.0,7041592600000.0,6682604000000.0,7159411600000.0,7120378000000.0,7074783000000.0,7174741300000.0,6107782000000.0,7177980300000.0
2033.0,7065010000000.0,5963546000000.0,7042115000000.0,6694140000000.0,6832726700000.0,5868265000000.0,7018199400000.0,6587415000000.0,7147803000000.0,7083630500000.0,7044513400000.0,7160555000000.0,5985731000000.0,7159902400000.0
2034.0,7026964400000.0,5793749000000.0,7022381000000.0,6652339000000.0,6797404000000.0,5715040000000.0,6996125300000.0,6514055600000.0,7130665500000.0,7054940000000.0,7046101000000.0,7148717000000.0,5873629400000.0,7145842000000.0
2035.0,7014303000000.0,5660547000000.0,7010786000000.0,6550619400000.0,6723124300000.0,5507171000000.0,6959663700000.0,6431552000000.0,7112997000000.0,7020141000000.0,7029246000000.0,7156668600000.0,5722025000000.0,7141172700000.0
2036.0,7003196000000.0,5535037400000.0,7008292000000.0,6500975600000.0,6627788300000.0,5327156700000.0,6926655000000.0,6359560500000.0,7092126000000.0,7000879500000.0,7005529400000.0,7154549400000.0,5598247600000.0,7109792500000.0
2037.0,6969073000000.0,5378560000000.0,7003754000000.0,6426807000000.0,6535037600000.0,5148322000000.0,6880285000000.0,6303729600000.0,7060327000000.0,6980881000000.0,6979773300000.0,7142473000000.0,5441472000000.0,7092617300000.0
2038.0,6925759500000.0,5251186300000.0,6992355700000.0,6357076000000.0,6466371600000.0,5000196000000.0,6797033000000.0,6194257700000.0,7029005500000.0,6951279000000.0,6979967000000.0,7108321000000.0,5275271600000.0,7064235500000.0
2039.0,6894102000000.0,5082551000000.0,6933559000000.0,6255580000000.0,6412866000000.0,4845025600000.0,6689774000000.0,6078201300000.0,6992662000000.0,6908803000000.0,6915593600000.0,7099920000000.0,5104688700000.0,7039990000000.0
2040.0,6893009400000.0,4933686400000.0,6910432000000.0,6116378400000.0,6328885000000.0,4658708000000.0,6601574000000.0,5947954600000.0,6944519000000.0,6869150600000.0,6836264000000.0,7088307000000.0,4967786600000.0,7016834000000.0
2041.0,6906335000000.0,4732533300000.0,6912834000000.0,5995298300000.0,6252642000000.0,4489481300000.0,6536289000000.0,5858397000000.0,6909487000000.0,6837495700000.0,6808847500000.0,7082910000000.0,4822125000000.0,6986573300000.0
2042.0,6884337000000.0,4588422300000.0,6916150000000.0,5875584500000.0,6193775000000.0,4323097700000.0,6462805400000.0,5772474300000.0,6820520300000.0,6817624600000.0,6717924400000.0,7069224700000.0,4672521000000.0,6944644000000.0
2043.0,6878765500000.0,4433904000000.0,6882694000000.0,5782372000000.0,6153085000000.0,4139877700000.0,6410980600000.0,5690839500000.0,6754798700000.0,6802488000000.0,6647162000000.0,7058930000000.0,4502629400000.0,6903129000000.0
2044.0,6885252000000.0,4255715400000.0,6836606500000.0,5647791300000.0,6090447000000.0,3965149200000.0,6339459300000.0,5532759000000.0,6729230000000.0,6741466500000.0,6576612000000.0,7023541000000.0,4331048500000.0,6875599000000.0
2045.0,6889446300000.0,4055268900000.0,6826928000000.0,5542439000000.0,5999555500000.0,3792176200000.0,6278561000000.0,5413869700000.0,6701202300000.0,6678690400000.0,6518453300000.0,7009576000000.0,4191465500000.0,6836101600000.0
2046.0,6875224500000.0,3854748400000.0,6808429700000.0,5395119600000.0,5928860500000.0,3594350800000.0,6202235300000.0,5313241500000.0,6660257500000.0,6631049400000.0,6426133000000.0,6982540500000.0,4035876200000.0,6806861000000.0
2047.0,6874334000000.0,3657805300000.0,6800089300000.0,5292658000000.0,5847443300000.0,3434797600000.0,6116649500000.0,5189785000000.0,6628181500000.0,6549106300000.0,6339085000000.0,6950436000000.0,3897556700000.0,6758363000000.0
2048.0,6856754300000.0,3460835000000.0,6799405000000.0,5167293000000.0,5753953300000.0,3289761700000.0,6044065500000.0,5062103000000.0,6594231000000.0,6475755000000.0,6259401000000.0,6906893000000.0,3729443300000.0,6743112300000.0
2049.0,6847993000000.0,3276305300000.0,6769878000000.0,5067308500000.0,5656300000000.0,3088526900000.0,5935273600000.0,4921928000000.0,6525059300000.0,6441999500000.0,6196300000000.0,6894481600000.0,3580133600000.0,6698368500000.0
2050.0,6802602000000.0,3104617000000.0,6726697000000.0,4914742000000.0,5560330600000.0,2929044500000.0,5818415000000.0,4812002000000.0,6496265000000.0,6381894600000.0,6149305300000.0,6877422000000.0,3417169500000.0,6690618500000.0
2051.0,6761970000000.0,2901064500000.0,6691996300000.0,4841983000000.0,5488997600000.0,2767965400000.0,5689856500000.0,4680924000000.0,6473309500000.0,6312858000000.0,6043982600000.0,6855624500000.0,3288709700000.0,6647575000000.0
2052.0,6745867000000.0,2682707000000.0,6670272000000.0,4722479600000.0,5439933600000.0,2612971200000.0,5586147600000.0,4564273000000.0,6419588300000.0,6244061400000.0,5961342000000.0,6834597000000.0,3145201600000.0,6603966000000.0
2053.0,6727099000000.0,2458371000000.0,6599585000000.0,4591551000000.0,5365343700000.0,2479749300000.0,5501666500000.0,4445923000000.0,6366817000000.0,6192954300000.0,5881196000000.0,6799770500000.0,2991058000000.0,6582281700000.0
2054.0,6691316000000.0,2246766500000.0,6562458400000.0,4514664000000.0,5275131000000.0,2339936100000.0,5323602500000.0,4310890400000.0,6324615000000.0,6129234000000.0,5800382000000.0,6761086500000.0,2860582200000.0,6530865000000.0
2055.0,6662555000000.0,2044360700000.0,6526454500000.0,4394018000000.0,5182868400000.0,2183168700000.0,5149346500000.0,4170155600000.0,6241750400000.0,6058881300000.0,5746688000000.0,6756966000000.0,2723943300000.0,6478663500000.0
2056.0,6591350000000.0,1868456300000.0,6465314600000.0,4282737800000.0,5106826000000.0,2075180100000.0,5023671500000.0,4044058500000.0,6185801000000.0,6014028500000.0,5654131000000.0,6730273500000.0,2596060000000.0,6438012000000.0
2057.0,6535770500000.0,1704208000000.0,6431491000000.0,4217325700000.0,5013378700000.0,1952736300000.0,4932808700000.0,3960749200000.0,6148638400000.0,5911594000000.0,5589419700000.0,6718211000000.0,2467427300000.0,6411345000000.0
2058.0,6512150000000.0,1555921800000.0,6422936400000.0,4114186000000.0,4902796400000.0,1825427200000.0,4819466600000.0,3822489700000.0,6110849300000.0,5816880000000.0,5497567600000.0,6699866000000.0,2325341000000.0,6356465600000.0
2059.0,6447636000000.0,1417508300000.0,6405406000000.0,4041230000000.0,4778778000000.0,1722135000000.0,4678149000000.0,3680988600000.0,6065494000000.0,5718321700000.0,5412858400000.0,6670202000000.0,2210203200000.0,6313419000000.0
2060.0,6395821000000.0,1282120100000.0,6380957700000.0,3933193600000.0,4679181300000.0,1614716500000.0,4541561400000.0,3524515300000.0,6019461000000.0,5620114000000.0,5335696300000.0,6644061700000.0,2098034600000.0,6221157000000.0
2061.0,6353314600000.0,1133289100000.0,6357568700000.0,3825197000000.0,4539462000000.0,1516690200000.0,4414850000000.0,3393520400000.0,5983396400000.0,5467323000000.0,5268774000000.0,6641079500000.0,1976212800000.0,6152172600000.0
2062.0,6283609000000.0,990297800000.0,6315933000000.0,3720436800000.0,4428407000000.0,1432292600000.0,4262491300000.0,3285221600000.0,5938381000000.0,5332492400000.0,5175186000000.0,6611936000000.0,1875104100000.0,6084345500000.0
2063.0,6195142700000.0,856093360000.0,6269041000000.0,3614908400000.0,4322603000000.0,1376294500000.0,4142285500000.0,3198424200000.0,5874670000000.0,5208840000000.0,5074980400000.0,6602447400000.0,1753121800000.0,6028468400000.0
2064.0,6123347000000.0,731224200000.0,6217077000000.0,3517939400000.0,4211534000000.0,1290148100000.0,4040832000000.0,3092111000000.0,5825925500000.0,5077799000000.0,4990395000000.0,6591954000000.0,1625691900000.0,5979061600000.0
2065.0,6069613500000.0,626727060000.0,6182452300000.0,3422998200000.0,4094958500000.0,1219854100000.0,3932362400000.0,2961535700000.0,5789403600000.0,4990289000000.0,4920293500000.0,6566776000000.0,1496135500000.0,5915127300000.0
2066.0,5949735600000.0,528855000000.0,6123969000000.0,3340717000000.0,4012803400000.0,1147453300000.0,3840504200000.0,2847742400000.0,5738589600000.0,4899229000000.0,4868022500000.0,6535197500000.0,1365458800000.0,5807372000000.0
2067.0,5882042000000.0,444595930000.0,6084965000000.0,3256453400000.0,3907763300000.0,1066153800000.0,3728603600000.0,2738771000000.0,5707698500000.0,4770867000000.0,4753024600000.0,6506200700000.0,1260588200000.0,5726755400000.0
2068.0,5807387000000.0,364857330000.0,6031852700000.0,3165193000000.0,3795605500000.0,968682200000.0,3576306000000.0,2642053400000.0,5649879500000.0,4660945000000.0,4656728600000.0,6468515400000.0,1138377500000.0,5651843500000.0
2069.0,5726539000000.0,296724800000.0,5987837000000.0,3081051800000.0,3657676000000.0,898906300000.0,3430393800000.0,2513940500000.0,5608890000000.0,4564214000000.0,4557504500000.0,6448873500000.0,1033098700000.0,5588829300000.0
2070.0,5633569500000.0,240209800000.0,5956059000000.0,2998943400000.0,3532619300000.0,816498150000.0,3289584500000.0,2371186900000.0,5542310000000.0,4425662000000.0,4424441000000.0,6425680000000.0,929921760000.0,5534448000000.0
2071.0,5520962400000.0,192567900000.0,5905105000000.0,2914314400000.0,3424163500000.0,740801450000.0,3158644600000.0,2240944000000.0,5494645000000.0,4250321000000.0,4334102000000.0,6387905600000.0,840761900000.0,5454828000000.0
2072.0,5419579700000.0,153499930000.0,5851940700000.0,2826981000000.0,3301817200000.0,678477100000.0,3058350400000.0,2141269100000.0,5452677000000.0,4141419900000.0,4236915000000.0,6361297000000.0,763770600000.0,5363059400000.0
2073.0,5312025000000.0,117445165000.0,5811519000000.0,2752424000000.0,3195998300000.0,616201300000.0,2949620000000.0,2008726800000.0,5386213500000.0,3995575500000.0,4131914800000.0,6331393000000.0,700819640000.0,5287857600000.0
2074.0,5184489500000.0,90101370000.0,5740570300000.0,2688255300000.0,3110999400000.0,557084600000.0,2852868800000.0,1890223500000.0,5293967700000.0,3844771400000.0,4050616600000.0,6291522600000.0,643000760000.0,5211753500000.0
2075.0,5115315500000.0,70771980000.0,5712983400000.0,2604168600000.0,3026360700000.0,498218240000.0,2749092300000.0,1781558100000.0,5200104000000.0,3682684000000.0,3946812500000.0,6244999400000.0,592929400000.0,5106286700000.0
2076.0,5033067000000.0,55356600000.0,5665252000000.0,2522445300000.0,2921091000000.0,434757800000.0,2655035600000.0,1659394600000.0,5142894600000.0,3518105600000.0,3836568100000.0,6195352000000.0,553138850000.0,5031883400000.0
2077.0,4915745000000.0,41369997000.0,5600972000000.0,2430263600000.0,2826834500000.0,382921400000.0,2548315000000.0,1548559600000.0,5061453000000.0,3381974000000.0,3767741000000.0,6130173500000.0,512287150000.0,4943854000000.0
2078.0,4830948500000.0,30837238000.0,5564672000000.0,2362787500000.0,2730329000000.0,334670700000.0,2439951200000.0,1449931600000.0,4992470000000.0,3220397000000.0,3699636000000.0,6045617000000.0,472687280000.0,4836928000000.0
2079.0,4708750000000.0,21386988000.0,5508594000000.0,2270105700000.0,2615249000000.0,293875500000.0,2332194500000.0,1355470100000.0,4933019000000.0,3091693600000.0,3591286800000.0,6007859000000.0,442429000000.0,4742228500000.0
2080.0,4620504000000.0,14588400000.0,5457181700000.0,2202062800000.0,2522032000000.0,254725670000.0,2234725000000.0,1256385500000.0,4884055000000.0,2928219300000.0,3525691000000.0,5943810000000.0,403847400000.0,4662317500000.0
2081.0,4498068600000.0,9139334000.0,5406240000000.0,2124390200000.0,2427911400000.0,216653040000.0,2138186300000.0,1160209000000.0,4802973500000.0,2771734800000.0,3412666000000.0,5887285500000.0,363618170000.0,4563971000000.0
2082.0,4364116000000.0,5834116600.0,5345972000000.0,2046922600000.0,2338742600000.0,183624800000.0,2036117400000.0,1072803400000.0,4716001000000.0,2648591600000.0,3322802000000.0,5827994000000.0,328046400000.0,4477136000000.0
2083.0,4184825700000.0,3636403200.0,5292200000000.0,1966771400000.0,2262865000000.0,151307710000.0,1925698600000.0,1004331300000.0,4596443000000.0,2524339500000.0,3204228600000.0,5776138000000.0,296608530000.0,4366719300000.0
2084.0,3998700800000.0,2231065900.0,5242978000000.0,1908444500000.0,2179794000000.0,126271440000.0,1815239500000.0,934724240000.0,4548867000000.0,2381285200000.0,3124584500000.0,5699826000000.0,263175260000.0,4240203600000.0
2085.0,3797863400000.0,1133888500.0,5189683000000.0,1843141300000.0,2088855000000.0,102947750000.0,1708791000000.0,872472900000.0,4445986000000.0,2227969000000.0,3038184500000.0,5645047000000.0,229473270000.0,4106105000000.0
2086.0,3630673200000.0,439072400.0,5139999500000.0,1775282700000.0,1986247300000.0,82860605000.0,1595999500000.0,808122250000.0,4361280800000.0,2072193000000.0,2934690000000.0,5587980500000.0,204958650000.0,4002404000000.0
2087.0,3428367000000.0,333441060.0,5068769000000.0,1721815500000.0,1881478000000.0,67386905000.0,1478939500000.0,751148000000.0,4300808700000.0,1946114300000.0,2832237600000.0,5513992500000.0,181328100000.0,3893016100000.0
2088.0,3249142000000.0,306398620.0,5008785000000.0,1655020800000.0,1799065300000.0,53024230000.0,1372293400000.0,700544900000.0,4238772300000.0,1794897000000.0,2730989200000.0,5481083000000.0,158330390000.0,3763196100000.0
2089.0,3081918700000.0,273492060.0,4950208300000.0,1566415800000.0,1718532400000.0,39993037000.0,1290719300000.0,643866400000.0,4171493800000.0,1651552200000.0,2628933400000.0,5416638500000.0,136278900000.0,3660132000000.0
2090.0,2886677800000.0,250183260.0,4904465000000.0,1499715000000.0,1631247100000.0,29047194000.0,1213540700000.0,593843200000.0,4098758800000.0,1513676100000.0,2535642600000.0,5353302400000.0,123563090000.0,3552856200000.0
2091.0,2674738000000.0,236029980.0,4808702400000.0,1428274200000.0,1550465200000.0,20479425000.0,1134075800000.0,542437700000.0,4025299000000.0,1365171000000.0,2442241500000.0,5300120000000.0,109863035000.0,3443413700000.0
2092.0,2481400300000.0,227691680.0,4724679500000.0,1368328100000.0,1471133600000.0,13248263000.0,1054167100000.0,498365800000.0,3974549200000.0,1233439800000.0,2346902000000.0,5242968000000.0,94784954000.0,3341363000000.0
2093.0,2268036900000.0,214009920.0,4613095300000.0,1306592800000.0,1384388200000.0,8415995400.0,982426900000.0,447825050000.0,3923022200000.0,1102310100000.0,2254318000000.0,5178049700000.0,84569110000.0,3218265300000.0
2094.0,2102283500000.0,204287630.0,4533613000000.0,1249109000000.0,1308474600000.0,5884280300.0,918611950000.0,407649450000.0,3865840200000.0,988899970000.0,2166729600000.0,5122027400000.0,74217040000.0,3062799300000.0
2095.0,1923097700000.0,196057570.0,4453501500000.0,1191768800000.0,1224646200000.0,4472326000.0,854995700000.0,367931820000.0,3799101500000.0,884223200000.0,2077931700000.0,5062098700000.0,66274270000.0,2942170300000.0
2096.0,1745116700000.0,188102700.0,4385978700000.0,1129604600000.0,1138269500000.0,3319138600.0,788916000000.0,330821760000.0,3703124300000.0,786525200000.0,1998669500000.0,4995155000000.0,58583940000.0,2818420800000.0
2097.0,1587982500000.0,178891330.0,4312520200000.0,1077601240000.0,1059080960000.0,2259388400.0,732071900000.0,292948250000.0,3630818000000.0,691186100000.0,1932080700000.0,4952681000000.0,49946153000.0,2720008800000.0
2098.0,1440149900000.0,173947140.0,4243643000000.0,1018468800000.0,967954900000.0,1276496300.0,671009400000.0,262246530000.0,3566764300000.0,609659450000.0,1860532200000.0,4896831600000.0,43390450000.0,2601268500000.0
2099.0,1290741900000.0,164897570.0,4190305800000.0,972409600000.0,901927530000.0,490906050.0,607165350000.0,236500010000.0,3497731600000.0,534200780000.0,1781330600000.0,4836408400000.0,37770785000.0,2513820700000.0
2100.0,1141982200000.0,156658750.0,4082465200000.0,925699300000.0,841259940000.0,81647096.0,550604640000.0,208283290000.0,3397414800000.0,467440500000.0,1705052200000.0,4742061000000.0,33193773000.0,2405130300000.0
