time,IPSL-CM6A-LR,EC-EARTH3,INM-CM4-8,INM-CM5-0,CAMS-CSM1-0,ACCESS-CM2,CESM2-WACCM,CESM2,MPI-ESM1-2-HR,NORESM2-MM,BCC-CSM2-MR,FGOALS-F3-L,EC-EARTH3-VEG,MRI-ESM2-0,ACCESS-ESM1-5,GFDL-ESM4,CANESM5
2015.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0
2016.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0
2017.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0
2018.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0
2019.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0
2020.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0
2021.0,836338500000.0,845844700000.0,844502700000.0,838119800000.0,839805570000.0,831972050000.0,848832600000.0,835413340000.0,841670600000.0,830764700000.0,834932800000.0,837462850000.0,837985960000.0,840157950000.0,836638900000.0,828686660000.0,842501460000.0
2022.0,825953160000.0,817380660000.0,828216100000.0,828161900000.0,831426400000.0,813723300000.0,825537800000.0,830537100000.0,820648540000.0,808327300000.0,813323900000.0,840209700000.0,824065260000.0,823768800000.0,826951900000.0,813920350000.0,817857360000.0
2023.0,811957350000.0,814375440000.0,816665800000.0,820125600000.0,820533260000.0,788051600000.0,803168900000.0,815239700000.0,817487100000.0,795737800000.0,807129900000.0,817098200000.0,817187800000.0,820779100000.0,829079550000.0,807338600000.0,793451040000.0
2024.0,795709870000.0,804861900000.0,805226200000.0,802414400000.0,802733400000.0,771867540000.0,785383160000.0,796122800000.0,800095000000.0,771675650000.0,795721100000.0,796611200000.0,807998600000.0,808385840000.0,810607500000.0,805796200000.0,769949300000.0
2025.0,771944300000.0,802127300000.0,789167400000.0,779978600000.0,799406600000.0,751873560000.0,756522200000.0,785241200000.0,790713800000.0,752513000000.0,795630200000.0,775334660000.0,798428230000.0,789001600000.0,795316200000.0,807465200000.0,744913300000.0
2026.0,759010030000.0,781728550000.0,775930800000.0,760356540000.0,786250500000.0,731690700000.0,732224600000.0,771720200000.0,778822600000.0,737575400000.0,794028150000.0,769357600000.0,782091700000.0,776908300000.0,781969000000.0,792241100000.0,728735800000.0
2027.0,752205600000.0,772061860000.0,767078400000.0,754989330000.0,776599440000.0,720958700000.0,717357500000.0,761823800000.0,765653160000.0,718288400000.0,789544960000.0,741421350000.0,765169760000.0,765052650000.0,760476470000.0,775919570000.0,707342430000.0
2028.0,742068700000.0,757680960000.0,756456400000.0,740096800000.0,772677900000.0,706684700000.0,685083260000.0,749185140000.0,754761700000.0,696109000000.0,775799960000.0,716256050000.0,747345740000.0,749147060000.0,751307600000.0,765811000000.0,688195000000.0
2029.0,720552260000.0,738441950000.0,748047430000.0,732156000000.0,770957300000.0,683151600000.0,662855400000.0,723813660000.0,733318350000.0,680284600000.0,770236740000.0,688313140000.0,739147900000.0,739226800000.0,729938300000.0,747248400000.0,680543060000.0
2030.0,710223860000.0,733203860000.0,740877140000.0,718076200000.0,761526750000.0,657603300000.0,638343600000.0,691780900000.0,713136540000.0,666791100000.0,754833750000.0,663043440000.0,725093700000.0,717175600000.0,714930100000.0,729062800000.0,657378440000.0
2031.0,703937450000.0,725678950000.0,721860800000.0,715786700000.0,759881900000.0,629995860000.0,623837250000.0,664161800000.0,707411840000.0,650530260000.0,743894200000.0,639413650000.0,702567550000.0,704374600000.0,699627860000.0,710234100000.0,636577300000.0
2032.0,679977300000.0,711097060000.0,717522500000.0,702488400000.0,747631600000.0,612862800000.0,615977840000.0,637939900000.0,707747050000.0,624369000000.0,729558700000.0,633969500000.0,681935000000.0,685816700000.0,679213470000.0,691003500000.0,618613700000.0
2033.0,650486500000.0,694023950000.0,693683800000.0,692393000000.0,741131200000.0,587480100000.0,589582570000.0,620690600000.0,691927100000.0,604431100000.0,718348800000.0,604013100000.0,667425500000.0,668583500000.0,656513960000.0,672014100000.0,595536600000.0
2034.0,624667660000.0,681785900000.0,682887150000.0,683365800000.0,729067000000.0,581476900000.0,567338800000.0,603467350000.0,678614660000.0,590035900000.0,704610900000.0,571425800000.0,654714900000.0,651485800000.0,641165360000.0,657295740000.0,579347800000.0
2035.0,604122600000.0,670410540000.0,673570750000.0,669097500000.0,716042530000.0,564249700000.0,545915000000.0,589390100000.0,672709350000.0,572982100000.0,688189800000.0,560590160000.0,636010600000.0,618189900000.0,623372860000.0,639537050000.0,561437300000.0
2036.0,577051560000.0,661780560000.0,669801100000.0,646751200000.0,707072700000.0,544703900000.0,525468000000.0,570505600000.0,650336000000.0,558918200000.0,665914100000.0,537226350000.0,617016460000.0,611926740000.0,597676100000.0,624985500000.0,548207820000.0
2037.0,557865500000.0,639182300000.0,663534960000.0,635916100000.0,704995500000.0,516194400000.0,503847030000.0,547791730000.0,632767500000.0,542708530000.0,648594300000.0,522274370000.0,600375950000.0,592147400000.0,572930850000.0,607388700000.0,539963560000.0
2038.0,532734870000.0,610779900000.0,651417500000.0,619472100000.0,695424000000.0,497158750000.0,483289200000.0,527706400000.0,631156970000.0,520977900000.0,639447400000.0,520413970000.0,594766400000.0,570625800000.0,556386500000.0,593920500000.0,517757040000.0
2039.0,509653700000.0,592664400000.0,641115900000.0,608049360000.0,690785600000.0,475020070000.0,463289300000.0,507635430000.0,618552100000.0,504204400000.0,620147800000.0,493981700000.0,586109800000.0,561924300000.0,539527120000.0,585275100000.0,498458030000.0
2040.0,483802870000.0,573759750000.0,639480700000.0,587645700000.0,693173500000.0,452886630000.0,443179860000.0,497876800000.0,602660700000.0,487623130000.0,603892100000.0,485460180000.0,572386440000.0,548421200000.0,530100880000.0,566960200000.0,483764730000.0
2041.0,470386180000.0,554661900000.0,630748500000.0,576728400000.0,681233100000.0,437656000000.0,422861540000.0,483592960000.0,590149900000.0,466906780000.0,586940600000.0,471482240000.0,566331600000.0,531785480000.0,516265020000.0,561990800000.0,462335100000.0
2042.0,448611650000.0,545090040000.0,620330300000.0,560566100000.0,673642900000.0,421436850000.0,404624830000.0,459285360000.0,577995000000.0,449630670000.0,577764850000.0,453823560000.0,553316500000.0,519238000000.0,493916700000.0,543988840000.0,445612560000.0
2043.0,432025170000.0,540304400000.0,611570600000.0,547505730000.0,669368100000.0,409526400000.0,392090400000.0,435130430000.0,575009060000.0,440230740000.0,564411760000.0,434227840000.0,542351260000.0,511894060000.0,473450640000.0,526664660000.0,433524640000.0
2044.0,418264940000.0,524227870000.0,597018740000.0,531802520000.0,669524500000.0,392058830000.0,378008760000.0,418797130000.0,560365300000.0,423678080000.0,540503770000.0,422776830000.0,538195030000.0,493383800000.0,465602280000.0,513440300000.0,423039470000.0
2045.0,407232700000.0,507903770000.0,589694100000.0,522554400000.0,657487560000.0,383868800000.0,362416800000.0,413709860000.0,549281300000.0,403729250000.0,525332250000.0,403701830000.0,524831100000.0,479104700000.0,448208370000.0,499787270000.0,408354550000.0
2046.0,392586070000.0,497520150000.0,581278300000.0,512107120000.0,664211600000.0,369032000000.0,352030430000.0,398126970000.0,537452380000.0,395037770000.0,517136000000.0,389555620000.0,509643030000.0,462796100000.0,439727130000.0,484132620000.0,398222720000.0
2047.0,380528600000.0,479536600000.0,556679200000.0,502405560000.0,663484370000.0,356679650000.0,340620200000.0,384080100000.0,526142570000.0,379153870000.0,507128940000.0,377369400000.0,499712560000.0,455358350000.0,426033100000.0,478686480000.0,382864900000.0
2048.0,365589530000.0,458296460000.0,545349440000.0,490572740000.0,652939560000.0,334686780000.0,326105730000.0,375571350000.0,514728430000.0,360427750000.0,502733900000.0,366559530000.0,489141830000.0,442223100000.0,413653140000.0,473173950000.0,370385620000.0
2049.0,357640300000.0,451333160000.0,536047260000.0,475019900000.0,649955700000.0,318886840000.0,315040460000.0,363456000000.0,511054380000.0,349865480000.0,496715170000.0,361126850000.0,472802130000.0,430930820000.0,399077470000.0,462175200000.0,362946900000.0
2050.0,348603700000.0,437926600000.0,521393960000.0,472377430000.0,658781700000.0,309105160000.0,306244880000.0,351565020000.0,500866450000.0,338341360000.0,483212820000.0,355837740000.0,446067930000.0,423450740000.0,382856600000.0,452148920000.0,353490040000.0
2051.0,332573080000.0,423336480000.0,516886100000.0,466624770000.0,648418800000.0,301622800000.0,292152180000.0,335648720000.0,494674700000.0,326196920000.0,470675420000.0,348742400000.0,431344940000.0,405780400000.0,369936600000.0,444673030000.0,344763240000.0
2052.0,321745100000.0,413701600000.0,503769600000.0,457329930000.0,637576350000.0,289157050000.0,279811650000.0,322987360000.0,490961570000.0,309865120000.0,463142450000.0,339909540000.0,431795860000.0,394780900000.0,359062080000.0,437216200000.0,337284330000.0
2053.0,312507500000.0,400499770000.0,497665200000.0,440223760000.0,634589800000.0,276678770000.0,265791520000.0,314291300000.0,478794400000.0,302582200000.0,451997600000.0,337816750000.0,423283800000.0,386959670000.0,350114280000.0,431481780000.0,323597600000.0
2054.0,305125160000.0,390710030000.0,496566900000.0,434070800000.0,636275060000.0,267521900000.0,255869320000.0,297049030000.0,462314640000.0,293652230000.0,443977900000.0,333054740000.0,418625780000.0,379207480000.0,342041460000.0,425965650000.0,312619660000.0
2055.0,294698650000.0,377605260000.0,490478500000.0,423047230000.0,637833500000.0,253207230000.0,246067360000.0,286578930000.0,454948130000.0,283544320000.0,436117640000.0,324401170000.0,401294300000.0,365270340000.0,327341540000.0,418241280000.0,300555470000.0
2056.0,285891760000.0,371826200000.0,479114360000.0,416986460000.0,644941500000.0,245943400000.0,239136700000.0,281962300000.0,448390760000.0,275600150000.0,432963600000.0,317889500000.0,396057200000.0,356169800000.0,322244180000.0,410493980000.0,292823860000.0
2057.0,272976170000.0,368005050000.0,474770770000.0,407259020000.0,637627900000.0,235683360000.0,227999480000.0,275382470000.0,448901740000.0,265907860000.0,423192300000.0,319046320000.0,385781800000.0,351068550000.0,314735950000.0,400313580000.0,279101800000.0
2058.0,268155550000.0,356638620000.0,463425140000.0,402450320000.0,631657200000.0,227010970000.0,218814200000.0,262306920000.0,442242370000.0,255941510000.0,423113330000.0,307397260000.0,370159220000.0,348934100000.0,303949000000.0,389299600000.0,265605820000.0
2059.0,257499940000.0,348535600000.0,455221100000.0,396874700000.0,627957600000.0,217978590000.0,209912530000.0,246527870000.0,436253820000.0,247520690000.0,412596700000.0,302423930000.0,358887520000.0,340651250000.0,290270250000.0,378876850000.0,254005180000.0
2060.0,245586350000.0,338545250000.0,446367240000.0,393491480000.0,620925200000.0,210014980000.0,201066700000.0,233408180000.0,422421560000.0,240976510000.0,404049400000.0,299390530000.0,347083640000.0,332885850000.0,282383000000.0,373350630000.0,242087300000.0
2061.0,242817170000.0,333621000000.0,441483260000.0,386124970000.0,608115700000.0,198312740000.0,192685500000.0,222881630000.0,420409050000.0,234414500000.0,397397070000.0,293980540000.0,337875500000.0,325677940000.0,274424700000.0,364759020000.0,230983450000.0
2062.0,234436800000.0,330763040000.0,434976200000.0,380969550000.0,595086150000.0,190921130000.0,186046460000.0,217043200000.0,418504000000.0,224557450000.0,393279900000.0,292415050000.0,333607400000.0,319274120000.0,267632660000.0,350167370000.0,224703600000.0
2063.0,222569870000.0,320144200000.0,428810470000.0,371820200000.0,585052400000.0,183728980000.0,181753540000.0,209056000000.0,407411060000.0,216438920000.0,382621970000.0,281596100000.0,324453920000.0,315066600000.0,263063240000.0,342251500000.0,216949640000.0
2064.0,211942970000.0,317204400000.0,419869660000.0,358202380000.0,577116240000.0,176499560000.0,174873120000.0,199068350000.0,406053800000.0,207551970000.0,379599400000.0,276600100000.0,312433150000.0,309761670000.0,253684740000.0,338108650000.0,208454710000.0
2065.0,206010470000.0,305406870000.0,408881270000.0,353372050000.0,583517400000.0,167767600000.0,166539400000.0,193179240000.0,401086700000.0,202421800000.0,376963470000.0,275580680000.0,293217530000.0,299878400000.0,248524030000.0,328494580000.0,198708400000.0
2066.0,199109500000.0,301210730000.0,405161350000.0,341610500000.0,582933000000.0,162535750000.0,160758020000.0,186336940000.0,389190000000.0,197860870000.0,367796850000.0,269721710000.0,285240300000.0,291652470000.0,245511490000.0,327030870000.0,192691500000.0
2067.0,193925230000.0,291942300000.0,394975970000.0,336258660000.0,575862600000.0,155557310000.0,155439900000.0,178569230000.0,378648430000.0,190215420000.0,360492730000.0,262926930000.0,281085500000.0,286883380000.0,235249450000.0,317884430000.0,184847450000.0
2068.0,188373010000.0,281508700000.0,387017340000.0,333031470000.0,569701600000.0,146904510000.0,147551810000.0,166791940000.0,372425920000.0,182353820000.0,364162420000.0,263928000000.0,272715220000.0,286171170000.0,229528960000.0,315374000000.0,178143760000.0
2069.0,179874660000.0,273410590000.0,379086800000.0,325122360000.0,567555400000.0,140467180000.0,141584470000.0,158616040000.0,363338860000.0,178466460000.0,359549570000.0,263768060000.0,260550130000.0,279998330000.0,224075550000.0,309247800000.0,171851330000.0
2070.0,169459350000.0,266878340000.0,369385200000.0,318443950000.0,563415400000.0,134271820000.0,137302930000.0,152497240000.0,357420500000.0,171677680000.0,351647960000.0,257073020000.0,256663490000.0,274933740000.0,218652130000.0,301815000000.0,165694750000.0
2071.0,162518660000.0,258747320000.0,363189300000.0,310879450000.0,563777600000.0,128522350000.0,134755270000.0,144374920000.0,346233340000.0,166818730000.0,349197070000.0,252514750000.0,255244750000.0,272193390000.0,209335710000.0,294778770000.0,158398500000.0
2072.0,154198520000.0,249506090000.0,358424770000.0,306250000000.0,556718500000.0,124593750000.0,130118270000.0,136351360000.0,344050040000.0,159759470000.0,336670560000.0,248125590000.0,241940220000.0,268353030000.0,206303670000.0,288502580000.0,150762060000.0
2073.0,147908460000.0,245770390000.0,355538570000.0,300265300000.0,554023000000.0,119038930000.0,127188050000.0,129241040000.0,341044920000.0,154427050000.0,330183640000.0,244339110000.0,234599700000.0,260873260000.0,200725100000.0,283017870000.0,143165000000.0
2074.0,140064310000.0,235334780000.0,352488980000.0,291660100000.0,555650000000.0,114220660000.0,124515710000.0,121917810000.0,335130700000.0,150133440000.0,322657800000.0,241930500000.0,231718700000.0,259954130000.0,194380810000.0,278648520000.0,138869470000.0
2075.0,133346620000.0,221764370000.0,343687330000.0,290931930000.0,549295000000.0,108518515000.0,120556320000.0,116303390000.0,331041050000.0,146058670000.0,313788530000.0,233334390000.0,226710850000.0,254948970000.0,190134420000.0,271121840000.0,133198850000.0
2076.0,128327950000.0,211598080000.0,340910670000.0,290445820000.0,546195200000.0,104024130000.0,118638810000.0,110350220000.0,324585130000.0,143051440000.0,305380620000.0,231544860000.0,218251020000.0,249150050000.0,184957570000.0,268079860000.0,130492860000.0
2077.0,121191970000.0,205138170000.0,335699670000.0,282811960000.0,550609940000.0,101290180000.0,116025430000.0,105956780000.0,315839280000.0,141371880000.0,303409800000.0,224691700000.0,210408340000.0,244977140000.0,182786850000.0,265603350000.0,125105940000.0
2078.0,114874950000.0,205522400000.0,333494030000.0,275864450000.0,549218840000.0,97358240000.0,112020830000.0,100103870000.0,302232960000.0,138058320000.0,302441530000.0,220475520000.0,200084340000.0,240801230000.0,176384460000.0,258748680000.0,120671535000.0
2079.0,112307814000.0,199979990000.0,325247000000.0,273006540000.0,547149900000.0,92285710000.0,109856230000.0,94770510000.0,296500920000.0,132898540000.0,296804300000.0,213010330000.0,194658370000.0,234761520000.0,173560560000.0,255121360000.0,115673440000.0
2080.0,107362845000.0,196520590000.0,318597500000.0,268911980000.0,549496160000.0,88073130000.0,105908390000.0,90621300000.0,291300740000.0,129788715000.0,290296400000.0,207885930000.0,185445480000.0,227451190000.0,168272220000.0,253425860000.0,111062280000.0
2081.0,103103726000.0,193373900000.0,315158200000.0,268966380000.0,551624600000.0,85709820000.0,103664345000.0,86909030000.0,287532060000.0,128319865000.0,287534740000.0,201486100000.0,178283360000.0,225696530000.0,161861440000.0,247954600000.0,106851990000.0
2082.0,97232660000.0,189335800000.0,310557930000.0,263564070000.0,546063220000.0,82102260000.0,102728530000.0,83586966000.0,280245470000.0,126111680000.0,283000570000.0,198026850000.0,175310980000.0,221571300000.0,155105430000.0,243229970000.0,102618210000.0
2083.0,94498800000.0,181011140000.0,308062880000.0,261775340000.0,542059800000.0,77978760000.0,101339455000.0,80808970000.0,280537700000.0,125183160000.0,278479040000.0,196033600000.0,168496760000.0,219377570000.0,151038150000.0,230182340000.0,100837580000.0
2084.0,90975490000.0,175964270000.0,301779120000.0,261183140000.0,537499960000.0,77084480000.0,96884130000.0,78759820000.0,273316480000.0,122700956000.0,277146400000.0,189108720000.0,163512600000.0,216047220000.0,142858270000.0,228857540000.0,96885160000.0
2085.0,87722190000.0,173958270000.0,297305100000.0,255209650000.0,538863500000.0,74201250000.0,94307320000.0,78778780000.0,265844670000.0,120189490000.0,267768700000.0,185006980000.0,162238710000.0,212555530000.0,138881700000.0,229617060000.0,93507330000.0
2086.0,85872540000.0,170473620000.0,294785450000.0,249686670000.0,542910480000.0,72597800000.0,89736995000.0,77132790000.0,260311120000.0,116905930000.0,261383360000.0,181043660000.0,153809060000.0,207281860000.0,131261210000.0,229374850000.0,88098050000.0
2087.0,85107380000.0,171235640000.0,289894730000.0,246496850000.0,538980900000.0,68817840000.0,86786790000.0,74133725000.0,251339720000.0,115336580000.0,259321020000.0,177956260000.0,150322020000.0,201200140000.0,122139620000.0,223420560000.0,84697370000.0
2088.0,82473690000.0,168020380000.0,285371600000.0,242365050000.0,536324100000.0,65789690000.0,85720285000.0,72699570000.0,248102650000.0,114361250000.0,253677140000.0,174914010000.0,144399340000.0,195879240000.0,119094690000.0,219370700000.0,84077060000.0
2089.0,80175920000.0,163907520000.0,278117020000.0,238254050000.0,543535040000.0,62506066000.0,83626934000.0,69268546000.0,245615770000.0,113122810000.0,253060600000.0,168519750000.0,138675420000.0,191074370000.0,116046130000.0,213662480000.0,82786810000.0
2090.0,78462435000.0,165592630000.0,273456870000.0,236170840000.0,541148380000.0,59980104000.0,79996970000.0,67030217000.0,244285950000.0,111090300000.0,247536980000.0,163485800000.0,132234370000.0,186784320000.0,113757900000.0,211560530000.0,81906610000.0
2091.0,75416450000.0,160785250000.0,272156400000.0,234577870000.0,536533070000.0,57511580000.0,78799045000.0,65009148000.0,237418220000.0,108923380000.0,242809360000.0,163988900000.0,128820855000.0,181260550000.0,110762900000.0,207224140000.0,78534566000.0
2092.0,72449360000.0,156999840000.0,269913920000.0,231751340000.0,540040360000.0,54894027000.0,75877350000.0,64391420000.0,237205550000.0,106489060000.0,238172320000.0,158895400000.0,131181430000.0,177814590000.0,107071140000.0,207078060000.0,77025255000.0
2093.0,72073100000.0,157338100000.0,266471850000.0,230570840000.0,533580100000.0,52608176000.0,73378350000.0,62007160000.0,234152230000.0,104479924000.0,233633560000.0,152859950000.0,132089490000.0,174045990000.0,104304570000.0,206042120000.0,76923945000.0
2094.0,70421430000.0,154924420000.0,265335550000.0,226874970000.0,534709370000.0,50595110000.0,71896875000.0,59002204000.0,237228920000.0,101423090000.0,232440450000.0,149829240000.0,129017496000.0,173449950000.0,102580320000.0,205202030000.0,74069656000.0
2095.0,69389440000.0,150419340000.0,261442220000.0,222580620000.0,541163360000.0,48759636000.0,69915620000.0,57023627000.0,233723640000.0,99808770000.0,230784470000.0,148766790000.0,123203674000.0,169942040000.0,98481020000.0,200989980000.0,72496590000.0
2096.0,68292320000.0,147513920000.0,259356560000.0,220651630000.0,538806350000.0,46800770000.0,68156436000.0,55360848000.0,232131070000.0,98641895000.0,228988550000.0,148220760000.0,114971705000.0,164576230000.0,97726870000.0,199046140000.0,70670170000.0
2097.0,68072660000.0,143193490000.0,256792790000.0,219143110000.0,541206580000.0,45312926000.0,67069620000.0,54418514000.0,230798620000.0,98582100000.0,227424220000.0,143423620000.0,112474006000.0,162566080000.0,96400710000.0,198821630000.0,68209476000.0
2098.0,67505525000.0,140208010000.0,251730120000.0,220962140000.0,534776020000.0,43578966000.0,65881903000.0,50773414000.0,229332810000.0,95285090000.0,223552140000.0,141341880000.0,110368860000.0,161584430000.0,95227085000.0,192844810000.0,66684137000.0
2099.0,65116787000.0,137838170000.0,251423100000.0,218494120000.0,527417870000.0,42624586000.0,63507720000.0,49759384000.0,226585300000.0,92070030000.0,218200150000.0,137349690000.0,113522550000.0,159286500000.0,92937590000.0,192040940000.0,66498466000.0
2100.0,63286534000.0,137264600000.0,253920800000.0,219178020000.0,523880460000.0,41782040000.0,61991813000.0,48573764000.0,222999270000.0,91578840000.0,210907120000.0,133247650000.0,108710610000.0,157140320000.0,90232030000.0,188066430000.0,64635340000.0
