time,EC-EARTH3-VEG,MRI-ESM2-0,GFDL-ESM4,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,CESM2,NORESM2-MM,EC-EARTH3,INM-CM5-0,INM-CM4-8,CESM2-WACCM,CAMS-CSM1-0
2010.0,957699260000.0,957699260000.0,957699260000.0,957699260000.0,957699260000.0,957699260000.0,957699260000.0,957699260000.0,957699260000.0,957699260000.0,957699260000.0,957699260000.0,957699260000.0,957699260000.0
2011.0,952621900000.0,952621900000.0,952621900000.0,952621900000.0,952621900000.0,952621900000.0,952621900000.0,952621900000.0,952621900000.0,952621900000.0,952621900000.0,952621900000.0,952621900000.0,952621900000.0
2012.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0
2013.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0
2014.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0
2015.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0
2016.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0
2017.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0
2018.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0
2019.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0
2020.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0
2021.0,845136500000.0,839079400000.0,845420400000.0,848601150000.0,857117300000.0,842045300000.0,839361500000.0,830000140000.0,833619170000.0,854140650000.0,840991440000.0,841023900000.0,843023200000.0,841010300000.0
2022.0,827354640000.0,819370800000.0,821581450000.0,833269900000.0,838978630000.0,834685900000.0,835121400000.0,819126000000.0,813170950000.0,832184400000.0,827648640000.0,819649700000.0,828532460000.0,828671500000.0
2023.0,810383000000.0,799836860000.0,792878700000.0,809088200000.0,814671270000.0,818071400000.0,810886300000.0,819171900000.0,797699800000.0,812309300000.0,809831800000.0,811463340000.0,807006200000.0,823105360000.0
2024.0,796113500000.0,781058440000.0,771469000000.0,790614200000.0,800366800000.0,811633500000.0,809210900000.0,795479640000.0,776384600000.0,790695600000.0,793313400000.0,800582400000.0,799802460000.0,822659300000.0
2025.0,777298440000.0,756217740000.0,755321860000.0,778267800000.0,799161650000.0,808640300000.0,787587400000.0,775885400000.0,754863050000.0,763421500000.0,781971550000.0,791487900000.0,786541640000.0,816424750000.0
2026.0,753977070000.0,729647740000.0,749149400000.0,767129700000.0,777134300000.0,799820900000.0,781569300000.0,755735200000.0,746103640000.0,728907000000.0,779012100000.0,766654550000.0,768522300000.0,798193160000.0
2027.0,745999000000.0,709195000000.0,720675000000.0,746828860000.0,756392000000.0,790008700000.0,768261950000.0,726805640000.0,745688900000.0,702332670000.0,774437860000.0,742852400000.0,749940100000.0,798634740000.0
2028.0,736881200000.0,693716300000.0,714952300000.0,735091500000.0,769253500000.0,786290800000.0,762363900000.0,698733000000.0,739163000000.0,683049000000.0,756298200000.0,733019500000.0,737980000000.0,772648530000.0
2029.0,726164200000.0,663061000000.0,695156740000.0,718350300000.0,760102600000.0,764570570000.0,752196700000.0,678919860000.0,724477940000.0,659601300000.0,747055700000.0,717102700000.0,717702760000.0,767525000000.0
2030.0,718422800000.0,634161800000.0,684991900000.0,707795000000.0,745835860000.0,750374750000.0,731620400000.0,648204100000.0,701104500000.0,643885800000.0,732507300000.0,685131240000.0,707765860000.0,773091030000.0
2031.0,701782560000.0,616374500000.0,673367460000.0,695944150000.0,729665630000.0,738649100000.0,710807650000.0,622498800000.0,679368800000.0,630495500000.0,725624750000.0,664699900000.0,703469800000.0,767099000000.0
2032.0,705058100000.0,603572300000.0,663603000000.0,675013660000.0,705492160000.0,731724840000.0,705136200000.0,616795300000.0,663405200000.0,615004800000.0,705895400000.0,645301700000.0,684460400000.0,744432600000.0
2033.0,701549500000.0,588034150000.0,647824200000.0,656826300000.0,701391000000.0,713655450000.0,692489700000.0,595501500000.0,648151300000.0,584355150000.0,690860800000.0,630109400000.0,658124300000.0,740499700000.0
2034.0,686678740000.0,573440260000.0,639179700000.0,625167400000.0,686389500000.0,703371350000.0,674929640000.0,575839140000.0,630652600000.0,569628750000.0,684966800000.0,609085550000.0,638680900000.0,733067500000.0
2035.0,667040200000.0,561857500000.0,626022900000.0,614604200000.0,674392100000.0,696594900000.0,668533900000.0,560430700000.0,630214100000.0,551867800000.0,668509800000.0,586727750000.0,624160900000.0,744046600000.0
2036.0,656030900000.0,544997280000.0,611511100000.0,600346260000.0,661578300000.0,691960500000.0,654948000000.0,537884200000.0,627477600000.0,539356300000.0,661227040000.0,568029400000.0,606096850000.0,737455900000.0
2037.0,647367360000.0,529485300000.0,599273400000.0,590483100000.0,653227200000.0,682522440000.0,648309700000.0,511247750000.0,618768760000.0,535239300000.0,644417200000.0,557262400000.0,598376450000.0,728388800000.0
2038.0,642064400000.0,511358570000.0,586098100000.0,577050000000.0,646595740000.0,667868800000.0,641661340000.0,484716120000.0,588687300000.0,531977700000.0,621474000000.0,546763870000.0,579951460000.0,729212000000.0
2039.0,624219900000.0,501405600000.0,577945670000.0,568543500000.0,633981570000.0,642518100000.0,624135000000.0,470235020000.0,563770750000.0,513085900000.0,614828600000.0,533394030000.0,560325260000.0,719773300000.0
2040.0,610441900000.0,485354100000.0,569907540000.0,549787300000.0,609728500000.0,618713250000.0,610693940000.0,454567100000.0,554336300000.0,497611470000.0,591879000000.0,525198200000.0,545081500000.0,713164500000.0
2041.0,594735900000.0,472631740000.0,549038880000.0,543047880000.0,598315200000.0,599347560000.0,601984700000.0,429467040000.0,541128300000.0,494878560000.0,587922870000.0,514613580000.0,520022160000.0,710124200000.0
2042.0,591588300000.0,461637160000.0,533415900000.0,520375500000.0,589029970000.0,584266500000.0,589950300000.0,414533550000.0,524492440000.0,481800780000.0,575258360000.0,494164340000.0,509618600000.0,715476570000.0
2043.0,577858700000.0,444335980000.0,531813920000.0,502952820000.0,570504100000.0,565372100000.0,579228300000.0,396352850000.0,503142350000.0,461409000000.0,570590400000.0,480351520000.0,492773900000.0,714273000000.0
2044.0,558699000000.0,434787250000.0,524220270000.0,487529400000.0,552120750000.0,549093080000.0,574631500000.0,375206350000.0,483716660000.0,458733500000.0,559231300000.0,460507100000.0,469046620000.0,703348600000.0
2045.0,546305540000.0,421638140000.0,511888900000.0,478740350000.0,551685260000.0,534846570000.0,562984060000.0,356366580000.0,469009530000.0,440673600000.0,556153440000.0,445425200000.0,446612600000.0,705153470000.0
2046.0,533941030000.0,403164170000.0,504318920000.0,465359200000.0,538240020000.0,531717000000.0,548533830000.0,343121070000.0,450325150000.0,425057500000.0,544552500000.0,435429150000.0,422840370000.0,700732100000.0
2047.0,521406320000.0,388435700000.0,497499180000.0,454043270000.0,512644400000.0,524944540000.0,546764060000.0,328491960000.0,426771550000.0,409685920000.0,531600830000.0,425741350000.0,398951100000.0,697221600000.0
2048.0,507911000000.0,381525230000.0,487644820000.0,433257680000.0,491054070000.0,519453500000.0,531349700000.0,319039800000.0,404544980000.0,402635400000.0,522748660000.0,419758300000.0,378867400000.0,698312560000.0
2049.0,492218580000.0,357552100000.0,478026830000.0,414045670000.0,465886500000.0,506362820000.0,524784370000.0,308860600000.0,394663620000.0,389423070000.0,514932470000.0,411692900000.0,361081300000.0,696557700000.0
2050.0,479919700000.0,349713730000.0,468419400000.0,400111930000.0,452069230000.0,499494420000.0,522945000000.0,295966280000.0,381212330000.0,380554150000.0,507017660000.0,399851900000.0,345358960000.0,685345200000.0
2051.0,464254660000.0,331789830000.0,458540250000.0,389408900000.0,445918180000.0,483064300000.0,508924000000.0,283488520000.0,367074930000.0,364082460000.0,501356270000.0,388670650000.0,323885760000.0,680575430000.0
2052.0,448671480000.0,319792780000.0,453667400000.0,374453470000.0,428055270000.0,465390200000.0,490998860000.0,271880470000.0,352271300000.0,358402460000.0,489143830000.0,384519570000.0,307049170000.0,671838100000.0
2053.0,431817750000.0,307750960000.0,447981550000.0,365765100000.0,412219280000.0,458179120000.0,482627550000.0,260049000000.0,338662260000.0,352158880000.0,478570500000.0,372734330000.0,290691220000.0,657507350000.0
2054.0,425752660000.0,299937000000.0,426259000000.0,355879120000.0,393708730000.0,446376400000.0,472767100000.0,250177210000.0,316231840000.0,347251150000.0,478010180000.0,359608840000.0,279815160000.0,642881000000.0
2055.0,409199280000.0,288502100000.0,414486430000.0,344772800000.0,381807360000.0,438256500000.0,465907220000.0,237105740000.0,301402700000.0,334410970000.0,471532180000.0,349784600000.0,271499800000.0,620785400000.0
2056.0,400365320000.0,281449660000.0,398109500000.0,330735030000.0,360407470000.0,434177740000.0,457481780000.0,228448170000.0,288620600000.0,321607630000.0,465428640000.0,342853060000.0,257345910000.0,616665250000.0
2057.0,386413230000.0,272478860000.0,384677900000.0,321407100000.0,356858530000.0,421265240000.0,449606840000.0,222531110000.0,277376830000.0,308096300000.0,459202950000.0,335681780000.0,244904800000.0,602304540000.0
2058.0,369746280000.0,263082870000.0,379260440000.0,308235100000.0,342525050000.0,410484380000.0,439161060000.0,212487300000.0,269295550000.0,299677550000.0,453666730000.0,325681350000.0,234319150000.0,584423960000.0
2059.0,355468970000.0,251546940000.0,376880140000.0,297401840000.0,324834750000.0,396873400000.0,423226280000.0,201090120000.0,262454530000.0,291676130000.0,445264270000.0,315915080000.0,224889800000.0,579885700000.0
2060.0,354657700000.0,238852780000.0,372239630000.0,288463000000.0,312038200000.0,386663100000.0,412055240000.0,190350210000.0,251144360000.0,278242100000.0,431402520000.0,306093460000.0,210703480000.0,571100200000.0
2061.0,342239940000.0,231287870000.0,359959900000.0,281278380000.0,296063860000.0,374026240000.0,407350350000.0,183670590000.0,237304990000.0,255612600000.0,418855700000.0,298883380000.0,199157530000.0,553272600000.0
2062.0,329349700000.0,220991030000.0,346111020000.0,272339270000.0,279053140000.0,362740800000.0,397527550000.0,176285430000.0,229040390000.0,245336280000.0,416997470000.0,293717180000.0,188897000000.0,541599630000.0
2063.0,322268660000.0,217986480000.0,336077100000.0,259173380000.0,273495460000.0,350722030000.0,382304030000.0,170793010000.0,220541320000.0,233268690000.0,403240260000.0,285825630000.0,181154040000.0,541215130000.0
2064.0,311889500000.0,213109980000.0,328933670000.0,243027120000.0,262509170000.0,341257030000.0,376464240000.0,164754980000.0,214389000000.0,224670090000.0,397045300000.0,280325460000.0,172953680000.0,539875250000.0
2065.0,299938680000.0,204554200000.0,322561970000.0,230258430000.0,250581190000.0,326495040000.0,369381400000.0,157200900000.0,208645030000.0,211764920000.0,391358020000.0,273601100000.0,164017010000.0,534491300000.0
2066.0,290105500000.0,194957890000.0,320180520000.0,220359790000.0,242242620000.0,316538030000.0,363124800000.0,146103420000.0,203453450000.0,202408460000.0,378313280000.0,267214930000.0,155828470000.0,521014200000.0
2067.0,277586400000.0,187856490000.0,315368000000.0,211304380000.0,235904480000.0,309498770000.0,355704640000.0,138890900000.0,195742370000.0,191924040000.0,369380230000.0,259183210000.0,146673190000.0,513112280000.0
2068.0,269379800000.0,177476270000.0,307478630000.0,199616090000.0,232074120000.0,298355430000.0,351671030000.0,133505490000.0,190938230000.0,184250900000.0,356994700000.0,250175770000.0,138736620000.0,498418450000.0
2069.0,256433440000.0,171651900000.0,300595840000.0,189083200000.0,222821320000.0,287939720000.0,347712750000.0,127261550000.0,184847400000.0,171749640000.0,344814450000.0,246040070000.0,131524166000.0,494898840000.0
2070.0,247024550000.0,168216230000.0,297783130000.0,177738220000.0,214562950000.0,282970850000.0,342831800000.0,120825870000.0,175739100000.0,164179350000.0,334893550000.0,242055770000.0,125655520000.0,483946820000.0
2071.0,236928660000.0,160087740000.0,293196960000.0,171090760000.0,208785870000.0,284358400000.0,330881040000.0,113745960000.0,166176650000.0,150469300000.0,325407100000.0,235496830000.0,119408810000.0,481574450000.0
2072.0,222510140000.0,152010400000.0,288160970000.0,163223680000.0,203599280000.0,271855440000.0,326323270000.0,107887140000.0,160207210000.0,144805800000.0,318386270000.0,229995000000.0,112600220000.0,477278300000.0
2073.0,213767540000.0,146467780000.0,279167070000.0,154605880000.0,197894600000.0,266418270000.0,318688460000.0,103542890000.0,153344560000.0,137630600000.0,310829650000.0,224463130000.0,105961240000.0,468208980000.0
2074.0,201120270000.0,140305630000.0,273082730000.0,144431400000.0,192893270000.0,253435050000.0,306063050000.0,98641710000.0,147015370000.0,129353050000.0,297010820000.0,216596900000.0,101606870000.0,464816180000.0
2075.0,195291660000.0,135057220000.0,267245980000.0,133170910000.0,186964980000.0,244846200000.0,300071680000.0,93524380000.0,140815830000.0,124239140000.0,289952100000.0,213684980000.0,96427880000.0,454159340000.0
2076.0,188601700000.0,131795070000.0,265327840000.0,122997840000.0,177888330000.0,242125820000.0,290772220000.0,90482060000.0,137026030000.0,121463620000.0,283652520000.0,205191450000.0,90772560000.0,439689670000.0
2077.0,180835090000.0,123357570000.0,262818560000.0,115359570000.0,172227460000.0,229367970000.0,280933730000.0,85309490000.0,131266130000.0,115889635000.0,273851800000.0,200282310000.0,84908250000.0,423127800000.0
2078.0,170474780000.0,119225300000.0,252778230000.0,106388430000.0,166468750000.0,219183740000.0,274869080000.0,79610870000.0,123737140000.0,109519266000.0,266522130000.0,196198710000.0,81145640000.0,420563500000.0
2079.0,165284560000.0,116231920000.0,250077900000.0,97447480000.0,158600020000.0,208096030000.0,268383760000.0,75989150000.0,119146160000.0,105316190000.0,256672710000.0,192895060000.0,74669420000.0,405579240000.0
2080.0,156247460000.0,112557310000.0,241074140000.0,90044250000.0,149914240000.0,204638030000.0,262082610000.0,71861230000.0,112226525000.0,100512230000.0,253172760000.0,188147480000.0,69275440000.0,396250580000.0
2081.0,148912000000.0,108515340000.0,232660750000.0,82599560000.0,147616530000.0,199838060000.0,257478720000.0,68310100000.0,105704870000.0,94378940000.0,250146770000.0,182630040000.0,64466590000.0,396864600000.0
2082.0,145976330000.0,102678920000.0,229824510000.0,75192476000.0,139725160000.0,190492020000.0,248742080000.0,63845650000.0,101280240000.0,87727686000.0,249069680000.0,179321360000.0,60041593000.0,387475800000.0
2083.0,142087830000.0,99361830000.0,220962680000.0,67852087000.0,133367770000.0,182648720000.0,240149680000.0,60303405000.0,97212700000.0,83111035000.0,245506950000.0,174885500000.0,55384355000.0,377130400000.0
2084.0,132351550000.0,93821950000.0,213571350000.0,63380170000.0,125149676000.0,176933830000.0,237383120000.0,57427700000.0,91555290000.0,81523140000.0,240878390000.0,169243410000.0,51722293000.0,371241840000.0
2085.0,121724895000.0,90495720000.0,208707580000.0,59760370000.0,120143266000.0,170831450000.0,232464840000.0,54972070000.0,87291520000.0,78664900000.0,235654770000.0,166382100000.0,48474450000.0,370287000000.0
2086.0,115193040000.0,85857360000.0,203170870000.0,56443740000.0,113275716000.0,166719360000.0,223345570000.0,51723640000.0,81673100000.0,74509630000.0,227987240000.0,163969810000.0,45623804000.0,361534800000.0
2087.0,109451640000.0,82750530000.0,198368070000.0,53189070000.0,108158470000.0,160312030000.0,212635160000.0,49055826000.0,76485670000.0,70230070000.0,221221000000.0,159727750000.0,42965520000.0,357041930000.0
2088.0,103593010000.0,78232890000.0,198319920000.0,49774694000.0,104103440000.0,154520500000.0,204548470000.0,46223135000.0,71695884000.0,69445560000.0,211988370000.0,156118370000.0,39138140000.0,346175240000.0
2089.0,98433700000.0,74975150000.0,191846150000.0,46413926000.0,100476535000.0,150440230000.0,195331310000.0,44925040000.0,67137462000.0,66007210000.0,207955120000.0,151160730000.0,36752335000.0,342010130000.0
2090.0,94318035000.0,72036385000.0,185138090000.0,43457446000.0,95445705000.0,143420980000.0,188980870000.0,42932224000.0,63160566000.0,62630130000.0,200987440000.0,145011060000.0,35171774000.0,335156900000.0
2091.0,90054020000.0,69950620000.0,178633520000.0,40420827000.0,88738460000.0,139231050000.0,186095570000.0,40513376000.0,60060602000.0,58734195000.0,198122960000.0,139103190000.0,33028442000.0,324421060000.0
2092.0,87164120000.0,67257745000.0,176652040000.0,38372774000.0,82996500000.0,131273810000.0,181477160000.0,38171100000.0,56744260000.0,55181193000.0,188894380000.0,135024660000.0,30798623000.0,316836580000.0
2093.0,82485535000.0,64649888000.0,170271700000.0,36327650000.0,78624530000.0,125620220000.0,172971410000.0,36128596000.0,53736464000.0,52511805000.0,184939600000.0,130359780000.0,28897184000.0,314647250000.0
2094.0,75563140000.0,62365323000.0,165633030000.0,35140740000.0,73976380000.0,120933890000.0,166446610000.0,33800176000.0,51899480000.0,50656637000.0,179849460000.0,127120785000.0,27715187000.0,308636160000.0
2095.0,72681650000.0,60247028000.0,163750040000.0,32499235000.0,69711540000.0,115756510000.0,160980370000.0,32644071000.0,49929290000.0,48439742000.0,175370520000.0,121904095000.0,26498525000.0,305167140000.0
2096.0,67410140000.0,58020370000.0,157380540000.0,30559013000.0,67135046000.0,109791805000.0,150208170000.0,31671626000.0,47269600000.0,46359390000.0,170140200000.0,118601925000.0,25413460000.0,302820850000.0
2097.0,62853337000.0,56530473000.0,154847700000.0,28475615000.0,64238047000.0,107202820000.0,148238400000.0,29741120000.0,45516505000.0,43559490000.0,166736640000.0,115507250000.0,23894802000.0,298400680000.0
2098.0,58985440000.0,54930756000.0,148789500000.0,26896191000.0,61315613000.0,104253280000.0,145833160000.0,28547533000.0,44782785000.0,42246177000.0,159498910000.0,109672920000.0,22683032000.0,295569130000.0
2099.0,56477684000.0,53696600000.0,146492650000.0,25102885000.0,60425814000.0,101785070000.0,141298060000.0,27105855000.0,42630644000.0,41731908000.0,155729280000.0,103501140000.0,22121007000.0,285269360000.0
2100.0,53939370000.0,52517265000.0,145435070000.0,22889490000.0,56785277000.0,99462775000.0,139368040000.0,26506267000.0,41176658000.0,38534877000.0,151915530000.0,101310670000.0,20939995000.0,282513470000.0
