time,GISS-E2-R,GFDL-CM3,GFDL-ESM2G,CCSM4,MPI-ESM-LR,CANESM2,IPSL-CM5A-LR,NORESM1-M,CSIRO-MK3-6-0,CNRM-CM5
2017.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0
2018.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0
2019.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0
2020.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0
2021.0,85355320000.0,85439890000.0,85080000000.0,85243580000.0,85183810000.0,85152520000.0,85101940000.0,85083455000.0,85125200000.0,85079550000.0
2022.0,85131780000.0,85050720000.0,84788110000.0,84944000000.0,84857080000.0,84876560000.0,85011700000.0,84965745000.0,84750330000.0,84804410000.0
2023.0,84986220000.0,84863705000.0,84957160000.0,84623360000.0,84534460000.0,84651600000.0,84926450000.0,84766880000.0,84428340000.0,84576160000.0
2024.0,84800540000.0,84549706000.0,84208660000.0,84475770000.0,84342570000.0,84254410000.0,84566330000.0,84343010000.0,84044940000.0,84395990000.0
2025.0,84526285000.0,84280480000.0,83803490000.0,84057190000.0,84028604000.0,83959970000.0,84386820000.0,83979846000.0,83793100000.0,84047310000.0
2026.0,84381290000.0,83783340000.0,83501195000.0,83825030000.0,83475070000.0,83663050000.0,83864710000.0,83684100000.0,83568410000.0,83604770000.0
2027.0,84444260000.0,83486430000.0,83216120000.0,83421310000.0,83198330000.0,83218440000.0,83483260000.0,83810910000.0,83757750000.0,83230040000.0
2028.0,84012390000.0,82988196000.0,82644890000.0,82899240000.0,82882460000.0,82705390000.0,83121545000.0,83506400000.0,83041894000.0,82830300000.0
2029.0,83455550000.0,82321320000.0,82059670000.0,83093750000.0,82343590000.0,82447780000.0,82714600000.0,82837496000.0,82536780000.0,82612370000.0
2030.0,82981626000.0,81979410000.0,81276910000.0,82523380000.0,81689340000.0,81918670000.0,82266670000.0,82278190000.0,82602435000.0,82397920000.0
2031.0,82340910000.0,81639190000.0,80854160000.0,81871405000.0,81203446000.0,81248215000.0,81764120000.0,81719560000.0,82056176000.0,82164285000.0
2032.0,81919930000.0,80930350000.0,80232964000.0,81304310000.0,80856540000.0,80716980000.0,81061980000.0,81436230000.0,81635290000.0,81647240000.0
2033.0,83866050000.0,80545660000.0,79759300000.0,80469350000.0,80138330000.0,80104686000.0,80473890000.0,80858460000.0,81589960000.0,81399780000.0
2034.0,81655980000.0,79927790000.0,79132656000.0,80064100000.0,79463195000.0,79898450000.0,79827755000.0,80485870000.0,80786090000.0,81440570000.0
2035.0,80894330000.0,79267260000.0,78782710000.0,79845050000.0,78894190000.0,79237630000.0,79507790000.0,79779040000.0,80373010000.0,81521960000.0
2036.0,80416540000.0,78883800000.0,78033540000.0,79206640000.0,78589310000.0,78545270000.0,79043220000.0,79410060000.0,79832410000.0,80395665000.0
2037.0,79862870000.0,78197140000.0,77775020000.0,78765900000.0,78343725000.0,77915546000.0,78619410000.0,78483360000.0,79137390000.0,79843120000.0
2038.0,79470530000.0,77547150000.0,77696640000.0,79115575000.0,77530320000.0,76946220000.0,78078140000.0,77739280000.0,78544495000.0,79300710000.0
2039.0,79059970000.0,77206200000.0,76955890000.0,78530580000.0,76971810000.0,76257220000.0,77741875000.0,76871710000.0,78063180000.0,79034670000.0
2040.0,78647040000.0,77033095000.0,76439446000.0,77933910000.0,76360630000.0,75554470000.0,76985350000.0,76348140000.0,77442320000.0,78420100000.0
2041.0,78036935000.0,75951770000.0,75996140000.0,77537800000.0,75919680000.0,74883695000.0,76359524000.0,75572310000.0,76976685000.0,78098370000.0
2042.0,77528250000.0,75027780000.0,75784045000.0,77044680000.0,76052870000.0,74405880000.0,75936825000.0,74982260000.0,76226260000.0,77872595000.0
2043.0,76928860000.0,74602480000.0,75004750000.0,77068830000.0,75122885000.0,73635050000.0,75194250000.0,74001560000.0,75665790000.0,77630956000.0
2044.0,76656650000.0,73765020000.0,75223420000.0,78551605000.0,74579400000.0,73024970000.0,74709930000.0,73275220000.0,75266834000.0,76811190000.0
2045.0,76028080000.0,72763350000.0,74607710000.0,76647750000.0,73908896000.0,72256560000.0,74742850000.0,72346090000.0,74586325000.0,76337730000.0
2046.0,75383775000.0,71948470000.0,74628840000.0,76528850000.0,73344070000.0,71460910000.0,73702695000.0,71566720000.0,73793280000.0,76249160000.0
2047.0,75023130000.0,71068475000.0,73880945000.0,76120760000.0,72782960000.0,70527430000.0,73575220000.0,71376110000.0,73231670000.0,75941220000.0
2048.0,74567280000.0,71001760000.0,72992375000.0,75508646000.0,72300500000.0,69828360000.0,72589025000.0,70444400000.0,72765580000.0,76531910000.0
2049.0,74155760000.0,69881270000.0,72609825000.0,74950110000.0,71747230000.0,69191480000.0,72062420000.0,69560920000.0,72176700000.0,74831454000.0
2050.0,73757390000.0,69043100000.0,72242160000.0,74647390000.0,72610310000.0,68827540000.0,71354840000.0,68571587000.0,71520650000.0,74149044000.0
2051.0,73515246000.0,68627760000.0,71863150000.0,74537410000.0,71638210000.0,67853910000.0,70499590000.0,67825580000.0,70844010000.0,73830410000.0
2052.0,72864820000.0,67734237000.0,71243820000.0,73973230000.0,70664310000.0,67064447000.0,69864956000.0,66879770000.0,69917370000.0,73178950000.0
2053.0,72423735000.0,67092124000.0,71976490000.0,73995575000.0,69684470000.0,66420470000.0,68911050000.0,65969426000.0,69146330000.0,73062875000.0
2054.0,71766340000.0,66394657000.0,71350260000.0,73278870000.0,68889215000.0,65733374000.0,68205478000.0,65172492000.0,68353760000.0,72306710000.0
2055.0,71492985000.0,65626546000.0,70488470000.0,72716130000.0,68618280000.0,65231557000.0,68954540000.0,64548266000.0,67315597000.0,73208480000.0
2056.0,70894210000.0,64759804000.0,69636690000.0,72249410000.0,68116763000.0,64474202000.0,67291046000.0,63859405000.0,66728240000.0,71841060000.0
2057.0,70393760000.0,64128110000.0,68865065000.0,71932730000.0,67327210000.0,63804207000.0,66621088000.0,63064375000.0,66295546000.0,71231710000.0
2058.0,69704530000.0,63508700000.0,68559774000.0,72987240000.0,67414794000.0,63131865000.0,66778680000.0,62199575000.0,65315720000.0,70706860000.0
2059.0,69292400000.0,63009706000.0,67999216000.0,73409520000.0,66474000000.0,62343450000.0,65623917000.0,61438060000.0,64428806000.0,70705005000.0
2060.0,68914545000.0,62158176000.0,68471108000.0,71283430000.0,65710117000.0,61734957000.0,65244070000.0,60957405000.0,63407900000.0,70347600000.0
2061.0,68525937000.0,61258723000.0,67469020000.0,71120990000.0,65145487000.0,60977603000.0,64757047000.0,60296020000.0,62747603000.0,69422500000.0
2062.0,68089950000.0,60715780000.0,66814575000.0,70332250000.0,64581214000.0,60411118000.0,64016953000.0,59458208000.0,62075826000.0,68929870000.0
2063.0,67697553000.0,60147175000.0,66513945000.0,69719474000.0,64503530000.0,59875283000.0,63267693000.0,58864763000.0,61171315000.0,68504744000.0
2064.0,67155090000.0,59340526000.0,66490490000.0,69190380000.0,63453650000.0,59368735000.0,62526390000.0,58435570000.0,60362870000.0,68280795000.0
2065.0,66733703000.0,58762342000.0,65835050000.0,68802380000.0,62852050000.0,58787370000.0,62237065000.0,57700774000.0,59840730000.0,67805580000.0
2066.0,66578915000.0,58180022000.0,65423426000.0,68380783000.0,62340000000.0,58136592000.0,61522230000.0,57055940000.0,59202978000.0,67068220000.0
2067.0,66334843000.0,57437950000.0,64659010000.0,67984355000.0,61839094000.0,57604160000.0,61070254000.0,56465617000.0,58484530000.0,66550465000.0
2068.0,65718730000.0,57219100000.0,64087556000.0,67591250000.0,61366313000.0,56973750000.0,61841396000.0,55962870000.0,58263740000.0,66636624000.0
2069.0,65210184000.0,56317450000.0,63626076000.0,67218047000.0,60886008000.0,56476970000.0,60497756000.0,55680680000.0,57402690000.0,66041890000.0
2070.0,64713757000.0,55846920000.0,63413514000.0,66753655000.0,60136227000.0,55888040000.0,59537960000.0,54892384000.0,56881385000.0,65489400000.0
2071.0,64587290000.0,55138700000.0,62852207000.0,66233995000.0,59514810000.0,55239766000.0,58965750000.0,54384560000.0,56372370000.0,65339240000.0
2072.0,65096573000.0,54648480000.0,62663696000.0,65944564000.0,59670503000.0,54631250000.0,58456687000.0,54175134000.0,55760970000.0,65453486000.0
2073.0,64022790000.0,54137990000.0,62825316000.0,65426380000.0,58773537000.0,54284430000.0,58136140000.0,53539873000.0,55120860000.0,64275500000.0
2074.0,63444930000.0,53505200000.0,63332940000.0,64994914000.0,58412660000.0,53870977000.0,58791617000.0,52924166000.0,54444544000.0,63899976000.0
2075.0,63000600000.0,53005234000.0,62390080000.0,64569455000.0,57958023000.0,53385343000.0,57248830000.0,52327400000.0,53896250000.0,63411233000.0
2076.0,62589518000.0,52561760000.0,61778060000.0,63969395000.0,57506960000.0,52749496000.0,57293943000.0,52136780000.0,53306800000.0,62722070000.0
2077.0,62376894000.0,51976110000.0,61174637000.0,63546364000.0,59257905000.0,52203390000.0,56261226000.0,52118565000.0,52688155000.0,62357100000.0
2078.0,61939820000.0,51293350000.0,60668640000.0,63032734000.0,57086063000.0,51646136000.0,55831350000.0,50924446000.0,52075864000.0,61855547000.0
2079.0,62146300000.0,51660026000.0,60169610000.0,62705037000.0,56378530000.0,50981320000.0,55348064000.0,50439380000.0,51417600000.0,61508890000.0
2080.0,61464420000.0,50478903000.0,60691853000.0,62201692000.0,56059570000.0,50474516000.0,54739878000.0,49931020000.0,50733490000.0,61096124000.0
2081.0,61533860000.0,49861517000.0,60279700000.0,61834500000.0,55557310000.0,49967560000.0,54158550000.0,49185040000.0,50377363000.0,60768320000.0
2082.0,60812354000.0,50893710000.0,60595260000.0,61425033000.0,54903330000.0,49326346000.0,53542590000.0,48538444000.0,49737105000.0,60384825000.0
2083.0,60663470000.0,49127272000.0,60267980000.0,60899926000.0,54517060000.0,48872387000.0,53136245000.0,47998860000.0,49258010000.0,60136428000.0
2084.0,60128715000.0,48518496000.0,59459817000.0,60550000000.0,54132720000.0,48298504000.0,52577014000.0,47622460000.0,49089618000.0,59552313000.0
2085.0,60080310000.0,48015580000.0,59702702000.0,60114653000.0,54693892000.0,47720255000.0,52238820000.0,46892870000.0,48604234000.0,59054860000.0
2086.0,59439170000.0,47425794000.0,58613436000.0,59611402000.0,53674760000.0,47227960000.0,51862940000.0,46367883000.0,48059880000.0,60136630000.0
2087.0,59221987000.0,46949065000.0,58209714000.0,59183194000.0,53167895000.0,46851570000.0,51849850000.0,46273135000.0,47641020000.0,59385385000.0
2088.0,58842427000.0,46476130000.0,57828872000.0,59166080000.0,52838930000.0,46445117000.0,51211764000.0,48152543000.0,47311270000.0,58383077000.0
2089.0,58717426000.0,46133680000.0,57771420000.0,58332738000.0,52654690000.0,45888740000.0,50808836000.0,47102940000.0,46907093000.0,58039290000.0
2090.0,58897370000.0,45737157000.0,57146675000.0,57835446000.0,52281440000.0,45474787000.0,50321175000.0,44837323000.0,46451190000.0,59647644000.0
2091.0,59297473000.0,45255920000.0,56714265000.0,57313500000.0,53108273000.0,45687013000.0,49867452000.0,44213907000.0,46090910000.0,57645167000.0
2092.0,57880105000.0,44857790000.0,56667394000.0,56845513000.0,51620590000.0,44743774000.0,49463270000.0,43774718000.0,45423710000.0,57080582000.0
2093.0,59114783000.0,44337000000.0,57051380000.0,56366875000.0,51719470000.0,44712518000.0,48919900000.0,44320625000.0,44935696000.0,56761782000.0
2094.0,57476706000.0,43939900000.0,57196642000.0,55757615000.0,51130225000.0,44115230000.0,48435106000.0,43372716000.0,44565516000.0,56232860000.0
2095.0,57415897000.0,43731194000.0,55831585000.0,55196860000.0,50812355000.0,43652710000.0,48206450000.0,42556015000.0,44303680000.0,56019500000.0
2096.0,56770953000.0,43467230000.0,55533507000.0,54724485000.0,50282287000.0,43326927000.0,48072802000.0,42058375000.0,43912470000.0,55549157000.0
2097.0,56369830000.0,42839925000.0,55609197000.0,54107353000.0,50144195000.0,43622620000.0,47450480000.0,41483956000.0,43627782000.0,55227507000.0
2098.0,56312283000.0,42383036000.0,55062000000.0,53685560000.0,50169600000.0,42717070000.0,46950932000.0,40859173000.0,43346997000.0,54780854000.0
2099.0,55887190000.0,41896055000.0,55393202000.0,53302587000.0,49682390000.0,42317610000.0,46560793000.0,40176067000.0,42895122000.0,54418326000.0
2100.0,56122010000.0,41471332000.0,54484627000.0,52844114000.0,54081757000.0,41969148000.0,46117577000.0,39578300000.0,42544360000.0,54219660000.0
