time,GFDL-CM3,GISS-E2-R,IPSL-CM5A-LR,CANESM2,MPI-ESM-LR,CCSM4,GFDL-ESM2G,NORESM1-M,CNRM-CM5,CSIRO-MK3-6-0
2017.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0
2018.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0
2019.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0
2020.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0
2021.0,85281220000.0,85008760000.0,85109875000.0,85152660000.0,85127290000.0,85196400000.0,85094490000.0,85343175000.0,85380080000.0,85131985000.0
2022.0,85207430000.0,85636645000.0,85022106000.0,84850510000.0,84992025000.0,85126690000.0,85071630000.0,85014890000.0,85201910000.0,84749560000.0
2023.0,84937600000.0,84729190000.0,84785865000.0,84611334000.0,84491370000.0,85068734000.0,84664205000.0,84845760000.0,84697145000.0,85114585000.0
2024.0,84526760000.0,84415660000.0,84437795000.0,84517920000.0,84111650000.0,84443560000.0,84280070000.0,84434710000.0,84478360000.0,84925430000.0
2025.0,84153340000.0,84111040000.0,84061480000.0,84133405000.0,83730890000.0,84270580000.0,84142410000.0,84024750000.0,84718215000.0,84409655000.0
2026.0,83941440000.0,84024830000.0,83711795000.0,83877890000.0,83311830000.0,83766580000.0,83806536000.0,83503096000.0,84103700000.0,84078490000.0
2027.0,83269800000.0,83987240000.0,83191824000.0,83489230000.0,82669540000.0,83291910000.0,83523120000.0,82863920000.0,84093950000.0,83846760000.0
2028.0,82575770000.0,83539120000.0,82577480000.0,83028740000.0,82199590000.0,82653210000.0,83078950000.0,82401370000.0,83627770000.0,83545915000.0
2029.0,82163950000.0,83102410000.0,82079730000.0,82796810000.0,81832526000.0,82112660000.0,82396160000.0,81621205000.0,83912630000.0,83310850000.0
2030.0,81739000000.0,82968760000.0,81632166000.0,82428780000.0,81460570000.0,81249250000.0,82164300000.0,81118240000.0,83660670000.0,82908090000.0
2031.0,80930160000.0,82734810000.0,81157820000.0,82090295000.0,81429990000.0,80559350000.0,81634130000.0,80623714000.0,83514925000.0,83480895000.0
2032.0,80664280000.0,82106870000.0,80596600000.0,81256300000.0,81222560000.0,80123660000.0,81170950000.0,79931280000.0,83037850000.0,82449736000.0
2033.0,80154360000.0,81947795000.0,79878720000.0,80728105000.0,80258154000.0,79287890000.0,80537690000.0,79458240000.0,82175210000.0,82372430000.0
2034.0,79870230000.0,81367835000.0,79386120000.0,79914060000.0,79449960000.0,78345175000.0,79942870000.0,78901690000.0,81626350000.0,81814454000.0
2035.0,79619195000.0,80869450000.0,78716174000.0,79346426000.0,79168010000.0,77551845000.0,79205460000.0,77961000000.0,81413750000.0,81426650000.0
2036.0,78630900000.0,80585650000.0,77837540000.0,78788930000.0,78925860000.0,76833610000.0,78744400000.0,77228050000.0,80892330000.0,80812990000.0
2037.0,77714104000.0,80364590000.0,77100360000.0,78132470000.0,78509875000.0,76013840000.0,77894730000.0,76005320000.0,80361890000.0,80235720000.0
2038.0,76995265000.0,80395090000.0,76371750000.0,77561280000.0,77845550000.0,75021270000.0,77621010000.0,75342150000.0,80058350000.0,79721685000.0
2039.0,76331370000.0,79872100000.0,75325190000.0,76843340000.0,77521580000.0,74113360000.0,76837940000.0,74691890000.0,79468960000.0,79618570000.0
2040.0,75797290000.0,80195854000.0,74677944000.0,76068010000.0,77128270000.0,73266750000.0,76493110000.0,74159180000.0,79056780000.0,79502340000.0
2041.0,75026170000.0,79919000000.0,74086820000.0,75423425000.0,77695290000.0,72533740000.0,75644940000.0,73557980000.0,78636870000.0,78745470000.0
2042.0,74320050000.0,79007140000.0,73471330000.0,74743865000.0,76467620000.0,71735240000.0,75284775000.0,73043760000.0,78316040000.0,78042830000.0
2043.0,73525020000.0,78373790000.0,72620950000.0,73813830000.0,75812315000.0,70913810000.0,75647730000.0,73208120000.0,78043490000.0,77702010000.0
2044.0,72769920000.0,77831954000.0,71623290000.0,73227370000.0,75231530000.0,70081270000.0,74449390000.0,71933215000.0,77559650000.0,77480870000.0
2045.0,71890936000.0,77205980000.0,70523230000.0,72441850000.0,74715770000.0,69122940000.0,73924140000.0,70826650000.0,77141560000.0,76621520000.0
2046.0,71001750000.0,76867200000.0,69484730000.0,71416095000.0,74374710000.0,68118847000.0,73482480000.0,70603880000.0,77096170000.0,75850580000.0
2047.0,70146070000.0,76507940000.0,68842830000.0,70632750000.0,73717730000.0,67437036000.0,73174230000.0,70464510000.0,76401500000.0,74940236000.0
2048.0,69335890000.0,76368500000.0,68276146000.0,69878570000.0,73049320000.0,68300575000.0,72703050000.0,69587060000.0,75974140000.0,74199250000.0
2049.0,68273943000.0,75522064000.0,67190370000.0,69070810000.0,72474790000.0,66240330000.0,72117264000.0,68624770000.0,75407200000.0,73652810000.0
2050.0,67675070000.0,74957726000.0,66310390000.0,68241440000.0,72377810000.0,65867776000.0,71182800000.0,67810796000.0,75129820000.0,73248470000.0
2051.0,66737934000.0,74783510000.0,65273050000.0,67267260000.0,71232150000.0,64948660000.0,70240125000.0,67113860000.0,74637420000.0,72505900000.0
2052.0,65480820000.0,74006540000.0,64420140000.0,66421580000.0,70485070000.0,64266682000.0,69556200000.0,66323984000.0,74322650000.0,71731760000.0
2053.0,64585314000.0,73099215000.0,63598047000.0,65401975000.0,69841810000.0,63115240000.0,68878690000.0,65676145000.0,74752295000.0,70853470000.0
2054.0,63575310000.0,72516680000.0,62724338000.0,64729133000.0,69093190000.0,62341865000.0,68189258000.0,64914657000.0,74015670000.0,70090120000.0
2055.0,62934286000.0,72120060000.0,61693518000.0,64094433000.0,68472730000.0,61900177000.0,67771390000.0,63931216000.0,73856970000.0,69432430000.0
2056.0,62298370000.0,71781040000.0,60599853000.0,63315145000.0,67931290000.0,61118960000.0,67047318000.0,63089090000.0,72907160000.0,68529960000.0
2057.0,61452150000.0,71218070000.0,59731390000.0,62621532000.0,67514757000.0,60324065000.0,66505335000.0,62399726000.0,72269000000.0,67900117000.0
2058.0,60571960000.0,70681395000.0,59488862000.0,62028840000.0,67006380000.0,59576660000.0,65522160000.0,61741670000.0,71444390000.0,67240010000.0
2059.0,59827065000.0,71724880000.0,58469520000.0,60953928000.0,66436020000.0,58880690000.0,64956043000.0,61049754000.0,70837910000.0,66697310000.0
2060.0,59086940000.0,70343115000.0,57737556000.0,60195422000.0,65695412000.0,58218110000.0,64505870000.0,60367757000.0,70119210000.0,65998094000.0
2061.0,58287178000.0,69608096000.0,56919740000.0,59266790000.0,65176900000.0,57648968000.0,63902670000.0,59599106000.0,69533340000.0,65102810000.0
2062.0,57313720000.0,69331500000.0,56110203000.0,58372387000.0,64397554000.0,56742117000.0,63736590000.0,58538594000.0,68936920000.0,64458002000.0
2063.0,56527170000.0,68757510000.0,55334280000.0,57716750000.0,63820222000.0,55718916000.0,63141940000.0,57607390000.0,68475880000.0,63903842000.0
2064.0,55596700000.0,68091200000.0,54398820000.0,56671680000.0,63123243000.0,54701654000.0,62408417000.0,57139570000.0,67802630000.0,63329690000.0
2065.0,54801494000.0,67577426000.0,53761510000.0,55845340000.0,62949270000.0,53729080000.0,64122245000.0,56375140000.0,67282702000.0,62527988000.0
2066.0,54041604000.0,67061486000.0,53013246000.0,55182184000.0,62113616000.0,52922597000.0,62585508000.0,55479206000.0,67126034000.0,61928230000.0
2067.0,53290050000.0,67435370000.0,52039156000.0,54578230000.0,61302084000.0,52391387000.0,60930093000.0,54740255000.0,66089680000.0,61031470000.0
2068.0,52429517000.0,66633245000.0,51357070000.0,53827105000.0,60486832000.0,51702770000.0,60263797000.0,53944803000.0,65272164000.0,60225204000.0
2069.0,51574330000.0,66664110000.0,50579427000.0,52819632000.0,59662512000.0,51021690000.0,60607140000.0,52913010000.0,64509637000.0,59567080000.0
2070.0,50935165000.0,65592500000.0,49827906000.0,52183200000.0,58788370000.0,50353234000.0,59189637000.0,52214993000.0,63838600000.0,58882183000.0
2071.0,50138050000.0,65129780000.0,48951350000.0,51288750000.0,58077120000.0,49542443000.0,58657720000.0,51423760000.0,63244290000.0,58254500000.0
2072.0,49576500000.0,64519664000.0,48014643000.0,50466525000.0,57382710000.0,48717283000.0,58641790000.0,50388420000.0,64468554000.0,57508780000.0
2073.0,48844517000.0,65898623000.0,47180136000.0,49379545000.0,56889393000.0,47986848000.0,57611014000.0,49405915000.0,62344446000.0,56624990000.0
2074.0,48183927000.0,63993487000.0,46230140000.0,48592073000.0,56208896000.0,47382364000.0,57503166000.0,48408550000.0,61535846000.0,56060776000.0
2075.0,47327680000.0,63187190000.0,45459137000.0,47908570000.0,55562486000.0,46475250000.0,57322738000.0,47290982000.0,60715980000.0,55187804000.0
2076.0,46570150000.0,63110615000.0,44776997000.0,47153906000.0,54988685000.0,45680153000.0,56207385000.0,46201295000.0,59988255000.0,54806770000.0
2077.0,45867190000.0,62496694000.0,44066443000.0,46276272000.0,54050857000.0,44889230000.0,55513550000.0,45132410000.0,59280700000.0,54203834000.0
2078.0,44922070000.0,62342440000.0,43452000000.0,45673250000.0,53327060000.0,44153885000.0,55049780000.0,44309172000.0,58636374000.0,53265710000.0
2079.0,44301990000.0,61952600000.0,42579850000.0,44881666000.0,52246716000.0,43291520000.0,54519595000.0,43340968000.0,58008750000.0,52606513000.0
2080.0,43472540000.0,61676163000.0,41985080000.0,43894305000.0,51558240000.0,42473976000.0,53896630000.0,42682560000.0,57524564000.0,51772576000.0
2081.0,42652960000.0,60939207000.0,41099485000.0,42979310000.0,51051320000.0,41854583000.0,53414027000.0,41976177000.0,56587710000.0,51038302000.0
2082.0,42122854000.0,60409990000.0,40221508000.0,42240630000.0,50307100000.0,41126093000.0,53291704000.0,41240720000.0,55814410000.0,50187817000.0
2083.0,41399824000.0,60215505000.0,39646530000.0,41489540000.0,49765863000.0,40320260000.0,53021794000.0,40255330000.0,54932414000.0,49591400000.0
2084.0,40708936000.0,60646105000.0,38838727000.0,40713847000.0,48869890000.0,39628927000.0,52298700000.0,39314866000.0,54175396000.0,48955064000.0
2085.0,39929074000.0,59340567000.0,37860060000.0,39844905000.0,48041580000.0,38954120000.0,53180592000.0,38320116000.0,53369850000.0,48173040000.0
2086.0,39414596000.0,59065270000.0,37047996000.0,39117390000.0,47363936000.0,38156354000.0,52457193000.0,37699764000.0,52966770000.0,47275545000.0
2087.0,38671176000.0,58631760000.0,36164112000.0,38362140000.0,46689337000.0,37485707000.0,51804873000.0,36657060000.0,52369730000.0,46583060000.0
2088.0,37975070000.0,58383100000.0,35242856000.0,37692520000.0,45776826000.0,36465857000.0,50805993000.0,35562560000.0,51751617000.0,45979185000.0
2089.0,37237600000.0,57926922000.0,34333190000.0,37192057000.0,44913060000.0,35725060000.0,50341585000.0,34458505000.0,51174584000.0,45342065000.0
2090.0,36243775000.0,57633030000.0,33436220000.0,36408970000.0,44205105000.0,34733300000.0,50541257000.0,33741834000.0,50475553000.0,44727296000.0
2091.0,35594080000.0,57065468000.0,32579387000.0,35684348000.0,43540040000.0,33753702000.0,49408745000.0,32992668000.0,49412346000.0,44171350000.0
2092.0,34858810000.0,56533160000.0,31974461000.0,35075367000.0,42716920000.0,32964506000.0,49054380000.0,32097770000.0,48419267000.0,43547656000.0
2093.0,34135224000.0,56123105000.0,31376372000.0,34555265000.0,42034910000.0,32218059000.0,48487014000.0,31293936000.0,47508830000.0,42880850000.0
2094.0,33299057000.0,55812567000.0,30585840000.0,33877905000.0,41266200000.0,31514610000.0,48092850000.0,30692970000.0,46678220000.0,42195390000.0
2095.0,32519060000.0,55406860000.0,29887179000.0,33260587000.0,40545313000.0,30897380000.0,47558460000.0,30057951000.0,45922920000.0,41516786000.0
2096.0,31841000000.0,55879310000.0,29120113000.0,32608360000.0,39906570000.0,30091524000.0,47737217000.0,29282527000.0,45265277000.0,40966402000.0
2097.0,31236563000.0,54817520000.0,28030812000.0,32145881000.0,39230410000.0,29421867000.0,46549602000.0,28211294000.0,44448650000.0,40127574000.0
2098.0,30739670000.0,54208190000.0,27105411000.0,31502678000.0,38643044000.0,28838593000.0,45970928000.0,27354104000.0,43901415000.0,39537580000.0
2099.0,30065519000.0,53867890000.0,26174648000.0,30886238000.0,37870900000.0,28087374000.0,45484510000.0,26530290000.0,43186460000.0,39077482000.0
2100.0,29485195000.0,53417013000.0,25371939000.0,30277720000.0,37381880000.0,27469169000.0,45080863000.0,25860534000.0,42528040000.0,38337966000.0
