time,FGOALS-F3-L,BCC-CSM2-MR,GFDL-ESM4,IPSL-CM6A-LR,ACCESS-CM2,MPI-ESM1-2-HR,NORESM2-MM,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3,ACCESS-ESM1-5,MRI-ESM2-0,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,CANESM5,CESM2
2012.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0
2013.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0
2014.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0
2015.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0
2016.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0
2017.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0
2018.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0
2019.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0
2020.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0
2021.0,1094822800.0,1105448000.0,1092162200.0,1094534700.0,1107020400.0,1096367500.0,1110810900.0,1096127600.0,1106118100.0,1097771300.0,1113162800.0,1098739600.0,1100815900.0,1108696400.0,1099252400.0,1090201700.0,1106735000.0
2022.0,1085283800.0,1088896900.0,1074795800.0,1084329900.0,1090176000.0,1090343300.0,1089224000.0,1091915400.0,1088873200.0,1093845400.0,1093394400.0,1084241500.0,1090934900.0,1100249000.0,1091945500.0,1084776700.0,1083168900.0
2023.0,1062425600.0,1078123100.0,1053415500.0,1060559000.0,1078270600.0,1071786750.0,1081512400.0,1073171840.0,1076144000.0,1082030600.0,1073450800.0,1073922300.0,1075956500.0,1084328200.0,1077944400.0,1074387800.0,1074467800.0
2024.0,1051289700.0,1064920960.0,1034126140.0,1043702340.0,1062562100.0,1060981250.0,1055521900.0,1069995400.0,1055059800.0,1075059700.0,1063084160.0,1052509060.0,1075130100.0,1075254800.0,1061266600.0,1051145860.0,1052777900.0
2025.0,1030872450.0,1036304900.0,1017968000.0,1027845300.0,1041124160.0,1052516800.0,1044035300.0,1067766140.0,1043684860.0,1064347300.0,1042929660.0,1054402240.0,1053325700.0,1063462600.0,1031850750.0,1028620100.0,1038413630.0
2026.0,1042980300.0,1018812300.0,980847200.0,998487900.0,1031091600.0,1026064200.0,1022810430.0,1046537150.0,1025532500.0,1026832300.0,1028359500.0,1018198800.0,1041446460.0,1052469900.0,1010322050.0,1012225300.0,1026692400.0
2027.0,1005096900.0,988601800.0,954482800.0,974980600.0,1011842240.0,999553150.0,1004629000.0,1023999900.0,998108860.0,989557700.0,998640700.0,995145400.0,1026941630.0,1038206400.0,1065012030.0,1010840100.0,1005559940.0
2028.0,979586000.0,989602240.0,937880960.0,960327800.0,987185900.0,979107840.0,999311170.0,1004209100.0,963230600.0,967338700.0,985959040.0,978083300.0,1015453600.0,1012788740.0,1041844160.0,981783040.0,968536100.0
2029.0,961262700.0,952608260.0,915349760.0,941216300.0,951904830.0,971844200.0,978576900.0,990773300.0,1032899300.0,949472260.0,972041800.0,964851200.0,986771800.0,991923800.0,978066560.0,959329700.0,941506050.0
2030.0,960490050.0,934202100.0,903223740.0,923224260.0,944639940.0,931470800.0,958644100.0,996836900.0,976666940.0,905522560.0,953218050.0,944122400.0,963229100.0,999317200.0,956233200.0,935475600.0,933163500.0
2031.0,933328960.0,915051000.0,879841200.0,928664600.0,918045250.0,904034050.0,940372100.0,959727600.0,931666700.0,866197570.0,928708600.0,910410500.0,986645760.0,985915800.0,937028030.0,907370900.0,903198460.0
2032.0,907494300.0,897633860.0,855451300.0,890735000.0,913423740.0,881783940.0,949469600.0,943112260.0,903480300.0,838219700.0,908999300.0,885204400.0,944335170.0,969431300.0,921823300.0,934493400.0,879346100.0
2033.0,875432300.0,877437200.0,826793340.0,868958800.0,876295040.0,868306900.0,927315000.0,934414900.0,916390700.0,822481800.0,887222800.0,859103940.0,934147000.0,946262400.0,892002000.0,879807900.0,851162300.0
2034.0,875204160.0,872532100.0,802379400.0,854768900.0,859240960.0,855996350.0,910552700.0,914772350.0,942216800.0,829146430.0,885007800.0,835920060.0,918969900.0,930760060.0,887471600.0,855022100.0,862829400.0
2035.0,839944640.0,859205250.0,767774500.0,840514800.0,853565500.0,839359800.0,888731300.0,885244000.0,898473300.0,791277700.0,855103500.0,821764900.0,892719940.0,916738700.0,861888640.0,836831360.0,811690750.0
2036.0,817444160.0,820992960.0,764533800.0,811849600.0,813275800.0,858249800.0,866233200.0,868097100.0,854585400.0,771062340.0,832063300.0,796179300.0,875865900.0,886639200.0,866815200.0,819997300.0,785627500.0
2037.0,815681340.0,807758700.0,744633300.0,785226750.0,775519170.0,814961900.0,851820160.0,849640060.0,827709060.0,758425300.0,838103040.0,776659840.0,911418000.0,878754000.0,828679800.0,796818370.0,776507460.0
2038.0,780655550.0,801659300.0,725125100.0,769791600.0,762469440.0,824473860.0,884406200.0,828455400.0,840346430.0,728501100.0,814555140.0,757634600.0,857835460.0,853666300.0,804987300.0,774913800.0,752251400.0
2039.0,765332160.0,784432500.0,705409000.0,755137100.0,751433700.0,792041540.0,830934340.0,801038600.0,806042300.0,685538400.0,807640000.0,764342460.0,833987260.0,828644100.0,783267700.0,765736900.0,733660740.0
2040.0,761517760.0,850014140.0,684369400.0,736313660.0,739473660.0,779279550.0,819755260.0,785682100.0,820710600.0,666176300.0,785403100.0,743109570.0,838420540.0,815246900.0,765673340.0,771283100.0,714339200.0
2041.0,741118700.0,765855700.0,667906800.0,732714560.0,727995970.0,764861900.0,803033540.0,780507200.0,786752800.0,644484030.0,760953500.0,732388200.0,845269440.0,817542850.0,745023500.0,730203100.0,685278300.0
2042.0,727940500.0,797611260.0,650873500.0,703789440.0,701413600.0,746965000.0,810505600.0,758736700.0,767457200.0,630555300.0,750723800.0,700969700.0,815071300.0,799366100.0,763205000.0,717945600.0,665783900.0
2043.0,748302500.0,748995100.0,656766100.0,693515600.0,682675300.0,753757900.0,780199700.0,734508300.0,751636800.0,598457100.0,732366340.0,687583500.0,799819260.0,785513600.0,729230850.0,697060400.0,654210600.0
2044.0,712899900.0,759034750.0,645655800.0,674237060.0,664756700.0,729384060.0,763094340.0,717298560.0,745478460.0,570618200.0,711222660.0,666810200.0,786452160.0,768882500.0,712615500.0,678885950.0,631170200.0
2045.0,708029000.0,721747460.0,619998850.0,671754940.0,647185300.0,744527600.0,772818600.0,700076540.0,753371400.0,564192100.0,695733500.0,653896000.0,771817860.0,757312800.0,737715100.0,672587000.0,609765950.0
2046.0,691507500.0,784342400.0,613639600.0,641411900.0,627679200.0,761642600.0,757408060.0,674317250.0,726741800.0,544937000.0,676396300.0,653059200.0,770743040.0,747457540.0,682268500.0,648957250.0,597478500.0
2047.0,670045900.0,708114200.0,624112900.0,627627140.0,609927940.0,718179400.0,738827260.0,655950850.0,712904960.0,534191800.0,655779200.0,630637300.0,753311170.0,726202240.0,661550500.0,622954800.0,598716400.0
2048.0,674818050.0,700006900.0,599438340.0,621087500.0,588000800.0,698163500.0,730482900.0,637841800.0,703336450.0,527229200.0,635334140.0,610010050.0,744805500.0,718922560.0,728743360.0,608731000.0,574391000.0
2049.0,654365630.0,704116800.0,595884800.0,602120450.0,566299900.0,680836860.0,715184260.0,626243300.0,751492100.0,515411780.0,622977100.0,604975040.0,900187000.0,706923650.0,681202900.0,590328900.0,552798000.0
2050.0,642970900.0,743564350.0,581676350.0,584356900.0,565483600.0,664758600.0,704442900.0,605494400.0,690905400.0,498488860.0,609764540.0,604255100.0,757263500.0,704046140.0,653222300.0,583499100.0,539178900.0
2051.0,632541900.0,682248000.0,572374340.0,570688200.0,549408830.0,645709000.0,713389100.0,586868400.0,691564500.0,491792060.0,600132160.0,595297800.0,745186500.0,692225860.0,638873340.0,560779900.0,538024770.0
2052.0,613933200.0,676236500.0,567200900.0,558448600.0,528780800.0,642289100.0,711822500.0,565465150.0,731525500.0,481177900.0,590030850.0,605471400.0,738689150.0,675996000.0,622944450.0,540139700.0,527510600.0
2053.0,612560960.0,668576060.0,554925200.0,543194900.0,502457100.0,641789760.0,698894100.0,549245760.0,675171650.0,464641250.0,576173440.0,659810370.0,722022600.0,660551100.0,616046460.0,522503460.0,513529540.0
2054.0,614331000.0,667829400.0,542632000.0,548054340.0,517610750.0,628358340.0,686691100.0,530946460.0,673283400.0,458935600.0,558467100.0,572078500.0,711482000.0,663097800.0,688821600.0,505730780.0,511332580.0
2055.0,607644350.0,656907260.0,535919460.0,526282530.0,487553800.0,681562900.0,681680450.0,518186620.0,686679300.0,450292480.0,593277440.0,563360060.0,704625500.0,642021100.0,677670400.0,487294200.0,492647230.0
2056.0,584670400.0,648651460.0,529123780.0,569253400.0,477429020.0,643342300.0,667521800.0,507574620.0,667182800.0,442036030.0,540720450.0,572693800.0,703023360.0,624050050.0,613178900.0,473759650.0,484332160.0
2057.0,607743940.0,652380200.0,519540770.0,518103260.0,483087700.0,611683700.0,656079550.0,504711360.0,654048640.0,434773860.0,524114100.0,557447360.0,699527000.0,610240300.0,597702460.0,485186850.0,473183940.0
2058.0,584572860.0,641889300.0,511419970.0,512269700.0,450328000.0,600553660.0,648330240.0,493471360.0,645345800.0,440767650.0,501763200.0,545142700.0,688686460.0,595198300.0,595567940.0,494101600.0,464803040.0
2059.0,578496900.0,635190700.0,504874780.0,493453340.0,440251680.0,600266750.0,634709060.0,480488030.0,642425800.0,425125280.0,490232300.0,535840700.0,677604900.0,591603500.0,616564540.0,455767580.0,455963170.0
2060.0,603048000.0,629591800.0,501524350.0,483962560.0,434619740.0,668972100.0,623399600.0,464925500.0,634021100.0,422342200.0,490050620.0,525397380.0,801913340.0,580564740.0,580717200.0,428943500.0,449615680.0
2061.0,565401900.0,621758340.0,499381060.0,467410370.0,425500100.0,631099650.0,613300400.0,464896670.0,731489540.0,434237220.0,470886600.0,535202430.0,706432100.0,567587000.0,570796700.0,428031230.0,444048420.0
2062.0,562994100.0,612652860.0,493150880.0,461960770.0,424009100.0,618501500.0,605447200.0,456242700.0,625304960.0,414257630.0,456609800.0,521984770.0,663408500.0,608210900.0,574056800.0,406515070.0,435797820.0
2063.0,560286850.0,616518340.0,519491620.0,451872500.0,407287780.0,591491300.0,595976900.0,438259800.0,671662660.0,411886300.0,458227420.0,511906140.0,655545860.0,556750300.0,564630300.0,393757220.0,425460960.0
2064.0,553866100.0,615177860.0,486264160.0,440907330.0,403356600.0,699664060.0,582717060.0,431035200.0,634246460.0,409790270.0,438777180.0,504645220.0,648107300.0,548296400.0,614913860.0,415660500.0,418441700.0
2065.0,552076900.0,617839400.0,479623170.0,429521060.0,395505700.0,597610750.0,612653700.0,422517900.0,625411900.0,442589020.0,430330140.0,536877000.0,698594240.0,570233660.0,579341600.0,442221600.0,410149280.0
2066.0,550011900.0,613896450.0,475674140.0,424547360.0,396385120.0,591021950.0,590282300.0,422034080.0,616567040.0,404601900.0,417759870.0,500857400.0,653342500.0,556691900.0,559021900.0,402938340.0,407141900.0
2067.0,545204860.0,610868740.0,498500640.0,414926200.0,386361440.0,646215100.0,576611140.0,411138200.0,625730240.0,398087680.0,427716450.0,495643800.0,634478850.0,568851650.0,552472400.0,381790000.0,401184420.0
2068.0,541940800.0,595772200.0,487146800.0,409116260.0,378409660.0,884673000.0,561663400.0,429734560.0,610794600.0,422553440.0,466858270.0,501857700.0,682960900.0,550863940.0,590816640.0,372609950.0,396917860.0
2069.0,535381470.0,589623200.0,483749760.0,404263000.0,378519680.0,704844540.0,556335300.0,412388930.0,649333300.0,405674900.0,421219500.0,495471780.0,624917700.0,550490000.0,651061100.0,357358800.0,391885540.0
2070.0,532364450.0,586404000.0,474663330.0,407292600.0,372245860.0,630390600.0,547796300.0,402281060.0,733066700.0,399782940.0,414695140.0,489525150.0,629309630.0,539219600.0,558462660.0,361020670.0,388189470.0
2071.0,527378980.0,581318140.0,473974720.0,414621500.0,365988580.0,610575170.0,537246460.0,393464350.0,682065300.0,396774300.0,446687580.0,480747000.0,622397440.0,581984600.0,550960900.0,368288200.0,391137900.0
2072.0,521814850.0,606074000.0,475245150.0,391835000.0,360117440.0,596898370.0,529304160.0,387084260.0,647186500.0,407292930.0,435719580.0,481155260.0,618382200.0,534121600.0,545055740.0,380390850.0,387848220.0
2073.0,522582720.0,642433340.0,471858980.0,388671400.0,354247580.0,583801340.0,526991840.0,383162240.0,640370200.0,385977950.0,418856350.0,471644830.0,616012000.0,526545600.0,599760200.0,341475230.0,396955170.0
2074.0,514102560.0,579441660.0,478088300.0,386912450.0,345656350.0,584970240.0,514500480.0,382091650.0,616085000.0,381632000.0,407982500.0,482279330.0,602763650.0,517342000.0,547440800.0,338522850.0,381848200.0
2075.0,548383300.0,570753100.0,480269500.0,376212540.0,342330530.0,579854800.0,512021950.0,376539680.0,620326700.0,383763330.0,402534560.0,507087940.0,594058400.0,512759780.0,540895940.0,333323520.0,447488350.0
2076.0,511172300.0,566527300.0,461092800.0,375011400.0,335218400.0,580631000.0,500467700.0,496231040.0,605032500.0,432338900.0,399841760.0,632095200.0,598051500.0,545784060.0,580381500.0,327365860.0,387134300.0
2077.0,521116450.0,560449340.0,457573200.0,368510880.0,330252260.0,579498900.0,495028320.0,406470820.0,605470200.0,417018660.0,390140350.0,474545600.0,616356000.0,510710400.0,550981760.0,323842500.0,451716900.0
2078.0,523421660.0,553496260.0,452455970.0,394038340.0,326643040.0,627891300.0,487388300.0,392758430.0,603967100.0,388929100.0,383141120.0,463918600.0,591947970.0,517149630.0,658624200.0,344322270.0,420583940.0
2079.0,514679970.0,550022600.0,462099870.0,361735870.0,318994080.0,576793860.0,507588900.0,369202020.0,604703700.0,388351140.0,385755680.0,499834140.0,580065900.0,533616930.0,550127200.0,345501060.0,401430500.0
2080.0,504384350.0,564859300.0,458574850.0,348848640.0,315095500.0,570271040.0,486454100.0,370554020.0,598459460.0,386579940.0,376134100.0,495891420.0,578166800.0,531711040.0,538247200.0,320530180.0,400984700.0
2081.0,500633100.0,546300800.0,455454080.0,350658180.0,307825120.0,568400450.0,481156900.0,449059520.0,600200060.0,428076400.0,387110900.0,459943740.0,565085900.0,513680580.0,534256400.0,344898000.0,383193000.0
2082.0,495112220.0,536297180.0,451998720.0,340127460.0,307723900.0,574121200.0,475730850.0,378505340.0,595621000.0,465206900.0,371819400.0,460751940.0,558059260.0,510152200.0,630031200.0,313237860.0,384030400.0
2083.0,528184580.0,528486430.0,447936350.0,337931520.0,302680100.0,563870900.0,472842340.0,366734430.0,592339260.0,401768800.0,381900060.0,472267740.0,566648300.0,518907500.0,577037000.0,354605660.0,377892900.0
2084.0,497082530.0,600416200.0,446299900.0,332306340.0,299717800.0,564243200.0,466818370.0,384873250.0,586331600.0,391822900.0,370305150.0,458668220.0,550981100.0,502713700.0,553678000.0,335657660.0,374627940.0
2085.0,487244900.0,523235900.0,443556540.0,329148220.0,297499970.0,560164350.0,464437250.0,371923840.0,582276540.0,378707620.0,381360600.0,483465380.0,585673100.0,586335400.0,537857400.0,313759330.0,369023260.0
2086.0,482402750.0,513104400.0,440780800.0,338838850.0,302877000.0,561703100.0,460884540.0,379735740.0,598041300.0,375753280.0,365077470.0,476912500.0,540762560.0,558225860.0,533678460.0,364065440.0,368946940.0
2087.0,574937600.0,530551260.0,446216670.0,345499100.0,312764060.0,554165440.0,640327360.0,364870140.0,587857700.0,383270880.0,368611000.0,461198560.0,533253250.0,514769570.0,537764100.0,459689800.0,369921660.0
2088.0,491952400.0,502882140.0,439798430.0,335628860.0,297229280.0,550638600.0,468883780.0,359394430.0,581668100.0,379928600.0,362567500.0,489721760.0,528120670.0,502847870.0,534456400.0,349597060.0,367821820.0
2089.0,577067600.0,507303300.0,437164220.0,369834200.0,289696640.0,548535800.0,452868320.0,399331360.0,586677500.0,376836380.0,356469440.0,465336480.0,528296830.0,523561660.0,544574340.0,336057920.0,395575940.0
2090.0,556949300.0,496538140.0,435672200.0,332923740.0,289788400.0,566150300.0,452610400.0,364277660.0,678188800.0,377738460.0,363619700.0,588969100.0,519790200.0,504850080.0,544882560.0,463631650.0,370402430.0
2091.0,512989660.0,488815140.0,433636480.0,334280960.0,286886430.0,552673100.0,530830300.0,364003840.0,578871200.0,480011550.0,352904320.0,554821500.0,510216860.0,498206750.0,533094980.0,406351700.0,364361500.0
2092.0,500433600.0,485413500.0,431361120.0,327034940.0,283377180.0,543906000.0,456031420.0,362922460.0,568526340.0,401837150.0,348943800.0,581259800.0,504387650.0,498477600.0,526618080.0,343807070.0,364552200.0
2093.0,493240740.0,512194850.0,428407650.0,322956700.0,281716480.0,540136500.0,444212700.0,352589280.0,564180860.0,385539300.0,354772160.0,538893600.0,500090270.0,494207460.0,558943360.0,344232300.0,362194180.0
2094.0,481228160.0,487559400.0,438096200.0,322871400.0,279877920.0,535624160.0,448470980.0,415299700.0,567606140.0,388848480.0,343395740.0,497529180.0,493180580.0,591212700.0,588088260.0,351921250.0,359984100.0
2095.0,478102600.0,490975230.0,480234800.0,322545100.0,409073400.0,542019600.0,451349500.0,374138270.0,590237300.0,422664000.0,343703040.0,492687970.0,490886660.0,572722240.0,543192450.0,347926080.0,360669250.0
2096.0,477724350.0,492595620.0,592699140.0,319336540.0,292030080.0,533648400.0,438465630.0,357194980.0,565187500.0,406700770.0,345681440.0,485194270.0,487256400.0,547929600.0,532788540.0,347471070.0,354315420.0
2097.0,554384500.0,482178980.0,506575170.0,315158400.0,284548300.0,524328900.0,430757730.0,350884160.0,567096100.0,381959330.0,335512670.0,495468960.0,483970780.0,517417820.0,535367520.0,346321920.0,352867500.0
2098.0,476202020.0,470199300.0,486588700.0,310394180.0,280032000.0,520903940.0,437281120.0,356977950.0,559862100.0,426082900.0,332492130.0,524120670.0,535025500.0,512652770.0,572179260.0,337782560.0,352899100.0
2099.0,598262800.0,469363330.0,438812350.0,385684450.0,282398820.0,704914200.0,463430700.0,394113440.0,557509600.0,410304450.0,327357220.0,529354980.0,483462980.0,497790560.0,532727780.0,333516380.0,350782530.0
2100.0,556708740.0,472172320.0,428145950.0,326576220.0,273665660.0,581120600.0,427015520.0,379037540.0,585290500.0,417136130.0,325318900.0,500566560.0,467386370.0,502613300.0,523098460.0,342244540.0,349875300.0
