time,UKESM1-0-LL,CNRM-ESM2-1,IITM-ESM,EC-EARTH3,KACE-1-0-G,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR,MPI-ESM1-2-HR,CNRM-CM6-1,CANESM5,TAIESM1,CESM2-WACCM,MIROC6
2017.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0
2018.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0
2019.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0
2020.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0
2021.0,13895466000.0,13823182000.0,13853145000.0,13790860000.0,13777041000.0,13761079000.0,13757610000.0,13755266000.0,13765154000.0,13870709000.0,13679289000.0,13926171000.0,13761446000.0,13931711000.0
2022.0,13651551000.0,13744952000.0,13726081000.0,13610852000.0,13588749000.0,13681501000.0,13607514000.0,13883689000.0,13748665000.0,13657445000.0,13482760000.0,13666593000.0,13583659000.0,13769988000.0
2023.0,13457119000.0,13555668000.0,13659280000.0,13444619000.0,13515935000.0,13601629000.0,13462785000.0,13686995000.0,13651017000.0,13483445000.0,13140062000.0,13520842000.0,13345262000.0,13664744000.0
2024.0,13255970000.0,13412187000.0,13958517000.0,13281532000.0,13336402000.0,13289851000.0,13306464000.0,13416843000.0,13474166000.0,13298688000.0,12761316000.0,13458154000.0,13145985000.0,13525197000.0
2025.0,13040183000.0,13318220000.0,13611552000.0,13047099000.0,13208412000.0,13126424000.0,13176070000.0,13239268000.0,13307981000.0,13294684000.0,12468395000.0,13168022000.0,12931726000.0,13612643000.0
2026.0,12834787000.0,13192227000.0,13585845000.0,13032731000.0,13186829000.0,12979084000.0,12966394000.0,13065295000.0,13193338000.0,12982259000.0,12086681000.0,13019050000.0,12730804000.0,13352219000.0
2027.0,12646449000.0,13037194000.0,13352595000.0,12687430000.0,12939640000.0,12839420000.0,12806308000.0,12834638000.0,12963712000.0,12821156000.0,11718979000.0,12754193000.0,12537155000.0,13618312000.0
2028.0,12408550000.0,12860167000.0,13291156000.0,12559568000.0,12725882000.0,12626228000.0,12562587000.0,12635773000.0,13339878000.0,12566709000.0,11282292000.0,12536356000.0,12292291000.0,13138315000.0
2029.0,12109173000.0,12694412000.0,13358916000.0,12345346000.0,12489516000.0,12659602000.0,12397679000.0,12418323000.0,12773556000.0,12482009000.0,10900449000.0,12323441000.0,12060013000.0,12971368000.0
2030.0,11944411000.0,12615749000.0,13349016000.0,12108160000.0,12433101000.0,12284107000.0,12111862000.0,12426992000.0,12552278000.0,12185216000.0,10532960000.0,12047002000.0,11811600000.0,12665144000.0
2031.0,12026892000.0,12314233000.0,13058068000.0,11917811000.0,12805733000.0,12149831000.0,11852513000.0,12096122000.0,12441582000.0,12021898000.0,10129815000.0,11820635000.0,11606816000.0,12496808000.0
2032.0,11651212000.0,12138655000.0,13122349000.0,11646336000.0,12232271000.0,12004603000.0,11760751000.0,11829572000.0,12255472000.0,11927561000.0,9739381000.0,11527831000.0,11375858000.0,12313832000.0
2033.0,11297060000.0,12174029000.0,12865988000.0,11354548000.0,11965978000.0,11809902000.0,11451609000.0,11645338000.0,12052406000.0,11683971000.0,9321069000.0,11280284000.0,11092138000.0,12210649000.0
2034.0,10979805000.0,11825562000.0,12712432000.0,11009134000.0,11705143000.0,11678189000.0,11143274000.0,11373110000.0,11888061000.0,11385545000.0,9000540000.0,11019140000.0,10876894000.0,12287762000.0
2035.0,10682884000.0,11700085000.0,12573965000.0,10672170000.0,11429707000.0,11354305000.0,10869404000.0,11424438000.0,11889288000.0,11190005000.0,8520797000.0,10906123000.0,11171872000.0,11958033000.0
2036.0,10400693000.0,11543706000.0,12543862000.0,10360041000.0,11317573000.0,11132778000.0,10602092000.0,11191985000.0,11652741000.0,10904786000.0,8189155300.0,10533820000.0,10779155000.0,11694663000.0
2037.0,10137663000.0,11301957000.0,12436172000.0,10118273000.0,11135569000.0,10902176000.0,10477282000.0,11015442000.0,11530522000.0,10740874000.0,7872634400.0,10239427000.0,10438480000.0,11467736000.0
2038.0,9884212000.0,11147908000.0,13045533000.0,9830375000.0,10936407000.0,10740818000.0,10286266000.0,10833169000.0,11455050000.0,10493991000.0,7476811000.0,9865512000.0,10171978000.0,11329516000.0
2039.0,9673362000.0,10976035000.0,12410861000.0,9536401000.0,10652071000.0,10652979000.0,9991139000.0,10677288000.0,11173700000.0,10281065000.0,7110541000.0,9502953000.0,9921145000.0,11086872000.0
2040.0,9563540000.0,10804171000.0,12278473000.0,9252975000.0,10536082000.0,10433359000.0,9758311000.0,10473333000.0,10971787000.0,10093138000.0,7010897000.0,9111803000.0,9758581000.0,10962988000.0
2041.0,9253609000.0,10530758000.0,12219962000.0,9015923000.0,10200863000.0,10394751000.0,9384565000.0,10213949000.0,10841584000.0,9822353000.0,6823736000.0,8921922000.0,9515468000.0,10722949000.0
2042.0,8919776000.0,10327116000.0,12225730000.0,8771044000.0,9958835000.0,10171302000.0,9163469000.0,9977006000.0,10651647000.0,9612085000.0,6467727400.0,8669489000.0,9354499000.0,10551972000.0
2043.0,8588663000.0,10308535000.0,12015018000.0,8468604000.0,10125353000.0,10013631000.0,8943523000.0,9725870000.0,10481922000.0,9388794000.0,6142696400.0,8349659000.0,9191516000.0,10358952000.0
2044.0,8420332500.0,9955940000.0,12177922000.0,8241122300.0,9588324000.0,9800808000.0,8649837000.0,9572515000.0,10310522000.0,9234706000.0,5934164000.0,8012603000.0,8955167000.0,10134693000.0
2045.0,8112246300.0,9709366000.0,11823504000.0,7903263000.0,9359192000.0,9679337000.0,8408576500.0,9327659000.0,10195227000.0,8993926000.0,5739397000.0,7705554400.0,8729313000.0,9959517000.0
2046.0,7828589600.0,9608762000.0,11677856000.0,7706991600.0,9340150000.0,9477410000.0,8129946600.0,9141547000.0,9968109000.0,9060495000.0,5501769700.0,7538629600.0,8555633000.0,9769791000.0
2047.0,7570224000.0,9343304000.0,11551041000.0,7470552000.0,9045091000.0,9273960000.0,7866710000.0,8927141000.0,9753137000.0,8596069000.0,5229783000.0,7197809700.0,8266440000.0,9638362000.0
2048.0,7489713700.0,9150431000.0,11415412000.0,7187107000.0,8817388000.0,9078278000.0,7570831000.0,8651215000.0,9609391000.0,8374024000.0,4980670500.0,6914441700.0,8058920000.0,9408317000.0
2049.0,7166125000.0,8856412000.0,11421402000.0,6986628000.0,8633398000.0,8948321000.0,7321675300.0,8436712400.0,9464541000.0,8089733600.0,4684074500.0,6611412000.0,7882208000.0,9252951000.0
2050.0,6859989500.0,8723158000.0,11161537000.0,6762822000.0,8455622000.0,8749182000.0,7143042600.0,8172961300.0,9341262000.0,8282556000.0,4428802600.0,6425943000.0,7715919400.0,9122867000.0
2051.0,6549841000.0,8452676600.0,11032086000.0,6582521300.0,8206893000.0,8500553700.0,6988595700.0,7942400500.0,9041106000.0,7807687700.0,4207133400.0,6089861600.0,7465121000.0,8940677000.0
2052.0,6316754400.0,8286265000.0,10914088000.0,6347880000.0,8047716000.0,8319432700.0,6715865600.0,7693089000.0,8962157000.0,7525022000.0,3985051000.0,5891652600.0,7217189400.0,8766861000.0
2053.0,5977358000.0,8055379000.0,10792575000.0,6181788700.0,7802685000.0,8172230700.0,6458623500.0,7369847300.0,8670210000.0,7275795500.0,3769907200.0,5653701000.0,6976980000.0,8595150000.0
2054.0,5704625000.0,7912965600.0,10720550000.0,5956721700.0,7546316300.0,7989590500.0,6304434000.0,7107901000.0,8449689600.0,7003417600.0,3564312600.0,5419308000.0,6835056000.0,8442754600.0
2055.0,5457280000.0,7694504000.0,10829265000.0,5718111000.0,7378677000.0,7766924300.0,6090313700.0,6948399000.0,8277408000.0,6768273000.0,3358539500.0,5176231000.0,6697210400.0,8254634500.0
2056.0,5190127000.0,7493667000.0,10556233000.0,5549080000.0,7217588700.0,7586486300.0,5851024400.0,6662562300.0,8064131000.0,6534574600.0,3199602400.0,5049446400.0,6428615700.0,8057988600.0
2057.0,4935380000.0,7276673000.0,10383048000.0,5430231000.0,7094609000.0,7443945500.0,5684521000.0,6429869000.0,7860245500.0,6314473500.0,3040546600.0,4754487300.0,6258154000.0,7881226000.0
2058.0,4692118000.0,7054396400.0,10243459000.0,5229145000.0,6892189700.0,7370184000.0,5499475500.0,6126656500.0,7670875600.0,6076635000.0,2849050000.0,4589107000.0,6087874000.0,7679006000.0
2059.0,4412641300.0,6846530000.0,10129232000.0,5165715500.0,6700746000.0,7002120700.0,5415375400.0,5959469000.0,7517763600.0,5818848000.0,2720868000.0,4412920300.0,5848997000.0,7544364500.0
2060.0,4544590300.0,6586342400.0,10027362000.0,5006521000.0,6473604600.0,6760554500.0,5292398000.0,5655916000.0,7367130000.0,5536299000.0,2580361500.0,4215165200.0,5615080400.0,7356164600.0
2061.0,4118116900.0,6391273000.0,9826869000.0,4839988000.0,6321216500.0,6548356000.0,5193254400.0,5472918500.0,7144538600.0,5362813400.0,2470472200.0,4051341000.0,5368615000.0,7137973000.0
2062.0,4082679800.0,6168412000.0,9687135000.0,4722019000.0,6168198000.0,6321044500.0,4989275600.0,5284754000.0,6974690000.0,5164194300.0,2377680000.0,3920797400.0,5193329700.0,6959508500.0
2063.0,3815166200.0,5933261300.0,9555107000.0,4543278000.0,6004188700.0,6173784600.0,4880617500.0,5059065000.0,6794155000.0,4928107500.0,2287526400.0,3784702700.0,5230079500.0,6828041000.0
2064.0,3661331700.0,5709206000.0,9384350000.0,4399963000.0,5864308000.0,6033204000.0,4858839600.0,4772379600.0,6599382000.0,4738879000.0,2193559600.0,3635363600.0,4974076400.0,6609667600.0
2065.0,3484148000.0,5456740400.0,9294812000.0,4352643600.0,5640707000.0,5792889000.0,4601512400.0,4555148300.0,6462646300.0,4570282000.0,2086546800.0,3488702700.0,4817841000.0,6460210000.0
2066.0,3388194600.0,5223563300.0,9124893000.0,4179339000.0,5495616500.0,5633657300.0,4516041000.0,4304502300.0,6431883000.0,4382271500.0,1982348300.0,3407804200.0,4630110700.0,6318375400.0
2067.0,3221753900.0,4987481000.0,9391701000.0,4022611000.0,5350274600.0,5466065400.0,4391547000.0,4050917000.0,6162734000.0,4242279700.0,1896508700.0,3200622300.0,4455568400.0,6180260400.0
2068.0,3182786000.0,4776099000.0,8985711000.0,3954575000.0,5160067000.0,5276549600.0,4332330000.0,3812893200.0,5973522000.0,4083270100.0,1808090100.0,3100047000.0,4263079700.0,6076465700.0
2069.0,2986917000.0,4651480600.0,8814341000.0,3822950400.0,5061710000.0,5093814300.0,4203191000.0,3614436400.0,6083865000.0,3897195500.0,1714841500.0,3007720200.0,4173477000.0,5909922300.0
2070.0,2999363000.0,4435101000.0,8702321000.0,3701248000.0,4851489300.0,4889946000.0,4062808000.0,3430950400.0,5760489000.0,3715734300.0,1652488300.0,2910284300.0,4025505300.0,5790699500.0
2071.0,2760742000.0,4260788200.0,8586556000.0,3547814700.0,4851792400.0,4748423000.0,3975552300.0,3246705000.0,5625930000.0,3555849200.0,1550348900.0,2893803300.0,3876225000.0,5609358000.0
2072.0,2815382800.0,4123464400.0,8441168400.0,3467548700.0,4650133000.0,4629164500.0,3826271200.0,3060990200.0,5465967000.0,3753118200.0,1469184600.0,2778588700.0,3711129900.0,5485352000.0
2073.0,2586808000.0,4153199400.0,8313806000.0,3367784700.0,4437274000.0,4378885000.0,3748489700.0,2880254000.0,5454550500.0,3427773700.0,1398440400.0,2659276300.0,3575254500.0,5332118500.0
2074.0,2471331600.0,3867049200.0,8164772000.0,3258296800.0,4260800500.0,4235016200.0,3620750300.0,2760380200.0,5239029000.0,3238762200.0,1344241500.0,2565488400.0,3425153800.0,5162292700.0
2075.0,2357539000.0,3759224300.0,8031045600.0,3143494100.0,4139294200.0,4068266200.0,3508594700.0,2600426500.0,5094698000.0,3109720600.0,1276415400.0,2468783900.0,3367864800.0,5005753000.0
2076.0,2262926000.0,3763137300.0,7914446000.0,3029276700.0,3969930200.0,3882708000.0,3459243800.0,2471037700.0,4933972500.0,3011257300.0,1218403300.0,2392107300.0,3258960000.0,4915189000.0
2077.0,2178519300.0,3559793000.0,7823479300.0,2948585700.0,3825024300.0,3755177200.0,3331897000.0,2323243000.0,4807182300.0,2904678400.0,1163616100.0,2294028000.0,3123181000.0,4804296700.0
2078.0,2138548400.0,3449229000.0,7635307500.0,2836145200.0,3669900800.0,3677642000.0,3242990000.0,2189776100.0,4693776400.0,2799650000.0,1090439800.0,2226292000.0,2982485800.0,4673943000.0
2079.0,2001179900.0,3303499500.0,7614994000.0,2738982400.0,3533342700.0,3519513000.0,3128558800.0,2057678800.0,4584126000.0,2649316400.0,1044827840.0,2163037200.0,2833460700.0,4553486000.0
2080.0,1929473400.0,3191917000.0,7356330500.0,2654474800.0,3416520400.0,3388840700.0,3032850000.0,1943702800.0,4513691000.0,2517548000.0,997217600.0,2080931300.0,2734758100.0,4453408000.0
2081.0,1849376300.0,3156583200.0,7244249600.0,2579803400.0,3295359200.0,3309306400.0,2936858000.0,1842086900.0,4361322500.0,2393487400.0,948464100.0,1998424600.0,2660157000.0,4441355000.0
2082.0,1778649000.0,3335189200.0,7112150000.0,2473244400.0,3166401000.0,3359978500.0,2850260000.0,1714259200.0,4342094300.0,2287768800.0,915677900.0,1971840800.0,2561180200.0,4269697000.0
2083.0,1688530600.0,2938041300.0,6984274400.0,2400832300.0,3083202000.0,3240101000.0,2753441300.0,1620622200.0,4195848200.0,2180138800.0,883859000.0,1866227200.0,2449630700.0,4170950400.0
2084.0,1619929200.0,2840639200.0,6879955500.0,2336365300.0,3031302100.0,3063174000.0,2662533000.0,1522576100.0,4069235700.0,2080298500.0,820560000.0,1803537400.0,2374070800.0,4096612900.0
2085.0,1538491600.0,2753627000.0,6770846000.0,2265540000.0,2872880600.0,2973122000.0,2571190800.0,1411722400.0,3963863000.0,1967082600.0,789457660.0,1728071000.0,2301828600.0,4010172200.0
2086.0,1470674800.0,2682372000.0,6713217000.0,2195510000.0,2788676400.0,2891997200.0,2509457200.0,1352160300.0,3877208800.0,1871656700.0,750324500.0,1670741400.0,2226670000.0,3927422700.0
2087.0,1403938200.0,2594366500.0,6549757400.0,2112136400.0,2621315600.0,2965766700.0,2462311700.0,1259751000.0,3787175000.0,1734874000.0,730310500.0,1603922000.0,2143462400.0,3864931600.0
2088.0,1338859500.0,2519610400.0,6511990000.0,2041722800.0,2549566200.0,2789079000.0,2372666600.0,1182078500.0,3626048500.0,1631871000.0,692206400.0,1533399200.0,2054418800.0,3832357000.0
2089.0,1269922000.0,2444121900.0,6362543600.0,1970711800.0,2672477700.0,2734224000.0,2314761000.0,1102537000.0,3504956700.0,1549997000.0,664970940.0,1471196900.0,1977719900.0,3728145000.0
2090.0,1189278300.0,2356814300.0,6271898600.0,1911876100.0,2546664000.0,2711223300.0,2222271000.0,1044794050.0,3436616700.0,1465042200.0,643013000.0,1423361900.0,1936865200.0,3676184300.0
2091.0,1109130500.0,2270907400.0,6125795300.0,1831381200.0,2415210200.0,2596924700.0,2154801000.0,965460860.0,3331967500.0,1391740300.0,620428400.0,1349915800.0,1859119400.0,3564830700.0
2092.0,1064435300.0,2182952000.0,6007508000.0,1771377800.0,2330619600.0,2532074800.0,2113135200.0,926258050.0,3240986400.0,1319438200.0,609583500.0,1307213800.0,1782839400.0,3482280000.0
2093.0,1017707800.0,2116905600.0,5907354000.0,1726520700.0,2235799600.0,2484096800.0,2046410800.0,877489000.0,3132224300.0,1258173200.0,577045250.0,1250942700.0,1697404500.0,3435086000.0
2094.0,973066240.0,2041208300.0,5765558300.0,1661703300.0,2163253500.0,2413162200.0,1989294600.0,846131000.0,3110706000.0,1209206800.0,555408800.0,1191953000.0,1630542700.0,3365084400.0
2095.0,937006700.0,1941204100.0,5674675000.0,1597623000.0,2142501400.0,2506436900.0,1957945600.0,807309100.0,2962839000.0,1142825600.0,525603970.0,1154094300.0,1549848600.0,3304029700.0
2096.0,897338300.0,1861300600.0,5520985000.0,1524962600.0,2055142000.0,2316676000.0,1937358600.0,765560260.0,2873987000.0,1089088500.0,507910660.0,1110261200.0,1495602400.0,3226328800.0
2097.0,852031040.0,1786323800.0,5501778400.0,1454362200.0,1992784900.0,2248299000.0,1851948800.0,721796030.0,2766311400.0,1046559300.0,486866000.0,1068638200.0,1442678900.0,3146089200.0
2098.0,802716400.0,1685447600.0,5337732000.0,1413431200.0,1916805100.0,2180271600.0,1810364500.0,717916100.0,2695174000.0,1017216450.0,462571140.0,1023988350.0,1395434400.0,3066648800.0
2099.0,775510600.0,1655891200.0,5677404700.0,1353803300.0,1852556500.0,2100855600.0,1764952600.0,679660860.0,2678808600.0,994059650.0,447438600.0,990195260.0,1340178000.0,2982702300.0
2100.0,747573300.0,1513698700.0,5209839600.0,1312797000.0,1783636100.0,2039624200.0,1732538900.0,650783800.0,2588345600.0,953041860.0,422841540.0,959419800.0,1294567700.0,2953036300.0
