time,CANESM5,CNRM-CM6-1,MPI-ESM1-2-HR,MIROC6,CESM2-WACCM,TAIESM1,EC-EARTH3,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4,KACE-1-0-G
2024.0,12817105000.0,13523604000.0,13427768000.0,13433752000.0,13505684000.0,13400633000.0,13311686000.0,13402443000.0,13251278000.0,13345636000.0,13286404000.0,13471057000.0,13343455000.0
2025.0,12409454000.0,13329873000.0,13278650000.0,13317150000.0,13156217000.0,13165957000.0,13048056000.0,13217970000.0,13227821000.0,13859651000.0,13109279000.0,13321270000.0,13574308000.0
2026.0,12119273000.0,13124440000.0,13332620000.0,13226280000.0,12960303000.0,12974742000.0,12846612000.0,13218245000.0,12917225000.0,13158139000.0,13019832000.0,13151584000.0,13069820000.0
2027.0,11715811000.0,12910287000.0,13133158000.0,13089681000.0,12819369000.0,12858571000.0,12662880000.0,12970739000.0,12669224000.0,13110738000.0,12908679000.0,12972555000.0,12999879000.0
2028.0,11243458000.0,12719241000.0,12994743000.0,12976182000.0,12585312000.0,12647354000.0,12473472000.0,12894797000.0,12490575000.0,13006808000.0,12638130000.0,12833820000.0,12753034000.0
2029.0,10834933000.0,12540878000.0,12910692000.0,12876297000.0,12610017000.0,12403252000.0,12189112000.0,12687216000.0,12207153000.0,12726188000.0,12427590000.0,12692305000.0,12660926000.0
2030.0,10440544000.0,12498650000.0,12710678000.0,12734265000.0,12432182000.0,12246826000.0,11933816000.0,12490479000.0,11916248000.0,12529201000.0,12329112000.0,12586790000.0,12456214000.0
2031.0,9995078000.0,12264932000.0,12703276000.0,12746704000.0,12096200000.0,12027091000.0,11678822000.0,12304024000.0,11682386000.0,12497977000.0,12140599000.0,12362682000.0,12241921000.0
2032.0,9623469000.0,12074820000.0,12659560000.0,12522445000.0,12027284000.0,11936856000.0,11408442000.0,12097966000.0,11407855000.0,12254396000.0,11947641000.0,12216863000.0,12063257000.0
2033.0,9579520000.0,11882054000.0,12436225000.0,12406810000.0,11903797000.0,11643126000.0,11127801000.0,11882488000.0,11067530000.0,12022140000.0,11849990000.0,12101256000.0,11790994000.0
2034.0,9077167000.0,11672069000.0,12331191000.0,12275456000.0,11593070000.0,11477664000.0,10953991000.0,11798112000.0,10789164000.0,11816961000.0,11665488000.0,11968297000.0,11504907000.0
2035.0,8646254000.0,11513811000.0,12192049000.0,12291748000.0,11560107000.0,11266448000.0,10686116000.0,11657107000.0,10534102000.0,11897675000.0,11500867000.0,11765395000.0,11292414000.0
2036.0,8189451000.0,11273442000.0,12207427000.0,12018764000.0,11280651000.0,11010396000.0,10451387000.0,11494025000.0,10240330000.0,11494264000.0,11327488000.0,11593267000.0,11128166000.0
2037.0,7825975000.0,11072677000.0,11899438000.0,11899271000.0,11122660000.0,11152510000.0,10182829000.0,11354356000.0,10050546000.0,11277993000.0,11160451000.0,11377096000.0,10943807000.0
2038.0,7431411000.0,10881284000.0,11683122000.0,11812863000.0,10995077000.0,10642646000.0,9982445000.0,11158823000.0,9781835000.0,11146062000.0,10907168000.0,11278015000.0,10692552000.0
2039.0,7075767300.0,10720710000.0,11499741000.0,11829999000.0,10803833000.0,10335627000.0,9733178000.0,11438637000.0,9492696000.0,10834170000.0,10790198000.0,11055910000.0,10518663000.0
2040.0,6842569700.0,10531611000.0,11559325000.0,11585644000.0,10781793000.0,10086350000.0,9507666000.0,10870234000.0,9152374000.0,10629977000.0,10577482000.0,10913625000.0,10318604000.0
2041.0,6523317000.0,10285021000.0,11284312000.0,11399363000.0,10575626000.0,10010937000.0,9253214000.0,10684730000.0,8856735000.0,10392050000.0,10390588000.0,10781440000.0,10112637000.0
2042.0,6267506700.0,10009299000.0,11163807000.0,11222288000.0,10343422000.0,9667499000.0,9043706000.0,10511729000.0,8542652400.0,10079533000.0,10192958000.0,10782526000.0,9943604000.0
2043.0,6010200000.0,9739358000.0,11082755000.0,11085674000.0,10161493000.0,9428541000.0,8810383000.0,10366134000.0,8276503600.0,9778724000.0,9997838000.0,10530118000.0,9687442000.0
2044.0,5747287600.0,9511670000.0,10942698000.0,11012954000.0,9898168000.0,9226745000.0,8543482000.0,10244320000.0,8027897300.0,9776895000.0,9788985000.0,10325475000.0,9476451000.0
2045.0,5479045000.0,9390278000.0,10743595000.0,10789304000.0,9674127000.0,9117989000.0,8291219000.0,9981190000.0,7760423400.0,9366075000.0,9608930000.0,10102993000.0,9336581000.0
2046.0,5294562300.0,9080860000.0,10609312000.0,10599442000.0,9552810000.0,8809172000.0,8086272000.0,9781131000.0,7524078000.0,9205078000.0,9379567000.0,9942912000.0,9287596000.0
2047.0,5006247000.0,8929492000.0,10445964000.0,10436076000.0,9274215000.0,8563541500.0,7922578000.0,9585782000.0,7344156000.0,8929025000.0,9400546000.0,9770577000.0,9199007000.0
2048.0,4914959400.0,8839724000.0,10296428000.0,10222640000.0,9078725000.0,8859266000.0,7716788000.0,9343463000.0,7081960400.0,8684940000.0,9053791000.0,9765798000.0,8925876000.0
2049.0,4707178500.0,8595104000.0,10153858000.0,10062872000.0,8984963000.0,8453582000.0,7538972000.0,9272058000.0,6865101300.0,8461542000.0,8875719000.0,9508901000.0,8735412000.0
2050.0,4544669700.0,8364000000.0,10025026000.0,9910898000.0,8736839000.0,8085973500.0,7382048000.0,9045331000.0,6653023700.0,8235649500.0,8668135000.0,9320419000.0,8586094000.0
2051.0,4347249700.0,8208031000.0,9877762000.0,9817994000.0,8513890300.0,7824448000.0,7162010600.0,8767933000.0,6545468400.0,7877637000.0,8544236000.0,9203566000.0,8367040500.0
2052.0,4200928000.0,7981506000.0,9742424000.0,9629664000.0,8576493600.0,7663604000.0,6961833500.0,8558318600.0,6235318300.0,7889368600.0,8346300000.0,9057177000.0,8287975400.0
2053.0,4093268000.0,7745174500.0,9570820000.0,9457942000.0,8196268000.0,7467473000.0,6765928400.0,8372733400.0,6074728000.0,7520846300.0,8120281000.0,8865572000.0,8027459000.0
2054.0,3931528700.0,7510116400.0,9429757000.0,9306202000.0,7981770000.0,7379169300.0,6633272300.0,8345405000.0,5888386000.0,7123342300.0,7941163000.0,8712356000.0,7848451000.0
2055.0,3770099200.0,7282837500.0,9232965000.0,9138414000.0,7807858700.0,7063318000.0,6444983300.0,8071657000.0,5766244400.0,6893679600.0,7749321000.0,8581155300.0,7919922000.0
2056.0,3613338600.0,7177469400.0,9065708000.0,8984016000.0,7665283000.0,6868623000.0,6277408000.0,7866307000.0,5718727700.0,6679999000.0,7630694400.0,8391693300.0,7661846000.0
2057.0,3459196400.0,6926356000.0,8845603000.0,8811055000.0,7527331000.0,6644710400.0,6037937700.0,7675182600.0,5455015400.0,6455753000.0,7499248000.0,8224042000.0,7535113000.0
2058.0,3304742700.0,6729460000.0,8631544000.0,8851508000.0,7309275600.0,6675885000.0,5846892000.0,7667686000.0,5292207000.0,6185612300.0,7350976000.0,8473292300.0,7357793000.0
2059.0,3145938400.0,6506995000.0,8455735300.0,8650678000.0,7135190500.0,6715426000.0,5686437400.0,7316837400.0,5178956300.0,5980523000.0,7202113500.0,7932376000.0,7185719000.0
2060.0,3014605000.0,6309536300.0,8211599400.0,8664347000.0,6958035000.0,6362233000.0,5536754000.0,7145663500.0,5007498000.0,5780591000.0,7018666500.0,7903847400.0,7087911000.0
2061.0,2872933600.0,6173331000.0,7961344000.0,8324141600.0,6802059300.0,6121166000.0,5387559000.0,6922496000.0,4840359400.0,5600427500.0,6854308000.0,7491087400.0,6898478000.0
2062.0,2777887000.0,6002114000.0,7836055600.0,8194117000.0,6688573400.0,5887161000.0,5364180500.0,6759826000.0,4720862000.0,5483236400.0,6885826000.0,7295491600.0,6728108500.0
2063.0,2630118100.0,5813727000.0,7623710700.0,8063964000.0,6528890400.0,5717986300.0,5173537300.0,6549902300.0,4586882600.0,5452283400.0,6594419700.0,7110209000.0,6567440400.0
2064.0,2469731800.0,5643501000.0,7441041000.0,7946079700.0,6311642600.0,5631288300.0,4998366700.0,6500918300.0,4466828000.0,5204670500.0,6423717400.0,6876345300.0,6435434000.0
2065.0,2344112400.0,5512114000.0,7223876000.0,7783189500.0,6123015000.0,5444709000.0,4888381000.0,6259031000.0,4331209700.0,5004417500.0,6270609400.0,6766263300.0,6254230000.0
2066.0,2219024600.0,5321774000.0,7128708600.0,7643580400.0,5922427400.0,5322573000.0,4934689000.0,6159308000.0,4197029400.0,4812241000.0,6087481000.0,6529513500.0,6132957700.0
2067.0,2147936000.0,5134482000.0,6915102000.0,7551219000.0,5820089300.0,5144667600.0,4787484700.0,6007081500.0,4022229000.0,4643210000.0,5884199400.0,6385010700.0,5915905000.0
2068.0,2054937500.0,4997221000.0,6820034000.0,7415106600.0,5723672000.0,5036552700.0,4599045600.0,5814091000.0,3906765800.0,4464313300.0,5731700700.0,6221100000.0,5750491600.0
2069.0,1943577900.0,4836501500.0,6616250000.0,7256005000.0,5513329700.0,4879277000.0,4487304000.0,5812853000.0,3782115000.0,4437037600.0,5601837000.0,6097723000.0,5962192000.0
2070.0,1881790700.0,4720612000.0,6409059300.0,7181018600.0,5361359400.0,4722751000.0,4372573700.0,5638021000.0,3622073600.0,4271192600.0,5510561300.0,5964268500.0,5646314500.0
2071.0,1796163500.0,4577072600.0,6244272600.0,7088418000.0,5185281000.0,4596458000.0,4283998700.0,5766500400.0,3529020000.0,4157986000.0,5314131500.0,5768500000.0,5427846700.0
2072.0,1699320400.0,4494825000.0,6086177000.0,6907836400.0,5075797500.0,4441856000.0,4171054300.0,5497298000.0,3419640000.0,4026128400.0,5205431300.0,5613387000.0,5210786000.0
2073.0,1633861900.0,4364987000.0,5944035300.0,6801926000.0,4949278000.0,4332609500.0,4032760600.0,5354896000.0,3343392300.0,3883643000.0,5066886700.0,5469981700.0,5143809000.0
2074.0,1564380300.0,4278236200.0,5807747600.0,6694658600.0,4771990000.0,4249223400.0,3929983500.0,5256132000.0,3250304000.0,3771602400.0,4890545700.0,5301624000.0,4946196000.0
2075.0,1524084200.0,4152375300.0,5645151000.0,6624184000.0,4672536000.0,4085859300.0,3854221800.0,5310753300.0,3167453200.0,3657693700.0,4766916000.0,5170596400.0,4803715000.0
2076.0,1489403000.0,4028332000.0,5553118700.0,6499790000.0,4673724000.0,3962407000.0,3776635100.0,5099684000.0,3079149600.0,3547067100.0,4666586600.0,5034351600.0,4688917500.0
2077.0,1442125000.0,3909211600.0,5406346000.0,6385013000.0,4475122000.0,3845123800.0,3676448300.0,4933964300.0,3018244900.0,3448288800.0,4542476000.0,4948128000.0,4657041400.0
2078.0,1397388800.0,3815974100.0,5343243300.0,6255337000.0,4461338000.0,3729138000.0,3573781200.0,5168314400.0,2901468700.0,3320584400.0,4444253000.0,4710256600.0,4479252500.0
2079.0,1378208800.0,3710984700.0,5172575700.0,6156609000.0,4288002600.0,3582527500.0,3514201300.0,4783125000.0,2827612200.0,3183702500.0,4361334000.0,4553266700.0,4361544700.0
2080.0,1351180400.0,3654715100.0,5065666600.0,6032057300.0,4143518500.0,3471421700.0,3390326000.0,4709534000.0,2720303600.0,3039121200.0,4244798700.0,4421215700.0,4289272000.0
2081.0,1273779700.0,3511727400.0,4964777000.0,5913247000.0,4050344700.0,3335628000.0,3274823200.0,4598070000.0,2646094800.0,2959660300.0,4112165000.0,4308277000.0,4155023400.0
2082.0,1219946000.0,3418180900.0,4844811000.0,5842742300.0,4103399200.0,3197644800.0,3232050400.0,4532993000.0,2535885600.0,2825576000.0,4025677800.0,4173132800.0,4058674700.0
2083.0,1186115300.0,3303824600.0,4867650600.0,5673874400.0,3929029600.0,3106725000.0,3160224800.0,4422331000.0,2422738200.0,2687039000.0,3912504000.0,4020440000.0,3937216000.0
2084.0,1134464300.0,3213862700.0,4714681300.0,5543200000.0,3813212700.0,3018022700.0,3113154600.0,4321871000.0,2355862000.0,2595044400.0,3798712300.0,3917477600.0,3842140000.0
2085.0,1112911900.0,3110487600.0,4620369400.0,5414577700.0,3747213800.0,2914904600.0,2990840600.0,4198101800.0,2262296300.0,2480442000.0,3735023900.0,3785149000.0,3738858000.0
2086.0,1082613400.0,3007286000.0,4503965000.0,5287379000.0,3649964500.0,2859403000.0,2978530600.0,4110244600.0,2175874000.0,2378671000.0,3659284500.0,3742062800.0,3668117000.0
2087.0,1010134400.0,2941430500.0,4384444400.0,5180247600.0,3575920400.0,2781538600.0,2846471000.0,3975605800.0,2082047400.0,2258171000.0,3565832700.0,3588866000.0,3570933800.0
2088.0,975503100.0,2844197400.0,4287889400.0,5073789000.0,3498147600.0,2669299700.0,2781869600.0,3902786300.0,2004360600.0,2160496600.0,3462073300.0,3473083400.0,3460917800.0
2089.0,942973300.0,2725180400.0,4237335800.0,4972616000.0,3432942300.0,2591457800.0,2719165200.0,3722867500.0,1930983700.0,2048205700.0,3363810000.0,3379129900.0,3386244000.0
2090.0,920804700.0,2643145500.0,4282075400.0,4858859000.0,3340259000.0,2510026800.0,2642728700.0,3633149000.0,1848114000.0,1980077600.0,3284168000.0,3278798300.0,3295752200.0
2091.0,894232900.0,2558030800.0,4109397000.0,5022306300.0,3319394000.0,2471110700.0,2624071400.0,3469131800.0,1780191200.0,1805054000.0,3265197800.0,3313092600.0,3217744400.0
2092.0,873476740.0,2464412400.0,4020871000.0,4758446000.0,3237291800.0,2412555000.0,2555506200.0,3317872400.0,1701615500.0,1687727200.0,3185299700.0,3160272400.0,3143443500.0
2093.0,850756800.0,2365605000.0,3968448500.0,4917120500.0,3101081900.0,2355184000.0,2495191000.0,3193850600.0,1637520600.0,1616844500.0,3121073200.0,3085011700.0,3050749000.0
2094.0,820972700.0,2325871900.0,3877140500.0,4572345000.0,3115250700.0,2263811000.0,2440898800.0,3079554800.0,1581460900.0,1533216400.0,3027417000.0,3056290800.0,2983496400.0
2095.0,807979300.0,2220592400.0,3815286500.0,4470124000.0,2978025700.0,2174532900.0,2387652000.0,2974786300.0,1562498400.0,1497877100.0,3066592500.0,2935200800.0,2927827700.0
2096.0,786274000.0,2138588500.0,3745994800.0,4388986400.0,2922927000.0,2108287900.0,2326758000.0,2869411800.0,1469957400.0,1434282100.0,2955885600.0,2879373800.0,2825334000.0
2097.0,762960640.0,2086595200.0,3873386200.0,4325421600.0,2836804600.0,2030494600.0,2266961000.0,2800677400.0,1446445600.0,1415158000.0,2894413600.0,2828488700.0,2722988300.0
2098.0,743784500.0,1987097500.0,3628759800.0,4275125500.0,2767776300.0,1976241200.0,2188452900.0,2666285600.0,1409377000.0,1353556000.0,2823551700.0,2767852000.0,2652187100.0
2099.0,728251300.0,1921389600.0,3548343600.0,4203227000.0,2715102000.0,1918818700.0,2133342500.0,2584777200.0,1403214500.0,1304292000.0,2735406300.0,2730189000.0,2584020500.0
2100.0,702568900.0,1841846400.0,3556155100.0,4108158200.0,2622331400.0,1850235300.0,2068073100.0,2500252400.0,1348221000.0,1268519700.0,2775852000.0,2648396500.0,2526363100.0
