time,CNRM-CM5,GISS-E2-R,MPI-ESM-LR,GFDL-CM3,IPSL-CM5A-LR,CCSM4,CESM1-CAM5,GFDL-ESM2G,CSIRO-MK3-6-0,CANESM2,NORESM1-M
2027.0,3435171700000.0,3443406000000.0,3453665000000.0,3378916400000.0,3447219800000.0,3399987000000.0,3368333300000.0,3473781800000.0,3413273000000.0,3437794200000.0,3489306500000.0
2028.0,3432538200000.0,3429487300000.0,3435249800000.0,3349129500000.0,3415543600000.0,3385248400000.0,3345437000000.0,3465612600000.0,3391412800000.0,3433135000000.0,3486714000000.0
2029.0,3414334400000.0,3398994000000.0,3409508000000.0,3336805300000.0,3406176700000.0,3357488700000.0,3317478700000.0,3462004700000.0,3390973400000.0,3403378600000.0,3450061700000.0
2030.0,3406452500000.0,3380182300000.0,3388272300000.0,3321963500000.0,3386820500000.0,3338578200000.0,3278516000000.0,3455603000000.0,3393734800000.0,3365515000000.0,3432113500000.0
2031.0,3397704000000.0,3367848600000.0,3379809000000.0,3305802800000.0,3370454000000.0,3303779000000.0,3252516000000.0,3455366700000.0,3395769000000.0,3345057300000.0,3419806400000.0
2032.0,3389890800000.0,3355230600000.0,3365017700000.0,3280798000000.0,3352917700000.0,3276935000000.0,3224543700000.0,3446777300000.0,3410721000000.0,3331256700000.0,3407774000000.0
2033.0,3375622300000.0,3333841500000.0,3347472000000.0,3244871600000.0,3321231300000.0,3247924300000.0,3203527600000.0,3428067300000.0,3407818300000.0,3318328000000.0,3385864000000.0
2034.0,3357343500000.0,3325242000000.0,3333009000000.0,3225797300000.0,3304894000000.0,3229677000000.0,3165920700000.0,3415039300000.0,3387493000000.0,3289031000000.0,3372119000000.0
2035.0,3345865200000.0,3295656300000.0,3312380500000.0,3195755600000.0,3276020600000.0,3223731600000.0,3139759200000.0,3393827400000.0,3379558000000.0,3272353800000.0,3378217000000.0
2036.0,3326382000000.0,3279357500000.0,3292249200000.0,3158263000000.0,3259767500000.0,3199553800000.0,3124239000000.0,3372542600000.0,3382704600000.0,3256754400000.0,3371034700000.0
2037.0,3324528800000.0,3274856700000.0,3276949700000.0,3127217000000.0,3249329700000.0,3167555200000.0,3096041200000.0,3364831600000.0,3391926800000.0,3241592800000.0,3347396000000.0
2038.0,3319796600000.0,3259806800000.0,3254604300000.0,3095928000000.0,3214341600000.0,3150665700000.0,3071810200000.0,3370099700000.0,3390214000000.0,3223090400000.0,3330267200000.0
2039.0,3308183400000.0,3247821000000.0,3227539700000.0,3076042800000.0,3194066300000.0,3133588400000.0,3055123200000.0,3359096700000.0,3392980600000.0,3212757700000.0,3318266000000.0
2040.0,3288114000000.0,3239101000000.0,3215457300000.0,3056447800000.0,3165710500000.0,3112807400000.0,3030237600000.0,3339431200000.0,3399521400000.0,3186999400000.0,3304340600000.0
2041.0,3273906700000.0,3225957400000.0,3208734600000.0,3024653000000.0,3139776800000.0,3078274400000.0,3005588200000.0,3327169400000.0,3399321400000.0,3189930500000.0,3299403000000.0
2042.0,3253635000000.0,3206891000000.0,3192527500000.0,2996118700000.0,3115527700000.0,3066169400000.0,2969507200000.0,3320383500000.0,3397898500000.0,3169096800000.0,3286598000000.0
2043.0,3239288200000.0,3191818200000.0,3170221700000.0,2966347000000.0,3089923300000.0,3039262700000.0,2949094800000.0,3310805800000.0,3388610400000.0,3145091500000.0,3274073200000.0
2044.0,3232488000000.0,3176518600000.0,3153917000000.0,2940577000000.0,3064071700000.0,3007190700000.0,2936115000000.0,3304586000000.0,3382299600000.0,3120058000000.0,3259375800000.0
2045.0,3204144000000.0,3151810000000.0,3141906700000.0,2911508400000.0,3038177700000.0,2979842500000.0,2917763600000.0,3286696700000.0,3380514700000.0,3105928500000.0,3237269000000.0
2046.0,3181508300000.0,3139704200000.0,3128581700000.0,2869457600000.0,3011878800000.0,2955857400000.0,2892492200000.0,3282082700000.0,3373078000000.0,3088169600000.0,3233573500000.0
2047.0,3166190400000.0,3119580400000.0,3101076200000.0,2845761900000.0,2984690000000.0,2926140000000.0,2867309300000.0,3269885400000.0,3367745400000.0,3059841000000.0,3229714000000.0
2048.0,3165221300000.0,3095344700000.0,3088508000000.0,2816848200000.0,2965369000000.0,2893579800000.0,2846052600000.0,3260027800000.0,3361764300000.0,3035883400000.0,3209881700000.0
2049.0,3144787000000.0,3070554000000.0,3060595200000.0,2793828300000.0,2938424500000.0,2869690400000.0,2819775500000.0,3247875600000.0,3354433000000.0,3021404600000.0,3193302000000.0
2050.0,3125971800000.0,3052214700000.0,3034050700000.0,2763964500000.0,2914512000000.0,2853645000000.0,2792383600000.0,3238805600000.0,3345461000000.0,3011702200000.0,3178099000000.0
2051.0,3119676700000.0,3044787400000.0,3018561400000.0,2741573500000.0,2889200000000.0,2839600400000.0,2781948100000.0,3212319700000.0,3350737500000.0,3000635800000.0,3160520300000.0
2052.0,3105783300000.0,3025358300000.0,2989841000000.0,2708524200000.0,2865975300000.0,2817217500000.0,2758804500000.0,3198796400000.0,3359112000000.0,2988803600000.0,3153985000000.0
2053.0,3088976000000.0,3027848700000.0,2974327500000.0,2684866800000.0,2837184500000.0,2795463200000.0,2739998600000.0,3182312600000.0,3351249400000.0,2964443600000.0,3125568000000.0
2054.0,3080265400000.0,3016318000000.0,2953723500000.0,2640662200000.0,2817376000000.0,2773886000000.0,2714989200000.0,3172399800000.0,3348177600000.0,2936129200000.0,3112050000000.0
2055.0,3066295200000.0,2997302900000.0,2933687300000.0,2607691600000.0,2801755500000.0,2755717500000.0,2696907600000.0,3171773600000.0,3344678500000.0,2904484500000.0,3104107100000.0
2056.0,3045601600000.0,2984306800000.0,2916466600000.0,2579030300000.0,2779366000000.0,2738117100000.0,2671935500000.0,3167180800000.0,3353773300000.0,2879331500000.0,3080110700000.0
2057.0,3024523000000.0,2969021400000.0,2898428000000.0,2566854000000.0,2742970000000.0,2719574400000.0,2655312400000.0,3171225400000.0,3354166800000.0,2855802500000.0,3060214000000.0
2058.0,3018199700000.0,2945272000000.0,2886803000000.0,2550278400000.0,2727355000000.0,2702382200000.0,2626956800000.0,3161299400000.0,3367586800000.0,2843156700000.0,3043441000000.0
2059.0,2997160800000.0,2950845200000.0,2875620900000.0,2538460700000.0,2709715000000.0,2692845400000.0,2603674000000.0,3150743600000.0,3377505500000.0,2808921000000.0,3018789500000.0
2060.0,2976672600000.0,2942739000000.0,2868058000000.0,2517588000000.0,2702134500000.0,2680820900000.0,2572553800000.0,3131917200000.0,3386423600000.0,2784708300000.0,2997440000000.0
2061.0,2972726300000.0,2946067300000.0,2841731100000.0,2495533800000.0,2674737500000.0,2681342300000.0,2543571000000.0,3126460400000.0,3381452600000.0,2761409700000.0,2965171300000.0
2062.0,2953182400000.0,2941636800000.0,2827679200000.0,2477274700000.0,2639020400000.0,2672721400000.0,2519261200000.0,3121028800000.0,3386914000000.0,2733361300000.0,2946897800000.0
2063.0,2933603700000.0,2938278500000.0,2811577800000.0,2467156200000.0,2616121400000.0,2652419000000.0,2486249000000.0,3119359000000.0,3382698300000.0,2709518300000.0,2943961000000.0
2064.0,2922526800000.0,2943613100000.0,2800489900000.0,2451511700000.0,2589499300000.0,2639049800000.0,2465615600000.0,3114590300000.0,3380811700000.0,2679438800000.0,2932080000000.0
2065.0,2901550300000.0,2932304200000.0,2784522000000.0,2431227800000.0,2566829400000.0,2630311700000.0,2447065000000.0,3097790300000.0,3389516700000.0,2669129000000.0,2911295500000.0
2066.0,2895710800000.0,2919217500000.0,2773575300000.0,2413693000000.0,2536039300000.0,2619111600000.0,2417274400000.0,3077226000000.0,3398967800000.0,2652250000000.0,2893413000000.0
2067.0,2896646400000.0,2918539600000.0,2762891900000.0,2401244300000.0,2506052900000.0,2604431600000.0,2393866000000.0,3073572000000.0,3405272800000.0,2642259200000.0,2875242800000.0
2068.0,2877771500000.0,2926970700000.0,2732176000000.0,2372648800000.0,2468522000000.0,2583432500000.0,2367446800000.0,3069789900000.0,3397901400000.0,2614468000000.0,2858364700000.0
2069.0,2865711300000.0,2908120700000.0,2713166800000.0,2345918300000.0,2445949300000.0,2570279000000.0,2350655500000.0,3062801000000.0,3409654000000.0,2607377000000.0,2842273300000.0
2070.0,2858271600000.0,2911801400000.0,2697079000000.0,2324818000000.0,2414656000000.0,2561626000000.0,2328150700000.0,3058800000000.0,3396933000000.0,2601304500000.0,2827406500000.0
2071.0,2845757400000.0,2898088400000.0,2686869600000.0,2304127800000.0,2391001800000.0,2548845000000.0,2303786700000.0,3063178300000.0,3397775500000.0,2582840000000.0,2816430800000.0
2072.0,2840205200000.0,2901115400000.0,2681543900000.0,2279577200000.0,2363472000000.0,2538484300000.0,2286469500000.0,3057588400000.0,3392029300000.0,2564704200000.0,2813122800000.0
2073.0,2829610000000.0,2900700700000.0,2669618000000.0,2259506400000.0,2345755000000.0,2521810900000.0,2263785000000.0,3053086000000.0,3395292000000.0,2554250100000.0,2805970800000.0
2074.0,2828875900000.0,2893229300000.0,2668293000000.0,2233134000000.0,2321141500000.0,2511454000000.0,2237358000000.0,3054572100000.0,3392657400000.0,2526852000000.0,2800060700000.0
2075.0,2826629000000.0,2885384000000.0,2653107800000.0,2210131000000.0,2301739000000.0,2506354300000.0,2209821200000.0,3049165000000.0,3395786600000.0,2504883700000.0,2792846000000.0
2076.0,2827171400000.0,2883460800000.0,2642668000000.0,2189403400000.0,2280973100000.0,2492225600000.0,2190088600000.0,3046413200000.0,3401220600000.0,2483818900000.0,2770034800000.0
2077.0,2810009000000.0,2879329400000.0,2640656500000.0,2162487700000.0,2261112300000.0,2476183000000.0,2171926700000.0,3046459800000.0,3408404200000.0,2455108800000.0,2756229200000.0
2078.0,2803741000000.0,2878136600000.0,2639479400000.0,2139679900000.0,2248987600000.0,2458834400000.0,2153477300000.0,3052304600000.0,3407564000000.0,2440221000000.0,2739819500000.0
2079.0,2797301700000.0,2889444200000.0,2629809000000.0,2122760700000.0,2225388400000.0,2446952800000.0,2133539400000.0,3053985000000.0,3400069300000.0,2417243000000.0,2730537000000.0
2080.0,2784872400000.0,2893992000000.0,2618817800000.0,2114074000000.0,2212355400000.0,2433209000000.0,2108442400000.0,3053836600000.0,3405269400000.0,2385267400000.0,2719637800000.0
2081.0,2769062000000.0,2893380600000.0,2602757000000.0,2093543200000.0,2193249300000.0,2424522700000.0,2098699600000.0,3058916000000.0,3418218000000.0,2363909200000.0,2706411600000.0
2082.0,2760621000000.0,2886390800000.0,2590915700000.0,2077514900000.0,2180093600000.0,2408350700000.0,2082883400000.0,3058179500000.0,3389674500000.0,2339484200000.0,2700949800000.0
2083.0,2752410000000.0,2879538900000.0,2575276200000.0,2067528200000.0,2162228200000.0,2394528400000.0,2064486200000.0,3057199600000.0,3376131600000.0,2321021400000.0,2688197900000.0
2084.0,2757786300000.0,2870484700000.0,2559367700000.0,2044433100000.0,2136480200000.0,2389940600000.0,2048360600000.0,3056296500000.0,3363226000000.0,2312523700000.0,2671147200000.0
2085.0,2752937200000.0,2864310400000.0,2548170800000.0,2025272000000.0,2114095400000.0,2382855400000.0,2036010200000.0,3056918900000.0,3363097500000.0,2299929000000.0,2646146000000.0
2086.0,2735770000000.0,2854656100000.0,2538540600000.0,2005839500000.0,2096007500000.0,2368090100000.0,2022965100000.0,3053891600000.0,3354646300000.0,2281553000000.0,2616378000000.0
2087.0,2731983200000.0,2861508900000.0,2525969500000.0,1993362100000.0,2073669700000.0,2357499800000.0,2012874400000.0,3058142300000.0,3341426400000.0,2265316900000.0,2601898500000.0
2088.0,2730659200000.0,2861003200000.0,2522342000000.0,1978525500000.0,2057335000000.0,2341920300000.0,1998213900000.0,3058873700000.0,3338630000000.0,2254005600000.0,2586577500000.0
2089.0,2723378600000.0,2851119300000.0,2518810000000.0,1964271100000.0,2043969800000.0,2330880400000.0,1989455400000.0,3059309000000.0,3322653000000.0,2242893300000.0,2563885200000.0
2090.0,2729290200000.0,2850188200000.0,2509278300000.0,1947487300000.0,2033379400000.0,2318914300000.0,1985843300000.0,3056500200000.0,3316385800000.0,2222062000000.0,2544204500000.0
2091.0,2728219400000.0,2844855600000.0,2496301400000.0,1937331300000.0,2011681300000.0,2307616400000.0,1976544400000.0,3048876300000.0,3295381000000.0,2206031000000.0,2523278600000.0
2092.0,2727073300000.0,2844926400000.0,2490087500000.0,1928764700000.0,1989949800000.0,2292396300000.0,1966465200000.0,3047694800000.0,3268464000000.0,2186761200000.0,2517156800000.0
2093.0,2728109800000.0,2838320400000.0,2483284000000.0,1908772000000.0,1974352100000.0,2269480500000.0,1956195500000.0,3042823400000.0,3256121800000.0,2163448000000.0,2499547000000.0
2094.0,2727605700000.0,2829617500000.0,2470682600000.0,1893065400000.0,1961553000000.0,2257850700000.0,1943842200000.0,3044946500000.0,3253326600000.0,2146903100000.0,2482072500000.0
2095.0,2723138000000.0,2836959600000.0,2463406500000.0,1881714000000.0,1957247000000.0,2240156300000.0,1928840600000.0,3037790500000.0,3250773300000.0,2134579700000.0,2463098500000.0
2096.0,2709696500000.0,2825985000000.0,2446742800000.0,1861642400000.0,1943846600000.0,2225008500000.0,1920918600000.0,3035274100000.0,3246636400000.0,2119058600000.0,2455161000000.0
2097.0,2695164000000.0,2824370000000.0,2444927700000.0,1844015700000.0,1927032300000.0,2213139400000.0,1917755200000.0,3033686600000.0,3238705200000.0,2107082300000.0,2449252000000.0
2098.0,2681246800000.0,2822645700000.0,2437248700000.0,1839472300000.0,1910667700000.0,2203687300000.0,1905683300000.0,3033372000000.0,3231729300000.0,2093490600000.0,2442117300000.0
2099.0,2683221300000.0,2815577300000.0,2427978300000.0,1826066800000.0,1900775500000.0,2183164300000.0,1892868400000.0,3033778000000.0,3216193400000.0,2078186700000.0,2436122500000.0
2100.0,2680361600000.0,2817979000000.0,2423418500000.0,1809849600000.0,1887032700000.0,2175299700000.0,1880148000000.0,3024297000000.0,3212121000000.0,2060441000000.0,2418983600000.0
