time,NORESM1-M,CSIRO-MK3-6-0,GFDL-ESM2G,CESM1-CAM5,CCSM4,IPSL-CM5A-LR,GFDL-CM3,GISS-E2-R
2017.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0
2018.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0
2019.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0
2020.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0
2021.0,3524339700000.0,3555187800000.0,3520837000000.0,3521582700000.0,3523201500000.0,3510473300000.0,3516517600000.0,3523866500000.0
2022.0,3509976300000.0,3557198000000.0,3508494400000.0,3492891000000.0,3502024700000.0,3497497500000.0,3499468000000.0,3506224200000.0
2023.0,3509414000000.0,3565776300000.0,3497896000000.0,3473179400000.0,3495222300000.0,3484730000000.0,3484058000000.0,3495592200000.0
2024.0,3506229200000.0,3568971500000.0,3485201300000.0,3452167000000.0,3482521000000.0,3467310500000.0,3472175700000.0,3487649200000.0
2025.0,3494582000000.0,3573415700000.0,3476568100000.0,3426941000000.0,3463059300000.0,3453262200000.0,3443685000000.0,3462438000000.0
2026.0,3474332300000.0,3577800000000.0,3456977300000.0,3409766300000.0,3447409300000.0,3426979000000.0,3429292300000.0,3439970000000.0
2027.0,3466681000000.0,3579141000000.0,3438306000000.0,3375165000000.0,3428863200000.0,3410011600000.0,3414228200000.0,3425342800000.0
2028.0,3454953600000.0,3578117500000.0,3423583000000.0,3338864200000.0,3415985000000.0,3387709500000.0,3397409000000.0,3401196200000.0
2029.0,3444952500000.0,3594885000000.0,3410047000000.0,3308694800000.0,3395592700000.0,3344467500000.0,3371186500000.0,3392979900000.0
2030.0,3431644300000.0,3612045700000.0,3394136400000.0,3272619900000.0,3365469700000.0,3323849000000.0,3347947700000.0,3372942600000.0
2031.0,3423297300000.0,3618407400000.0,3381037600000.0,3251488000000.0,3350150800000.0,3292892500000.0,3314307800000.0,3339239300000.0
2032.0,3408652100000.0,3618048300000.0,3368913200000.0,3223931800000.0,3336414400000.0,3260808400000.0,3286752600000.0,3331202500000.0
2033.0,3389876600000.0,3619040500000.0,3370649600000.0,3193977200000.0,3326605300000.0,3233209600000.0,3252573000000.0,3314767400000.0
2034.0,3374564800000.0,3624841200000.0,3358639000000.0,3174778300000.0,3310575200000.0,3205278500000.0,3236050000000.0,3304140000000.0
2035.0,3355847000000.0,3619550100000.0,3355571000000.0,3150865200000.0,3291474600000.0,3175154500000.0,3219836000000.0,3287790400000.0
2036.0,3353839100000.0,3617899200000.0,3349675800000.0,3135712300000.0,3281854000000.0,3155431500000.0,3203712700000.0,3273305000000.0
2037.0,3349819700000.0,3599959300000.0,3346355700000.0,3110597800000.0,3252779000000.0,3127166000000.0,3184872000000.0,3266945200000.0
2038.0,3334051500000.0,3597722700000.0,3337812200000.0,3088959700000.0,3235963700000.0,3086540000000.0,3167133600000.0,3244750000000.0
2039.0,3310934300000.0,3588369200000.0,3328376300000.0,3066283400000.0,3223335700000.0,3053577300000.0,3146170200000.0,3224419000000.0
2040.0,3306346000000.0,3589698500000.0,3326512200000.0,3046245700000.0,3201795400000.0,3010731000000.0,3116817200000.0,3206106300000.0
2041.0,3290235400000.0,3585151300000.0,3325438500000.0,3020736000000.0,3169562400000.0,2971992000000.0,3100106600000.0,3195119300000.0
2042.0,3266840000000.0,3577998200000.0,3318167400000.0,2998906400000.0,3161837300000.0,2943382000000.0,3084127300000.0,3166420900000.0
2043.0,3254296000000.0,3569832400000.0,3309161200000.0,2980154400000.0,3138913000000.0,2920703000000.0,3062834400000.0,3150043700000.0
2044.0,3231927800000.0,3572253600000.0,3297879000000.0,2967021600000.0,3115614200000.0,2886373700000.0,3040788300000.0,3124231100000.0
2045.0,3207992200000.0,3568786700000.0,3292256500000.0,2936720000000.0,3102717200000.0,2842152700000.0,3029800000000.0,3115934300000.0
2046.0,3178997500000.0,3547634900000.0,3291278500000.0,2903575000000.0,3086236800000.0,2816797600000.0,3004424800000.0,3107800200000.0
2047.0,3168016300000.0,3536823000000.0,3282832000000.0,2878350800000.0,3072529500000.0,2768753100000.0,2993211600000.0,3091326000000.0
2048.0,3156761600000.0,3541691300000.0,3274897000000.0,2847918000000.0,3059605800000.0,2731574600000.0,2978798400000.0,3068251000000.0
2049.0,3144239000000.0,3527277300000.0,3271382500000.0,2808084000000.0,3050987800000.0,2703816700000.0,2960274800000.0,3051151200000.0
2050.0,3126726000000.0,3530004000000.0,3262630300000.0,2773811200000.0,3032536000000.0,2666446200000.0,2942108700000.0,3036711500000.0
2051.0,3107025000000.0,3523657300000.0,3262230600000.0,2737836700000.0,3016252700000.0,2622622000000.0,2925113000000.0,3015229300000.0
2052.0,3098165400000.0,3521001300000.0,3252891000000.0,2716610600000.0,2995163200000.0,2592087500000.0,2912718200000.0,2988474600000.0
2053.0,3067843200000.0,3516220000000.0,3239757700000.0,2697276700000.0,2977316700000.0,2563037000000.0,2892699300000.0,2965785000000.0
2054.0,3050328800000.0,3512661400000.0,3225286300000.0,2674461000000.0,2942624900000.0,2529243000000.0,2874280800000.0,2951941500000.0
2055.0,3019037500000.0,3516628000000.0,3212906000000.0,2646594000000.0,2923743700000.0,2503759400000.0,2846061500000.0,2926078300000.0
2056.0,2996054800000.0,3523802800000.0,3203154600000.0,2623000800000.0,2910490200000.0,2465527500000.0,2807215200000.0,2916923000000.0
2057.0,2989920600000.0,3520165300000.0,3197632000000.0,2598237000000.0,2883296700000.0,2431931400000.0,2774750700000.0,2894414200000.0
2058.0,2974233700000.0,3511009100000.0,3180761200000.0,2576420400000.0,2855992600000.0,2409290800000.0,2752186200000.0,2873272600000.0
2059.0,2964420300000.0,3520226000000.0,3153763000000.0,2553968900000.0,2839699300000.0,2378945800000.0,2723787300000.0,2856650000000.0
2060.0,2951901300000.0,3527080100000.0,3132320000000.0,2525416000000.0,2823786000000.0,2352473700000.0,2696666200000.0,2846920800000.0
2061.0,2923934800000.0,3512267700000.0,3115674200000.0,2506638500000.0,2804170600000.0,2325482600000.0,2679088000000.0,2830422000000.0
2062.0,2898566800000.0,3513090800000.0,3096402700000.0,2486250500000.0,2785889500000.0,2299966800000.0,2656965500000.0,2814432200000.0
2063.0,2881624000000.0,3516348000000.0,3079938200000.0,2462728600000.0,2771799500000.0,2258685700000.0,2635574800000.0,2809515700000.0
2064.0,2864541000000.0,3519498200000.0,3067793400000.0,2443171900000.0,2750178700000.0,2233089000000.0,2611583600000.0,2798602700000.0
2065.0,2847009700000.0,3530516000000.0,3051659200000.0,2401141000000.0,2721080400000.0,2205896700000.0,2594258800000.0,2784666000000.0
2066.0,2842859700000.0,3534830400000.0,3031430300000.0,2362083600000.0,2700962700000.0,2172417700000.0,2573490700000.0,2776210000000.0
2067.0,2833591300000.0,3533547800000.0,3012043000000.0,2335630000000.0,2675182000000.0,2144014600000.0,2550282300000.0,2768737400000.0
2068.0,2825084500000.0,3538337000000.0,2981724000000.0,2306460000000.0,2650615000000.0,2103168900000.0,2526612800000.0,2763608800000.0
2069.0,2805989000000.0,3541922500000.0,2960712300000.0,2269436200000.0,2633250400000.0,2077022900000.0,2496876800000.0,2762666400000.0
2070.0,2793757700000.0,3548745800000.0,2955927000000.0,2226767500000.0,2616290700000.0,2058726400000.0,2471971800000.0,2747680700000.0
2071.0,2771901500000.0,3551664800000.0,2949211500000.0,2200381200000.0,2584431000000.0,2032102100000.0,2454094600000.0,2736298400000.0
2072.0,2746187300000.0,3567909000000.0,2937360700000.0,2165029100000.0,2559881000000.0,2008047300000.0,2430957000000.0,2728231200000.0
2073.0,2719462000000.0,3576577400000.0,2924698400000.0,2129489300000.0,2533242000000.0,1981715400000.0,2408436200000.0,2708339000000.0
2074.0,2694614600000.0,3587256400000.0,2910774000000.0,2089302200000.0,2501174000000.0,1956494800000.0,2389387200000.0,2700365800000.0
2075.0,2681349900000.0,3593587400000.0,2895324000000.0,2057206500000.0,2481744800000.0,1926658400000.0,2372214200000.0,2685146500000.0
2076.0,2653048300000.0,3599071700000.0,2883476800000.0,2023106300000.0,2445941400000.0,1904760000000.0,2343140600000.0,2669305400000.0
2077.0,2627071000000.0,3587300400000.0,2866292500000.0,1983429700000.0,2428167800000.0,1876959200000.0,2315380900000.0,2649805600000.0
2078.0,2605183700000.0,3580998000000.0,2846932300000.0,1951924700000.0,2411176400000.0,1850034900000.0,2286108300000.0,2633731100000.0
2079.0,2582272500000.0,3580335000000.0,2824204200000.0,1925794600000.0,2384200000000.0,1826439600000.0,2258086700000.0,2621652600000.0
2080.0,2555556700000.0,3578347400000.0,2800298800000.0,1905177700000.0,2365355500000.0,1796161800000.0,2228520500000.0,2610391400000.0
2081.0,2542950700000.0,3575574700000.0,2784369800000.0,1867603600000.0,2345330300000.0,1767323600000.0,2200917200000.0,2596601900000.0
2082.0,2532967000000.0,3555848400000.0,2771257400000.0,1831610900000.0,2312915000000.0,1747985600000.0,2173291300000.0,2584881700000.0
2083.0,2517602700000.0,3536482000000.0,2752517800000.0,1791828000000.0,2286328200000.0,1721598000000.0,2136783500000.0,2563453200000.0
2084.0,2496362400000.0,3524309500000.0,2737208600000.0,1768608600000.0,2272059000000.0,1698297700000.0,2116455100000.0,2541686000000.0
2085.0,2463298700000.0,3507016000000.0,2727900000000.0,1742223200000.0,2249054500000.0,1671733600000.0,2080339900000.0,2524519600000.0
2086.0,2440559600000.0,3511316000000.0,2711607600000.0,1703786300000.0,2224185100000.0,1649558600000.0,2055696200000.0,2509601000000.0
2087.0,2425875600000.0,3495416000000.0,2698783800000.0,1666633200000.0,2201661000000.0,1625497700000.0,2027370000000.0,2498085500000.0
2088.0,2416384000000.0,3482604800000.0,2686359000000.0,1635617900000.0,2179082600000.0,1602491000000.0,1996982800000.0,2488587800000.0
2089.0,2398236000000.0,3453484800000.0,2680039400000.0,1605347800000.0,2161867600000.0,1579359800000.0,1972857100000.0,2476266000000.0
2090.0,2368849600000.0,3434375000000.0,2668577200000.0,1575037000000.0,2147709500000.0,1561148000000.0,1942032600000.0,2462827400000.0
2091.0,2351535200000.0,3412837800000.0,2655506100000.0,1543236500000.0,2127932700000.0,1536526400000.0,1917276800000.0,2456860800000.0
2092.0,2325330000000.0,3396942700000.0,2643428400000.0,1502621900000.0,2109074200000.0,1519251800000.0,1903313200000.0,2447990300000.0
2093.0,2284375000000.0,3376356000000.0,2625803600000.0,1470446200000.0,2096451000000.0,1501184400000.0,1876978700000.0,2428200300000.0
2094.0,2259633600000.0,3358492200000.0,2608825600000.0,1443553700000.0,2075608400000.0,1488328900000.0,1842128400000.0,2418730300000.0
2095.0,2240365000000.0,3339880800000.0,2593617600000.0,1418503900000.0,2052477200000.0,1472591400000.0,1817497600000.0,2403628000000.0
2096.0,2227225500000.0,3329051600000.0,2587137700000.0,1397587800000.0,2027694500000.0,1454629600000.0,1791872500000.0,2391833600000.0
2097.0,2213750800000.0,3318362100000.0,2569528000000.0,1369429000000.0,2007574100000.0,1440478100000.0,1761174100000.0,2370498200000.0
2098.0,2195589400000.0,3296511000000.0,2554523300000.0,1346283900000.0,1977549000000.0,1421724100000.0,1736839800000.0,2363413200000.0
2099.0,2170825300000.0,3274423400000.0,2542360000000.0,1321860000000.0,1955560800000.0,1405578500000.0,1713441000000.0,2356865700000.0
2100.0,2150970000000.0,3266313500000.0,2526541000000.0,1287929700000.0,1929985900000.0,1388374700000.0,1691787000000.0,2344681500000.0
