time,EC-EARTH3,INM-CM4-8,INM-CM5-0,CAMS-CSM1-0,CESM2-WACCM,MRI-ESM2-0,EC-EARTH3-VEG,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR,CESM2,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4
2017.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0
2018.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0
2019.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0
2020.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0
2021.0,10036491000.0,10041329000.0,10038741000.0,10039563000.0,10041426000.0,10037200000.0,10039291000.0,10087432000.0,10040510000.0,10040125000.0,10040628000.0,10039386000.0,10039099000.0,10040028000.0
2022.0,10026434000.0,10036383000.0,10031236000.0,10032002000.0,10037241000.0,10028942000.0,10030325000.0,10051710000.0,10042260000.0,10034354000.0,10032750000.0,10034652000.0,10035982000.0,10034634000.0
2023.0,10019336000.0,10034195000.0,10026622000.0,10027492000.0,10033369000.0,10024500000.0,10026772000.0,10045532000.0,10031866000.0,10028479000.0,10030346000.0,10031150000.0,10028278000.0,10030755000.0
2024.0,10007159000.0,10028229000.0,10019127000.0,10018001000.0,10031840000.0,10017759000.0,10020536000.0,10040561000.0,10027639000.0,10021126000.0,10026989000.0,10025645000.0,10022098000.0,10024062000.0
2025.0,9996314000.0,10022766000.0,10006578000.0,10001951000.0,10025688000.0,10009562000.0,10013590000.0,10037887000.0,10024611000.0,10015592000.0,10024613000.0,10024873000.0,10017203000.0,10015678000.0
2026.0,9981414000.0,10017227000.0,9997019000.0,9988063000.0,10019582000.0,9997288000.0,10007683000.0,10034523000.0,10022095000.0,10004801000.0,10023402000.0,10022585000.0,10011120000.0,10008969000.0
2027.0,9960766000.0,10010105000.0,9980836000.0,9967079000.0,10015738000.0,9978507000.0,10001160000.0,10029816000.0,10019190000.0,9997580000.0,10028941000.0,10019515000.0,10003692000.0,9999562000.0
2028.0,9949402000.0,10007783000.0,9966916000.0,9954329000.0,10005639000.0,9972227000.0,9988736000.0,10024553000.0,10016831000.0,9978580000.0,10020267000.0,10020454000.0,9988241000.0,9983774000.0
2029.0,9924950000.0,9990168000.0,9944102000.0,9930426000.0,9989018000.0,9949391000.0,9977850000.0,10010902000.0,10004543000.0,9972014000.0,10012662000.0,10018209000.0,9983020000.0,9966025000.0
2030.0,9902740000.0,9977021000.0,9932443000.0,9902474000.0,9980604000.0,9928307000.0,9958476000.0,9993173000.0,9989832000.0,9947787000.0,10005067000.0,10009663000.0,9965349000.0,9958013000.0
2031.0,9866470000.0,9964138000.0,9908730000.0,9870790000.0,9965556000.0,9911062000.0,9944122000.0,9977583000.0,9978835000.0,9926570000.0,9991826000.0,9994888000.0,9948390000.0,9937529000.0
2032.0,9843422000.0,9946500000.0,9884490000.0,9835501000.0,9959122000.0,9890441000.0,9928110000.0,9974902000.0,9962276000.0,9912734000.0,9978810000.0,9992047000.0,9938738000.0,9916392000.0
2033.0,9810754000.0,9934421000.0,9845530000.0,9808073000.0,9939751000.0,9868186000.0,9905541000.0,9963369000.0,9956267000.0,9890464000.0,9963103000.0,9986555000.0,9932048000.0,9900535000.0
2034.0,9774979000.0,9913866000.0,9808013000.0,9780017000.0,9930923000.0,9846291000.0,9883619000.0,9956165000.0,9948210000.0,9864191000.0,9965521000.0,9973765000.0,9911994000.0,9880285000.0
2035.0,9752586000.0,9888263000.0,9776133000.0,9739618000.0,9920784000.0,9809431000.0,9870430000.0,9935818000.0,9922633000.0,9851377000.0,9957804000.0,9969884000.0,9891182000.0,9862983000.0
2036.0,9710643000.0,9874892000.0,9725880000.0,9708623000.0,9894317000.0,9768786000.0,9851594000.0,9918312000.0,9919833000.0,9830105000.0,9942397000.0,9966503000.0,9864415000.0,9835970000.0
2037.0,9681384000.0,9853184000.0,9689915000.0,9675707000.0,9880212000.0,9730620000.0,9825080000.0,9908545000.0,9916135000.0,9797444000.0,9936820000.0,9945529000.0,9840528000.0,9813933000.0
2038.0,9643633000.0,9826191000.0,9638156000.0,9636723000.0,9856672000.0,9686137000.0,9801775000.0,9878490000.0,9890866000.0,9752903000.0,9934825000.0,9941176000.0,9807010000.0,9796205000.0
2039.0,9597269000.0,9794421000.0,9602845000.0,9608486000.0,9832752000.0,9644919000.0,9780826000.0,9864693000.0,9881798000.0,9714395000.0,9918832000.0,9933160000.0,9783960000.0,9767492000.0
2040.0,9561221000.0,9753740000.0,9554647000.0,9588151000.0,9818447000.0,9610910000.0,9744370000.0,9833916000.0,9865158000.0,9657367000.0,9899795000.0,9920849000.0,9753567000.0,9720500000.0
2041.0,9521733000.0,9704649000.0,9513567000.0,9553026000.0,9796158000.0,9566095000.0,9709085000.0,9809332000.0,9828846000.0,9628432000.0,9892700000.0,9907095000.0,9727082000.0,9702358000.0
2042.0,9464412000.0,9678600000.0,9475318000.0,9537621000.0,9762949000.0,9495342000.0,9678782000.0,9779948000.0,9802328000.0,9589972000.0,9871444000.0,9887615000.0,9709244000.0,9695410000.0
2043.0,9394315000.0,9654075000.0,9436169000.0,9512874000.0,9739198000.0,9431728000.0,9663705000.0,9754260000.0,9776584000.0,9550259000.0,9863194000.0,9854061000.0,9696666000.0,9674134000.0
2044.0,9341885000.0,9636368000.0,9390281000.0,9485769000.0,9716608000.0,9363755000.0,9643093000.0,9729420000.0,9749942000.0,9488810000.0,9842040000.0,9842483000.0,9679281000.0,9658636000.0
2045.0,9284051000.0,9589447000.0,9336459000.0,9456823000.0,9693613000.0,9312698000.0,9615532000.0,9697489000.0,9729272000.0,9446538000.0,9832420000.0,9833661000.0,9660266000.0,9637563000.0
2046.0,9231686000.0,9545097000.0,9239806000.0,9423542000.0,9667682000.0,9267193000.0,9584177000.0,9671536000.0,9697102000.0,9361691000.0,9816693000.0,9820673000.0,9633256000.0,9614261000.0
2047.0,9161029000.0,9521756000.0,9213323000.0,9373621000.0,9642236000.0,9199249000.0,9543649000.0,9656246000.0,9680907000.0,9311615000.0,9813750000.0,9802150000.0,9608893000.0,9590871000.0
2048.0,9086627000.0,9478100000.0,9181283000.0,9334552000.0,9630790000.0,9145381000.0,9508003000.0,9627180000.0,9652237000.0,9224195000.0,9801259000.0,9786172000.0,9589919000.0,9552148000.0
2049.0,9021948000.0,9399165000.0,9146741000.0,9255613000.0,9589595000.0,9096358000.0,9480876000.0,9569523000.0,9614006000.0,9159860000.0,9797153000.0,9771516000.0,9522302000.0,9503372000.0
2050.0,8939228000.0,9350634000.0,9113573000.0,9217668000.0,9559968000.0,9004281000.0,9430554000.0,9531769000.0,9575341000.0,9077491000.0,9783602000.0,9757193000.0,9498826000.0,9476467000.0
2051.0,8832337000.0,9292384000.0,9042476000.0,9151751000.0,9536266000.0,8962650000.0,9394995000.0,9480281000.0,9543966000.0,8968289000.0,9776137000.0,9743474000.0,9478073000.0,9439628000.0
2052.0,8750951000.0,9217596000.0,8981895000.0,9110427000.0,9484283000.0,8874933000.0,9348190000.0,9423778000.0,9488918000.0,8894437000.0,9762090000.0,9727708000.0,9442000000.0,9419880000.0
2053.0,8669384000.0,9133316000.0,8920091000.0,9088404000.0,9435019000.0,8804560000.0,9273532000.0,9385568000.0,9463930000.0,8791337000.0,9759730000.0,9701510000.0,9402497000.0,9379414000.0
2054.0,8589632000.0,9070414000.0,8846856000.0,9006258000.0,9407041000.0,8769086000.0,9226103000.0,9310421000.0,9435882000.0,8730276000.0,9758754000.0,9678670000.0,9379086000.0,9350143000.0
2055.0,8514797600.0,8991535000.0,8792859000.0,8931711000.0,9343510000.0,8710371000.0,9155031000.0,9243521000.0,9374270000.0,8661024000.0,9745760000.0,9655869000.0,9338353000.0,9296645000.0
2056.0,8458196000.0,8928825000.0,8714701000.0,8880033000.0,9281081000.0,8617640000.0,9131965000.0,9163060000.0,9316423000.0,8591904000.0,9742918000.0,9622861000.0,9276613000.0,9277348000.0
2057.0,8344811500.0,8860679000.0,8671556000.0,8815770000.0,9245721000.0,8580983000.0,9056053000.0,9089750000.0,9282266000.0,8531905500.0,9733450000.0,9588070000.0,9257567000.0,9258499000.0
2058.0,8295034000.0,8795769000.0,8637754000.0,8760857000.0,9205063000.0,8538985000.0,8965796000.0,8968560000.0,9242059000.0,8428050000.0,9722750000.0,9559279000.0,9220283000.0,9200713000.0
2059.0,8217993700.0,8697210000.0,8570001400.0,8732123000.0,9166203000.0,8502550500.0,8879930000.0,8895830000.0,9210964000.0,8376883000.0,9706140000.0,9527003000.0,9166770000.0,9156906000.0
2060.0,8128907000.0,8635831000.0,8532846600.0,8672229000.0,9095853000.0,8442911000.0,8825073000.0,8781260000.0,9131575000.0,8346286600.0,9701239000.0,9489628000.0,9132935000.0,9129838000.0
2061.0,8080244000.0,8590010000.0,8507361300.0,8603866000.0,9012609000.0,8392965600.0,8751748000.0,8709344000.0,9064528000.0,8281169000.0,9689011000.0,9455866000.0,9105239000.0,9078606000.0
2062.0,8012522000.0,8513788000.0,8445887000.0,8554192400.0,8956319000.0,8331401000.0,8680118000.0,8620647000.0,9002625000.0,8228088300.0,9664845000.0,9394697000.0,9055801000.0,9023716000.0
2063.0,7922682000.0,8469725000.0,8393914000.0,8523050000.0,8899853000.0,8309185500.0,8643749000.0,8509346000.0,8968840000.0,8168656400.0,9650350000.0,9338357000.0,9022400000.0,8984774000.0
2064.0,7862122000.0,8388831700.0,8370773500.0,8483170300.0,8837419000.0,8260415000.0,8579056000.0,8460448000.0,8916478000.0,8103849500.0,9639038000.0,9287484000.0,8981972000.0,8926956000.0
2065.0,7768134000.0,8355647500.0,8305132500.0,8428583000.0,8797155000.0,8209731000.0,8530112500.0,8356464000.0,8843879000.0,8055717400.0,9623234000.0,9249742000.0,8927869000.0,8855200000.0
2066.0,7674749400.0,8305160000.0,8243694000.0,8412440600.0,8737693000.0,8183902700.0,8473111600.0,8269387300.0,8803417000.0,8004152300.0,9609161000.0,9184153000.0,8892191000.0,8826741000.0
2067.0,7567093000.0,8266511400.0,8226979000.0,8334147000.0,8669815000.0,8125123000.0,8408974000.0,8201811500.0,8731878000.0,7905552400.0,9599799000.0,9120715000.0,8838155000.0,8773497000.0
2068.0,7472632000.0,8196134000.0,8171418600.0,8280302600.0,8638068000.0,8039048000.0,8356997600.0,8137829400.0,8681313000.0,7813966000.0,9570763000.0,9104725000.0,8791404000.0,8720253000.0
2069.0,7413063700.0,8155895300.0,8104677400.0,8215734300.0,8565820000.0,7984801000.0,8317209000.0,8080433700.0,8618361000.0,7764403000.0,9544219000.0,9027548000.0,8714991000.0,8680088000.0
2070.0,7331524000.0,8092244500.0,8056362500.0,8171898000.0,8545093600.0,7939433000.0,8232384500.0,7976593000.0,8578170000.0,7674525000.0,9515055000.0,8971506000.0,8685292000.0,8667038000.0
2071.0,7252085000.0,8021448000.0,8019518000.0,8105050000.0,8507635700.0,7911794700.0,8167192000.0,7861350000.0,8528304600.0,7607910000.0,9498277000.0,8928391000.0,8661317000.0,8626461000.0
2072.0,7193793500.0,7976956000.0,7968232400.0,7989439500.0,8460861400.0,7864873000.0,8113293000.0,7720498700.0,8475690500.0,7546145300.0,9483646000.0,8886667000.0,8633348000.0,8576107000.0
2073.0,7133952500.0,7912833500.0,7920098000.0,7936360400.0,8422335500.0,7814652400.0,8070161000.0,7647284000.0,8412765000.0,7490448400.0,9460859000.0,8840726000.0,8594329000.0,8561525000.0
2074.0,7071079000.0,7888582700.0,7856543000.0,7882857000.0,8386203600.0,7773080600.0,7990138400.0,7563615000.0,8386519600.0,7419883500.0,9449504000.0,8773354000.0,8534931500.0,8537773600.0
2075.0,6985442300.0,7822202400.0,7773876000.0,7846132700.0,8344877600.0,7723451000.0,7912011300.0,7445241000.0,8333866000.0,7357491700.0,9434053000.0,8733740000.0,8509395000.0,8494554600.0
2076.0,6894155000.0,7763457000.0,7696887300.0,7764208000.0,8313432000.0,7682486000.0,7846846500.0,7347891700.0,8293768700.0,7276367400.0,9415309000.0,8706540000.0,8471553500.0,8435072000.0
2077.0,6778321400.0,7717393400.0,7662362600.0,7713691000.0,8299399700.0,7624753000.0,7775726000.0,7266213000.0,8226130000.0,7226391600.0,9385162000.0,8662573000.0,8438377500.0,8417562600.0
2078.0,6696389600.0,7657563000.0,7637594000.0,7620823000.0,8253191000.0,7586608600.0,7699860000.0,7182900000.0,8174670300.0,7147655000.0,9375842000.0,8640023000.0,8402035700.0,8393502000.0
2079.0,6588328000.0,7589765600.0,7526449700.0,7517544000.0,8231403500.0,7539931600.0,7622974500.0,7085005300.0,8148605000.0,7106338000.0,9353652000.0,8583275500.0,8368193000.0,8350114000.0
2080.0,6516604000.0,7544997400.0,7502188500.0,7432791600.0,8203696600.0,7511507500.0,7535054000.0,7020546000.0,8106740000.0,7047759400.0,9332338000.0,8548185000.0,8310774300.0,8326579000.0
2081.0,6465270300.0,7513506000.0,7441204700.0,7364313600.0,8155504600.0,7434780000.0,7445675500.0,6908327400.0,8079814700.0,6966991000.0,9293849000.0,8491361300.0,8282723300.0,8281553000.0
2082.0,6395820500.0,7473447000.0,7414549500.0,7327171600.0,8130672600.0,7400654300.0,7388446000.0,6797891600.0,8030129700.0,6927929300.0,9284323000.0,8463271400.0,8250100000.0,8250127000.0
2083.0,6345376000.0,7409933000.0,7358380500.0,7256064000.0,8099052000.0,7376329000.0,7314703400.0,6664250000.0,7950591000.0,6884186000.0,9279257000.0,8442972000.0,8210923500.0,8226659000.0
2084.0,6249297400.0,7370175000.0,7312031000.0,7190783000.0,8047336000.0,7329204000.0,7249805300.0,6573217300.0,7900196400.0,6837458000.0,9247967000.0,8399655000.0,8162927600.0,8183926000.0
2085.0,6196812000.0,7325815000.0,7254137300.0,7127285000.0,8028839400.0,7298065400.0,7172883500.0,6441271000.0,7826043000.0,6787267600.0,9235859000.0,8369188000.0,8120593000.0,8151126500.0
2086.0,6112658000.0,7259283500.0,7201670000.0,7051302400.0,8010383000.0,7290914300.0,7094045000.0,6356030500.0,7771656700.0,6722155500.0,9213249000.0,8356865500.0,8087667000.0,8099186700.0
2087.0,6013683000.0,7210426000.0,7169243600.0,7013815300.0,7984092000.0,7255112700.0,7029535000.0,6247559000.0,7723485000.0,6672723000.0,9187679000.0,8314287000.0,8043797000.0,8079933000.0
2088.0,5921533000.0,7174602000.0,7110446000.0,6953863000.0,7945893400.0,7239644700.0,6944117000.0,6122552000.0,7650871300.0,6591677000.0,9185871000.0,8286351000.0,8007343000.0,8042268700.0
2089.0,5828073500.0,7118158000.0,7054587400.0,6924130000.0,7903348700.0,7212288500.0,6868022300.0,6018629000.0,7615748000.0,6543796000.0,9158253000.0,8240825300.0,7979369500.0,8012110300.0
2090.0,5671375000.0,7082484000.0,7006388000.0,6864981500.0,7856949000.0,7164354000.0,6752628000.0,5876029000.0,7576041500.0,6480284000.0,9142827000.0,8196627500.0,7929507300.0,7954614000.0
2091.0,5612567600.0,7027079000.0,6964733000.0,6781006000.0,7815309000.0,7132572700.0,6663738400.0,5760715300.0,7539982300.0,6418721300.0,9118416000.0,8182528000.0,7877605400.0,7893108700.0
2092.0,5542995000.0,6986241500.0,6912559600.0,6731901000.0,7764228000.0,7093917700.0,6564713000.0,5644355000.0,7465579500.0,6356896300.0,9101105000.0,8169282600.0,7828507000.0,7844009500.0
2093.0,5476023300.0,6952329000.0,6844124000.0,6648883700.0,7750016000.0,7084504000.0,6472076300.0,5526367700.0,7407087000.0,6313502000.0,9096405000.0,8123986400.0,7791336000.0,7808558600.0
2094.0,5381143000.0,6881089000.0,6804162000.0,6602157000.0,7720573000.0,7043466000.0,6393758700.0,5372116500.0,7343468000.0,6235121000.0,9055598000.0,8090999300.0,7747120600.0,7761711600.0
2095.0,5325268500.0,6829528000.0,6719374300.0,6543936500.0,7658500600.0,7002648600.0,6294569000.0,5270672400.0,7273015300.0,6161818600.0,9035945000.0,8057308000.0,7686658600.0,7720958000.0
2096.0,5256739300.0,6749793300.0,6696339000.0,6473322000.0,7626889700.0,6992531500.0,6216232000.0,5179026000.0,7217708500.0,6103843000.0,9026003000.0,8015980500.0,7622563000.0,7690409500.0
2097.0,5144231000.0,6702237000.0,6669118500.0,6430576000.0,7606802000.0,6975824000.0,6140071400.0,5049560000.0,7153032000.0,6026338000.0,8984016000.0,7993624000.0,7589381600.0,7669905000.0
2098.0,5055950300.0,6658888700.0,6606572000.0,6402698000.0,7580371000.0,6940939300.0,6037621000.0,4937335000.0,7087637000.0,5942267000.0,8982821000.0,7968993000.0,7539137500.0,7669126700.0
2099.0,4976456000.0,6606899700.0,6550722600.0,6304246000.0,7548493000.0,6919758000.0,5952310000.0,4823042600.0,7042993700.0,5839017000.0,8979718000.0,7960707600.0,7500611600.0,7627228000.0
2100.0,4903339000.0,6523190000.0,6484701700.0,6241378300.0,7524344000.0,6896304600.0,5877659600.0,4698423300.0,7008919600.0,5748801000.0,8976150000.0,7913532400.0,7440466000.0,7591555600.0
