time,CESM2-WACCM,CAMS-CSM1-0,INM-CM5-0,INM-CM4-8,EC-EARTH3,EC-EARTH3-VEG,MRI-ESM2-0,CESM2,BCC-CSM2-MR,FGOALS-F3-L,GFDL-ESM4,MPI-ESM1-2-HR,NORESM2-MM
2012.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0
2013.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0
2014.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0
2015.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0
2016.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0
2017.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0
2018.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0
2019.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0
2020.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0
2021.0,10041483000.0,10040591000.0,10039519000.0,10040490000.0,10038381000.0,10041777000.0,10036822000.0,10041305000.0,10041271000.0,10044717000.0,10040124000.0,10043468000.0,10042976000.0
2022.0,10037608000.0,10035229000.0,10032519000.0,10035364000.0,10029557000.0,10035134000.0,10026136000.0,10032359000.0,10036190000.0,10038115000.0,10033419000.0,10037548000.0,10040039000.0
2023.0,10035774000.0,10029053000.0,10026319000.0,10029656000.0,10021300000.0,10032270000.0,10017913000.0,10027455000.0,10032835000.0,10035524000.0,10029950000.0,10032743000.0,10034493000.0
2024.0,10032108000.0,10021632000.0,10018345000.0,10023127000.0,10011781000.0,10027762000.0,10008871000.0,10023736000.0,10030223000.0,10031206000.0,10025663000.0,10030367000.0,10032674000.0
2025.0,10028447000.0,10014945000.0,10007762000.0,10021238000.0,9999800000.0,10024489000.0,10005464000.0,10017451000.0,10025598000.0,10026496000.0,10019737000.0,10021113000.0,10031120000.0
2026.0,10027196000.0,10001174000.0,10002250000.0,10018360000.0,9984026000.0,10018835000.0,9994935000.0,10012403000.0,10018199000.0,10022943000.0,10015314000.0,10015284000.0,10028709000.0
2027.0,10027692000.0,9981246000.0,9990709000.0,10015382000.0,9967141000.0,10009593000.0,9976117000.0,10006769000.0,10009401000.0,10017367000.0,10014710000.0,10010302000.0,10027333000.0
2028.0,10023164000.0,9967321000.0,9974141000.0,10010844000.0,9957794000.0,9997778000.0,9966655000.0,9992129000.0,9988691000.0,10013634000.0,9998029000.0,9991955000.0,10021482000.0
2029.0,10013450000.0,9939862000.0,9949969000.0,10002703000.0,9935680000.0,9993768000.0,9937754000.0,9984703000.0,9983871000.0,9999116000.0,9990259000.0,9983771000.0,10009328000.0
2030.0,10010754000.0,9917774000.0,9936082000.0,9989334000.0,9914909000.0,9980088000.0,9916414000.0,9962711000.0,9962285000.0,9997101000.0,9973414000.0,9964926000.0,10002937000.0
2031.0,9987720000.0,9894080000.0,9913257000.0,9975604000.0,9896069000.0,9965663000.0,9895174000.0,9947569000.0,9946289000.0,9987005000.0,9968120000.0,9959119000.0,9993713000.0
2032.0,9982715000.0,9859433000.0,9893105000.0,9964423000.0,9879190000.0,9948432000.0,9876380000.0,9937144000.0,9937712000.0,9975597000.0,9954254000.0,9940548000.0,9981976000.0
2033.0,9980905000.0,9832878000.0,9850018000.0,9959282000.0,9850333000.0,9939538000.0,9853188000.0,9923982000.0,9921992000.0,9961889000.0,9951062000.0,9933929000.0,9979616000.0
2034.0,9969193000.0,9804322000.0,9816269000.0,9953934000.0,9822675000.0,9930412000.0,9808496000.0,9905034000.0,9900574000.0,9955658000.0,9941664000.0,9915861000.0,9964426000.0
2035.0,9962756000.0,9758891000.0,9771641000.0,9925655000.0,9782402000.0,9903788000.0,9781003000.0,9896550000.0,9881442000.0,9945777000.0,9918540000.0,9902011000.0,9960748000.0
2036.0,9944183000.0,9727857000.0,9731610000.0,9918666000.0,9749897000.0,9894770000.0,9740031000.0,9889439000.0,9865879000.0,9928632000.0,9913747000.0,9883965000.0,9957060000.0
2037.0,9930678000.0,9701656000.0,9675076000.0,9910181000.0,9710503000.0,9882125000.0,9696545000.0,9874888000.0,9841734000.0,9907929000.0,9907737000.0,9856520000.0,9938016000.0
2038.0,9921537000.0,9661288000.0,9639941000.0,9892224000.0,9672538000.0,9853435000.0,9661520000.0,9858162000.0,9819224000.0,9897605000.0,9898496000.0,9835227000.0,9925164000.0
2039.0,9911928000.0,9612943000.0,9569819000.0,9873938000.0,9633343000.0,9838765000.0,9611491000.0,9827981000.0,9798990000.0,9877083000.0,9878199000.0,9804815000.0,9905270000.0
2040.0,9898110000.0,9581238000.0,9514818000.0,9848319000.0,9580749000.0,9825038000.0,9574437000.0,9810822000.0,9766598000.0,9848494000.0,9863237000.0,9765721000.0,9893940000.0
2041.0,9874387000.0,9532859000.0,9468617000.0,9832394000.0,9540274000.0,9798084000.0,9531876000.0,9779451000.0,9741762000.0,9826628000.0,9844419000.0,9741348000.0,9884597000.0
2042.0,9848176000.0,9502722000.0,9392545000.0,9800184000.0,9492632000.0,9767198000.0,9458321000.0,9753312000.0,9714230000.0,9794093000.0,9804353000.0,9722365000.0,9861740000.0
2043.0,9818672000.0,9455501000.0,9333017000.0,9776814000.0,9412760000.0,9742369000.0,9390915000.0,9740798000.0,9685960000.0,9769535000.0,9788141000.0,9710600000.0,9825401000.0
2044.0,9795995000.0,9407857000.0,9249007000.0,9761679000.0,9339460000.0,9707984000.0,9331929000.0,9713082000.0,9659572000.0,9736879000.0,9774917000.0,9689306000.0,9810741000.0
2045.0,9779083000.0,9352987000.0,9144362000.0,9744348000.0,9248592000.0,9694792000.0,9261548000.0,9689036000.0,9630336000.0,9708468000.0,9758480000.0,9660588000.0,9798245000.0
2046.0,9759849000.0,9283690000.0,9072343000.0,9713351000.0,9177660000.0,9671944000.0,9203963000.0,9681206000.0,9597532000.0,9678748000.0,9733140000.0,9639535000.0,9776785000.0
2047.0,9745419000.0,9194814000.0,8946050000.0,9698161000.0,9104070000.0,9640480000.0,9108179000.0,9668027000.0,9530712000.0,9640967000.0,9716227000.0,9617181000.0,9757002000.0
2048.0,9725204000.0,9132606000.0,8862021000.0,9672163000.0,9008622000.0,9614786000.0,9037305000.0,9644470000.0,9495443000.0,9614669000.0,9684828000.0,9571842000.0,9743836000.0
2049.0,9695927000.0,9041778000.0,8785979000.0,9633048000.0,8915734000.0,9566418000.0,8945241000.0,9625261000.0,9467329000.0,9573658000.0,9663076000.0,9507547000.0,9718110000.0
2050.0,9670259000.0,8952167000.0,8708845000.0,9607904000.0,8769581000.0,9523321000.0,8848703000.0,9605897000.0,9412902000.0,9514409000.0,9639505000.0,9488726000.0,9700467000.0
2051.0,9641764000.0,8874741000.0,8605916000.0,9562722000.0,8698143000.0,9485999000.0,8779632000.0,9582253000.0,9361276000.0,9462947000.0,9614231000.0,9444153000.0,9678069000.0
2052.0,9615885000.0,8734247000.0,8531197400.0,9523826000.0,8577423400.0,9422055000.0,8714922000.0,9551528000.0,9297298000.0,9404127000.0,9593652000.0,9395825000.0,9649038000.0
2053.0,9581953000.0,8651254000.0,8440222700.0,9474060000.0,8520908000.0,9367292000.0,8621655000.0,9506236000.0,9256490000.0,9311609000.0,9546440000.0,9349634000.0,9619168000.0
2054.0,9556880000.0,8525847000.0,8381942000.0,9403520000.0,8396525000.0,9286306000.0,8537603600.0,9483928000.0,9191423000.0,9235022000.0,9503034000.0,9311609000.0,9587914000.0
2055.0,9516305000.0,8454417400.0,8335424500.0,9352038000.0,8322974000.0,9234710000.0,8480308000.0,9457845000.0,9110926000.0,9180806000.0,9447047000.0,9256264000.0,9563272000.0
2056.0,9495895000.0,8351832600.0,8267833000.0,9299582000.0,8241742000.0,9172100000.0,8416528400.0,9420467000.0,9049263000.0,9105327000.0,9410306000.0,9222842000.0,9519545000.0
2057.0,9460966000.0,8274515500.0,8194373000.0,9223710000.0,8151858000.0,9114349000.0,8350187000.0,9375048000.0,8958063000.0,9015080000.0,9352784000.0,9161117000.0,9471420000.0
2058.0,9426476000.0,8200718000.0,8136068600.0,9162285000.0,8061448700.0,9026510000.0,8284805600.0,9342788000.0,8885516000.0,8920975000.0,9317015000.0,9112822000.0,9437286000.0
2059.0,9395326000.0,8113618400.0,8052513000.0,9061289000.0,7987438600.0,8934695000.0,8237125000.0,9334374000.0,8828613000.0,8819023000.0,9255353000.0,9034418000.0,9382561000.0
2060.0,9357190000.0,8019534300.0,7971689000.0,8999252000.0,7886973000.0,8847470000.0,8181230000.0,9286620000.0,8753463000.0,8740470000.0,9192486000.0,8988706000.0,9326910000.0
2061.0,9329123000.0,7904708000.0,7894192600.0,8910354000.0,7816111000.0,8758094000.0,8101538000.0,9246159000.0,8672265000.0,8667018000.0,9130084000.0,8925874000.0,9297005000.0
2062.0,9285459000.0,7826673700.0,7821109000.0,8855487000.0,7714363000.0,8674825000.0,8041668600.0,9204704000.0,8617445000.0,8595270000.0,9075210000.0,8865938000.0,9243189000.0
2063.0,9230823000.0,7763872300.0,7755138000.0,8791996000.0,7599064000.0,8617417000.0,7976093700.0,9180277000.0,8541098000.0,8525867500.0,8981434000.0,8798179000.0,9192983000.0
2064.0,9198414000.0,7688493000.0,7676296700.0,8691774000.0,7513543000.0,8512609300.0,7910586400.0,9150276000.0,8498362400.0,8455559700.0,8893263000.0,8732675000.0,9143894000.0
2065.0,9147034000.0,7656824000.0,7584540700.0,8633319000.0,7402665000.0,8432339500.0,7813970000.0,9097193000.0,8457727000.0,8365275000.0,8834081000.0,8658699000.0,9090076000.0
2066.0,9102439000.0,7593472000.0,7490549000.0,8557435400.0,7290236400.0,8354491400.0,7725475300.0,9057908000.0,8405896700.0,8317136000.0,8751945000.0,8620178000.0,9023466000.0
2067.0,9042147000.0,7537207300.0,7437737500.0,8486223400.0,7201707500.0,8287467000.0,7688384000.0,9031470000.0,8348937000.0,8248457700.0,8706327000.0,8564314000.0,8955194000.0
2068.0,9011832000.0,7437476000.0,7380665300.0,8389017600.0,7138692000.0,8195554300.0,7604334000.0,9012927000.0,8309681000.0,8209783000.0,8629914000.0,8515921000.0,8916518000.0
2069.0,8946098000.0,7366937000.0,7312630300.0,8309674500.0,7037397500.0,8118900700.0,7543363600.0,8982460000.0,8266297000.0,8142924000.0,8570992600.0,8479176000.0,8838217000.0
2070.0,8897245000.0,7297996300.0,7279028000.0,8253307000.0,6918174700.0,8007661600.0,7459626500.0,8929359000.0,8194893000.0,8056404000.0,8514545000.0,8429310500.0,8786145000.0
2071.0,8849420000.0,7199304000.0,7247332400.0,8146833400.0,6740827600.0,7942227000.0,7412632600.0,8879406000.0,8145711000.0,7991618600.0,8483017000.0,8356998000.0,8712148000.0
2072.0,8774772000.0,7140134400.0,7181403000.0,8096285700.0,6623278000.0,7848980000.0,7359091000.0,8831416000.0,8091222000.0,7902164000.0,8394692600.0,8303345700.0,8663365000.0
2073.0,8747491000.0,7096433700.0,7136270300.0,8006689300.0,6542115000.0,7747755000.0,7281954300.0,8790957000.0,8047834000.0,7807748000.0,8329913300.0,8279593000.0,8639517000.0
2074.0,8714489000.0,7037307400.0,7056924000.0,7938955300.0,6439847400.0,7664007000.0,7245623300.0,8762245000.0,7933900300.0,7714574000.0,8284627000.0,8214094300.0,8566969000.0
2075.0,8670633000.0,6998673400.0,7025109500.0,7883499500.0,6361430500.0,7569993000.0,7137238000.0,8753990000.0,7881083400.0,7621137000.0,8213628000.0,8173919700.0,8537650700.0
2076.0,8627632000.0,6873778000.0,6957219300.0,7779321000.0,6245546500.0,7509240300.0,7094696400.0,8733890000.0,7776896000.0,7498008000.0,8156841500.0,8120742400.0,8482979300.0
2077.0,8573992000.0,6834779000.0,6923779000.0,7745094700.0,6181919000.0,7386117600.0,7027523000.0,8701822000.0,7682987000.0,7426063000.0,8089130000.0,8093788700.0,8429113300.0
2078.0,8537700000.0,6773510000.0,6849193000.0,7684559000.0,6060492000.0,7287823400.0,6959250400.0,8665650000.0,7629858000.0,7362769400.0,8024729000.0,8039867400.0,8399175000.0
2079.0,8493280000.0,6740964400.0,6797055000.0,7638635500.0,5929071600.0,7157530000.0,6915122700.0,8640931000.0,7608699000.0,7275092500.0,7960903700.0,7986400000.0,8361709600.0
2080.0,8474881500.0,6670742000.0,6733190700.0,7592123000.0,5810942000.0,7073985000.0,6860066000.0,8596515000.0,7510803000.0,7209158700.0,7892535300.0,7931751000.0,8319600600.0
2081.0,8409691000.0,6626623000.0,6694907000.0,7535955000.0,5683933700.0,6907242000.0,6817483000.0,8564771000.0,7429336000.0,7130658000.0,7835077000.0,7884984000.0,8280495000.0
2082.0,8367689700.0,6565724000.0,6646394400.0,7469154000.0,5564493000.0,6821959000.0,6781106700.0,8550874000.0,7384903700.0,7020053000.0,7762601000.0,7850665000.0,8243284500.0
2083.0,8330221600.0,6524158000.0,6588068000.0,7408121000.0,5468723700.0,6690651600.0,6728044000.0,8533505500.0,7318275600.0,6899662000.0,7678107600.0,7800354300.0,8186454000.0
2084.0,8291320000.0,6476595700.0,6504120000.0,7316106000.0,5373646300.0,6544498000.0,6682091500.0,8475974000.0,7241739000.0,6806125600.0,7607410000.0,7767641600.0,8137432600.0
2085.0,8233805300.0,6423323600.0,6470296000.0,7251327500.0,5277547500.0,6427701000.0,6646092000.0,8439825000.0,7171662300.0,6739831300.0,7540984300.0,7700318000.0,8081658400.0
2086.0,8182827000.0,6354121700.0,6406630000.0,7184205000.0,5208550000.0,6288303000.0,6586810400.0,8429391000.0,7125742000.0,6647548000.0,7464711000.0,7665671700.0,8034339300.0
2087.0,8115158000.0,6301234700.0,6328799000.0,7152826000.0,5062603300.0,6130589000.0,6538825700.0,8402574000.0,7043639000.0,6601938400.0,7395238000.0,7577474600.0,7964301300.0
2088.0,8060722000.0,6274857500.0,6264076300.0,7042210300.0,4968144000.0,5987844600.0,6502630400.0,8361065000.0,6970467300.0,6538178000.0,7330153500.0,7526864400.0,7898529000.0
2089.0,8006954000.0,6191403000.0,6222162000.0,6985338000.0,4871248400.0,5853591000.0,6475591700.0,8330320400.0,6928991000.0,6452808700.0,7286510000.0,7467011600.0,7843337000.0
2090.0,7968690700.0,6103190000.0,6189868500.0,6924280000.0,4764029400.0,5717063000.0,6424880600.0,8283612000.0,6847611400.0,6387940400.0,7179201500.0,7410783700.0,7798483000.0
2091.0,7915125000.0,5995741000.0,6112996400.0,6868241000.0,4617677300.0,5575180300.0,6378328600.0,8245605400.0,6790752000.0,6236560400.0,7134652400.0,7331250700.0,7727612400.0
2092.0,7873315300.0,5931007000.0,6043197400.0,6750829000.0,4554059000.0,5467994600.0,6324684300.0,8207585000.0,6738878500.0,6153717000.0,7086434000.0,7291888000.0,7639378000.0
2093.0,7870201300.0,5872563700.0,5959240700.0,6654023000.0,4451202000.0,5340451000.0,6292280300.0,8163202600.0,6695727600.0,6045704700.0,7026157600.0,7254141400.0,7592015400.0
2094.0,7811654000.0,5810405000.0,5911801300.0,6602466300.0,4345082400.0,5225775000.0,6259916000.0,8129423400.0,6605867500.0,5903267300.0,6966180400.0,7175682600.0,7519186400.0
2095.0,7743262000.0,5706413600.0,5853822000.0,6524122000.0,4261183500.0,5108003300.0,6187259400.0,8076814000.0,6578385000.0,5826538000.0,6861184000.0,7135041500.0,7486557000.0
2096.0,7677174300.0,5636186000.0,5780195300.0,6438525400.0,4193608400.0,4976297000.0,6136307000.0,8020464000.0,6507478000.0,5740808000.0,6786429400.0,7082081300.0,7413328000.0
2097.0,7659503000.0,5578020400.0,5728810500.0,6381854700.0,4108777700.0,4863810600.0,6106773500.0,7995875000.0,6438254000.0,5656886300.0,6734845400.0,7031531500.0,7350526000.0
2098.0,7601987000.0,5507239400.0,5667951000.0,6302035000.0,4020895000.0,4729635300.0,6048004000.0,7965516000.0,6376439000.0,5542003000.0,6661381600.0,6966771700.0,7288998000.0
2099.0,7553169400.0,5439045000.0,5624861700.0,6213066000.0,3910649000.0,4609406000.0,6012312000.0,7909067000.0,6306633000.0,5447584300.0,6589058600.0,6907606000.0,7194390000.0
2100.0,7508199000.0,5327596000.0,5563141000.0,6150565400.0,3798711000.0,4502454000.0,5969289700.0,7876616000.0,6257352700.0,5362671600.0,6501553700.0,6861655600.0,7110179000.0
