time,ACCESS-ESM1-5,EC-EARTH3-VEG,EC-EARTH3,ACCESS-CM2,INM-CM5-0,INM-CM4-8,IPSL-CM6A-LR,NORESM2-MM,CESM2-WACCM,CAMS-CSM1-0,MPI-ESM1-2-HR,FGOALS-F3-L,BCC-CSM2-MR,CANESM5,MRI-ESM2-0,GFDL-ESM4,CESM2
2016.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0,2018736300.0
2017.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0,2007848400.0
2018.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0,1988766700.0
2019.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0,1962724000.0
2020.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0,1947496000.0
2021.0,1915958400.0,1926201600.0,1917811100.0,1931939200.0,1932350100.0,1925060700.0,1930919200.0,1894276400.0,1920205000.0,2009547800.0,1906160500.0,1923142900.0,1930562200.0,1956362200.0,1932358300.0,1941114400.0,1929046000.0
2022.0,1894323000.0,1884419800.0,1895387400.0,1909577600.0,1976366600.0,1901388700.0,1894165400.0,1856655200.0,1992356000.0,1919287300.0,1878074500.0,1884690400.0,1910009000.0,1899380400.0,1895410300.0,1909905200.0,1970225000.0
2023.0,1840235600.0,1921031400.0,1863064000.0,1871563400.0,1898847200.0,1879614200.0,1856939300.0,1791198300.0,1912169600.0,1889842600.0,1845822000.0,1908492000.0,1898597500.0,1894681200.0,1860659800.0,1883139100.0,1871379000.0
2024.0,1816860800.0,1859833100.0,1817701400.0,1832859300.0,1870761000.0,1838688800.0,1829679500.0,1761842200.0,1881906300.0,1861809400.0,1807791000.0,1836776700.0,1857853300.0,1837347200.0,1806550100.0,1838786800.0,1840503400.0
2025.0,1981860200.0,1895656600.0,1770940900.0,1770977800.0,1837883500.0,1830452600.0,1804338400.0,1731513100.0,1876104400.0,1838144300.0,1787951700.0,1792272900.0,1860461800.0,1816913800.0,1764128000.0,1776867800.0,1865484000.0
2026.0,1851599200.0,1785358600.0,1758968600.0,1717919500.0,1794268400.0,1878209800.0,1810519400.0,1684867100.0,1846028300.0,1799492400.0,1735451300.0,1742265500.0,1800694300.0,1768651300.0,1730713900.0,1739984900.0,1814813800.0
2027.0,1855101300.0,1762872000.0,1671695000.0,1675796500.0,1744943200.0,1864235300.0,1770488800.0,1658231300.0,1820176100.0,1807358100.0,1697144600.0,1698559500.0,1774055000.0,1738450400.0,1680208900.0,1712292200.0,1774356400.0
2028.0,1799136600.0,1697969000.0,1672442600.0,1642281900.0,1722284300.0,1770863500.0,1734241300.0,1645082800.0,1902100400.0,1774065700.0,1693294700.0,1674024400.0,1725216500.0,1689112800.0,1648406700.0,1668752900.0,1747762000.0
2029.0,1781449600.0,1673736600.0,1649442200.0,1601050400.0,1721666700.0,1738855400.0,1682121100.0,1603151100.0,1830578800.0,1840994300.0,1705222000.0,1634868900.0,1699726700.0,1647271700.0,1575906700.0,1631159000.0,1988603500.0
2030.0,1713740200.0,1647791600.0,1759238500.0,1518040700.0,1665203500.0,1731439600.0,1684141800.0,1581346200.0,1869492000.0,2378670600.0,1631537200.0,1571653600.0,1663634700.0,1591263700.0,1527207400.0,1581216000.0,1692806700.0
2031.0,1675756000.0,1587638500.0,1644990800.0,1439297200.0,1618416100.0,1666401300.0,1630137700.0,1619771800.0,1751217400.0,1829171600.0,1744482300.0,1726757200.0,1625066400.0,1541984500.0,1449204700.0,1526996000.0,1649783900.0
2032.0,1634905500.0,1557240600.0,1557932900.0,1390938400.0,1573049500.0,1641821300.0,1604561700.0,1515854200.0,1732263300.0,1764173800.0,1689011300.0,1630390400.0,1601018600.0,1624436700.0,1386496500.0,1486305800.0,1606609400.0
2033.0,1630819000.0,1491321500.0,1515001000.0,1346761600.0,1519553000.0,1652561200.0,1576428500.0,1454751900.0,1698638300.0,1734112600.0,1650424700.0,1548201300.0,1582655500.0,1515320300.0,1345045400.0,1445699500.0,1572729700.0
2034.0,1559646000.0,1489911200.0,1463170200.0,1297350900.0,1477491600.0,1587772800.0,1522950000.0,1445871600.0,1657792900.0,1709700600.0,1649965300.0,1479220600.0,1521277600.0,1434562600.0,1293701200.0,1416660200.0,1532301200.0
2035.0,1496789500.0,1622654800.0,1436191600.0,1238403600.0,1445521300.0,1550856300.0,1451869400.0,1400374800.0,1608019000.0,1677539200.0,1594845400.0,1465843300.0,1471095300.0,1411894800.0,1257432000.0,1409857400.0,1460162700.0
2036.0,1494443600.0,1446197600.0,1388627700.0,1163985200.0,1399208600.0,1487761000.0,1379549700.0,1543771500.0,1568899600.0,1635359400.0,1542319900.0,1921344500.0,1416954500.0,1380978700.0,1199368000.0,1315422200.0,1419732200.0
2037.0,1423057700.0,1407453300.0,1349319400.0,1127249200.0,1320107300.0,1571672200.0,1349494300.0,1342975400.0,1546466300.0,1624007800.0,1490535300.0,1497412200.0,1390150500.0,1308812200.0,1150293000.0,1267869700.0,1355557800.0
2038.0,1375902600.0,1353750500.0,1292943900.0,1085411800.0,1258874600.0,1439247900.0,1310679800.0,1303324200.0,1531897500.0,1566304500.0,1449391900.0,1408280000.0,1441688400.0,1257654400.0,1113025400.0,1234929800.0,1317129900.0
2039.0,1332367200.0,1336793200.0,1236824300.0,1031826050.0,1198108900.0,1432276900.0,1272130700.0,1275952800.0,1484956700.0,1518720500.0,1400980600.0,1415022200.0,1385446700.0,1208609300.0,1066334500.0,1198798500.0,1266086000.0
2040.0,1264043800.0,1297505500.0,1202359600.0,1005469440.0,1157111700.0,1362922400.0,1226908200.0,1222054900.0,1449770000.0,1541403600.0,1370620500.0,1348190800.0,1322538600.0,1154406100.0,1020212600.0,1161171500.0,1230662700.0
2041.0,1192922500.0,1283015400.0,1148795800.0,957652540.0,1109905500.0,1341350400.0,1198679700.0,1202384500.0,1419861900.0,1507973800.0,1330671400.0,1318078700.0,1322980100.0,1156753200.0,989107700.0,1127120500.0,1226030500.0
2042.0,1152685600.0,1223037300.0,1099935500.0,913969800.0,1072752200.0,1303227600.0,1195210200.0,1256777600.0,1392894500.0,1455531100.0,1308532100.0,1287497200.0,1282874500.0,1091353300.0,964503000.0,1083258800.0,1188807600.0
2043.0,1113574000.0,1215798800.0,1080623200.0,871198140.0,1035159500.0,1274050600.0,1151620900.0,1155138600.0,1360160400.0,1477733000.0,1244958200.0,1299193200.0,1256285300.0,1058248260.0,976843700.0,1059066700.0,1111537200.0
2044.0,1088705700.0,1173135700.0,1020562300.0,834253900.0,1111789300.0,1236462200.0,1118130300.0,1132066600.0,1407552800.0,1423101400.0,1188415000.0,1236862600.0,1214603100.0,1036577400.0,923317400.0,1061391000.0,1082261500.0
2045.0,1005661700.0,1162981200.0,965752260.0,810223800.0,1047128600.0,1203513300.0,1088859500.0,1082186000.0,1301120600.0,1423419100.0,1159669900.0,1214804900.0,1189403100.0,992891460.0,886690900.0,1019050100.0,1036030700.0
2046.0,974059650.0,1132010600.0,910002600.0,820173600.0,997491650.0,1152435100.0,1056406660.0,1059339100.0,1348045600.0,1393931100.0,1127962200.0,1184133800.0,1154974000.0,960340030.0,857803650.0,1045274500.0,980486600.0
2047.0,1013156600.0,1096535300.0,896819800.0,773216200.0,1060978750.0,1095604500.0,1012711230.0,1026831800.0,1261096100.0,1370038400.0,1076771100.0,1161593600.0,1162434600.0,925181300.0,831821700.0,993887940.0,936579700.0
2048.0,1026315800.0,1123800000.0,858008800.0,750394400.0,956905340.0,1097359200.0,990770560.0,984670660.0,1301975900.0,1492583700.0,1072901900.0,1128258300.0,1098814000.0,887736640.0,819569800.0,951741630.0,905384100.0
2049.0,958007100.0,1068647700.0,821768960.0,729230900.0,928717950.0,1053465900.0,947295800.0,974777340.0,1212734200.0,1344705500.0,1035383900.0,1110875000.0,1074848900.0,849447200.0,780843260.0,918071400.0,865466300.0
2050.0,897036300.0,1039781600.0,780446300.0,703393600.0,978130900.0,1024628200.0,908473500.0,955639100.0,1192970900.0,1800803500.0,1007943040.0,1078486500.0,1042994370.0,822721700.0,767039700.0,892515600.0,840900700.0
2051.0,875035650.0,1015266300.0,753280800.0,703739650.0,927446140.0,983782460.0,854297800.0,938613400.0,1150025300.0,1376442600.0,1017127500.0,1054532300.0,994563200.0,794607900.0,729057860.0,1016830900.0,837490370.0
2052.0,841473340.0,985760830.0,717727360.0,684181570.0,856969200.0,950621950.0,830572000.0,898976500.0,1134748900.0,1296776100.0,1007260400.0,1030138100.0,962749400.0,762543900.0,711391040.0,875797950.0,783512700.0
2053.0,809254700.0,969735550.0,712416200.0,667108400.0,927836860.0,950460160.0,842663550.0,874552450.0,1105609700.0,1428989000.0,983021900.0,1011383230.0,929572200.0,752917100.0,695590300.0,862129860.0,816897340.0
2054.0,760817150.0,957614900.0,682500700.0,708351800.0,822069700.0,958229570.0,777078140.0,847839200.0,1133283700.0,1307556000.0,955757760.0,989841500.0,1097128100.0,710684300.0,667601150.0,850299800.0,740500350.0
2055.0,764829200.0,957531970.0,653930240.0,672930100.0,805846200.0,918210750.0,747739000.0,826341900.0,1085021300.0,1281496700.0,915685760.0,964647000.0,946197800.0,685184800.0,645565100.0,990284600.0,834862300.0
2056.0,734120200.0,918260030.0,708525000.0,620534340.0,812358600.0,890676900.0,718451140.0,804827000.0,1016631800.0,1258529000.0,890488900.0,949195200.0,978727800.0,679967200.0,616563000.0,887938370.0,762135900.0
2057.0,691066800.0,904638140.0,655868860.0,596433150.0,769243100.0,989118100.0,705402300.0,813236900.0,992107000.0,1283275500.0,878307500.0,928056200.0,893110660.0,648959700.0,592866900.0,857235200.0,685122800.0
2058.0,664375500.0,910526400.0,652105500.0,562239300.0,1356996100.0,895497700.0,685333440.0,784346300.0,943583900.0,1840758100.0,844423800.0,900269400.0,861378700.0,638682560.0,582839500.0,836695360.0,656509760.0
2059.0,651363100.0,875181060.0,615263000.0,544005900.0,747692600.0,835902900.0,673370800.0,759771840.0,930154000.0,1374091300.0,820573300.0,883931500.0,937607900.0,618697540.0,590001200.0,808793660.0,634347400.0
2060.0,621925600.0,868911170.0,593805950.0,529075360.0,730109900.0,809774500.0,674658900.0,727883840.0,901112260.0,1389308400.0,895947140.0,890033500.0,847536060.0,595855360.0,552409300.0,779438500.0,602773900.0
2061.0,598018800.0,843616100.0,578758850.0,555728500.0,907576600.0,895850500.0,638029250.0,735513700.0,878635300.0,1287082900.0,784171840.0,855069700.0,826994400.0,564830660.0,538953300.0,767194000.0,581309100.0
2062.0,614880500.0,962770560.0,555442700.0,502897900.0,684627300.0,846513340.0,612176450.0,699237600.0,859007940.0,1241260900.0,781468200.0,856961900.0,820739840.0,559853400.0,521898430.0,745242500.0,586507000.0
2063.0,586054900.0,875532300.0,542105340.0,486477060.0,840829950.0,752245440.0,618342700.0,682149300.0,948696260.0,1208921700.0,763564350.0,818181250.0,818830660.0,559506900.0,551929660.0,721191300.0,670852600.0
2064.0,563812160.0,829609400.0,522283300.0,490139040.0,745385150.0,726231000.0,591492600.0,658964030.0,830288100.0,1188106200.0,741960500.0,778339600.0,800418700.0,532292900.0,508566000.0,743358200.0,773061250.0
2065.0,549735940.0,808113860.0,495590880.0,475687600.0,672908700.0,719778560.0,569678100.0,643716000.0,811739500.0,1315517000.0,729534100.0,743661500.0,842601540.0,513634240.0,484234300.0,729780100.0,551782850.0
2066.0,542846000.0,796990800.0,515205950.0,459664640.0,664804700.0,698449200.0,635447000.0,616495100.0,792168300.0,1181620500.0,759039900.0,717358800.0,773269400.0,499734140.0,469394000.0,791000500.0,521653900.0
2067.0,560558100.0,795767500.0,533291970.0,448701540.0,769184800.0,687377700.0,564000800.0,600083700.0,811464800.0,1167410400.0,703265800.0,688131300.0,768986940.0,491545440.0,456746050.0,698733200.0,510754900.0
2068.0,518294980.0,774980400.0,470976540.0,439732000.0,974576000.0,649599800.0,538891400.0,586343360.0,769302600.0,1163905400.0,682323500.0,671786900.0,739823940.0,499178980.0,448453150.0,682095900.0,501834080.0
2069.0,501087140.0,768282050.0,457024400.0,430147460.0,711731800.0,893108000.0,524787970.0,561509400.0,755450600.0,1149198000.0,662160900.0,661370100.0,718991940.0,479786400.0,431533380.0,672060860.0,483109820.0
2070.0,489788100.0,751862140.0,448973660.0,430711040.0,678399300.0,741128600.0,506076800.0,556102660.0,728251300.0,1633584600.0,848036540.0,636608100.0,698844100.0,478615800.0,425855260.0,655203600.0,469575400.0
2071.0,478976480.0,743158400.0,437305440.0,417051800.0,638302300.0,653278500.0,497517820.0,539343700.0,703055360.0,1202822000.0,705325300.0,619286200.0,684206600.0,462357820.0,412982460.0,635153540.0,475109340.0
2072.0,471405900.0,740599360.0,429965860.0,414130600.0,794053700.0,682890900.0,499224740.0,523879330.0,678825800.0,1125551900.0,726239700.0,604596100.0,674127170.0,454021380.0,447736770.0,626247000.0,455376830.0
2073.0,449436930.0,789177100.0,412543100.0,407684540.0,648792770.0,603162240.0,470807650.0,513083170.0,653700540.0,1456706300.0,776786400.0,602219600.0,663976300.0,445996400.0,574775550.0,683433540.0,447712060.0
2074.0,581181100.0,741844540.0,630146500.0,398742370.0,632656260.0,1003365800.0,454337600.0,484185760.0,725046340.0,1125701000.0,669290050.0,578356700.0,699503360.0,508888130.0,450393400.0,648980860.0,455061250.0
2075.0,448708800.0,717498430.0,427621220.0,391359680.0,617678400.0,596180540.0,439231550.0,469288220.0,648074750.0,1152649300.0,684513340.0,574505150.0,644211500.0,482104300.0,507211200.0,613732350.0,435162700.0
2076.0,448960130.0,699087000.0,401855230.0,388144900.0,1217919000.0,565989200.0,469544420.0,458655840.0,617697400.0,1108945400.0,647133300.0,569363700.0,636530370.0,446697950.0,404546600.0,607007170.0,430920220.0
2077.0,462557540.0,691952400.0,458353600.0,497404960.0,1170942000.0,563655740.0,430598460.0,447755600.0,719905800.0,1101954000.0,775341600.0,579173760.0,615622850.0,451799840.0,425525060.0,609740000.0,420638940.0
2078.0,482247000.0,708840300.0,454627200.0,375093470.0,791355700.0,543630850.0,421215230.0,536965500.0,664581700.0,1092475100.0,792311500.0,557177400.0,654160600.0,451690400.0,401456130.0,596900100.0,425660830.0
2079.0,422825920.0,679466560.0,404516450.0,367538850.0,924994000.0,544953100.0,414447140.0,433914340.0,618709760.0,1175114800.0,1544274400.0,553301440.0,610005700.0,448838200.0,388165440.0,590817600.0,413915740.0
2080.0,412939970.0,668116860.0,394936860.0,359570340.0,673979260.0,570868030.0,411425730.0,425597900.0,614908160.0,1267969800.0,1328830100.0,543497700.0,591292740.0,427680420.0,394418270.0,582859460.0,405507740.0
2081.0,403181820.0,737347100.0,388325540.0,351332350.0,633985340.0,546378500.0,404978560.0,485236220.0,582966100.0,1117169500.0,1273292400.0,531177820.0,589040500.0,418738180.0,406365660.0,588332350.0,398341730.0
2082.0,400445980.0,660365760.0,380365400.0,349936350.0,629304600.0,524471500.0,418742140.0,425468480.0,559875900.0,1078652300.0,922074400.0,775748300.0,582446460.0,413672580.0,398944600.0,1093795500.0,405739800.0
2083.0,391994460.0,646243500.0,734519550.0,344175740.0,627975200.0,513420900.0,411821700.0,408777730.0,753813700.0,1078761500.0,804441150.0,517395040.0,611959040.0,423442560.0,386343550.0,585404000.0,386779400.0
2084.0,386677540.0,650819700.0,521143580.0,338206000.0,938128260.0,500034850.0,394783300.0,465441150.0,570138200.0,1067083840.0,768113600.0,507812480.0,568530750.0,411246700.0,434491800.0,1166300800.0,384267520.0
2085.0,380959680.0,627701000.0,596399360.0,337285570.0,639039000.0,512661630.0,385018080.0,392492400.0,548885060.0,1055723650.0,792687200.0,528326980.0,555159100.0,422754750.0,381259420.0,718564200.0,386189800.0
2086.0,528369120.0,643842500.0,529286180.0,339542100.0,821621950.0,497036960.0,379602980.0,531823400.0,616453760.0,1049951170.0,842642700.0,522320400.0,543436160.0,418693060.0,376232480.0,602535800.0,377588740.0
2087.0,373666530.0,649655550.0,407199420.0,373759680.0,620413100.0,1060714700.0,373131970.0,382249250.0,551398600.0,1037377900.0,735217540.0,502656700.0,536535000.0,407546800.0,423438700.0,591698240.0,725727800.0
2088.0,400855300.0,626028100.0,401040640.0,352678400.0,620519800.0,591382100.0,364433180.0,395325800.0,619315300.0,1028488060.0,749146100.0,508282620.0,534705500.0,620782300.0,422959100.0,808610400.0,436907140.0
2089.0,370591140.0,616895900.0,456778500.0,361469380.0,620587700.0,535417380.0,359076830.0,385362430.0,538081800.0,1028150460.0,722562100.0,498733950.0,543501760.0,409378140.0,398759300.0,633123000.0,382074270.0
2090.0,360866460.0,607953660.0,408806530.0,332453120.0,607432900.0,689909300.0,355938900.0,375036500.0,729805600.0,1023546560.0,719346300.0,496746530.0,545940200.0,403169730.0,482912060.0,568662850.0,364057020.0
2091.0,354866500.0,601680830.0,389337400.0,325694820.0,621176640.0,576965200.0,381453280.0,367746300.0,544965440.0,1030110140.0,1063873200.0,484575460.0,522952740.0,404680480.0,423514180.0,585089540.0,372461020.0
2092.0,616643460.0,591926600.0,408804380.0,323071100.0,681504300.0,534216800.0,356202080.0,378470100.0,583543360.0,1137791200.0,1203768000.0,480890700.0,539426100.0,398654530.0,385773570.0,579230140.0,359083330.0
2093.0,344517300.0,603748600.0,400527520.0,320525400.0,620274200.0,512936800.0,368470750.0,361812380.0,531781000.0,1133501200.0,901863040.0,479136000.0,524776640.0,395714530.0,475810020.0,619639940.0,355906700.0
2094.0,346547460.0,578304700.0,550288260.0,311615520.0,607756350.0,600423740.0,376189020.0,348398980.0,649044300.0,1272633900.0,805096700.0,615862700.0,507486560.0,398125630.0,457645820.0,597903200.0,606418400.0
2095.0,337003600.0,802807400.0,391886940.0,316962240.0,602642050.0,515872200.0,360793100.0,344065540.0,598410800.0,1223850200.0,821257700.0,504464540.0,505744800.0,389113820.0,424989000.0,588824450.0,356664420.0
2096.0,331265800.0,575001660.0,394872320.0,315894850.0,599112640.0,507403900.0,359804640.0,338112670.0,724785500.0,1018687550.0,761423170.0,482500600.0,496994780.0,471097120.0,558338400.0,698769900.0,348066240.0
2097.0,331711600.0,574471200.0,394703870.0,303283520.0,587665800.0,521498620.0,343573500.0,336233920.0,542627650.0,1047829950.0,755272400.0,488636480.0,487969820.0,605240260.0,419411620.0,572380540.0,614000300.0
2098.0,324942600.0,561958600.0,422727580.0,298407700.0,915799360.0,535576420.0,335930780.0,334276300.0,526166140.0,1004465900.0,765007170.0,550632450.0,484792100.0,427236480.0,394225860.0,570150000.0,416111170.0
2099.0,315554780.0,550821400.0,557512450.0,296595070.0,590135040.0,648184000.0,343584640.0,333633700.0,520487070.0,984781440.0,722899650.0,700574100.0,484823000.0,404186880.0,389837920.0,606598340.0,360948030.0
2100.0,314507600.0,544334400.0,507459100.0,294019200.0,673576640.0,516557730.0,359956350.0,535595940.0,518100200.0,971556350.0,737518200.0,541588350.0,469986080.0,597293500.0,384318500.0,902930500.0,556110340.0
