time,GFDL-ESM4,MRI-ESM2-0,CESM2-WACCM,INM-CM5-0,EC-EARTH3,EC-EARTH3-VEG,NORESM2-MM,INM-CM4-8,FGOALS-F3-L,CMCC-CM2-SR5,BCC-CSM2-MR,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2
2022.0,52378763000.0,54837410000.0,53760647000.0,53767463000.0,51810267000.0,53958857000.0,54429310000.0,54072640000.0,52903590000.0,53438276000.0,58295685000.0,56051122000.0,56029835000.0,55387270000.0
2023.0,52041760000.0,55790500000.0,53560580000.0,52321825000.0,52700815000.0,53386020000.0,53633855000.0,53621686000.0,53164310000.0,54484988000.0,56406192000.0,54292718000.0,55197573000.0,54449988000.0
2024.0,52587237000.0,56104403000.0,52161147000.0,53332427000.0,51680653000.0,51958776000.0,52220900000.0,53465113000.0,53146450000.0,55317920000.0,54481027000.0,53089583000.0,53925077000.0,52706267000.0
2025.0,51205026000.0,55401505000.0,51976737000.0,53990350000.0,51031273000.0,51379347000.0,52839950000.0,53831880000.0,51542667000.0,53433020000.0,52965835000.0,53750747000.0,53711774000.0,53215515000.0
2026.0,51343440000.0,53834748000.0,50939170000.0,54396355000.0,51464980000.0,50708173000.0,50013310000.0,54091702000.0,50410310000.0,52207430000.0,51713350000.0,53001175000.0,51825345000.0,52947800000.0
2027.0,52073240000.0,54045377000.0,49877213000.0,53176720000.0,51070382000.0,49137816000.0,48881720000.0,53532893000.0,48734044000.0,50832593000.0,51716030000.0,51403735000.0,51288326000.0,52463430000.0
2028.0,51786043000.0,53897097000.0,49146020000.0,52490760000.0,50787490000.0,47387700000.0,48649794000.0,53577466000.0,46944834000.0,50197050000.0,49919975000.0,48678207000.0,50253734000.0,52419346000.0
2029.0,50935720000.0,52673135000.0,49916105000.0,51702596000.0,49488654000.0,47590703000.0,47284170000.0,53333380000.0,45517308000.0,49695350000.0,49170903000.0,47801856000.0,50935374000.0,51369206000.0
2030.0,50598710000.0,52289260000.0,51556643000.0,49760710000.0,48151716000.0,45964310000.0,45965754000.0,51899040000.0,43947524000.0,48494470000.0,48377890000.0,47417200000.0,50573100000.0,50051120000.0
2031.0,50358620000.0,51956660000.0,50472190000.0,49481870000.0,46403170000.0,45867390000.0,44881875000.0,51314176000.0,42455097000.0,47925764000.0,48364945000.0,46818290000.0,51446157000.0,48560034000.0
2032.0,49979294000.0,50983313000.0,49567930000.0,47900488000.0,46269550000.0,44284527000.0,43766473000.0,50472133000.0,41864598000.0,46458974000.0,47468417000.0,45564990000.0,51853664000.0,48277650000.0
2033.0,49808302000.0,50353280000.0,48190747000.0,46445797000.0,46671843000.0,43430470000.0,42668827000.0,49970650000.0,40606010000.0,45382607000.0,46241710000.0,44424753000.0,51843723000.0,47184300000.0
2034.0,49578336000.0,49222970000.0,46579847000.0,45747640000.0,45821247000.0,44276564000.0,41705750000.0,49474363000.0,39815594000.0,45037232000.0,44673688000.0,42994290000.0,52512014000.0,45993173000.0
2035.0,49208193000.0,49388487000.0,46760170000.0,45001830000.0,44272935000.0,44183314000.0,39900150000.0,48569840000.0,38578397000.0,44993827000.0,43435970000.0,43364622000.0,52756455000.0,45556904000.0
2036.0,49483760000.0,48604970000.0,46628770000.0,45094460000.0,45635703000.0,42603196000.0,39683970000.0,48757940000.0,37419930000.0,43826377000.0,43016827000.0,42796760000.0,52427338000.0,44420035000.0
2037.0,50308485000.0,47617073000.0,45609880000.0,44521920000.0,44778643000.0,40238264000.0,39541750000.0,48665520000.0,36724500000.0,42984180000.0,42199360000.0,43038736000.0,51743666000.0,43506676000.0
2038.0,50359440000.0,49439390000.0,45011340000.0,44105196000.0,43408220000.0,38740468000.0,39714034000.0,49127825000.0,35462836000.0,42787287000.0,42802766000.0,42406285000.0,49918700000.0,42341323000.0
2039.0,50807878000.0,49390310000.0,44400080000.0,43392463000.0,43245480000.0,37250654000.0,40547308000.0,49429640000.0,35205920000.0,42038280000.0,42090400000.0,42279850000.0,48362250000.0,41118730000.0
2040.0,50518413000.0,49246527000.0,42903114000.0,41886904000.0,42249437000.0,36638430000.0,39638190000.0,49388212000.0,35327130000.0,41534960000.0,41198055000.0,41405907000.0,45886370000.0,39870910000.0
2041.0,50600243000.0,48845540000.0,42544640000.0,41835078000.0,41140760000.0,36417040000.0,39472510000.0,48377143000.0,34566607000.0,41381680000.0,40344875000.0,40128025000.0,45266838000.0,38347600000.0
2042.0,49263174000.0,48441590000.0,42053415000.0,41906030000.0,41070790000.0,35351730000.0,38810493000.0,48407523000.0,34749506000.0,41392380000.0,39068540000.0,39654290000.0,43935520000.0,37508350000.0
2043.0,48485556000.0,48395887000.0,41800962000.0,41795470000.0,41519944000.0,34187092000.0,38036476000.0,48340107000.0,34172318000.0,40140374000.0,38608617000.0,38096660000.0,42886402000.0,36603294000.0
2044.0,47956124000.0,48085140000.0,40795197000.0,41699734000.0,39542880000.0,33671868000.0,39101542000.0,48158073000.0,33693487000.0,39681270000.0,36927710000.0,35672044000.0,42428310000.0,36456030000.0
2045.0,46667690000.0,47524550000.0,40377704000.0,41601410000.0,37859983000.0,34401542000.0,38291706000.0,47197786000.0,32966365000.0,39576793000.0,36900983000.0,33390602000.0,41094062000.0,36005667000.0
2046.0,44904730000.0,47975748000.0,39661826000.0,40874074000.0,36892484000.0,33583657000.0,38127866000.0,46315524000.0,32241945000.0,38720627000.0,36109850000.0,32435737000.0,40001303000.0,35107893000.0
2047.0,44344734000.0,48440504000.0,39295824000.0,41565940000.0,36468080000.0,32548405000.0,37559546000.0,44287650000.0,31497146000.0,37980422000.0,37077240000.0,31728202000.0,40201572000.0,33486550000.0
2048.0,44711110000.0,46492746000.0,39868100000.0,41268520000.0,35784258000.0,31983837000.0,37366034000.0,43244937000.0,30476382000.0,36208810000.0,37065425000.0,31014494000.0,39581377000.0,31762414000.0
2049.0,42937080000.0,46485850000.0,39667770000.0,40943972000.0,34601484000.0,32355270000.0,37551690000.0,42945280000.0,29892846000.0,35361595000.0,36338310000.0,30478445000.0,39350420000.0,30272901000.0
2050.0,42486186000.0,45644194000.0,38624776000.0,39983160000.0,33779180000.0,31512603000.0,37612958000.0,42907533000.0,29230682000.0,34002977000.0,35727600000.0,29981768000.0,38298470000.0,30495450000.0
2051.0,41966790000.0,45057143000.0,37680220000.0,39411933000.0,35066184000.0,31152005000.0,36718720000.0,42469050000.0,28050872000.0,33198594000.0,34638860000.0,30403127000.0,37483065000.0,29578725000.0
2052.0,41816605000.0,44481286000.0,36423690000.0,38732840000.0,34409525000.0,30749254000.0,36249940000.0,41561480000.0,27747631000.0,32090366000.0,34124853000.0,30523458000.0,37460263000.0,28800055000.0
2053.0,41175536000.0,43410338000.0,35428057000.0,38340300000.0,33653078000.0,30666078000.0,36821844000.0,40521230000.0,27579259000.0,31334679000.0,34201874000.0,30416278000.0,37746573000.0,27991265000.0
2054.0,41798240000.0,43286016000.0,34706768000.0,37850563000.0,33618400000.0,30878601000.0,37558854000.0,40814367000.0,26750260000.0,29979961000.0,34003675000.0,29461617000.0,36204315000.0,27175670000.0
2055.0,41279644000.0,42569204000.0,34529894000.0,37117310000.0,33792719000.0,30921015000.0,37528800000.0,41104030000.0,26031639000.0,28482472000.0,33481261000.0,29494417000.0,35024708000.0,26634697000.0
2056.0,41565920000.0,41744744000.0,33921720000.0,37795705000.0,32513184000.0,30401407000.0,37394880000.0,40868620000.0,25678197000.0,28052881000.0,32250829000.0,28322746000.0,34271259000.0,25657352000.0
2057.0,42494760000.0,41069040000.0,32972261000.0,37171663000.0,32310702000.0,30202997000.0,36388565000.0,40658080000.0,24867752000.0,27261503000.0,31758800000.0,27361827000.0,33463159000.0,24672733000.0
2058.0,42679010000.0,40665997000.0,31714017000.0,37105066000.0,31608190000.0,29580093000.0,35639530000.0,39635100000.0,24048974000.0,26223276000.0,31781580000.0,26760456000.0,32989514000.0,24899318000.0
2059.0,42509730000.0,39969070000.0,30725585000.0,36932360000.0,30944287000.0,29781370000.0,34374898000.0,38211285000.0,23536753000.0,25886790000.0,31156531000.0,26024220000.0,32589679000.0,24333785000.0
2060.0,43178650000.0,39944802000.0,29980752000.0,36532675000.0,31047596000.0,29737624000.0,34274488000.0,36938880000.0,22891448000.0,25907640000.0,30931788000.0,26542900000.0,32434643000.0,23939197000.0
2061.0,43820720000.0,39574467000.0,28859429000.0,37401657000.0,31131478000.0,30157410000.0,33647909000.0,36498200000.0,22285240000.0,25218679000.0,30323282000.0,26629102000.0,31064773000.0,23147758000.0
2062.0,43634380000.0,39254753000.0,27814066000.0,36870603000.0,31280870000.0,30268560000.0,33520185000.0,36376224000.0,22142122000.0,24313942000.0,29734945000.0,25458344000.0,30306420000.0,22446637000.0
2063.0,42984230000.0,39578997000.0,26503096000.0,36305125000.0,30828511000.0,30214020000.0,33185100000.0,35416260000.0,21674975000.0,23048393000.0,29227430000.0,24609036000.0,30040150000.0,22378594000.0
2064.0,42295840000.0,38943883000.0,25543965000.0,36184093000.0,31601715000.0,29978884000.0,32804200000.0,34661458000.0,21646068000.0,22596270000.0,28996630000.0,24398938000.0,30016418000.0,21275605000.0
2065.0,42695350000.0,39532593000.0,24730348000.0,34899677000.0,30959882000.0,30346768000.0,32280530000.0,34143638000.0,21642404000.0,22463190000.0,29028682000.0,23941840000.0,29502822000.0,20844022000.0
2066.0,42084100000.0,40116298000.0,24170195000.0,34230735000.0,30081442000.0,30628256000.0,32308870000.0,33485140000.0,21217827000.0,22129388000.0,28466928000.0,24256210000.0,29633057000.0,20564625000.0
2067.0,42014480000.0,39377736000.0,23255110000.0,34141446000.0,30087035000.0,30638914000.0,32551033000.0,32876622000.0,20723165000.0,22017176000.0,28582486000.0,24430709000.0,28870676000.0,20536693000.0
2068.0,42043000000.0,38941704000.0,22581146000.0,35045663000.0,29614598000.0,29870602000.0,32290185000.0,32094740000.0,20044427000.0,21586024000.0,28078807000.0,23863937000.0,28651848000.0,20105066000.0
2069.0,41399263000.0,39369600000.0,23039460000.0,34118502000.0,28852615000.0,29275390000.0,31104098000.0,31465544000.0,20133857000.0,21391485000.0,28287814000.0,23027356000.0,29059615000.0,19525569000.0
2070.0,40349490000.0,39231934000.0,22545359000.0,33932607000.0,28145300000.0,29247007000.0,30542883000.0,31276590000.0,19690385000.0,20746529000.0,28157979000.0,22689917000.0,28956856000.0,19293352000.0
2071.0,39797002000.0,38564995000.0,22467983000.0,33094808000.0,27961426000.0,28868477000.0,30586778000.0,30745494000.0,18981288000.0,20250489000.0,27797279000.0,22141413000.0,29303136000.0,18358256000.0
2072.0,39970038000.0,37951020000.0,22668372000.0,32439497000.0,28153238000.0,28301308000.0,29706370000.0,29990445000.0,18967552000.0,20272701000.0,27815810000.0,21484521000.0,28739600000.0,18265194000.0
2073.0,39212507000.0,37718745000.0,22998727000.0,32015708000.0,28124000000.0,27933913000.0,28764217000.0,29491479000.0,18779415000.0,19806292000.0,27209440000.0,20881785000.0,29123609000.0,18554659000.0
2074.0,37974745000.0,37334004000.0,22872353000.0,31326620000.0,27234818000.0,27504407000.0,28286310000.0,30119508000.0,18348134000.0,19309586000.0,27638096000.0,20356852000.0,28879614000.0,18111076000.0
2075.0,37057200000.0,37021614000.0,22491996000.0,30707251000.0,27605615000.0,26763952000.0,27696513000.0,29862844000.0,17981774000.0,19173446000.0,26985986000.0,19878656000.0,28718199000.0,17872683000.0
2076.0,36814970000.0,36490290000.0,22212480000.0,30459906000.0,27572642000.0,25941840000.0,27023493000.0,29233353000.0,17737069000.0,19203764000.0,26670014000.0,20213051000.0,28670933000.0,17039837000.0
2077.0,36727296000.0,36010500000.0,21770529000.0,29592859000.0,27822594000.0,26043787000.0,25961216000.0,29111923000.0,17322054000.0,18965015000.0,26731196000.0,19859053000.0,28708307000.0,16898552000.0
2078.0,36928220000.0,34072105000.0,21143405000.0,29405852000.0,26527200000.0,25529311000.0,25320894000.0,28879040000.0,17006091000.0,18556990000.0,26344690000.0,19516836000.0,28740770000.0,16618698000.0
2079.0,36115690000.0,33003231000.0,21072128000.0,29172939000.0,26044041000.0,25032686000.0,25429062000.0,29076122000.0,16550871000.0,18225700000.0,26164476000.0,19417680000.0,28189452000.0,16239330000.0
2080.0,36411260000.0,32601870000.0,20824726000.0,28966668000.0,24987451000.0,24415365000.0,24915230000.0,29059402000.0,16123256000.0,18279393000.0,25906403000.0,18801850000.0,27986106000.0,16112463000.0
2081.0,36574690000.0,31996838000.0,21092852000.0,28323670000.0,25294627000.0,23585440000.0,24113703000.0,29077210000.0,15403200000.0,18416206000.0,25181090000.0,19331359000.0,27846857000.0,15804236000.0
2082.0,36250706000.0,31303913000.0,20756530000.0,28108294000.0,25086714000.0,22589735000.0,23769990000.0,29204770000.0,15277404000.0,18494001000.0,24960233000.0,19446542000.0,28060262000.0,15816626000.0
2083.0,35842240000.0,30478230000.0,20667603000.0,27601562000.0,24310210000.0,21964216000.0,23453553000.0,29297082000.0,15872113000.0,18880332000.0,24362705000.0,19373814000.0,28767277000.0,15899105000.0
2084.0,34989687000.0,29452954000.0,20472783000.0,27656235000.0,23873452000.0,21226498000.0,23117046000.0,28981828000.0,15579299000.0,19014780000.0,24273502000.0,19210985000.0,28942987000.0,15817053000.0
2085.0,33960220000.0,29866822000.0,20340527000.0,27197647000.0,23692706000.0,21339855000.0,22986023000.0,29025145000.0,15542947000.0,18907520000.0,23528372000.0,18835532000.0,29831840000.0,15563896000.0
2086.0,32928858000.0,30108144000.0,19728822000.0,26898905000.0,22894990000.0,21129599000.0,23084978000.0,28661737000.0,15434529000.0,18667966000.0,23749343000.0,18717962000.0,29208880000.0,15208259000.0
2087.0,32310374000.0,30049903000.0,20272335000.0,26527832000.0,22915727000.0,20851405000.0,23684977000.0,28736184000.0,15389963000.0,18593225000.0,23708535000.0,18587005000.0,28934130000.0,14976018000.0
2088.0,31070337000.0,30116725000.0,19796881000.0,26280057000.0,22560338000.0,21043999000.0,23657069000.0,28441907000.0,15079853000.0,18496965000.0,23620418000.0,18434230000.0,29128660000.0,14678850000.0
2089.0,30423100000.0,29848156000.0,19208153000.0,26020762000.0,22220110000.0,20963527000.0,23585410000.0,29022048000.0,14763734000.0,18581565000.0,23817910000.0,18384770000.0,29133945000.0,14513415000.0
2090.0,29611454000.0,29581697000.0,19115966000.0,26018714000.0,21841870000.0,20396499000.0,23881700000.0,28632586000.0,14644680000.0,18186093000.0,23589495000.0,18481750000.0,29274456000.0,14063797000.0
2091.0,29122443000.0,28752194000.0,19140704000.0,26539786000.0,21502728000.0,20404396000.0,23311110000.0,28826390000.0,14916435000.0,18328228000.0,24642271000.0,18342695000.0,29023246000.0,13708566000.0
2092.0,28369498000.0,28178883000.0,18883594000.0,27114100000.0,21520857000.0,20959388000.0,23486767000.0,28468030000.0,14689355000.0,17973190000.0,24725930000.0,18231122000.0,29027478000.0,13515911000.0
2093.0,27857156000.0,27765357000.0,18428443000.0,27330126000.0,21353531000.0,20935543000.0,23148997000.0,28170885000.0,14286113000.0,17517343000.0,24358849000.0,17848269000.0,28755620000.0,13305254000.0
2094.0,27191134000.0,27110906000.0,17994975000.0,27720210000.0,21590096000.0,20659320000.0,22734990000.0,27747983000.0,14027202000.0,16987018000.0,23910038000.0,17638543000.0,28703955000.0,12939533000.0
2095.0,26592174000.0,26743270000.0,17396490000.0,27283480000.0,20989848000.0,21583900000.0,23073403000.0,27422136000.0,14143805000.0,17210276000.0,23966646000.0,17261404000.0,30163626000.0,12990288000.0
2096.0,26670676000.0,25632090000.0,16866518000.0,27592761000.0,20632502000.0,21457230000.0,22585797000.0,27592907000.0,14235703000.0,16663809000.0,23933407000.0,17296260000.0,29549478000.0,12603886000.0
2097.0,25700620000.0,26142878000.0,16229555000.0,27878767000.0,20445930000.0,21180390000.0,22245605000.0,26972369000.0,14297254000.0,16415472000.0,24039710000.0,17210919000.0,29334587000.0,12415644000.0
2098.0,25227100000.0,25664395000.0,15589785000.0,28136833000.0,20062159000.0,21606382000.0,22007605000.0,26861890000.0,14314056000.0,16110960000.0,24482090000.0,17560226000.0,29277477000.0,12277596000.0
2099.0,25018601000.0,24951511000.0,14835517000.0,28491130000.0,20056440000.0,21081817000.0,21831885000.0,26370232000.0,14178718000.0,15996153000.0,24784509000.0,17740945000.0,28650394000.0,11937434000.0
2100.0,25374644000.0,24410480000.0,14903210000.0,27837006000.0,19628313000.0,20424698000.0,21022786000.0,26221138000.0,14250290000.0,15522366000.0,24398017000.0,17929787000.0,28527900000.0,11842389000.0
