time,CESM2-WACCM,INM-CM5-0,ACCESS-ESM1-5,GFDL-ESM4,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,BCC-CSM2-MR,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2,EC-EARTH3-VEG,NORESM2-MM,EC-EARTH3,ACCESS-CM2,INM-CM4-8,FGOALS-F3-L
2010.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0
2011.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0
2012.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0
2013.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0
2014.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0
2015.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0
2016.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0
2017.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0
2018.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0
2019.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0
2020.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0
2021.0,53999350000.0,54496980000.0,54912864000.0,54435795000.0,55648950000.0,54883560000.0,53813273000.0,55453420000.0,53347630000.0,53776232000.0,54913370000.0,56239112000.0,55920787000.0,56094670000.0,53294244000.0,54932080000.0,53938807000.0
2022.0,52078720000.0,53645136000.0,56259936000.0,56369623000.0,56381900000.0,52611660000.0,52043616000.0,54932070000.0,51932030000.0,53146990000.0,53694480000.0,56637874000.0,56551584000.0,55598395000.0,53551570000.0,54362448000.0,52295470000.0
2023.0,53177827000.0,53435360000.0,54899073000.0,55462322000.0,56107827000.0,49880887000.0,51287958000.0,54344960000.0,51984757000.0,51422515000.0,52954340000.0,56543207000.0,56947930000.0,53885792000.0,53424910000.0,53565590000.0,50699096000.0
2024.0,51571896000.0,53395743000.0,51993460000.0,53297540000.0,56308945000.0,49116000000.0,50350846000.0,52399202000.0,50506273000.0,49829700000.0,51955300000.0,56157897000.0,56266560000.0,54025675000.0,52156470000.0,54020380000.0,50325037000.0
2025.0,51375910000.0,53181084000.0,49364353000.0,52333654000.0,56682136000.0,49147700000.0,51070220000.0,51010204000.0,49911100000.0,48764270000.0,51257240000.0,54883033000.0,56600265000.0,53266550000.0,51424133000.0,54872527000.0,48396020000.0
2026.0,51307770000.0,52204212000.0,47498494000.0,52039004000.0,56112865000.0,48023880000.0,51172890000.0,52087333000.0,49259420000.0,47736770000.0,50356847000.0,54606225000.0,55948780000.0,52561910000.0,49973395000.0,55780760000.0,46768443000.0
2027.0,50112660000.0,52053144000.0,44849447000.0,51986883000.0,55467200000.0,46903448000.0,49378400000.0,53213350000.0,47110830000.0,46790394000.0,50337665000.0,54903505000.0,55422374000.0,52415836000.0,47670333000.0,55770590000.0,45463433000.0
2028.0,48766780000.0,52449268000.0,44250150000.0,51571515000.0,53459030000.0,45975980000.0,47634674000.0,53027370000.0,43893494000.0,46848660000.0,49102760000.0,55256640000.0,55432274000.0,52817883000.0,46540644000.0,55475266000.0,44047245000.0
2029.0,47177486000.0,51317064000.0,43675816000.0,52124398000.0,52424405000.0,44119440000.0,46855340000.0,54538150000.0,42303128000.0,47301235000.0,48114102000.0,55221880000.0,54590018000.0,50828595000.0,45938400000.0,55612953000.0,41684017000.0
2030.0,45982700000.0,49329500000.0,42862035000.0,51814380000.0,51850410000.0,42263966000.0,45135364000.0,54503633000.0,40229310000.0,47993270000.0,47586220000.0,56741880000.0,53285800000.0,48740430000.0,45226520000.0,54787547000.0,40706384000.0
2031.0,46547780000.0,47456280000.0,41728463000.0,51384058000.0,51376226000.0,41495790000.0,44603400000.0,53588420000.0,38238870000.0,47966140000.0,47051805000.0,56985310000.0,53186140000.0,47647605000.0,44693140000.0,54202250000.0,40007786000.0
2032.0,44938932000.0,45905617000.0,42199835000.0,52139667000.0,50764173000.0,40405918000.0,44118954000.0,54093885000.0,35552293000.0,49220272000.0,46150107000.0,56035705000.0,53151515000.0,46275006000.0,43886450000.0,53834330000.0,38817980000.0
2033.0,43238690000.0,44984517000.0,43381027000.0,51674153000.0,51175555000.0,39774867000.0,44423020000.0,54100480000.0,35037080000.0,48779973000.0,45977924000.0,55481663000.0,53097810000.0,47042210000.0,43271390000.0,52935033000.0,39037220000.0
2034.0,42496532000.0,44133392000.0,43604943000.0,52033155000.0,51428960000.0,38772363000.0,44582250000.0,53512516000.0,33837320000.0,50268836000.0,46105317000.0,53571568000.0,51867693000.0,45976666000.0,42748494000.0,51030650000.0,38991688000.0
2035.0,42735240000.0,43414670000.0,43637432000.0,51765293000.0,52592996000.0,38087664000.0,44157686000.0,50819408000.0,33413170000.0,49805672000.0,44984185000.0,52840518000.0,51224674000.0,45044310000.0,41303080000.0,50690413000.0,38458954000.0
2036.0,42122715000.0,43344740000.0,44313250000.0,51601450000.0,52372980000.0,36395282000.0,43054690000.0,49675088000.0,32400941000.0,48260444000.0,43823575000.0,53462150000.0,50281288000.0,43809796000.0,38780228000.0,50100597000.0,38322282000.0
2037.0,41048478000.0,43246330000.0,43608200000.0,52703932000.0,53436273000.0,34594820000.0,41584255000.0,48887677000.0,30271003000.0,46981968000.0,42058730000.0,53778346000.0,49599537000.0,45746340000.0,37098037000.0,49965507000.0,36431660000.0
2038.0,39762720000.0,43762310000.0,44462985000.0,53929935000.0,54162050000.0,34099294000.0,41171743000.0,47321035000.0,30044130000.0,46675374000.0,41319300000.0,52696023000.0,50179486000.0,47403530000.0,36038120000.0,49661063000.0,35348283000.0
2039.0,39817118000.0,42880130000.0,44016243000.0,54278400000.0,53355340000.0,34170440000.0,40516133000.0,46063833000.0,29754055000.0,45761188000.0,40619573000.0,51870230000.0,49697020000.0,47034843000.0,34045602000.0,47879920000.0,34615505000.0
2040.0,38942474000.0,42228113000.0,44244996000.0,54261113000.0,53867586000.0,34710870000.0,40983600000.0,44745245000.0,29967251000.0,46536053000.0,38472860000.0,52149604000.0,48568754000.0,45859640000.0,32950972000.0,46934557000.0,34015850000.0
2041.0,38906212000.0,42140720000.0,44130537000.0,54481658000.0,52985307000.0,34139335000.0,39777160000.0,43883045000.0,29930297000.0,47396350000.0,37120557000.0,50901610000.0,48674370000.0,46653702000.0,31819463000.0,46495937000.0,33809867000.0
2042.0,40599826000.0,41455880000.0,43997520000.0,53923533000.0,52742156000.0,33915910000.0,38608744000.0,42654896000.0,28997116000.0,47238177000.0,36468765000.0,51161272000.0,50126620000.0,45977740000.0,31233649000.0,46331930000.0,33086947000.0
2043.0,39652737000.0,40522490000.0,43916198000.0,53364515000.0,52382630000.0,33698034000.0,38754947000.0,42711548000.0,28556628000.0,46880020000.0,35511157000.0,51254702000.0,49884790000.0,44363227000.0,29992368000.0,46153010000.0,32555624000.0
2044.0,39963440000.0,40112095000.0,44214014000.0,52922850000.0,52792940000.0,34523296000.0,37967004000.0,42319030000.0,27502520000.0,46498537000.0,33996340000.0,50468622000.0,51784323000.0,44703437000.0,29672042000.0,45319840000.0,31834038000.0
2045.0,39773930000.0,40756610000.0,45402313000.0,51978580000.0,53850830000.0,33802187000.0,37923480000.0,40826910000.0,27158200000.0,46720160000.0,33227203000.0,48970715000.0,51505580000.0,45249507000.0,29374194000.0,45073270000.0,31580471000.0
2046.0,38618760000.0,40554470000.0,45053604000.0,52924560000.0,54583720000.0,33719974000.0,37442920000.0,39038290000.0,27249267000.0,46357250000.0,32547408000.0,48612266000.0,50158727000.0,45499564000.0,29355125000.0,44637430000.0,31570215000.0
2047.0,39172293000.0,40236340000.0,44416570000.0,53157577000.0,53585547000.0,32702020000.0,38208830000.0,38506177000.0,27400382000.0,46642668000.0,32919742000.0,47365382000.0,50433827000.0,46224200000.0,29077686000.0,44218780000.0,30377267000.0
2048.0,38602408000.0,39843394000.0,44162974000.0,53381263000.0,52970280000.0,31932103000.0,37760730000.0,38206000000.0,26504073000.0,45486490000.0,32751116000.0,45625586000.0,51297880000.0,46453640000.0,29618532000.0,43709334000.0,30452752000.0
2049.0,38435856000.0,39742464000.0,43382022000.0,52434473000.0,52331360000.0,31090320000.0,36534153000.0,37266764000.0,25986488000.0,45273810000.0,32484022000.0,44337394000.0,52679160000.0,46705650000.0,29295075000.0,44698915000.0,30143338000.0
2050.0,37636084000.0,39725690000.0,43713257000.0,51688380000.0,51852616000.0,31022160000.0,36253532000.0,35969536000.0,26377415000.0,44891720000.0,31579564000.0,44332253000.0,52638183000.0,48860967000.0,28678322000.0,44475960000.0,29596631000.0
2051.0,38027375000.0,39470980000.0,43961467000.0,50716340000.0,50083310000.0,30505097000.0,35855920000.0,34826674000.0,25923815000.0,45169734000.0,31687223000.0,43408523000.0,52302082000.0,48445250000.0,28666307000.0,43984490000.0,29130883000.0
2052.0,38037725000.0,38756380000.0,44235993000.0,51206040000.0,50418050000.0,29891210000.0,36219870000.0,34394726000.0,25849586000.0,43583115000.0,32050878000.0,43221365000.0,51910340000.0,48269697000.0,28545729000.0,43006525000.0,29364206000.0
2053.0,37530276000.0,38973770000.0,43205800000.0,51024015000.0,50860483000.0,29748520000.0,35410055000.0,33523454000.0,26863282000.0,42441916000.0,31656313000.0,42335597000.0,51009606000.0,47331946000.0,28957670000.0,42570236000.0,28602116000.0
2054.0,37818634000.0,39426270000.0,42622575000.0,50536755000.0,51312590000.0,29951082000.0,34787557000.0,32787112000.0,27890328000.0,42601230000.0,31064525000.0,41746870000.0,50598003000.0,47012640000.0,28945373000.0,42023440000.0,28753463000.0
2055.0,37721846000.0,39699063000.0,42577056000.0,50692243000.0,50640630000.0,29260513000.0,33514906000.0,31470234000.0,28460892000.0,42130964000.0,30301730000.0,41183200000.0,49323350000.0,46483018000.0,28443496000.0,42113778000.0,28847882000.0
2056.0,37785952000.0,39900525000.0,42906018000.0,51166860000.0,51483054000.0,28844427000.0,32786588000.0,30588416000.0,28003834000.0,41472446000.0,29210636000.0,40212546000.0,50049454000.0,45186430000.0,28780386000.0,41183460000.0,28835004000.0
2057.0,36981813000.0,39686943000.0,42866050000.0,50659140000.0,50989752000.0,29603234000.0,32208554000.0,30017960000.0,28183286000.0,41664856000.0,28015178000.0,40766940000.0,49815863000.0,45962703000.0,28644045000.0,40986907000.0,28580895000.0
2058.0,36258943000.0,38716424000.0,42615603000.0,50912727000.0,49299186000.0,29559691000.0,31925752000.0,29245637000.0,28496753000.0,41207250000.0,27974711000.0,40512745000.0,48515863000.0,45149630000.0,27537009000.0,40427405000.0,27993977000.0
2059.0,36206180000.0,38148920000.0,43504010000.0,51076887000.0,47394020000.0,29741980000.0,31279170000.0,29218834000.0,28402580000.0,41022562000.0,27378310000.0,40017200000.0,48573202000.0,44575388000.0,26861890000.0,40292835000.0,27744020000.0
2060.0,36012680000.0,38370136000.0,42474930000.0,51348670000.0,45313823000.0,29953507000.0,30170210000.0,29667647000.0,28238123000.0,41652756000.0,26631220000.0,40383996000.0,48547455000.0,45562640000.0,27077738000.0,39754306000.0,27874700000.0
2061.0,35302870000.0,37630943000.0,41147320000.0,51272585000.0,44616016000.0,29909630000.0,29739276000.0,29190310000.0,28194124000.0,42432844000.0,26365438000.0,40813003000.0,47989990000.0,46141678000.0,27208524000.0,40623580000.0,27534148000.0
2062.0,35094280000.0,37202860000.0,40936223000.0,50799456000.0,43730338000.0,29785895000.0,29191850000.0,29603539000.0,27503006000.0,42022910000.0,25794173000.0,40358638000.0,47937800000.0,43498623000.0,27035370000.0,41247433000.0,26216888000.0
2063.0,34384870000.0,37102920000.0,39920783000.0,51244710000.0,42507444000.0,29128315000.0,29463065000.0,29784125000.0,27167158000.0,41686385000.0,25746022000.0,40471523000.0,47560372000.0,42177225000.0,26973139000.0,40786756000.0,26113315000.0
2064.0,33826144000.0,37254128000.0,40229390000.0,50256310000.0,41557815000.0,28910440000.0,29083435000.0,30508417000.0,28619454000.0,41189640000.0,25681723000.0,40110805000.0,47644783000.0,42488130000.0,27279426000.0,40522070000.0,25962658000.0
2065.0,34263255000.0,37900290000.0,39633797000.0,49638370000.0,41647583000.0,28671027000.0,28710701000.0,30732950000.0,28729039000.0,42404490000.0,26012150000.0,40738970000.0,47241040000.0,41461457000.0,27249500000.0,40622290000.0,25937810000.0
2066.0,34378490000.0,37613486000.0,37916717000.0,49454610000.0,41787224000.0,28014936000.0,28606693000.0,30117673000.0,28198978000.0,42788440000.0,25826292000.0,40920320000.0,46602002000.0,40808040000.0,27187894000.0,40492253000.0,26054558000.0
2067.0,33730236000.0,37434184000.0,38119500000.0,49900327000.0,40545055000.0,26697308000.0,28073517000.0,29208600000.0,27525159000.0,42523870000.0,25541548000.0,40174744000.0,45301096000.0,40607290000.0,26761994000.0,40833802000.0,26634998000.0
2068.0,33429985000.0,37698250000.0,38333910000.0,49549586000.0,40384643000.0,26188080000.0,27791127000.0,28991752000.0,28278030000.0,42381150000.0,25245610000.0,39339860000.0,45402130000.0,39936900000.0,26290600000.0,42158950000.0,26028784000.0
2069.0,33560183000.0,37572633000.0,37832490000.0,50114753000.0,40473793000.0,25594376000.0,27051602000.0,28911518000.0,28567314000.0,43783336000.0,25376651000.0,39275950000.0,44378780000.0,39984930000.0,26090557000.0,42244866000.0,25629954000.0
2070.0,34704470000.0,37663777000.0,37674697000.0,50098390000.0,40982598000.0,25540422000.0,26647904000.0,28871246000.0,28356702000.0,43765928000.0,24899440000.0,39548610000.0,44746080000.0,40075190000.0,25660789000.0,42554946000.0,25958705000.0
2071.0,34581455000.0,37709414000.0,37281903000.0,50582020000.0,40044696000.0,25696723000.0,26011440000.0,28483985000.0,28855160000.0,44070908000.0,24496577000.0,39926563000.0,44240208000.0,39473426000.0,24879569000.0,42198680000.0,25721620000.0
2072.0,33985030000.0,37517520000.0,37619954000.0,50076148000.0,39356383000.0,24585794000.0,25048752000.0,28813365000.0,29120707000.0,44916425000.0,24653396000.0,41052602000.0,43937200000.0,38111080000.0,24309012000.0,42760765000.0,25319055000.0
2073.0,33149915000.0,37018567000.0,36996547000.0,49323086000.0,39995183000.0,23812485000.0,25245676000.0,28142416000.0,29656455000.0,43696574000.0,24903969000.0,40562995000.0,44252197000.0,37302243000.0,23719160000.0,43087454000.0,25082814000.0
2074.0,31312070000.0,36809080000.0,37571215000.0,48610816000.0,40291330000.0,23365306000.0,24953623000.0,27523721000.0,29620765000.0,44528870000.0,24759177000.0,40825070000.0,43172057000.0,36978217000.0,23427564000.0,43287440000.0,24583731000.0
2075.0,30876312000.0,36803710000.0,37302660000.0,48747147000.0,40281494000.0,22981603000.0,24473577000.0,27717442000.0,29735540000.0,44259830000.0,24780517000.0,39242320000.0,42228250000.0,36866716000.0,23264850000.0,43300160000.0,24144425000.0
2076.0,30211156000.0,36370465000.0,36963860000.0,48751950000.0,40492070000.0,22331535000.0,24425791000.0,27290900000.0,30347580000.0,43076090000.0,25245084000.0,39337960000.0,41360500000.0,37144015000.0,22664479000.0,43322995000.0,23600994000.0
2077.0,29883232000.0,36290945000.0,36082410000.0,48904840000.0,40216936000.0,21770914000.0,24204175000.0,26455257000.0,30313902000.0,43903820000.0,25108510000.0,38398330000.0,40557105000.0,36831597000.0,22286221000.0,43655240000.0,23300846000.0
2078.0,28994769000.0,36296524000.0,35524325000.0,48999600000.0,39634428000.0,21816093000.0,23848264000.0,26705324000.0,29994404000.0,44168294000.0,25424837000.0,39413035000.0,39386510000.0,35468526000.0,22581445000.0,43277150000.0,23291950000.0
2079.0,28302600000.0,36530827000.0,35383505000.0,48149760000.0,38487740000.0,22167042000.0,23414243000.0,26715857000.0,29990281000.0,43233280000.0,25905631000.0,38985662000.0,38648380000.0,35272580000.0,22542432000.0,43302875000.0,22900163000.0
2080.0,27813992000.0,36450333000.0,35398330000.0,47934505000.0,37175600000.0,21827664000.0,23864887000.0,27372847000.0,29463218000.0,44224283000.0,26286166000.0,38234006000.0,39264645000.0,35114426000.0,22823014000.0,44033590000.0,22665163000.0
2081.0,27976104000.0,36514898000.0,34877360000.0,48368275000.0,36837732000.0,21861310000.0,24136675000.0,27681645000.0,29577916000.0,43395162000.0,26657050000.0,38691897000.0,38774518000.0,34486310000.0,22627072000.0,44750210000.0,22156861000.0
2082.0,27561206000.0,36409213000.0,34077487000.0,50214430000.0,35768240000.0,21874072000.0,24244525000.0,27293501000.0,29076509000.0,44568404000.0,26912086000.0,38505760000.0,38306677000.0,34969416000.0,22681264000.0,44950917000.0,21609870000.0
2083.0,26824180000.0,36155670000.0,33106407000.0,49197640000.0,34489225000.0,22158084000.0,25570460000.0,27055368000.0,28736141000.0,44104212000.0,26991690000.0,38689760000.0,36576354000.0,36413223000.0,22649460000.0,44476432000.0,21589550000.0
2084.0,26333682000.0,36605137000.0,32687284000.0,49791095000.0,33789026000.0,22466044000.0,26145774000.0,27660149000.0,28800418000.0,43742080000.0,26761357000.0,38574250000.0,36848210000.0,37468746000.0,22738448000.0,44543033000.0,21391750000.0
2085.0,25791635000.0,36253598000.0,32340620000.0,48840290000.0,34238140000.0,21992220000.0,26262172000.0,27982727000.0,29177586000.0,41928372000.0,26600340000.0,37311373000.0,37189493000.0,37312483000.0,22873020000.0,44803035000.0,21639346000.0
2086.0,25412700000.0,35545387000.0,32337009000.0,49301627000.0,34714570000.0,21795228000.0,26134323000.0,28334133000.0,29555186000.0,41536696000.0,26450668000.0,36582633000.0,38359507000.0,36014383000.0,23507802000.0,44732785000.0,21806107000.0
2087.0,24742093000.0,35758825000.0,33232157000.0,49539375000.0,35017310000.0,21978970000.0,25731226000.0,29024360000.0,29241463000.0,41696000000.0,25493473000.0,35198448000.0,40220865000.0,34693734000.0,23739260000.0,44789130000.0,21578635000.0
2088.0,24455836000.0,36215770000.0,32602340000.0,47857615000.0,34820330000.0,21698970000.0,26485459000.0,29217536000.0,28482957000.0,40996205000.0,25195330000.0,35051750000.0,39515160000.0,35365150000.0,23145798000.0,44677810000.0,21549365000.0
2089.0,24443580000.0,35590615000.0,32965740000.0,46792897000.0,34628837000.0,21897599000.0,27501412000.0,28932227000.0,28380615000.0,41331347000.0,25474621000.0,35617833000.0,39086637000.0,34813560000.0,23119743000.0,44655407000.0,21782143000.0
2090.0,24391231000.0,35161890000.0,32665692000.0,46588486000.0,35305718000.0,22216114000.0,27777434000.0,28496845000.0,28192530000.0,40098090000.0,25073586000.0,36408300000.0,38848475000.0,34554390000.0,23370398000.0,44703556000.0,21812675000.0
2091.0,24080206000.0,35191050000.0,32252367000.0,46982775000.0,34683000000.0,22214531000.0,28036510000.0,28525396000.0,28398596000.0,39436657000.0,24724632000.0,36168100000.0,38304694000.0,34658200000.0,23813706000.0,44003960000.0,22026158000.0
2092.0,23789726000.0,35555406000.0,31871926000.0,46425950000.0,34639294000.0,21838268000.0,27972176000.0,28780296000.0,28243640000.0,38447200000.0,24056076000.0,36987020000.0,37965390000.0,35946770000.0,23227965000.0,44162630000.0,21711432000.0
2093.0,23737510000.0,35600880000.0,31972114000.0,46940880000.0,34941473000.0,21852174000.0,28171796000.0,29029368000.0,27825228000.0,37551796000.0,24180296000.0,36902818000.0,36758774000.0,36217397000.0,23431540000.0,44944024000.0,21969388000.0
2094.0,23604972000.0,36228583000.0,31616900000.0,47823210000.0,34301833000.0,22080637000.0,28746349000.0,28653818000.0,27818189000.0,37727687000.0,23670432000.0,36112580000.0,36488466000.0,36731134000.0,23626695000.0,45132816000.0,22300942000.0
2095.0,23311372000.0,36767023000.0,32027005000.0,47101264000.0,35115614000.0,21997590000.0,28863050000.0,28844775000.0,27467616000.0,37384980000.0,23365894000.0,35319652000.0,35903930000.0,36798345000.0,23767912000.0,44491325000.0,22317689000.0
2096.0,23371057000.0,37700230000.0,32509260000.0,47292780000.0,35695720000.0,22555273000.0,28081244000.0,29470490000.0,27426652000.0,37661848000.0,23183528000.0,35322737000.0,35886424000.0,37192750000.0,24121186000.0,43224260000.0,22799143000.0
2097.0,23167175000.0,38050783000.0,32640442000.0,46767927000.0,36732015000.0,22423767000.0,28416370000.0,29668688000.0,27872379000.0,37453330000.0,22844170000.0,36036450000.0,35788110000.0,36271040000.0,23550001000.0,43062470000.0,22805965000.0
2098.0,22787133000.0,38881972000.0,32401201000.0,46734970000.0,36284750000.0,22171920000.0,29038100000.0,29777623000.0,27332573000.0,37730247000.0,22923418000.0,35419750000.0,35821800000.0,35911873000.0,23610997000.0,43499856000.0,22541960000.0
2099.0,21688267000.0,38374564000.0,32203956000.0,46651600000.0,36141974000.0,22970100000.0,29541240000.0,29721838000.0,27665187000.0,37851040000.0,22817497000.0,35069805000.0,37924213000.0,36394270000.0,23658455000.0,43512090000.0,22794693000.0
2100.0,21664490000.0,38436495000.0,32731770000.0,46540677000.0,36320666000.0,23291857000.0,30042536000.0,30160466000.0,27011987000.0,38184490000.0,22405642000.0,34889974000.0,37424337000.0,37235320000.0,23583472000.0,43446088000.0,23312570000.0
