time,INM-CM4-8,INM-CM5-0,EC-EARTH3-VEG,EC-EARTH3,CAMS-CSM1-0,CESM2-WACCM,CESM2,MRI-ESM2-0,MPI-ESM1-2-HR,GFDL-ESM4,NORESM2-MM,BCC-CSM2-MR,FGOALS-F3-L
2017.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0
2018.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0
2019.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0
2020.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0
2021.0,26708380000000.0,26769556000000.0,26840645000000.0,26724230000000.0,26757332000000.0,26766589000000.0,26716412000000.0,26690026000000.0,26712002000000.0,26820385000000.0,26730510000000.0,26767476000000.0,26740378000000.0
2022.0,26637916000000.0,26721596000000.0,26854490000000.0,26712350000000.0,26697093000000.0,26816380000000.0,26634489000000.0,26614648000000.0,26663044000000.0,26755115000000.0,26708036000000.0,26760813000000.0,26713797000000.0
2023.0,26593058000000.0,26689134000000.0,26787430000000.0,26710307000000.0,26644304000000.0,26820949000000.0,26553851000000.0,26598043000000.0,26602369000000.0,26718862000000.0,26686804000000.0,26772300000000.0,26660047000000.0
2024.0,26594582000000.0,26633222000000.0,26736345000000.0,26691877000000.0,26613845000000.0,26752869000000.0,26481898000000.0,26610328000000.0,26554275000000.0,26729398000000.0,26605836000000.0,26765756000000.0,26620069000000.0
2025.0,26583423000000.0,26578540000000.0,26666003000000.0,26615266000000.0,26573395000000.0,26721942000000.0,26380247000000.0,26563775000000.0,26540362000000.0,26681880000000.0,26565000000000.0,26738410000000.0,26584843000000.0
2026.0,26499317000000.0,26589448000000.0,26585975000000.0,26516860000000.0,26517090000000.0,26706300000000.0,26278910000000.0,26517885000000.0,26489003000000.0,26663618000000.0,26471213000000.0,26683193000000.0,26528480000000.0
2027.0,26400732000000.0,26546597000000.0,26490842000000.0,26408603000000.0,26458480000000.0,26653686000000.0,26234180000000.0,26393683000000.0,26473612000000.0,26616745000000.0,26398719000000.0,26630215000000.0,26396273000000.0
2028.0,26338658000000.0,26540486000000.0,26413403000000.0,26321164000000.0,26377875000000.0,26635930000000.0,26060933000000.0,26384090000000.0,26396324000000.0,26604410000000.0,26411681000000.0,26613998000000.0,26346400000000.0
2029.0,26273556000000.0,26548749000000.0,26360607000000.0,26244425000000.0,26344140000000.0,26576463000000.0,25946210000000.0,26345606000000.0,26294350000000.0,26610743000000.0,26347649000000.0,26543452000000.0,26339734000000.0
2030.0,26220020000000.0,26533289000000.0,26276193000000.0,26130707000000.0,26310101000000.0,26546880000000.0,25886756000000.0,26335844000000.0,26253076000000.0,26588430000000.0,26293832000000.0,26490113000000.0,26306146000000.0
2031.0,26171356000000.0,26476989000000.0,26260185000000.0,26037850000000.0,26283447000000.0,26497773000000.0,25783676000000.0,26263658000000.0,26230525000000.0,26515620000000.0,26293112000000.0,26468833000000.0,26278751000000.0
2032.0,26188477000000.0,26458391000000.0,26211649000000.0,25935270000000.0,26285347000000.0,26446613000000.0,25682363000000.0,26194546000000.0,26161820000000.0,26494070000000.0,26268001000000.0,26415907000000.0,26209786000000.0
2033.0,26151626000000.0,26428990000000.0,26044330000000.0,25926270000000.0,26305290000000.0,26400688000000.0,25569396000000.0,26137023000000.0,26089180000000.0,26430902000000.0,26221580000000.0,26376150000000.0,26183975000000.0
2034.0,26099969000000.0,26367628000000.0,25941360000000.0,25842072000000.0,26258713000000.0,26358053000000.0,25562685000000.0,26076162000000.0,26078295000000.0,26424755000000.0,26129956000000.0,26266474000000.0,26114970000000.0
2035.0,26104610000000.0,26290644000000.0,25817097000000.0,25713697000000.0,26192060000000.0,26341062000000.0,25483683000000.0,25980867000000.0,26013150000000.0,26391978000000.0,26105240000000.0,26177500000000.0,26054465000000.0
2036.0,26040202000000.0,26211818000000.0,25714760000000.0,25584179000000.0,26104030000000.0,26314854000000.0,25415396000000.0,25935288000000.0,25966877000000.0,26334156000000.0,26060062000000.0,26130480000000.0,26017390000000.0
2037.0,26042717000000.0,26156735000000.0,25545197000000.0,25475303000000.0,26094581000000.0,26248307000000.0,25271302000000.0,25809574000000.0,25908566000000.0,26369392000000.0,26040567000000.0,25995027000000.0,25997773000000.0
2038.0,26017366000000.0,26073920000000.0,25374891000000.0,25397314000000.0,26022087000000.0,26247310000000.0,25181167000000.0,25755640000000.0,25898896000000.0,26335748000000.0,26043325000000.0,25988788000000.0,25960932000000.0
2039.0,25995801000000.0,26034520000000.0,25242506000000.0,25278519000000.0,26039472000000.0,26212305000000.0,24987186000000.0,25667561000000.0,25862173000000.0,26311668000000.0,25970340000000.0,25969805000000.0,25891736000000.0
2040.0,25965275000000.0,26014606000000.0,25060883000000.0,25168487000000.0,26029014000000.0,26189477000000.0,24954565000000.0,25673794000000.0,25834092000000.0,26195664000000.0,25851605000000.0,25992377000000.0,25900406000000.0
2041.0,25925404000000.0,25967035000000.0,24948393000000.0,25041550000000.0,25971478000000.0,26035194000000.0,24712105000000.0,25629689000000.0,25793508000000.0,26120320000000.0,25731080000000.0,25941840000000.0,25761290000000.0
2042.0,25882803000000.0,25927166000000.0,24878283000000.0,24996106000000.0,25996162000000.0,25944088000000.0,24669434000000.0,25717778000000.0,25754803000000.0,26040882000000.0,25599250000000.0,25797725000000.0,25683235000000.0
2043.0,25806152000000.0,25863008000000.0,24775548000000.0,24924482000000.0,25957247000000.0,25821930000000.0,24604796000000.0,25590317000000.0,25703108000000.0,25944240000000.0,25502880000000.0,25744009000000.0,25647980000000.0
2044.0,25751905000000.0,25788790000000.0,24743932000000.0,24822860000000.0,25904353000000.0,25726791000000.0,24554628000000.0,25382986000000.0,25585586000000.0,25874676000000.0,25468743000000.0,25721752000000.0,25577371000000.0
2045.0,25717050000000.0,25784268000000.0,24589640000000.0,24776880000000.0,25902197000000.0,25664250000000.0,24485841000000.0,25373107000000.0,25567284000000.0,25866050000000.0,25474970000000.0,25719751000000.0,25542517000000.0
2046.0,25665974000000.0,25715819000000.0,24458692000000.0,24707856000000.0,25897244000000.0,25590180000000.0,24359820000000.0,25334496000000.0,25558296000000.0,25821316000000.0,25411386000000.0,25630932000000.0,25484446000000.0
2047.0,25625765000000.0,25677294000000.0,24262698000000.0,24556503000000.0,25861714000000.0,25540927000000.0,24278882000000.0,25246143000000.0,25531135000000.0,25833465000000.0,25339808000000.0,25544454000000.0,25440052000000.0
2048.0,25573234000000.0,25607662000000.0,24051924000000.0,24371020000000.0,25820186000000.0,25448677000000.0,24161670000000.0,25064240000000.0,25462265000000.0,25843743000000.0,25316452000000.0,25470907000000.0,25321860000000.0
2049.0,25508213000000.0,25553770000000.0,23891825000000.0,24163500000000.0,25749575000000.0,25398113000000.0,23956790000000.0,24951027000000.0,25353780000000.0,25777125000000.0,25256494000000.0,25416872000000.0,25255528000000.0
2050.0,25415620000000.0,25539742000000.0,23706322000000.0,24001525000000.0,25687583000000.0,25241676000000.0,23743634000000.0,24983657000000.0,25267079000000.0,25694006000000.0,25151802000000.0,25276816000000.0,25190482000000.0
2051.0,25394873000000.0,25464085000000.0,23513073000000.0,23888537000000.0,25665034000000.0,25145561000000.0,23599020000000.0,24889510000000.0,25234325000000.0,25673033000000.0,25138261000000.0,25141088000000.0,25139070000000.0
2052.0,25332680000000.0,25416340000000.0,23343661000000.0,23707855000000.0,25568939000000.0,25034106000000.0,23491950000000.0,24800003000000.0,25201012000000.0,25634235000000.0,25014480000000.0,25106387000000.0,25036824000000.0
2053.0,25268176000000.0,25370634000000.0,23183827000000.0,23491531000000.0,25540684000000.0,25010731000000.0,23345509000000.0,24633552000000.0,25133903000000.0,25621200000000.0,24955448000000.0,25007388000000.0,24929500000000.0
2054.0,25219341000000.0,25270390000000.0,22999957000000.0,23194363000000.0,25492600000000.0,24977514000000.0,23109530000000.0,24552134000000.0,25082273000000.0,25563018000000.0,24839406000000.0,24898395000000.0,24881440000000.0
2055.0,25162978000000.0,25253300000000.0,22851040000000.0,22933175000000.0,25441514000000.0,24991404000000.0,22852842000000.0,24384239000000.0,25068309000000.0,25494586000000.0,24747251000000.0,24820706000000.0,24758008000000.0
2056.0,25139033000000.0,25195174000000.0,22645054000000.0,22705330000000.0,25423373000000.0,24891603000000.0,22757880000000.0,24225782000000.0,24998404000000.0,25523944000000.0,24738112000000.0,24702775000000.0,24713220000000.0
2057.0,25120937000000.0,25154925000000.0,22444276000000.0,22431440000000.0,25327280000000.0,24785782000000.0,22621398000000.0,24189327000000.0,24856247000000.0,25491280000000.0,24704050000000.0,24667369000000.0,24686480000000.0
2058.0,25064957000000.0,25065456000000.0,22314557000000.0,22228796000000.0,25329484000000.0,24631195000000.0,22442037000000.0,24194673000000.0,24777876000000.0,25435082000000.0,24670970000000.0,24617180000000.0,24648499000000.0
2059.0,24958349000000.0,25024195000000.0,22194659000000.0,22037442000000.0,25317748000000.0,24630622000000.0,22322962000000.0,24104038000000.0,24725028000000.0,25402932000000.0,24598640000000.0,24533994000000.0,24586423000000.0
2060.0,24924253000000.0,24935114000000.0,22020148000000.0,21850130000000.0,25261326000000.0,24584710000000.0,22118990000000.0,24004730000000.0,24678884000000.0,25389338000000.0,24564960000000.0,24416667000000.0,24570573000000.0
2061.0,24879519000000.0,24888354000000.0,21830042000000.0,21631915000000.0,25198061000000.0,24559583000000.0,21988079000000.0,23894879000000.0,24610236000000.0,25349142000000.0,24484153000000.0,24365446000000.0,24487196000000.0
2062.0,24791216000000.0,24828342000000.0,21737115000000.0,21434544000000.0,25179646000000.0,24378736000000.0,21956542000000.0,23862912000000.0,24614103000000.0,25277270000000.0,24432798000000.0,24316041000000.0,24340364000000.0
2063.0,24753474000000.0,24756737000000.0,21570328000000.0,21158666000000.0,25151786000000.0,24258607000000.0,21687473000000.0,23741400000000.0,24599380000000.0,25170490000000.0,24350822000000.0,24224889000000.0,24238436000000.0
2064.0,24701756000000.0,24668212000000.0,21332589000000.0,20998550000000.0,25078165000000.0,24125565000000.0,21557305000000.0,23630988000000.0,24522256000000.0,25135254000000.0,24254221000000.0,24153797000000.0,24181738000000.0
2065.0,24635073000000.0,24632659000000.0,21124182000000.0,20780618000000.0,25037910000000.0,24044468000000.0,21459047000000.0,23539793000000.0,24530760000000.0,25075883000000.0,24163517000000.0,24060670000000.0,24080732000000.0
2066.0,24603896000000.0,24568510000000.0,20894682000000.0,20469676000000.0,25027536000000.0,23969774000000.0,21324496000000.0,23486548000000.0,24511290000000.0,25049883000000.0,24041350000000.0,23981992000000.0,24034180000000.0
2067.0,24549482000000.0,24484573000000.0,20780369000000.0,20183387000000.0,24960368000000.0,23842267000000.0,21150562000000.0,23418768000000.0,24453944000000.0,24954980000000.0,23954517000000.0,23921429000000.0,23959792000000.0
2068.0,24436034000000.0,24419360000000.0,20632037000000.0,19944205000000.0,24874733000000.0,23636038000000.0,21006737000000.0,23243150000000.0,24380063000000.0,24920728000000.0,23925560000000.0,23851470000000.0,23787391000000.0
2069.0,24387040000000.0,24397510000000.0,20428725000000.0,19666615000000.0,24785935000000.0,23523666000000.0,20865406000000.0,23219103000000.0,24289760000000.0,24815291000000.0,23842272000000.0,23687814000000.0,23675100000000.0
2070.0,24302259000000.0,24351166000000.0,20222805000000.0,19433980000000.0,24766694000000.0,23334530000000.0,20569624000000.0,23039238000000.0,24189986000000.0,24782192000000.0,23737180000000.0,23553158000000.0,23568092000000.0
2071.0,24233887000000.0,24270376000000.0,19977896000000.0,19155703000000.0,24766862000000.0,23211150000000.0,20391133000000.0,22886702000000.0,24108367000000.0,24722134000000.0,23615196000000.0,23457784000000.0,23530196000000.0
2072.0,24171235000000.0,24249633000000.0,19726570000000.0,18971321000000.0,24749720000000.0,23133845000000.0,20297940000000.0,22739363000000.0,23982840000000.0,24669751000000.0,23508996000000.0,23373710000000.0,23482800000000.0
2073.0,24112440000000.0,24207467000000.0,19496276000000.0,18699520000000.0,24687730000000.0,22846909000000.0,20110008000000.0,22695832000000.0,23898783000000.0,24623154000000.0,23380296000000.0,23226660000000.0,23387089000000.0
2074.0,24029017000000.0,24129875000000.0,19245988000000.0,18479793000000.0,24665345000000.0,22751138000000.0,19905609000000.0,22566444000000.0,23787310000000.0,24563004000000.0,23243138000000.0,23157855000000.0,23302674000000.0
2075.0,23946718000000.0,24091436000000.0,19068933000000.0,18255740000000.0,24614997000000.0,22611283000000.0,19806699000000.0,22523696000000.0,23694022000000.0,24470560000000.0,23158600000000.0,22976435000000.0,23148882000000.0
2076.0,23847290000000.0,24071933000000.0,18752152000000.0,17981745000000.0,24548563000000.0,22419054000000.0,19613442000000.0,22406874000000.0,23632613000000.0,24436684000000.0,23008247000000.0,22846768000000.0,23039182000000.0
2077.0,23749175000000.0,23979670000000.0,18452048000000.0,17729348000000.0,24475897000000.0,22313727000000.0,19401546000000.0,22335063000000.0,23548744000000.0,24350502000000.0,22947417000000.0,22718026000000.0,22989810000000.0
2078.0,23660136000000.0,23903137000000.0,18230645000000.0,17443417000000.0,24460936000000.0,22175663000000.0,19293190000000.0,22200580000000.0,23477006000000.0,24272576000000.0,22860460000000.0,22636936000000.0,22908083000000.0
2079.0,23570254000000.0,23877493000000.0,17929650000000.0,17181048000000.0,24408540000000.0,22060045000000.0,18976896000000.0,22040524000000.0,23345780000000.0,24219060000000.0,22797290000000.0,22569000000000.0,22793098000000.0
2080.0,23498148000000.0,23841156000000.0,17708217000000.0,16790295000000.0,24313273000000.0,21849530000000.0,18616926000000.0,21928893000000.0,23305457000000.0,24062428000000.0,22785835000000.0,22442146000000.0,22740526000000.0
2081.0,23413914000000.0,23840028000000.0,17369537000000.0,16547004000000.0,24241297000000.0,21626177000000.0,18436176000000.0,21799616000000.0,23299535000000.0,24022100000000.0,22736458000000.0,22323407000000.0,22661655000000.0
2082.0,23351299000000.0,23780397000000.0,17041634000000.0,16272391000000.0,24213669000000.0,21448817000000.0,18193570000000.0,21718375000000.0,23255247000000.0,23967255000000.0,22621255000000.0,22273707000000.0,22572473000000.0
2083.0,23271140000000.0,23698547000000.0,16697553000000.0,16023696000000.0,24196982000000.0,21370420000000.0,17920800000000.0,21634044000000.0,23189856000000.0,23964993000000.0,22514172000000.0,22168625000000.0,22468239000000.0
2084.0,23184886000000.0,23649122000000.0,16400330000000.0,15769506000000.0,24139943000000.0,21132580000000.0,17623480000000.0,21520865000000.0,23102237000000.0,23886815000000.0,22448221000000.0,22048280000000.0,22460360000000.0
2085.0,23126243000000.0,23607870000000.0,16117615000000.0,15548104000000.0,24076563000000.0,21016573000000.0,17411300000000.0,21394568000000.0,23072166000000.0,23799165000000.0,22315763000000.0,21907047000000.0,22422270000000.0
2086.0,23051260000000.0,23493716000000.0,15807899000000.0,15236060000000.0,24052430000000.0,20744388000000.0,17238610000000.0,21264033000000.0,23017617000000.0,23728644000000.0,22265115000000.0,21767033000000.0,22350871000000.0
2087.0,22956757000000.0,23390142000000.0,15503868000000.0,14992284000000.0,24016530000000.0,20538636000000.0,16995453000000.0,21174197000000.0,22924060000000.0,23585691000000.0,22122590000000.0,21748896000000.0,22267642000000.0
2088.0,22885003000000.0,23320544000000.0,15209413000000.0,14748048000000.0,23984450000000.0,20323938000000.0,16789074000000.0,21060383000000.0,22880128000000.0,23485242000000.0,21983916000000.0,21526823000000.0,22120711000000.0
2089.0,22744268000000.0,23240802000000.0,14887960000000.0,14446051000000.0,23908487000000.0,20008753000000.0,16606796000000.0,20967567000000.0,22791389000000.0,23457855000000.0,21847272000000.0,21348737000000.0,22065336000000.0
2090.0,22642292000000.0,23182178000000.0,14614683000000.0,14110901000000.0,23847525000000.0,19792025000000.0,16285106000000.0,20820177000000.0,22703450000000.0,23518905000000.0,21724205000000.0,21120137000000.0,21975003000000.0
2091.0,22571990000000.0,23106182000000.0,14241062000000.0,13799439000000.0,23757510000000.0,19526404000000.0,15952144000000.0,20736912000000.0,22623360000000.0,23460552000000.0,21580487000000.0,21056492000000.0,21876430000000.0
2092.0,22459003000000.0,23022367000000.0,13923010000000.0,13486778000000.0,23716434000000.0,19418235000000.0,15743570000000.0,20514555000000.0,22522859000000.0,23370842000000.0,21424176000000.0,20962603000000.0,21704328000000.0
2093.0,22394505000000.0,22968711000000.0,13672726000000.0,13119575000000.0,23646028000000.0,19173277000000.0,15460653000000.0,20215994000000.0,22450618000000.0,23283953000000.0,21364998000000.0,20835306000000.0,21585721000000.0
2094.0,22283301000000.0,22922802000000.0,13309094000000.0,12800952000000.0,23602187000000.0,18835711000000.0,15329500000000.0,20091717000000.0,22406020000000.0,23193897000000.0,21244366000000.0,20653736000000.0,21494650000000.0
2095.0,22174656000000.0,22871118000000.0,12951589000000.0,12581732000000.0,23555811000000.0,18652475000000.0,15166631000000.0,19914260000000.0,22380297000000.0,23047153000000.0,21096896000000.0,20445424000000.0,21403867000000.0
2096.0,22100348000000.0,22865810000000.0,12604277000000.0,12307786000000.0,23490093000000.0,18422298000000.0,14984638000000.0,19638190000000.0,22334280000000.0,22995945000000.0,20922308000000.0,20192325000000.0,21319723000000.0
2097.0,22036385000000.0,22833682000000.0,12169081000000.0,11916566000000.0,23434713000000.0,18184321000000.0,14779535000000.0,19481271000000.0,22305768000000.0,22914175000000.0,20754503000000.0,20145005000000.0,21187004000000.0
2098.0,21929229000000.0,22787080000000.0,11730911000000.0,11654974000000.0,23352770000000.0,17900566000000.0,14335390000000.0,19344814000000.0,22205975000000.0,22789556000000.0,20645998000000.0,19960808000000.0,21086777000000.0
2099.0,21854434000000.0,22745685000000.0,11370945000000.0,11299533000000.0,23305644000000.0,17677517000000.0,14192308000000.0,19321777000000.0,22089900000000.0,22689500000000.0,20517694000000.0,19884996000000.0,20982480000000.0
2100.0,21757868000000.0,22669974000000.0,11087788000000.0,10927192000000.0,23195782000000.0,17582391000000.0,13954020000000.0,19314132000000.0,21986909000000.0,22624975000000.0,20351422000000.0,19675590000000.0,20860210000000.0
