time,MPI-ESM1-2-HR,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,CMCC-CM2-SR5,GFDL-ESM4,CESM2,EC-EARTH3,MRI-ESM2-0,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,CAMS-CSM1-0,CESM2-WACCM
2017.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0
2018.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0
2019.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0
2020.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0
2021.0,85347410000.0,85101896000.0,85117220000.0,85130320000.0,85493600000.0,85229870000.0,85024130000.0,85157740000.0,85143230000.0,85113540000.0,85154070000.0,85218820000.0,85318345000.0,85144910000.0
2022.0,84992080000.0,84789390000.0,84926595000.0,85017700000.0,85227710000.0,84998870000.0,84786900000.0,84840325000.0,85002640000.0,84775460000.0,85041530000.0,84980020000.0,85052090000.0,84676985000.0
2023.0,84767690000.0,84419930000.0,84609516000.0,84804720000.0,84816220000.0,84536950000.0,84524880000.0,84526940000.0,84778110000.0,84619970000.0,84637720000.0,84974640000.0,84729300000.0,84219710000.0
2024.0,84667350000.0,84256720000.0,84209440000.0,84646986000.0,84537210000.0,84231545000.0,85227350000.0,84068385000.0,84465380000.0,84239560000.0,84317460000.0,84602680000.0,84728230000.0,83777356000.0
2025.0,84478510000.0,83959734000.0,84072415000.0,84679020000.0,84226425000.0,83827970000.0,84252300000.0,83692030000.0,84213570000.0,83691600000.0,84007215000.0,84934130000.0,84290390000.0,83270060000.0
2026.0,84134730000.0,84104300000.0,83649540000.0,84264650000.0,84902355000.0,83536170000.0,83853460000.0,82982680000.0,84512080000.0,83046980000.0,83772826000.0,84266490000.0,83924040000.0,82468170000.0
2027.0,83984550000.0,83673140000.0,83104920000.0,83878440000.0,84348650000.0,82973065000.0,83332340000.0,82400300000.0,83550190000.0,82586230000.0,83334880000.0,83840600000.0,84323566000.0,81797810000.0
2028.0,84111696000.0,83133690000.0,82834260000.0,83631680000.0,83681500000.0,82522390000.0,82747390000.0,81809060000.0,82900000000.0,82080090000.0,83027460000.0,83408010000.0,83523400000.0,80954820000.0
2029.0,83537990000.0,82654330000.0,83016060000.0,83011190000.0,83260810000.0,81915230000.0,82482980000.0,80902060000.0,82488760000.0,81548770000.0,82584640000.0,82833334000.0,83311760000.0,80104620000.0
2030.0,83304800000.0,82118730000.0,82446330000.0,82608914000.0,83039330000.0,81544380000.0,81716716000.0,80246280000.0,81774810000.0,80874300000.0,82263140000.0,82707980000.0,82759900000.0,79557740000.0
2031.0,83408340000.0,81283590000.0,82186535000.0,82514590000.0,82916080000.0,81126630000.0,81126390000.0,79684160000.0,81687900000.0,79991005000.0,81785380000.0,82243170000.0,82402720000.0,79471395000.0
2032.0,82904430000.0,80686820000.0,81932570000.0,81918550000.0,82366830000.0,80735085000.0,80456550000.0,79006640000.0,81061340000.0,79579110000.0,81179670000.0,81687314000.0,81744626000.0,78744470000.0
2033.0,82796904000.0,80271800000.0,81367770000.0,81319805000.0,83062510000.0,80132040000.0,80359820000.0,78241850000.0,80481040000.0,78823410000.0,80630390000.0,81671610000.0,81255130000.0,77532030000.0
2034.0,82382140000.0,79664670000.0,80700400000.0,80829450000.0,81859570000.0,79603090000.0,79833465000.0,77272170000.0,80750440000.0,78260680000.0,80193460000.0,81069690000.0,80488460000.0,76584590000.0
2035.0,82025310000.0,79228650000.0,80311990000.0,80242500000.0,81642670000.0,79073890000.0,79111315000.0,76412170000.0,79736880000.0,77473340000.0,79632785000.0,81059070000.0,80101930000.0,75876155000.0
2036.0,81939590000.0,78983545000.0,80129745000.0,80063510000.0,81169080000.0,78616260000.0,78476470000.0,75447260000.0,79234834000.0,77005230000.0,79222240000.0,80906125000.0,79541830000.0,75095190000.0
2037.0,81735590000.0,78250330000.0,79665790000.0,79342640000.0,80603900000.0,78099685000.0,77717520000.0,74697286000.0,78854775000.0,76339650000.0,79161040000.0,80473820000.0,79255120000.0,74247960000.0
2038.0,81309390000.0,77431170000.0,79362150000.0,78862130000.0,80186830000.0,77706174000.0,76771460000.0,74568260000.0,78035280000.0,75813405000.0,78749760000.0,79661390000.0,78795930000.0,73694330000.0
2039.0,81400160000.0,76900890000.0,79098905000.0,78224730000.0,79623710000.0,77083320000.0,76022370000.0,73465400000.0,77467950000.0,75512980000.0,78346500000.0,79199090000.0,78131710000.0,72717590000.0
2040.0,81073030000.0,76503310000.0,78508440000.0,77413970000.0,79836370000.0,76841705000.0,75458240000.0,72591260000.0,76781020000.0,74714920000.0,77955790000.0,78791650000.0,77424360000.0,72322800000.0
2041.0,80616374000.0,76767030000.0,78630070000.0,76565365000.0,79124910000.0,76173010000.0,74413744000.0,71991940000.0,76573880000.0,73986950000.0,77275310000.0,78221230000.0,77433910000.0,71485130000.0
2042.0,80248190000.0,75742920000.0,80826880000.0,75883790000.0,78487220000.0,75391525000.0,73637370000.0,70991560000.0,75771180000.0,73781210000.0,76750390000.0,77484050000.0,77645595000.0,71171460000.0
2043.0,79853620000.0,75293800000.0,77758700000.0,75061640000.0,77996680000.0,75006440000.0,72475940000.0,70774790000.0,75114260000.0,72916930000.0,76289245000.0,77155164000.0,77809780000.0,70464220000.0
2044.0,80162320000.0,74871130000.0,77187195000.0,74356910000.0,77317700000.0,75087020000.0,71394800000.0,69925840000.0,74547140000.0,72188690000.0,75684760000.0,76667230000.0,76665200000.0,69724720000.0
2045.0,79529230000.0,74094010000.0,79409610000.0,73424945000.0,76658850000.0,74142000000.0,70146280000.0,69070670000.0,74038305000.0,71465060000.0,75224826000.0,76374260000.0,76129760000.0,68829460000.0
2046.0,79273430000.0,73427540000.0,77162095000.0,72599314000.0,76060190000.0,73809400000.0,69556896000.0,68266480000.0,73425240000.0,70762790000.0,74624650000.0,75868600000.0,75916120000.0,67977073000.0
2047.0,78978270000.0,72514030000.0,76251160000.0,72134520000.0,75521670000.0,73369760000.0,68565836000.0,67578270000.0,72659810000.0,70005530000.0,74149560000.0,75680380000.0,75479785000.0,66914734000.0
2048.0,78568290000.0,71956130000.0,75653970000.0,72134340000.0,74972740000.0,72667190000.0,68024115000.0,66713498000.0,72018575000.0,69413150000.0,73761700000.0,75774260000.0,75724420000.0,65788453000.0
2049.0,78273440000.0,71289130000.0,75014005000.0,71353970000.0,74273670000.0,72082820000.0,67283750000.0,65958183000.0,71156010000.0,68741210000.0,73608405000.0,75067965000.0,74800500000.0,64921910000.0
2050.0,77955350000.0,70447420000.0,74572080000.0,71387460000.0,73504460000.0,71596890000.0,66560213000.0,65212700000.0,70651030000.0,68041230000.0,73091980000.0,74453470000.0,74228760000.0,63958196000.0
2051.0,77932920000.0,70062825000.0,74302100000.0,70403580000.0,73013764000.0,71129400000.0,65806537000.0,64461290000.0,69892590000.0,67183722000.0,72619320000.0,74053560000.0,73856970000.0,62955626000.0
2052.0,77318170000.0,69306990000.0,73554820000.0,69941430000.0,72092680000.0,70564380000.0,65126265000.0,63854450000.0,69350430000.0,66815685000.0,72364835000.0,75833280000.0,73471020000.0,62292247000.0
2053.0,76994550000.0,68641740000.0,73002440000.0,69157650000.0,71349854000.0,70557960000.0,64352174000.0,63116755000.0,68947170000.0,65774207000.0,72653260000.0,73704600000.0,73918915000.0,61476008000.0
2054.0,76512305000.0,67745972000.0,72441040000.0,68587385000.0,70610660000.0,69446610000.0,63375577000.0,62646387000.0,68193530000.0,65128790000.0,72515610000.0,73157150000.0,72607640000.0,60743537000.0
2055.0,76216720000.0,66894725000.0,72011416000.0,67886612000.0,69862410000.0,68864930000.0,62720545000.0,61871546000.0,67677100000.0,65013895000.0,71888080000.0,72928310000.0,73160190000.0,60074360000.0
2056.0,76009880000.0,66172613000.0,71454070000.0,67184270000.0,69312760000.0,68244430000.0,62024122000.0,61122114000.0,67358826000.0,64076570000.0,71516880000.0,72388600000.0,71555980000.0,59298900000.0
2057.0,76425270000.0,65441110000.0,71154290000.0,66431990000.0,68635300000.0,67741490000.0,61394563000.0,60513940000.0,66558780000.0,63216447000.0,70525665000.0,71915905000.0,71045690000.0,58550820000.0
2058.0,75496980000.0,64938775000.0,70346360000.0,66052310000.0,67803830000.0,67301884000.0,60658307000.0,59895595000.0,66044776000.0,62375470000.0,70339370000.0,71072104000.0,70421510000.0,57954270000.0
2059.0,75025695000.0,64209654000.0,69730800000.0,65345868000.0,66964054000.0,66801148000.0,59807113000.0,59189613000.0,65192673000.0,61443666000.0,70006670000.0,70718054000.0,70059770000.0,57458938000.0
2060.0,75297320000.0,63481160000.0,69247720000.0,64526737000.0,66356640000.0,66392617000.0,58811940000.0,58417656000.0,64312360000.0,60582150000.0,69138010000.0,70361470000.0,69647204000.0,56594390000.0
2061.0,74632580000.0,62675567000.0,68401783000.0,63871017000.0,66097320000.0,65703313000.0,58089837000.0,57480626000.0,65404244000.0,59676455000.0,68644910000.0,69625586000.0,68984890000.0,55934984000.0
2062.0,73986480000.0,62101710000.0,67756660000.0,63073518000.0,65115283000.0,65160160000.0,57424390000.0,56812925000.0,63507083000.0,58794790000.0,68175806000.0,69173050000.0,68425840000.0,55144485000.0
2063.0,73697980000.0,61543180000.0,67647513000.0,62499270000.0,64198030000.0,64622326000.0,56757080000.0,56180322000.0,62733402000.0,58129875000.0,69726730000.0,68624933000.0,68238246000.0,54696320000.0
2064.0,73186810000.0,60930503000.0,67000205000.0,61914325000.0,63248970000.0,64252040000.0,56029905000.0,55296620000.0,62135812000.0,57388528000.0,67413860000.0,68078640000.0,67790504000.0,54059926000.0
2065.0,72914490000.0,60267786000.0,66295194000.0,61291532000.0,62213054000.0,63744078000.0,55255360000.0,54394036000.0,61534695000.0,56672666000.0,67209023000.0,68604160000.0,67280626000.0,53461120000.0
2066.0,72543100000.0,59912937000.0,65908240000.0,60441407000.0,61269664000.0,63335850000.0,54519160000.0,53779575000.0,60857960000.0,56023425000.0,66613154000.0,67644000000.0,66863370000.0,52864516000.0
2067.0,72265290000.0,59378720000.0,65170354000.0,59656720000.0,60529046000.0,62987290000.0,53876896000.0,52953030000.0,60222607000.0,55292756000.0,66068214000.0,66974060000.0,66411440000.0,52308627000.0
2068.0,71858170000.0,59666960000.0,64743750000.0,59037310000.0,59636056000.0,62558007000.0,54278898000.0,52356720000.0,60366983000.0,54681570000.0,65927460000.0,66404385000.0,66302996000.0,51544814000.0
2069.0,71523560000.0,58501472000.0,64208646000.0,58378887000.0,58771206000.0,61939933000.0,53640966000.0,51885294000.0,59438207000.0,54062043000.0,65413845000.0,66144250000.0,65799410000.0,50704460000.0
2070.0,71366660000.0,57896186000.0,63530766000.0,57801806000.0,57820330000.0,61460930000.0,52358152000.0,51217973000.0,58867003000.0,53393506000.0,65958433000.0,65727490000.0,65258795000.0,49930998000.0
2071.0,70877500000.0,57473390000.0,63393296000.0,57525820000.0,57056680000.0,61041054000.0,51687334000.0,50533753000.0,58324537000.0,52657037000.0,64608900000.0,65360680000.0,64897954000.0,49519070000.0
2072.0,70409950000.0,56927298000.0,62373278000.0,56607560000.0,56370090000.0,61083110000.0,50894730000.0,50187490000.0,57937494000.0,52089970000.0,64085650000.0,64974844000.0,64401875000.0,48724840000.0
2073.0,70301570000.0,56482808000.0,61784480000.0,56158890000.0,55697830000.0,60159390000.0,50154414000.0,49452170000.0,57456247000.0,51364946000.0,63682920000.0,64650453000.0,64452030000.0,48097920000.0
2074.0,70145270000.0,55971030000.0,61191750000.0,55378900000.0,54864790000.0,60683540000.0,49518660000.0,48694792000.0,56828723000.0,50773537000.0,63018280000.0,64063463000.0,63820853000.0,47360127000.0
2075.0,69468580000.0,55777735000.0,60624265000.0,54519996000.0,54142153000.0,59555900000.0,48785680000.0,48281540000.0,56416825000.0,50115540000.0,62702960000.0,63952480000.0,63147938000.0,46805213000.0
2076.0,69195350000.0,55225225000.0,60152017000.0,53999587000.0,53210960000.0,59066552000.0,47951580000.0,47654556000.0,55931425000.0,49461300000.0,62521350000.0,63253910000.0,62570450000.0,46234740000.0
2077.0,68640444000.0,54444823000.0,60007895000.0,53153268000.0,52263570000.0,58660060000.0,47531196000.0,47027503000.0,55301267000.0,48955700000.0,61980865000.0,63087194000.0,62173413000.0,45624185000.0
2078.0,68130152000.0,53836460000.0,59456150000.0,52514374000.0,51583533000.0,58203582000.0,46547276000.0,46387724000.0,54914355000.0,48251390000.0,61768925000.0,62798983000.0,61753713000.0,45383070000.0
2079.0,67725877000.0,53420950000.0,59151480000.0,51894424000.0,50886832000.0,57937555000.0,45886865000.0,45734597000.0,54473360000.0,47724253000.0,61158347000.0,62372760000.0,61405446000.0,44755140000.0
2080.0,67385307000.0,52729940000.0,58453524000.0,51270865000.0,50141530000.0,57962164000.0,45067596000.0,45073270000.0,53992976000.0,46858244000.0,60716770000.0,61956272000.0,61073730000.0,45519258000.0
2081.0,66789290000.0,52091777000.0,58705576000.0,50797093000.0,49359430000.0,57872240000.0,44538155000.0,44346980000.0,53588450000.0,46032966000.0,60392230000.0,61373956000.0,60577698000.0,43642036000.0
2082.0,66483225000.0,51458175000.0,57350910000.0,50212290000.0,48432110000.0,56966040000.0,44017672000.0,43796740000.0,53482590000.0,45453353000.0,60458488000.0,60897386000.0,60265415000.0,42908025000.0
2083.0,65795424000.0,50744037000.0,56867877000.0,49494180000.0,47285658000.0,56389000000.0,43417360000.0,43101380000.0,52665795000.0,44839424000.0,59787540000.0,60577740000.0,59713430000.0,42270933000.0
2084.0,65834150000.0,50179772000.0,56321323000.0,48770757000.0,46571270000.0,55841747000.0,42895850000.0,43472687000.0,52057630000.0,44136075000.0,59334330000.0,60339302000.0,59473998000.0,41231024000.0
2085.0,65470927000.0,49482310000.0,55816010000.0,48722650000.0,46114714000.0,55470460000.0,42574647000.0,42540480000.0,51447718000.0,43454360000.0,58850124000.0,60317983000.0,59156610000.0,40592155000.0
2086.0,64828846000.0,48840110000.0,55229276000.0,47860146000.0,45401625000.0,55050002000.0,41944560000.0,41777470000.0,51358170000.0,42868847000.0,58415600000.0,59734770000.0,58617713000.0,40139660000.0
2087.0,64454304000.0,48119497000.0,54539670000.0,47247430000.0,44768890000.0,54882930000.0,41267954000.0,41170014000.0,50847146000.0,42376385000.0,58621360000.0,59320380000.0,58519640000.0,39651470000.0
2088.0,64135060000.0,47552676000.0,53946696000.0,46602640000.0,44145414000.0,54386790000.0,40450140000.0,40720413000.0,51802290000.0,41761747000.0,57895997000.0,58767480000.0,58056253000.0,38486800000.0
2089.0,63748317000.0,46831220000.0,53483720000.0,45897994000.0,43377970000.0,53861920000.0,39649510000.0,39879827000.0,50052813000.0,41174696000.0,57331200000.0,58286907000.0,57664260000.0,37848416000.0
2090.0,63255118000.0,46242734000.0,52876490000.0,45309860000.0,42698646000.0,53228250000.0,39095116000.0,39355048000.0,49641255000.0,40637485000.0,57486414000.0,58593534000.0,56986264000.0,37645726000.0
2091.0,62860677000.0,45788080000.0,52356840000.0,44838680000.0,42049688000.0,52783366000.0,38422413000.0,38524297000.0,49156540000.0,40200856000.0,56926765000.0,57542975000.0,56548803000.0,36791198000.0
2092.0,62530798000.0,45036315000.0,51823514000.0,44201710000.0,41322130000.0,52486150000.0,37702795000.0,37947560000.0,48733050000.0,39495418000.0,56495567000.0,57111224000.0,56598060000.0,36514005000.0
2093.0,62672724000.0,44370465000.0,51484664000.0,43635330000.0,40805380000.0,52391084000.0,36854060000.0,37318504000.0,48638968000.0,39071030000.0,56209568000.0,57360716000.0,56279867000.0,35639640000.0
2094.0,61760156000.0,43928175000.0,51018473000.0,43150850000.0,40263630000.0,52220764000.0,36329742000.0,36658147000.0,48070693000.0,38447760000.0,56163594000.0,56416997000.0,55811133000.0,35177200000.0
2095.0,61275795000.0,43308417000.0,50563970000.0,42629226000.0,39690125000.0,51609880000.0,35768553000.0,36196258000.0,47755588000.0,37937746000.0,55491840000.0,56084316000.0,55371104000.0,34780290000.0
2096.0,60791968000.0,42822394000.0,49928970000.0,42161906000.0,38921400000.0,51214860000.0,35315190000.0,35642864000.0,47455520000.0,37113586000.0,55091757000.0,55636960000.0,54837387000.0,34222590000.0
2097.0,60587753000.0,42276210000.0,49843400000.0,41699406000.0,38270116000.0,50839224000.0,34875617000.0,35158590000.0,46952948000.0,36386243000.0,54815433000.0,55592047000.0,54500573000.0,33657377000.0
2098.0,60114498000.0,41764510000.0,49254236000.0,41685774000.0,37550210000.0,50628710000.0,34502074000.0,34860913000.0,46500557000.0,35526210000.0,54450192000.0,55190210000.0,56274588000.0,33153198000.0
2099.0,59961643000.0,41141772000.0,50831913000.0,40936034000.0,36779460000.0,50244560000.0,33951746000.0,34654900000.0,46181024000.0,34939118000.0,54242046000.0,54580220000.0,54903394000.0,32604471000.0
2100.0,59479982000.0,40685162000.0,48593035000.0,42047717000.0,36084220000.0,50935690000.0,33441815000.0,33851781000.0,46102750000.0,34513990000.0,53915427000.0,54264226000.0,53872804000.0,32215026000.0
