time,NORESM1-M,CANESM2,CNRM-CM5,CSIRO-MK3-6-0,CCSM4,GFDL-ESM2G,MPI-ESM-LR,GISS-E2-R,IPSL-CM5A-LR,GFDL-CM3
2024.0,3002909300000.0,3003348700000.0,3008070700000.0,2952744700000.0,2990599600000.0,3077999000000.0,3031566400000.0,3044405000000.0,3016765000000.0,2968281200000.0
2025.0,2965510600000.0,2960356800000.0,2984006600000.0,2927139500000.0,2967623000000.0,3055609700000.0,3021998000000.0,3011479900000.0,2985418600000.0,2930443600000.0
2026.0,2925052600000.0,2930576200000.0,2966567800000.0,2874503900000.0,2954841600000.0,3038923700000.0,3014483000000.0,2989669200000.0,2957669300000.0,2882265000000.0
2027.0,2880243800000.0,2864549200000.0,2955618000000.0,2849377600000.0,2946352800000.0,2988968500000.0,3027745400000.0,2965829600000.0,2921380400000.0,2833338600000.0
2028.0,2860461300000.0,2833382400000.0,2936180300000.0,2821809000000.0,2923528700000.0,2992011700000.0,3022868000000.0,2935540400000.0,2892885400000.0,2772417400000.0
2029.0,2820591300000.0,2774730300000.0,2898682200000.0,2777140400000.0,2877877600000.0,2981654700000.0,2997168600000.0,2907523300000.0,2858355300000.0,2700769500000.0
2030.0,2757327800000.0,2761819000000.0,2876046600000.0,2742742200000.0,2842461700000.0,2953903900000.0,2975963000000.0,2884669000000.0,2815290800000.0,2630877000000.0
2031.0,2701310300000.0,2722486600000.0,2851201600000.0,2715896800000.0,2804243800000.0,2916277800000.0,2946870500000.0,2847599500000.0,2778953000000.0,2569602900000.0
2032.0,2668619600000.0,2699540600000.0,2827349100000.0,2680687200000.0,2749171200000.0,2902848200000.0,2902898500000.0,2813569500000.0,2740897000000.0,2487798000000.0
2033.0,2629174800000.0,2664439700000.0,2804405500000.0,2621390200000.0,2723150300000.0,2882279600000.0,2879464700000.0,2780581000000.0,2698479400000.0,2437970400000.0
2034.0,2583869300000.0,2620870000000.0,2778340800000.0,2560589800000.0,2695879700000.0,2860534200000.0,2857090400000.0,2744881300000.0,2660580000000.0,2366296600000.0
2035.0,2549826200000.0,2564697000000.0,2753585200000.0,2513497200000.0,2652988800000.0,2818833400000.0,2849391500000.0,2719332400000.0,2610739800000.0,2295836200000.0
2036.0,2511880800000.0,2519651600000.0,2730807000000.0,2476317900000.0,2609292000000.0,2768002600000.0,2800275700000.0,2677439000000.0,2551599900000.0,2227698100000.0
2037.0,2487465800000.0,2471322700000.0,2705415500000.0,2428636500000.0,2577457200000.0,2737867000000.0,2758369000000.0,2634911300000.0,2494354700000.0,2161867100000.0
2038.0,2458749800000.0,2423485600000.0,2671547500000.0,2369589600000.0,2542803000000.0,2710152700000.0,2730796000000.0,2589952300000.0,2437900000000.0,2091764300000.0
2039.0,2421889200000.0,2372232300000.0,2644127300000.0,2314979800000.0,2501465000000.0,2684974300000.0,2694196500000.0,2546294800000.0,2385127000000.0,2000984100000.0
2040.0,2381707000000.0,2315528200000.0,2617284500000.0,2249348300000.0,2455822400000.0,2672017500000.0,2651412000000.0,2485356300000.0,2324515800000.0,1915689100000.0
2041.0,2342274000000.0,2258593600000.0,2577307500000.0,2197236000000.0,2415530000000.0,2673342200000.0,2604810000000.0,2448681000000.0,2272450800000.0,1834923300000.0
2042.0,2292104800000.0,2227302800000.0,2547671000000.0,2137227300000.0,2383174200000.0,2642854000000.0,2550346800000.0,2401831500000.0,2222040000000.0,1748194700000.0
2043.0,2246929800000.0,2171818100000.0,2510431200000.0,2083907400000.0,2344939700000.0,2611835300000.0,2521602700000.0,2351507400000.0,2174685700000.0,1664602200000.0
2044.0,2206727700000.0,2118148600000.0,2478896300000.0,2039450800000.0,2290770500000.0,2598972200000.0,2490557300000.0,2315106400000.0,2123776100000.0,1600299200000.0
2045.0,2165179400000.0,2057391800000.0,2434309000000.0,1983327900000.0,2239643800000.0,2580692300000.0,2443457300000.0,2283683400000.0,2057484600000.0,1537822800000.0
2046.0,2113921900000.0,2011405500000.0,2401172000000.0,1943096800000.0,2195422200000.0,2553457400000.0,2371604000000.0,2236942600000.0,1985659700000.0,1460621700000.0
2047.0,2071944000000.0,1947037500000.0,2371729800000.0,1899804200000.0,2152022700000.0,2512371800000.0,2308741500000.0,2185262000000.0,1918718200000.0,1392843800000.0
2048.0,2044322800000.0,1899121300000.0,2334644000000.0,1842110900000.0,2102698000000.0,2479228000000.0,2275335000000.0,2140584700000.0,1864146100000.0,1336283200000.0
2049.0,1999375000000.0,1841459600000.0,2302702500000.0,1787858800000.0,2067060900000.0,2450861600000.0,2216379000000.0,2096696100000.0,1799852400000.0,1273123800000.0
2050.0,1950489500000.0,1776862100000.0,2266537000000.0,1739950400000.0,2028540300000.0,2432271000000.0,2173040500000.0,2069109900000.0,1746780800000.0,1202595200000.0
2051.0,1918209600000.0,1715775200000.0,2236086200000.0,1683410900000.0,1984711800000.0,2402137400000.0,2125667500000.0,2019587300000.0,1691817300000.0,1152390000000.0
2052.0,1875779900000.0,1653015000000.0,2194020500000.0,1651252900000.0,1942787600000.0,2356191000000.0,2080606900000.0,1977707300000.0,1640906800000.0,1093026300000.0
2053.0,1819856600000.0,1589663200000.0,2163792500000.0,1599616200000.0,1909499400000.0,2336427300000.0,2037528900000.0,1933167700000.0,1586711000000.0,1041174000000.0
2054.0,1782793500000.0,1535114200000.0,2119486100000.0,1562035000000.0,1879816500000.0,2301126200000.0,1997875300000.0,1898036300000.0,1528391100000.0,980211900000.0
2055.0,1743496300000.0,1491361000000.0,2072370700000.0,1517769500000.0,1841772500000.0,2240401600000.0,1987483400000.0,1860172800000.0,1482816000000.0,934859440000.0
2056.0,1700809700000.0,1453329700000.0,2033933900000.0,1471566300000.0,1797510300000.0,2191194300000.0,1941786700000.0,1813502200000.0,1429217100000.0,885605200000.0
2057.0,1648892600000.0,1400739500000.0,1992133600000.0,1434411300000.0,1754432700000.0,2127147200000.0,1885616500000.0,1763551700000.0,1388156000000.0,846081200000.0
2058.0,1604717500000.0,1343335600000.0,1944089500000.0,1377031300000.0,1714639500000.0,2096629500000.0,1835384200000.0,1730075000000.0,1337852400000.0,802252260000.0
2059.0,1557783800000.0,1307734400000.0,1906989500000.0,1331054800000.0,1682086700000.0,2051580900000.0,1785715900000.0,1690167500000.0,1290702800000.0,761206500000.0
2060.0,1515616900000.0,1257871200000.0,1874482000000.0,1282187100000.0,1643280100000.0,2016929800000.0,1731881000000.0,1649700800000.0,1249092800000.0,722782450000.0
2061.0,1484583900000.0,1204997000000.0,1841309800000.0,1242602100000.0,1606963400000.0,1974542700000.0,1672080000000.0,1616870500000.0,1215143100000.0,689137840000.0
2062.0,1456975500000.0,1156938500000.0,1815839600000.0,1203971200000.0,1562747500000.0,1950450000000.0,1602566100000.0,1583243000000.0,1171321500000.0,656778800000.0
2063.0,1416438900000.0,1110773000000.0,1773448200000.0,1164247800000.0,1531149700000.0,1923084300000.0,1561587600000.0,1552406800000.0,1130548400000.0,619650550000.0
2064.0,1364831000000.0,1077932700000.0,1729143100000.0,1115601200000.0,1493978400000.0,1903880600000.0,1509984200000.0,1522900100000.0,1096528040000.0,589333500000.0
2065.0,1323795900000.0,1038845540000.0,1695097800000.0,1071165500000.0,1457469100000.0,1861397900000.0,1458972700000.0,1491347300000.0,1047431940000.0,558194000000.0
2066.0,1289786200000.0,994977600000.0,1645284300000.0,1032942600000.0,1417858100000.0,1825681200000.0,1405791800000.0,1459098700000.0,1010206050000.0,530362370000.0
2067.0,1253380800000.0,949623700000.0,1603647700000.0,1000490900000.0,1384972400000.0,1794027000000.0,1352303100000.0,1429023100000.0,969444160000.0,502811430000.0
2068.0,1221268500000.0,916980240000.0,1560997700000.0,965675650000.0,1344467200000.0,1749684300000.0,1308703500000.0,1390739500000.0,928360600000.0,477283060000.0
2069.0,1178334000000.0,882139660000.0,1526886200000.0,931286700000.0,1297699300000.0,1723139900000.0,1270967800000.0,1356168000000.0,895478800000.0,452315450000.0
2070.0,1134602500000.0,849392600000.0,1501611700000.0,892015350000.0,1252669400000.0,1684721500000.0,1232014000000.0,1326580500000.0,853086630000.0,430933200000.0
2071.0,1096107300000.0,810109000000.0,1458402600000.0,863474940000.0,1214655100000.0,1639590700000.0,1180546800000.0,1297900900000.0,814776060000.0,409313250000.0
2072.0,1060857840000.0,783291500000.0,1420307500000.0,831102500000.0,1183207800000.0,1612854200000.0,1139832900000.0,1267380000000.0,775081400000.0,385981380000.0
2073.0,1024777650000.0,755608850000.0,1375977000000.0,805402800000.0,1144820500000.0,1584938600000.0,1109382000000.0,1237702700000.0,742449200000.0,363543200000.0
2074.0,992971460000.0,724877700000.0,1342873000000.0,772528140000.0,1113925700000.0,1553040300000.0,1082021900000.0,1208380800000.0,703768360000.0,345117520000.0
2075.0,955227640000.0,694989200000.0,1317064100000.0,746369600000.0,1090201450000.0,1505906000000.0,1034839300000.0,1182035000000.0,667726250000.0,326978340000.0
2076.0,919630840000.0,668334000000.0,1274819100000.0,708143350000.0,1055188650000.0,1467869000000.0,986981800000.0,1157958200000.0,635330100000.0,305639100000.0
2077.0,886659150000.0,635750000000.0,1237155000000.0,677578300000.0,1012457340000.0,1431040300000.0,956040700000.0,1129732600000.0,600643700000.0,288869350000.0
2078.0,858992400000.0,600229150000.0,1206322500000.0,647300060000.0,978381300000.0,1396452900000.0,922539300000.0,1102367400000.0,566490560000.0,272515280000.0
2079.0,825823850000.0,568376800000.0,1179582700000.0,618161900000.0,944449000000.0,1356372100000.0,895252300000.0,1077634500000.0,542295900000.0,253719500000.0
2080.0,795860140000.0,547941880000.0,1145117900000.0,599509000000.0,914289800000.0,1323905300000.0,853446560000.0,1052498660000.0,510682600000.0,238295330000.0
2081.0,768640700000.0,518756070000.0,1113933300000.0,576825800000.0,878485700000.0,1298648900000.0,808338500000.0,1029470000000.0,484807180000.0,218780000000.0
2082.0,748640200000.0,490011360000.0,1085625470000.0,547283400000.0,846404850000.0,1260120400000.0,771476750000.0,1000542770000.0,457107960000.0,204471750000.0
2083.0,720439900000.0,465007670000.0,1048075760000.0,522174820000.0,826858800000.0,1227596000000.0,738138600000.0,973732200000.0,430191700000.0,187942720000.0
2084.0,694669700000.0,437390200000.0,1026425800000.0,501690500000.0,799425400000.0,1195664900000.0,708864000000.0,946683600000.0,407019420000.0,174150160000.0
2085.0,667734970000.0,411963980000.0,993585140000.0,478345070000.0,767742300000.0,1148840000000.0,692048170000.0,925438400000.0,385686630000.0,159205240000.0
2086.0,645663000000.0,387765760000.0,964242640000.0,458134520000.0,740538800000.0,1104162500000.0,659836440000.0,897035800000.0,355528900000.0,146110250000.0
2087.0,622373770000.0,363071100000.0,928444900000.0,435682180000.0,714428700000.0,1066048200000.0,630499300000.0,869378400000.0,332606370000.0,135051840000.0
2088.0,605305700000.0,342989800000.0,898703100000.0,414645980000.0,693273500000.0,1032747900000.0,601547400000.0,843842450000.0,306393400000.0,126278910000.0
2089.0,578276750000.0,318128750000.0,876155440000.0,388447140000.0,676157500000.0,999814860000.0,570352200000.0,819411160000.0,279569600000.0,117329240000.0
2090.0,554314000000.0,295011300000.0,847838400000.0,368200160000.0,649773060000.0,976653600000.0,538100730000.0,798430000000.0,262583580000.0,108005065000.0
2091.0,529979100000.0,279076340000.0,824822460000.0,344369140000.0,622684800000.0,950446700000.0,507177530000.0,773572460000.0,244519040000.0,98116320000.0
2092.0,509167340000.0,256334100000.0,799727700000.0,323026800000.0,596142460000.0,916132800000.0,480446780000.0,749966100000.0,225113240000.0,92155445000.0
2093.0,491050040000.0,238782630000.0,783602100000.0,309105600000.0,572013000000.0,884772200000.0,455183530000.0,726269800000.0,203471950000.0,85285510000.0
2094.0,466670800000.0,222620990000.0,757395550000.0,290187300000.0,541645000000.0,844306600000.0,430615900000.0,705455460000.0,184818090000.0,80117040000.0
2095.0,449144520000.0,206129890000.0,733808700000.0,270772320000.0,517560200000.0,815431800000.0,413062960000.0,678740030000.0,164923700000.0,74730410000.0
2096.0,430763870000.0,192755700000.0,712171200000.0,253090170000.0,495490240000.0,789443600000.0,386045440000.0,654471900000.0,152836800000.0,70310040000.0
2097.0,408732200000.0,174813200000.0,694360900000.0,236608750000.0,475366800000.0,770372300000.0,366038550000.0,634704200000.0,140415580000.0,65646330000.0
2098.0,390187220000.0,164076980000.0,674682630000.0,221117250000.0,455623340000.0,743238500000.0,351211400000.0,613471500000.0,130508190000.0,60790160000.0
2099.0,372221640000.0,152737610000.0,652469500000.0,208944710000.0,439594680000.0,725180940000.0,325792270000.0,594537740000.0,120148165000.0,56003437000.0
2100.0,353011960000.0,144984900000.0,635515630000.0,198067900000.0,419699100000.0,700574700000.0,302892900000.0,576156000000.0,111423910000.0,51540177000.0
