time,INM-CM4-8,FGOALS-F3-L,MRI-ESM2-0,MPI-ESM1-2-HR,EC-EARTH3,EC-EARTH3-VEG,CAMS-CSM1-0,BCC-CSM2-MR,GFDL-ESM4,CANESM5,NORESM2-MM,IPSL-CM6A-LR,ACCESS-CM2,INM-CM5-0,ACCESS-ESM1-5,CESM2,CESM2-WACCM
2026.0,80920445000.0,73365330000.0,71189510000.0,72293020000.0,73941290000.0,76958240000.0,77998530000.0,77942874000.0,72529030000.0,75385240000.0,68143645000.0,77055850000.0,70665994000.0,77595025000.0,78619230000.0,79013970000.0,83918080000.0
2027.0,81551590000.0,70690546000.0,67804733000.0,69908414000.0,67322397000.0,75220300000.0,77737410000.0,76214166000.0,71056000000.0,73015060000.0,67040640000.0,75791970000.0,68057200000.0,73483166000.0,78762560000.0,76807920000.0,82525870000.0
2028.0,77876440000.0,69620850000.0,66065093000.0,69232730000.0,66944250000.0,70857660000.0,76820030000.0,72350695000.0,68424974000.0,69865040000.0,66423580000.0,74048140000.0,66016838000.0,71682860000.0,77289740000.0,75447320000.0,83606680000.0
2029.0,76021020000.0,67806515000.0,61858857000.0,69166030000.0,66078052000.0,69617730000.0,77937100000.0,70966210000.0,66346940000.0,67550183000.0,65213110000.0,70770410000.0,63725416000.0,71553770000.0,76914065000.0,78189570000.0,82934980000.0
2030.0,75098490000.0,63870964000.0,59375456000.0,67366490000.0,67028830000.0,68642963000.0,83291726000.0,69246706000.0,63913910000.0,64928530000.0,64388264000.0,70130820000.0,59121058000.0,69036140000.0,74024430000.0,73152676000.0,83931820000.0
2031.0,71169970000.0,64756900000.0,55117770000.0,68435915000.0,66647120000.0,65585630000.0,79575790000.0,67225710000.0,61031936000.0,62523850000.0,64646220000.0,68493836000.0,54725750000.0,65946804000.0,71864530000.0,70055270000.0,79565570000.0
2032.0,70219735000.0,64732176000.0,52217176000.0,68737925000.0,64063330000.0,63714124000.0,78486080000.0,66355708000.0,58990840000.0,62921073000.0,62796374000.0,67399975000.0,52485722000.0,63526060000.0,69867340000.0,67574604000.0,78818330000.0
2033.0,70496625000.0,63705040000.0,50483080000.0,68847240000.0,62188503000.0,60296827000.0,77960850000.0,65672170000.0,57320550000.0,61565088000.0,59898524000.0,66319647000.0,50603110000.0,60308574000.0,69523760000.0,65528570000.0,76622310000.0
2034.0,68485833000.0,61407924000.0,48327234000.0,68755970000.0,59814486000.0,59916820000.0,77242380000.0,62180600000.0,56053390000.0,58134712000.0,59076620000.0,63691223000.0,48560234000.0,58034220000.0,66285797000.0,63556645000.0,74274290000.0
2035.0,66317033000.0,61287825000.0,46992120000.0,67863777000.0,58833334000.0,61118222000.0,76106950000.0,59254243000.0,55493353000.0,57429443000.0,57566590000.0,59379507000.0,45963338000.0,56794116000.0,62577213000.0,58656150000.0,70512070000.0
2036.0,62646170000.0,63844016000.0,44516520000.0,66962866000.0,56498430000.0,59465240000.0,73684255000.0,56090632000.0,50945614000.0,56526533000.0,58209726000.0,55361170000.0,42260296000.0,54832222000.0,61439594000.0,56800444000.0,67927884000.0
2037.0,62724514000.0,62253797000.0,42617786000.0,64865698000.0,54495110000.0,58660237000.0,73135866000.0,55094860000.0,48338395000.0,52584730000.0,56048333000.0,54217410000.0,40985956000.0,50412260000.0,58293000000.0,52954673000.0,66918597000.0
2038.0,60162030000.0,60863586000.0,40792040000.0,62880997000.0,51734614000.0,56409370000.0,69581414000.0,55270867000.0,46992744000.0,49990530000.0,54230730000.0,52717687000.0,39183438000.0,46888473000.0,55205560000.0,51045786000.0,65900840000.0
2039.0,59799843000.0,61276365000.0,38567883000.0,60068190000.0,48877298000.0,55838830000.0,65939010000.0,54732386000.0,45892354000.0,47800443000.0,53112120000.0,50941972000.0,36970860000.0,43778847000.0,52907803000.0,48389390000.0,63221200000.0
2040.0,55916330000.0,59030237000.0,36513830000.0,58643972000.0,47418730000.0,54257760000.0,66236158000.0,52618666000.0,44017373000.0,44771037000.0,49831854000.0,48860275000.0,35768050000.0,41695720000.0,48492810000.0,46588380000.0,60987277000.0
2041.0,55036580000.0,57963094000.0,35290214000.0,56689664000.0,44471680000.0,53413250000.0,66162840000.0,52494713000.0,42380136000.0,44446687000.0,48924320000.0,47315984000.0,33764493000.0,39184230000.0,43798310000.0,46117920000.0,59262330000.0
2042.0,52781703000.0,56135414000.0,34497850000.0,55788024000.0,41590590000.0,50206470000.0,63213700000.0,51208385000.0,40124790000.0,42285760000.0,49058170000.0,47211800000.0,31959634000.0,37524304000.0,42228376000.0,45077150000.0,57542898000.0
2043.0,51332720000.0,56291394000.0,34339450000.0,51154235000.0,40691286000.0,49994813000.0,63555224000.0,50402914000.0,39032290000.0,40907370000.0,47094555000.0,45582135000.0,30156790000.0,35785572000.0,40143245000.0,40809850000.0,55112446000.0
2044.0,49274690000.0,53802385000.0,33339177000.0,47018940000.0,37684728000.0,48031756000.0,61927006000.0,48012268000.0,38841630000.0,40226804000.0,45925204000.0,44296190000.0,28612649000.0,36096537000.0,39163154000.0,39508034000.0,55451062000.0
2045.0,47128970000.0,52716802000.0,31655076000.0,45068263000.0,34384503000.0,47319150000.0,61719810000.0,46688813000.0,38117204000.0,38065177000.0,42789417000.0,42932510000.0,27803156000.0,35443577000.0,34718794000.0,37330833000.0,51548918000.0
2046.0,43553700000.0,50524307000.0,30412724000.0,43074654000.0,31477897000.0,46660940000.0,61073610000.0,45076820000.0,38169227000.0,36704650000.0,41861390000.0,41516710000.0,27394623000.0,34816418000.0,33241795000.0,34797924000.0,51556500000.0
2047.0,40211587000.0,49476320000.0,29550230000.0,39575010000.0,30822762000.0,44702646000.0,59321377000.0,44814418000.0,37261726000.0,35108870000.0,39855096000.0,39408775000.0,26698672000.0,34897502000.0,33232523000.0,32953350000.0,49770205000.0
2048.0,39647450000.0,47052775000.0,29071968000.0,39221887000.0,29429891000.0,44745974000.0,60283680000.0,42301540000.0,35671224000.0,33313462000.0,37330887000.0,38364680000.0,26150066000.0,33748170000.0,33804010000.0,31786625000.0,49625653000.0
2049.0,38450684000.0,46278080000.0,27692861000.0,37920580000.0,27830436000.0,43593937000.0,58657972000.0,41046200000.0,34148782000.0,31423562000.0,36911190000.0,36338266000.0,25457863000.0,33072644000.0,33333443000.0,30113528000.0,47739437000.0
2050.0,37123620000.0,43971820000.0,27284197000.0,36649062000.0,25810913000.0,42654500000.0,60779240000.0,39347884000.0,33046130000.0,29943986000.0,36319306000.0,34227431000.0,24818985000.0,33057493000.0,31828478000.0,29398704000.0,46982943000.0
2051.0,35084153000.0,42268900000.0,25802260000.0,36710502000.0,24818332000.0,41623884000.0,59315847000.0,36523647000.0,33518727000.0,28544606000.0,35675255000.0,31236426000.0,24738232000.0,32867030000.0,31289320000.0,29211965000.0,44673294000.0
2052.0,33533356000.0,40949453000.0,25129230000.0,36775494000.0,23393600000.0,39796388000.0,56007074000.0,34756043000.0,32945793000.0,26885720000.0,33452442000.0,30379282000.0,24538520000.0,30590580000.0,30179630000.0,26991614000.0,43960950000.0
2053.0,32679498000.0,39742607000.0,24579682000.0,36523930000.0,23114013000.0,39248560000.0,56963584000.0,32817654000.0,32752160000.0,26471985000.0,31658720000.0,29896882000.0,24285377000.0,30675558000.0,28939452000.0,27017697000.0,42682905000.0
2054.0,32719116000.0,38379934000.0,23289504000.0,35819350000.0,22227134000.0,38796770000.0,56499393000.0,33331128000.0,32653631000.0,24744150000.0,30040046000.0,27835122000.0,24474087000.0,29460947000.0,26414172000.0,25311508000.0,42798408000.0
2055.0,32240420000.0,36720337000.0,22475760000.0,33833499000.0,21596130000.0,38577090000.0,56182130000.0,32736686000.0,33433030000.0,23866982000.0,28928750000.0,26602152000.0,24584280000.0,29043284000.0,26044578000.0,25660506000.0,42321687000.0
2056.0,31631342000.0,35896430000.0,20928838000.0,32820530000.0,21874768000.0,37013010000.0,55150862000.0,32900434000.0,33140042000.0,23588470000.0,27824476000.0,25119496000.0,23407602000.0,28693301000.0,25710193000.0,25617103000.0,38430323000.0
2057.0,31825904000.0,34710213000.0,20044012000.0,32430707000.0,21703160000.0,36130850000.0,55704494000.0,31845845000.0,33158201000.0,22712960000.0,27847016000.0,24640336000.0,22163147000.0,28023067000.0,24370225000.0,23943256000.0,37373972000.0
2058.0,31102380000.0,32988391000.0,19570502000.0,31279645000.0,21785956000.0,36084290000.0,58964402000.0,30494767000.0,32999160000.0,22306892000.0,27297096000.0,23870566000.0,20603360000.0,29755578000.0,23109450000.0,22813227000.0,34594210000.0
2059.0,29662302000.0,32379390000.0,19669420000.0,30235892000.0,21386392000.0,34824724000.0,58006688000.0,30741903000.0,32642900000.0,21782723000.0,26573533000.0,23369677000.0,20125104000.0,27753132000.0,22718067000.0,21938280000.0,33991072000.0
2060.0,28599951000.0,32525089000.0,19035724000.0,30610051000.0,20858501000.0,34324197000.0,59399240000.0,30411483000.0,31237181000.0,20886290000.0,24959728000.0,23368342000.0,19611523000.0,27354337000.0,21279336000.0,20632285000.0,32738763000.0
2061.0,29079540000.0,31893283000.0,18613264000.0,29251942000.0,20466072000.0,33381073000.0,58502590000.0,29961632000.0,30852215000.0,19717695000.0,24994507000.0,22399312000.0,19922498000.0,28043227000.0,20503785000.0,19706333000.0,31746284000.0
2062.0,28871487000.0,32050080000.0,18108662000.0,29293162000.0,19977042000.0,34096036000.0,57425175000.0,29872509000.0,29519370000.0,19665523000.0,24081338000.0,21610473000.0,18647093000.0,25633704000.0,20632158000.0,19644416000.0,30748166000.0
2063.0,26608953000.0,30649080000.0,18082871000.0,28855532000.0,19498342000.0,34109217000.0,55797883000.0,29932229000.0,28149027000.0,19819698000.0,23612398000.0,21646502000.0,17850999000.0,26332766000.0,20393556000.0,20054970000.0,31289324000.0
2064.0,25217458000.0,28670306000.0,17972250000.0,28005480000.0,18901870000.0,33748610000.0,54579450000.0,29740726000.0,28211567000.0,19648135000.0,22627860000.0,20988740000.0,17435554000.0,26391077000.0,20011966000.0,20732957000.0,30113997000.0
2065.0,24938963000.0,26670406000.0,16955980000.0,27471200000.0,17708212000.0,32843686000.0,55677880000.0,29969009000.0,28164050000.0,19086051000.0,22120518000.0,20264124000.0,17264228000.0,25737624000.0,19770122000.0,19887909000.0,29468948000.0
2066.0,24348228000.0,25705898000.0,16359397000.0,27751741000.0,17632172000.0,32403870000.0,54808040000.0,29317808000.0,28395760000.0,18726855000.0,21150474000.0,20631874000.0,16921915000.0,25791451000.0,19771429000.0,19026582000.0,28578574000.0
2067.0,24083410000.0,24191260000.0,15561231000.0,27234193000.0,18024047000.0,32341555000.0,54153860000.0,29273630000.0,28026900000.0,18585068000.0,20513870000.0,20380287000.0,16498672000.0,26381631000.0,19900772000.0,18772328000.0,28792072000.0
2068.0,22153050000.0,23303903000.0,15037978000.0,26182970000.0,17405661000.0,31478508000.0,53924920000.0,28088355000.0,27431522000.0,18627779000.0,20140250000.0,19941458000.0,16078332000.0,27241325000.0,19177687000.0,18274204000.0,28085879000.0
2069.0,23092437000.0,22911396000.0,14569455000.0,25233790000.0,16860740000.0,31004550000.0,53182747000.0,27302144000.0,26965858000.0,18501200000.0,19216433000.0,19625136000.0,15762312000.0,27014572000.0,18256996000.0,17843139000.0,27681798000.0
2070.0,23014150000.0,22176573000.0,14356021000.0,26185275000.0,16715591000.0,30368135000.0,55234798000.0,26244497000.0,25622362000.0,18626228000.0,19148175000.0,19184742000.0,15539818000.0,27060206000.0,17643680000.0,17269094000.0,26183817000.0
2071.0,22394739000.0,21798187000.0,13984750000.0,25980574000.0,16304449000.0,30096079000.0,54484560000.0,25620689000.0,24275048000.0,18301540000.0,18840162000.0,18926582000.0,15196173000.0,26328222000.0,17332085000.0,17406503000.0,24906200000.0
2072.0,22737630000.0,21357410000.0,14198025000.0,26210036000.0,15906943000.0,29990302000.0,52081164000.0,25447240000.0,23682585000.0,18131724000.0,18088739000.0,18861249000.0,15071367000.0,27136692000.0,17052257000.0,16901512000.0,23848446000.0
2073.0,21891410000.0,21176100000.0,14672057000.0,26841465000.0,15018604000.0,30295032000.0,54184174000.0,25113440000.0,24098284000.0,17835630000.0,17660370000.0,18001250000.0,14769660000.0,26828198000.0,16097040000.0,16704691000.0,22591110000.0
2074.0,22800800000.0,20845355000.0,14772440000.0,26561374000.0,15529335000.0,30351614000.0,52337150000.0,25199628000.0,24346667000.0,18257291000.0,16806432000.0,17077128000.0,14177497000.0,26480134000.0,16576070000.0,16932090000.0,22777469000.0
2075.0,21986034000.0,20907837000.0,15145044000.0,26629420000.0,15262057000.0,29991956000.0,52859040000.0,24477542000.0,23804545000.0,18576306000.0,16320466000.0,16017115000.0,13886026000.0,26068136000.0,16308479000.0,16559849000.0,22332326000.0
2076.0,20850990000.0,20783495000.0,14691222000.0,26638995000.0,14841206000.0,28796672000.0,51722220000.0,24000326000.0,23792413000.0,18345697000.0,16010539000.0,16251253000.0,13841251000.0,27890117000.0,16434231000.0,16417464000.0,21644564000.0
2077.0,20760443000.0,20960850000.0,14972520000.0,27290941000.0,15076716000.0,28358255000.0,51006170000.0,23133895000.0,23846666000.0,18439055000.0,15415181000.0,15734470000.0,14355137000.0,29139235000.0,16463793000.0,16044014000.0,22300537000.0
2078.0,20042640000.0,20987111000.0,15080152000.0,27926415000.0,15290590000.0,28553814000.0,50002522000.0,23140150000.0,23744450000.0,18601578000.0,15655836000.0,15397073000.0,13936952000.0,28315638000.0,16961448000.0,16041501000.0,22539440000.0
2079.0,20166984000.0,21161157000.0,14569300000.0,31168799000.0,15158827000.0,28098204000.0,50567696000.0,22658691000.0,23741380000.0,18813792000.0,14983577000.0,15189729000.0,13731766000.0,29439676000.0,15857920000.0,16020787000.0,22321900000.0
2080.0,20283286000.0,21350402000.0,14600658000.0,32004080000.0,15014393000.0,27522867000.0,51904627000.0,22031153000.0,23269001000.0,18303236000.0,14740959000.0,15077333000.0,13259574000.0,28368470000.0,15047188000.0,15563810000.0,22547243000.0
2081.0,20439904000.0,21331245000.0,14699205000.0,33462966000.0,14889886000.0,28055998000.0,51494314000.0,21966318000.0,23158573000.0,17724013000.0,15235697000.0,14785389000.0,12709394000.0,27824712000.0,14390645000.0,15111250000.0,22310967000.0
2082.0,20212746000.0,21956350000.0,14887712000.0,32149826000.0,14571452000.0,27430384000.0,50184030000.0,21975077000.0,24283970000.0,17308205000.0,15066108000.0,14883311000.0,12658946000.0,27747050000.0,14187392000.0,15117065000.0,21086198000.0
2083.0,19837422000.0,20995484000.0,14877967000.0,31821124000.0,15314772000.0,26552855000.0,50087520000.0,22274570000.0,23426814000.0,17513170000.0,14767907000.0,15166136000.0,12516061000.0,27627710000.0,13734601000.0,14676507000.0,21441550000.0
2084.0,19115162000.0,20628349000.0,15166201000.0,32119443000.0,15692472000.0,26264508000.0,49240210000.0,21815296000.0,24820955000.0,17389871000.0,15211315000.0,15036613000.0,12428082000.0,28674896000.0,13412483000.0,14596865000.0,21228655000.0
2085.0,19313545000.0,20905538000.0,14967116000.0,32439325000.0,16350835000.0,25285818000.0,47635927000.0,21179453000.0,24752656000.0,17406837000.0,14478918000.0,14476872000.0,12387262000.0,28004026000.0,13146838000.0,14480035000.0,21114628000.0
2086.0,19206982000.0,20983134000.0,14885637000.0,33464280000.0,16618043000.0,25572272000.0,47302650000.0,20263057000.0,24315763000.0,17604280000.0,15005604000.0,14165361000.0,12579856000.0,28860897000.0,13904799000.0,14172906000.0,21699946000.0
2087.0,20768907000.0,20964762000.0,15236282000.0,33120475000.0,15907094000.0,25804616000.0,45627007000.0,19686353000.0,24480756000.0,17396427000.0,14472125000.0,13815530000.0,12888915000.0,28014301000.0,13127575000.0,14964582000.0,21635520000.0
2088.0,20437969000.0,21097634000.0,15542680000.0,33610654000.0,16024878000.0,25622565000.0,44929450000.0,19696024000.0,25151455000.0,18107347000.0,14636028000.0,13360509000.0,13128463000.0,27884081000.0,13464413000.0,14680023000.0,22123303000.0
2089.0,20500791000.0,21177522000.0,15600973000.0,33188108000.0,16437422000.0,25055156000.0,44683264000.0,19752448000.0,25185483000.0,17537570000.0,14780959000.0,13274607000.0,13437194000.0,27559395000.0,13345953000.0,14245698000.0,21819025000.0
2090.0,21196771000.0,21381734000.0,15949671000.0,33221847000.0,16620358000.0,24457961000.0,44572447000.0,20050692000.0,24247601000.0,17266078000.0,14599257000.0,13027036000.0,13248209000.0,26682860000.0,12531671000.0,13600625000.0,22558738000.0
2091.0,21473960000.0,20840075000.0,16246058000.0,34204316000.0,16424617000.0,23842500000.0,44898480000.0,19658179000.0,24424286000.0,17248395000.0,14344758000.0,13168427000.0,12896091000.0,26785942000.0,12247086000.0,13724920000.0,22432741000.0
2092.0,21389232000.0,20650981000.0,16212508000.0,35455975000.0,16735680000.0,23255257000.0,45370500000.0,19836324000.0,24529381000.0,17112317000.0,14544687000.0,13180451000.0,12714713000.0,27230652000.0,12875770000.0,13444882000.0,22745278000.0
2093.0,21191653000.0,20611348000.0,16699547000.0,35397340000.0,16937620000.0,23229104000.0,46038020000.0,19769140000.0,24878879000.0,16833370000.0,14149180000.0,13368652000.0,12673782000.0,27043432000.0,12216330000.0,13103411000.0,22483692000.0
2094.0,21719257000.0,21217092000.0,16965085000.0,35296490000.0,17552665000.0,22120385000.0,47125260000.0,18671215000.0,25091887000.0,16536625000.0,13374433000.0,13496879000.0,11969835000.0,26751248000.0,12317800000.0,13885552000.0,23159724000.0
2095.0,21630720000.0,21029073000.0,17012763000.0,35792740000.0,16979439000.0,23009966000.0,48025547000.0,18633298000.0,25408590000.0,16013581000.0,12958468000.0,13761949000.0,12006304000.0,26339482000.0,12127842000.0,13395796000.0,23679418000.0
2096.0,21599957000.0,20886040000.0,17704047000.0,35700003000.0,17034340000.0,22321093000.0,46009004000.0,18335270000.0,26179926000.0,16490196000.0,12454130000.0,13984461000.0,12024722000.0,25820828000.0,11731451000.0,13083307000.0,24278220000.0
2097.0,21955717000.0,21034350000.0,17589529000.0,35708748000.0,17091769000.0,22318991000.0,46558245000.0,17878573000.0,25546869000.0,17083287000.0,12300311000.0,13750325000.0,11813108000.0,24244216000.0,11833503000.0,13643426000.0,23638794000.0
2098.0,22224861000.0,21286030000.0,17220708000.0,35888345000.0,17452941000.0,21946882000.0,46232236000.0,17871122000.0,25380628000.0,16950213000.0,12338563000.0,13344174000.0,11564776000.0,25446509000.0,11491602000.0,13628164000.0,22908836000.0
2099.0,22837020000.0,22048061000.0,17018703000.0,33950726000.0,18088686000.0,21083144000.0,44896540000.0,17849000000.0,25716818000.0,17069649000.0,12230624000.0,13544543000.0,11350128000.0,24392688000.0,11041774000.0,13397489000.0,22231090000.0
2100.0,22458380000.0,22130450000.0,16684533000.0,34035646000.0,18513312000.0,20281000000.0,43353158000.0,16956931000.0,26915017000.0,17856618000.0,12802688000.0,13735029000.0,11074162000.0,24895185000.0,11037436000.0,14092316000.0,22106767000.0
