time,MPI-ESM1-2-HR,MRI-ESM2-0,EC-EARTH3,INM-CM4-8,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,CAMS-CSM1-0,GFDL-ESM4,NORESM2-MM,CESM2-WACCM,INM-CM5-0,CESM2
2017.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0
2018.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0
2019.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0
2020.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0
2021.0,84489940000.0,88728400000.0,86208274000.0,88252555000.0,86409350000.0,87306764000.0,89125430000.0,86868320000.0,86170560000.0,87655120000.0,84285070000.0,88559080000.0,87472370000.0
2022.0,83765264000.0,87069050000.0,83060430000.0,85099880000.0,83575620000.0,86138620000.0,86620310000.0,86028790000.0,83797344000.0,86803750000.0,82229250000.0,88330630000.0,85215120000.0
2023.0,84008575000.0,83425680000.0,81066340000.0,88381500000.0,81208650000.0,83118980000.0,82981790000.0,85162390000.0,82281120000.0,84260676000.0,80896900000.0,85270970000.0,83894930000.0
2024.0,81610670000.0,78341670000.0,77896760000.0,86990010000.0,78162780000.0,78879850000.0,80069590000.0,81176940000.0,79596340000.0,79961350000.0,81036590000.0,82887150000.0,78729260000.0
2025.0,76600010000.0,75311090000.0,75598170000.0,86911566000.0,77862930000.0,76271340000.0,79256010000.0,81049450000.0,78086080000.0,78684570000.0,78447190000.0,81568014000.0,78053780000.0
2026.0,76546420000.0,70273050000.0,73784656000.0,84950240000.0,77420980000.0,75944950000.0,77712835000.0,80185430000.0,77806450000.0,75018740000.0,76023010000.0,77510120000.0,75106650000.0
2027.0,73513300000.0,67300864000.0,71836870000.0,83504090000.0,75421130000.0,72243950000.0,76529320000.0,78192630000.0,77444490000.0,72985090000.0,73057490000.0,73876234000.0,70163464000.0
2028.0,71527055000.0,65702175000.0,67700572000.0,81040800000.0,69852800000.0,70691780000.0,73801654000.0,75444896000.0,75181950000.0,67676017000.0,70981360000.0,74833306000.0,67523056000.0
2029.0,72917620000.0,65052996000.0,64733008000.0,78639650000.0,66903425000.0,69068350000.0,72818940000.0,75408520000.0,73749080000.0,63940420000.0,70298910000.0,71432900000.0,64124666000.0
2030.0,72754940000.0,62167550000.0,61367480000.0,77456710000.0,63241130000.0,67110960000.0,71679800000.0,73179920000.0,72153050000.0,63673590000.0,68689125000.0,68288176000.0,62076035000.0
2031.0,67603665000.0,60209476000.0,57693170000.0,76125490000.0,61778305000.0,62873480000.0,70619940000.0,74779180000.0,71484180000.0,61459333000.0,64856470000.0,67069960000.0,60339050000.0
2032.0,65323102000.0,57873474000.0,53021676000.0,73743620000.0,60785730000.0,60008845000.0,68093317000.0,75412865000.0,69150350000.0,59673924000.0,62729380000.0,62436704000.0,61029240000.0
2033.0,61808290000.0,55738245000.0,48068920000.0,70985960000.0,56956160000.0,58321370000.0,64914340000.0,72915240000.0,67893990000.0,56903205000.0,63256360000.0,59787387000.0,59078160000.0
2034.0,59436515000.0,53011796000.0,43945492000.0,70409740000.0,54397964000.0,59444940000.0,63679510000.0,71878610000.0,66775515000.0,54497590000.0,60747567000.0,57886446000.0,57552850000.0
2035.0,57324384000.0,51388070000.0,40768180000.0,64966427000.0,52795930000.0,57804087000.0,63199973000.0,69841000000.0,65321304000.0,52215235000.0,59218150000.0,56389290000.0,52722710000.0
2036.0,56944746000.0,48257614000.0,37934730000.0,64924600000.0,51014090000.0,55356666000.0,62375540000.0,66153130000.0,63595123000.0,49123820000.0,55363480000.0,53149480000.0,49377645000.0
2037.0,55287955000.0,45878575000.0,35420890000.0,60683436000.0,51114620000.0,54289818000.0,58876950000.0,66148434000.0,63027515000.0,46262964000.0,52522234000.0,51627890000.0,47461980000.0
2038.0,54067606000.0,44268400000.0,32650863000.0,59725220000.0,49073148000.0,52040016000.0,53423000000.0,65280815000.0,61795320000.0,43319930000.0,49431040000.0,48589533000.0,46363587000.0
2039.0,52915710000.0,41276764000.0,30946770000.0,58256994000.0,47382897000.0,46146000000.0,50202570000.0,65346960000.0,59077710000.0,42924626000.0,50090885000.0,47158366000.0,45186814000.0
2040.0,53941640000.0,39391390000.0,29347369000.0,55425667000.0,47672627000.0,44011135000.0,48575177000.0,65599627000.0,57239343000.0,41222970000.0,47716300000.0,44067467000.0,43437470000.0
2041.0,52899414000.0,36796020000.0,27104620000.0,53180750000.0,46577684000.0,40670888000.0,46069830000.0,64871710000.0,53728338000.0,40337790000.0,46974665000.0,42493670000.0,40908755000.0
2042.0,50438726000.0,34452324000.0,26422637000.0,52136250000.0,44903825000.0,38821937000.0,46404880000.0,62934045000.0,52883263000.0,36923800000.0,46155563000.0,40718025000.0,40816890000.0
2043.0,49375556000.0,32253764000.0,25498403000.0,49038934000.0,43658867000.0,36882895000.0,42984444000.0,62720594000.0,51567755000.0,35207225000.0,45669183000.0,38378610000.0,39522615000.0
2044.0,48049670000.0,30843673000.0,23470594000.0,46025933000.0,42374700000.0,35494736000.0,43782950000.0,62626950000.0,48447270000.0,34130063000.0,44225655000.0,34167478000.0,36355830000.0
2045.0,46802430000.0,30134634000.0,21276664000.0,44406670000.0,41377010000.0,31899621000.0,42573410000.0,62964850000.0,48022065000.0,32597023000.0,42868020000.0,32832705000.0,36101170000.0
2046.0,45945926000.0,29057655000.0,19892177000.0,42202116000.0,40082285000.0,29371924000.0,40654557000.0,62293820000.0,46559490000.0,30847017000.0,41194140000.0,30806798000.0,34741182000.0
2047.0,44531820000.0,28566310000.0,19028013000.0,41575680000.0,36851896000.0,27562193000.0,39973175000.0,60213174000.0,45752770000.0,29364726000.0,39453860000.0,30642715000.0,31329628000.0
2048.0,42568884000.0,27256883000.0,18181685000.0,40672092000.0,34698050000.0,26542380000.0,37646130000.0,58161283000.0,44647285000.0,27191466000.0,38401420000.0,28982274000.0,27849200000.0
2049.0,42610786000.0,25071544000.0,17471310000.0,37904440000.0,33418707000.0,26161906000.0,35574170000.0,57254117000.0,42386133000.0,26472727000.0,36733473000.0,28389423000.0,25545218000.0
2050.0,40251230000.0,24340520000.0,17308040000.0,36660736000.0,31459082000.0,24797792000.0,34492420000.0,56345730000.0,41294664000.0,25427663000.0,35660554000.0,28242313000.0,23683492000.0
2051.0,37437084000.0,22775660000.0,17006359000.0,35655766000.0,30501226000.0,23118225000.0,33650330000.0,53083750000.0,39929704000.0,24385165000.0,34059127000.0,27404513000.0,22314592000.0
2052.0,35959415000.0,22359226000.0,15411066000.0,34377146000.0,29073654000.0,21559240000.0,31495890000.0,52887690000.0,39122010000.0,23194171000.0,33540274000.0,26712780000.0,21810020000.0
2053.0,33919216000.0,21693542000.0,14302510000.0,32830454000.0,28628904000.0,20543674000.0,30051350000.0,51285578000.0,35826844000.0,21113838000.0,31169147000.0,24840049000.0,20563634000.0
2054.0,32868966000.0,21242694000.0,13254400000.0,31871790000.0,27930264000.0,18737105000.0,29271120000.0,50443850000.0,34962310000.0,19747738000.0,29817106000.0,23565290000.0,18723643000.0
2055.0,31529976000.0,21732637000.0,12408017000.0,30945024000.0,27597965000.0,18253345000.0,28443738000.0,51751790000.0,33469080000.0,18701451000.0,27950960000.0,21833048000.0,17800071000.0
2056.0,30267548000.0,21498139000.0,12142314000.0,30797844000.0,26001576000.0,17128501000.0,25963418000.0,49829896000.0,32234828000.0,17023498000.0,26234714000.0,20484290000.0,16935084000.0
2057.0,30758349000.0,20501040000.0,11748479000.0,29109060000.0,24571603000.0,16207632000.0,25033722000.0,49111024000.0,29863119000.0,15719722000.0,24257858000.0,19605238000.0,16013092000.0
2058.0,29749324000.0,19528577000.0,10697397000.0,27196365000.0,24297410000.0,15284091000.0,23268608000.0,47280865000.0,29299743000.0,15021665000.0,23414774000.0,19005688000.0,15921005000.0
2059.0,28880521000.0,19454070000.0,10168385000.0,25297347000.0,23170648000.0,14731525000.0,22069402000.0,45983260000.0,28525850000.0,13284937000.0,23174816000.0,18381940000.0,14699889000.0
2060.0,28294971000.0,18135296000.0,9431614000.0,24465189000.0,22607833000.0,13666406000.0,21057931000.0,45073932000.0,27680088000.0,12963734000.0,21227753000.0,16945778000.0,14272620000.0
2061.0,28772366000.0,17603885000.0,8489757000.0,22496985000.0,21993386000.0,12451631000.0,20537790000.0,43981206000.0,27095884000.0,12132931000.0,20510140000.0,15797347000.0,13619585000.0
2062.0,26643186000.0,16677370000.0,8572943000.0,21409104000.0,21298223000.0,11683810000.0,18842229000.0,42196623000.0,26055887000.0,11154950000.0,19085068000.0,15410851000.0,12682207000.0
2063.0,24061823000.0,16757251000.0,7798783000.0,19778159000.0,19868195000.0,10781992000.0,17501590000.0,41784787000.0,24869691000.0,10717208000.0,17580024000.0,14095658000.0,12024195000.0
2064.0,21684474000.0,16367608000.0,7473548000.0,19003110000.0,18888565000.0,9979761000.0,15414095000.0,39292998000.0,24255154000.0,10558287000.0,16346379000.0,13754437000.0,11910849000.0
2065.0,20775342000.0,16053172000.0,6844047000.0,19323263000.0,17701626000.0,9498737000.0,14295683000.0,37229507000.0,23197276000.0,9657179000.0,15463371000.0,13182270000.0,11097854000.0
2066.0,20809984000.0,15760398000.0,6896115000.0,18472315000.0,17266850000.0,9136267000.0,13572916000.0,34962370000.0,23232490000.0,8972284000.0,15149587000.0,13015662000.0,10346357000.0
2067.0,18721790000.0,15286537000.0,6396321300.0,16968430000.0,16612506000.0,9199293000.0,12784968000.0,35396035000.0,21722640000.0,8393314000.0,14181564000.0,12665977000.0,9853892000.0
2068.0,18017618000.0,14939632000.0,6105728000.0,15618310000.0,15114907000.0,8620673000.0,11597884000.0,34657380000.0,20262690000.0,7773136400.0,13224009000.0,12422907000.0,10154610000.0
2069.0,17633081000.0,14205875000.0,5819570000.0,14469829000.0,14075225000.0,8248789000.0,10365301000.0,34386500000.0,19420533000.0,7346205000.0,12946883000.0,11937659000.0,9650437000.0
2070.0,17228855000.0,13464247000.0,5361855500.0,13216179000.0,13463486000.0,7637352000.0,9845383000.0,33018223000.0,17964227000.0,7109494000.0,12134410000.0,11209065000.0,9410150000.0
2071.0,16954325000.0,12676817000.0,4538668000.0,12599622000.0,13087333000.0,7300778500.0,9003251000.0,31290786000.0,16797934000.0,6479718400.0,11575323000.0,10709296000.0,9636371000.0
2072.0,16456867000.0,12171183000.0,4220222200.0,11955489000.0,12347889000.0,6752354300.0,8615924000.0,30451096000.0,17206630000.0,5805606000.0,11532558000.0,10401838000.0,8933693000.0
2073.0,16382511000.0,11529198000.0,4046572500.0,11362163000.0,11972517000.0,6417408000.0,7983028700.0,27629460000.0,16193204000.0,5663790000.0,11333307000.0,9847216000.0,8315080000.0
2074.0,14418116000.0,11427146000.0,3732733700.0,11312076000.0,11277399000.0,6185458700.0,7815971000.0,27876792000.0,14624397000.0,5408295000.0,10776030000.0,9436215000.0,7205068300.0
2075.0,13549433000.0,10906634000.0,3369000000.0,10263623000.0,10796133000.0,5643372000.0,7778189300.0,27694363000.0,13853153000.0,5220764700.0,10556443000.0,9502965000.0,7136156000.0
2076.0,12876803000.0,10383409000.0,3160854000.0,10123804000.0,10699101000.0,5350613000.0,7455799000.0,26945081000.0,13144151000.0,4837544000.0,10098955000.0,8956212000.0,7520684000.0
2077.0,12636163000.0,10295967000.0,2998033700.0,9345353000.0,9721541000.0,5170107400.0,6930590000.0,25656132000.0,13116477000.0,4728839000.0,9756745000.0,9058952000.0,7229120000.0
2078.0,12277479000.0,9476023000.0,2804888300.0,9223662000.0,9471865000.0,4833091600.0,5984369700.0,24612276000.0,12632083000.0,4593398300.0,9270250000.0,8685815000.0,7030009000.0
2079.0,12579162000.0,9154052000.0,2603129000.0,9286226000.0,9151708000.0,4435507000.0,5663772700.0,22286993000.0,12226611000.0,4556333600.0,8813131000.0,8168709600.0,6931706400.0
2080.0,11805598000.0,9051144000.0,2248193800.0,8975683000.0,8675396000.0,4166932700.0,5412452000.0,22109995000.0,11304000000.0,4403826000.0,7889193500.0,7953389000.0,6837442600.0
2081.0,11774347000.0,9095374000.0,2223961300.0,8462209000.0,8608615000.0,3833766400.0,5069193000.0,21605294000.0,10898829000.0,4286723800.0,7523079000.0,7504359400.0,6460169000.0
2082.0,11657953000.0,9227733000.0,2145074300.0,8471069700.0,8238693000.0,3345798400.0,4665989600.0,20874797000.0,10771276000.0,4163123500.0,6740916700.0,6951931000.0,6317078000.0
2083.0,11030509000.0,9048783000.0,1972326300.0,8218851000.0,8207652400.0,3058720000.0,4410419700.0,20073622000.0,10111955000.0,3939557400.0,6070355500.0,6635135000.0,5689486300.0
2084.0,10421911000.0,8565079600.0,2062606800.0,8165392000.0,7758016500.0,2789077800.0,4268158200.0,19560034000.0,9921666000.0,3529989000.0,5613901000.0,6210953000.0,5254400500.0
2085.0,10573398000.0,8295522300.0,1905638300.0,7698692600.0,7412456400.0,2577318400.0,4104565200.0,19424848000.0,9483778000.0,3355086800.0,5376715000.0,5560889300.0,5176267300.0
2086.0,9488365000.0,8096395000.0,1769296100.0,7518569000.0,7054742500.0,2286188500.0,3415988700.0,18651666000.0,8973752000.0,3111175000.0,5094749000.0,5591516700.0,4615847000.0
2087.0,8742543000.0,7567997000.0,1668008600.0,7304638500.0,6771435000.0,1934983400.0,3013353000.0,17622796000.0,8810255000.0,2907446000.0,4737262600.0,5529026000.0,4421894700.0
2088.0,8149966000.0,6860791300.0,1582525400.0,7272462000.0,6692497400.0,1906936600.0,2799880400.0,15600728000.0,8720647000.0,2613401300.0,4594866700.0,5063484400.0,4360971300.0
2089.0,7803906000.0,6512095700.0,1676551400.0,6629865500.0,6557591600.0,1831062300.0,2612126200.0,15282134000.0,8422155300.0,2530698200.0,4339720700.0,4290159900.0,3986068200.0
2090.0,7499497500.0,6151496000.0,1619339800.0,6098482700.0,6349621000.0,1798351500.0,2287954000.0,14733542000.0,8165433000.0,2359240200.0,4246478800.0,4023428900.0,3968815900.0
2091.0,7380545500.0,5844786700.0,1584370400.0,5721233400.0,6183410000.0,1665733100.0,2159793700.0,14211974000.0,7855002600.0,2177481700.0,3973366300.0,3638131200.0,3809805000.0
2092.0,7423690000.0,5588602000.0,1547589600.0,5453758000.0,5890785000.0,1651641000.0,2105478800.0,13733855000.0,7437666000.0,2217602300.0,3664608500.0,3248333300.0,3607309600.0
2093.0,6960606000.0,5443574300.0,1552535400.0,5089609700.0,5943786000.0,1520790000.0,1906596100.0,13544178000.0,7336185300.0,2177251000.0,3259164000.0,3133172700.0,3448111900.0
2094.0,6413766000.0,5653326000.0,1405043200.0,4594576000.0,5651747000.0,1369951700.0,1645043100.0,13018941000.0,6737932300.0,2030723200.0,2903297000.0,3002193200.0,2982312700.0
2095.0,5844932600.0,5214690000.0,1357617400.0,4447044000.0,5395109000.0,1284592900.0,1612307100.0,12734773000.0,6409993000.0,2026567700.0,2709412400.0,2634928600.0,2810239700.0
2096.0,5562924000.0,5035140000.0,1244656300.0,4227280000.0,5189133000.0,1128261100.0,1438633200.0,12129588000.0,5934018600.0,1960124500.0,2233375500.0,2376255700.0,2689667800.0
2097.0,5253596700.0,4642853000.0,1004830800.0,3947201800.0,4905985000.0,1048999100.0,1392901900.0,11256222000.0,5852107000.0,1757855500.0,2077942400.0,2321172500.0,2624418800.0
2098.0,5337128400.0,4439243300.0,918430600.0,3644222200.0,4931152000.0,1048723500.0,1182892400.0,10480632000.0,5406896600.0,1656419200.0,1863275100.0,2292632600.0,2590844000.0
2099.0,5422429000.0,4195846000.0,893048200.0,3380962600.0,4615112700.0,974818100.0,1063681000.0,10361375000.0,5124414000.0,1620632800.0,1592216200.0,2210676700.0,2255286000.0
2100.0,5326050000.0,3970390300.0,854317400.0,3164144600.0,4118724900.0,934507400.0,942568260.0,10490683000.0,4825087000.0,1518801000.0,1442138200.0,1931312300.0,1901329400.0
