time,CESM1-CAM5,GISS-E2-R,CSIRO-MK3-6-0,CCSM4,GFDL-ESM2G,CNRM-CM5,IPSL-CM5A-LR,MPI-ESM-LR,GFDL-CM3,CANESM2,NORESM1-M
2023.0,13549678000000.0,13625665000000.0,13627236000000.0,13638912000000.0,13620623000000.0,13645805000000.0,13613221000000.0,13630310000000.0,13548613000000.0,13593373000000.0,13595719000000.0
2024.0,13532815000000.0,13606960000000.0,13607613000000.0,13610615000000.0,13602554000000.0,13614114000000.0,13597906000000.0,13619069000000.0,13439423000000.0,13569721000000.0,13557894000000.0
2025.0,13476472000000.0,13595235000000.0,13578186000000.0,13608620000000.0,13609453000000.0,13598595000000.0,13563649000000.0,13604915000000.0,13333085000000.0,13555112000000.0,13528048000000.0
2026.0,13446227000000.0,13572949000000.0,13548419000000.0,13590008000000.0,13594224000000.0,13593920000000.0,13551346000000.0,13589358000000.0,13275005000000.0,13537672000000.0,13510363000000.0
2027.0,13380841000000.0,13551181000000.0,13525813000000.0,13569194000000.0,13582089000000.0,13579769000000.0,13552011000000.0,13587620000000.0,13183253000000.0,13520775000000.0,13464948000000.0
2028.0,13345719000000.0,13548630000000.0,13517766000000.0,13555434000000.0,13574285000000.0,13548636000000.0,13530968000000.0,13565599000000.0,13064209000000.0,13481049000000.0,13441004000000.0
2029.0,13328420000000.0,13529246000000.0,13508220000000.0,13521435000000.0,13567598000000.0,13522766000000.0,13522973000000.0,13529729000000.0,12937115000000.0,13444037000000.0,13404531000000.0
2030.0,13271401000000.0,13512973000000.0,13481076000000.0,13509501000000.0,13543241000000.0,13491840000000.0,13501948000000.0,13508675000000.0,12845414000000.0,13425297000000.0,13379935000000.0
2031.0,13222463000000.0,13471757000000.0,13477217000000.0,13467671000000.0,13525501000000.0,13459832000000.0,13482346000000.0,13498170000000.0,12761309000000.0,13374548000000.0,13353218000000.0
2032.0,13179367000000.0,13448346000000.0,13464903000000.0,13451878000000.0,13523378000000.0,13437400000000.0,13466062000000.0,13473105000000.0,12683264000000.0,13331336000000.0,13337349000000.0
2033.0,13111597000000.0,13434315000000.0,13429503000000.0,13419971000000.0,13504486000000.0,13405982000000.0,13464616000000.0,13451770000000.0,12614535000000.0,13243892000000.0,13310802000000.0
2034.0,13036774000000.0,13437288000000.0,13414261000000.0,13400528000000.0,13496707000000.0,13375343000000.0,13451518000000.0,13428731000000.0,12557306000000.0,13196673000000.0,13278644000000.0
2035.0,12980426000000.0,13422159000000.0,13390065000000.0,13370045000000.0,13503044000000.0,13353910000000.0,13436829000000.0,13403517000000.0,12528292000000.0,13150570000000.0,13257612000000.0
2036.0,12916990000000.0,13413547000000.0,13372616000000.0,13327650000000.0,13492697000000.0,13313681000000.0,13353567000000.0,13376498000000.0,12462651000000.0,13094181000000.0,13242059000000.0
2037.0,12857534000000.0,13401627000000.0,13358383000000.0,13308752000000.0,13478425000000.0,13267634000000.0,13330244000000.0,13344716000000.0,12421461000000.0,13033772000000.0,13197223000000.0
2038.0,12803786000000.0,13378116000000.0,13355909000000.0,13254612000000.0,13475508000000.0,13241178000000.0,13287826000000.0,13312458000000.0,12371051000000.0,12998588000000.0,13159155000000.0
2039.0,12735934000000.0,13351940000000.0,13338171000000.0,13229046000000.0,13464741000000.0,13178912000000.0,13226506000000.0,13272461000000.0,12324672000000.0,12907466000000.0,13121697000000.0
2040.0,12689077000000.0,13344608000000.0,13327699000000.0,13194480000000.0,13437177000000.0,13101305000000.0,13181336000000.0,13242057000000.0,12253715000000.0,12867261000000.0,13092717000000.0
2041.0,12628165000000.0,13337166000000.0,13295417000000.0,13133450000000.0,13425493000000.0,13057065000000.0,13143390000000.0,13212304000000.0,12136035000000.0,12826958000000.0,13037577000000.0
2042.0,12586202000000.0,13319392000000.0,13274360000000.0,13107066000000.0,13404254000000.0,13006170000000.0,13084732000000.0,13178818000000.0,12024404000000.0,12786632000000.0,12982814000000.0
2043.0,12539345000000.0,13308295000000.0,13258299000000.0,13081321000000.0,13379734000000.0,12895866000000.0,13045812000000.0,13149758000000.0,11913842000000.0,12752943000000.0,12931857000000.0
2044.0,12446629000000.0,13296340000000.0,13222956000000.0,13034294000000.0,13354716000000.0,12822576000000.0,12992610000000.0,13099754000000.0,11807976000000.0,12687909000000.0,12905193000000.0
2045.0,12357183000000.0,13289096000000.0,13191416000000.0,12988195000000.0,13329114000000.0,12734436000000.0,12929626000000.0,13056767000000.0,11677786000000.0,12590304000000.0,12853720000000.0
2046.0,12279820000000.0,13276125000000.0,13168530000000.0,12962410000000.0,13334108000000.0,12677259000000.0,12912487000000.0,13012187000000.0,11566244000000.0,12460310000000.0,12782172000000.0
2047.0,12177930000000.0,13252286000000.0,13152400000000.0,12919164000000.0,13318134000000.0,12616812000000.0,12860001000000.0,12999499000000.0,11449108000000.0,12415806000000.0,12756697000000.0
2048.0,12099191000000.0,13230539000000.0,13131472000000.0,12874960000000.0,13308392000000.0,12546869000000.0,12834318000000.0,12975830000000.0,11320087000000.0,12383240000000.0,12705428000000.0
2049.0,12029715000000.0,13198148000000.0,13117806000000.0,12845975000000.0,13289812000000.0,12456153000000.0,12788801000000.0,12951745000000.0,11265464000000.0,12292982000000.0,12675203000000.0
2050.0,11938795000000.0,13174681000000.0,13095729000000.0,12808918000000.0,13278762000000.0,12398150000000.0,12772900000000.0,12928717000000.0,11216335000000.0,12234401000000.0,12641685000000.0
2051.0,11849515000000.0,13176358000000.0,13073726000000.0,12783688000000.0,13261246000000.0,12315885000000.0,12707916000000.0,12910200000000.0,11144294000000.0,12195062000000.0,12617641000000.0
2052.0,11739473000000.0,13157760000000.0,13066088000000.0,12761586000000.0,13254132000000.0,12212455000000.0,12678541000000.0,12868849000000.0,11109360000000.0,12172619000000.0,12571764000000.0
2053.0,11684014000000.0,13143133000000.0,13039984000000.0,12737177000000.0,13238828000000.0,12124180000000.0,12629945000000.0,12837614000000.0,11020518000000.0,12100475000000.0,12513284000000.0
2054.0,11598999000000.0,13136269000000.0,13016291000000.0,12709780000000.0,13239011000000.0,11999043000000.0,12607235000000.0,12812669000000.0,10913141000000.0,12021901000000.0,12472958000000.0
2055.0,11502194000000.0,13128318000000.0,12984551000000.0,12670487000000.0,13213714000000.0,11893271000000.0,12568119000000.0,12788795000000.0,10827346000000.0,11933660000000.0,12428482000000.0
2056.0,11413363000000.0,13095514000000.0,12966803000000.0,12639581000000.0,13203131000000.0,11806353000000.0,12494013000000.0,12767984000000.0,10752340000000.0,11887144000000.0,12379570000000.0
2057.0,11341577000000.0,13048121000000.0,12952234000000.0,12612845000000.0,13174645000000.0,11726067000000.0,12442062000000.0,12736742000000.0,10625050000000.0,11852344000000.0,12326302000000.0
2058.0,11284444000000.0,13049055000000.0,12922396000000.0,12573170000000.0,13148474000000.0,11644577000000.0,12408417000000.0,12701205000000.0,10527208000000.0,11803512000000.0,12279560000000.0
2059.0,11204775000000.0,13040132000000.0,12890025000000.0,12529315000000.0,13140368000000.0,11559443000000.0,12330873000000.0,12645166000000.0,10457323000000.0,11736328000000.0,12242182000000.0
2060.0,11091642000000.0,13030460000000.0,12881395000000.0,12517189000000.0,13132772000000.0,11473739000000.0,12257990000000.0,12597162000000.0,10329704000000.0,11699705000000.0,12203873000000.0
2061.0,11001995000000.0,13009235000000.0,12861108000000.0,12484822000000.0,13128630000000.0,11412020000000.0,12199839000000.0,12568808000000.0,10177762000000.0,11598180000000.0,12172403000000.0
2062.0,10909011000000.0,12994192000000.0,12822197000000.0,12462097000000.0,13123926000000.0,11309098000000.0,12162870000000.0,12563440000000.0,10027109000000.0,11539823000000.0,12126642000000.0
2063.0,10818069000000.0,12982523000000.0,12788968000000.0,12394437000000.0,13107565000000.0,11226241000000.0,12125822000000.0,12512104000000.0,9905116000000.0,11467420000000.0,12064474000000.0
2064.0,10744109000000.0,12985180000000.0,12769458000000.0,12349000000000.0,13101334000000.0,11133177000000.0,12102737000000.0,12479529000000.0,9796312000000.0,11393271000000.0,12021198000000.0
2065.0,10677425000000.0,12991396000000.0,12725179000000.0,12308224000000.0,13090834000000.0,11065877000000.0,12050759000000.0,12414522000000.0,9718588000000.0,11336368000000.0,11988478000000.0
2066.0,10598131000000.0,12964854000000.0,12700524000000.0,12272306000000.0,13077663000000.0,10961823000000.0,11992499000000.0,12375355000000.0,9663964000000.0,11287222000000.0,11938853000000.0
2067.0,10511404000000.0,12929612000000.0,12672335000000.0,12214477000000.0,13061877000000.0,10889346000000.0,11957519000000.0,12321488000000.0,9598598000000.0,11135724000000.0,11896957000000.0
2068.0,10403902000000.0,12912294000000.0,12623137000000.0,12161535000000.0,13052930000000.0,10817644000000.0,11894059000000.0,12283936000000.0,9521460000000.0,11074420000000.0,11812226000000.0
2069.0,10313270000000.0,12911389000000.0,12605362000000.0,12103363000000.0,13021550000000.0,10760977000000.0,11834264000000.0,12229851000000.0,9438688000000.0,11028023000000.0,11749992000000.0
2070.0,10227395000000.0,12882556000000.0,12575563000000.0,12076656000000.0,13010672000000.0,10654801000000.0,11761949000000.0,12176105000000.0,9353604000000.0,10938659000000.0,11709535000000.0
2071.0,10099228000000.0,12877901000000.0,12546058000000.0,12038858000000.0,12990228000000.0,10551392000000.0,11715977000000.0,12121622000000.0,9215058000000.0,10857372000000.0,11660859000000.0
2072.0,10001357000000.0,12874981000000.0,12514212000000.0,12005867000000.0,12969108000000.0,10479666000000.0,11670807000000.0,12070272000000.0,9088758000000.0,10772826000000.0,11591907000000.0
2073.0,9911863000000.0,12860926000000.0,12487624000000.0,11975764000000.0,12957506000000.0,10368720000000.0,11566885000000.0,12040284000000.0,8940221000000.0,10677555000000.0,11472022000000.0
2074.0,9776151000000.0,12823256000000.0,12460985000000.0,11930966000000.0,12934809000000.0,10284661000000.0,11524077000000.0,11997100000000.0,8795175000000.0,10583051000000.0,11390505000000.0
2075.0,9673334000000.0,12797982000000.0,12434334000000.0,11896895000000.0,12926735000000.0,10189976000000.0,11459434000000.0,11953925000000.0,8644150700000.0,10511875000000.0,11328736000000.0
2076.0,9558733000000.0,12766011000000.0,12399208000000.0,11847754000000.0,12911089000000.0,10056326000000.0,11426059000000.0,11890504000000.0,8497635000000.0,10393520000000.0,11272965000000.0
2077.0,9458015000000.0,12736815000000.0,12365310000000.0,11821512000000.0,12884086000000.0,9957455000000.0,11353483000000.0,11827906000000.0,8369893500000.0,10310811000000.0,11204907000000.0
2078.0,9360854000000.0,12720197000000.0,12341108000000.0,11770265000000.0,12853047000000.0,9872853000000.0,11266648000000.0,11775192000000.0,8241056000000.0,10204406000000.0,11146368000000.0
2079.0,9256893000000.0,12693719000000.0,12320716000000.0,11679873000000.0,12809265000000.0,9783967000000.0,11156886000000.0,11725802000000.0,8132121000000.0,10080872000000.0,11099050000000.0
2080.0,9174738000000.0,12646836000000.0,12299884000000.0,11589377000000.0,12764950000000.0,9693602000000.0,11125630000000.0,11683570000000.0,8058652000000.0,9985582000000.0,11050173000000.0
2081.0,9083646000000.0,12611073000000.0,12288299000000.0,11492786000000.0,12732997000000.0,9582690000000.0,11087788000000.0,11653079000000.0,7971948500000.0,9860776000000.0,11001743000000.0
2082.0,9006604000000.0,12581398000000.0,12245685000000.0,11451665000000.0,12719109000000.0,9488929000000.0,11024794000000.0,11608445000000.0,7912381500000.0,9815605000000.0,10949823000000.0
2083.0,8899942000000.0,12566806000000.0,12202400000000.0,11394223000000.0,12699238000000.0,9403539000000.0,10978470000000.0,11565917000000.0,7859294000000.0,9730782000000.0,10910643000000.0
2084.0,8789180300000.0,12548996000000.0,12183541000000.0,11352486000000.0,12680615000000.0,9323660000000.0,10944809000000.0,11510468000000.0,7783516700000.0,9620641000000.0,10877277000000.0
2085.0,8690772000000.0,12530467000000.0,12161396000000.0,11307825000000.0,12651208000000.0,9245977000000.0,10883097000000.0,11478416000000.0,7706880500000.0,9552161000000.0,10805726000000.0
2086.0,8607493000000.0,12525053000000.0,12128900000000.0,11266947000000.0,12609796000000.0,9164461000000.0,10845295000000.0,11435586000000.0,7602292000000.0,9477511000000.0,10728276000000.0
2087.0,8514549000000.0,12504505000000.0,12090135000000.0,11236938000000.0,12571636000000.0,9055842000000.0,10788879000000.0,11414618000000.0,7469699000000.0,9379777000000.0,10667482000000.0
2088.0,8415356600000.0,12481738000000.0,12064175000000.0,11206823000000.0,12542095000000.0,8963348000000.0,10747583000000.0,11389928000000.0,7345251000000.0,9282602000000.0,10625250000000.0
2089.0,8335269000000.0,12452927000000.0,12050180000000.0,11144113000000.0,12518736000000.0,8895182000000.0,10688721000000.0,11330554000000.0,7213923400000.0,9204414000000.0,10568124000000.0
2090.0,8228010000000.0,12427088000000.0,12004937000000.0,11091689000000.0,12485582000000.0,8803797000000.0,10634224000000.0,11290948000000.0,7092122400000.0,9075175000000.0,10517625000000.0
2091.0,8137957400000.0,12399370000000.0,11972688000000.0,11040602000000.0,12455013000000.0,8723219000000.0,10593501000000.0,11243848000000.0,6966754000000.0,9003952000000.0,10430226000000.0
2092.0,8048328300000.0,12366595000000.0,11939702000000.0,11016023000000.0,12433242000000.0,8647680700000.0,10573679000000.0,11198391000000.0,6861327700000.0,8916016000000.0,10352944000000.0
2093.0,7939558000000.0,12340783000000.0,11909757000000.0,10984974000000.0,12397679000000.0,8544599000000.0,10566085000000.0,11152022000000.0,6771249000000.0,8814942000000.0,10273942000000.0
2094.0,7832187000000.0,12314016000000.0,11884456000000.0,10946753000000.0,12385925000000.0,8476690500000.0,10519678000000.0,11113715000000.0,6681651600000.0,8695800000000.0,10197002000000.0
2095.0,7723526000000.0,12285996000000.0,11846993000000.0,10909754000000.0,12374754000000.0,8413207000000.0,10472023000000.0,11076189000000.0,6606059000000.0,8639628700000.0,10121020000000.0
2096.0,7614564000000.0,12264746000000.0,11812170000000.0,10853027000000.0,12359187000000.0,8326726000000.0,10395975000000.0,11032839000000.0,6530462600000.0,8553525000000.0,10046309000000.0
2097.0,7505758000000.0,12244535000000.0,11782835000000.0,10808829000000.0,12325378000000.0,8218277300000.0,10336878000000.0,10977224000000.0,6456493500000.0,8475824400000.0,9978081000000.0
2098.0,7414340000000.0,12233610000000.0,11758377000000.0,10735371000000.0,12309806000000.0,8122674000000.0,10290777000000.0,10927878000000.0,6378958000000.0,8368771000000.0,9861051000000.0
2099.0,7334008500000.0,12200644000000.0,11728135000000.0,10680952000000.0,12287398000000.0,8034426300000.0,10196857000000.0,10877206000000.0,6292208000000.0,8303361400000.0,9800475000000.0
2100.0,7256528000000.0,12178953000000.0,11708499000000.0,10628767000000.0,12274232000000.0,7949723000000.0,10153314000000.0,10830084000000.0,6183000000000.0,8213308600000.0,9733979000000.0
