time,CCSM4,GFDL-ESM2G,GISS-E2-R,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M,GFDL-CM3,CANESM2,CNRM-CM5,IPSL-CM5A-LR,MPI-ESM-LR
2023.0,13658274000000.0,13652850000000.0,13615699000000.0,13624301000000.0,13604289000000.0,13648112000000.0,13524872000000.0,13601917000000.0,13644689000000.0,13598466000000.0,13610460000000.0
2024.0,13644900000000.0,13631277000000.0,13595017000000.0,13588092000000.0,13582891000000.0,13607756000000.0,13503544000000.0,13552357000000.0,13632757000000.0,13582770000000.0,13577432000000.0
2025.0,13638229000000.0,13632752000000.0,13555230000000.0,13566050000000.0,13552031000000.0,13555658000000.0,13479174000000.0,13529753000000.0,13629914000000.0,13519569000000.0,13565669000000.0
2026.0,13643167000000.0,13621163000000.0,13525547000000.0,13551776000000.0,13527908000000.0,13524119000000.0,13429873000000.0,13512410000000.0,13607451000000.0,13471989000000.0,13526068000000.0
2027.0,13625840000000.0,13613002000000.0,13525358000000.0,13536540000000.0,13490686000000.0,13519693000000.0,13405033000000.0,13479795000000.0,13588860000000.0,13428605000000.0,13484351000000.0
2028.0,13599530000000.0,13617499000000.0,13510974000000.0,13519651000000.0,13435473000000.0,13502365000000.0,13385838000000.0,13481012000000.0,13574593000000.0,13399655000000.0,13442304000000.0
2029.0,13556232000000.0,13591048000000.0,13509619000000.0,13489076000000.0,13406105000000.0,13463841000000.0,13367778000000.0,13454301000000.0,13554403000000.0,13383059000000.0,13417495000000.0
2030.0,13514439000000.0,13590277000000.0,13498413000000.0,13469574000000.0,13378499000000.0,13429945000000.0,13350086000000.0,13427078000000.0,13542013000000.0,13361660000000.0,13380703000000.0
2031.0,13499015000000.0,13565754000000.0,13494259000000.0,13460009000000.0,13344649000000.0,13415834000000.0,13332522000000.0,13413317000000.0,13529088000000.0,13362890000000.0,13349911000000.0
2032.0,13471542000000.0,13555022000000.0,13479782000000.0,13419357000000.0,13318931000000.0,13365859000000.0,13305153000000.0,13357812000000.0,13513512000000.0,13340115000000.0,13317564000000.0
2033.0,13445901000000.0,13531733000000.0,13449643000000.0,13381447000000.0,13275485000000.0,13336789000000.0,13272004000000.0,13317135000000.0,13489365000000.0,13328965000000.0,13300828000000.0
2034.0,13417410000000.0,13512337000000.0,13419189000000.0,13360005000000.0,13240983000000.0,13301424000000.0,13225166000000.0,13283088000000.0,13474110000000.0,13273300000000.0,13275818000000.0
2035.0,13382853000000.0,13500885000000.0,13398589000000.0,13348038000000.0,13208773000000.0,13249574000000.0,13187092000000.0,13247589000000.0,13452272000000.0,13239358000000.0,13259207000000.0
2036.0,13346630000000.0,13483354000000.0,13396787000000.0,13325748000000.0,13165413000000.0,13228878000000.0,13160058000000.0,13206649000000.0,13440277000000.0,13189567000000.0,13245753000000.0
2037.0,13322137000000.0,13477086000000.0,13365340000000.0,13274715000000.0,13102183000000.0,13202804000000.0,13115834000000.0,13173849000000.0,13436879000000.0,13141704000000.0,13212107000000.0
2038.0,13283596000000.0,13467134000000.0,13346289000000.0,13228238000000.0,13054759000000.0,13185401000000.0,13084754000000.0,13145228000000.0,13412066000000.0,13140983000000.0,13185688000000.0
2039.0,13260694000000.0,13465202000000.0,13325659000000.0,13198134000000.0,13019390000000.0,13182812000000.0,13048822000000.0,13108212000000.0,13378719000000.0,13102299000000.0,13160916000000.0
2040.0,13216975000000.0,13454880000000.0,13299510000000.0,13181093000000.0,12963867000000.0,13175361000000.0,13016080000000.0,13094381000000.0,13335405000000.0,13078183000000.0,13136456000000.0
2041.0,13202978000000.0,13447689000000.0,13281675000000.0,13166039000000.0,12906115000000.0,13150632000000.0,12981645000000.0,13044023000000.0,13283990000000.0,13040746000000.0,13121044000000.0
2042.0,13167265000000.0,13454789000000.0,13269456000000.0,13143862000000.0,12845288000000.0,13127691000000.0,12931420000000.0,13022101000000.0,13237346000000.0,13013644000000.0,13082078000000.0
2043.0,13128700000000.0,13464820000000.0,13251936000000.0,13121910000000.0,12784873000000.0,13096981000000.0,12865462000000.0,12934656000000.0,13206568000000.0,12972437000000.0,13043739000000.0
2044.0,13111799000000.0,13469248000000.0,13245286000000.0,13089250000000.0,12718293000000.0,13060204000000.0,12814555000000.0,12897168000000.0,13142019000000.0,12925419000000.0,12996890000000.0
2045.0,13081896000000.0,13460546000000.0,13230799000000.0,13061049000000.0,12673043000000.0,13028778000000.0,12755612000000.0,12846847000000.0,13115686000000.0,12886792000000.0,12967833000000.0
2046.0,13038693000000.0,13451710000000.0,13182470000000.0,13038708000000.0,12608816000000.0,12955857000000.0,12684544000000.0,12819516000000.0,13071365000000.0,12860322000000.0,12929305000000.0
2047.0,13006691000000.0,13447611000000.0,13140697000000.0,13016328000000.0,12545852000000.0,12933466000000.0,12619755000000.0,12787307000000.0,13018510000000.0,12805694000000.0,12887050000000.0
2048.0,12984824000000.0,13451588000000.0,13083197000000.0,12999357000000.0,12500004000000.0,12899116000000.0,12552571000000.0,12755692000000.0,12965388000000.0,12739125000000.0,12822556000000.0
2049.0,12958908000000.0,13430713000000.0,13076481000000.0,12968533000000.0,12439770000000.0,12878387000000.0,12484843000000.0,12708718000000.0,12938887000000.0,12682833000000.0,12779757000000.0
2050.0,12935880000000.0,13391059000000.0,13067382000000.0,12933807000000.0,12385396000000.0,12876401000000.0,12415251000000.0,12679325000000.0,12890066000000.0,12663269000000.0,12732871000000.0
2051.0,12909116000000.0,13389489000000.0,13058918000000.0,12922462000000.0,12341015000000.0,12847517000000.0,12334339000000.0,12598434000000.0,12831113000000.0,12609994000000.0,12707279000000.0
2052.0,12874206000000.0,13383941000000.0,13036609000000.0,12885117000000.0,12278576000000.0,12820511000000.0,12231176000000.0,12560051000000.0,12805062000000.0,12574748000000.0,12672979000000.0
2053.0,12851604000000.0,13381676000000.0,13018396000000.0,12883291000000.0,12259962000000.0,12784307000000.0,12151366000000.0,12520951000000.0,12774764000000.0,12576829000000.0,12635944000000.0
2054.0,12846272000000.0,13381238000000.0,12997522000000.0,12890704000000.0,12191705000000.0,12727424000000.0,12045150000000.0,12481443000000.0,12716783000000.0,12561439000000.0,12590054000000.0
2055.0,12831248000000.0,13376288000000.0,12970777000000.0,12862264000000.0,12111529000000.0,12700602000000.0,11981772000000.0,12450983000000.0,12679703000000.0,12537065000000.0,12557098000000.0
2056.0,12782881000000.0,13376359000000.0,12964840000000.0,12846716000000.0,12069020000000.0,12659623000000.0,11931908000000.0,12384382000000.0,12652109000000.0,12504330000000.0,12535643000000.0
2057.0,12689790000000.0,13384124000000.0,12948675000000.0,12817263000000.0,12045441000000.0,12622204000000.0,11861804000000.0,12345032000000.0,12606066000000.0,12488443000000.0,12498064000000.0
2058.0,12650405000000.0,13368404000000.0,12952153000000.0,12793334000000.0,12003567000000.0,12587403000000.0,11795208000000.0,12291630000000.0,12544282000000.0,12454005000000.0,12464482000000.0
2059.0,12604128000000.0,13342255000000.0,12940475000000.0,12754270000000.0,11960721000000.0,12525603000000.0,11746958000000.0,12261603000000.0,12463389000000.0,12421836000000.0,12429027000000.0
2060.0,12601175000000.0,13331140000000.0,12931294000000.0,12728751000000.0,11892033000000.0,12489111000000.0,11684865000000.0,12213984000000.0,12390973000000.0,12389338000000.0,12389652000000.0
2061.0,12579350000000.0,13307497000000.0,12906899000000.0,12711945000000.0,11827096000000.0,12455331000000.0,11618718000000.0,12172746000000.0,12316945000000.0,12371931000000.0,12346203000000.0
2062.0,12551728000000.0,13307698000000.0,12883973000000.0,12683800000000.0,11768477000000.0,12415249000000.0,11540574000000.0,12144543000000.0,12249356000000.0,12351861000000.0,12310279000000.0
2063.0,12509349000000.0,13293916000000.0,12877859000000.0,12664049000000.0,11732349000000.0,12349616000000.0,11467681000000.0,12109488000000.0,12188194000000.0,12338411000000.0,12279604000000.0
2064.0,12492466000000.0,13269881000000.0,12865259000000.0,12628584000000.0,11686451000000.0,12306806000000.0,11413611000000.0,12061323000000.0,12142185000000.0,12295374000000.0,12254503000000.0
2065.0,12473247000000.0,13257385000000.0,12842679000000.0,12606972000000.0,11639369000000.0,12291345000000.0,11361603000000.0,12024186000000.0,12061627000000.0,12279471000000.0,12216503000000.0
2066.0,12462146000000.0,13241294000000.0,12827137000000.0,12589390000000.0,11595537000000.0,12268859000000.0,11317606000000.0,11936861000000.0,12021702000000.0,12256371000000.0,12190901000000.0
2067.0,12431988000000.0,13241373000000.0,12787890000000.0,12567233000000.0,11536387000000.0,12248492000000.0,11269743000000.0,11901922000000.0,11950111000000.0,12214051000000.0,12161518000000.0
2068.0,12416168000000.0,13231752000000.0,12766381000000.0,12541230000000.0,11497466000000.0,12210619000000.0,11204025000000.0,11859972000000.0,11892707000000.0,12206937000000.0,12127095000000.0
2069.0,12412382000000.0,13206645000000.0,12766837000000.0,12504022000000.0,11450912000000.0,12148561000000.0,11154837000000.0,11785617000000.0,11829930000000.0,12187488000000.0,12090987000000.0
2070.0,12395569000000.0,13190954000000.0,12751169000000.0,12491000000000.0,11399754000000.0,12115458000000.0,11076946000000.0,11716993000000.0,11770304000000.0,12173168000000.0,12067093000000.0
2071.0,12370894000000.0,13200379000000.0,12727507000000.0,12477663000000.0,11345693000000.0,12099516000000.0,10990469000000.0,11665405000000.0,11721169000000.0,12172059000000.0,12042406000000.0
2072.0,12350094000000.0,13178403000000.0,12709910000000.0,12469120000000.0,11293737000000.0,12041197000000.0,10896598000000.0,11634923000000.0,11645880000000.0,12143486000000.0,12016338000000.0
2073.0,12321381000000.0,13167559000000.0,12695326000000.0,12438233000000.0,11259236000000.0,12004026000000.0,10810195000000.0,11583581000000.0,11600325000000.0,12112407000000.0,11990182000000.0
2074.0,12293406000000.0,13152278000000.0,12682715000000.0,12414768000000.0,11209042000000.0,11947771000000.0,10710025000000.0,11559303000000.0,11530825000000.0,12109582000000.0,11954107000000.0
2075.0,12280791000000.0,13138487000000.0,12664770000000.0,12388995000000.0,11149059000000.0,11906054000000.0,10615842000000.0,11514670000000.0,11451806000000.0,12087286000000.0,11914520000000.0
2076.0,12244730000000.0,13140453000000.0,12662568000000.0,12365573000000.0,11094097000000.0,11887205000000.0,10538542000000.0,11473593000000.0,11380844000000.0,12040187000000.0,11862234000000.0
2077.0,12240933000000.0,13122372000000.0,12655100000000.0,12337088000000.0,11062707000000.0,11836984000000.0,10459557000000.0,11450772000000.0,11323763000000.0,12005129000000.0,11814714000000.0
2078.0,12222300000000.0,13102241000000.0,12651298000000.0,12313378000000.0,10997937000000.0,11791566000000.0,10380617000000.0,11399943000000.0,11269205000000.0,11975177000000.0,11779498000000.0
2079.0,12220604000000.0,13092199000000.0,12630635000000.0,12286474000000.0,10946440000000.0,11747259000000.0,10297900000000.0,11374134000000.0,11213275000000.0,11943215000000.0,11752884000000.0
2080.0,12194502000000.0,13076929000000.0,12598924000000.0,12254749000000.0,10903261000000.0,11715418000000.0,10224246000000.0,11310064000000.0,11166329000000.0,11908402000000.0,11730771000000.0
2081.0,12172845000000.0,13065601000000.0,12597272000000.0,12219873000000.0,10863602000000.0,11681300000000.0,10155821000000.0,11262723000000.0,11148323000000.0,11903111000000.0,11694623000000.0
2082.0,12158908000000.0,13058835000000.0,12585632000000.0,12199029000000.0,10821018000000.0,11628973000000.0,10058653000000.0,11217746000000.0,11105324000000.0,11890163000000.0,11665689000000.0
2083.0,12129989000000.0,13044729000000.0,12576583000000.0,12182070000000.0,10796653000000.0,11606123000000.0,9997613000000.0,11171761000000.0,11068453000000.0,11867510000000.0,11635538000000.0
2084.0,12129466000000.0,13027519000000.0,12558324000000.0,12150047000000.0,10744664000000.0,11567875000000.0,9912867000000.0,11147485000000.0,11043907000000.0,11844724000000.0,11605690000000.0
2085.0,12102361000000.0,13019308000000.0,12549824000000.0,12115909000000.0,10714206000000.0,11543513000000.0,9849879000000.0,11118440000000.0,11014879000000.0,11831934000000.0,11587814000000.0
2086.0,12077625000000.0,12983232000000.0,12526917000000.0,12092343000000.0,10681109000000.0,11515066000000.0,9769452000000.0,11089873000000.0,10945599000000.0,11828182000000.0,11558215000000.0
2087.0,12074508000000.0,12980157000000.0,12506789000000.0,12076095000000.0,10634441000000.0,11452770000000.0,9711151000000.0,11060864000000.0,10888685000000.0,11797131000000.0,11510754000000.0
2088.0,12057578000000.0,12966307000000.0,12492547000000.0,12054368000000.0,10601987000000.0,11437247000000.0,9631056000000.0,11008715000000.0,10874272000000.0,11750316000000.0,11488024000000.0
2089.0,12017754000000.0,12943355000000.0,12455992000000.0,12035522000000.0,10579117000000.0,11415302000000.0,9575901000000.0,10951382000000.0,10819719000000.0,11741471000000.0,11468976000000.0
2090.0,11993015000000.0,12946585000000.0,12441433000000.0,12031284000000.0,10557060000000.0,11387342000000.0,9520785000000.0,10898474000000.0,10786215000000.0,11696545000000.0,11446372000000.0
2091.0,11968695000000.0,12944185000000.0,12428228000000.0,12020337000000.0,10507452000000.0,11358816000000.0,9454548000000.0,10826607000000.0,10739132000000.0,11659956000000.0,11400208000000.0
2092.0,11905465000000.0,12911615000000.0,12408486000000.0,12001311000000.0,10463957000000.0,11327453000000.0,9355824000000.0,10800260000000.0,10693385000000.0,11660852000000.0,11360729000000.0
2093.0,11867502000000.0,12908086000000.0,12394862000000.0,11955259000000.0,10416072000000.0,11311961000000.0,9262847000000.0,10753748000000.0,10640579000000.0,11636702000000.0,11321643000000.0
2094.0,11836437000000.0,12911526000000.0,12386333000000.0,11924592000000.0,10380135000000.0,11290958000000.0,9156765000000.0,10693871000000.0,10600252000000.0,11604083000000.0,11294740000000.0
2095.0,11826892000000.0,12907186000000.0,12356730000000.0,11899552000000.0,10311493000000.0,11263907000000.0,9062253000000.0,10666185000000.0,10551564000000.0,11582882000000.0,11263360000000.0
2096.0,11782081000000.0,12900035000000.0,12338594000000.0,11878508000000.0,10279684000000.0,11230620000000.0,8988662000000.0,10632898000000.0,10488532000000.0,11566293000000.0,11236488000000.0
2097.0,11765071000000.0,12913407000000.0,12325266000000.0,11869759000000.0,10229713000000.0,11198654000000.0,8910981000000.0,10587456000000.0,10435071000000.0,11544591000000.0,11171709000000.0
2098.0,11778955000000.0,12917780000000.0,12308026000000.0,11838593000000.0,10181273000000.0,11158442000000.0,8840001000000.0,10548446000000.0,10362822000000.0,11519059000000.0,11129125000000.0
2099.0,11778104000000.0,12916499000000.0,12297626000000.0,11807879000000.0,10141455000000.0,11145334000000.0,8770459500000.0,10507808000000.0,10314042000000.0,11506024000000.0,11094394000000.0
2100.0,11767297000000.0,12912195000000.0,12289745000000.0,11789340000000.0,10091318000000.0,11121630000000.0,8691034600000.0,10463098000000.0,10274110000000.0,11485004000000.0,11051579000000.0
