time,GFDL-ESM4,IITM-ESM,UKESM1-0-LL,MPI-ESM1-2-HR,CESM2-WACCM,TAIESM1,IPSL-CM6A-LR,MRI-ESM2-0,KACE-1-0-G
2026.0,3354629800000.0,3380057000000.0,3287971300000.0,3369502000000.0,3375164300000.0,3278156300000.0,3334304400000.0,3301814800000.0,3601567000000.0
2027.0,3342967200000.0,3344330700000.0,3266835000000.0,3359982200000.0,3364114400000.0,3253557800000.0,3321003800000.0,3262809600000.0,3614087000000.0
2028.0,3321106500000.0,3333105600000.0,3245625600000.0,3348901400000.0,3334918400000.0,3230788700000.0,3299651400000.0,3248403800000.0,3640198700000.0
2029.0,3307999300000.0,3319077500000.0,3208305400000.0,3343206800000.0,3310214000000.0,3211177200000.0,3272993400000.0,3220501700000.0,3660156500000.0
2030.0,3292430000000.0,3301740600000.0,3178921700000.0,3334303600000.0,3288587800000.0,3188868800000.0,3248746000000.0,3192280600000.0,3679742600000.0
2031.0,3267062700000.0,3275140600000.0,3156385500000.0,3319541800000.0,3287095700000.0,3158487900000.0,3221682000000.0,3171053000000.0,3712317000000.0
2032.0,3239514700000.0,3255594000000.0,3129931000000.0,3304429700000.0,3275278000000.0,3137184000000.0,3196898800000.0,3145675800000.0,3726080000000.0
2033.0,3220709600000.0,3237735600000.0,3094012800000.0,3298551700000.0,3247270300000.0,3111410200000.0,3177021400000.0,3116956600000.0,3740774000000.0
2034.0,3191350000000.0,3216941300000.0,3055353300000.0,3282910600000.0,3228219000000.0,3075136800000.0,3155442000000.0,3096698700000.0,3763777600000.0
2035.0,3185377500000.0,3222868000000.0,3019235400000.0,3268076000000.0,3223078800000.0,3025243200000.0,3127052600000.0,3075681600000.0,3776901800000.0
2036.0,3168363000000.0,3207321600000.0,2979957300000.0,3242111000000.0,3197635100000.0,2987179000000.0,3112086800000.0,3040818500000.0,3789564000000.0
2037.0,3150709500000.0,3182738300000.0,2948745700000.0,3230109300000.0,3176875400000.0,2951734000000.0,3084718700000.0,3006073700000.0,3808097200000.0
2038.0,3143138800000.0,3158664800000.0,2912743300000.0,3212209800000.0,3152744800000.0,2916899400000.0,3056264300000.0,2972364000000.0,3826144500000.0
2039.0,3123332800000.0,3156083000000.0,2878998000000.0,3202609000000.0,3133656800000.0,2887211300000.0,3053327000000.0,2938061700000.0,3842667200000.0
2040.0,3103641000000.0,3140421200000.0,2838487000000.0,3195403000000.0,3130575600000.0,2855952400000.0,3032816000000.0,2907518000000.0,3852157600000.0
2041.0,3088691200000.0,3128286200000.0,2801771200000.0,3180266500000.0,3110090600000.0,2827123000000.0,3015994200000.0,2875914200000.0,3869786800000.0
2042.0,3087632200000.0,3115340500000.0,2760646300000.0,3168544800000.0,3095337600000.0,2805224000000.0,2997390100000.0,2840668000000.0,3893296000000.0
2043.0,3076435700000.0,3097188600000.0,2716681400000.0,3166796000000.0,3092345800000.0,2771434000000.0,2976846700000.0,2799725000000.0,3918555500000.0
2044.0,3064303200000.0,3081589200000.0,2677921500000.0,3157029800000.0,3066805000000.0,2733197000000.0,2955918000000.0,2773703700000.0,3943780300000.0
2045.0,3050994100000.0,3063074300000.0,2625693800000.0,3151242200000.0,3050542500000.0,2707517300000.0,2924431300000.0,2749193000000.0,3969551400000.0
2046.0,3036184300000.0,3051514000000.0,2584615800000.0,3141560200000.0,3027904500000.0,2682526600000.0,2901376800000.0,2732513000000.0,3996296700000.0
2047.0,3014134000000.0,3028973000000.0,2537658800000.0,3125915200000.0,3004703200000.0,2653422600000.0,2875366000000.0,2710408500000.0,4018017100000.0
2048.0,2991702100000.0,3014648100000.0,2500050600000.0,3112151500000.0,2990535600000.0,2619297500000.0,2843141500000.0,2690629500000.0,4039283000000.0
2049.0,2971995500000.0,2992662600000.0,2456791300000.0,3100115000000.0,2977769700000.0,2582905600000.0,2827349000000.0,2681130700000.0,4064458300000.0
2050.0,2964850500000.0,2966735300000.0,2405686000000.0,3091084000000.0,2961543300000.0,2537332000000.0,2809697100000.0,2659757300000.0,4099718000000.0
2051.0,2936292000000.0,2950711200000.0,2368762800000.0,3081160400000.0,2951899800000.0,2487821300000.0,2785764200000.0,2641833000000.0,4105935500000.0
2052.0,2929653400000.0,2928502400000.0,2312623000000.0,3066696600000.0,2926642000000.0,2454198400000.0,2761324800000.0,2625632700000.0,4130181200000.0
2053.0,2915230500000.0,2883959400000.0,2262588700000.0,3059556300000.0,2893328400000.0,2426419300000.0,2736194300000.0,2600918800000.0,4145503800000.0
2054.0,2900178800000.0,2865767400000.0,2219630400000.0,3052697300000.0,2864423600000.0,2389393800000.0,2715970000000.0,2583083400000.0,4163201400000.0
2055.0,2881921700000.0,2849364000000.0,2166840600000.0,3039962900000.0,2844571000000.0,2366867500000.0,2687031600000.0,2562151400000.0,4181825700000.0
2056.0,2875767000000.0,2830255300000.0,2118831300000.0,3017047000000.0,2825129800000.0,2335711400000.0,2668424600000.0,2545459100000.0,4203784700000.0
2057.0,2864326600000.0,2803935000000.0,2082378000000.0,3003895000000.0,2808889000000.0,2284114000000.0,2644422400000.0,2529017700000.0,4222090000000.0
2058.0,2853996900000.0,2769336400000.0,2037692000000.0,2995670000000.0,2788952600000.0,2252047000000.0,2612469700000.0,2515215800000.0,4250514500000.0
2059.0,2837165400000.0,2751468000000.0,1989110900000.0,2987684300000.0,2767276500000.0,2236529200000.0,2599896000000.0,2490153800000.0,4272355800000.0
2060.0,2816095600000.0,2731478000000.0,1942572500000.0,2979299300000.0,2742611600000.0,2209818000000.0,2584182800000.0,2465214000000.0,4294777200000.0
2061.0,2798427000000.0,2699675800000.0,1900865300000.0,2968995800000.0,2716726700000.0,2177823400000.0,2556829600000.0,2445637600000.0,4312625600000.0
2062.0,2785526700000.0,2673850200000.0,1864994300000.0,2960572000000.0,2683680300000.0,2136202800000.0,2533481800000.0,2427646000000.0,4327578000000.0
2063.0,2773505300000.0,2656486000000.0,1822473200000.0,2941393800000.0,2660874600000.0,2103752400000.0,2508937000000.0,2408328700000.0,4347913800000.0
2064.0,2748609700000.0,2637110700000.0,1784749100000.0,2933858800000.0,2640508000000.0,2076095300000.0,2492409000000.0,2384672600000.0,4376415400000.0
2065.0,2713016000000.0,2598120500000.0,1745443700000.0,2928238000000.0,2625664000000.0,2047136200000.0,2480843000000.0,2365945500000.0,4394979400000.0
2066.0,2707032600000.0,2571059600000.0,1702626200000.0,2915544600000.0,2601515000000.0,2012556000000.0,2469521500000.0,2346322200000.0,4421876400000.0
2067.0,2689651400000.0,2547757600000.0,1661577300000.0,2908056500000.0,2578727600000.0,1984922300000.0,2446932800000.0,2330073200000.0,4441214000000.0
2068.0,2678616500000.0,2537167300000.0,1626239500000.0,2895265700000.0,2563016500000.0,1955817300000.0,2418108800000.0,2305891000000.0,4472526000000.0
2069.0,2673747000000.0,2515194300000.0,1589455000000.0,2876181800000.0,2543185300000.0,1915866700000.0,2400309500000.0,2295900400000.0,4502924000000.0
2070.0,2663168900000.0,2505210900000.0,1548322100000.0,2868585200000.0,2539818800000.0,1894141000000.0,2375688000000.0,2277829800000.0,4538342000000.0
2071.0,2651648200000.0,2490210500000.0,1514994800000.0,2854632000000.0,2526652400000.0,1872892300000.0,2363897700000.0,2263583000000.0,4558563600000.0
2072.0,2633592000000.0,2470285400000.0,1479737900000.0,2839676500000.0,2499940000000.0,1832775200000.0,2346708400000.0,2242433000000.0,4588373500000.0
2073.0,2627310500000.0,2462318900000.0,1445700200000.0,2832484500000.0,2480578500000.0,1791760700000.0,2327023700000.0,2232044500000.0,4611720600000.0
2074.0,2616845000000.0,2444050300000.0,1408125800000.0,2816436600000.0,2466624000000.0,1765231600000.0,2301890100000.0,2217687000000.0,4633039700000.0
2075.0,2605769600000.0,2439488500000.0,1368014300000.0,2801886000000.0,2448167300000.0,1738786900000.0,2276595900000.0,2207446500000.0,4660721000000.0
2076.0,2590986000000.0,2416560300000.0,1331765200000.0,2782461000000.0,2433039000000.0,1709715800000.0,2258092400000.0,2195078600000.0,4688958000000.0
2077.0,2581229200000.0,2393431900000.0,1295873100000.0,2768208000000.0,2430930000000.0,1683807100000.0,2236172000000.0,2177354700000.0,4716378500000.0
2078.0,2570412000000.0,2371635000000.0,1256216500000.0,2748770000000.0,2420717000000.0,1661348700000.0,2213622000000.0,2154933500000.0,4739110000000.0
2079.0,2560348000000.0,2349068700000.0,1220350700000.0,2732424200000.0,2417343000000.0,1632558000000.0,2184565400000.0,2139839300000.0,4765066500000.0
2080.0,2546955500000.0,2332634000000.0,1182128100000.0,2724416700000.0,2406687000000.0,1612219700000.0,2160567900000.0,2133318700000.0,4786296000000.0
2081.0,2534948000000.0,2311900600000.0,1152405700000.0,2715500000000.0,2399330000000.0,1579229500000.0,2137747400000.0,2117406000000.0,4815402300000.0
2082.0,2519002000000.0,2294158200000.0,1120740700000.0,2702133000000.0,2393420000000.0,1551384400000.0,2107629800000.0,2095835800000.0,4835247000000.0
2083.0,2507738200000.0,2275444800000.0,1080764140000.0,2689256400000.0,2381675200000.0,1526913300000.0,2079781300000.0,2087983900000.0,4870117500000.0
2084.0,2489472300000.0,2259844000000.0,1046355900000.0,2678003600000.0,2362432800000.0,1498283900000.0,2057793600000.0,2079061800000.0,4898394500000.0
2085.0,2483188100000.0,2252834600000.0,1013907460000.0,2667370000000.0,2360196700000.0,1463393700000.0,2026452200000.0,2068046500000.0,4931541000000.0
2086.0,2469593400000.0,2240602000000.0,986890630000.0,2655740500000.0,2356294500000.0,1438368100000.0,1990641000000.0,2064171100000.0,4945313000000.0
2087.0,2458647800000.0,2229639800000.0,945959200000.0,2644848700000.0,2334886500000.0,1414683300000.0,1967760600000.0,2057721600000.0,4964976000000.0
2088.0,2443976600000.0,2200009700000.0,908524450000.0,2632137600000.0,2325256900000.0,1386142000000.0,1936535300000.0,2057361400000.0,4992929400000.0
2089.0,2429226800000.0,2186062600000.0,874437350000.0,2616261600000.0,2318880000000.0,1360371800000.0,1920757000000.0,2045184800000.0,5020468600000.0
2090.0,2408851000000.0,2180362300000.0,843569300000.0,2602205700000.0,2312516400000.0,1334933800000.0,1905017000000.0,2039303800000.0,5041768000000.0
2091.0,2389087600000.0,2165717300000.0,811415760000.0,2581192000000.0,2292259700000.0,1310759800000.0,1889003000000.0,2025676600000.0,5073482000000.0
2092.0,2382601700000.0,2128761600000.0,780096630000.0,2565675200000.0,2282048200000.0,1284847700000.0,1869636600000.0,2014513200000.0,5105790000000.0
2093.0,2367026000000.0,2099812200000.0,752796500000.0,2551966300000.0,2270070800000.0,1261016000000.0,1841801100000.0,2006390800000.0,5132880000000.0
2094.0,2349473500000.0,2076100100000.0,726227800000.0,2535330700000.0,2251439500000.0,1234188200000.0,1820056600000.0,1992956000000.0,5161135600000.0
2095.0,2338858200000.0,2055639300000.0,699667700000.0,2524408700000.0,2239181000000.0,1213951500000.0,1802844800000.0,1970527500000.0,5196611600000.0
2096.0,2325275200000.0,2031030200000.0,671720870000.0,2514540000000.0,2223394500000.0,1197018700000.0,1781086300000.0,1966254000000.0,5222390300000.0
2097.0,2310970000000.0,2010305700000.0,646514340000.0,2507572800000.0,2210025200000.0,1175026500000.0,1755105100000.0,1952366600000.0,5244263600000.0
2098.0,2308326000000.0,1996872500000.0,621408900000.0,2495979000000.0,2201753200000.0,1149949700000.0,1736628800000.0,1941773400000.0,5276701300000.0
2099.0,2297015000000.0,1978540900000.0,598071050000.0,2483854800000.0,2193083300000.0,1120651300000.0,1719055800000.0,1935262700000.0,5307410000000.0
2100.0,2291827500000.0,1965091000000.0,581022100000.0,2468463200000.0,2179571800000.0,1097950170000.0,1700198200000.0,1928018800000.0,5342550000000.0
