time,GISS-E2-R,CCSM4,CSIRO-MK3-6-0,CNRM-CM5,MPI-ESM-LR,GFDL-CM3,GFDL-ESM2G,CANESM2,NORESM1-M,CESM1-CAM5,IPSL-CM5A-LR
2015.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0
2016.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0
2017.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0
2018.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0
2019.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0
2020.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0
2021.0,2053091800.0,2053130000.0,2047941400.0,2036620800.0,2026021900.0,2031441500.0,2049773600.0,2031538700.0,2042370800.0,2027927000.0,2043048000.0
2022.0,2026790900.0,2012139000.0,2005117200.0,1999125400.0,1992341900.0,1981152600.0,2026105900.0,2001794800.0,2014209500.0,1989599400.0,2032128600.0
2023.0,1993658400.0,1986615200.0,1942877200.0,1962260500.0,1964955000.0,1920655500.0,1990670700.0,1960681900.0,1984550800.0,1961490800.0,1981987800.0
2024.0,1963795100.0,1975886200.0,1874167800.0,1930251400.0,1924958300.0,1862535200.0,1957974700.0,1914400400.0,1955540000.0,1921368700.0,1935211600.0
2025.0,1935954800.0,1944645800.0,1808211300.0,1895759100.0,1890719500.0,1812799200.0,1938205400.0,1882964500.0,1934491500.0,1870417700.0,1896735400.0
2026.0,1902972300.0,1909975000.0,1752140700.0,1893495400.0,1887035800.0,1739546600.0,1904552000.0,1854895500.0,1906697300.0,1817246800.0,1858392000.0
2027.0,1883773700.0,1892476400.0,1687797400.0,1842250600.0,1845558100.0,1665531000.0,1891223200.0,1815194400.0,1889529500.0,1786193300.0,1818469900.0
2028.0,1852167800.0,1880710700.0,1607446400.0,1820977300.0,1818218800.0,1567673600.0,1862139100.0,1773034200.0,1856548200.0,1755954700.0,1761562800.0
2029.0,1828013400.0,1867868700.0,1550750700.0,1785198100.0,1779649500.0,1529649500.0,1830380800.0,1721165800.0,1820030800.0,1703916700.0,1713486500.0
2030.0,1803399300.0,1836215600.0,1542683500.0,1763067600.0,1761136400.0,1457564900.0,1801596700.0,1662552700.0,1801147400.0,1631785300.0,1664585500.0
2031.0,1785544200.0,1807537200.0,1516246000.0,1725501600.0,1723031600.0,1381643800.0,1782060800.0,1624122500.0,1769561500.0,1603658400.0,1622917100.0
2032.0,1759330000.0,1795299800.0,1454359800.0,1681810200.0,1664211200.0,1327536300.0,1759774000.0,1599453600.0,1739625100.0,1572237200.0,1574001400.0
2033.0,1721840500.0,1780471900.0,1399832700.0,1659011300.0,1628401000.0,1260721000.0,1734010600.0,1562210000.0,1708377300.0,1520250400.0,1520139600.0
2034.0,1692702300.0,1774640300.0,1329547800.0,1619100700.0,1633052200.0,1207977900.0,1717425800.0,1505570800.0,1668614300.0,1477555600.0,1470743700.0
2035.0,1671479200.0,1762229400.0,1291804800.0,1589491700.0,1590701600.0,1167164500.0,1719288300.0,1445837600.0,1639616500.0,1437380600.0,1435304400.0
2036.0,1652021600.0,1739073800.0,1259946100.0,1566011300.0,1549552900.0,1119258800.0,1692348500.0,1399308300.0,1605028400.0,1409957100.0,1411630100.0
2037.0,1636371100.0,1707970200.0,1230409000.0,1525928300.0,1501940000.0,1058578050.0,1676282500.0,1359811700.0,1577617200.0,1384614300.0,1398741400.0
2038.0,1633707600.0,1693790500.0,1185941500.0,1505003800.0,1450153300.0,1015186100.0,1661165000.0,1304991700.0,1563953000.0,1349105700.0,1418725100.0
2039.0,1615847700.0,1687671000.0,1127876600.0,1467221100.0,1405011600.0,970823200.0,1643847800.0,1258935000.0,1549283600.0,1315832400.0,1364423700.0
2040.0,1592258000.0,1661602200.0,1079799200.0,1435174700.0,1375922800.0,935066700.0,1629956400.0,1234619300.0,1547916200.0,1275034200.0,1317683800.0
2041.0,1583204100.0,1634115600.0,1023918500.0,1400658200.0,1347364200.0,908800500.0,1612549600.0,1191256300.0,1533955000.0,1259409300.0,1281580200.0
2042.0,1557882400.0,1626244400.0,984133440.0,1362222800.0,1331198000.0,866713300.0,1593136100.0,1147806300.0,1507168100.0,1237899800.0,1264943200.0
2043.0,1545470700.0,1612871200.0,940512900.0,1328351000.0,1297412700.0,834703040.0,1591384200.0,1116520100.0,1485576700.0,1223233800.0,1232502900.0
2044.0,1531134200.0,1596950900.0,894762750.0,1276975600.0,1245181600.0,815038660.0,1583462300.0,1071947000.0,1467238000.0,1201035300.0,1209073700.0
2045.0,1511540900.0,1584218400.0,853869600.0,1255147000.0,1185255000.0,800106800.0,1575123200.0,1042552200.0,1440611300.0,1183249900.0,1174697700.0
2046.0,1502435500.0,1567269600.0,817653200.0,1223426400.0,1193096600.0,777615000.0,1568195500.0,1031770300.0,1436544900.0,1177147500.0,1163509200.0
2047.0,1485188700.0,1544869100.0,794029000.0,1181488100.0,1156472300.0,749210050.0,1549240200.0,1004109950.0,1413418200.0,1167697200.0,1127833600.0
2048.0,1473091700.0,1520269000.0,792242240.0,1159687700.0,1118023700.0,727079200.0,1534394400.0,979496900.0,1394583300.0,1146446600.0,1116897200.0
2049.0,1466642200.0,1511702400.0,779422460.0,1134161400.0,1096914200.0,717883140.0,1524105200.0,963495700.0,1385280800.0,1123196800.0,1092148600.0
2050.0,1451405300.0,1495146400.0,741651460.0,1118761300.0,1073549200.0,705921200.0,1517624400.0,930259000.0,1387929700.0,1115387100.0,1074024400.0
2051.0,1453062400.0,1473555500.0,728062400.0,1095284900.0,1060379140.0,703153000.0,1502844300.0,891275300.0,1376161700.0,1111970400.0,1066500900.0
2052.0,1448388700.0,1473192300.0,707593860.0,1083491300.0,1056458800.0,690901400.0,1490481800.0,882607170.0,1359891700.0,1099802900.0,1068792640.0
2053.0,1455260400.0,1469031700.0,720023400.0,1066718660.0,1067633200.0,671166800.0,1480246700.0,875499100.0,1337460100.0,1076498700.0,1053188300.0
2054.0,1436077000.0,1449477000.0,718666430.0,1045676600.0,1058945300.0,671017150.0,1464769300.0,847222600.0,1325001300.0,1064291650.0,1037475200.0
2055.0,1426949100.0,1436753300.0,695929200.0,1035733300.0,1053621570.0,662428000.0,1457812400.0,829737340.0,1341777500.0,1061597300.0,1017284600.0
2056.0,1426143600.0,1430002400.0,684112450.0,1021523200.0,1060293570.0,659807300.0,1452287700.0,815547700.0,1319912000.0,1044566900.0,1001779800.0
2057.0,1421019900.0,1410857100.0,675487740.0,1004789250.0,1063631550.0,649302600.0,1446714200.0,807210240.0,1306867500.0,1024473540.0,991456450.0
2058.0,1412283300.0,1403943300.0,672002240.0,1000144960.0,1083171000.0,640371840.0,1433559600.0,806049700.0,1305949400.0,1011181800.0,990825540.0
2059.0,1403655000.0,1420157000.0,658640700.0,980029630.0,1113946200.0,639564400.0,1416947600.0,786075800.0,1288566000.0,984344200.0,1087370600.0
2060.0,1395468500.0,1405010600.0,651789300.0,967779700.0,1095700700.0,635594750.0,1412522600.0,773382400.0,1274821600.0,961888000.0,1197199900.0
2061.0,1396078500.0,1393552600.0,652617700.0,960842400.0,1097345200.0,622336500.0,1416421900.0,764006460.0,1258596000.0,939379100.0,1099612900.0
2062.0,1389410800.0,1383242100.0,666377340.0,945701700.0,1069903170.0,619196540.0,1406395400.0,756629000.0,1263350400.0,916067500.0,1029608450.0
2063.0,1388522900.0,1372939500.0,648007360.0,939846300.0,1054492860.0,608604300.0,1403453700.0,760302400.0,1263563000.0,879577900.0,1005175200.0
2064.0,1378870100.0,1370591600.0,636630140.0,931754100.0,1040159900.0,597653950.0,1402766700.0,751081400.0,1243506000.0,882703100.0,1040723900.0
2065.0,1389122700.0,1368235400.0,627154300.0,927682800.0,1036781760.0,626957500.0,1429848700.0,750459300.0,1237558400.0,875746900.0,998871040.0
2066.0,1406343700.0,1356398700.0,620676030.0,920899650.0,1022746900.0,593629760.0,1428100900.0,746481500.0,1233942800.0,850079700.0,983703550.0
2067.0,1413373200.0,1358883300.0,612146050.0,910783300.0,1018695230.0,584664770.0,1423612300.0,731518660.0,1239305900.0,831597600.0,971494300.0
2068.0,1401109000.0,1416292900.0,599310600.0,904476000.0,982948400.0,576994240.0,1447957200.0,716791360.0,1242726300.0,824209150.0,958120600.0
2069.0,1394877400.0,1370009900.0,592299300.0,911531840.0,964160960.0,565207230.0,1465808000.0,726061200.0,1230583700.0,818704300.0,948304640.0
2070.0,1428164000.0,1370241700.0,577962050.0,918068740.0,991882500.0,558236200.0,1506438500.0,740502800.0,1219910900.0,799628350.0,930753600.0
2071.0,1402317600.0,1391151100.0,564079500.0,939511550.0,1104791600.0,548622340.0,1496334800.0,715656700.0,1218287400.0,787335200.0,915356300.0
2072.0,1402595700.0,1383293700.0,560941630.0,912584640.0,1085982200.0,538901800.0,1596854000.0,714328640.0,1221640800.0,775372000.0,908869000.0
2073.0,1417405600.0,1379107300.0,609487700.0,907821800.0,1043439100.0,537312800.0,1572402800.0,713615170.0,1211032400.0,787537700.0,894925800.0
2074.0,1413146900.0,1449051900.0,572441500.0,902523970.0,1029595460.0,527486080.0,1575569800.0,710835200.0,1258939600.0,775522200.0,871927000.0
2075.0,1401157800.0,1387399200.0,548235970.0,901424260.0,1000162370.0,520956220.0,1625971500.0,746718140.0,1251889400.0,764607200.0,986429060.0
2076.0,1400509700.0,1379582500.0,539237570.0,896858940.0,1015522240.0,532373700.0,1761867600.0,744584600.0,1261504600.0,749410940.0,913187000.0
2077.0,1431312900.0,1454529500.0,545567360.0,900040260.0,1033222660.0,521952450.0,1630942000.0,731669900.0,1241568800.0,770903000.0,879041800.0
2078.0,1405640400.0,1390050800.0,529566000.0,896911170.0,1048101250.0,513704670.0,1655509500.0,749838140.0,1236375000.0,770151300.0,906910700.0
2079.0,1454738000.0,1369307300.0,520764100.0,887198850.0,1029058050.0,514336400.0,1696963100.0,751102100.0,1251960600.0,742279900.0,892973630.0
2080.0,1464105300.0,1402340400.0,518874530.0,882783550.0,1011906800.0,506706370.0,1707820300.0,741390850.0,1250452700.0,729035260.0,907938000.0
2081.0,1429322000.0,1406783200.0,517960500.0,889570940.0,1001161660.0,498280800.0,1691299200.0,739221500.0,1247571800.0,724310900.0,904873860.0
2082.0,1424298900.0,1391919000.0,509306980.0,884304000.0,988930050.0,493707550.0,1735255800.0,802921100.0,1259207000.0,771708700.0,918179500.0
2083.0,1447466500.0,1372364400.0,498713440.0,871945800.0,1062932860.0,493661700.0,1694728000.0,753344000.0,1238491300.0,750167700.0,905990460.0
2084.0,1442288300.0,1372893400.0,492337800.0,889066300.0,1117766300.0,487952260.0,1748540700.0,744779140.0,1228377900.0,727871940.0,893733060.0
2085.0,1443204500.0,1373596700.0,511343300.0,880248960.0,1210660400.0,483592500.0,1725481700.0,749770000.0,1226346600.0,734969700.0,886242240.0
2086.0,1457577200.0,1372944600.0,518527040.0,884302460.0,1163398800.0,477349800.0,1708736500.0,750654000.0,1219424800.0,756130400.0,919372900.0
2087.0,1450489900.0,1380351100.0,485994050.0,881764400.0,1127534600.0,479099230.0,1696292200.0,741160800.0,1213171500.0,737487100.0,890178240.0
2088.0,1506090100.0,1379152600.0,474583230.0,891299000.0,1098975900.0,483482180.0,1706776300.0,743649860.0,1232114300.0,726298200.0,874899800.0
2089.0,1523606700.0,1367637200.0,470510000.0,893654660.0,1093657000.0,477707680.0,1847306600.0,736662140.0,1212127400.0,747371970.0,866927900.0
2090.0,1515627000.0,1430265900.0,464041380.0,915208060.0,1110714900.0,470985700.0,1784497200.0,730410240.0,1203209200.0,736160400.0,876646100.0
2091.0,1495826300.0,1598841700.0,462193570.0,898536600.0,1118181600.0,463873570.0,1745154200.0,724292400.0,1233689100.0,722992100.0,873018200.0
2092.0,1495409800.0,1458742500.0,457392800.0,896186000.0,1114037400.0,462143330.0,1741158000.0,741012860.0,1225271600.0,717311600.0,887221400.0
2093.0,1492439400.0,1412259200.0,448924160.0,889338430.0,1102272000.0,458598500.0,1726862500.0,762509950.0,1206304500.0,725769540.0,854593540.0
2094.0,1490293900.0,1408210000.0,458127260.0,891137500.0,1128329200.0,454054000.0,1768416800.0,744412860.0,1216201600.0,722110140.0,876725400.0
2095.0,1509299200.0,1394668800.0,510250340.0,895128960.0,1145572200.0,449278660.0,1767092700.0,723728300.0,1213162100.0,712648800.0,847010400.0
2096.0,1530131000.0,1382264700.0,462856960.0,886389800.0,1149832700.0,446172770.0,1746592400.0,716485000.0,1206808600.0,757909100.0,839941570.0
2097.0,1512617900.0,1400993400.0,449770300.0,882047300.0,1139510300.0,442762050.0,1769905900.0,714385000.0,1202545400.0,753586560.0,861340900.0
2098.0,1507161200.0,1386418000.0,440738700.0,882417000.0,1121800700.0,435178660.0,1747079300.0,707532160.0,1199900300.0,740464900.0,834274100.0
2099.0,1514789200.0,1388571000.0,439895330.0,886666300.0,1109120800.0,429227900.0,1766253800.0,702551500.0,1197429400.0,729538370.0,832051260.0
2100.0,1513115900.0,1460714800.0,506017150.0,898862800.0,1168972500.0,426512000.0,1740762900.0,699229000.0,1193315300.0,739550100.0,831976400.0
