time,CSIRO-MK3-6-0,IPSL-CM5A-LR,GISS-E2-R,CCSM4,GFDL-CM3,CNRM-CM5,NORESM1-M,GFDL-ESM2G,MPI-ESM-LR,CANESM2
2019.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0
2020.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0
2021.0,1917433500.0,1924373200.0,1927095800.0,1906792700.0,1920308100.0,1941375100.0,1934890000.0,1935177500.0,1931469600.0,1913740700.0
2022.0,1892681200.0,1892965400.0,1899878700.0,1907906600.0,1885223200.0,1896377700.0,1917179900.0,1917527900.0,1969457900.0,1878894500.0
2023.0,1853910800.0,1864419100.0,1863156700.0,1864210800.0,1846218800.0,1874440800.0,1882202600.0,1886607000.0,1888764200.0,1844843500.0
2024.0,1838401800.0,1811279900.0,1823457700.0,1824676400.0,1792021600.0,1888191900.0,1847499800.0,1942822000.0,1901138600.0,1833260000.0
2025.0,1799881100.0,1787052900.0,1764439000.0,1787164700.0,1732522500.0,1861836700.0,1805123600.0,1866184700.0,1922350500.0,1794179100.0
2026.0,1767751700.0,1791443600.0,1739996800.0,1755241100.0,1680368400.0,1815689900.0,1759720600.0,1822955800.0,1910336500.0,1742932000.0
2027.0,1690709400.0,1748176900.0,1699287000.0,1715007400.0,1613488900.0,1750464300.0,1710485400.0,1780942800.0,2050478300.0,1760555000.0
2028.0,1643267200.0,1715060400.0,1718246100.0,1687499800.0,1550613000.0,1701236500.0,1804157400.0,1742420200.0,1903915400.0,1694765300.0
2029.0,1963604100.0,1710664300.0,1641175400.0,1653161600.0,1456830000.0,1792146200.0,1669063400.0,1720731800.0,1842341000.0,1651685000.0
2030.0,1588323700.0,1641269500.0,1556740100.0,1619178900.0,1361020200.0,1659795200.0,1625564500.0,1692611000.0,1802873000.0,1607802100.0
2031.0,1541588900.0,1584691800.0,1491903500.0,1576667900.0,1330771300.0,1611925100.0,1573206700.0,1662812700.0,1768784000.0,1537117000.0
2032.0,1521237500.0,1560618600.0,1553003000.0,1540761600.0,1257328100.0,1569899400.0,1519846800.0,1620408600.0,1710661000.0,1493624000.0
2033.0,1468443500.0,1496311400.0,1450897200.0,1494764200.0,1188065800.0,1531973800.0,1479519900.0,1581663700.0,1685753000.0,1443632500.0
2034.0,1428521100.0,1475510300.0,1386583300.0,1429195800.0,1164970600.0,1490441600.0,1430416300.0,1537226600.0,1657854300.0,1375812000.0
2035.0,1344926700.0,1405080400.0,1350573800.0,1404991400.0,1065574140.0,1452506600.0,1387728900.0,1487580800.0,1610080900.0,1337910700.0
2036.0,1324760700.0,1348441000.0,1315436800.0,1444238100.0,992573900.0,1477311500.0,1371667100.0,1443811200.0,1608684900.0,1310466700.0
2037.0,1342161200.0,1294683900.0,1290496000.0,1344977500.0,944120600.0,1413697700.0,1350023300.0,1388439600.0,1584615300.0,1238803100.0
2038.0,1265615000.0,1241297200.0,1250496100.0,1342972200.0,864719200.0,1350835300.0,1291142000.0,1374001900.0,1540158100.0,1213418000.0
2039.0,1220164200.0,1198589800.0,1204641500.0,1296474900.0,829445300.0,1352884100.0,1250957000.0,1356518900.0,1507758700.0,1174540800.0
2040.0,1202997900.0,1180223700.0,1169805000.0,1241053700.0,797776500.0,1269038200.0,1212429200.0,1355540000.0,1459155200.0,1113778300.0
2041.0,1185960400.0,1161719700.0,1146209400.0,1211340900.0,745150460.0,1240721400.0,1155942700.0,1304423000.0,1463657000.0,1094909300.0
2042.0,1139581300.0,1117612700.0,1196544800.0,1182102000.0,708664450.0,1200355100.0,1111051500.0,1291311500.0,1444308200.0,1031261000.0
2043.0,1075867100.0,1086871900.0,1159531800.0,1157727900.0,643635700.0,1161593000.0,1087352700.0,1292449200.0,1383962200.0,979373760.0
2044.0,1027178560.0,1053284600.0,1130225800.0,1133981300.0,593232600.0,1133117200.0,1074372500.0,1290163200.0,1346496000.0,926481100.0
2045.0,1037878000.0,1008374850.0,1128592400.0,1096211300.0,553473860.0,1124082200.0,1017291650.0,1214596900.0,1322971900.0,909483460.0
2046.0,1067057500.0,990204740.0,1180181900.0,1066911360.0,547300700.0,1093840500.0,991471900.0,1215806100.0,1310746400.0,876465860.0
2047.0,1008936770.0,933159600.0,1064852160.0,1032001500.0,520681860.0,1063007170.0,955728960.0,1184099700.0,1279102500.0,846401600.0
2048.0,957531700.0,892897340.0,1036540300.0,1000628540.0,498754460.0,1033666050.0,921849540.0,1186971400.0,1267733100.0,825442370.0
2049.0,939567600.0,849270660.0,1013814500.0,981809000.0,480439460.0,1006962800.0,887102100.0,1137976200.0,1221014400.0,796004000.0
2050.0,884237800.0,903699460.0,1004726100.0,956206400.0,438081570.0,1004678140.0,874114000.0,1111247700.0,1199155300.0,749318400.0
2051.0,897618100.0,819687800.0,966840000.0,922609540.0,405441060.0,992923300.0,871467140.0,1087044400.0,1146494600.0,724322700.0
2052.0,825981400.0,785180300.0,918741200.0,921252700.0,394589200.0,954931900.0,809705700.0,1069829440.0,1159883500.0,715328200.0
2053.0,800738400.0,752800500.0,885702140.0,898674700.0,355112130.0,937949250.0,801614300.0,1049634240.0,1354133500.0,678093700.0
2054.0,782504770.0,732679200.0,860009600.0,848676600.0,335006530.0,917407400.0,777918500.0,1025614100.0,1392693400.0,657199360.0
2055.0,741571460.0,705046340.0,846490560.0,838279300.0,328083900.0,891192200.0,751156030.0,996077700.0,1218818700.0,624003700.0
2056.0,699957570.0,738928830.0,822179140.0,799714240.0,311195520.0,862674300.0,709493300.0,975418700.0,1097667800.0,641713700.0
2057.0,678808200.0,670583230.0,810058100.0,778997900.0,297790140.0,850535360.0,713300860.0,1007057800.0,1128945700.0,593109600.0
2058.0,649871300.0,638090200.0,788607550.0,751077800.0,279660540.0,821024640.0,671610050.0,950698000.0,1059121660.0,577979700.0
2059.0,642074800.0,665189400.0,795634940.0,700185900.0,272922140.0,828606500.0,654359700.0,1002395900.0,1025143100.0,544054660.0
2060.0,612286200.0,604622000.0,784793860.0,680857900.0,254648750.0,790251200.0,631253570.0,947924000.0,1020194050.0,527382370.0
2061.0,595570750.0,577874940.0,758487300.0,661662000.0,220862200.0,768278100.0,699527100.0,921871500.0,989471500.0,504865760.0
2062.0,564791360.0,618262340.0,766297100.0,644163840.0,209204980.0,747671100.0,601593700.0,915887800.0,970309900.0,500825950.0
2063.0,524689470.0,546876100.0,744400100.0,636420400.0,200066700.0,727055740.0,583390200.0,900320300.0,934618100.0,483516500.0
2064.0,487847550.0,524954980.0,799543040.0,615822100.0,189812080.0,711269200.0,569706940.0,880364300.0,918325700.0,468961570.0
2065.0,451967400.0,503925730.0,746177500.0,586114700.0,181606480.0,673117200.0,559539700.0,1079701200.0,996165570.0,456040500.0
2066.0,429274600.0,487147140.0,717715000.0,571012160.0,205289230.0,659329000.0,532177300.0,867324860.0,893330600.0,449451070.0
2067.0,408927780.0,480411800.0,704521340.0,552619300.0,174882450.0,642851100.0,519397730.0,1096826000.0,1393657100.0,430457380.0
2068.0,394647940.0,464964100.0,746693250.0,626312600.0,170034540.0,624447170.0,503561200.0,872453760.0,910563400.0,429223740.0
2069.0,387595840.0,493889020.0,685263740.0,522127550.0,156047040.0,606860800.0,483875700.0,900861600.0,1009551800.0,417067900.0
2070.0,357895070.0,445103870.0,661603140.0,505613760.0,145104940.0,605581900.0,476346800.0,835722600.0,864169660.0,407994340.0
2071.0,335748700.0,440320700.0,632580400.0,489433280.0,141144110.0,593347300.0,461823170.0,820633200.0,858755200.0,398004900.0
2072.0,323873380.0,421119520.0,613580500.0,461578660.0,131352170.0,569241000.0,454888100.0,814192200.0,836636500.0,391138850.0
2073.0,310089470.0,409545820.0,603295100.0,444176480.0,126251150.0,545047000.0,439558340.0,802944060.0,827014100.0,381299140.0
2074.0,290266340.0,400257400.0,585665700.0,441701660.0,120539500.0,532272160.0,432187200.0,794017600.0,820632770.0,372737100.0
2075.0,281154720.0,390466880.0,578712100.0,431217660.0,113802210.0,523511940.0,426051500.0,783634050.0,795357760.0,367116500.0
2076.0,304382270.0,379179460.0,559700000.0,421884640.0,107670070.0,502825060.0,415263900.0,777815300.0,803039400.0,352124580.0
2077.0,298523870.0,372950370.0,546362700.0,412335070.0,136367920.0,494626850.0,407669340.0,869489700.0,898627900.0,344114200.0
2078.0,274550850.0,368163840.0,539929600.0,414156580.0,103063790.0,496789400.0,405222600.0,794494500.0,777000800.0,342530460.0
2079.0,252292220.0,363171600.0,812739460.0,401872700.0,96586860.0,515143780.0,409002180.0,931065860.0,763628300.0,335152320.0
2080.0,254405760.0,367658080.0,553024640.0,389373660.0,91693160.0,471407170.0,394677920.0,767531900.0,989233860.0,321873600.0
2081.0,233616770.0,357918660.0,520719940.0,438780900.0,82654140.0,464124380.0,387723700.0,754982200.0,756516540.0,315529120.0
2082.0,221209360.0,346123040.0,507089380.0,387615040.0,80028220.0,448611800.0,381567360.0,747040600.0,734711800.0,306749020.0
2083.0,207309620.0,335545400.0,505113380.0,378030000.0,129619930.0,534681660.0,376145300.0,737341600.0,722743550.0,298086880.0
2084.0,222113040.0,333220500.0,500969700.0,414901700.0,84057736.0,457811870.0,372764860.0,732523840.0,711789760.0,288404060.0
2085.0,200801490.0,323165760.0,486953920.0,376202370.0,82021370.0,435031200.0,364136930.0,737222850.0,713867260.0,291755260.0
2086.0,193261010.0,319181950.0,480372960.0,369787300.0,78739624.0,432377920.0,361886430.0,776961700.0,699638340.0,278687780.0
2087.0,182899940.0,314005820.0,588388350.0,359661150.0,75179860.0,419711600.0,357399360.0,713887740.0,685108300.0,268476100.0
2088.0,170123700.0,309780830.0,507377700.0,353260900.0,74358460.0,408370400.0,344256480.0,707863300.0,682818100.0,258434830.0
2089.0,168317700.0,304933150.0,477867620.0,352431260.0,73663070.0,404258270.0,343203870.0,709741400.0,660661700.0,258847890.0
2090.0,164209400.0,300452030.0,533811870.0,346415650.0,73965790.0,401976640.0,339018080.0,841629200.0,647893200.0,276015040.0
2091.0,155368670.0,677939140.0,458450300.0,347744220.0,71959630.0,394225730.0,363887900.0,788132030.0,634410600.0,302877800.0
2092.0,268281700.0,339069340.0,450490430.0,341271300.0,72823720.0,427312670.0,335539500.0,694131300.0,617633800.0,255802960.0
2093.0,166586820.0,299070180.0,443939870.0,341425600.0,75101170.0,387923800.0,322584300.0,686590900.0,599136830.0,230186110.0
2094.0,224153420.0,285150940.0,437593540.0,340605630.0,71304750.0,377260640.0,314772400.0,684087500.0,587824640.0,230581440.0
2095.0,161499630.0,279687680.0,433500130.0,340182940.0,81151180.0,369565660.0,309369020.0,722827400.0,576721200.0,222088050.0
2096.0,149638050.0,272151140.0,435827230.0,329639460.0,79610660.0,364339330.0,304084540.0,730644600.0,577913200.0,218200750.0
2097.0,142657420.0,261378530.0,436738050.0,321989600.0,78951040.0,354987360.0,297926750.0,847730600.0,559611000.0,215379070.0
2098.0,141582130.0,318787700.0,430519420.0,316978880.0,72478980.0,379000770.0,294642880.0,739688100.0,543093800.0,208706200.0
2099.0,136184770.0,260451870.0,425678600.0,370039740.0,67577030.0,352556200.0,319139520.0,684181060.0,543276900.0,207834430.0
2100.0,125451500.0,252139120.0,458035400.0,310067040.0,66460370.0,354724130.0,290862200.0,924330600.0,509740600.0,219135980.0
