time,CESM2-WACCM,INM-CM4-8,EC-EARTH3,MPI-ESM1-2-HR,EC-EARTH3-VEG,MRI-ESM2-0,CMCC-CM2-SR5,BCC-CSM2-MR,GFDL-ESM4,CAMS-CSM1-0,CESM2,INM-CM5-0,FGOALS-F3-L,NORESM2-MM
2010.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0
2011.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0
2012.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0
2013.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0
2014.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0
2015.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0
2016.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0
2017.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0
2018.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0
2019.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0
2020.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0
2021.0,13782344000.0,13823977000.0,13989384000.0,13805098000.0,13795022000.0,13755536000.0,13881441000.0,13797633000.0,13789016000.0,13778524000.0,13723498000.0,13804799000.0,14062718000.0,13744644000.0
2022.0,13656769000.0,13628980000.0,13692153000.0,13738158000.0,13672130000.0,13623113000.0,13729238000.0,13743127000.0,13626580000.0,13677133000.0,13635718000.0,13674440000.0,13738225000.0,13646217000.0
2023.0,13521789000.0,13644183000.0,13556336000.0,13567369000.0,13661307000.0,13498094000.0,13575832000.0,13594209000.0,13455757000.0,13676190000.0,13725777000.0,13547783000.0,13571643000.0,13510561000.0
2024.0,13505239000.0,13483283000.0,13394459000.0,13626364000.0,13484723000.0,13347552000.0,13472818000.0,13576467000.0,13290191000.0,13703979000.0,13417641000.0,13417424000.0,13437311000.0,13340494000.0
2025.0,13357123000.0,13449206000.0,13201175000.0,13352673000.0,13336792000.0,13181929000.0,13325706000.0,13611415000.0,13153381000.0,13815027000.0,13267664000.0,13382332000.0,13543840000.0,13187281000.0
2026.0,13351386000.0,13210612000.0,12955985000.0,13339313000.0,13204584000.0,12988507000.0,13219866000.0,13481639000.0,13113940000.0,13485289000.0,13183889000.0,13325967000.0,13234722000.0,13163663000.0
2027.0,13023349000.0,13020910000.0,12690127000.0,13142015000.0,13066340000.0,12820364000.0,13060092000.0,13325000000.0,12813509000.0,13524557000.0,12937170000.0,13298317000.0,13067931000.0,13299930000.0
2028.0,12929179000.0,12957990000.0,12480647000.0,13100293000.0,12986623000.0,12693979000.0,12935155000.0,13296367000.0,12792707000.0,13116572000.0,12713249000.0,13021583000.0,14078690000.0,13032063000.0
2029.0,12713753000.0,12754604000.0,12208232000.0,12982946000.0,12804921000.0,12285590000.0,12781956000.0,13070544000.0,12520506000.0,13138534000.0,12412016000.0,12936379000.0,13191213000.0,12823727000.0
2030.0,12531430000.0,12450978000.0,12011219000.0,12767539000.0,12770192000.0,11947336000.0,12652571000.0,12919429000.0,12446698000.0,13649954000.0,12077407000.0,12768915000.0,12879202000.0,12576728000.0
2031.0,12526641000.0,12221279000.0,11825783000.0,12633077000.0,12498224000.0,11773308000.0,12495212000.0,12789129000.0,12267198000.0,13046489000.0,11764949000.0,12691928000.0,12690030000.0,12336178000.0
2032.0,12226446000.0,11984504000.0,11602633000.0,12581067000.0,12765842000.0,11520467000.0,12261957000.0,12705263000.0,12084225000.0,12729656000.0,11695365000.0,12444757000.0,12453377000.0,12124887000.0
2033.0,11978561000.0,11782774000.0,11222345000.0,12323198000.0,12581584000.0,11276149000.0,12058520000.0,12506551000.0,11855748000.0,12654434000.0,11366834000.0,12276682000.0,12445534000.0,11934916000.0
2034.0,11702326000.0,11526613000.0,10978899000.0,12112737000.0,12234208000.0,11061996000.0,11698004000.0,12413441000.0,11669092000.0,12900961000.0,11084369000.0,12219128000.0,12227601000.0,11705983000.0
2035.0,11487612000.0,11225247000.0,10727640000.0,12110871000.0,11970299000.0,10842536000.0,11531471000.0,12340631000.0,11459010000.0,13533117000.0,10865772000.0,11977558000.0,12053855000.0,11862263000.0
2036.0,11245348000.0,10946417000.0,10472243000.0,11874677000.0,11812470000.0,10580822000.0,11333197000.0,12259765000.0,11241382000.0,12672142000.0,10498390000.0,11871685000.0,11941906000.0,11787035000.0
2037.0,11107740000.0,10775171000.0,10452913000.0,11752228000.0,11693954000.0,10299605000.0,11246036000.0,12168329000.0,11044831000.0,12400362000.0,10076808000.0,11684921000.0,11761692000.0,11474627000.0
2038.0,10868963000.0,10578605000.0,10549261000.0,11632536000.0,11612902000.0,9977787000.0,10966977000.0,11916396000.0,10828618000.0,12575323000.0,9634454000.0,11448306000.0,11652711000.0,11071791000.0
2039.0,10586348000.0,10348159000.0,9961729000.0,11433893000.0,11372828000.0,9791724000.0,10905428000.0,11639984000.0,10680860000.0,12249942000.0,9364388000.0,11327335000.0,11492592000.0,10695894000.0
2040.0,10352480000.0,10198653000.0,9664308000.0,11219379000.0,11181880000.0,9505054000.0,10497186000.0,11384011000.0,10568538000.0,12173868000.0,9057533000.0,11030172000.0,11208541000.0,10631800000.0
2041.0,10005385000.0,9986059000.0,9928910000.0,11157137000.0,10963619000.0,9259217000.0,10394314000.0,11152306000.0,10220997000.0,12101607000.0,8596369000.0,10939012000.0,11053817000.0,10342999000.0
2042.0,9918448000.0,9638874000.0,9355203000.0,10956071000.0,11104035000.0,9032794000.0,10017976000.0,10952206000.0,9976253000.0,12545407000.0,8300724000.0,10732163000.0,10941400000.0,10087347000.0
2043.0,9580466000.0,9390402000.0,8985463000.0,10760005000.0,10715550000.0,8705220000.0,9736763000.0,10720806000.0,10060012000.0,12276300000.0,7958755300.0,10716464000.0,10681414000.0,9765864000.0
2044.0,9205931000.0,9055677000.0,9306876000.0,10808258000.0,10474165000.0,8537197600.0,9549244000.0,10486675000.0,9773988000.0,11890220000.0,7561086000.0,10484062000.0,10439761000.0,9475651000.0
2045.0,8854618000.0,8765483000.0,8571810000.0,10456870000.0,10305781000.0,8290963000.0,9302809000.0,10298127000.0,9519557000.0,12172226000.0,7193834000.0,10428266000.0,10826507000.0,9225448000.0
2046.0,8476467700.0,8570146000.0,8281460700.0,10256127000.0,10091002000.0,7976381000.0,9057738000.0,10427504000.0,9405530000.0,11759329000.0,6936792600.0,10192679000.0,10257950000.0,8943061000.0
2047.0,8088632300.0,8409401300.0,8004021000.0,10357546000.0,9918761000.0,7692956000.0,8850749000.0,10067031000.0,9238923000.0,11707239000.0,6655901700.0,9999961000.0,9856718000.0,8561132000.0
2048.0,7725129000.0,8286925000.0,7878861000.0,10154425000.0,9719231000.0,7569650700.0,8512017000.0,9923789000.0,9061194000.0,11805689000.0,6441689600.0,9848056000.0,9565054000.0,8196419600.0
2049.0,7409274400.0,8085668000.0,7607534600.0,9916372000.0,9494580000.0,7148552700.0,8193774000.0,9698493000.0,8901188000.0,11663968000.0,6236811300.0,9718312000.0,9241773000.0,8042351000.0
2050.0,7152899600.0,7855000000.0,7488209000.0,10077807000.0,9306639000.0,6987877000.0,7941773000.0,9716115000.0,8707695000.0,11467917000.0,6004240400.0,9568646000.0,9020000000.0,7768264700.0
2051.0,6750161000.0,7645439000.0,7164342000.0,9643122000.0,9084890000.0,6667238000.0,7762857000.0,9311299000.0,8541993500.0,11403332000.0,5736061400.0,9500483000.0,8931991000.0,7521092000.0
2052.0,6418475500.0,7782277600.0,7057443000.0,9369313000.0,8862083000.0,6453329000.0,7500532700.0,9038097000.0,8524798500.0,11347204000.0,5512672000.0,9268881000.0,8626001000.0,7271713300.0
2053.0,6095340500.0,7378419700.0,6934921700.0,9185125000.0,8616987000.0,6232766000.0,7372230000.0,8902553000.0,8446131700.0,11153741000.0,5269068000.0,9091337000.0,8380748000.0,7024475600.0
2054.0,5878226000.0,7131762000.0,6849931300.0,9019465000.0,8592604000.0,6106436000.0,7177766400.0,8701848000.0,8210161000.0,11002687000.0,5087784400.0,9254819000.0,8091563500.0,6610425000.0
2055.0,5725426000.0,6971798000.0,6592172000.0,8893691000.0,8263600000.0,5888806400.0,6974491000.0,8549154000.0,7902252500.0,10830415000.0,4899428400.0,8969329000.0,7870264300.0,6332271600.0
2056.0,5454352000.0,6813363000.0,6398104600.0,8769684000.0,8102582300.0,5748022300.0,6724816000.0,8452885500.0,7627653600.0,10820631000.0,4678716000.0,8805471000.0,7505209300.0,6086487000.0
2057.0,5323279000.0,6669385000.0,6183954400.0,8658407000.0,7878167600.0,5582179000.0,6552118000.0,8226205000.0,7417168400.0,10653208000.0,4583033000.0,8710019000.0,7570347000.0,5864276500.0
2058.0,5000837600.0,6488891000.0,6039660500.0,8473837600.0,7614331400.0,5406754300.0,6326889500.0,8072414000.0,7314934300.0,10512830000.0,4442604500.0,8613277000.0,7151603000.0,5713723400.0
2059.0,4801851400.0,6315840500.0,5914376700.0,8258405000.0,7372903000.0,5213032400.0,6119723500.0,7824650000.0,7279257600.0,10490841000.0,4201298400.0,8559667000.0,6828659700.0,5623841000.0
2060.0,4533484000.0,6129151000.0,5691906600.0,8111359500.0,7981122000.0,5019850000.0,5956261400.0,7642416000.0,7173618700.0,10364406000.0,4024398000.0,8275916300.0,6587485000.0,5358190600.0
2061.0,4307867000.0,6004687400.0,5383517700.0,8027459600.0,7133623300.0,4889671000.0,5863278600.0,7437477400.0,6961004500.0,10213263000.0,3915271000.0,8085546500.0,6282768400.0,5101423600.0
2062.0,4155336700.0,5908005000.0,5210891300.0,7856896500.0,6879936500.0,4702989000.0,5672402400.0,7250162700.0,6757908000.0,10106908000.0,3782432300.0,8159627300.0,5943719400.0,4940672000.0
2063.0,3994424300.0,5761105000.0,5028802000.0,7642627000.0,6756194300.0,4830629000.0,5453443600.0,7057902600.0,6562033700.0,10324110000.0,3743701000.0,7880013300.0,5867004000.0,4788559000.0
2064.0,3868726300.0,5660609000.0,4892188700.0,7734883300.0,6565081000.0,4615618600.0,5176721000.0,6894564400.0,6439837700.0,10134247000.0,3604251000.0,7739006500.0,5632209400.0,4686549500.0
2065.0,3699054600.0,5549690000.0,4698860000.0,7482143000.0,6346176500.0,4408333000.0,4970449400.0,6714210300.0,6325662700.0,9952498000.0,3477955600.0,7677807600.0,5388733400.0,4587392000.0
2066.0,3549587500.0,5435801000.0,4541595000.0,7314294000.0,6166347300.0,4249518800.0,4804217000.0,6488741400.0,6318401500.0,9816474000.0,3288914200.0,7450789000.0,5226930700.0,4476250000.0
2067.0,3399087600.0,5288017000.0,4368374000.0,7187741000.0,6017387000.0,4136468500.0,4641987600.0,6354472400.0,6163864000.0,9707086000.0,3169331200.0,7318206000.0,5175024000.0,4351397000.0
2068.0,3266374700.0,5142424000.0,4245729300.0,7205702000.0,5819273000.0,3977237800.0,4435974000.0,6174433300.0,6029406700.0,9566114000.0,3087937500.0,7150750000.0,5123262500.0,4383437000.0
2069.0,3134579500.0,5123083300.0,4027224000.0,7090298400.0,5585393700.0,3890402600.0,4264903000.0,6003156000.0,5950911500.0,9496131000.0,2956343300.0,6990429000.0,4850709500.0,4133633000.0
2070.0,3037983700.0,5080749000.0,3902841900.0,6941791000.0,5420209000.0,3943197000.0,4094649900.0,5906545700.0,5997977600.0,9378710000.0,2893257200.0,6855834600.0,4705914000.0,3951842000.0
2071.0,2918399500.0,4920311000.0,3665804000.0,6743328300.0,5249111600.0,3686555100.0,3958854700.0,6664978400.0,5811335000.0,9311978000.0,2710137000.0,6710080500.0,4592677400.0,3787239000.0
2072.0,2787209500.0,4820030500.0,3569847300.0,6660100600.0,5006163500.0,3556331000.0,3808257500.0,5681572400.0,5687678500.0,9216332000.0,2599478500.0,6603647000.0,4531654000.0,3698478000.0
2073.0,2649599500.0,4715809300.0,3451411000.0,6539859500.0,4861036000.0,3469655600.0,3660204000.0,5579441000.0,5518976000.0,9086429000.0,2544934400.0,6491543000.0,4402666000.0,3569015000.0
2074.0,2577705200.0,4590441500.0,3311379700.0,6364380700.0,4648237000.0,3392115200.0,3486932700.0,5443000300.0,5403974000.0,9018851000.0,2441864400.0,6290981400.0,4280538400.0,3464964400.0
2075.0,2487021300.0,4563931000.0,3240658400.0,6259376000.0,4531188700.0,3243263000.0,3304723500.0,5231709000.0,5321126400.0,8851604000.0,2367570000.0,6180848600.0,4185490200.0,3352429600.0
2076.0,2398429700.0,4405148700.0,3345307400.0,6099673600.0,4406859300.0,3181099300.0,3114921500.0,5175951400.0,5304076300.0,8659065000.0,2374215700.0,6073916400.0,3992017400.0,3305883600.0
2077.0,2288463400.0,4346999300.0,3062094300.0,5948145000.0,4282740700.0,3028242200.0,2980001000.0,4941790700.0,5316095500.0,8431967700.0,2188994300.0,5922384000.0,3935912000.0,3208392700.0
2078.0,2218175200.0,4273344000.0,2932647400.0,5838817000.0,4120736000.0,2960516400.0,2822751200.0,4774786600.0,5051083300.0,8388153300.0,2117985500.0,5780700000.0,3790801200.0,3053625000.0
2079.0,2063329300.0,4207390000.0,2863211000.0,5732340700.0,4078066700.0,2938139600.0,2640603600.0,4577710000.0,5024983600.0,8152062000.0,2037900700.0,5618718700.0,3658135000.0,3000375600.0
2080.0,2023045000.0,4118491600.0,2750519800.0,5622434000.0,3889872000.0,2829197000.0,2484400400.0,4516923400.0,4863372300.0,8047593500.0,1955570300.0,5558717000.0,3502290000.0,2851812600.0
2081.0,1904969200.0,4034601700.0,2665237800.0,5621902000.0,3774056000.0,2742024200.0,2347205400.0,4431674000.0,4737687000.0,8282308600.0,1838030300.0,5525443000.0,3637283300.0,2716206000.0
2082.0,1710954100.0,4092819700.0,2487729700.0,5415158000.0,3819790300.0,2639994400.0,2180697300.0,4292788200.0,4713555500.0,7843583500.0,1756940400.0,5580951600.0,3330860500.0,2645747000.0
2083.0,1623268200.0,3903002600.0,2377529600.0,5291302000.0,3690516500.0,2599386600.0,1929348200.0,4158733600.0,4614443500.0,7662882300.0,1697257700.0,5424968000.0,3218467800.0,2581603600.0
2084.0,1600391200.0,3811877000.0,2704194600.0,5343744000.0,3464960800.0,2495332000.0,1853456900.0,4069485000.0,4467024400.0,7635395000.0,1656033400.0,5272370000.0,3063696400.0,2486640000.0
2085.0,1484012800.0,3821253400.0,2301042400.0,5158236700.0,3315424500.0,2432638000.0,1774780200.0,3976197600.0,4391637000.0,7638887000.0,1582428000.0,5164975000.0,2987884500.0,2398404900.0
2086.0,1414293100.0,3756315000.0,2120021200.0,5005551000.0,3158966500.0,2335679000.0,1707535200.0,3902429000.0,4317633500.0,7368686000.0,1475248800.0,5025596400.0,2869351000.0,2280888000.0
2087.0,1341968600.0,3649956400.0,2044589000.0,4837208600.0,3036573400.0,2264487000.0,1634867800.0,3789190700.0,4224139500.0,7377826300.0,1424201200.0,4912466400.0,2793681700.0,2170218500.0
2088.0,1229438300.0,3612094000.0,2612539000.0,4735644000.0,2872882700.0,2128222800.0,1554943100.0,3697496000.0,4448664000.0,7115247000.0,1352313200.0,4753125400.0,2705275000.0,2009251800.0
2089.0,1182362500.0,3523707600.0,1955842200.0,4599188000.0,2697829600.0,2057631900.0,1448873500.0,3644395300.0,4093772000.0,7039617500.0,1344284900.0,4694354400.0,2636708400.0,1920685700.0
2090.0,1137721600.0,3405645800.0,1845326200.0,4508692000.0,2599436000.0,1946397800.0,1363715000.0,3499199000.0,4040758800.0,7066448400.0,1285953900.0,4581394000.0,2543483000.0,1856023800.0
2091.0,1065079000.0,3321829400.0,1750136700.0,4550817000.0,2480135000.0,1924646900.0,1298148700.0,3433399300.0,3906610700.0,6774585000.0,1207165700.0,4552959000.0,2430100000.0,1787251600.0
2092.0,1007655300.0,3255350800.0,1657031200.0,4375702500.0,2448695000.0,1840561800.0,1221871100.0,3291222800.0,3921620500.0,6662664000.0,1158528600.0,4399777000.0,2332029400.0,1694512300.0
2093.0,985543040.0,3189401900.0,1591591200.0,4248878800.0,2340207600.0,1776472000.0,1177218700.0,3175940900.0,3833212000.0,6683211000.0,1117946400.0,4332525000.0,2233232100.0,1597556200.0
2094.0,931683140.0,3105293000.0,1540241800.0,4136367000.0,2175114200.0,1719789200.0,1148698400.0,3083823900.0,3706070800.0,6531462700.0,1069746560.0,4221607200.0,2113736200.0,1574675000.0
2095.0,893551200.0,3035017200.0,1454378800.0,4106572000.0,2132503200.0,1681907800.0,1055282370.0,2991494000.0,3680419000.0,6488651300.0,1028831300.0,4147236400.0,2039576800.0,1512656800.0
2096.0,951525600.0,2964908000.0,1411105200.0,3837354800.0,2012475400.0,1633820300.0,1018329800.0,2868019500.0,3589185500.0,6415983000.0,1005280640.0,4057312500.0,1973141600.0,1453754600.0
2097.0,877538370.0,2923844400.0,1354297000.0,3858467000.0,1908431200.0,1600326400.0,955306100.0,2786416600.0,3508007700.0,6290338300.0,967118800.0,4050668500.0,1840197800.0,1400377600.0
2098.0,833608600.0,2835829500.0,1341425900.0,3816789500.0,1817868400.0,1562522800.0,913946750.0,2708895700.0,3410815000.0,6547827000.0,921764350.0,3858322000.0,1769570200.0,1464779600.0
2099.0,802372600.0,2702547000.0,1529051500.0,3635523800.0,1754213600.0,1537871900.0,864447550.0,2665271000.0,3406784800.0,6089146400.0,881978200.0,3809184800.0,1885427500.0,1296852700.0
2100.0,760280400.0,2650680600.0,1213188200.0,3635604700.0,1655528300.0,1508868500.0,822234000.0,2616156700.0,3467881700.0,6080439300.0,891716160.0,3731852500.0,1679033000.0,1264180400.0
