time,GFDL-CM3,CCSM4,NORESM1-M,GFDL-ESM2G,CNRM-CM5,IPSL-CM5A-LR,CESM1-CAM5,CANESM2,CSIRO-MK3-6-0,MPI-ESM-LR,GISS-E2-R
2022.0,45470523000.0,44618880000.0,45382885000.0,46987450000.0,46227270000.0,46907670000.0,46792712000.0,47425730000.0,45757723000.0,47966663000.0,46273786000.0
2023.0,43817624000.0,43897127000.0,44566280000.0,45154480000.0,44966990000.0,45835043000.0,47449575000.0,48281660000.0,44984398000.0,48152953000.0,46099354000.0
2024.0,42405704000.0,43803250000.0,44192530000.0,44069480000.0,45052846000.0,45456660000.0,46194336000.0,46700954000.0,44314560000.0,46945670000.0,44549165000.0
2025.0,41084650000.0,43185324000.0,42762277000.0,42812473000.0,44847124000.0,45359714000.0,44302050000.0,45922865000.0,42790855000.0,46441960000.0,44510745000.0
2026.0,40780636000.0,43372240000.0,41528967000.0,41822360000.0,43408876000.0,45247295000.0,43683164000.0,45873066000.0,41674093000.0,47536560000.0,43345510000.0
2027.0,39013126000.0,43417895000.0,39824974000.0,40430260000.0,43051160000.0,44368470000.0,43463135000.0,46601937000.0,41412150000.0,46252460000.0,43347395000.0
2028.0,37383483000.0,42225860000.0,38649460000.0,39129637000.0,41999634000.0,43215420000.0,42253144000.0,45913780000.0,41167850000.0,45265310000.0,42534777000.0
2029.0,35253430000.0,40337596000.0,37698716000.0,37412712000.0,42326233000.0,42886030000.0,41148460000.0,44592280000.0,40414175000.0,44021404000.0,42156294000.0
2030.0,34565374000.0,38968218000.0,37325746000.0,36073873000.0,41099010000.0,42586542000.0,39152790000.0,44697326000.0,40089866000.0,42184663000.0,40544240000.0
2031.0,33080992000.0,37738690000.0,37406360000.0,34231849000.0,40466313000.0,42248536000.0,38452826000.0,44201497000.0,38405628000.0,39773966000.0,40620430000.0
2032.0,32335421000.0,37442520000.0,36757004000.0,32769851000.0,40160137000.0,40947360000.0,38605443000.0,44546564000.0,37869760000.0,38658855000.0,40200670000.0
2033.0,30660545000.0,36836987000.0,35565260000.0,31892267000.0,39967478000.0,41305760000.0,37038375000.0,43176040000.0,36346413000.0,38312894000.0,38830277000.0
2034.0,28873509000.0,35868783000.0,34743984000.0,31296060000.0,40102530000.0,41089500000.0,35789370000.0,41785524000.0,35371720000.0,37701366000.0,38754505000.0
2035.0,27956503000.0,34953744000.0,33144859000.0,30060182000.0,40311173000.0,40285057000.0,35387073000.0,40827503000.0,33404054000.0,37088596000.0,37865540000.0
2036.0,27052180000.0,33392020000.0,32413448000.0,29871196000.0,39538545000.0,39160353000.0,35765813000.0,40373862000.0,32172198000.0,37054590000.0,36554146000.0
2037.0,26099595000.0,32882310000.0,31266466000.0,28845472000.0,39068398000.0,36997976000.0,34760340000.0,39312867000.0,30989175000.0,37487055000.0,35275317000.0
2038.0,25156993000.0,32709636000.0,30013620000.0,28235266000.0,37998000000.0,36352344000.0,34022922000.0,39810400000.0,29705376000.0,36966547000.0,34405188000.0
2039.0,24548147000.0,32357882000.0,29190466000.0,27592378000.0,37442707000.0,35378850000.0,33473489000.0,39499858000.0,28484315000.0,35069223000.0,32832723000.0
2040.0,23536527000.0,32196133000.0,28333670000.0,28134314000.0,37500420000.0,35551630000.0,32402143000.0,38873930000.0,28010465000.0,34506250000.0,32562199000.0
2041.0,22540812000.0,31551242000.0,28085354000.0,27311340000.0,37980328000.0,35620155000.0,32178750000.0,39469924000.0,26412839000.0,34402830000.0,32128422000.0
2042.0,21878616000.0,31180560000.0,27292221000.0,26158920000.0,36540350000.0,34493964000.0,31080655000.0,38486045000.0,24929970000.0,33443236000.0,31809397000.0
2043.0,20805020000.0,30608974000.0,26066125000.0,26552920000.0,36040050000.0,33637818000.0,29857962000.0,37982007000.0,25064305000.0,33483512000.0,31022062000.0
2044.0,20221820000.0,30217622000.0,24820390000.0,26093732000.0,35970773000.0,33673620000.0,28808673000.0,36738724000.0,24308767000.0,33035133000.0,29601147000.0
2045.0,18881518000.0,29449093000.0,23735396000.0,25730710000.0,36076270000.0,32848384000.0,28053037000.0,36139970000.0,23291836000.0,32522377000.0,28532068000.0
2046.0,18043148000.0,28747995000.0,22901340000.0,25187242000.0,34664390000.0,31932344000.0,27002063000.0,35299770000.0,22023217000.0,32695950000.0,27947276000.0
2047.0,17668497000.0,28433720000.0,22457151000.0,25031430000.0,34361102000.0,31496854000.0,26029548000.0,35117814000.0,21182564000.0,32006060000.0,27630594000.0
2048.0,16596172000.0,28160770000.0,22293807000.0,24497318000.0,34485290000.0,31292568000.0,25341710000.0,34536180000.0,19526435000.0,31474266000.0,27519482000.0
2049.0,16082413000.0,27890530000.0,21055270000.0,24726325000.0,34302257000.0,30053000000.0,24507101000.0,33796380000.0,18558140000.0,30413128000.0,27167770000.0
2050.0,15481753000.0,27505816000.0,20935365000.0,24576970000.0,32756064000.0,29637601000.0,23726760000.0,33221802000.0,18506610000.0,30938493000.0,27124845000.0
2051.0,14220697000.0,27552836000.0,20681260000.0,24902238000.0,31482331000.0,29261326000.0,23122676000.0,32555938000.0,18204455000.0,29910202000.0,27126977000.0
2052.0,13946696000.0,27504239000.0,20135266000.0,24862441000.0,30844266000.0,28413295000.0,23500210000.0,32108360000.0,18041491000.0,29246618000.0,26896867000.0
2053.0,13203971000.0,26889440000.0,19333646000.0,24908800000.0,29691847000.0,27552266000.0,22827710000.0,31464393000.0,17447688000.0,28083186000.0,26082030000.0
2054.0,12443904000.0,25821870000.0,18494284000.0,25343394000.0,29360505000.0,26140504000.0,22507776000.0,30443114000.0,16746849000.0,27784139000.0,26045438000.0
2055.0,11788987000.0,25317626000.0,18148284000.0,25174675000.0,28887050000.0,24857890000.0,21988682000.0,29647466000.0,16538815000.0,27028510000.0,25958121000.0
2056.0,10999079000.0,25592363000.0,17469854000.0,24969280000.0,28387690000.0,23192592000.0,21568758000.0,29180715000.0,16075534000.0,26469394000.0,25951543000.0
2057.0,10581942000.0,25290406000.0,17290213000.0,24745828000.0,27590950000.0,22036754000.0,20896965000.0,28870906000.0,15424234000.0,25345847000.0,25721735000.0
2058.0,10194804000.0,24791020000.0,16659929000.0,24726612000.0,26050548000.0,21202141000.0,20580866000.0,27846060000.0,15023783000.0,25055410000.0,25340598000.0
2059.0,9435785000.0,25162473000.0,16328729000.0,24870190000.0,25961589000.0,20164575000.0,20140208000.0,26430122000.0,15075677000.0,25168783000.0,24811760000.0
2060.0,8908569000.0,24915570000.0,16051218000.0,24022250000.0,25956920000.0,19751380000.0,19741968000.0,25861315000.0,14909895000.0,24986106000.0,24423903000.0
2061.0,8669429000.0,24830716000.0,15989680000.0,23343917000.0,25530175000.0,19024826000.0,19271477000.0,25418640000.0,14860927000.0,24391428000.0,24665252000.0
2062.0,8416091600.0,24284514000.0,15796782000.0,22831070000.0,24941095000.0,18716527000.0,18851619000.0,25094285000.0,14635140000.0,24031896000.0,24790086000.0
2063.0,7799528000.0,23768222000.0,15131729000.0,22631322000.0,24554287000.0,17690223000.0,18418358000.0,24614015000.0,14320044000.0,23718218000.0,24565365000.0
2064.0,7680000500.0,23096773000.0,14638269000.0,22507868000.0,24685148000.0,16797058000.0,17793532000.0,24922986000.0,14144001000.0,23708500000.0,23320740000.0
2065.0,7048224000.0,23534053000.0,14319874000.0,22478156000.0,24104313000.0,15977995000.0,17010340000.0,24160446000.0,14012291000.0,23426760000.0,23023094000.0
2066.0,6795327000.0,23652944000.0,14386731000.0,22097906000.0,23650705000.0,15079379000.0,16669470000.0,23340962000.0,13545504000.0,22439030000.0,22475260000.0
2067.0,6627742700.0,23327010000.0,13567335000.0,21973620000.0,23056177000.0,14976683000.0,16675554000.0,23016479000.0,13098196000.0,21264878000.0,22151877000.0
2068.0,6500642300.0,23309036000.0,13228261000.0,21890935000.0,21982996000.0,14473334000.0,16403344000.0,22582055000.0,12791515000.0,20962994000.0,21495888000.0
2069.0,6210137600.0,23861211000.0,12589318000.0,21119644000.0,21624764000.0,13860701000.0,16411142000.0,22186850000.0,12525799000.0,20748044000.0,21704470000.0
2070.0,5911619600.0,23703544000.0,12161689000.0,20518042000.0,21359354000.0,13706119000.0,16321361000.0,22568137000.0,12218798000.0,20936040000.0,21875935000.0
2071.0,5968451000.0,23686083000.0,12165889000.0,20328628000.0,21197480000.0,13272251000.0,16140446000.0,22526073000.0,12006584000.0,21765829000.0,21412039000.0
2072.0,5555157500.0,23631903000.0,11992780000.0,20076669000.0,20735222000.0,12909753000.0,16051736000.0,22337698000.0,11772215000.0,21576786000.0,21142940000.0
2073.0,5073309700.0,23049101000.0,11987314000.0,19867773000.0,20486775000.0,12771075000.0,15751905000.0,21089980000.0,11641491000.0,20567007000.0,20779428000.0
2074.0,4689692000.0,22738596000.0,11369333000.0,19261075000.0,20133239000.0,12557880000.0,15432947000.0,20543015000.0,11658713000.0,20199991000.0,20330408000.0
2075.0,4603442000.0,22530638000.0,11353266000.0,18826342000.0,19733280000.0,12237216000.0,15286327000.0,20108104000.0,11375465000.0,20200530000.0,20007606000.0
2076.0,4347964400.0,22004451000.0,11121070000.0,18830688000.0,19275205000.0,11626993000.0,14911478000.0,19564995000.0,11075497000.0,19137937000.0,19590136000.0
2077.0,4186303000.0,21386072000.0,10877069000.0,18856823000.0,18828840000.0,11153085000.0,14415805000.0,18973307000.0,10779864000.0,19024945000.0,19421379000.0
2078.0,4267222000.0,21088907000.0,10642099000.0,18780471000.0,18524764000.0,11147629000.0,14402918000.0,19679115000.0,10278237000.0,19133016000.0,19630438000.0
2079.0,3927148800.0,20669004000.0,10410274000.0,18423665000.0,18205377000.0,10842903000.0,14197899000.0,18929918000.0,9983330000.0,18263417000.0,19170605000.0
2080.0,3916952300.0,20367542000.0,10254024000.0,18433526000.0,17812812000.0,10620686000.0,13875832000.0,18415354000.0,9581824000.0,18062846000.0,19101166000.0
2081.0,4029949200.0,20117858000.0,9967675000.0,18734858000.0,17548640000.0,10444621000.0,13330843000.0,18191990000.0,9566368000.0,18233702000.0,18829314000.0
2082.0,4059486700.0,20176792000.0,9377873000.0,18255776000.0,17454973000.0,10315223000.0,12588201000.0,17984985000.0,9395465000.0,19316605000.0,18500330000.0
2083.0,3918690000.0,20441018000.0,9204521000.0,18200543000.0,17046610000.0,10272283000.0,12257445000.0,17160745000.0,8780590000.0,19144544000.0,18056475000.0
2084.0,3834946300.0,20184451000.0,9346553000.0,18457133000.0,16571310000.0,9780242000.0,12066905000.0,17086245000.0,9063586000.0,18602398000.0,17671148000.0
2085.0,3781077200.0,20150774000.0,9428962000.0,17969430000.0,16582147000.0,9448932000.0,11969816000.0,17495097000.0,8663054000.0,18492160000.0,17363915000.0
2086.0,3754107400.0,19824550000.0,9130615000.0,16875822000.0,16265898000.0,9492879000.0,11714536000.0,17346615000.0,8171752400.0,18320916000.0,17168885000.0
2087.0,3709276400.0,19597267000.0,8851525000.0,17125915000.0,16032196000.0,9198332000.0,11587047000.0,16561875000.0,7937820700.0,18202933000.0,17125046000.0
2088.0,3609999000.0,19176692000.0,8573349000.0,16815024000.0,16063065000.0,9160583000.0,11079281000.0,17141593000.0,7678010400.0,18424780000.0,17225480000.0
2089.0,3602395100.0,19875424000.0,8692021000.0,16705903000.0,15596293000.0,8916578000.0,10652363000.0,16751121000.0,7697572400.0,18319634000.0,16829470000.0
2090.0,3406006300.0,20105271000.0,8465455000.0,16106767000.0,15455193000.0,8349013500.0,10385268000.0,17453406000.0,7277159400.0,18590472000.0,16814031000.0
2091.0,3212252000.0,19993704000.0,8233851000.0,15902922000.0,15676849000.0,8205953500.0,10648558000.0,16701863000.0,7169643000.0,18763985000.0,16795550000.0
2092.0,3055662600.0,19461284000.0,8215012000.0,16180625000.0,15099254000.0,7903460000.0,10103076000.0,16213305000.0,7104643600.0,18970370000.0,17117774000.0
2093.0,2971538700.0,18876152000.0,7972232000.0,15836413000.0,14685664000.0,7892955600.0,9752918000.0,16488157000.0,7132579300.0,18279305000.0,16827380000.0
2094.0,2902372900.0,18391093000.0,7910746000.0,15221542000.0,14457548000.0,8130911000.0,9820367000.0,16204781000.0,7026730500.0,17580872000.0,17170870000.0
2095.0,3015819500.0,18184290000.0,8049206000.0,14909781000.0,14395315000.0,7944904700.0,9562036000.0,16084013000.0,6737207000.0,17076321000.0,16914130000.0
2096.0,3026471400.0,18174763000.0,8059026000.0,14603792000.0,14048397000.0,7733933000.0,9652569000.0,16028801000.0,7053885000.0,17057220000.0,16857395000.0
2097.0,3073056000.0,18558410000.0,8098114600.0,14135306000.0,13766956000.0,7754657000.0,9834520000.0,15747551000.0,6999729000.0,16886622000.0,16914365000.0
2098.0,3085931300.0,18810530000.0,7978352600.0,14130911000.0,13481434000.0,7958323700.0,9960928000.0,15488150000.0,6893143600.0,16128024000.0,17287987000.0
2099.0,3064652800.0,19088742000.0,7997357000.0,14390982000.0,13330206000.0,8342850000.0,10173649000.0,15678862000.0,6691409400.0,15607393000.0,17266153000.0
2100.0,3094359800.0,19082367000.0,8022355000.0,14182830000.0,13070597000.0,8498447000.0,9970258000.0,16066074000.0,6590993400.0,15590632000.0,17567150000.0
