time,CANESM5,CNRM-CM6-1,MPI-ESM1-2-HR,MIROC6,CESM2-WACCM,TAIESM1,EC-EARTH3,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4,KACE-1-0-G
2021.0,13557204000.0,13649422000.0,13743358000.0,13616908000.0,13613948000.0,13636603000.0,13638570000.0,13677711000.0,13606834000.0,13620663000.0,13610924000.0,13697418000.0,13652048000.0
2022.0,13247358000.0,13495155000.0,13542853000.0,13637886000.0,13475297000.0,13523164000.0,13402868000.0,13544147000.0,13443164000.0,13480718000.0,13450622000.0,13575416000.0,13493683000.0
2023.0,13030405000.0,13502581000.0,13429880000.0,13395321000.0,13304212000.0,13394113000.0,13241586000.0,13374870000.0,13261201000.0,13318655000.0,13319614000.0,13500290000.0,13364545000.0
2024.0,12672565000.0,13372635000.0,13277855000.0,13284309000.0,13355187000.0,13252382000.0,13163056000.0,13252858000.0,13103812000.0,13198119000.0,13138301000.0,13321537000.0,13194471000.0
2025.0,12267632000.0,13179879000.0,13129125000.0,13167316000.0,13008895000.0,13018799000.0,12899959000.0,13069692000.0,13081329000.0,13710757000.0,12961900000.0,13172610000.0,13423573000.0
2026.0,11979270000.0,12975618000.0,13181621000.0,13077051000.0,12814045000.0,12828491000.0,12699536000.0,13069226000.0,12772472000.0,13012905000.0,12872669000.0,13003352000.0,12921111000.0
2027.0,11578486000.0,12762180000.0,12982757000.0,12940782000.0,12673809000.0,12712104000.0,12516166000.0,12823125000.0,12526122000.0,12966674000.0,12760569000.0,12824958000.0,12850962000.0
2028.0,11110138000.0,12571999000.0,12844596000.0,12827479000.0,12440982000.0,12502346000.0,12326928000.0,12747221000.0,12348102000.0,12861646000.0,12492382000.0,12686258000.0,12605225000.0
2029.0,10706374000.0,12394394000.0,12760732000.0,12727877000.0,12464427000.0,12259659000.0,12044479000.0,12540605000.0,12066613000.0,12584134000.0,12282466000.0,12545351000.0,12512634000.0
2030.0,10314853000.0,12350898000.0,12561346000.0,12585017000.0,12288407000.0,12103836000.0,11789998000.0,12344366000.0,11777435000.0,12389160000.0,12183981000.0,12439777000.0,12308858000.0
2031.0,9873626000.0,12118887000.0,12552185000.0,12597226000.0,11954513000.0,11885661000.0,11535915000.0,12158585000.0,11544733000.0,12358402000.0,11996164000.0,12216429000.0,12095691000.0
2032.0,9505067000.0,11929720000.0,12508518000.0,12372789000.0,11885470000.0,11795642000.0,11266680000.0,11953010000.0,11271738000.0,12116062000.0,11803513000.0,12070769000.0,11917627000.0
2033.0,9462127000.0,11737414000.0,12285804000.0,12258107000.0,11762293000.0,11503459000.0,10987124000.0,11738778000.0,10933932000.0,11885551000.0,11706226000.0,11955333000.0,11646350000.0
2034.0,8962590000.0,11528254000.0,12180491000.0,12126063000.0,11453831000.0,11338931000.0,10813565000.0,11654709000.0,10657965000.0,11682200000.0,11522768000.0,11822310000.0,11361476000.0
2035.0,8536126000.0,11370385000.0,12041849000.0,12141788000.0,11420578000.0,11128755000.0,10546940000.0,11514221000.0,10405117000.0,11762826000.0,11359221000.0,11620412000.0,11150171000.0
2036.0,8081715700.0,11130936000.0,12056082000.0,11870624000.0,11142616000.0,10873656000.0,10313142000.0,11351474000.0,10113683000.0,11362770000.0,11186130000.0,11448707000.0,10986299000.0
2037.0,7721674000.0,10930748000.0,11749945000.0,11751128000.0,10985247000.0,11014505000.0,10045380000.0,11212083000.0,9924959000.0,11148208000.0,11019785000.0,11233439000.0,10802557000.0
2038.0,7331079000.0,10740072000.0,11534611000.0,11664571000.0,10858178000.0,10507375000.0,9845447000.0,11016693000.0,9657690000.0,11016910000.0,10767208000.0,11133961000.0,10552767000.0
2039.0,6980084000.0,10580427000.0,11352003000.0,11680429000.0,10667707000.0,10201702000.0,9597264000.0,11293628000.0,9370511000.0,10707580000.0,10650566000.0,10912729000.0,10380122000.0
2040.0,6750876700.0,10392049000.0,11411634000.0,11436804000.0,10644657000.0,9953725000.0,9372380000.0,10728365000.0,9031855000.0,10505075000.0,10438492000.0,10770690000.0,10181443000.0
2041.0,6442970000.0,10146764000.0,11137628000.0,11251317000.0,10440373000.0,9877606000.0,9118752000.0,10542929000.0,8737624000.0,10269489000.0,10252335000.0,10638577000.0,9976393000.0
2042.0,6192400000.0,9872046000.0,11017387000.0,11075273000.0,10209115000.0,9536792000.0,8910013000.0,10370019000.0,8427316000.0,9959764000.0,10055543000.0,10639060000.0,9808089000.0
2043.0,5939295000.0,9603311000.0,10936609000.0,10939146000.0,10027748000.0,9298833000.0,8677200000.0,10223889000.0,8162861600.0,9662899000.0,9861252000.0,10387781000.0,9553206000.0
2044.0,5686221000.0,9376429000.0,10797073000.0,10866374000.0,9765930000.0,9098167000.0,8411682300.0,10102755000.0,7917295000.0,9662488000.0,9653084000.0,10183855000.0,9343700000.0
2045.0,5423684000.0,9254947000.0,10599084000.0,10644064000.0,9542893000.0,8990468000.0,8160922000.0,9840482000.0,7653596000.0,9255318000.0,9474174000.0,9962150000.0,9204966000.0
2046.0,5241312000.0,8947959000.0,10465036000.0,10455204000.0,9421827000.0,8683479000.0,7956854300.0,9641147000.0,7419205000.0,9098509000.0,9245562000.0,9802400000.0,9156420000.0
2047.0,4958371000.0,8797000000.0,10302045000.0,10292726000.0,9145332000.0,8438944300.0,7794385000.0,9446492000.0,7240821000.0,8826870000.0,9266466000.0,9630704000.0,9068541000.0
2048.0,4867426000.0,8708037000.0,10153135000.0,10080699000.0,8951350000.0,8733651000.0,7589752000.0,9205411000.0,6983534000.0,8586917000.0,8921225000.0,9626181000.0,8796757000.0
2049.0,4663858700.0,8464572000.0,10011162000.0,9922401000.0,8858224000.0,8329389000.0,7412875000.0,9134413000.0,6769100300.0,8365154300.0,8744215000.0,9370099000.0,8607497000.0
2050.0,4502353000.0,8234873000.0,9882698000.0,9771055000.0,8612118000.0,7963890000.0,7256850400.0,8908914000.0,6558862000.0,8140609500.0,8537807400.0,9182424000.0,8458739700.0
2051.0,4305496600.0,8080396000.0,9735997000.0,9678623000.0,8390844400.0,7704119000.0,7038306000.0,8633056000.0,6452051000.0,7788973000.0,8414633500.0,9065986000.0,8240965000.0
2052.0,4158884400.0,7855334400.0,9601028000.0,9491433000.0,8452282000.0,7544556000.0,6840027600.0,8424806400.0,6146425300.0,7799019000.0,8218023400.0,8919833000.0,8161830000.0
2053.0,4053971700.0,7620231700.0,9430063000.0,9320426000.0,8076306400.0,7349864400.0,6645595000.0,8240427500.0,5986026000.0,7436568000.0,7994147000.0,8729218000.0,7902846500.0
2054.0,3892807000.0,7386532400.0,9289470000.0,9169494000.0,7863234600.0,7263430700.0,6514875400.0,8213087700.0,5801632300.0,7045367000.0,7816558600.0,8576755700.0,7725093000.0
2055.0,3731656400.0,7160931000.0,9093922000.0,9002715000.0,7690378000.0,6949251600.0,6327033000.0,7941669400.0,5681792500.0,6816588300.0,7625730600.0,8446195000.0,7796889600.0
2056.0,3578239000.0,7056194600.0,8927201000.0,8849010000.0,7549109000.0,6756090400.0,6160552000.0,7738184700.0,5636286500.0,6603923000.0,7508946000.0,8257783300.0,7539708400.0
2057.0,3424654800.0,6807018000.0,8708673000.0,8676852000.0,7411334700.0,6532976000.0,5922268700.0,7549891000.0,5373683700.0,6381102600.0,7378609700.0,8091358700.0,7413778400.0
2058.0,3270831600.0,6612283400.0,8495948000.0,8717509000.0,7194507000.0,6563994000.0,5732700700.0,7542932000.0,5211887600.0,6114824000.0,7232138000.0,8339526000.0,7237686300.0
2059.0,3112534300.0,6394389000.0,8320881700.0,8517466600.0,7023009300.0,6603895300.0,5572834300.0,7195272700.0,5100597000.0,5916486000.0,7086723000.0,7801602000.0,7068153000.0
2060.0,2982434000.0,6199632000.0,8078371000.0,8530354000.0,6847080400.0,6252330500.0,5424743000.0,7024320500.0,4931060700.0,5719097000.0,6904279000.0,7772707000.0,6973014000.0
2061.0,2842502000.0,6064995000.0,7829652500.0,8192165400.0,6693280300.0,6012555300.0,5277520000.0,6802472400.0,4767616500.0,5541506600.0,6743713000.0,7362969600.0,6785965000.0
2062.0,2748245800.0,5894939600.0,7705253400.0,8062675500.0,6580620300.0,5780971500.0,5254963000.0,6641500700.0,4648570400.0,5426473000.0,6775448600.0,7169110500.0,6616376000.0
2063.0,2602337500.0,5707944400.0,7494514000.0,7933016600.0,6422084600.0,5613555700.0,5066789400.0,6433706500.0,4516063700.0,5395371000.0,6486368000.0,6985053700.0,6456358000.0
2064.0,2446163200.0,5538287000.0,7313010700.0,7815041000.0,6206690300.0,5528250000.0,4892360000.0,6385263000.0,4397226000.0,5149493000.0,6316472000.0,6753360000.0,6324918000.0
2065.0,2321951200.0,5407486000.0,7098547700.0,7653286000.0,6020855000.0,5343016400.0,4783123500.0,6144935000.0,4261988600.0,4950146600.0,6164431400.0,6645000700.0,6144936400.0
2066.0,2199199200.0,5219491000.0,7004673000.0,7514726400.0,5822620000.0,5222005000.0,4829388000.0,6047467500.0,4128550700.0,4761520000.0,5982705700.0,6411892700.0,6025505000.0
2067.0,2128356100.0,5034346500.0,6792272400.0,7423084500.0,5722811400.0,5046100500.0,4683856000.0,5898955300.0,3958017800.0,4596628500.0,5781872600.0,6269443600.0,5811109000.0
2068.0,2035896000.0,4898776600.0,6698480600.0,7287405600.0,5628453000.0,4939231700.0,4497450000.0,5709076000.0,3843488000.0,4418317000.0,5631266300.0,6108299000.0,5647571000.0
2069.0,1925879000.0,4740772000.0,6496242000.0,7128924700.0,5422824000.0,4785939000.0,4390220300.0,5710037000.0,3718932700.0,4391458000.0,5502077000.0,5987800600.0,5858163700.0
2070.0,1864188300.0,4627923500.0,6290603500.0,7054259700.0,5273320400.0,4631162000.0,4276479700.0,5538398000.0,3562201000.0,4226082800.0,5412600300.0,5855924000.0,5543501300.0
2071.0,1781737600.0,4486697000.0,6127803000.0,6962630000.0,5099898400.0,4507076000.0,4189034200.0,5667342300.0,3469970000.0,4115626000.0,5220563500.0,5661293600.0,5328182000.0
2072.0,1685035600.0,4407079400.0,5972194300.0,6783394300.0,4991545000.0,4355736000.0,4079545000.0,5400302000.0,3361026800.0,3984827600.0,5113482000.0,5507106300.0,5113680000.0
2073.0,1620595000.0,4278245400.0,5831127600.0,6678273500.0,4867467000.0,4247392800.0,3944053500.0,5260174000.0,3285728300.0,3842548000.0,4977809000.0,5365861000.0,5048270000.0
2074.0,1551741200.0,4192079000.0,5696260000.0,6571902500.0,4691194000.0,4165247700.0,3843091200.0,5162009600.0,3197514000.0,3730628000.0,4804359700.0,5199680500.0,4851661000.0
2075.0,1511807000.0,4066934800.0,5534592500.0,6501698600.0,4598957600.0,4003974000.0,3770810000.0,5216429600.0,3115216600.0,3616959000.0,4683196000.0,5070679600.0,4711511000.0
2076.0,1477504400.0,3943886300.0,5443563000.0,6378111500.0,4600499000.0,3884046000.0,3696916200.0,5006478300.0,3027267000.0,3506465800.0,4584130600.0,4937737700.0,4599795700.0
2077.0,1430715100.0,3826640000.0,5299246600.0,6263706000.0,4403224000.0,3770135800.0,3599477500.0,4842892000.0,2966646500.0,3407771600.0,4462102500.0,4853671400.0,4568162300.0
2078.0,1386556900.0,3733767400.0,5237801000.0,6134625300.0,4389203000.0,3655283700.0,3503140000.0,5076631600.0,2850195500.0,3283576300.0,4364373500.0,4618011000.0,4391710000.0
2079.0,1367543600.0,3629700600.0,5069136400.0,6036186600.0,4217277200.0,3512533800.0,3448149000.0,4692045000.0,2779863600.0,3147371800.0,4281846800.0,4462748000.0,4276915000.0
2080.0,1340868400.0,3573701600.0,4963733500.0,5912666600.0,4073275600.0,3405889800.0,3325250300.0,4619933000.0,2673423000.0,3003129600.0,4165446400.0,4336129500.0,4206044400.0
2081.0,1265678500.0,3434670800.0,4864190500.0,5794940000.0,3982866000.0,3271021600.0,3210280400.0,4509374500.0,2599524900.0,2924348200.0,4035123700.0,4224218000.0,4075319800.0
2082.0,1212664300.0,3343880000.0,4746209300.0,5725120500.0,4036916000.0,3133277200.0,3171349800.0,4444533000.0,2490602500.0,2791748400.0,3950052400.0,4092181500.0,3979902200.0
2083.0,1179306600.0,3229966000.0,4768744000.0,5556902000.0,3862876200.0,3042704000.0,3100714000.0,4334175000.0,2380874200.0,2655766000.0,3837930000.0,3945335600.0,3861221000.0
2084.0,1129357200.0,3140741600.0,4616552400.0,5426896400.0,3747463400.0,2954983200.0,3053790200.0,4233953300.0,2314524400.0,2565999600.0,3726820900.0,3844418000.0,3768963800.0
2085.0,1108109400.0,3037621200.0,4522333700.0,5298573300.0,3681576700.0,2852762000.0,2933272800.0,4111641000.0,2222482700.0,2452925700.0,3664433400.0,3717388500.0,3669552600.0
2086.0,1078156800.0,2934819000.0,4408614400.0,5171868000.0,3584627200.0,2797866000.0,2921944300.0,4024796700.0,2136301200.0,2353921000.0,3589047300.0,3674821400.0,3600294700.0
2087.0,1005963800.0,2869354200.0,4290813200.0,5065923000.0,3510668000.0,2723728600.0,2790967300.0,3891565800.0,2045946100.0,2237983200.0,3497123300.0,3521873400.0,3508525000.0
2088.0,971732600.0,2773095700.0,4194735000.0,4959666700.0,3432984300.0,2612345300.0,2726671400.0,3819749600.0,1969175400.0,2143934600.0,3393812500.0,3407320800.0,3402316000.0
2089.0,939698400.0,2655515100.0,4144231000.0,4858780700.0,3367912400.0,2535251700.0,2664451600.0,3642244600.0,1896566400.0,2031966700.0,3296289300.0,3313645800.0,3328362000.0
2090.0,917416400.0,2575120400.0,4189201700.0,4744953300.0,3276195000.0,2455063300.0,2591940000.0,3554529500.0,1816517000.0,1964948700.0,3221233400.0,3213380600.0,3238207700.0
2091.0,890953900.0,2494877200.0,4017025000.0,4907919400.0,3255440400.0,2416306700.0,2573809700.0,3393061000.0,1748710500.0,1790441500.0,3203690200.0,3247689000.0,3160462600.0
2092.0,870537800.0,2402877200.0,3930554400.0,4645517000.0,3174407400.0,2358091500.0,2505821400.0,3246552600.0,1670456300.0,1674334700.0,3124364800.0,3095020300.0,3089950200.0
2093.0,847829300.0,2306185000.0,3878196200.0,4802804700.0,3039430700.0,2304192300.0,2445903600.0,3125113600.0,1608811900.0,1603792500.0,3061704400.0,3023354400.0,2997321500.0
2094.0,818134300.0,2268047400.0,3788422400.0,4459432400.0,3053597700.0,2214180600.0,2391795200.0,3017208300.0,1553125900.0,1521914400.0,2969124400.0,2994734600.0,2930141200.0
2095.0,805682100.0,2165817000.0,3726980900.0,4358226000.0,2919670000.0,2126752800.0,2339833600.0,2914030300.0,1535259300.0,1484281000.0,3007985000.0,2874100700.0,2874717700.0
2096.0,784092350.0,2088757600.0,3659972600.0,4277413600.0,2866054100.0,2060989600.0,2279139000.0,2808941600.0,1443535700.0,1423726100.0,2898534000.0,2818303000.0,2773234000.0
2097.0,761043800.0,2038405200.0,3787210500.0,4214614300.0,2780734500.0,1983859500.0,2220766000.0,2740203500.0,1421305600.0,1404489700.0,2837500400.0,2766722600.0,2671689700.0
2098.0,741962940.0,1942647200.0,3546383000.0,4164944100.0,2712017200.0,1930652400.0,2143334900.0,2609999400.0,1387922200.0,1342996500.0,2766859300.0,2707046100.0,2602009900.0
2099.0,726434750.0,1877349100.0,3467641900.0,4094047000.0,2659676000.0,1877446100.0,2088884600.0,2529569300.0,1381896300.0,1293815700.0,2683919000.0,2669562400.0,2534383400.0
2100.0,700756540.0,1798122200.0,3475445500.0,3999750700.0,2570678800.0,1811197800.0,2025161300.0,2445520000.0,1327429200.0,1258100400.0,2724274700.0,2588315600.0,2477151000.0
