time,CCSM4,GFDL-CM3,NORESM1-M,CNRM-CM5,GFDL-ESM2G,IPSL-CM5A-LR,CSIRO-MK3-6-0,MPI-ESM-LR,CANESM2,GISS-E2-R
2017.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0
2018.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0
2019.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0
2020.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0
2021.0,14529328000000.0,14483789000000.0,14473221000000.0,14523903000000.0,14485179000000.0,14526720000000.0,14488920000000.0,14463082000000.0,14536977000000.0,14514158000000.0
2022.0,14493564000000.0,14423782000000.0,14416963000000.0,14442544000000.0,14470829000000.0,14464841000000.0,14394088000000.0,14449481000000.0,14484791000000.0,14445401000000.0
2023.0,14485070000000.0,14341202000000.0,14385240000000.0,14349920000000.0,14405371000000.0,14442369000000.0,14347218000000.0,14379349000000.0,14404212000000.0,14388266000000.0
2024.0,14430293000000.0,14268892000000.0,14364421000000.0,14343449000000.0,14347252000000.0,14344403000000.0,14335494000000.0,14321309000000.0,14360820000000.0,14294744000000.0
2025.0,14382042000000.0,14171299000000.0,14294698000000.0,14313255000000.0,14273193000000.0,14310708000000.0,14255214000000.0,14279416000000.0,14308173000000.0,14234171000000.0
2026.0,14357716000000.0,14048897000000.0,14245078000000.0,14300680000000.0,14215684000000.0,14241309000000.0,14199860000000.0,14245134000000.0,14253658000000.0,14172378000000.0
2027.0,14332582000000.0,13911494000000.0,14169058000000.0,14215403000000.0,14161779000000.0,14213754000000.0,14139383000000.0,14166710000000.0,14159188000000.0,14100069000000.0
2028.0,14285252000000.0,13818615000000.0,14103018000000.0,14108584000000.0,14112239000000.0,14147877000000.0,14061567000000.0,14097066000000.0,14063682000000.0,14023166000000.0
2029.0,14256074000000.0,13686776000000.0,14034897000000.0,14053783000000.0,14033967000000.0,14087860000000.0,14001450000000.0,14037993000000.0,13925017000000.0,13940298000000.0
2030.0,14201081000000.0,13597568000000.0,13933835000000.0,13979694000000.0,14059578000000.0,14026279000000.0,13944441000000.0,13985301000000.0,13846373000000.0,13867571000000.0
2031.0,14171518000000.0,13484059000000.0,13830585000000.0,14002266000000.0,13977722000000.0,13937646000000.0,13883889000000.0,13887967000000.0,13733099000000.0,13828347000000.0
2032.0,14141550000000.0,13354407000000.0,13747237000000.0,13917994000000.0,13923942000000.0,13928079000000.0,13868303000000.0,13813437000000.0,13658681000000.0,13740838000000.0
2033.0,14079238000000.0,13252646000000.0,13680052000000.0,13849907000000.0,13830681000000.0,13825076000000.0,13870453000000.0,13737337000000.0,13602781000000.0,13661106000000.0
2034.0,14097899000000.0,13149547000000.0,13607047000000.0,13749213000000.0,13834294000000.0,13717983000000.0,13793462000000.0,13636429000000.0,13521360000000.0,13578882000000.0
2035.0,14057233000000.0,13017811000000.0,13555331000000.0,13770538000000.0,13752085000000.0,13560823000000.0,13737865000000.0,13573771000000.0,13475493000000.0,13506794000000.0
2036.0,14023493000000.0,12893967000000.0,13461313000000.0,13694266000000.0,13697998000000.0,13501467000000.0,13684520000000.0,13504564000000.0,13391403000000.0,13432460000000.0
2037.0,13961282000000.0,12764267000000.0,13410504000000.0,13600982000000.0,13624262000000.0,13361874000000.0,13655005000000.0,13431352000000.0,13267362000000.0,13355073000000.0
2038.0,13913177000000.0,12628349000000.0,13354945000000.0,13560667000000.0,13533875000000.0,13239761000000.0,13573396000000.0,13299630000000.0,13151146000000.0,13250461000000.0
2039.0,13869893000000.0,12500594000000.0,13236161000000.0,13484538000000.0,13461460000000.0,13113144000000.0,13504646000000.0,13227984000000.0,13073763000000.0,13183806000000.0
2040.0,13830811000000.0,12388979000000.0,13119565000000.0,13408347000000.0,13384882000000.0,12967127000000.0,13400006000000.0,13140250000000.0,12946467000000.0,13082541000000.0
2041.0,13805706000000.0,12260613000000.0,13021324000000.0,13328537000000.0,13292932000000.0,12899621000000.0,13349354000000.0,13033736000000.0,12863323000000.0,13013675000000.0
2042.0,13799939000000.0,12131714000000.0,12976565000000.0,13259262000000.0,13237159000000.0,12797475000000.0,13292545000000.0,12921247000000.0,12778891000000.0,12898144000000.0
2043.0,13731890000000.0,11993900000000.0,12871599000000.0,13178277000000.0,13163761000000.0,12665351000000.0,13221317000000.0,12841334000000.0,12683373000000.0,12816035000000.0
2044.0,13660088000000.0,11877276000000.0,12793601000000.0,13115722000000.0,13104581000000.0,12544464000000.0,13166386000000.0,12665769000000.0,12591703000000.0,12700388000000.0
2045.0,13561005000000.0,11759469000000.0,12678469000000.0,13012804000000.0,13008879000000.0,12483350000000.0,13028645000000.0,12548442000000.0,12489801000000.0,12601166000000.0
2046.0,13497380000000.0,11609175000000.0,12614642000000.0,12935939000000.0,12933110000000.0,12344350000000.0,12955606000000.0,12440941000000.0,12349750000000.0,12524501000000.0
2047.0,13417808000000.0,11475691000000.0,12539488000000.0,12866657000000.0,12857250000000.0,12181562000000.0,12917889000000.0,12312039000000.0,12245396000000.0,12411576000000.0
2048.0,13284102000000.0,11301779000000.0,12473333000000.0,12761321000000.0,12768117000000.0,12122136000000.0,12816966000000.0,12189762000000.0,12120345000000.0,12343968000000.0
2049.0,13193603000000.0,11156104000000.0,12389478000000.0,12711542000000.0,12716064000000.0,11990798000000.0,12752695000000.0,12095371000000.0,11961405000000.0,12235479000000.0
2050.0,13145510000000.0,10976855000000.0,12311110000000.0,12672557000000.0,12629982000000.0,11856959000000.0,12695519000000.0,12007075000000.0,11860987000000.0,12146152000000.0
2051.0,13112718000000.0,10838636000000.0,12209543000000.0,12668431000000.0,12578015000000.0,11750373000000.0,12626296000000.0,11854426000000.0,11796801000000.0,12056002000000.0
2052.0,12995345000000.0,10685045000000.0,12093400000000.0,12662298000000.0,12465934000000.0,11628884000000.0,12598457000000.0,11739648000000.0,11733118000000.0,11998974000000.0
2053.0,12920735000000.0,10525488000000.0,11922550000000.0,12550873000000.0,12443290000000.0,11507255000000.0,12513094000000.0,11627928000000.0,11620762000000.0,11911271000000.0
2054.0,12837508000000.0,10385513000000.0,11794559000000.0,12423277000000.0,12381359000000.0,11385629000000.0,12414789000000.0,11509615000000.0,11517184000000.0,11840948000000.0
2055.0,12786867000000.0,10250378000000.0,11716766000000.0,12355337000000.0,12277382000000.0,11217927000000.0,12388031000000.0,11405634000000.0,11421914000000.0,11782843000000.0
2056.0,12729795000000.0,10120074000000.0,11608232000000.0,12253357000000.0,12227249000000.0,11063031000000.0,12334519000000.0,11286749000000.0,11294924000000.0,11689795000000.0
2057.0,12630504000000.0,9957761000000.0,11469387000000.0,12179793000000.0,12144478000000.0,11020267000000.0,12275511000000.0,11131646000000.0,11144945000000.0,11621826000000.0
2058.0,12575061000000.0,9798692000000.0,11361213000000.0,12045401000000.0,12048553000000.0,10919536000000.0,12195091000000.0,11015284000000.0,11027273000000.0,11545245000000.0
2059.0,12458653000000.0,9636908000000.0,11251336000000.0,11948367000000.0,11952478000000.0,10728767000000.0,12111960000000.0,10893815000000.0,10920743000000.0,11495595000000.0
2060.0,12354894000000.0,9478502000000.0,11121254000000.0,11838258000000.0,11857001000000.0,10593589000000.0,12039815000000.0,10789449000000.0,10801994000000.0,11407613000000.0
2061.0,12246050000000.0,9329708000000.0,11007918000000.0,11751387000000.0,11822769000000.0,10463304000000.0,11990166000000.0,10664754000000.0,10667703000000.0,11309402000000.0
2062.0,12101595000000.0,9194174000000.0,10897179000000.0,11629765000000.0,11721195000000.0,10328550000000.0,11929384000000.0,10510480000000.0,10522210000000.0,11289656000000.0
2063.0,11992715000000.0,9039453000000.0,10807706000000.0,11536993000000.0,11646660000000.0,10172261000000.0,11878334000000.0,10378349000000.0,10368220000000.0,11220635000000.0
2064.0,11886817000000.0,8872558000000.0,10653417000000.0,11384084000000.0,11528674000000.0,10056581000000.0,11852530000000.0,10259920000000.0,10220218000000.0,11152358000000.0
2065.0,11767188000000.0,8715754300000.0,10503170000000.0,11241850000000.0,11459483000000.0,9919611000000.0,11805966000000.0,10114237000000.0,10129138000000.0,11049755000000.0
2066.0,11661614000000.0,8547821700000.0,10419168000000.0,11105908000000.0,11380850000000.0,9820735000000.0,11754240000000.0,9980419000000.0,9954287000000.0,10952882000000.0
2067.0,11551922000000.0,8367884500000.0,10285661000000.0,10970241000000.0,11247911000000.0,9730449000000.0,11663642000000.0,9861665000000.0,9855469000000.0,10888554000000.0
2068.0,11390430000000.0,8207315500000.0,10143661000000.0,10827996000000.0,11201835000000.0,9588544000000.0,11594675000000.0,9741596000000.0,9729127000000.0,10845626000000.0
2069.0,11243979000000.0,8053816600000.0,9975677000000.0,10745656000000.0,11148576000000.0,9445720000000.0,11504814000000.0,9629739000000.0,9560618000000.0,10771129000000.0
2070.0,11138330000000.0,7890627000000.0,9840910000000.0,10628386000000.0,11064121000000.0,9316380000000.0,11462503000000.0,9530733000000.0,9434784000000.0,10689195000000.0
2071.0,10993119000000.0,7737463300000.0,9692268000000.0,10569894000000.0,11020738000000.0,9238035000000.0,11354549000000.0,9385484000000.0,9342869000000.0,10609055000000.0
2072.0,10868803000000.0,7579272000000.0,9543760000000.0,10487367000000.0,10942464000000.0,9096593000000.0,11290434000000.0,9246715000000.0,9226006000000.0,10619488000000.0
2073.0,10704873000000.0,7451700000000.0,9404169000000.0,10382449000000.0,10813365000000.0,8961922000000.0,11195156000000.0,9120370000000.0,9057425000000.0,10594186000000.0
2074.0,10582773000000.0,7316133400000.0,9251752000000.0,10248829000000.0,10732323000000.0,8841522000000.0,11091185000000.0,8950919000000.0,8946590000000.0,10525111000000.0
2075.0,10525045000000.0,7178411000000.0,9128614000000.0,10072709000000.0,10592969000000.0,8739990500000.0,11009108000000.0,8800468000000.0,8813563000000.0,10475717000000.0
2076.0,10364247000000.0,7033789600000.0,8981528000000.0,9932355000000.0,10491370000000.0,8577751000000.0,10944645000000.0,8651808400000.0,8721074000000.0,10435886000000.0
2077.0,10261311000000.0,6902490600000.0,8845896000000.0,9824531000000.0,10389317000000.0,8427006300000.0,10875677000000.0,8522937400000.0,8601901500000.0,10309755000000.0
2078.0,10133658000000.0,6744432400000.0,8719838000000.0,9764412000000.0,10278529000000.0,8306784500000.0,10821310000000.0,8374947000000.0,8451476400000.0,10195315000000.0
2079.0,9987367000000.0,6590114000000.0,8586382000000.0,9695630000000.0,10163559000000.0,8232123000000.0,10693357000000.0,8246765600000.0,8300839600000.0,10130339000000.0
2080.0,9836749000000.0,6445016300000.0,8405034500000.0,9561485000000.0,10035505000000.0,8126079700000.0,10535010000000.0,8132870000000.0,8134436300000.0,10020063000000.0
2081.0,9711284000000.0,6312915600000.0,8276351000000.0,9406341000000.0,9918834000000.0,8003347000000.0,10433115000000.0,7979696000000.0,7981392500000.0,9958882000000.0
2082.0,9574575000000.0,6183966000000.0,8123194000000.0,9249340000000.0,9790860000000.0,7887436400000.0,10285261000000.0,7837176000000.0,7839295700000.0,9869765000000.0
2083.0,9444385000000.0,6063484600000.0,7984081000000.0,9066297000000.0,9700170000000.0,7786478400000.0,10179237000000.0,7738699500000.0,7724842000000.0,9800374000000.0
2084.0,9354741000000.0,5908769300000.0,7823218400000.0,8978274000000.0,9606193000000.0,7659952000000.0,10040339000000.0,7606009600000.0,7568793500000.0,9715790000000.0
2085.0,9260213000000.0,5750443000000.0,7681178300000.0,8801134000000.0,9517789000000.0,7517445000000.0,9906134000000.0,7452792700000.0,7422501500000.0,9658242000000.0
2086.0,9160864000000.0,5615854300000.0,7526364500000.0,8740048000000.0,9395444000000.0,7370405600000.0,9859231000000.0,7321504000000.0,7285988400000.0,9579892000000.0
2087.0,9011145000000.0,5484916500000.0,7395569000000.0,8560711000000.0,9314274000000.0,7245045700000.0,9790413000000.0,7203173000000.0,7179398000000.0,9510401000000.0
2088.0,8866682000000.0,5345585000000.0,7217605500000.0,8403488300000.0,9194453000000.0,7099417400000.0,9719046000000.0,7057331700000.0,7081090000000.0,9438603000000.0
2089.0,8743769600000.0,5203164000000.0,7043867500000.0,8200590500000.0,9053565000000.0,6955147000000.0,9618147000000.0,6921434000000.0,6961576300000.0,9360049000000.0
2090.0,8635879500000.0,5062370300000.0,6897684000000.0,7996749400000.0,8974224000000.0,6805006600000.0,9473911000000.0,6778546000000.0,6830636000000.0,9281855000000.0
2091.0,8486881000000.0,4940950000000.0,6743556400000.0,7843756000000.0,8843267000000.0,6687073000000.0,9347023000000.0,6660462500000.0,6713604300000.0,9191964000000.0
2092.0,8379484300000.0,4813200300000.0,6610358000000.0,7702985600000.0,8707438000000.0,6572470000000.0,9201967000000.0,6527501000000.0,6603708300000.0,9119672000000.0
2093.0,8278727000000.0,4690471300000.0,6498819000000.0,7630517400000.0,8551811500000.0,6410370000000.0,9091650000000.0,6416349300000.0,6454895000000.0,9015188000000.0
2094.0,8150692400000.0,4577009600000.0,6382934300000.0,7411881500000.0,8467087600000.0,6274414500000.0,8948172000000.0,6288952500000.0,6327905000000.0,8904560000000.0
2095.0,8008034000000.0,4446973000000.0,6270273000000.0,7273593700000.0,8354382500000.0,6132734000000.0,8841177000000.0,6187648500000.0,6217429700000.0,8816046000000.0
2096.0,7863367400000.0,4317684200000.0,6138826000000.0,7151745500000.0,8275910000000.0,6035608700000.0,8723582400000.0,6064404700000.0,6085716000000.0,8709780000000.0
2097.0,7745993000000.0,4187081400000.0,5993315400000.0,7012910000000.0,8182150000000.0,5956909400000.0,8598872000000.0,5953676000000.0,5976861700000.0,8633348000000.0
2098.0,7639178700000.0,4061031600000.0,5867255000000.0,6853763300000.0,8114200400000.0,5838797000000.0,8484296300000.0,5827232000000.0,5850096700000.0,8576852600000.0
2099.0,7511171000000.0,3940525000000.0,5775978700000.0,6711576400000.0,8034310000000.0,5701254000000.0,8398519700000.0,5725160500000.0,5706914000000.0,8493435700000.0
2100.0,7403695000000.0,3811861900000.0,5653815000000.0,6627011300000.0,7940674000000.0,5628660500000.0,8263541700000.0,5600806700000.0,5613877000000.0,8373299300000.0
