time,MPI-ESM-LR,IPSL-CM5A-LR,CNRM-CM5,GFDL-CM3,GISS-E2-R,NORESM1-M,CCSM4,CSIRO-MK3-6-0,CANESM2,GFDL-ESM2G
2016.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0
2017.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0
2018.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0
2019.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0
2020.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0
2021.0,102305830000.0,102477955000.0,102868750000.0,100320444000.0,102008210000.0,101116970000.0,102423890000.0,102457810000.0,100817715000.0,102441520000.0
2022.0,101097620000.0,100976140000.0,100239250000.0,97764020000.0,100745280000.0,99276920000.0,100723680000.0,100793060000.0,99291160000.0,101035794000.0
2023.0,99264830000.0,98524160000.0,98464890000.0,94660570000.0,98699380000.0,98732470000.0,98470720000.0,99919270000.0,96865990000.0,100726465000.0
2024.0,98776056000.0,96578760000.0,97724480000.0,92276015000.0,96320840000.0,97071415000.0,96673370000.0,99642360000.0,93537970000.0,99154240000.0
2025.0,98593020000.0,94964120000.0,94944480000.0,89194720000.0,94885814000.0,93140970000.0,94836190000.0,98130450000.0,90510940000.0,97090530000.0
2026.0,97755180000.0,91561400000.0,93795190000.0,86134964000.0,93725655000.0,89485050000.0,92572650000.0,95606120000.0,88114860000.0,95692685000.0
2027.0,95695856000.0,88406960000.0,92687070000.0,83774330000.0,92297470000.0,85292290000.0,91338916000.0,92856795000.0,85102035000.0,94183850000.0
2028.0,94115970000.0,86046850000.0,90631430000.0,81373150000.0,91731000000.0,83732830000.0,89197350000.0,91723500000.0,83479130000.0,92604930000.0
2029.0,91606350000.0,84155120000.0,89283590000.0,78454930000.0,90106070000.0,80214155000.0,85947940000.0,90092620000.0,80390990000.0,90037560000.0
2030.0,91030500000.0,80364170000.0,87854700000.0,75846115000.0,88176755000.0,76141230000.0,83994990000.0,88650930000.0,78372330000.0,87760500000.0
2031.0,90453590000.0,77478880000.0,86282260000.0,72773440000.0,85643575000.0,73367180000.0,80678535000.0,87487550000.0,75597350000.0,86253036000.0
2032.0,88273430000.0,75027940000.0,86029950000.0,70020150000.0,84243280000.0,70560980000.0,78638440000.0,86926205000.0,73016390000.0,83919454000.0
2033.0,87021950000.0,72205200000.0,84585320000.0,67458800000.0,82194596000.0,68093730000.0,76452585000.0,84596750000.0,70476460000.0,81639710000.0
2034.0,84967604000.0,69902150000.0,82744990000.0,64857760000.0,79515910000.0,65871180000.0,73908625000.0,81948480000.0,68333390000.0,80048170000.0
2035.0,84150240000.0,68225143000.0,81333720000.0,61938620000.0,77856910000.0,63278000000.0,72363540000.0,80319780000.0,65363837000.0,78769920000.0
2036.0,82148540000.0,65302790000.0,79268070000.0,58905637000.0,76002116000.0,60507000000.0,69849150000.0,79609545000.0,62629020000.0,77691570000.0
2037.0,80383390000.0,63631315000.0,77779760000.0,57129900000.0,74383040000.0,58119516000.0,67944870000.0,76242040000.0,60217385000.0,76126410000.0
2038.0,78701760000.0,61060840000.0,76043520000.0,54186275000.0,71598420000.0,55685288000.0,65471463000.0,74855390000.0,58420360000.0,74690060000.0
2039.0,75938400000.0,59128566000.0,74836100000.0,51460923000.0,69095890000.0,54170788000.0,64538006000.0,73508440000.0,55812620000.0,73463490000.0
2040.0,74756570000.0,56851800000.0,73200230000.0,48778867000.0,67004785000.0,51695980000.0,61365390000.0,71579170000.0,54095490000.0,70790185000.0
2041.0,71792170000.0,54665417000.0,71006600000.0,46168240000.0,65183375000.0,49113060000.0,58896925000.0,69444730000.0,51355836000.0,67929820000.0
2042.0,70816470000.0,51899290000.0,69980340000.0,43677393000.0,63474980000.0,46832853000.0,56194486000.0,67865260000.0,49239773000.0,66334564000.0
2043.0,69427330000.0,49888354000.0,67871076000.0,41489306000.0,61999223000.0,44785316000.0,54258700000.0,65451100000.0,47135060000.0,64391983000.0
2044.0,67278352000.0,47571280000.0,66372936000.0,39285465000.0,60086927000.0,42921005000.0,53006280000.0,63567520000.0,44640346000.0,63346156000.0
2045.0,66274746000.0,45036350000.0,64165876000.0,36925960000.0,58034668000.0,41139930000.0,50310390000.0,62501640000.0,42432012000.0,61042350000.0
2046.0,64337244000.0,42292204000.0,61861150000.0,35060400000.0,56539120000.0,38602215000.0,48228233000.0,61149470000.0,40071352000.0,58514050000.0
2047.0,62478725000.0,40593646000.0,59468263000.0,32962497000.0,54496630000.0,36954104000.0,46045966000.0,58460156000.0,37606690000.0,56744874000.0
2048.0,60207866000.0,39307420000.0,57895973000.0,30935790000.0,53104693000.0,35741696000.0,43994255000.0,56542630000.0,35331703000.0,54581953000.0
2049.0,57815958000.0,37015446000.0,55865324000.0,28907284000.0,50669113000.0,33981657000.0,42627473000.0,55382330000.0,33182065000.0,52350150000.0
2050.0,56056975000.0,35194528000.0,53710210000.0,27348064000.0,49312166000.0,32569682000.0,41107726000.0,53402685000.0,31486087000.0,51337466000.0
2051.0,54918713000.0,33222701000.0,52024110000.0,25495495000.0,47891747000.0,31601865000.0,39467446000.0,51469746000.0,30157062000.0,49919873000.0
2052.0,54043423000.0,31613590000.0,49681134000.0,23790320000.0,46098883000.0,30450674000.0,37955460000.0,50476230000.0,28770806000.0,48524075000.0
2053.0,51830350000.0,29967284000.0,48718210000.0,22305108000.0,43381180000.0,29115515000.0,35958990000.0,48675870000.0,27402635000.0,47150588000.0
2054.0,50327960000.0,28340935000.0,46431216000.0,21165177000.0,41366400000.0,28423156000.0,34742575000.0,46277562000.0,26164957000.0,46405833000.0
2055.0,48987020000.0,27113865000.0,44953526000.0,19840980000.0,39594983000.0,27388027000.0,33605843000.0,44425770000.0,24768900000.0,44810200000.0
2056.0,47038330000.0,25555323000.0,43409027000.0,18456960000.0,38756510000.0,26251810000.0,31667820000.0,43352457000.0,23561468000.0,43213808000.0
2057.0,46218340000.0,23947410000.0,41636130000.0,17320088000.0,37579104000.0,25135294000.0,30105274000.0,41994730000.0,22724446000.0,41029240000.0
2058.0,45316866000.0,22745078000.0,40778527000.0,16054448000.0,36441063000.0,24397072000.0,28703640000.0,39999193000.0,21789542000.0,40048333000.0
2059.0,43661783000.0,21632397000.0,39428178000.0,15192960000.0,34670182000.0,23166220000.0,27404691000.0,38390850000.0,20508068000.0,39013966000.0
2060.0,41145680000.0,20550758000.0,38214156000.0,14212523000.0,33584005000.0,22313097000.0,26285775000.0,37077262000.0,19628315000.0,38077290000.0
2061.0,39832244000.0,19566230000.0,36451844000.0,13238602000.0,32758346000.0,21811362000.0,24822110000.0,35877183000.0,18677678000.0,36936830000.0
2062.0,38816470000.0,18631692000.0,35329070000.0,12292857000.0,31920840000.0,20738402000.0,23677454000.0,34823246000.0,17534312000.0,35719713000.0
2063.0,37379550000.0,17841160000.0,33166465000.0,11541548000.0,30584590000.0,19827147000.0,22607753000.0,33631093000.0,16727316000.0,34419230000.0
2064.0,36518080000.0,17261296000.0,31526926000.0,10972477000.0,30120364000.0,18746753000.0,21511020000.0,31884358000.0,16151195000.0,33662104000.0
2065.0,35331060000.0,16568661000.0,30377984000.0,10434264000.0,29275951000.0,17910706000.0,20489126000.0,30683763000.0,15082146000.0,32610322000.0
2066.0,34238013000.0,15798429000.0,28663452000.0,9876944000.0,28107178000.0,17119672000.0,19363486000.0,28992490000.0,14663592000.0,31602557000.0
2067.0,33389674000.0,15038541000.0,27077337000.0,9480418000.0,27137604000.0,16303600000.0,18717194000.0,27909423000.0,14299806000.0,30213732000.0
2068.0,32387004000.0,14463502000.0,25854520000.0,8915273000.0,26518473000.0,15708784000.0,17944955000.0,26771818000.0,13702907000.0,29122003000.0
2069.0,31210156000.0,13874650000.0,24805212000.0,8522103000.0,26309364000.0,14933336000.0,17223780000.0,25480016000.0,13251815000.0,28129952000.0
2070.0,30529493000.0,13134331000.0,23698457000.0,8181872000.0,25635370000.0,14405296000.0,16679434000.0,24297284000.0,12801324000.0,26770311000.0
2071.0,29490098000.0,12511260000.0,22360345000.0,7920096000.0,24867308000.0,13788428000.0,15718642000.0,23516969000.0,12329926000.0,25879380000.0
2072.0,28807300000.0,12000151000.0,21490560000.0,7641112600.0,24517786000.0,13227077000.0,15057303000.0,22550098000.0,11912731000.0,24877083000.0
2073.0,27955368000.0,11584026000.0,20714406000.0,7388956700.0,23865459000.0,12746303000.0,14554164000.0,21704720000.0,11611839000.0,23929305000.0
2074.0,27083780000.0,10954341000.0,19840987000.0,7153639400.0,23119057000.0,12172151000.0,13979196000.0,20471945000.0,11282992000.0,22928474000.0
2075.0,26087922000.0,10608073000.0,18890797000.0,6944982500.0,22517707000.0,11580540000.0,13492242000.0,19885812000.0,10889834000.0,22370181000.0
2076.0,25202799000.0,10174772000.0,18012408000.0,6715191000.0,22243004000.0,11182541000.0,12982537000.0,18836842000.0,10608179000.0,21363915000.0
2077.0,24147573000.0,9722294000.0,16993900000.0,6468899300.0,21766574000.0,10686743000.0,12361444000.0,17615624000.0,10268376000.0,20742970000.0
2078.0,23134610000.0,9225631000.0,16630629000.0,6287614500.0,21196157000.0,10365252000.0,11868507000.0,16906802000.0,10077763000.0,19980780000.0
2079.0,21812167000.0,8777462000.0,15980935000.0,6056061400.0,20696357000.0,10125849000.0,11479466000.0,16005744000.0,9837685000.0,19306095000.0
2080.0,20745382000.0,8478122000.0,15158769000.0,5931005400.0,20465030000.0,9768800000.0,11085701000.0,15416732000.0,9486530000.0,18507799000.0
2081.0,20035480000.0,8129286000.0,14354652000.0,5718365700.0,19773962000.0,9466634000.0,10728075000.0,14897552000.0,9152783000.0,17800129000.0
2082.0,19400598000.0,7767618600.0,13717422000.0,5534722000.0,19440749000.0,9171520000.0,10389672000.0,14259184000.0,8806374000.0,17232216000.0
2083.0,18768728000.0,7480732000.0,13293954000.0,5329661400.0,19194698000.0,8846722000.0,10034426000.0,13660255000.0,8640825000.0,16554726000.0
2084.0,17949512000.0,7156504000.0,12586610000.0,5212029400.0,18906737000.0,8723908000.0,9755807000.0,13026666000.0,8440356400.0,16172105000.0
2085.0,17298745000.0,6927132700.0,11955128000.0,4978763000.0,18645234000.0,8464329700.0,9508609000.0,12630734000.0,8133785000.0,15603808000.0
2086.0,16424635000.0,6685713000.0,11531421000.0,4765858000.0,18320126000.0,8281422000.0,9238170000.0,12139295000.0,7943789600.0,15035190000.0
2087.0,15968470000.0,6455644700.0,11161467000.0,4602536400.0,18105037000.0,8061210600.0,9013516000.0,11643443000.0,7706799600.0,14804633000.0
2088.0,15160544000.0,6227301400.0,10701891000.0,4468523000.0,17685082000.0,7843162000.0,8776271000.0,11332940000.0,7460169700.0,14432927000.0
2089.0,14564865000.0,5978144300.0,10557215000.0,4309728000.0,17067244000.0,7602928000.0,8557645300.0,10954185000.0,7317145600.0,13717664000.0
2090.0,13957787000.0,5773714400.0,10130418000.0,4165215500.0,16576304000.0,7317661700.0,8269590000.0,10596556000.0,7139372500.0,13442597000.0
2091.0,13339513000.0,5598284300.0,9693911000.0,4096986600.0,16267151000.0,7166890000.0,8011990500.0,10231320000.0,6904760300.0,12911194000.0
2092.0,12460607000.0,5421248000.0,9305602000.0,3944480800.0,15743364000.0,6885785000.0,7760569000.0,10036011000.0,6660721700.0,12527235000.0
2093.0,11820474000.0,5280678000.0,8969547000.0,3805317400.0,15232018000.0,6682957000.0,7590395000.0,9774805000.0,6491996000.0,12050427000.0
2094.0,11493886000.0,5082314000.0,8618974000.0,3650187300.0,14928083000.0,6460544500.0,7365887000.0,9525604000.0,6320562000.0,11584932000.0
2095.0,11093865000.0,4953300000.0,8366717400.0,3518321400.0,14509152000.0,6363136000.0,7167100400.0,9219651000.0,6194309600.0,11345836000.0
2096.0,10545062000.0,4793922000.0,8113922000.0,3396023800.0,14229008000.0,6198344000.0,7102224400.0,8998532000.0,5954504000.0,11056839000.0
2097.0,10121281000.0,4629398500.0,7851190300.0,3269575200.0,14071625000.0,6062598700.0,6832317000.0,8871865000.0,5757231000.0,10700851000.0
2098.0,9764474000.0,4517751300.0,7568002600.0,3157205000.0,13678777000.0,5871958000.0,6621257700.0,8538092500.0,5657573000.0,10284876000.0
2099.0,9499993000.0,4414896000.0,7285233700.0,2997105400.0,13524500000.0,5736083000.0,6439079000.0,8340205000.0,5452978700.0,10027009000.0
2100.0,9323342000.0,4308105700.0,7104511500.0,2908168400.0,13058766000.0,5642601000.0,6176770000.0,8137294000.0,5325848600.0,9638862000.0
