time,MPI-ESM-LR,GISS-E2-R,GFDL-CM3,IPSL-CM5A-LR,CNRM-CM5,NORESM1-M,CESM1-CAM5,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,CCSM4
2011.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0
2012.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0
2013.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0
2014.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0
2015.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0
2016.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0
2017.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0
2018.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0
2019.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0
2020.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0
2021.0,102451790000.0,102923870000.0,100911020000.0,100972030000.0,102433950000.0,100599520000.0,103085800000.0,103798735000.0,102892030000.0,103055516000.0,102330245000.0
2022.0,100958210000.0,100181885000.0,98805740000.0,98300440000.0,101599750000.0,98546400000.0,101162380000.0,102870160000.0,100999490000.0,100489270000.0,101149710000.0
2023.0,98827490000.0,97836780000.0,96546500000.0,96966700000.0,100933370000.0,96151930000.0,98898860000.0,101908870000.0,100103400000.0,97708530000.0,99962250000.0
2024.0,97901660000.0,96354740000.0,93544740000.0,94878140000.0,98737770000.0,93712000000.0,96244210000.0,100607090000.0,97881145000.0,94756070000.0,98020280000.0
2025.0,95632580000.0,94317670000.0,91252690000.0,93574080000.0,96973860000.0,91353194000.0,94123780000.0,97746305000.0,95306120000.0,92771110000.0,96510140000.0
2026.0,93525290000.0,91876420000.0,88059300000.0,91855930000.0,94872300000.0,89707750000.0,92165760000.0,96147730000.0,93120070000.0,91529380000.0,94830944000.0
2027.0,91168720000.0,91040480000.0,84103640000.0,87901045000.0,92820910000.0,86671670000.0,90547850000.0,93644320000.0,89911394000.0,89126400000.0,94481770000.0
2028.0,89136460000.0,89499670000.0,81019675000.0,86581180000.0,90215090000.0,84732320000.0,88467200000.0,92496420000.0,87337960000.0,87902330000.0,92541690000.0
2029.0,87201660000.0,87787520000.0,76849060000.0,84861200000.0,88804800000.0,83137360000.0,86266030000.0,90371320000.0,86010860000.0,86967270000.0,91595874000.0
2030.0,83843620000.0,84185480000.0,73535780000.0,81172900000.0,86075310000.0,81132670000.0,85906280000.0,89694480000.0,83891350000.0,85448640000.0,89407210000.0
2031.0,82020170000.0,81912220000.0,71052680000.0,78666465000.0,85196095000.0,79475370000.0,83955745000.0,87747460000.0,82427390000.0,83420410000.0,87495390000.0
2032.0,81291080000.0,80696480000.0,67616866000.0,77801460000.0,82703180000.0,77067715000.0,81612595000.0,86066815000.0,80251520000.0,81940260000.0,85002084000.0
2033.0,79954340000.0,78844460000.0,65271484000.0,74921820000.0,79900610000.0,75949610000.0,78197300000.0,84202775000.0,79058300000.0,80680410000.0,83184394000.0
2034.0,77490580000.0,76277660000.0,62090346000.0,71033995000.0,77810790000.0,74285880000.0,76809450000.0,82273935000.0,76646195000.0,78681150000.0,81202330000.0
2035.0,75073630000.0,74400160000.0,60050244000.0,68252803000.0,75773910000.0,72673660000.0,74912640000.0,79995265000.0,74557880000.0,76652044000.0,80011950000.0
2036.0,73561910000.0,73414850000.0,58590024000.0,65662026000.0,74170090000.0,71256424000.0,72705510000.0,78749750000.0,73090440000.0,74923030000.0,79112454000.0
2037.0,70722860000.0,71271810000.0,56091300000.0,62434240000.0,72872100000.0,70375660000.0,70935540000.0,77693000000.0,70506480000.0,72757944000.0,77126560000.0
2038.0,68009378000.0,70007820000.0,53307744000.0,60241695000.0,70855290000.0,68940320000.0,68487725000.0,75802530000.0,67943223000.0,70674930000.0,75831570000.0
2039.0,66629968000.0,67727487000.0,50792817000.0,58007777000.0,68479600000.0,66566173000.0,66294570000.0,75072590000.0,66484986000.0,68256424000.0,73592594000.0
2040.0,65680840000.0,64894910000.0,48244150000.0,56249650000.0,66521130000.0,64200720000.0,63985190000.0,73696200000.0,64746033000.0,66780130000.0,71458840000.0
2041.0,64652206000.0,61402444000.0,45521048000.0,53909510000.0,65559572000.0,62565405000.0,61387596000.0,72297320000.0,63013933000.0,65441042000.0,70059160000.0
2042.0,63376790000.0,60356480000.0,43137765000.0,52335260000.0,63929324000.0,60152426000.0,59113173000.0,70785270000.0,62071538000.0,63030166000.0,68439890000.0
2043.0,62049956000.0,59585270000.0,40013660000.0,50546856000.0,62106520000.0,59286303000.0,57225617000.0,70180200000.0,60464374000.0,60823170000.0,66868765000.0
2044.0,60263370000.0,57873842000.0,37653283000.0,48619987000.0,60623892000.0,57717617000.0,55933450000.0,70398240000.0,58001347000.0,59035218000.0,65343340000.0
2045.0,58046620000.0,56178200000.0,35411292000.0,46808646000.0,60376617000.0,56498446000.0,53978430000.0,69939585000.0,55930057000.0,57225130000.0,64024797000.0
2046.0,56936300000.0,54435627000.0,33427319000.0,45110550000.0,58525598000.0,54958862000.0,52177064000.0,68847550000.0,54162555000.0,55709310000.0,62464620000.0
2047.0,55857263000.0,53114580000.0,31174283000.0,43535573000.0,57320790000.0,52540604000.0,50035814000.0,67349290000.0,52303950000.0,53907690000.0,60712120000.0
2048.0,54031393000.0,51497087000.0,29251754000.0,41465962000.0,56386855000.0,51263963000.0,48145564000.0,66585710000.0,49715660000.0,52286560000.0,59184402000.0
2049.0,53433230000.0,50047640000.0,27820298000.0,39822115000.0,55577840000.0,49797407000.0,46409060000.0,65313410000.0,47958073000.0,50381740000.0,57378083000.0
2050.0,52013027000.0,49441120000.0,26374220000.0,38039155000.0,54189548000.0,48478170000.0,45150413000.0,64523210000.0,46184874000.0,48211268000.0,55376085000.0
2051.0,50218810000.0,47657930000.0,24798093000.0,36618970000.0,53026546000.0,46884758000.0,43519357000.0,63702680000.0,44548950000.0,46682567000.0,54261047000.0
2052.0,48493360000.0,45621182000.0,23140649000.0,35138335000.0,52269814000.0,45505690000.0,41933080000.0,62469628000.0,42955583000.0,44671330000.0,53228230000.0
2053.0,46926287000.0,44105230000.0,21486830000.0,33839974000.0,50672226000.0,44531053000.0,40137680000.0,60768050000.0,42049094000.0,43748295000.0,51706024000.0
2054.0,46299810000.0,43611664000.0,20187503000.0,32687661000.0,49099964000.0,42467893000.0,38596390000.0,59079877000.0,41011806000.0,42220660000.0,50026623000.0
2055.0,44469756000.0,42444650000.0,18939490000.0,31663503000.0,47357153000.0,40624160000.0,37437637000.0,58230580000.0,40003756000.0,40987880000.0,49154163000.0
2056.0,43540492000.0,41375474000.0,17986775000.0,30635620000.0,45858746000.0,39194300000.0,35613010000.0,56907854000.0,38604960000.0,39358067000.0,47666000000.0
2057.0,42428494000.0,40645250000.0,17192280000.0,30090408000.0,44190600000.0,38024050000.0,33953368000.0,54732300000.0,37329682000.0,38659195000.0,46607560000.0
2058.0,40945857000.0,39567560000.0,16314522000.0,29092573000.0,42213460000.0,36205113000.0,32812394000.0,53469210000.0,36070494000.0,37877944000.0,45122040000.0
2059.0,39682160000.0,38498808000.0,15562062000.0,28409848000.0,41078047000.0,34974740000.0,31781747000.0,52255680000.0,34953306000.0,36611620000.0,43170615000.0
2060.0,38991030000.0,37625913000.0,14824663000.0,27359830000.0,39899886000.0,34298726000.0,30367360000.0,50890813000.0,34107963000.0,35250790000.0,42146730000.0
2061.0,38554812000.0,36632183000.0,13966960000.0,26353824000.0,39018676000.0,33510554000.0,29287140000.0,50225123000.0,33082941000.0,34150439000.0,41595020000.0
2062.0,37982680000.0,36107317000.0,13334661000.0,25426094000.0,37748388000.0,32261390000.0,28056666000.0,49700810000.0,32213050000.0,33002623000.0,40389722000.0
2063.0,37439156000.0,35182400000.0,12752191000.0,24872700000.0,36444275000.0,31268723000.0,27063622000.0,49532100000.0,31343700000.0,32285004000.0,39568360000.0
2064.0,36568850000.0,34903093000.0,12271560000.0,24011110000.0,35366953000.0,30323306000.0,25995190000.0,48132596000.0,30223053000.0,30892573000.0,38139280000.0
2065.0,35496632000.0,33617107000.0,11735932000.0,23427540000.0,33864104000.0,29538853000.0,24586224000.0,46841954000.0,29588007000.0,29836454000.0,37364440000.0
2066.0,34826826000.0,32094536000.0,11396639000.0,22631182000.0,32796770000.0,28606908000.0,23623152000.0,45371994000.0,28812442000.0,29166825000.0,36578554000.0
2067.0,34281499000.0,31153110000.0,11045109000.0,21869584000.0,32180398000.0,27625830000.0,22874798000.0,43955986000.0,27857156000.0,28245420000.0,35561950000.0
2068.0,33613435000.0,30892847000.0,10728380000.0,21433756000.0,31416332000.0,26839681000.0,22166880000.0,42932680000.0,26955545000.0,27598924000.0,34753100000.0
2069.0,33246546000.0,29844881000.0,10326036000.0,20882029000.0,30321713000.0,25835661000.0,21158353000.0,42673740000.0,26199579000.0,26499520000.0,33190200000.0
2070.0,32199560000.0,29519395000.0,10184472000.0,20275440000.0,29976496000.0,25008270000.0,20585240000.0,41537565000.0,25673302000.0,25522373000.0,32409842000.0
2071.0,31734823000.0,28741782000.0,9855825000.0,19786947000.0,29360947000.0,24343745000.0,20317714000.0,41125536000.0,25097593000.0,24907823000.0,31856806000.0
2072.0,31079830000.0,28425630000.0,9558276000.0,19344243000.0,28601602000.0,23682806000.0,19628028000.0,39872913000.0,24496091000.0,24308730000.0,30851764000.0
2073.0,30201100000.0,27717587000.0,9297008000.0,19059325000.0,27953670000.0,22851320000.0,19121846000.0,39242990000.0,23737997000.0,23857869000.0,30115674000.0
2074.0,29603422000.0,27235746000.0,9082681000.0,18228187000.0,26738272000.0,22388107000.0,18533840000.0,38113337000.0,22927557000.0,22904574000.0,29837791000.0
2075.0,28867959000.0,26763086000.0,8813192000.0,17424288000.0,25816440000.0,21657473000.0,18247449000.0,37654940000.0,22043912000.0,22332725000.0,29178274000.0
2076.0,28373420000.0,26593227000.0,8611850000.0,16804690000.0,25265359000.0,21032864000.0,17750760000.0,36819150000.0,21328355000.0,21879947000.0,28543965000.0
2077.0,28090444000.0,26093296000.0,8552214500.0,16419629000.0,25293810000.0,20329673000.0,17151092000.0,36092170000.0,20936454000.0,21410572000.0,27801342000.0
2078.0,27730098000.0,25759800000.0,8402017300.0,16112059000.0,24440115000.0,19775370000.0,16588880000.0,35268460000.0,20322308000.0,20895844000.0,27058864000.0
2079.0,27508922000.0,25353882000.0,8273478700.0,15894752000.0,23886774000.0,19266922000.0,16106153000.0,34719780000.0,19695122000.0,20558856000.0,26735247000.0
2080.0,27491100000.0,24826430000.0,8145061400.0,15658740000.0,23339727000.0,18927002000.0,15633378000.0,34495283000.0,19370025000.0,20046998000.0,26429514000.0
2081.0,26825860000.0,24782980000.0,7966200300.0,15121038000.0,22871930000.0,18435146000.0,15368872000.0,33676579000.0,18920552000.0,19786795000.0,25910342000.0
2082.0,26373257000.0,24341486000.0,7960975000.0,14743338000.0,22405740000.0,17685223000.0,15115160000.0,33474595000.0,18455144000.0,19593615000.0,25230400000.0
2083.0,25619345000.0,23678999000.0,7819454000.0,14565148000.0,22099591000.0,17130866000.0,14819979000.0,33074880000.0,17896413000.0,19005071000.0,24983960000.0
2084.0,25274060000.0,23513936000.0,7725226500.0,14391860000.0,21584110000.0,16682556000.0,14585505000.0,32710138000.0,17704194000.0,18697284000.0,24278323000.0
2085.0,25214878000.0,23235363000.0,7644846000.0,14202451000.0,21092110000.0,16487634000.0,14234282000.0,32473602000.0,17505581000.0,18504522000.0,23749698000.0
2086.0,25021532000.0,22799032000.0,7543924700.0,14015345000.0,20678676000.0,16194174000.0,14066918000.0,31980960000.0,17307066000.0,18445992000.0,23635962000.0
2087.0,24458130000.0,22622872000.0,7462154000.0,13860231000.0,20311271000.0,15844922000.0,13776869000.0,31911975000.0,16856156000.0,18187962000.0,23057780000.0
2088.0,24353497000.0,22471310000.0,7435572000.0,13663941000.0,19841740000.0,15483707000.0,13478821000.0,31755332000.0,16605204000.0,17864829000.0,22569738000.0
2089.0,24090214000.0,22487134000.0,7314940400.0,13498042000.0,19395709000.0,15285265000.0,13105464000.0,31225900000.0,16349904000.0,17924116000.0,22317464000.0
2090.0,23583363000.0,22283411000.0,7162372600.0,13367307000.0,19234763000.0,15128249000.0,13005523000.0,30805076000.0,16255355000.0,18014358000.0,21964730000.0
2091.0,23145918000.0,22163150000.0,7108005000.0,13292569000.0,18829703000.0,14846193000.0,12804759000.0,30598355000.0,15729030000.0,17839415000.0,21903868000.0
2092.0,22691670000.0,21938754000.0,7040294400.0,13156482000.0,18438363000.0,14600519000.0,12765798000.0,30171236000.0,15642716000.0,18103464000.0,21495904000.0
2093.0,22418266000.0,21712060000.0,7005267500.0,12960962000.0,18102624000.0,14284877000.0,12571868000.0,29898846000.0,15631419000.0,18035137000.0,21283834000.0
2094.0,22429737000.0,21595236000.0,6904160000.0,12759285000.0,17533139000.0,14024364000.0,12600698000.0,29684613000.0,15396183000.0,17844845000.0,21024567000.0
2095.0,21835502000.0,21503918000.0,6931889700.0,12599601000.0,17182003000.0,13802874000.0,12595716000.0,29076324000.0,15274907000.0,17852830000.0,20730298000.0
2096.0,21685905000.0,21089600000.0,6822535700.0,12425116000.0,16799319000.0,13507350000.0,12469938000.0,29179912000.0,15187253000.0,17787722000.0,20536859000.0
2097.0,21473978000.0,20941801000.0,6741133300.0,12224890000.0,16697757000.0,13408061000.0,12425521000.0,28974803000.0,15018754000.0,17693737000.0,20026903000.0
2098.0,21139016000.0,20922972000.0,6663367000.0,12099094000.0,16607626000.0,13271638000.0,12393845000.0,28668975000.0,15093976000.0,17545000000.0,19942190000.0
2099.0,21216571000.0,20759011000.0,6618401000.0,11903375000.0,16312247000.0,13053352000.0,12217794000.0,28488727000.0,15036293000.0,17314195000.0,19822553000.0
2100.0,20848292000.0,20773962000.0,6571388400.0,11651126000.0,16289279000.0,12913377000.0,12145089000.0,28124820000.0,14904015000.0,17244279000.0,19720647000.0
