time,CNRM-CM5,GISS-E2-R,GFDL-CM3,CESM1-CAM5,GFDL-ESM2G,CCSM4,MPI-ESM-LR,NORESM1-M,CANESM2,CSIRO-MK3-6-0,IPSL-CM5A-LR
2019.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0
2020.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0
2021.0,8127318000000.0,8086097500000.0,8077626600000.0,8068795000000.0,8108186300000.0,8116881000000.0,8102632500000.0,8088216000000.0,8103735000000.0,8099898300000.0,8090162000000.0
2022.0,8079260000000.0,8032433500000.0,8027436500000.0,7992697000000.0,8091800700000.0,8107054300000.0,8075506400000.0,8058124000000.0,8052530500000.0,8058290000000.0,8027574400000.0
2023.0,8053011000000.0,7984424000000.0,7967247000000.0,7940351700000.0,8067178000000.0,8071830000000.0,8033354000000.0,8009717000000.0,8009941000000.0,8026400000000.0,7976157000000.0
2024.0,8018092600000.0,7961750000000.0,7906129000000.0,7885765000000.0,8048833000000.0,8058383600000.0,7997350000000.0,7954776500000.0,7972714000000.0,7981610000000.0,7912048000000.0
2025.0,7984234000000.0,7915903600000.0,7852065000000.0,7815469000000.0,8023411000000.0,8039904600000.0,7974235400000.0,7902790000000.0,7925987300000.0,7947740500000.0,7863824500000.0
2026.0,7951811600000.0,7890978500000.0,7780336400000.0,7735633000000.0,8011859400000.0,8001616300000.0,7949470000000.0,7858250300000.0,7880948000000.0,7900392600000.0,7821278600000.0
2027.0,7947782500000.0,7864375000000.0,7720199000000.0,7684381700000.0,7997791700000.0,7976949600000.0,7930261300000.0,7819425000000.0,7852758000000.0,7853231300000.0,7779671600000.0
2028.0,7925122000000.0,7833475600000.0,7642533600000.0,7639444500000.0,7977807000000.0,7948455000000.0,7891773300000.0,7771933000000.0,7810595000000.0,7820334300000.0,7705341000000.0
2029.0,7910963300000.0,7789868500000.0,7571124000000.0,7586976400000.0,7961385600000.0,7927986400000.0,7839056000000.0,7726664500000.0,7768313000000.0,7776584600000.0,7643208000000.0
2030.0,7901551300000.0,7752532000000.0,7487030300000.0,7525568000000.0,7929726000000.0,7908343000000.0,7806936000000.0,7684145300000.0,7730087600000.0,7728192300000.0,7581182000000.0
2031.0,7884705400000.0,7741857000000.0,7398418300000.0,7486828000000.0,7898179600000.0,7887309500000.0,7789891600000.0,7651984000000.0,7687181400000.0,7682628500000.0,7517175000000.0
2032.0,7852359000000.0,7682082000000.0,7319037000000.0,7443705000000.0,7878791400000.0,7855173300000.0,7741794400000.0,7613587000000.0,7644847300000.0,7646572000000.0,7449725000000.0
2033.0,7835617000000.0,7644909700000.0,7251243300000.0,7363473000000.0,7862294000000.0,7817680000000.0,7696213000000.0,7574915000000.0,7600743600000.0,7602652000000.0,7391140600000.0
2034.0,7818175300000.0,7607690500000.0,7178956000000.0,7318719700000.0,7841571000000.0,7793255400000.0,7671224000000.0,7540146000000.0,7559402000000.0,7563365600000.0,7326128400000.0
2035.0,7792061600000.0,7577859500000.0,7104603000000.0,7255347400000.0,7823512600000.0,7749099000000.0,7627768000000.0,7469693000000.0,7521188000000.0,7530730000000.0,7274698400000.0
2036.0,7786639400000.0,7543291600000.0,7017247000000.0,7183950400000.0,7795285000000.0,7716885500000.0,7579139300000.0,7409050000000.0,7488050600000.0,7485730600000.0,7201633000000.0
2037.0,7770863600000.0,7515623400000.0,6923378000000.0,7132672400000.0,7774672500000.0,7685160300000.0,7550691000000.0,7362176400000.0,7457571600000.0,7445588000000.0,7136620000000.0
2038.0,7763391000000.0,7508823000000.0,6842932000000.0,7078169500000.0,7753008000000.0,7645681400000.0,7510327000000.0,7312729000000.0,7405835400000.0,7427383600000.0,7075662000000.0
2039.0,7750773400000.0,7473968700000.0,6750295600000.0,7019807000000.0,7719924300000.0,7613262600000.0,7459552400000.0,7260351000000.0,7378184400000.0,7393781000000.0,7002329000000.0
2040.0,7713872400000.0,7424501600000.0,6642143000000.0,6963368300000.0,7692216000000.0,7574971000000.0,7417239700000.0,7194240000000.0,7331301000000.0,7354820600000.0,6943113500000.0
2041.0,7680036400000.0,7386714600000.0,6540994500000.0,6929543000000.0,7659970400000.0,7536168000000.0,7382719500000.0,7135616000000.0,7308598300000.0,7317824700000.0,6865702400000.0
2042.0,7649259000000.0,7335913000000.0,6436947000000.0,6876189000000.0,7620899400000.0,7511237700000.0,7344075000000.0,7055958600000.0,7297111000000.0,7277189300000.0,6818041000000.0
2043.0,7629195000000.0,7309699300000.0,6359887600000.0,6806967400000.0,7590191000000.0,7473267700000.0,7317726700000.0,6998421700000.0,7258514000000.0,7243076500000.0,6766896600000.0
2044.0,7590612300000.0,7278353700000.0,6267792000000.0,6748671300000.0,7542744000000.0,7437976000000.0,7278941400000.0,6935756700000.0,7226741000000.0,7204889000000.0,6711133000000.0
2045.0,7548182000000.0,7231309300000.0,6160401300000.0,6687231000000.0,7509749300000.0,7396918300000.0,7219370000000.0,6867515000000.0,7176663000000.0,7169768000000.0,6641017000000.0
2046.0,7532651000000.0,7206550000000.0,6060349300000.0,6635981000000.0,7478720300000.0,7370643600000.0,7166913000000.0,6813196000000.0,7140906000000.0,7125765500000.0,6569707700000.0
2047.0,7504722400000.0,7169371500000.0,5966608700000.0,6569776000000.0,7459837000000.0,7345703000000.0,7128909600000.0,6762240000000.0,7100185400000.0,7085757600000.0,6506562500000.0
2048.0,7503648700000.0,7119063000000.0,5866087500000.0,6511028000000.0,7417882000000.0,7316089000000.0,7092954000000.0,6714034000000.0,7062130000000.0,7053856700000.0,6444479400000.0
2049.0,7483105500000.0,7088620000000.0,5771554700000.0,6446923600000.0,7391233400000.0,7296955000000.0,7058341500000.0,6665764000000.0,7036043500000.0,7005809400000.0,6389397700000.0
2050.0,7438456000000.0,7044255000000.0,5673556400000.0,6391154600000.0,7360759700000.0,7275984500000.0,7012487000000.0,6593902000000.0,6991248000000.0,6971434500000.0,6300405000000.0
2051.0,7424382000000.0,6988640000000.0,5577277700000.0,6324390000000.0,7330483700000.0,7250318000000.0,6958967000000.0,6519889300000.0,6954991000000.0,6927229000000.0,6242978000000.0
2052.0,7395443000000.0,6970372000000.0,5498390700000.0,6262321300000.0,7291262700000.0,7219438000000.0,6921266400000.0,6447094000000.0,6916440300000.0,6882141400000.0,6157781000000.0
2053.0,7346406000000.0,6949998400000.0,5404813700000.0,6196309000000.0,7266385300000.0,7166133000000.0,6863372400000.0,6409489500000.0,6877228000000.0,6841559000000.0,6088038000000.0
2054.0,7316197300000.0,6928469600000.0,5300356000000.0,6112432600000.0,7239859000000.0,7142737000000.0,6815226000000.0,6351831000000.0,6831365000000.0,6793815000000.0,6013875000000.0
2055.0,7287211600000.0,6889770300000.0,5193397000000.0,6047496400000.0,7222048000000.0,7103458000000.0,6774906700000.0,6278634500000.0,6782574000000.0,6753363700000.0,5951433700000.0
2056.0,7226845000000.0,6851254000000.0,5108409000000.0,5954816000000.0,7196377000000.0,7083696600000.0,6723566300000.0,6225781600000.0,6738963600000.0,6722553400000.0,5894202500000.0
2057.0,7195169000000.0,6827524000000.0,5006227000000.0,5873749000000.0,7159247000000.0,7069294400000.0,6691194000000.0,6176342300000.0,6693086000000.0,6687578000000.0,5832591300000.0
2058.0,7155175400000.0,6779654600000.0,4927598000000.0,5785947000000.0,7127949000000.0,7045187600000.0,6657322000000.0,6109998400000.0,6650893700000.0,6652041400000.0,5748429000000.0
2059.0,7103261000000.0,6743807000000.0,4844639000000.0,5699684000000.0,7077382000000.0,7022078000000.0,6620547400000.0,6044170300000.0,6602306000000.0,6612642000000.0,5688582500000.0
2060.0,7056226500000.0,6692933700000.0,4769954400000.0,5624942300000.0,7059663000000.0,6983584000000.0,6581864400000.0,5989837000000.0,6558111000000.0,6563220000000.0,5603814500000.0
2061.0,7009277000000.0,6664965600000.0,4692307000000.0,5551104000000.0,7021292000000.0,6961237600000.0,6532629000000.0,5915264000000.0,6524995000000.0,6533487000000.0,5549723000000.0
2062.0,6960833000000.0,6633925000000.0,4610192000000.0,5477040000000.0,6993496000000.0,6933227500000.0,6486647400000.0,5840067600000.0,6479822700000.0,6490847400000.0,5480012000000.0
2063.0,6909576000000.0,6595287700000.0,4513800400000.0,5396468000000.0,6950610300000.0,6904293000000.0,6447055000000.0,5772792000000.0,6445823700000.0,6449083000000.0,5423966000000.0
2064.0,6849183000000.0,6563337600000.0,4419020000000.0,5309475000000.0,6913597000000.0,6864177700000.0,6398142000000.0,5714373000000.0,6405705000000.0,6410961000000.0,5374317400000.0
2065.0,6799846500000.0,6512572000000.0,4331577000000.0,5215646000000.0,6881799600000.0,6835597000000.0,6361824000000.0,5646286000000.0,6358870000000.0,6365191300000.0,5310452300000.0
2066.0,6758744500000.0,6457359000000.0,4249242300000.0,5140164600000.0,6858637600000.0,6799737000000.0,6316948500000.0,5577791000000.0,6307587000000.0,6318788000000.0,5255123000000.0
2067.0,6708190500000.0,6416069300000.0,4165198000000.0,5074159000000.0,6846138000000.0,6767267000000.0,6263279700000.0,5520164400000.0,6267041000000.0,6270999000000.0,5179751500000.0
2068.0,6683062400000.0,6395988000000.0,4077169000000.0,5014580000000.0,6806546000000.0,6749324600000.0,6218253300000.0,5460171700000.0,6225165000000.0,6231511500000.0,5106000500000.0
2069.0,6643308300000.0,6372263000000.0,3989268600000.0,4947881500000.0,6781235000000.0,6723144000000.0,6168526700000.0,5416090000000.0,6185848700000.0,6202604000000.0,5053468400000.0
2070.0,6623202400000.0,6359243000000.0,3908081800000.0,4891960000000.0,6756670400000.0,6686144000000.0,6137624700000.0,5358023600000.0,6123904600000.0,6165946000000.0,4988593500000.0
2071.0,6569272500000.0,6342304000000.0,3823090500000.0,4833010000000.0,6729594600000.0,6641391500000.0,6103055700000.0,5295357000000.0,6070512600000.0,6128260300000.0,4910392300000.0
2072.0,6529797000000.0,6319930600000.0,3740935400000.0,4756186000000.0,6719567600000.0,6585261000000.0,6060023000000.0,5228463000000.0,6037712000000.0,6083354600000.0,4843487400000.0
2073.0,6463790000000.0,6292948600000.0,3656470000000.0,4699073000000.0,6692661000000.0,6545220000000.0,6016634700000.0,5168778700000.0,5995583500000.0,6047530500000.0,4774526700000.0
2074.0,6428716700000.0,6298698500000.0,3580635400000.0,4640890400000.0,6667849700000.0,6502087700000.0,5970241500000.0,5128411700000.0,5948858000000.0,6009189300000.0,4722580000000.0
2075.0,6392243600000.0,6284058300000.0,3499846000000.0,4588631000000.0,6659757300000.0,6470194000000.0,5924752000000.0,5076368000000.0,5899622000000.0,5971848500000.0,4661602000000.0
2076.0,6360130000000.0,6259713500000.0,3414450200000.0,4531085000000.0,6637408500000.0,6416688000000.0,5882818600000.0,5032003000000.0,5855751000000.0,5936483000000.0,4599744300000.0
2077.0,6340292000000.0,6231890000000.0,3334656000000.0,4474923000000.0,6613948000000.0,6392684000000.0,5847684000000.0,4980121000000.0,5815469600000.0,5893659300000.0,4553421000000.0
2078.0,6310665400000.0,6193180000000.0,3256033200000.0,4407830000000.0,6607865000000.0,6367979000000.0,5815391000000.0,4923971300000.0,5764147600000.0,5849197000000.0,4491882500000.0
2079.0,6264599300000.0,6153404700000.0,3180181300000.0,4356439000000.0,6577748000000.0,6321558000000.0,5779686000000.0,4861697500000.0,5717001500000.0,5816579500000.0,4437143000000.0
2080.0,6236176000000.0,6132469000000.0,3110917400000.0,4296738900000.0,6537378000000.0,6286371500000.0,5740048000000.0,4795271000000.0,5662822000000.0,5781677700000.0,4376875000000.0
2081.0,6199285600000.0,6104022000000.0,3048548300000.0,4233067000000.0,6503451000000.0,6259322000000.0,5699974700000.0,4733246400000.0,5609443000000.0,5736718000000.0,4320637700000.0
2082.0,6165616400000.0,6060440000000.0,2982914000000.0,4172237500000.0,6489202000000.0,6224088700000.0,5672167000000.0,4667555700000.0,5570603500000.0,5698468000000.0,4253464100000.0
2083.0,6127463000000.0,6041372000000.0,2913744700000.0,4126212000000.0,6458152000000.0,6191397700000.0,5636045000000.0,4608676000000.0,5521949000000.0,5656539600000.0,4221808400000.0
2084.0,6099028000000.0,6023015000000.0,2856625600000.0,4067669000000.0,6425399500000.0,6154930400000.0,5590798000000.0,4549532000000.0,5465113600000.0,5604202000000.0,4168974900000.0
2085.0,6070144000000.0,6001005000000.0,2794184200000.0,4023067600000.0,6407044000000.0,6115425000000.0,5567321500000.0,4505671000000.0,5407222000000.0,5571119400000.0,4108643200000.0
2086.0,6055802000000.0,5979831000000.0,2733249100000.0,3970634400000.0,6383034000000.0,6081587700000.0,5506655600000.0,4449369000000.0,5366495600000.0,5540887400000.0,4053640000000.0
2087.0,6012625500000.0,5955454000000.0,2665746000000.0,3921018600000.0,6363196400000.0,6043157000000.0,5453223300000.0,4394394000000.0,5315551600000.0,5515280600000.0,4013793500000.0
2088.0,5983467700000.0,5933732700000.0,2610340000000.0,3861421200000.0,6353782000000.0,6008201000000.0,5422811400000.0,4335201200000.0,5250946000000.0,5473656400000.0,3971906000000.0
2089.0,5941068600000.0,5915148300000.0,2553133700000.0,3793719000000.0,6338141000000.0,5978260500000.0,5398289400000.0,4290296400000.0,5208190000000.0,5442522000000.0,3927975100000.0
2090.0,5909499600000.0,5891366000000.0,2491936000000.0,3712058000000.0,6312122000000.0,5930314000000.0,5354346000000.0,4226788000000.0,5150768400000.0,5409688000000.0,3879467200000.0
2091.0,5878263600000.0,5864416600000.0,2437029300000.0,3647424700000.0,6291893000000.0,5890766300000.0,5324230000000.0,4160980300000.0,5095901000000.0,5356806000000.0,3846654000000.0
2092.0,5829778000000.0,5835820400000.0,2377799000000.0,3582097600000.0,6268572000000.0,5872332300000.0,5294546500000.0,4111758500000.0,5040034500000.0,5335027000000.0,3795507000000.0
2093.0,5798753700000.0,5810946000000.0,2327750000000.0,3518485800000.0,6231936700000.0,5842957000000.0,5245308500000.0,4056976700000.0,4976026000000.0,5302004500000.0,3758947300000.0
2094.0,5766809000000.0,5766311000000.0,2289535800000.0,3463273500000.0,6195214000000.0,5794788500000.0,5214632000000.0,4003585000000.0,4939051400000.0,5259572300000.0,3701121500000.0
2095.0,5714694600000.0,5725856700000.0,2240019400000.0,3414104700000.0,6167236400000.0,5758214000000.0,5175247400000.0,3952449200000.0,4893809600000.0,5222183700000.0,3648264900000.0
2096.0,5684530000000.0,5690118600000.0,2198106400000.0,3355077500000.0,6145349000000.0,5725893400000.0,5144472700000.0,3906708000000.0,4850083400000.0,5191483000000.0,3597320600000.0
2097.0,5654999700000.0,5660055400000.0,2143129000000.0,3288645800000.0,6122985500000.0,5681219000000.0,5115411000000.0,3856008000000.0,4804516500000.0,5158452000000.0,3560011700000.0
2098.0,5613838400000.0,5640690000000.0,2094731200000.0,3228413200000.0,6096297000000.0,5647870000000.0,5089535700000.0,3802982500000.0,4747338000000.0,5128393300000.0,3519116000000.0
2099.0,5592845000000.0,5617258000000.0,2046377900000.0,3159110200000.0,6071346000000.0,5616190400000.0,5058595400000.0,3751354600000.0,4694933500000.0,5088893500000.0,3474950200000.0
2100.0,5552881500000.0,5594615000000.0,1997575700000.0,3100718400000.0,6035816300000.0,5569560000000.0,5026899600000.0,3705323000000.0,4651641500000.0,5049336000000.0,3435991700000.0
