time,GFDL-ESM2G,GFDL-CM3,CESM1-CAM5,CNRM-CM5,GISS-E2-R,CANESM2,IPSL-CM5A-LR,CSIRO-MK3-6-0,NORESM1-M,MPI-ESM-LR,CCSM4
2019.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0
2020.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0
2021.0,8095964000000.0,8054385000000.0,8077067000000.0,8095679000000.0,8104963500000.0,8101338000000.0,8073295400000.0,8101750000000.0,8084620600000.0,8101073000000.0,8110234700000.0
2022.0,8054213000000.0,7985895600000.0,8015424500000.0,8063871400000.0,8081554500000.0,8062032700000.0,8032178700000.0,8060475500000.0,8057291500000.0,8053206300000.0,8081154000000.0
2023.0,8019754600000.0,7902199000000.0,7942538000000.0,8025396500000.0,8047356000000.0,8039340400000.0,8004942000000.0,8031983600000.0,8008494000000.0,8002804400000.0,8059388000000.0
2024.0,7990070500000.0,7830767000000.0,7854507400000.0,7974598000000.0,8011920000000.0,8001045000000.0,7974558400000.0,8002797600000.0,7959311000000.0,7974837000000.0,8044876000000.0
2025.0,7963747500000.0,7751713000000.0,7756241000000.0,7954424000000.0,7983942000000.0,7965747000000.0,7914973600000.0,7977571500000.0,7902357000000.0,7937306700000.0,8033818600000.0
2026.0,7932931000000.0,7672215000000.0,7693582000000.0,7905272700000.0,7939483500000.0,7927612000000.0,7860202000000.0,7939654000000.0,7863885400000.0,7890448400000.0,8012725000000.0
2027.0,7902151600000.0,7591276000000.0,7610882000000.0,7874701400000.0,7910523000000.0,7877018000000.0,7804413300000.0,7894979300000.0,7822615500000.0,7825754000000.0,7996633500000.0
2028.0,7860898000000.0,7506529000000.0,7523177300000.0,7828332000000.0,7873242000000.0,7835896000000.0,7751829000000.0,7879357000000.0,7794422000000.0,7797445500000.0,7986101000000.0
2029.0,7810757700000.0,7440048300000.0,7433847000000.0,7772442700000.0,7850739000000.0,7807299500000.0,7705089500000.0,7839902300000.0,7747734000000.0,7752041600000.0,7962182000000.0
2030.0,7771224300000.0,7362356000000.0,7327362600000.0,7703440700000.0,7801870000000.0,7766002400000.0,7655423000000.0,7809538700000.0,7719544000000.0,7688203000000.0,7921279000000.0
2031.0,7730000600000.0,7271787500000.0,7232259000000.0,7663414000000.0,7762190000000.0,7728373700000.0,7600333700000.0,7758192600000.0,7680951300000.0,7652974300000.0,7886088000000.0
2032.0,7683244600000.0,7194046000000.0,7130773000000.0,7611371500000.0,7737770000000.0,7686581600000.0,7543719500000.0,7728993000000.0,7644930600000.0,7605174000000.0,7863929400000.0
2033.0,7651895000000.0,7110321500000.0,7014787000000.0,7569472000000.0,7708326500000.0,7659725500000.0,7487239500000.0,7686173000000.0,7607353300000.0,7545029000000.0,7851495400000.0
2034.0,7627066000000.0,7023761000000.0,6926175000000.0,7539738000000.0,7661494000000.0,7623669700000.0,7431974000000.0,7640461000000.0,7579786000000.0,7505444300000.0,7829797700000.0
2035.0,7588390000000.0,6928729000000.0,6853210000000.0,7475401000000.0,7617792000000.0,7556617500000.0,7366158300000.0,7615189000000.0,7540143300000.0,7463860000000.0,7811226000000.0
2036.0,7553473300000.0,6838594000000.0,6754607300000.0,7442783000000.0,7572830600000.0,7513997000000.0,7321544600000.0,7571771500000.0,7503633000000.0,7414456000000.0,7777573000000.0
2037.0,7526850000000.0,6747967700000.0,6655650000000.0,7421222700000.0,7535904400000.0,7476003500000.0,7265373000000.0,7541530600000.0,7459823400000.0,7363104300000.0,7749225700000.0
2038.0,7489036000000.0,6649554000000.0,6536827000000.0,7400993600000.0,7510853000000.0,7437165000000.0,7209906000000.0,7500395400000.0,7417793300000.0,7315487500000.0,7715533000000.0
2039.0,7459690000000.0,6538374000000.0,6433365600000.0,7361373000000.0,7467781600000.0,7402210500000.0,7139631000000.0,7455561000000.0,7379249000000.0,7284292000000.0,7678103400000.0
2040.0,7429749000000.0,6452563000000.0,6325436700000.0,7329835600000.0,7418114700000.0,7359317000000.0,7087233000000.0,7425064000000.0,7326743400000.0,7232025000000.0,7645582000000.0
2041.0,7381351000000.0,6349841000000.0,6216976700000.0,7305567400000.0,7367069500000.0,7312381600000.0,7041476000000.0,7380023600000.0,7278683000000.0,7195056400000.0,7635283000000.0
2042.0,7334513000000.0,6262355000000.0,6132012700000.0,7273743000000.0,7323799000000.0,7258853000000.0,6972251300000.0,7336285400000.0,7225523300000.0,7138185300000.0,7609303700000.0
2043.0,7298002000000.0,6174429000000.0,6023536400000.0,7259297000000.0,7295595000000.0,7220585600000.0,6904741000000.0,7296719500000.0,7184883600000.0,7096886600000.0,7569680000000.0
2044.0,7268192500000.0,6080026000000.0,5917731500000.0,7236267000000.0,7238930400000.0,7181856000000.0,6825879500000.0,7261923600000.0,7139782300000.0,7076053000000.0,7563094500000.0
2045.0,7228834700000.0,5991141700000.0,5816394000000.0,7209447600000.0,7201357000000.0,7119073000000.0,6745814000000.0,7210828000000.0,7096151600000.0,7034678300000.0,7540608000000.0
2046.0,7191080000000.0,5913758000000.0,5719374000000.0,7172476400000.0,7154467000000.0,7083206400000.0,6682984300000.0,7168007300000.0,7034331000000.0,6985584000000.0,7511325300000.0
2047.0,7150761400000.0,5826189700000.0,5616288000000.0,7138932000000.0,7111116000000.0,7055512400000.0,6633948700000.0,7109638400000.0,6969392000000.0,6955375500000.0,7460008500000.0
2048.0,7103973400000.0,5722535400000.0,5519951500000.0,7109181000000.0,7055928000000.0,6994151000000.0,6559704000000.0,7055017000000.0,6913764000000.0,6899621000000.0,7418761700000.0
2049.0,7068993500000.0,5626985000000.0,5434098300000.0,7079563600000.0,7008709000000.0,6959574000000.0,6473815000000.0,7014620000000.0,6866258000000.0,6876114700000.0,7380269500000.0
2050.0,7026493000000.0,5551054400000.0,5328274500000.0,7045965000000.0,6957608000000.0,6901050000000.0,6392312000000.0,6974197500000.0,6812553700000.0,6830195000000.0,7341216400000.0
2051.0,6978319400000.0,5453569000000.0,5234658600000.0,7024230000000.0,6893245300000.0,6846789700000.0,6314176000000.0,6932527000000.0,6753327000000.0,6792472400000.0,7308069000000.0
2052.0,6930521000000.0,5367867600000.0,5133851000000.0,6988630000000.0,6846335700000.0,6790449700000.0,6239303500000.0,6882260400000.0,6707155600000.0,6753906300000.0,7288040500000.0
2053.0,6890931600000.0,5271591000000.0,5023669000000.0,6942494000000.0,6812508600000.0,6738785000000.0,6183760000000.0,6860040600000.0,6656385000000.0,6714384000000.0,7243678400000.0
2054.0,6851485000000.0,5170545000000.0,4925715600000.0,6894817000000.0,6769549500000.0,6669740000000.0,6120181000000.0,6823606000000.0,6599858000000.0,6682909300000.0,7197531600000.0
2055.0,6813771000000.0,5070438000000.0,4827113300000.0,6843568500000.0,6717874600000.0,6620649000000.0,6047490000000.0,6774804400000.0,6547254500000.0,6638638500000.0,7160808000000.0
2056.0,6776024500000.0,4963743000000.0,4721264000000.0,6784980400000.0,6664768500000.0,6590605000000.0,5983074000000.0,6731109000000.0,6496114400000.0,6603868000000.0,7120645000000.0
2057.0,6745165000000.0,4857722300000.0,4611855400000.0,6741879700000.0,6620065000000.0,6556248700000.0,5904716000000.0,6680843600000.0,6441053000000.0,6541388300000.0,7075391300000.0
2058.0,6706788000000.0,4748452300000.0,4518811500000.0,6694739400000.0,6577074500000.0,6506459700000.0,5825604000000.0,6647456500000.0,6375558600000.0,6501410000000.0,7041905600000.0
2059.0,6659442700000.0,4643991600000.0,4424313000000.0,6633664500000.0,6527478000000.0,6457070700000.0,5769819300000.0,6599073000000.0,6320559000000.0,6465257000000.0,6981162600000.0
2060.0,6630424000000.0,4545301700000.0,4334336300000.0,6579242000000.0,6474583500000.0,6414593400000.0,5688152000000.0,6553095600000.0,6261896600000.0,6430965400000.0,6950113000000.0
2061.0,6587634000000.0,4450149700000.0,4224594700000.0,6536740500000.0,6433805400000.0,6358983000000.0,5613784400000.0,6509782600000.0,6193238500000.0,6399261000000.0,6910272000000.0
2062.0,6544736400000.0,4367991000000.0,4134841600000.0,6458829700000.0,6387278000000.0,6329241000000.0,5537220000000.0,6465228600000.0,6130104300000.0,6359149400000.0,6875435000000.0
2063.0,6509057000000.0,4272281600000.0,4046088800000.0,6411333400000.0,6328989000000.0,6287989400000.0,5477901000000.0,6418570700000.0,6068187400000.0,6315784000000.0,6836783000000.0
2064.0,6472954500000.0,4188237500000.0,3946858400000.0,6358499300000.0,6287487700000.0,6247403000000.0,5400906000000.0,6371915000000.0,5987549000000.0,6267988300000.0,6789437000000.0
2065.0,6448112700000.0,4096166200000.0,3846038000000.0,6296544000000.0,6236543000000.0,6204863000000.0,5326416000000.0,6328678000000.0,5932611300000.0,6223541300000.0,6748070000000.0
2066.0,6415181000000.0,4008934600000.0,3749354000000.0,6216684000000.0,6203717000000.0,6147544700000.0,5250911600000.0,6292819000000.0,5851580000000.0,6180267600000.0,6700305000000.0
2067.0,6390652000000.0,3928059300000.0,3654075500000.0,6171310700000.0,6166178000000.0,6076256000000.0,5172798000000.0,6250949000000.0,5760985000000.0,6124419400000.0,6652577000000.0
2068.0,6354936300000.0,3834416000000.0,3566886200000.0,6124353000000.0,6126636600000.0,6045601600000.0,5102448400000.0,6203569000000.0,5698252400000.0,6069890300000.0,6617661000000.0
2069.0,6319548000000.0,3735327300000.0,3470810000000.0,6075493400000.0,6066328300000.0,5994539000000.0,5015284000000.0,6156236400000.0,5629554000000.0,6028163000000.0,6565049400000.0
2070.0,6280642000000.0,3648513400000.0,3382266000000.0,6025603700000.0,6027058600000.0,5965005500000.0,4926985000000.0,6118365000000.0,5562118000000.0,5997610400000.0,6510566400000.0
2071.0,6248430000000.0,3566266000000.0,3297180000000.0,5973705500000.0,5978001000000.0,5918961000000.0,4850887700000.0,6081877600000.0,5488922000000.0,5942419700000.0,6463014600000.0
2072.0,6218416000000.0,3479388600000.0,3223974600000.0,5929463000000.0,5933637000000.0,5874245400000.0,4783366700000.0,6044562000000.0,5411459600000.0,5896719000000.0,6417352000000.0
2073.0,6160420000000.0,3387968200000.0,3133986800000.0,5886670000000.0,5882049000000.0,5806126300000.0,4705194000000.0,5994775600000.0,5357031000000.0,5854107000000.0,6366248000000.0
2074.0,6134050000000.0,3307658800000.0,3047256200000.0,5849704000000.0,5838281000000.0,5748204500000.0,4646869400000.0,5953634700000.0,5292663000000.0,5805118000000.0,6316585000000.0
2075.0,6093151000000.0,3228173300000.0,2969607900000.0,5795658000000.0,5789645300000.0,5708475000000.0,4568706000000.0,5908094000000.0,5227468000000.0,5748784000000.0,6264980500000.0
2076.0,6052914400000.0,3149852000000.0,2879534400000.0,5719750000000.0,5745210000000.0,5671630700000.0,4485763000000.0,5858074300000.0,5151893500000.0,5698857000000.0,6218444000000.0
2077.0,6020693000000.0,3072992700000.0,2796955400000.0,5673012000000.0,5695277000000.0,5638379000000.0,4410724300000.0,5822258000000.0,5075054400000.0,5652771500000.0,6172671000000.0
2078.0,5985974400000.0,2988509000000.0,2701574500000.0,5612249300000.0,5644946000000.0,5593105400000.0,4342662600000.0,5759957500000.0,5014747000000.0,5591529400000.0,6129039000000.0
2079.0,5952361000000.0,2915963500000.0,2619568300000.0,5577957000000.0,5592681300000.0,5546938000000.0,4286019800000.0,5702881400000.0,4956779700000.0,5543553400000.0,6080515500000.0
2080.0,5930049600000.0,2831724800000.0,2550234600000.0,5556647000000.0,5535570600000.0,5501337700000.0,4219038900000.0,5646791000000.0,4903148700000.0,5514868600000.0,6036488500000.0
2081.0,5894096600000.0,2753973000000.0,2469050200000.0,5496321000000.0,5489717000000.0,5448305500000.0,4134252800000.0,5594598600000.0,4833103000000.0,5460282300000.0,5992688000000.0
2082.0,5858879000000.0,2676427600000.0,2397050800000.0,5435589400000.0,5425390000000.0,5406868000000.0,4067355300000.0,5555033700000.0,4766384500000.0,5388626300000.0,5931422700000.0
2083.0,5826001000000.0,2603666600000.0,2323564500000.0,5388469500000.0,5370432000000.0,5356920500000.0,4008787300000.0,5502638500000.0,4695112000000.0,5331259000000.0,5887297600000.0
2084.0,5788019500000.0,2528662800000.0,2245592600000.0,5318298300000.0,5316968700000.0,5310533000000.0,3945829500000.0,5448691400000.0,4634257000000.0,5287479600000.0,5856158000000.0
2085.0,5750358300000.0,2467952300000.0,2174582900000.0,5258258400000.0,5285364000000.0,5263868000000.0,3875255400000.0,5390783000000.0,4562157600000.0,5229596600000.0,5811681000000.0
2086.0,5712977000000.0,2400050700000.0,2104900300000.0,5202236000000.0,5249077600000.0,5206961600000.0,3808759400000.0,5328135000000.0,4493307500000.0,5205957000000.0,5774354400000.0
2087.0,5682590000000.0,2332201300000.0,2044314600000.0,5150508000000.0,5205939700000.0,5130542400000.0,3745538000000.0,5275473000000.0,4417397500000.0,5162265500000.0,5724568600000.0
2088.0,5649921000000.0,2265972700000.0,1971591300000.0,5099699000000.0,5177647600000.0,5068308300000.0,3679044000000.0,5223909700000.0,4341143700000.0,5128752000000.0,5688114000000.0
2089.0,5620940400000.0,2188775000000.0,1907202500000.0,5059448000000.0,5136441000000.0,5017625400000.0,3620471000000.0,5174893000000.0,4268124300000.0,5069122600000.0,5644035300000.0
2090.0,5585807000000.0,2130156300000.0,1848909400000.0,5000249000000.0,5100298300000.0,4972094000000.0,3550800000000.0,5130936600000.0,4209261200000.0,5018430000000.0,5606829700000.0
2091.0,5559592400000.0,2066926700000.0,1792317500000.0,4949794000000.0,5054615500000.0,4932287600000.0,3487100300000.0,5077546000000.0,4149430500000.0,4992840000000.0,5562895400000.0
2092.0,5523274000000.0,2007626700000.0,1742273900000.0,4886005500000.0,5023314000000.0,4872653500000.0,3437687200000.0,5042593000000.0,4079901500000.0,4939694000000.0,5502682000000.0
2093.0,5493350700000.0,1951054700000.0,1687115800000.0,4840830000000.0,4988329000000.0,4828173400000.0,3393195300000.0,4993262300000.0,4015805000000.0,4892541300000.0,5470575000000.0
2094.0,5453680000000.0,1891648800000.0,1631526500000.0,4775953300000.0,4949129000000.0,4778256500000.0,3340738000000.0,4943025500000.0,3952930200000.0,4852472600000.0,5435762400000.0
2095.0,5423818600000.0,1833033500000.0,1582131000000.0,4729521300000.0,4904966000000.0,4719910000000.0,3276425000000.0,4897348500000.0,3894805300000.0,4802570000000.0,5403392300000.0
2096.0,5385617400000.0,1772020600000.0,1536963100000.0,4683644000000.0,4863435000000.0,4663354000000.0,3219245000000.0,4845778500000.0,3836664300000.0,4750888000000.0,5386349300000.0
2097.0,5354038500000.0,1717654900000.0,1493321600000.0,4620754600000.0,4826718500000.0,4594717400000.0,3168931200000.0,4811209000000.0,3776856200000.0,4721105000000.0,5361702000000.0
2098.0,5305944000000.0,1662218000000.0,1446025600000.0,4583956400000.0,4779337000000.0,4549605000000.0,3122283700000.0,4765919000000.0,3711002700000.0,4678178000000.0,5327149300000.0
2099.0,5276706000000.0,1608726000000.0,1397161200000.0,4541620000000.0,4736563500000.0,4485480000000.0,3083269300000.0,4710527000000.0,3650908000000.0,4627990000000.0,5294342500000.0
2100.0,5242390000000.0,1561422100000.0,1347334200000.0,4499029000000.0,4695912000000.0,4441611700000.0,3034003300000.0,4670886000000.0,3585106000000.0,4585792000000.0,5275478700000.0
