time,CESM2-WACCM,EC-EARTH3-VEG,INM-CM5-0,CANESM5,ACCESS-CM2,IPSL-CM6A-LR,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4,BCC-CSM2-MR,ACCESS-ESM1-5,CAMS-CSM1-0,EC-EARTH3,MRI-ESM2-0,CESM2,FGOALS-F3-L,INM-CM4-8
2018.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0
2019.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0
2020.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0
2021.0,13683821000000.0,13625814000000.0,13644763000000.0,13672014000000.0,13661041000000.0,13665976000000.0,13672570000000.0,13651669000000.0,13630574000000.0,13682302000000.0,13676806000000.0,13655600000000.0,13618853000000.0,13675495000000.0,13668515000000.0,13665142000000.0,13666521000000.0
2022.0,13664432000000.0,13521942000000.0,13619125000000.0,13634123000000.0,13645603000000.0,13615967000000.0,13655508000000.0,13625209000000.0,13609730000000.0,13670038000000.0,13652785000000.0,13637041000000.0,13573441000000.0,13655646000000.0,13653377000000.0,13634361000000.0,13652913000000.0
2023.0,13668992000000.0,13424109000000.0,13597848000000.0,13616160000000.0,13626949000000.0,13594093000000.0,13652059000000.0,13610165000000.0,13601301000000.0,13648849000000.0,13627037000000.0,13614548000000.0,13510748000000.0,13622416000000.0,13636317000000.0,13624521000000.0,13640506000000.0
2024.0,13659957000000.0,13395809000000.0,13557974000000.0,13561699000000.0,13596460000000.0,13546556000000.0,13627101000000.0,13586890000000.0,13571330000000.0,13615545000000.0,13616569000000.0,13606471000000.0,13451248000000.0,13593930000000.0,13620531000000.0,13615033000000.0,13627168000000.0
2025.0,13664996000000.0,13362530000000.0,13522648000000.0,13486916000000.0,13582589000000.0,13529714000000.0,13616257000000.0,13585007000000.0,13540273000000.0,13618570000000.0,13601531000000.0,13587772000000.0,13400001000000.0,13558294000000.0,13595629000000.0,13573072000000.0,13614811000000.0
2026.0,13650843000000.0,13303529000000.0,13491515000000.0,13375405000000.0,13560500000000.0,13494716000000.0,13593740000000.0,13553544000000.0,13523887000000.0,13611387000000.0,13582651000000.0,13571499000000.0,13353339000000.0,13523581000000.0,13547822000000.0,13562003000000.0,13619488000000.0
2027.0,13643768000000.0,13239778000000.0,13447241000000.0,13289367000000.0,13525077000000.0,13470553000000.0,13567094000000.0,13533512000000.0,13501099000000.0,13577800000000.0,13517655000000.0,13541565000000.0,13289655000000.0,13492282000000.0,13542003000000.0,13534832000000.0,13609005000000.0
2028.0,13645428000000.0,13181883000000.0,13396587000000.0,13203321000000.0,13496009000000.0,13437882000000.0,13557425000000.0,13492544000000.0,13461318000000.0,13556159000000.0,13495042000000.0,13527847000000.0,13237509000000.0,13444621000000.0,13523499000000.0,13508823000000.0,13596993000000.0
2029.0,13628712000000.0,13116563000000.0,13356063000000.0,13118427000000.0,13488194000000.0,13406137000000.0,13532240000000.0,13478009000000.0,13413038000000.0,13548245000000.0,13473978000000.0,13515939000000.0,13179581000000.0,13394606000000.0,13481716000000.0,13497062000000.0,13601572000000.0
2030.0,13629678000000.0,13057181000000.0,13301822000000.0,13048590000000.0,13468232000000.0,13361687000000.0,13502300000000.0,13460267000000.0,13380580000000.0,13536755000000.0,13445717000000.0,13487801000000.0,13147072000000.0,13346672000000.0,13457805000000.0,13478108000000.0,13592948000000.0
2031.0,13615764000000.0,12991613000000.0,13264660000000.0,12964661000000.0,13460685000000.0,13329058000000.0,13474561000000.0,13453769000000.0,13372017000000.0,13528336000000.0,13435099000000.0,13471776000000.0,13064711000000.0,13305553000000.0,13422042000000.0,13422097000000.0,13582702000000.0
2032.0,13600934000000.0,12954510000000.0,13221323000000.0,12892192000000.0,13445029000000.0,13291603000000.0,13447712000000.0,13431752000000.0,13333209000000.0,13503435000000.0,13422800000000.0,13461538000000.0,13009099000000.0,13251654000000.0,13394886000000.0,13398330000000.0,13576500000000.0
2033.0,13547920000000.0,12923175000000.0,13183712000000.0,12814281000000.0,13439097000000.0,13261800000000.0,13416071000000.0,13412201000000.0,13300556000000.0,13481765000000.0,13403454000000.0,13430053000000.0,12969212000000.0,13196451000000.0,13357101000000.0,13353879000000.0,13565582000000.0
2034.0,13545438000000.0,12882115000000.0,13153552000000.0,12724710000000.0,13431184000000.0,13215874000000.0,13393016000000.0,13402293000000.0,13259595000000.0,13458998000000.0,13404099000000.0,13411255000000.0,12877390000000.0,13136250000000.0,13311264000000.0,13318466000000.0,13541974000000.0
2035.0,13512933000000.0,12868986000000.0,13117368000000.0,12629613000000.0,13417559000000.0,13177510000000.0,13374526000000.0,13386941000000.0,13242532000000.0,13446060000000.0,13387387000000.0,13392290000000.0,12837217000000.0,13068162000000.0,13282372000000.0,13297794000000.0,13554593000000.0
2036.0,13477188000000.0,12840338000000.0,13084147000000.0,12541104000000.0,13369459000000.0,13124275000000.0,13367213000000.0,13379506000000.0,13206800000000.0,13415564000000.0,13362542000000.0,13393532000000.0,12778439000000.0,13005338000000.0,13244840000000.0,13280437000000.0,13545405000000.0
2037.0,13454860000000.0,12801228000000.0,13028219000000.0,12451742000000.0,13334984000000.0,13075162000000.0,13364241000000.0,13369274000000.0,13202254000000.0,13394991000000.0,13310540000000.0,13377727000000.0,12708291000000.0,12945395000000.0,13198920000000.0,13268469000000.0,13526746000000.0
2038.0,13423053000000.0,12742069000000.0,12985578000000.0,12345161000000.0,13283078000000.0,13013675000000.0,13311042000000.0,13365733000000.0,13172911000000.0,13351407000000.0,13281969000000.0,13340560000000.0,12638408000000.0,12892734000000.0,13174238000000.0,13248357000000.0,13527184000000.0
2039.0,13391162000000.0,12729421000000.0,12961021000000.0,12222816000000.0,13258331000000.0,12968578000000.0,13297468000000.0,13337333000000.0,13146684000000.0,13320771000000.0,13272183000000.0,13314069000000.0,12557981000000.0,12813850000000.0,13152525000000.0,13233698000000.0,13501515000000.0
2040.0,13345219000000.0,12712219000000.0,12911458000000.0,12111997000000.0,13215681000000.0,12918777000000.0,13279471000000.0,13321024000000.0,13121508000000.0,13243693000000.0,13275482000000.0,13285809000000.0,12470034000000.0,12723807000000.0,13129819000000.0,13193957000000.0,13479195000000.0
2041.0,13322715000000.0,12706167000000.0,12871549000000.0,11994611000000.0,13210804000000.0,12850806000000.0,13216181000000.0,13303302000000.0,13088315000000.0,13203494000000.0,13258949000000.0,13277738000000.0,12374715000000.0,12633542000000.0,13097621000000.0,13172836000000.0,13479484000000.0
2042.0,13310399000000.0,12696068000000.0,12826946000000.0,11860880000000.0,13154422000000.0,12755252000000.0,13197795000000.0,13260170000000.0,13068403000000.0,13199008000000.0,13230046000000.0,13251855000000.0,12304885000000.0,12571202000000.0,13068198000000.0,13156897000000.0,13455620000000.0
2043.0,13266239000000.0,12681648000000.0,12795555000000.0,11746845000000.0,13121329000000.0,12656883000000.0,13165637000000.0,13189695000000.0,13035947000000.0,13172604000000.0,13209771000000.0,13224330000000.0,12252081000000.0,12490544000000.0,13017746000000.0,13125917000000.0,13434302000000.0
2044.0,13229832000000.0,12676233000000.0,12756998000000.0,11635634000000.0,13101709000000.0,12577718000000.0,13116569000000.0,13127988000000.0,13006199000000.0,13138785000000.0,13188585000000.0,13202175000000.0,12163201000000.0,12391820000000.0,12970964000000.0,13120602000000.0,13418655000000.0
2045.0,13184486000000.0,12655528000000.0,12725144000000.0,11517377000000.0,13070825000000.0,12521433000000.0,13071744000000.0,13099317000000.0,12975075000000.0,13101067000000.0,13173118000000.0,13180773000000.0,12075927000000.0,12320169000000.0,12939279000000.0,13113612000000.0,13407856000000.0
2046.0,13167591000000.0,12611997000000.0,12695516000000.0,11412747000000.0,13026048000000.0,12456922000000.0,13048812000000.0,13070317000000.0,12958100000000.0,13088634000000.0,13145475000000.0,13156984000000.0,11994880000000.0,12250543000000.0,12916520000000.0,13094307000000.0,13400506000000.0
2047.0,13150109000000.0,12595655000000.0,12666251000000.0,11320408000000.0,12988859000000.0,12390376000000.0,13019035000000.0,13036287000000.0,12915397000000.0,13042507000000.0,13124712000000.0,13146540000000.0,11895857000000.0,12149863000000.0,12896382000000.0,13076078000000.0,13365825000000.0
2048.0,13106159000000.0,12553548000000.0,12629073000000.0,11203078000000.0,12901306000000.0,12330942000000.0,12987094000000.0,13034619000000.0,12901411000000.0,12977260000000.0,13085211000000.0,13125679000000.0,11808055000000.0,12067494000000.0,12868242000000.0,13039098000000.0,13358362000000.0
2049.0,13084129000000.0,12508524000000.0,12594977000000.0,11084138000000.0,12823202000000.0,12250018000000.0,12978964000000.0,12989343000000.0,12878248000000.0,12953850000000.0,13054956000000.0,13078009000000.0,11743882000000.0,11984467000000.0,12830770000000.0,13009600000000.0,13333988000000.0
2050.0,13081487000000.0,12471388000000.0,12552108000000.0,10982084000000.0,12759822000000.0,12178975000000.0,12955861000000.0,12974950000000.0,12868609000000.0,12945322000000.0,13038980000000.0,13049709000000.0,11702172000000.0,11907847000000.0,12794582000000.0,12984507000000.0,13316003000000.0
2051.0,13061005000000.0,12453736000000.0,12519716000000.0,10866185000000.0,12717580000000.0,12109439000000.0,12921086000000.0,12965971000000.0,12846654000000.0,12894008000000.0,13021552000000.0,13031092000000.0,11650415000000.0,11820943000000.0,12778907000000.0,12941146000000.0,13296212000000.0
2052.0,13029291000000.0,12440479000000.0,12491388000000.0,10748946000000.0,12623999000000.0,12026689000000.0,12884286000000.0,12950526000000.0,12811143000000.0,12859365000000.0,13003915000000.0,13028768000000.0,11597826000000.0,11752313000000.0,12733666000000.0,12928686000000.0,13286271000000.0
2053.0,13023386000000.0,12427846000000.0,12459657000000.0,10637162000000.0,12583532000000.0,11959505000000.0,12873929000000.0,12936952000000.0,12776312000000.0,12840309000000.0,12977410000000.0,13002418000000.0,11529360000000.0,11663901000000.0,12705297000000.0,12879444000000.0,13231751000000.0
2054.0,13004895000000.0,12398089000000.0,12434147000000.0,10542160000000.0,12553585000000.0,11877207000000.0,12831461000000.0,12925852000000.0,12753478000000.0,12817736000000.0,12954832000000.0,12987225000000.0,11484920000000.0,11597769000000.0,12659016000000.0,12860299000000.0,13205664000000.0
2055.0,12975788000000.0,12357719000000.0,12405156000000.0,10433586000000.0,12549487000000.0,11809241000000.0,12819980000000.0,12894938000000.0,12743771000000.0,12796426000000.0,12890054000000.0,12961973000000.0,11447904000000.0,11502172000000.0,12624582000000.0,12820963000000.0,13173944000000.0
2056.0,12957069000000.0,12337121000000.0,12395102000000.0,10343201000000.0,12520784000000.0,11740380000000.0,12784004000000.0,12876447000000.0,12700151000000.0,12776921000000.0,12840215000000.0,12953195000000.0,11379877000000.0,11381328000000.0,12569497000000.0,12806926000000.0,13147903000000.0
2057.0,12931712000000.0,12304595000000.0,12373157000000.0,10237171000000.0,12500478000000.0,11657888000000.0,12744596000000.0,12854775000000.0,12672308000000.0,12740875000000.0,12814063000000.0,12933627000000.0,11323792000000.0,11292949000000.0,12524966000000.0,12788413000000.0,13098690000000.0
2058.0,12895720000000.0,12243300000000.0,12336604000000.0,10117369000000.0,12472528000000.0,11549952000000.0,12708574000000.0,12811110000000.0,12644670000000.0,12696583000000.0,12767166000000.0,12920672000000.0,11258297000000.0,11190162000000.0,12488408000000.0,12781316000000.0,13063702000000.0
2059.0,12848469000000.0,12192508000000.0,12303935000000.0,10003992000000.0,12459418000000.0,11464180000000.0,12674775000000.0,12755348000000.0,12625736000000.0,12647286000000.0,12733469000000.0,12893383000000.0,11200826000000.0,11096593000000.0,12428082000000.0,12751778000000.0,13017754000000.0
2060.0,12817217000000.0,12119722000000.0,12243529000000.0,9900539000000.0,12417398000000.0,11396682000000.0,12652249000000.0,12712538000000.0,12587797000000.0,12636171000000.0,12691947000000.0,12893225000000.0,11166459000000.0,10999758000000.0,12375316000000.0,12720963000000.0,12965545000000.0
2061.0,12749139000000.0,12085662000000.0,12206421000000.0,9778178000000.0,12372578000000.0,11343196000000.0,12604408000000.0,12667203000000.0,12554501000000.0,12625512000000.0,12676557000000.0,12862645000000.0,11116951000000.0,10895578000000.0,12306442000000.0,12697809000000.0,12936667000000.0
2062.0,12715773000000.0,12050934000000.0,12165991000000.0,9674194000000.0,12318445000000.0,11272497000000.0,12572422000000.0,12625682000000.0,12503099000000.0,12587428000000.0,12666072000000.0,12846865000000.0,11073977000000.0,10800126000000.0,12277616000000.0,12664040000000.0,12909640000000.0
2063.0,12689300000000.0,11941748000000.0,12129321000000.0,9576591000000.0,12291550000000.0,11179405000000.0,12549181000000.0,12606315000000.0,12466333000000.0,12516240000000.0,12644069000000.0,12828127000000.0,11010653000000.0,10698565000000.0,12228469000000.0,12646116000000.0,12849660000000.0
2064.0,12651796000000.0,11858189000000.0,12083269000000.0,9479928000000.0,12271172000000.0,11116673000000.0,12524215000000.0,12574551000000.0,12420183000000.0,12507070000000.0,12615333000000.0,12824833000000.0,10964808000000.0,10590210000000.0,12175752000000.0,12621549000000.0,12801216000000.0
2065.0,12613428000000.0,11777082000000.0,12041300000000.0,9369005000000.0,12223049000000.0,11031660000000.0,12466442000000.0,12548739000000.0,12367086000000.0,12483112000000.0,12596132000000.0,12807561000000.0,10907247000000.0,10497443000000.0,12108511000000.0,12602580000000.0,12765795000000.0
2066.0,12555129000000.0,11681674000000.0,11999042000000.0,9271554000000.0,12159222000000.0,10973489000000.0,12424806000000.0,12541650000000.0,12305429000000.0,12464364000000.0,12568392000000.0,12776010000000.0,10845682000000.0,10376351000000.0,12021542000000.0,12589091000000.0,12693444000000.0
2067.0,12519077000000.0,11613966000000.0,11962824000000.0,9172727000000.0,12121266000000.0,10917218000000.0,12372463000000.0,12525967000000.0,12278025000000.0,12437982000000.0,12513914000000.0,12770431000000.0,10778343000000.0,10273381000000.0,11972551000000.0,12550920000000.0,12670827000000.0
2068.0,12443711000000.0,11535938000000.0,11919243000000.0,9076375000000.0,12088972000000.0,10859251000000.0,12319881000000.0,12488614000000.0,12236629000000.0,12418117000000.0,12461986000000.0,12744887000000.0,10707913000000.0,10168796000000.0,11901164000000.0,12508089000000.0,12654364000000.0
2069.0,12384000000000.0,11454194000000.0,11875638000000.0,8993101000000.0,12042484000000.0,10815480000000.0,12297168000000.0,12441617000000.0,12214281000000.0,12394026000000.0,12390865000000.0,12715856000000.0,10651920000000.0,10058890000000.0,11821968000000.0,12484589000000.0,12591078000000.0
2070.0,12326296000000.0,11365850000000.0,11829982000000.0,8892739000000.0,12016096000000.0,10758844000000.0,12263746000000.0,12411682000000.0,12175274000000.0,12388089000000.0,12345066000000.0,12677841000000.0,10589207000000.0,9928082000000.0,11774614000000.0,12467573000000.0,12552013000000.0
2071.0,12290592000000.0,11284908000000.0,11809855000000.0,8806041000000.0,11978724000000.0,10693664000000.0,12222498000000.0,12382922000000.0,12143453000000.0,12364234000000.0,12307425000000.0,12666884000000.0,10488656000000.0,9822226000000.0,11742675000000.0,12429317000000.0,12506537000000.0
2072.0,12280249000000.0,11204116000000.0,11786258000000.0,8691290000000.0,11921345000000.0,10609433000000.0,12169435000000.0,12342737000000.0,12097362000000.0,12339649000000.0,12214767000000.0,12655695000000.0,10410718000000.0,9732679000000.0,11721246000000.0,12400620000000.0,12480972000000.0
2073.0,12235661000000.0,11143146000000.0,11762551000000.0,8587975000000.0,11884041000000.0,10535293000000.0,12151366000000.0,12324499000000.0,12080777000000.0,12306262000000.0,12169793000000.0,12646492000000.0,10337970000000.0,9626244000000.0,11669450000000.0,12369374000000.0,12434624000000.0
2074.0,12209184000000.0,11080076000000.0,11725636000000.0,8500737500000.0,11871840000000.0,10459433000000.0,12144440000000.0,12303065000000.0,12054072000000.0,12263281000000.0,12097492000000.0,12612904000000.0,10263412000000.0,9569399000000.0,11638042000000.0,12354624000000.0,12413709000000.0
2075.0,12179323000000.0,11034876000000.0,11683014000000.0,8412734000000.0,11819914000000.0,10368247000000.0,12095155000000.0,12265995000000.0,12012723000000.0,12244219000000.0,12023872000000.0,12585795000000.0,10183710000000.0,9526513000000.0,11579324000000.0,12335822000000.0,12380366000000.0
2076.0,12141494000000.0,10949359000000.0,11633829000000.0,8306282700000.0,11793504000000.0,10290852000000.0,12077610000000.0,12253748000000.0,11981411000000.0,12219466000000.0,11919122000000.0,12565335000000.0,10128806000000.0,9442057000000.0,11499790000000.0,12312565000000.0,12346541000000.0
2077.0,12130235000000.0,10874917000000.0,11606604000000.0,8212149400000.0,11754259000000.0,10192189000000.0,12057179000000.0,12208971000000.0,11951697000000.0,12191850000000.0,11870378000000.0,12534125000000.0,10047920000000.0,9348581000000.0,11457961000000.0,12298237000000.0,12317702000000.0
2078.0,12103280000000.0,10793391000000.0,11568822000000.0,8112704600000.0,11713579000000.0,10122932000000.0,12032398000000.0,12176056000000.0,11906742000000.0,12145615000000.0,11831085000000.0,12508822000000.0,9983255000000.0,9267867000000.0,11412707000000.0,12272681000000.0,12274012000000.0
2079.0,12079362000000.0,10709861000000.0,11543579000000.0,8019529700000.0,11681314000000.0,10023555000000.0,12000882000000.0,12151315000000.0,11871743000000.0,12065873000000.0,11786870000000.0,12485844000000.0,9914190000000.0,9173019000000.0,11356845000000.0,12238400000000.0,12245239000000.0
2080.0,12059338000000.0,10607115000000.0,11523962000000.0,7932017000000.0,11612494000000.0,9941161000000.0,11932143000000.0,12140097000000.0,11857025000000.0,11996430000000.0,11693799000000.0,12443122000000.0,9842486000000.0,9118835000000.0,11307041000000.0,12208650000000.0,12240077000000.0
2081.0,12031298000000.0,10488256000000.0,11492409000000.0,7844651300000.0,11537084000000.0,9863953000000.0,11898419000000.0,12105611000000.0,11815829000000.0,11961252000000.0,11605791000000.0,12427503000000.0,9768480000000.0,9039450000000.0,11285048000000.0,12193847000000.0,12233116000000.0
2082.0,12005862000000.0,10381520000000.0,11453078000000.0,7753664300000.0,11494886000000.0,9780933000000.0,11826564000000.0,12087083000000.0,11776808000000.0,11940695000000.0,11520508000000.0,12414407000000.0,9686052000000.0,8983693000000.0,11252118000000.0,12162162000000.0,12191631000000.0
2083.0,11957276000000.0,10282143000000.0,11430809000000.0,7661048300000.0,11445159000000.0,9712648000000.0,11782188000000.0,12078924000000.0,11750936000000.0,11922628000000.0,11480198000000.0,12387040000000.0,9619712000000.0,8918756000000.0,11197293000000.0,12146465000000.0,12180512000000.0
2084.0,11920944000000.0,10176302000000.0,11393263000000.0,7578511700000.0,11416804000000.0,9622679000000.0,11740274000000.0,12055287000000.0,11735032000000.0,11896128000000.0,11436874000000.0,12367170000000.0,9559353000000.0,8849595000000.0,11150957000000.0,12139745000000.0,12150164000000.0
2085.0,11886872000000.0,10066810000000.0,11353393000000.0,7506583600000.0,11374962000000.0,9542380000000.0,11706231000000.0,12021198000000.0,11682674000000.0,11872002000000.0,11388635000000.0,12345408000000.0,9504358000000.0,8778006000000.0,11091341000000.0,12105988000000.0,12080844000000.0
2086.0,11853754000000.0,9947073000000.0,11324408000000.0,7429133000000.0,11293044000000.0,9469263000000.0,11666996000000.0,11989339000000.0,11629827000000.0,11807364000000.0,11338305000000.0,12309811000000.0,9458618000000.0,8726461000000.0,11072045000000.0,12118471000000.0,12059029000000.0
2087.0,11810834000000.0,9811039000000.0,11307127000000.0,7348463000000.0,11257325000000.0,9402847000000.0,11620504000000.0,11957880000000.0,11585190000000.0,11757392000000.0,11302241000000.0,12289635000000.0,9415859000000.0,8647694000000.0,11002119000000.0,12087510000000.0,12029248000000.0
2088.0,11759543000000.0,9724387000000.0,11272947000000.0,7276828600000.0,11224869000000.0,9324814000000.0,11617477000000.0,11918645000000.0,11537938000000.0,11741723000000.0,11262339000000.0,12259181000000.0,9360663000000.0,8589024400000.0,10937987000000.0,12057351000000.0,12006225000000.0
2089.0,11719187000000.0,9621503000000.0,11252423000000.0,7185707000000.0,11187653000000.0,9267992000000.0,11602871000000.0,11866091000000.0,11464899000000.0,11695397000000.0,11233971000000.0,12226035000000.0,9307653000000.0,8530637000000.0,10891945000000.0,12042911000000.0,11989248000000.0
2090.0,11697470000000.0,9524214000000.0,11198801000000.0,7116790700000.0,11141036000000.0,9194487000000.0,11565332000000.0,11826676000000.0,11430886000000.0,11664429000000.0,11209513000000.0,12219579000000.0,9256965000000.0,8485247000000.0,10830648000000.0,12040484000000.0,11976133000000.0
2091.0,11656643000000.0,9412784000000.0,11184207000000.0,7045641000000.0,11099410000000.0,9124096000000.0,11540427000000.0,11804972000000.0,11408655000000.0,11643155000000.0,11152046000000.0,12208968000000.0,9200599000000.0,8425720000000.0,10790330000000.0,12017615000000.0,11940803000000.0
2092.0,11547144000000.0,9338236000000.0,11168674000000.0,6966866300000.0,11062966000000.0,9047403000000.0,11530645000000.0,11800582000000.0,11389735000000.0,11631196000000.0,11095460000000.0,12188482000000.0,9147514000000.0,8371271400000.0,10761923000000.0,11970878000000.0,11907883000000.0
2093.0,11517481000000.0,9232324000000.0,11159478000000.0,6888415000000.0,10976275000000.0,8987201000000.0,11505171000000.0,11777736000000.0,11371002000000.0,11620150000000.0,11020961000000.0,12178379000000.0,9097517000000.0,8321528000000.0,10713330000000.0,11940258000000.0,11896410000000.0
2094.0,11500270000000.0,9143829000000.0,11128150000000.0,6807299300000.0,10915367000000.0,8914520000000.0,11461128000000.0,11749665000000.0,11330444000000.0,11573416000000.0,10981531000000.0,12158334000000.0,9051492000000.0,8267698300000.0,10650338000000.0,11886097000000.0,11860988000000.0
2095.0,11441967000000.0,9058569000000.0,11101027000000.0,6736450000000.0,10851441000000.0,8853924000000.0,11426590000000.0,11745543000000.0,11283839000000.0,11543696000000.0,10933840000000.0,12132342000000.0,9028129000000.0,8224666000000.0,10598509000000.0,11849327000000.0,11841398000000.0
