time,GISS-E2-R,CESM1-CAM5,NORESM1-M,CCSM4,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,IPSL-CM5A-LR
2021.0,90290030000.0,89222310000.0,88904480000.0,89246966000.0,88883540000.0,89227660000.0,89432130000.0,88848335000.0
2022.0,89067720000.0,88788350000.0,88786860000.0,88902115000.0,88656310000.0,89289105000.0,88995650000.0,90378486000.0
2023.0,89126980000.0,88572240000.0,88655120000.0,89342770000.0,88397740000.0,88950560000.0,88822350000.0,88819880000.0
2024.0,88906460000.0,88466780000.0,89633740000.0,88727910000.0,88265510000.0,89083610000.0,88660490000.0,88451375000.0
2025.0,88410790000.0,88194190000.0,90156770000.0,88813590000.0,88047710000.0,89173770000.0,88459730000.0,88402130000.0
2026.0,88827050000.0,87997720000.0,88823800000.0,88622280000.0,87840730000.0,89615080000.0,88341930000.0,88478060000.0
2027.0,88215660000.0,87817460000.0,88417680000.0,89370830000.0,87734000000.0,89422496000.0,88188666000.0,88202340000.0
2028.0,88177930000.0,87512460000.0,88069990000.0,89238280000.0,87549210000.0,89181150000.0,88058000000.0,88698050000.0
2029.0,88198510000.0,87205320000.0,87742420000.0,89036290000.0,87626056000.0,89848480000.0,87998280000.0,87782390000.0
2030.0,88007650000.0,86918160000.0,87508670000.0,88634460000.0,87141680000.0,89818250000.0,87967834000.0,87862650000.0
2031.0,87597510000.0,86625780000.0,87352280000.0,88794600000.0,86849765000.0,88868160000.0,87840880000.0,87614410000.0
2032.0,87658996000.0,86336440000.0,87453750000.0,88601150000.0,86497870000.0,89433416000.0,87644594000.0,87183475000.0
2033.0,87373816000.0,85980365000.0,87151000000.0,88600600000.0,86244240000.0,88564480000.0,87933270000.0,87065700000.0
2034.0,87401150000.0,85662130000.0,87029280000.0,88264420000.0,85888630000.0,89722890000.0,87871685000.0,86661054000.0
2035.0,87260040000.0,85280340000.0,86553380000.0,88048890000.0,85515805000.0,89022430000.0,87933805000.0,86277456000.0
2036.0,87131460000.0,84999840000.0,86613980000.0,89924450000.0,85174200000.0,89492700000.0,87391310000.0,85991750000.0
2037.0,86863030000.0,84518780000.0,86153870000.0,88753480000.0,84762830000.0,88676870000.0,88142950000.0,87903040000.0
2038.0,86655660000.0,84062240000.0,85912160000.0,88209990000.0,84374086000.0,88342830000.0,87265190000.0,85667050000.0
2039.0,86393290000.0,83824360000.0,85873400000.0,87689445000.0,84025770000.0,88224360000.0,87267210000.0,85210830000.0
2040.0,86352170000.0,83311230000.0,85425530000.0,87590470000.0,83537035000.0,87960125000.0,87024460000.0,84683650000.0
2041.0,86332056000.0,82844115000.0,85551964000.0,87406460000.0,83097240000.0,87726690000.0,86785450000.0,84693656000.0
2042.0,86103710000.0,82308660000.0,84898775000.0,87036220000.0,82647130000.0,87883700000.0,86889770000.0,84145226000.0
2043.0,86555310000.0,81960200000.0,84414030000.0,86836500000.0,82158070000.0,88100740000.0,86150110000.0,83701375000.0
2044.0,85941240000.0,81922990000.0,84046954000.0,86767860000.0,81707250000.0,87893170000.0,86009340000.0,83455180000.0
2045.0,85748370000.0,81498080000.0,83837440000.0,86456934000.0,81358870000.0,87673720000.0,85667390000.0,83003654000.0
2046.0,85381880000.0,80793000000.0,83381010000.0,86325150000.0,80722756000.0,87716905000.0,85904940000.0,82959220000.0
2047.0,85083005000.0,80005510000.0,83105464000.0,86639310000.0,80235010000.0,87345690000.0,86228820000.0,82495370000.0
2048.0,85112020000.0,79728140000.0,82665670000.0,86216780000.0,79635840000.0,87658970000.0,85781160000.0,81804570000.0
2049.0,84609120000.0,79174610000.0,82195956000.0,85742180000.0,79018934000.0,87586900000.0,86210355000.0,81609290000.0
2050.0,84255410000.0,78532960000.0,81697110000.0,85375980000.0,78620790000.0,87341120000.0,85259200000.0,80785390000.0
2051.0,83988914000.0,77880840000.0,81482605000.0,85162790000.0,77892970000.0,87471770000.0,86980870000.0,80255630000.0
2052.0,83728370000.0,77202080000.0,81373780000.0,85017440000.0,77248200000.0,87166720000.0,85271175000.0,80200310000.0
2053.0,84784150000.0,76470075000.0,80629785000.0,84738376000.0,76528280000.0,87025254000.0,85006710000.0,80383566000.0
2054.0,83436910000.0,75952220000.0,80092430000.0,84291130000.0,75922240000.0,86840030000.0,84511710000.0,80870140000.0
2055.0,83280160000.0,75317170000.0,79457860000.0,83975450000.0,75267375000.0,86860800000.0,84157420000.0,79834360000.0
2056.0,83412270000.0,74512820000.0,78965720000.0,84106190000.0,74580750000.0,86666310000.0,83901120000.0,78739210000.0
2057.0,82760475000.0,73741990000.0,78451100000.0,83564300000.0,73877780000.0,86460785000.0,83819200000.0,78112490000.0
2058.0,82274590000.0,73224460000.0,77921250000.0,83188790000.0,73130220000.0,86196090000.0,83477490000.0,78536530000.0
2059.0,81951440000.0,72435310000.0,77414590000.0,82838260000.0,72375026000.0,86067180000.0,83723624000.0,78581540000.0
2060.0,81818520000.0,71554290000.0,77246210000.0,82483905000.0,71917140000.0,86026854000.0,82863680000.0,77518900000.0
2061.0,81619760000.0,70929730000.0,76416110000.0,82220370000.0,71388210000.0,85728280000.0,83446180000.0,77061490000.0
2062.0,81495950000.0,70116510000.0,75907550000.0,81831485000.0,70807600000.0,85876556000.0,82411100000.0,76573550000.0
2063.0,81069560000.0,69139956000.0,75399520000.0,81605070000.0,70110240000.0,85604614000.0,82296990000.0,75847540000.0
2064.0,81309065000.0,68134126000.0,74784285000.0,81025660000.0,69311440000.0,85302390000.0,81766840000.0,75262140000.0
2065.0,80638280000.0,67139310000.0,74248900000.0,80605310000.0,68688273000.0,85026470000.0,81441230000.0,75807310000.0
2066.0,81268330000.0,65840984000.0,73701640000.0,80263240000.0,68013978000.0,85224040000.0,81279410000.0,75194710000.0
2067.0,80749680000.0,64892690000.0,73094880000.0,79921670000.0,67430638000.0,84977500000.0,81044260000.0,74675580000.0
2068.0,80035940000.0,63972760000.0,72607100000.0,79530525000.0,66709373000.0,85384530000.0,80556120000.0,73899840000.0
2069.0,79979630000.0,62930973000.0,72065630000.0,79179820000.0,66208050000.0,84861480000.0,80208480000.0,73711630000.0
2070.0,79423906000.0,61942700000.0,71787590000.0,79276660000.0,65464164000.0,84628380000.0,80104645000.0,73337120000.0
2071.0,79157580000.0,61118830000.0,70928654000.0,78437670000.0,64955870000.0,84404216000.0,79942470000.0,72884100000.0
2072.0,79208055000.0,60127674000.0,70319520000.0,78496910000.0,64270148000.0,84193500000.0,79395545000.0,72642710000.0
2073.0,78694310000.0,59517020000.0,70036840000.0,77737390000.0,63610474000.0,84608670000.0,79088870000.0,72165220000.0
2074.0,78526650000.0,58604650000.0,69393826000.0,77740740000.0,62740900000.0,84295900000.0,79445240000.0,71574260000.0
2075.0,78124030000.0,57695130000.0,68718940000.0,77285580000.0,62079525000.0,83738510000.0,80497254000.0,71088380000.0
2076.0,78295060000.0,56693916000.0,68031386000.0,76580750000.0,61249667000.0,83531540000.0,78236010000.0,70623870000.0
2077.0,77866910000.0,55638323000.0,67369423000.0,76152670000.0,60564636000.0,83311436000.0,77729505000.0,70514880000.0
2078.0,78152490000.0,54914413000.0,66720510000.0,75645600000.0,59831845000.0,82873620000.0,77386170000.0,71188080000.0
2079.0,77213920000.0,53985104000.0,66834366000.0,75228070000.0,59031642000.0,82534515000.0,76941130000.0,70149120000.0
2080.0,78048780000.0,53124910000.0,65955623000.0,75012735000.0,58219274000.0,82524250000.0,77582480000.0,69156405000.0
2081.0,76870240000.0,52308967000.0,65007470000.0,74737310000.0,57418887000.0,82160796000.0,76728180000.0,68724280000.0
2082.0,76341350000.0,51471712000.0,64459610000.0,74005004000.0,56603083000.0,82168500000.0,76210530000.0,68119190000.0
2083.0,76186870000.0,50311873000.0,63784063000.0,73616425000.0,55664538000.0,81544290000.0,77552370000.0,67575940000.0
2084.0,75738190000.0,49172500000.0,62972834000.0,73173836000.0,54879770000.0,81355010000.0,75795956000.0,67131208000.0
2085.0,75514910000.0,48141505000.0,62284526000.0,72518255000.0,53894574000.0,80943670000.0,75358730000.0,67186954000.0
2086.0,75621930000.0,47330873000.0,61575340000.0,72264250000.0,53009412000.0,82603565000.0,76563050000.0,66339205000.0
2087.0,76608190000.0,46244315000.0,61015204000.0,71768875000.0,52166650000.0,81466655000.0,75068020000.0,65832387000.0
2088.0,75899070000.0,45218900000.0,60716323000.0,71426105000.0,51364725000.0,80577620000.0,74436470000.0,65561158000.0
2089.0,75786625000.0,44260114000.0,60289970000.0,71145275000.0,50494490000.0,79973300000.0,74090226000.0,65103217000.0
2090.0,74943870000.0,43597746000.0,59315274000.0,70674580000.0,49657920000.0,79510045000.0,75034980000.0,64973950000.0
2091.0,76584610000.0,42701324000.0,58693997000.0,70185980000.0,48684302000.0,79041480000.0,73549510000.0,64687677000.0
2092.0,74448445000.0,41640735000.0,58065895000.0,69708800000.0,48019223000.0,79021830000.0,73061250000.0,64015827000.0
2093.0,74227540000.0,40616227000.0,57489290000.0,69310734000.0,47165730000.0,78443830000.0,72603886000.0,64469012000.0
2094.0,73732645000.0,39860744000.0,56918696000.0,68736066000.0,46371670000.0,77793390000.0,72281390000.0,62970237000.0
2095.0,73202620000.0,38985940000.0,56427057000.0,68280054000.0,46165700000.0,77548220000.0,72268240000.0,62519886000.0
2096.0,72937420000.0,38444180000.0,55738765000.0,67787840000.0,45320544000.0,77452000000.0,71617880000.0,61992333000.0
2097.0,72617000000.0,37510337000.0,55085314000.0,67362490000.0,44403560000.0,76896260000.0,71246870000.0,61658350000.0
2098.0,72399570000.0,36718870000.0,54502756000.0,67002520000.0,43716420000.0,76265470000.0,70840460000.0,62051290000.0
2099.0,71972940000.0,35914830000.0,54000386000.0,66584110000.0,43139440000.0,76765440000.0,70415830000.0,61122980000.0
2100.0,71686870000.0,35030897000.0,53273313000.0,66421207000.0,42477797000.0,76136595000.0,70244530000.0,60368680000.0
