time,TAIESM1,UKESM1-0-LL,GFDL-ESM4,IITM-ESM,CESM2-WACCM,MRI-ESM2-0,KACE-1-0-G,MPI-ESM1-2-HR,IPSL-CM6A-LR
2013.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0
2014.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0
2015.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0
2016.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0
2017.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0
2018.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0
2019.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0
2020.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0
2021.0,2731865500000.0,2753360000000.0,2727133000000.0,2759790000000.0,2762114000000.0,2764621700000.0,2740345400000.0,2764023800000.0,2785579600000.0
2022.0,2731605500000.0,2700123300000.0,2693297900000.0,2757027700000.0,2764377000000.0,2727646000000.0,2716361300000.0,2758641000000.0,2765801000000.0
2023.0,2683630300000.0,2678595500000.0,2655651400000.0,2740615400000.0,2745112700000.0,2706058200000.0,2708127000000.0,2722788000000.0,2722120000000.0
2024.0,2685936600000.0,2614712900000.0,2645874000000.0,2741705400000.0,2714362700000.0,2676197200000.0,2665956200000.0,2702901000000.0,2677277500000.0
2025.0,2691711000000.0,2551900500000.0,2635782000000.0,2747692500000.0,2679651000000.0,2638456800000.0,2660214200000.0,2702459800000.0,2650035500000.0
2026.0,2662255800000.0,2502798000000.0,2580074000000.0,2727068000000.0,2672914600000.0,2615584500000.0,2662215500000.0,2690970000000.0,2621429500000.0
2027.0,2641576000000.0,2472276000000.0,2551952400000.0,2701649000000.0,2651536500000.0,2617419200000.0,2608601500000.0,2659826800000.0,2599893000000.0
2028.0,2632478600000.0,2450642700000.0,2537935300000.0,2685991000000.0,2618930200000.0,2590722200000.0,2585049700000.0,2638986300000.0,2574937500000.0
2029.0,2596141800000.0,2425800000000.0,2529151000000.0,2671687200000.0,2614506300000.0,2558026800000.0,2560890800000.0,2639172200000.0,2550020700000.0
2030.0,2580109900000.0,2408691500000.0,2501920000000.0,2673169700000.0,2600049800000.0,2579177100000.0,2538274800000.0,2632695700000.0,2523198000000.0
2031.0,2597320700000.0,2391055500000.0,2541013400000.0,2650973100000.0,2577139500000.0,2549896000000.0,2507502300000.0,2609349700000.0,2495348200000.0
2032.0,2543500100000.0,2363965600000.0,2544931700000.0,2638671500000.0,2552695600000.0,2525677200000.0,2503494300000.0,2601317300000.0,2461395300000.0
2033.0,2508014700000.0,2326748500000.0,2546102400000.0,2638293000000.0,2543231000000.0,2515970800000.0,2470289600000.0,2596829100000.0,2431838000000.0
2034.0,2499487700000.0,2265053000000.0,2507176400000.0,2621590000000.0,2502639200000.0,2474050600000.0,2416514200000.0,2586910000000.0,2385927500000.0
2035.0,2466894300000.0,2202667600000.0,2526311400000.0,2611392800000.0,2499688300000.0,2477643300000.0,2379010500000.0,2582087500000.0,2332339700000.0
2036.0,2437551000000.0,2154301100000.0,2525850000000.0,2607345800000.0,2480516400000.0,2462664000000.0,2351369300000.0,2552211400000.0,2317622400000.0
2037.0,2409520400000.0,2137284000000.0,2498332500000.0,2599700700000.0,2433280600000.0,2407152700000.0,2364225400000.0,2516118700000.0,2287504500000.0
2038.0,2397895400000.0,2101312000000.0,2481776200000.0,2597434400000.0,2390442400000.0,2382462500000.0,2332424100000.0,2471561500000.0,2235657000000.0
2039.0,2376768000000.0,2058415400000.0,2453049000000.0,2580631300000.0,2396149500000.0,2360581800000.0,2300782600000.0,2445095000000.0,2196932500000.0
2040.0,2337927000000.0,2027827400000.0,2423554800000.0,2574604600000.0,2363293000000.0,2336698700000.0,2267595400000.0,2435936700000.0,2171139000000.0
2041.0,2311116000000.0,1987194400000.0,2399902600000.0,2572122600000.0,2358686800000.0,2285486700000.0,2231251200000.0,2408859300000.0,2142750800000.0
2042.0,2315039300000.0,1934621900000.0,2376017600000.0,2539736500000.0,2339415000000.0,2241627000000.0,2218046000000.0,2409522300000.0,2115271900000.0
2043.0,2313878800000.0,1898546600000.0,2387309000000.0,2529478800000.0,2316037000000.0,2228152200000.0,2202703200000.0,2402335300000.0,2065736000000.0
2044.0,2271158700000.0,1851648000000.0,2371523700000.0,2523573000000.0,2295454000000.0,2213419700000.0,2193003000000.0,2362247700000.0,2034541300000.0
2045.0,2215132500000.0,1819528500000.0,2352896500000.0,2526418000000.0,2287928000000.0,2183652300000.0,2181351000000.0,2306799800000.0,1999727200000.0
2046.0,2178665500000.0,1767855600000.0,2323811100000.0,2505117000000.0,2254077700000.0,2157081100000.0,2116508800000.0,2291279600000.0,1969945800000.0
2047.0,2158712800000.0,1718765500000.0,2276122200000.0,2490230600000.0,2227136000000.0,2127945400000.0,2108894200000.0,2292415700000.0,1929632400000.0
2048.0,2141283200000.0,1679847500000.0,2270742400000.0,2461695200000.0,2188113200000.0,2088695000000.0,2063864400000.0,2274802500000.0,1890027700000.0
2049.0,2100058700000.0,1639534200000.0,2269653000000.0,2465410300000.0,2161525100000.0,2075099300000.0,2050271100000.0,2233988500000.0,1860987800000.0
2050.0,2068164600000.0,1588831200000.0,2250894200000.0,2450013300000.0,2127841700000.0,2042246600000.0,2012424200000.0,2225381300000.0,1829154300000.0
2051.0,2034377300000.0,1544054900000.0,2219341000000.0,2448506200000.0,2106390500000.0,2000427800000.0,1973307700000.0,2199817600000.0,1812996300000.0
2052.0,2000639500000.0,1496210100000.0,2191995700000.0,2440188700000.0,2086257700000.0,1966893200000.0,1939088000000.0,2200446400000.0,1776134100000.0
2053.0,1981358300000.0,1484671200000.0,2175121000000.0,2429448400000.0,2057943500000.0,1922963900000.0,1893665000000.0,2181099000000.0,1749908800000.0
2054.0,1940417700000.0,1444612900000.0,2166939600000.0,2404482000000.0,2023667400000.0,1882778600000.0,1852782700000.0,2153506800000.0,1729199500000.0
2055.0,1893416300000.0,1422256000000.0,2134455000000.0,2378389000000.0,1983938300000.0,1851659800000.0,1807453800000.0,2120011700000.0,1716586300000.0
2056.0,1867789400000.0,1397456100000.0,2133682200000.0,2362959500000.0,1969712300000.0,1839878900000.0,1775390400000.0,2092426300000.0,1716704400000.0
2057.0,1835110900000.0,1375090500000.0,2117611300000.0,2340652300000.0,1960561600000.0,1821948600000.0,1744722500000.0,2052634600000.0,1688441200000.0
2058.0,1796004000000.0,1346740800000.0,2074710000000.0,2334029000000.0,1934482700000.0,1816544800000.0,1737641800000.0,2037690300000.0,1659492800000.0
2059.0,1762944500000.0,1305028200000.0,2049970700000.0,2332234000000.0,1895791300000.0,1785051300000.0,1703223000000.0,2014418600000.0,1632145100000.0
2060.0,1745199200000.0,1278674500000.0,2018480600000.0,2311077200000.0,1874332400000.0,1745881000000.0,1669072300000.0,2013349500000.0,1601080700000.0
2061.0,1739042700000.0,1263690400000.0,1993683400000.0,2289351300000.0,1856175100000.0,1718148900000.0,1638643300000.0,1979472700000.0,1567296700000.0
2062.0,1717592700000.0,1240506300000.0,1948403600000.0,2283927000000.0,1836239600000.0,1703307000000.0,1615664300000.0,1940026300000.0,1543033500000.0
2063.0,1669957200000.0,1204821600000.0,1914542900000.0,2258839000000.0,1807635700000.0,1678684300000.0,1611083500000.0,1888612100000.0,1529419300000.0
2064.0,1655599100000.0,1171280400000.0,1883573800000.0,2232508200000.0,1771651900000.0,1635363300000.0,1575188400000.0,1875343700000.0,1521892300000.0
2065.0,1652831600000.0,1145943100000.0,1851208900000.0,2213652500000.0,1752583200000.0,1602431400000.0,1550200900000.0,1848842000000.0,1498042700000.0
2066.0,1627356500000.0,1127047000000.0,1822378400000.0,2197161000000.0,1730149400000.0,1572992000000.0,1525248800000.0,1869946700000.0,1472946400000.0
2067.0,1611523800000.0,1104425100000.0,1805180900000.0,2190202800000.0,1685014000000.0,1545731800000.0,1478616700000.0,1844463900000.0,1456762300000.0
2068.0,1588002800000.0,1093479900000.0,1764884000000.0,2185998800000.0,1669396700000.0,1516180500000.0,1463227600000.0,1819914100000.0,1429058200000.0
2069.0,1583237200000.0,1064177430000.0,1735500000000.0,2158587400000.0,1653548800000.0,1496695200000.0,1444982700000.0,1789973800000.0,1397945100000.0
2070.0,1564467300000.0,1048089900000.0,1698884400000.0,2133931600000.0,1626914600000.0,1471003500000.0,1440237700000.0,1753995800000.0,1366487000000.0
2071.0,1535774200000.0,1038803400000.0,1670806500000.0,2128999700000.0,1612922500000.0,1433904300000.0,1415521500000.0,1720354200000.0,1347517300000.0
2072.0,1512292200000.0,1010552860000.0,1652494200000.0,2111462200000.0,1616366000000.0,1416471200000.0,1389822700000.0,1725207300000.0,1329038900000.0
2073.0,1483386900000.0,976692450000.0,1627805500000.0,2096464900000.0,1582355600000.0,1389570600000.0,1366860800000.0,1710555900000.0,1301802800000.0
2074.0,1440568800000.0,956835360000.0,1607810400000.0,2079085000000.0,1560622100000.0,1378840600000.0,1351588900000.0,1704284900000.0,1274325600000.0
2075.0,1421004900000.0,930638500000.0,1577791000000.0,2067290800000.0,1545148600000.0,1361679400000.0,1327712000000.0,1668777800000.0,1247137600000.0
2076.0,1423545300000.0,908604100000.0,1557820000000.0,2064427800000.0,1530189200000.0,1358707300000.0,1321576800000.0,1642077700000.0,1222364600000.0
2077.0,1377511500000.0,885651000000.0,1537333700000.0,2046401400000.0,1516877600000.0,1345724400000.0,1309295600000.0,1603785600000.0,1205935800000.0
2078.0,1341377200000.0,864271340000.0,1518701200000.0,2017170600000.0,1499206100000.0,1317953000000.0,1311070100000.0,1551463200000.0,1183856200000.0
2079.0,1314116600000.0,840290500000.0,1488179300000.0,2014637200000.0,1478737100000.0,1292880800000.0,1276947900000.0,1523668500000.0,1169581900000.0
2080.0,1286679800000.0,814703640000.0,1481847700000.0,2004225100000.0,1459594200000.0,1285910200000.0,1266597400000.0,1493035600000.0,1147819900000.0
2081.0,1277911100000.0,804089600000.0,1462554900000.0,2001051200000.0,1441914700000.0,1265879900000.0,1254671600000.0,1458716100000.0,1131110200000.0
2082.0,1240923900000.0,793010700000.0,1433592100000.0,1994285500000.0,1427810800000.0,1260968900000.0,1221475200000.0,1438963200000.0,1111279000000.0
2083.0,1209753500000.0,773387850000.0,1404401700000.0,1977208300000.0,1408361300000.0,1244385900000.0,1218202600000.0,1422999600000.0,1091807600000.0
2084.0,1184795700000.0,748774750000.0,1378388400000.0,1962571700000.0,1413974000000.0,1230211100000.0,1195110600000.0,1384265000000.0,1069869600000.0
2085.0,1172912500000.0,724426000000.0,1352586200000.0,1943429200000.0,1387653100000.0,1215495300000.0,1176915500000.0,1370992400000.0,1047104800000.0
2086.0,1142514600000.0,702362800000.0,1330357900000.0,1939999800000.0,1356588100000.0,1203962400000.0,1158098500000.0,1347165500000.0,1027926460000.0
2087.0,1114243600000.0,681241800000.0,1310506700000.0,1924343300000.0,1347316900000.0,1188677000000.0,1153465500000.0,1328349600000.0,1003340040000.0
2088.0,1097812540000.0,659021230000.0,1291125900000.0,1909263800000.0,1343778200000.0,1179670800000.0,1140008000000.0,1307382400000.0,982949100000.0
2089.0,1069065200000.0,642844500000.0,1269779400000.0,1883900700000.0,1332268500000.0,1159793900000.0,1122252400000.0,1291692700000.0,969237860000.0
2090.0,1048520700000.0,618262700000.0,1244078700000.0,1870716700000.0,1321558900000.0,1148974500000.0,1100681800000.0,1293294900000.0,951487600000.0
2091.0,1029616570000.0,604304970000.0,1230509700000.0,1869497400000.0,1301678100000.0,1125914100000.0,1099805400000.0,1281790700000.0,936318200000.0
2092.0,1002667050000.0,588891160000.0,1216879100000.0,1867813600000.0,1271737100000.0,1099481800000.0,1093080100000.0,1268983700000.0,919943400000.0
2093.0,973745200000.0,577558540000.0,1199992700000.0,1852156800000.0,1256266100000.0,1078637560000.0,1073323000000.0,1244555400000.0,904685600000.0
2094.0,957589100000.0,567741200000.0,1173610600000.0,1848429100000.0,1248209500000.0,1077938600000.0,1062875500000.0,1227796100000.0,893497600000.0
2095.0,931654400000.0,551756400000.0,1148834000000.0,1818939800000.0,1227534200000.0,1061463200000.0,1046508600000.0,1201470400000.0,874427450000.0
2096.0,906299970000.0,531276760000.0,1130731900000.0,1808208500000.0,1222170900000.0,1040605600000.0,1040728060000.0,1183192300000.0,859592100000.0
2097.0,877128000000.0,523561470000.0,1109101900000.0,1787957700000.0,1197786700000.0,1040016800000.0,1033099740000.0,1164865700000.0,843235400000.0
2098.0,854145300000.0,508498050000.0,1088404260000.0,1776005500000.0,1178387900000.0,1030799950000.0,1018792250000.0,1157603300000.0,835891600000.0
2099.0,839963700000.0,493776930000.0,1069353140000.0,1754260200000.0,1160794600000.0,1022268340000.0,1005031060000.0,1149853500000.0,814290440000.0
2100.0,820051500000.0,475876200000.0,1049957400000.0,1744733500000.0,1150404100000.0,1013696500000.0,998793500000.0,1141465500000.0,800157300000.0
