time,CESM2-WACCM,ACCESS-CM2,CAMS-CSM1-0,CANESM5,EC-EARTH3-VEG,ACCESS-ESM1-5,IPSL-CM6A-LR,INM-CM4-8,NORESM2-MM,INM-CM5-0,EC-EARTH3,CESM2,GFDL-ESM4,MPI-ESM1-2-HR,TAIESM1,BCC-CSM2-MR,FGOALS-F3-L,CMCC-CM2-SR5,MRI-ESM2-0
2010.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0
2011.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0
2012.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0
2013.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0
2014.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0
2015.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0
2016.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0
2017.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0
2018.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0
2019.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0
2020.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0
2021.0,33641683000.0,33791177000.0,33703498000.0,33748783000.0,33642258000.0,33650805000.0,33680654000.0,33758337000.0,33707729000.0,33624190000.0,33623517000.0,33612570000.0,33629383000.0,33591226000.0,33895522000.0,33651680000.0,33833520000.0,33881090000.0,33704096000.0
2022.0,33578890000.0,33893650000.0,33661714000.0,33524517000.0,33580487000.0,33623302000.0,33916369000.0,33643831000.0,33902053000.0,33533178000.0,33461832000.0,33516124000.0,33717900000.0,33778127000.0,33629022000.0,33586946000.0,33805017000.0,33733534000.0,33678694000.0
2023.0,33478630000.0,33588950000.0,33722302000.0,33383102000.0,33615262000.0,33490256000.0,33981514000.0,33544240000.0,33605171000.0,33566202000.0,33366730000.0,33446519000.0,33581486000.0,33579530000.0,33511254000.0,33537962000.0,33680250000.0,33615493000.0,33526198000.0
2024.0,33401915000.0,33485462000.0,34009141000.0,33246919000.0,33805232000.0,33431968000.0,33642870000.0,33619356000.0,33593653000.0,33602419000.0,33194877000.0,33386842000.0,33496916000.0,33444831000.0,34121470000.0,33511508000.0,33610734000.0,33498910000.0,33444178000.0
2025.0,33350537000.0,33459620000.0,33810153000.0,33081008000.0,33573229000.0,33347630000.0,33545890000.0,33458340000.0,33503238000.0,33509007000.0,33055435000.0,33370681000.0,33431818000.0,33363642000.0,33639231000.0,33423354000.0,33554661000.0,33417712000.0,33382414000.0
2026.0,33209014000.0,34801220000.0,33657256000.0,32875094000.0,33444008000.0,33252952000.0,33434580000.0,33384344000.0,33481220000.0,33538777000.0,33081696000.0,33253183000.0,33406417000.0,33220694000.0,33430188000.0,33395292000.0,33498970000.0,33617697000.0,33308154000.0
2027.0,33145039000.0,33742242000.0,33516909000.0,33671209000.0,33289208000.0,33168628000.0,33355153000.0,33378447000.0,33373702000.0,33395890000.0,32871627000.0,33166762000.0,33353482000.0,33100427000.0,33377106000.0,33328150000.0,33411836000.0,33630980000.0,33158834000.0
2028.0,33026918000.0,33738100000.0,33477777000.0,32745705000.0,33276946000.0,33033335000.0,33283160000.0,33278243000.0,33301647000.0,33246790000.0,32719483000.0,33162293000.0,33270327000.0,33029245000.0,33249712000.0,33199073000.0,33505060000.0,33284960000.0,33041496000.0
2029.0,33057448000.0,33420646000.0,33372883000.0,32466432000.0,33092846000.0,32939024000.0,33139683000.0,33258756000.0,33219641000.0,33150648000.0,32513070000.0,33025016000.0,33363610000.0,32924164000.0,33414316000.0,33165457000.0,33325439000.0,33203692000.0,32967270000.0
2030.0,32809693000.0,33287741000.0,33274770000.0,32211493000.0,33010782000.0,32883450000.0,33065794000.0,33163418000.0,33113334000.0,33022253000.0,32232520000.0,33019357000.0,33114829000.0,32803187000.0,33034488000.0,32990188000.0,33198592000.0,33255897000.0,32887294000.0
2031.0,32737853000.0,33181880000.0,33574320000.0,31933952000.0,32817551000.0,32793252000.0,32988040000.0,33126124000.0,32972118000.0,32838908000.0,31936573000.0,32807471000.0,33054157000.0,33007570000.0,32877330000.0,33121444000.0,33171143000.0,33287640000.0,32756806000.0
2032.0,32632046000.0,33137242000.0,33218280000.0,31682843000.0,33015261000.0,32650932000.0,32859087000.0,33075618000.0,32901765000.0,32644311000.0,31647396000.0,32651340000.0,32963828000.0,32695622000.0,32690827000.0,32856177000.0,33109144000.0,33315834000.0,32690145000.0
2033.0,32428390000.0,32963238000.0,33102477000.0,31352830000.0,32756865000.0,32488040000.0,32739996000.0,33020535000.0,32806748000.0,32468466000.0,31447010000.0,32533445000.0,32875010000.0,32532378000.0,32487864000.0,32707238000.0,33014542000.0,33023030000.0,32491295000.0
2034.0,32367874000.0,32899780000.0,33002783000.0,31161969000.0,32709882000.0,32314870000.0,32567777000.0,32879581000.0,32640297000.0,32347690000.0,31135615000.0,32299874000.0,32965964000.0,32394332000.0,32385118000.0,32565877000.0,32864131000.0,32869468000.0,32307320000.0
2035.0,32748337000.0,32725991000.0,32930185000.0,30610215000.0,32446659000.0,32070398000.0,32398340000.0,33040441000.0,32532183000.0,32220160000.0,30678622000.0,32171053000.0,32711027000.0,32333007000.0,32295672000.0,32445903000.0,32718459000.0,32781572000.0,32149891000.0
2036.0,32476985000.0,32522002000.0,32864207000.0,30231955000.0,32349843000.0,31887800000.0,32296108000.0,32842605000.0,32483437000.0,31964318000.0,30272512000.0,32054794000.0,32592470000.0,32206387000.0,32004325000.0,32287263000.0,32510953000.0,32584667000.0,31969575000.0
2037.0,32123720000.0,32391027000.0,33514860000.0,29815880000.0,32212560000.0,31651360000.0,32131367000.0,32782115000.0,32201933000.0,31750855000.0,29935976000.0,31808156000.0,32496181000.0,32044853000.0,31716340000.0,32181471000.0,32297270000.0,32405190000.0,31789640000.0
2038.0,31906134000.0,32320348000.0,32890016000.0,29441028000.0,32036710000.0,31466316000.0,31992017000.0,32632721000.0,32082135000.0,31564593000.0,29398591000.0,31609358000.0,32444970000.0,31842390000.0,31385238000.0,32119750000.0,32155865000.0,32247818000.0,31511003000.0
2039.0,31664046000.0,32106144000.0,32665684000.0,28741310000.0,31815516000.0,31491340000.0,31734000000.0,32474130000.0,31907160000.0,31314637000.0,28952418000.0,31476976000.0,32218434000.0,31768175000.0,31085070000.0,31825986000.0,32046938000.0,32097104000.0,31213144000.0
2040.0,31384795000.0,31818947000.0,32686453000.0,29323821000.0,31402105000.0,31115174000.0,31481230000.0,32333308000.0,31744354000.0,31104422000.0,28391008000.0,31239506000.0,32089170000.0,31464153000.0,30771680000.0,31559166000.0,31871476000.0,31870890000.0,31064814000.0
2041.0,31052952000.0,31644133000.0,32571156000.0,28303952000.0,31199220000.0,30906649000.0,31153523000.0,32174074000.0,31603225000.0,30823170000.0,27996277000.0,30983268000.0,31933665000.0,31221725000.0,30552450000.0,31388256000.0,31845825000.0,31680162000.0,30732098000.0
2042.0,30865291000.0,31401785000.0,32483383000.0,27653896000.0,30868250000.0,30735014000.0,30858990000.0,32006502000.0,31452748000.0,30589700000.0,27627643000.0,30738794000.0,31775780000.0,31135877000.0,30629325000.0,31100387000.0,31669377000.0,31449065000.0,30427900000.0
2043.0,30570242000.0,31103359000.0,32285254000.0,27075047000.0,30534780000.0,30391824000.0,30562263000.0,31855557000.0,31181949000.0,30283921000.0,26931294000.0,30449203000.0,31570821000.0,30916835000.0,30097666000.0,30812088000.0,31427703000.0,31864721000.0,30142454000.0
2044.0,30268092000.0,30825363000.0,32160537000.0,26604175000.0,30313554000.0,30167460000.0,30321426000.0,31731053000.0,30954820000.0,29997763000.0,26350825000.0,30012772000.0,31349680000.0,30697918000.0,29675616000.0,30511999000.0,31291660000.0,31532708000.0,29822693000.0
2045.0,29947087000.0,30545940000.0,31973510000.0,27520076000.0,30006802000.0,29906416000.0,30014630000.0,31618126000.0,30731993000.0,29751116000.0,25833216000.0,29764186000.0,31231756000.0,30442734000.0,29276457000.0,30198764000.0,30947658000.0,31027320000.0,29445108000.0
2046.0,29694521000.0,30256230000.0,31836287000.0,26772445000.0,29501247000.0,29730193000.0,29756832000.0,31664552000.0,30545529000.0,29742311000.0,25504543000.0,29588519000.0,31034585000.0,30176565000.0,28985342000.0,29977967000.0,30648150000.0,30648790000.0,29037787000.0
2047.0,29332593000.0,29781103000.0,31773946000.0,25493664000.0,29045754000.0,29424263000.0,29433210000.0,31342436000.0,30279660000.0,29352432000.0,24936718000.0,29261902000.0,30837470000.0,29911010000.0,28500754000.0,29549316000.0,30409794000.0,30351639000.0,28625973000.0
2048.0,29062332000.0,29389492000.0,31570560000.0,24996637000.0,28652978000.0,28980406000.0,29096714000.0,31141600000.0,29980733000.0,29021835000.0,24527286000.0,28959095000.0,30673986000.0,29603950000.0,28030927000.0,29127782000.0,30059792000.0,30128888000.0,28224092000.0
2049.0,28774906000.0,29108950000.0,31370783000.0,24363411000.0,28177705000.0,28587581000.0,28803195000.0,31162577000.0,29728408000.0,28828412000.0,24033448000.0,28381570000.0,30514688000.0,29339492000.0,27647076000.0,28770218000.0,29771620000.0,29768004000.0,27769901000.0
2050.0,28505264000.0,28763351000.0,31207062000.0,23944663000.0,27705210000.0,28281741000.0,28476840000.0,30847700000.0,29447272000.0,28631294000.0,23435899000.0,28080906000.0,30262344000.0,29020120000.0,27698594000.0,28388348000.0,29476299000.0,29772610000.0,27388080000.0
2051.0,28142019000.0,28290832000.0,30983540000.0,23442397000.0,27259795000.0,27905612000.0,28069673000.0,30636192000.0,29102926000.0,28247372000.0,22991421000.0,27680480000.0,29965365000.0,28646881000.0,26933633000.0,27950350000.0,29090906000.0,29200273000.0,27006865000.0
2052.0,27643470000.0,27876524000.0,30805017000.0,22903090000.0,26579534000.0,27565957000.0,27743998000.0,30411672000.0,28710558000.0,27826328000.0,22411043000.0,27160381000.0,29688519000.0,28323977000.0,26500516000.0,27481813000.0,28609946000.0,28930648000.0,26624385000.0
2053.0,27165473000.0,27669496000.0,30615810000.0,22379618000.0,25957310000.0,27215827000.0,27346790000.0,30193193000.0,28630565000.0,27522036000.0,21986101000.0,26810560000.0,29385624000.0,27946300000.0,26082400000.0,27028787000.0,28316367000.0,28428642000.0,26037540000.0
2054.0,26916805000.0,27365830000.0,30465473000.0,21768559000.0,25383188000.0,26917999000.0,26919629000.0,30158910000.0,28239196000.0,27359529000.0,21475570000.0,26413232000.0,29186677000.0,27594373000.0,25543807000.0,26488010000.0,28130330000.0,27999537000.0,25746990000.0
2055.0,26508601000.0,26902876000.0,30284182000.0,21218339000.0,24838332000.0,26613783000.0,26536536000.0,29907100000.0,27870865000.0,27062080000.0,20861137000.0,26126557000.0,28870236000.0,27317973000.0,25130130000.0,26022443000.0,27655197000.0,27568910000.0,25241990000.0
2056.0,26023840000.0,26522771000.0,29991369000.0,20648657000.0,24334285000.0,26330845000.0,26150742000.0,29634587000.0,27485247000.0,26735831000.0,20328258000.0,25727750000.0,28590535000.0,26894852000.0,24913486000.0,25419190000.0,27347479000.0,27351680000.0,24803574000.0
2057.0,25930658000.0,26236050000.0,29850331000.0,20152056000.0,23647506000.0,25948445000.0,25811007000.0,29437985000.0,27131542000.0,26512740000.0,20044593000.0,25275048000.0,28317084000.0,26551585000.0,24217696000.0,24861022000.0,26934241000.0,26930188000.0,24469354000.0
2058.0,25427243000.0,25891955000.0,29494817000.0,19808710000.0,23040930000.0,25566521000.0,25346157000.0,29163045000.0,26723518000.0,26164027000.0,19466596000.0,24747903000.0,28063758000.0,26271031000.0,23668783000.0,24311628000.0,26515937000.0,26371398000.0,24023382000.0
2059.0,24950612000.0,25575557000.0,29293281000.0,19232084000.0,22571430000.0,25123764000.0,24884822000.0,29083075000.0,26346440000.0,25842584000.0,19028554000.0,24211081000.0,27572079000.0,25992923000.0,23130290000.0,23635810000.0,26148223000.0,25929556000.0,23604429000.0
2060.0,24531085000.0,25228780000.0,29010924000.0,18782610000.0,21968462000.0,25024817000.0,24387174000.0,28707203000.0,26029713000.0,25506286000.0,18500129000.0,23716727000.0,27160068000.0,25766009000.0,22602123000.0,23059704000.0,25776837000.0,25476725000.0,23214467000.0
2061.0,24115378000.0,24887990000.0,28750010000.0,18412288000.0,21343914000.0,24423725000.0,24068289000.0,28422584000.0,25675594000.0,25263972000.0,17945747000.0,23484480000.0,26703292000.0,25478955000.0,22125070000.0,22420654000.0,25400162000.0,25081369000.0,22811101000.0
2062.0,23784624000.0,24509133000.0,28446833000.0,17866020000.0,20761235000.0,23993362000.0,23667446000.0,28261681000.0,25325222000.0,24934894000.0,17336220000.0,23130910000.0,26378240000.0,25105183000.0,21692895000.0,21777684000.0,24991318000.0,24645780000.0,22362900000.0
2063.0,23582370000.0,24097464000.0,28179730000.0,17535554000.0,20239698000.0,23665525000.0,23305978000.0,27968901000.0,24894953000.0,24579660000.0,16790047000.0,22729376000.0,26104848000.0,24738585000.0,21251928000.0,21166293000.0,24758954000.0,24207223000.0,21916336000.0
2064.0,23097952000.0,23808280000.0,27836824000.0,17020304000.0,19754287000.0,23329366000.0,22936635000.0,27709458000.0,24531165000.0,24301470000.0,16343511000.0,22204076000.0,25751114000.0,24422218000.0,20710520000.0,20577085000.0,24461404000.0,23737715000.0,21343975000.0
2065.0,22717878000.0,23368250000.0,27646601000.0,16557797000.0,19085980000.0,22957373000.0,22535174000.0,27461054000.0,24174910000.0,23894274000.0,15837293000.0,21649930000.0,25429062000.0,24019182000.0,20156980000.0,20012685000.0,24117215000.0,23235277000.0,21027496000.0
2066.0,22361698000.0,22943200000.0,27348396000.0,15947625000.0,18502790000.0,22562322000.0,22093046000.0,27200487000.0,23853408000.0,23592456000.0,15310553000.0,21267230000.0,25099327000.0,23867050000.0,19710300000.0,19439393000.0,23787297000.0,22734141000.0,20722987000.0
2067.0,21968497000.0,22581815000.0,26991700000.0,15456519000.0,18074235000.0,22067048000.0,21731932000.0,26911042000.0,23428233000.0,23272317000.0,14829426000.0,20810334000.0,24768915000.0,23463131000.0,19174093000.0,18731153000.0,23347143000.0,22225814000.0,20339448000.0
2068.0,21463595000.0,22107126000.0,26674223000.0,15090048000.0,17394635000.0,21653250000.0,21348704000.0,26675202000.0,23074423000.0,22981257000.0,14504270000.0,20381813000.0,24347947000.0,23138068000.0,18535354000.0,18114857000.0,22795846000.0,21803786000.0,19896433000.0
2069.0,21121940000.0,21843988000.0,26401575000.0,14636760000.0,16958600000.0,21246425000.0,20998830000.0,26378238000.0,22612191000.0,22725829000.0,14026671000.0,19882467000.0,23893650000.0,22933893000.0,18090736000.0,17491053000.0,22476845000.0,21521910000.0,19577340000.0
2070.0,20666073000.0,21390442000.0,26066715000.0,14314580000.0,16486320000.0,20825776000.0,20544446000.0,25923033000.0,22283010000.0,22396113000.0,13647572000.0,19455390000.0,23572234000.0,22603643000.0,17605454000.0,16979982000.0,22108533000.0,21006889000.0,19256904000.0
2071.0,20264225000.0,21002748000.0,25828516000.0,13926815000.0,15902548000.0,20344748000.0,20175559000.0,25661987000.0,21863379000.0,22063862000.0,13205649000.0,18978195000.0,23234089000.0,22384253000.0,17180550000.0,16355654000.0,21716775000.0,20553228000.0,18822443000.0
2072.0,19855548000.0,20603800000.0,25487766000.0,13579711000.0,15306845000.0,19921385000.0,19812413000.0,25552937000.0,21513347000.0,21754130000.0,12809223000.0,18515700000.0,23039460000.0,21909938000.0,16793183000.0,15802211000.0,21285759000.0,20063290000.0,18449023000.0
2073.0,19432190000.0,20179354000.0,25155047000.0,13217161000.0,14872574000.0,19530672000.0,19372597000.0,25319135000.0,21187800000.0,21737611000.0,12391358000.0,18177070000.0,22586898000.0,21562800000.0,16267461000.0,15152878000.0,20914846000.0,19563430000.0,18220180000.0
2074.0,18994440000.0,19707763000.0,24936800000.0,13011990000.0,14519168000.0,19071418000.0,19011252000.0,24844430000.0,20899162000.0,21266268000.0,11927404000.0,17742338000.0,22288159000.0,21259926000.0,15840481000.0,14765914000.0,20481352000.0,19195623000.0,17946171000.0
2075.0,18596674000.0,19280000000.0,24883993000.0,12768650000.0,13897230000.0,18583476000.0,18668435000.0,24588730000.0,20472302000.0,20993894000.0,11613019000.0,17257478000.0,22002530000.0,20830435000.0,15479771000.0,14142879000.0,19980775000.0,18589843000.0,17584329000.0
2076.0,18322866000.0,18719965000.0,24532388000.0,12429096000.0,13377289000.0,17948074000.0,18260636000.0,24307431000.0,20040653000.0,20656460000.0,11239130000.0,16884707000.0,21580335000.0,20434051000.0,15062906000.0,13631361000.0,19557777000.0,18084643000.0,17212410000.0
2077.0,17880103000.0,18258890000.0,24157604000.0,12148616000.0,12988875000.0,17434161000.0,17829829000.0,24020697000.0,19671120000.0,20316418000.0,10953539000.0,16450363000.0,21227910000.0,20047428000.0,14563535000.0,13091557000.0,19215985000.0,17542093000.0,16910396000.0
2078.0,17427745000.0,17757047000.0,23772826000.0,11946490000.0,12564247000.0,17106430000.0,17477894000.0,23782863000.0,19340564000.0,20044950000.0,10549433000.0,16072961000.0,20879542000.0,19710510000.0,14202530000.0,12724616000.0,18777210000.0,16934184000.0,16571768000.0
2079.0,17010655000.0,17317478000.0,23467483000.0,11749710000.0,12045193000.0,16657567000.0,17079185000.0,23483902000.0,18990064000.0,19687004000.0,10231878000.0,15633990000.0,20474604000.0,19338625000.0,13900728000.0,12342193000.0,18359816000.0,16513443000.0,16223656000.0
2080.0,16679966000.0,16920104000.0,23279286000.0,11530294000.0,11656954000.0,16168585000.0,16598767000.0,23071590000.0,18534610000.0,19365771000.0,9823695000.0,15287057000.0,20060340000.0,18894250000.0,13561563000.0,11873615000.0,17796538000.0,16056994000.0,15910157000.0
2081.0,16424387000.0,16389555000.0,22950281000.0,11399757000.0,11163992000.0,15757065000.0,16233909000.0,22805987000.0,18183694000.0,19090299000.0,9353507000.0,14916039000.0,19634543000.0,18563467000.0,13196320000.0,11438930000.0,17214267000.0,15474467000.0,15655828000.0
2082.0,15965031000.0,15978301000.0,22666520000.0,11443717000.0,10738561000.0,15430255000.0,15826023000.0,22481734000.0,17821194000.0,18826970000.0,8983272000.0,14593890000.0,19252371000.0,18266935000.0,12912172000.0,11071029000.0,16741320000.0,14984030000.0,15352605000.0
2083.0,15501155000.0,15475414000.0,22354910000.0,10937221000.0,10259217000.0,15013841000.0,15419761000.0,22167968000.0,17470038000.0,18520037000.0,8689546000.0,14265116000.0,18905997000.0,17891959000.0,12585057000.0,10650592000.0,16353163000.0,14499132000.0,15210104000.0
2084.0,15182842000.0,15081420000.0,21957526000.0,10700439000.0,9792722000.0,14583032000.0,15021557000.0,21842608000.0,17087988000.0,18200179000.0,8360832000.0,13952507000.0,18478905000.0,17459814000.0,12223712000.0,10307042000.0,15849236000.0,14157198000.0,14813662000.0
2085.0,14826806000.0,14785548000.0,21569841000.0,10527370000.0,9364011000.0,14224143000.0,14626781000.0,21903670000.0,16811990000.0,17998133000.0,8036012000.0,13585756000.0,18101020000.0,17128235000.0,11830766000.0,10065032000.0,15436635000.0,13814225000.0,14539545000.0
2086.0,14529788000.0,14258809000.0,21232011000.0,10331268000.0,8975290000.0,13845097000.0,14150428000.0,21278796000.0,16433074000.0,17661764000.0,7645650000.0,13230160000.0,17742428000.0,16696519000.0,11568721000.0,9857337000.0,15048659000.0,13466283000.0,14264034000.0
2087.0,14224472000.0,13934192000.0,20856498000.0,10112034000.0,8539143700.0,13586395000.0,13758518000.0,20991894000.0,16123709000.0,17372785000.0,7327379500.0,12923760000.0,17377590000.0,16397446000.0,11223884000.0,9540382000.0,14686006000.0,13006611000.0,14001718000.0
2088.0,13918594000.0,13773532000.0,20485610000.0,9983862000.0,8241363500.0,13250147000.0,13212937000.0,20795292000.0,15763131000.0,17061189000.0,6908754000.0,12616438000.0,17008710000.0,15979127000.0,10954530000.0,9241361000.0,14280847000.0,12657447000.0,13771322000.0
2089.0,13646865000.0,13352636000.0,20294590000.0,9745362000.0,7822043000.0,12840662000.0,12828233000.0,20580182000.0,15475907000.0,16756109000.0,6622144500.0,12334039000.0,16616704000.0,15581778000.0,10629317000.0,8906179000.0,13918588000.0,12332522000.0,13506694000.0
2090.0,13382320000.0,13048092000.0,20267766000.0,9450984000.0,7463063600.0,12496238000.0,12430958000.0,20259068000.0,15181418000.0,16548346000.0,6319041000.0,12100764000.0,16260027000.0,15209164000.0,10249760000.0,8708659000.0,13479736000.0,12008651000.0,13260160000.0
2091.0,12998726000.0,12680510000.0,19844580000.0,9262381000.0,7154637000.0,12148421000.0,11980844000.0,19989303000.0,14806075000.0,16246142000.0,5943214000.0,11751245000.0,15915027000.0,14918863000.0,10012729000.0,8531980300.0,13037289000.0,11690288000.0,12988973000.0
2092.0,12614522000.0,12326913000.0,19492155000.0,9097686000.0,6878016000.0,11883854000.0,11466513000.0,19676537000.0,14542668000.0,16082399000.0,5708841000.0,11479105000.0,15612971000.0,14629951000.0,9694841000.0,8250787300.0,12746856000.0,11409243000.0,12748984000.0
2093.0,12262566000.0,11878716000.0,19199377000.0,8890714000.0,6480092000.0,11540638000.0,10942750000.0,19399719000.0,14220056000.0,15919132000.0,5352228000.0,11225570000.0,15251127000.0,14212412000.0,9343457000.0,7981116000.0,12370639000.0,11132680000.0,12481839000.0
2094.0,11976045000.0,11642040000.0,18879994000.0,8714623000.0,6115154400.0,11205572000.0,10475376000.0,19133368000.0,13982585000.0,15654362000.0,5088011300.0,10947259000.0,14816665000.0,13905597000.0,9075677000.0,7738560000.0,12001038000.0,10963509000.0,12204490000.0
2095.0,11769430000.0,11331228000.0,18519226000.0,8553627600.0,5666030600.0,10896842000.0,10057322000.0,18833037000.0,13706665000.0,15433294000.0,4852663000.0,10629359000.0,14665975000.0,13582335000.0,8891758000.0,7482309600.0,11669842000.0,10639157000.0,11935856000.0
2096.0,11487530000.0,11030733000.0,18278770000.0,8338363000.0,5458812400.0,10647463000.0,9517635000.0,18508048000.0,13447886000.0,15155481000.0,4668683000.0,10350696000.0,14367034000.0,13302137000.0,8580823000.0,7264919600.0,11367210000.0,10381469000.0,11693531000.0
2097.0,11284840000.0,10817327000.0,17890440000.0,8173630500.0,5166539300.0,10365374000.0,9126097000.0,18281687000.0,13208831000.0,14851042000.0,4472222700.0,10109269000.0,13982249000.0,13009110000.0,8375534600.0,7077382000.0,11117470000.0,10000222000.0,11463216000.0
