time,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2050.0,28239194000.0,28408037000.0,23248482000.0,26830977000.0
2051.0,27846167000.0,28110764000.0,23282391000.0,26489068000.0
2052.0,27552336000.0,27824351000.0,22816670000.0,25999200000.0
2053.0,27206152000.0,27472781000.0,22303386000.0,25544740000.0
2054.0,26936370000.0,27197831000.0,22152866000.0,25273844000.0
2055.0,26587482000.0,26868531000.0,21454790000.0,24795711000.0
2056.0,26508920000.0,26621993000.0,20826022000.0,24498400000.0
2057.0,26101828000.0,26273073000.0,20327256000.0,24090393000.0
2058.0,25823883000.0,25950233000.0,19963767000.0,23788427000.0
2059.0,25729726000.0,25611293000.0,19556215000.0,23415880000.0
2060.0,25231800000.0,25257912000.0,19206017000.0,23062960000.0
2061.0,24898687000.0,24953754000.0,18876924000.0,22657220000.0
2062.0,24574839000.0,24587524000.0,18563566000.0,22491193000.0
2063.0,24479370000.0,24284940000.0,18202540000.0,22267513000.0
2064.0,24172868000.0,24049236000.0,17995770000.0,22138251000.0
2065.0,23841976000.0,23835308000.0,17606822000.0,21798859000.0
2066.0,23518427000.0,23599653000.0,17829640000.0,21601530000.0
2067.0,23205016000.0,23317873000.0,17276746000.0,21382658000.0
2068.0,22955973000.0,23199537000.0,16788023000.0,21154148000.0
2069.0,22715146000.0,22953726000.0,16347534000.0,20954040000.0
2070.0,22471004000.0,22743253000.0,16055033000.0,20746465000.0
2071.0,22260744000.0,22500430000.0,16403655000.0,20549910000.0
2072.0,21930136000.0,22271510000.0,16280300000.0,20404525000.0
2073.0,21753540000.0,22110593000.0,15651071000.0,20196753000.0
2074.0,21590150000.0,21853843000.0,15321636000.0,20088046000.0
2075.0,22296467000.0,21743686000.0,14979642000.0,19867013000.0
2076.0,21282070000.0,21467540000.0,15030217000.0,19694086000.0
2077.0,21003764000.0,21270393000.0,14663159000.0,19761461000.0
2078.0,20856365000.0,21096310000.0,15278626000.0,19481537000.0
2079.0,20685212000.0,20928612000.0,14370479000.0,19371635000.0
2080.0,20496042000.0,20879118000.0,14436164000.0,19195693000.0
2081.0,20713388000.0,20553939000.0,14026678000.0,19020931000.0
2082.0,20834003000.0,20420608000.0,13861370000.0,18875185000.0
2083.0,20358752000.0,20174107000.0,14276252000.0,18767356000.0
2084.0,20020277000.0,20019403000.0,16815328000.0,18587760000.0
2085.0,19925676000.0,19809976000.0,15268083000.0,18518071000.0
2086.0,19752212000.0,19753542000.0,14678541000.0,18451284000.0
2087.0,20153831000.0,19650214000.0,14303008000.0,18244575000.0
2088.0,19839298000.0,19432604000.0,18177460000.0,19199100000.0
2089.0,19480009000.0,19307670000.0,15431532000.0,18408253000.0
2090.0,19458628000.0,19363342000.0,14072064000.0,18155651000.0
2091.0,19271178000.0,19548969000.0,13706364000.0,18242611000.0
2092.0,19164383000.0,19090700000.0,13597824000.0,18465425000.0
2093.0,19067690000.0,18870830000.0,13536431000.0,17975237000.0
2094.0,19027771000.0,18725028000.0,13351784000.0,17919412000.0
2095.0,18964335000.0,18619427000.0,13230693000.0,18034805000.0
2096.0,18983640000.0,18484062000.0,13625470000.0,18111349000.0
2097.0,18832876000.0,18371885000.0,13123355000.0,17608436000.0
2098.0,18592784000.0,18436284000.0,13173836000.0,17611547000.0
2099.0,18510210000.0,18365704000.0,13029582000.0,17882374000.0
2100.0,18454227000.0,18225107000.0,13157914000.0,18238069000.0
