time,GFDL-ESM4,MPI-ESM1-2-HR,BCC-CSM2-MR,FGOALS-F3-L,CMCC-CM2-SR5,MRI-ESM2-0,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,NORESM2-MM,EC-EARTH3,CESM2
2013.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0
2014.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0
2015.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0
2016.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0
2017.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0
2018.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0
2019.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0
2020.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0
2021.0,33614086000.0,33759769000.0,33699502000.0,33612646000.0,33698589000.0,33714915000.0,33676794000.0,33659080000.0,33742866000.0,33755744000.0,33987178000.0,33670881000.0,33598919000.0,33690874000.0
2022.0,33543617000.0,33698590000.0,33615820000.0,33638154000.0,33664877000.0,33574930000.0,33766437000.0,33622150000.0,33583825000.0,33636055000.0,33628223000.0,33665796000.0,33447133000.0,33592945000.0
2023.0,33472143000.0,33564412000.0,33551245000.0,33912660000.0,33656570000.0,33520912000.0,33612840000.0,33732905000.0,33504485000.0,33613292000.0,33594003000.0,33694208000.0,33332850000.0,33495611000.0
2024.0,33443996000.0,33552556000.0,33435845000.0,33705410000.0,33748165000.0,33443900000.0,33520036000.0,33568846000.0,33436240000.0,33527808000.0,33578775000.0,33574427000.0,33259140000.0,33403036000.0
2025.0,33399950000.0,33500555000.0,33427970000.0,33439566000.0,33683583000.0,33341477000.0,33483885000.0,34198819000.0,33677847000.0,33466990000.0,33462792000.0,33561110000.0,33059457000.0,33550875000.0
2026.0,33277338000.0,33445116000.0,33290297000.0,33357093000.0,33638857000.0,33261447000.0,33444460000.0,33577566000.0,33489380000.0,33381585000.0,33615286000.0,33469841000.0,32923193000.0,33422471000.0
2027.0,33209946000.0,33349427000.0,33216844000.0,33442871000.0,33429590000.0,33298420000.0,33376616000.0,33509300000.0,33276555000.0,33552925000.0,33456181000.0,33534648000.0,32751462000.0,33440379000.0
2028.0,33156008000.0,33344283000.0,33127879000.0,33211580000.0,33695177000.0,33128315000.0,33273076000.0,33386148000.0,33567883000.0,33261867000.0,33298560000.0,33376490000.0,32548938000.0,33627636000.0
2029.0,33234455000.0,33326752000.0,33016383000.0,33135272000.0,33465560000.0,33004364000.0,33636735000.0,33727621000.0,33121892000.0,33152225000.0,33220970000.0,33288250000.0,32272587000.0,33348567000.0
2030.0,33029208000.0,33254824000.0,32904829000.0,33067414000.0,33335351000.0,33256120000.0,33291114000.0,33360366000.0,33096417000.0,33038203000.0,33142690000.0,33269211000.0,32243595000.0,33179826000.0
2031.0,33570521000.0,33136837000.0,32825928000.0,32925420000.0,33255795000.0,32862466000.0,33141234000.0,33329895000.0,33024043000.0,32959465000.0,33029601000.0,33447868000.0,31936070000.0,33041727000.0
2032.0,33248033000.0,33094971000.0,32662438000.0,32794262000.0,33147916000.0,32735908000.0,33067145000.0,33397307000.0,32929667000.0,32853688000.0,32903660000.0,33476379000.0,31731270000.0,33079340000.0
2033.0,33089942000.0,33119887000.0,32544911000.0,32748520000.0,33043698000.0,32647766000.0,32981535000.0,33332247000.0,32798020000.0,32682684000.0,32836880000.0,33093170000.0,31516807000.0,32948505000.0
2034.0,32901542000.0,33080865000.0,32455025000.0,32592630000.0,32986606000.0,32456104000.0,32807799000.0,33275429000.0,32788298000.0,32569330000.0,32709059000.0,33015075000.0,31203406000.0,32937654000.0
2035.0,33245934000.0,33211847000.0,32256043000.0,32474507000.0,33203233000.0,32452413000.0,32798690000.0,33196687000.0,32534761000.0,32479110000.0,32573348000.0,32908438000.0,31089875000.0,32812132000.0
2036.0,33131813000.0,32904894000.0,32046705000.0,32365804000.0,32910498000.0,32245987000.0,32670032000.0,33162918000.0,32335962000.0,32430980000.0,32452538000.0,32754639000.0,30865836000.0,32777343000.0
2037.0,32827951000.0,32726819000.0,31895507000.0,32444019000.0,32843469000.0,32012476000.0,32456528000.0,33162023000.0,32416831000.0,32251308000.0,32504756000.0,32626885000.0,30398124000.0,32614812000.0
2038.0,32766394000.0,32566338000.0,31683557000.0,32087667000.0,32753975000.0,31831218000.0,32280420000.0,32995316000.0,32059075000.0,32147452000.0,32262818000.0,32662528000.0,30039556000.0,32449563000.0
2039.0,32664515000.0,32423127000.0,31540974000.0,31917808000.0,32648921000.0,31672490000.0,32425687000.0,33018638000.0,31889789000.0,31953332000.0,32091812000.0,32556343000.0,29770443000.0,32317596000.0
2040.0,32515658000.0,32493360000.0,31308728000.0,31821697000.0,32526393000.0,31487275000.0,32036186000.0,33096368000.0,31979084000.0,31804197000.0,31971074000.0,32285817000.0,29506025000.0,32232040000.0
2041.0,32387912000.0,32353368000.0,31106857000.0,31622072000.0,32366244000.0,31210130000.0,31997643000.0,32964970000.0,31790154000.0,31607970000.0,31853795000.0,32097931000.0,29200798000.0,32107463000.0
2042.0,32270918000.0,32414484000.0,30873793000.0,31396932000.0,33003424000.0,30920573000.0,31808575000.0,32769200000.0,31418034000.0,31457493000.0,31692270000.0,31967566000.0,29160970000.0,32013216000.0
2043.0,32305070000.0,32175442000.0,30664946000.0,31610878000.0,32647619000.0,30743235000.0,31614953000.0,32687161000.0,31155374000.0,31313906000.0,31631602000.0,31792910000.0,28963035000.0,31838867000.0
2044.0,32091914000.0,31902077000.0,30379475000.0,31296060000.0,32949310000.0,30508874000.0,31465533000.0,32618762000.0,30924999000.0,31138812000.0,31974842000.0,31601424000.0,28408502000.0,31722512000.0
2045.0,31979874000.0,31648880000.0,30184856000.0,30984395000.0,33252460000.0,30235441000.0,31333878000.0,32499585000.0,30950800000.0,30956304000.0,31488375000.0,31430994000.0,28018817000.0,31609612000.0
2046.0,31843820000.0,31484684000.0,29847106000.0,30697839000.0,32257276000.0,29979625000.0,31063738000.0,32559487000.0,30641353000.0,30820217000.0,31212083000.0,31181440000.0,27678755000.0,31380304000.0
2047.0,31628392000.0,31649030000.0,29487043000.0,30662633000.0,31989455000.0,29714686000.0,30843482000.0,32307155000.0,30422082000.0,30600560000.0,31086180000.0,31058553000.0,27521028000.0,31424276000.0
2048.0,31546690000.0,31414930000.0,29179662000.0,30305622000.0,31872406000.0,29386426000.0,30609848000.0,32157280000.0,30367943000.0,30777702000.0,30878167000.0,30813532000.0,27203880000.0,31319495000.0
2049.0,31478444000.0,31040676000.0,28886086000.0,29989812000.0,31854610000.0,29170182000.0,30419171000.0,32074064000.0,30187598000.0,30420590000.0,30711228000.0,30560578000.0,26945516000.0,31003943000.0
2050.0,31369816000.0,31175660000.0,28558770000.0,29544446000.0,31803404000.0,28877292000.0,30182558000.0,31909000000.0,29894000000.0,30092480000.0,30600292000.0,30466208000.0,26563222000.0,30863245000.0
2051.0,31155763000.0,30754530000.0,28157940000.0,29245660000.0,31364342000.0,28498794000.0,29970850000.0,31766039000.0,29564027000.0,29881033000.0,30430710000.0,30126963000.0,26276096000.0,30687590000.0
2052.0,30969874000.0,30790855000.0,27836540000.0,28992612000.0,31166323000.0,28192408000.0,29865181000.0,31663450000.0,29244703000.0,29606939000.0,30204287000.0,29824694000.0,25957951000.0,30507065000.0
2053.0,30838890000.0,30494010000.0,27483965000.0,28703214000.0,30940467000.0,27815916000.0,29571340000.0,31506768000.0,29115490000.0,29329154000.0,30109764000.0,29733583000.0,25641640000.0,30315676000.0
2054.0,30685553000.0,30259800000.0,27155460000.0,28449139000.0,30822021000.0,27472466000.0,29256999000.0,31312224000.0,28794923000.0,29087797000.0,29882510000.0,29378345000.0,25311396000.0,30182883000.0
2055.0,30462976000.0,30011668000.0,27114460000.0,28140808000.0,30557194000.0,27147151000.0,28912785000.0,31091060000.0,28466899000.0,28846713000.0,29968120000.0,29032767000.0,24952023000.0,30321422000.0
2056.0,30346813000.0,29807616000.0,26496565000.0,27884341000.0,30285218000.0,26877616000.0,28705036000.0,30924716000.0,28222616000.0,28515199000.0,29577900000.0,28740514000.0,24607361000.0,29914829000.0
2057.0,30157700000.0,29553870000.0,26154162000.0,27519316000.0,30179348000.0,26698908000.0,28606274000.0,30705445000.0,27878326000.0,28247669000.0,29408162000.0,28485560000.0,24299016000.0,29701022000.0
2058.0,29885250000.0,29361680000.0,25608638000.0,27528944000.0,29864081000.0,26479831000.0,28277737000.0,30599289000.0,27601360000.0,28003103000.0,29221552000.0,28167516000.0,23908798000.0,29649062000.0
2059.0,29656037000.0,29153049000.0,25092737000.0,27095499000.0,30384374000.0,26056432000.0,27939754000.0,30735000000.0,27340149000.0,27793550000.0,29049887000.0,27892036000.0,23631600000.0,29325010000.0
2060.0,29421318000.0,29088152000.0,24701684000.0,26878974000.0,29731238000.0,25682340000.0,27703273000.0,30267752000.0,27014540000.0,27553063000.0,28839623000.0,27663020000.0,23365798000.0,29133517000.0
2061.0,29159901000.0,28762659000.0,24203868000.0,26786590000.0,29321220000.0,25354508000.0,27472413000.0,29995158000.0,26753270000.0,27284074000.0,28696164000.0,27465116000.0,23043774000.0,29007466000.0
2062.0,28829893000.0,28454052000.0,23829457000.0,26508220000.0,29018378000.0,25071444000.0,27222940000.0,29833996000.0,26430400000.0,27137462000.0,28483770000.0,27185183000.0,22764784000.0,28678509000.0
2063.0,28527321000.0,28110926000.0,23294212000.0,26273389000.0,28879413000.0,24787608000.0,26951117000.0,29748136000.0,26063024000.0,26849143000.0,28296560000.0,26943896000.0,22475217000.0,28423328000.0
2064.0,28237169000.0,27884750000.0,22753400000.0,26071206000.0,28490350000.0,24376494000.0,26629833000.0,29452390000.0,25775688000.0,26482385000.0,28137228000.0,26623610000.0,22283397000.0,28126282000.0
2065.0,27937622000.0,27650691000.0,22860614000.0,25846958000.0,28250310000.0,23983686000.0,26423520000.0,29261206000.0,25412690000.0,26355415000.0,27942760000.0,26359808000.0,21950890000.0,27900877000.0
2066.0,27638139000.0,28350202000.0,22272135000.0,25689537000.0,28029665000.0,23633190000.0,26182636000.0,29019165000.0,25364158000.0,26284067000.0,27677968000.0,26039806000.0,21650000000.0,27650572000.0
2067.0,27392051000.0,27569054000.0,21757860000.0,25590530000.0,27695573000.0,23322092000.0,25752492000.0,28866791000.0,25001420000.0,25910712000.0,27544637000.0,25794090000.0,21465980000.0,27376226000.0
2068.0,27012571000.0,27126628000.0,21262799000.0,25206282000.0,27375931000.0,22969950000.0,25586560000.0,28509796000.0,24834392000.0,25629493000.0,27424322000.0,25470063000.0,21088106000.0,27109546000.0
2069.0,26711284000.0,26813835000.0,20903135000.0,25038800000.0,27129030000.0,22713496000.0,25379928000.0,28263582000.0,24456851000.0,25430766000.0,27224832000.0,25307111000.0,20803193000.0,26794355000.0
2070.0,26354117000.0,26518196000.0,20507060000.0,24886557000.0,26804509000.0,22395052000.0,25074952000.0,28009888000.0,24112140000.0,25191932000.0,26985800000.0,25390954000.0,20522932000.0,26598291000.0
2071.0,26058166000.0,26208154000.0,20183462000.0,24552946000.0,26941055000.0,22033981000.0,24881970000.0,27844504000.0,23848743000.0,25038709000.0,26840715000.0,24974170000.0,20272847000.0,26289037000.0
2072.0,25762066000.0,26600681000.0,19881665000.0,24295887000.0,26322799000.0,21762906000.0,25256972000.0,27656657000.0,23527879000.0,24816103000.0,26665255000.0,24697127000.0,20003138000.0,26090320000.0
2073.0,25454037000.0,25945833000.0,19473052000.0,24010433000.0,25957851000.0,21469022000.0,24414872000.0,27348200000.0,23170060000.0,25345960000.0,26544708000.0,24348606000.0,19692240000.0,25867817000.0
2074.0,25174560000.0,25749234000.0,19085154000.0,23721245000.0,25579570000.0,21238903000.0,24171626000.0,27036780000.0,22799420000.0,24540545000.0,26837440000.0,24045926000.0,19384353000.0,25630988000.0
2075.0,24832283000.0,25440199000.0,18771354000.0,23519349000.0,25395884000.0,20978256000.0,24020333000.0,26908928000.0,22409180000.0,24245832000.0,26667424000.0,23692007000.0,19995560000.0,25275760000.0
2076.0,24565967000.0,25159422000.0,18494069000.0,23387750000.0,25055103000.0,20827795000.0,23779160000.0,26660585000.0,21869824000.0,24056904000.0,26184477000.0,23479863000.0,18951092000.0,24976284000.0
2077.0,24273814000.0,24841288000.0,18205538000.0,23157434000.0,24713236000.0,20587223000.0,23599604000.0,26404833000.0,21339703000.0,23868912000.0,25927220000.0,23267949000.0,18627009000.0,24746213000.0
2078.0,24000735000.0,24475587000.0,17869308000.0,22986863000.0,24373019000.0,20260817000.0,23377738000.0,26155088000.0,21604655000.0,23657191000.0,25703870000.0,23050834000.0,18300330000.0,24573180000.0
2079.0,23689298000.0,24196405000.0,17589620000.0,22777033000.0,24000836000.0,20009130000.0,23154043000.0,26134400000.0,20757893000.0,23393124000.0,25604747000.0,22773137000.0,17979073000.0,24253997000.0
2080.0,23497340000.0,23909267000.0,17298820000.0,22567913000.0,23718914000.0,19837925000.0,22952694000.0,25952707000.0,20441737000.0,23175684000.0,25449378000.0,22967118000.0,17719150000.0,23920486000.0
2081.0,23224123000.0,23607282000.0,16955086000.0,22218654000.0,23778097000.0,19593626000.0,22740894000.0,25635727000.0,20053688000.0,22955108000.0,25258045000.0,22548795000.0,17468080000.0,23650515000.0
2082.0,22929770000.0,23396741000.0,16975137000.0,22016072000.0,23287122000.0,19401406000.0,22693000000.0,25475578000.0,19546757000.0,22775577000.0,25409106000.0,22235392000.0,17268880000.0,23447849000.0
2083.0,22604855000.0,23184310000.0,16497892000.0,21709914000.0,22951880000.0,19153512000.0,22396527000.0,25330852000.0,19154338000.0,22532970000.0,25985632000.0,22011711000.0,16957392000.0,23280177000.0
2084.0,22287596000.0,22859907000.0,16166809000.0,21465450000.0,22554235000.0,18972817000.0,22457158000.0,25589367000.0,18812270000.0,22373577000.0,24991640000.0,21781494000.0,16633694000.0,22973850000.0
2085.0,21963176000.0,22644408000.0,15881104000.0,21377704000.0,22244116000.0,18773398000.0,22001949000.0,25172740000.0,18446723000.0,22253937000.0,24704290000.0,21620146000.0,16307977000.0,22789014000.0
2086.0,21689962000.0,22384560000.0,15634169000.0,21163813000.0,21988325000.0,18597108000.0,21716388000.0,25054284000.0,18061664000.0,21988979000.0,24974370000.0,21586810000.0,16025100000.0,22512925000.0
2087.0,21377538000.0,22309825000.0,15330321000.0,20981950000.0,21516448000.0,18374205000.0,21571228000.0,24753185000.0,17624095000.0,22386200000.0,24593990000.0,21544182000.0,15751707000.0,22345433000.0
2088.0,21099184000.0,22058650000.0,15029033000.0,20761977000.0,21174809000.0,18222310000.0,21466165000.0,24516626000.0,17316788000.0,21688328000.0,24426035000.0,21108947000.0,15403760000.0,22133488000.0
2089.0,20832365000.0,21696207000.0,14891930000.0,20541303000.0,20717970000.0,17996861000.0,21278255000.0,25534048000.0,17283512000.0,21460707000.0,24229695000.0,21334182000.0,15124826000.0,21885570000.0
2090.0,20543293000.0,21643854000.0,14603684000.0,20338975000.0,20339610000.0,17845277000.0,21081119000.0,24733057000.0,17000864000.0,21392044000.0,24068833000.0,20814895000.0,14885551000.0,21627498000.0
2091.0,20313436000.0,21398856000.0,14293293000.0,20099865000.0,19988435000.0,17629065000.0,20863975000.0,24401158000.0,16637250000.0,21271026000.0,23997350000.0,20552192000.0,14621872000.0,21385650000.0
2092.0,20155972000.0,21171636000.0,14031478000.0,19904203000.0,19549905000.0,17385200000.0,20570556000.0,24028068000.0,16324160000.0,21099457000.0,23814801000.0,20310632000.0,14339844000.0,21230238000.0
2093.0,19909077000.0,20934994000.0,13824489000.0,19649000000.0,19171736000.0,17192595000.0,20519088000.0,23863402000.0,16074014000.0,20812390000.0,23744821000.0,20144816000.0,14119991000.0,21078202000.0
2094.0,19635268000.0,20699257000.0,13500621000.0,19406895000.0,18813650000.0,17124046000.0,20243857000.0,23822283000.0,15751483000.0,20737909000.0,23609897000.0,19946020000.0,13869953000.0,21431613000.0
2095.0,19348244000.0,20455490000.0,13354492000.0,19212392000.0,18510852000.0,16909181000.0,19984507000.0,23713155000.0,15574773000.0,20537625000.0,23416420000.0,19685427000.0,13546329000.0,20604772000.0
2096.0,19103939000.0,20267002000.0,12967947000.0,19050983000.0,18157615000.0,16722065000.0,19949648000.0,23516200000.0,15233188000.0,21036933000.0,23352480000.0,19491746000.0,13305893000.0,20299860000.0
2097.0,18849540000.0,20070740000.0,12778691000.0,18867124000.0,17840165000.0,16638240000.0,19638230000.0,23506606000.0,14978600000.0,20367258000.0,23126596000.0,19321772000.0,13107666000.0,20109273000.0
2098.0,18632370000.0,19969760000.0,12512591000.0,18707108000.0,17556914000.0,16560386000.0,19414860000.0,23230340000.0,14632749000.0,20067777000.0,23008160000.0,19084603000.0,12754460000.0,19949138000.0
2099.0,18391440000.0,19751741000.0,12303774000.0,18485002000.0,17282857000.0,16425979000.0,19207487000.0,23190184000.0,14388520000.0,20204415000.0,22816168000.0,18888411000.0,12461699000.0,19691463000.0
2100.0,18143967000.0,19679754000.0,12062597000.0,18430083000.0,17043351000.0,16309983000.0,19194941000.0,23627076000.0,14148659000.0,19880606000.0,22690130000.0,19190223000.0,12211677000.0,19504820000.0
