time,CCSM4,GISS-E2-R,GFDL-CM3,IPSL-CM5A-LR,CSIRO-MK3-6-0,CANESM2,GFDL-ESM2G,NORESM1-M,MPI-ESM-LR,CNRM-CM5,CESM1-CAM5
2024.0,1796497500.0,1836839700.0,1851159300.0,1841192000.0,1843612800.0,1808315100.0,1836896900.0,1877681200.0,1859252100.0,1865367900.0,1829563500.0
2025.0,1758332300.0,1790260500.0,1813492100.0,1801103500.0,1824022400.0,1792716400.0,1859513200.0,1822552600.0,1801626800.0,1872755000.0,1873872300.0
2026.0,1726879500.0,1765582800.0,1755955500.0,1771566000.0,1785451500.0,1753927300.0,1817361900.0,1814109000.0,1759241300.0,1821489700.0,1761762700.0
2027.0,2074952600.0,1729619600.0,1725190100.0,1711947500.0,1765839400.0,1722508700.0,1776563300.0,1767753100.0,1719584100.0,1788167700.0,1715174300.0
2028.0,1754426200.0,1683299700.0,1708611200.0,1653504400.0,1729280800.0,1681100700.0,1749345700.0,1795533800.0,1700734800.0,1754094100.0,1653515000.0
2029.0,1698819300.0,1649537400.0,1637071200.0,1613157500.0,1698147100.0,1711110300.0,1703857700.0,1685690200.0,1695816100.0,1714081400.0,1604296100.0
2030.0,1642389100.0,1602014500.0,1554530400.0,1578590700.0,1664628900.0,1633226600.0,1675627000.0,1636335100.0,1662215600.0,1683862900.0,1565328300.0
2031.0,1606815100.0,1565865600.0,1517274100.0,1513085600.0,1909170400.0,1595590500.0,1647789200.0,1590219000.0,1615857400.0,1658571300.0,1582730000.0
2032.0,1592961700.0,1523338600.0,1456464000.0,1480948200.0,1690938900.0,1516396400.0,1653194600.0,1543920100.0,1567891700.0,1671035600.0,1507083100.0
2033.0,1546621700.0,1491663700.0,1401083100.0,1433874200.0,1646357100.0,1462369400.0,1568602400.0,1507550500.0,1619974400.0,1573878300.0,1478118900.0
2034.0,1490447400.0,1528249900.0,1352640100.0,1376776800.0,1972067000.0,1436280800.0,1533791600.0,1459516500.0,1481920300.0,1535711100.0,1495895700.0
2035.0,1438236900.0,1433191600.0,1496408000.0,1326357900.0,1691059800.0,1392076700.0,1498803800.0,1419460400.0,1445765500.0,1531174100.0,1420670500.0
2036.0,1400637600.0,1411609000.0,1376868700.0,1297162200.0,1552326800.0,1345151400.0,1647280500.0,1388510500.0,1402729100.0,1473915400.0,1369310200.0
2037.0,1356629100.0,1354860900.0,1290357900.0,1230790700.0,1469421200.0,1285085300.0,1598618400.0,1452462300.0,1372711000.0,1447950100.0,1348307300.0
2038.0,1312349700.0,1401851500.0,1212804500.0,1192194400.0,1406883300.0,1218537900.0,1482698200.0,1332135800.0,1370513900.0,1424140900.0,1305057400.0
2039.0,1304771500.0,1356012700.0,1102713100.0,1163825500.0,1386069600.0,1178550900.0,1462913300.0,1295907600.0,1388692500.0,1382083600.0,1264622000.0
2040.0,1267026300.0,1267885600.0,1050763840.0,1145300600.0,1339843800.0,1149946600.0,1466182900.0,1539599600.0,1298317800.0,1665192800.0,1231716100.0
2041.0,1236808600.0,1226340700.0,1043433200.0,1199073700.0,1313709800.0,1072116030.0,1399582600.0,1234437600.0,1237762000.0,1350197500.0,1178496800.0
2042.0,1205462900.0,1186737900.0,991917800.0,1080332900.0,1277526000.0,1052418500.0,1359338400.0,1661732100.0,1223239200.0,1373394800.0,1178222200.0
2043.0,1176605200.0,1204482800.0,949495100.0,1142770000.0,1237222900.0,1040641100.0,1333058200.0,1252561900.0,1188881700.0,1285228400.0,1144918300.0
2044.0,1166897900.0,1172776300.0,912105150.0,1036340860.0,1205283800.0,1005771140.0,1346227700.0,1203837800.0,1149809800.0,1257118100.0,1095051500.0
2045.0,1137491200.0,1139490300.0,879849600.0,998405760.0,1159625500.0,963255800.0,1311221500.0,1168618900.0,1098973600.0,1265395000.0,1054183900.0
2046.0,1141415700.0,1115721700.0,871442300.0,980367170.0,1131440400.0,922144700.0,1277441000.0,1132980900.0,1074790000.0,1220692100.0,1037159230.0
2047.0,1117216400.0,1091114800.0,826053760.0,951488450.0,1092628000.0,892923260.0,1252602000.0,1102166400.0,1119596500.0,1185039100.0,1008627400.0
2048.0,1089796600.0,1160250800.0,797107140.0,933843650.0,1045715400.0,853624640.0,1239231000.0,1122278500.0,1035192200.0,1166932000.0,988311400.0
2049.0,1037918700.0,1193910100.0,771828030.0,1110806100.0,1023559360.0,838253000.0,1202607000.0,1076601300.0,1022487500.0,1150509400.0,978018600.0
2050.0,1020519200.0,1095755100.0,736457900.0,881888100.0,1007537800.0,809011650.0,1177510500.0,1040669250.0,994920260.0,1125216500.0,950624800.0
2051.0,993873150.0,1049490240.0,699411460.0,850841540.0,977807360.0,790530370.0,1162987600.0,1021880600.0,981762750.0,1101448300.0,917443800.0
2052.0,1007267460.0,1031436900.0,666883800.0,888262460.0,962165500.0,760681900.0,1219254500.0,1019428400.0,1208170600.0,1206131100.0,909068700.0
2053.0,975620800.0,1007964350.0,633982660.0,854286600.0,933890300.0,760410700.0,1492180000.0,974680400.0,1000187300.0,1067983600.0,877751040.0
2054.0,952396540.0,1003544960.0,609040300.0,880779800.0,920984300.0,926126700.0,1157400300.0,940857300.0,940020700.0,1059041400.0,861539000.0
2055.0,932984640.0,981397200.0,610243200.0,835380300.0,887792000.0,726079100.0,1106178400.0,929723900.0,1037295000.0,1022815600.0,835518460.0
2056.0,914753540.0,1488923800.0,601827840.0,790033100.0,870870850.0,696945200.0,1110629800.0,912301500.0,906705900.0,1235313400.0,826474000.0
2057.0,903487170.0,1174451300.0,574176830.0,768356100.0,840774600.0,687403500.0,1129196000.0,894480300.0,899738900.0,1015730370.0,791070460.0
2058.0,897011600.0,992649340.0,549666940.0,756209540.0,811420700.0,657019970.0,1150901400.0,880177200.0,871291970.0,985354750.0,765564350.0
2059.0,876508160.0,1012115000.0,537367100.0,734015400.0,811656450.0,926615900.0,1092490100.0,855522750.0,846615740.0,1021481540.0,756916540.0
2060.0,873896060.0,1074941200.0,516439500.0,760495040.0,798626560.0,686081600.0,1157702100.0,1187863300.0,837172700.0,962209400.0,738805570.0
2061.0,845170000.0,1422831000.0,501434750.0,700286300.0,776265200.0,631310340.0,1192714400.0,837090600.0,1022032900.0,937633660.0,727291400.0
2062.0,833295040.0,1227482400.0,492874000.0,686671000.0,815842240.0,609106600.0,1066576060.0,824135000.0,827756600.0,916937600.0,709555800.0
2063.0,834709900.0,1095839100.0,500617380.0,659541060.0,875874800.0,593240960.0,1083600000.0,876881400.0,816011650.0,932997200.0,688651400.0
2064.0,816221100.0,1020144800.0,455093120.0,651158660.0,749981600.0,685602240.0,1048004500.0,789279040.0,791484100.0,916062460.0,660924350.0
2065.0,799275400.0,986719900.0,442878700.0,658740100.0,736985340.0,624095100.0,1039826940.0,772555000.0,788646900.0,900647500.0,647943360.0
2066.0,772777800.0,1301321900.0,423550200.0,742784100.0,717012600.0,598276860.0,1347825500.0,765278340.0,956141600.0,878022300.0,679019500.0
2067.0,786758500.0,963204100.0,434318600.0,637981500.0,754483100.0,595751200.0,1215682400.0,741855100.0,894350700.0,859669200.0,664699840.0
2068.0,759292200.0,932143940.0,414283870.0,623904060.0,868140100.0,615110100.0,1257248000.0,897781300.0,781695170.0,857382600.0,615266700.0
2069.0,739626500.0,1067495400.0,400827550.0,632697340.0,806002000.0,558194400.0,1082714400.0,717760260.0,759749800.0,845678460.0,608469500.0
2070.0,723528500.0,979063600.0,390409660.0,620471230.0,724132860.0,546496960.0,1222424300.0,720626700.0,753566900.0,846577200.0,593460030.0
2071.0,724290600.0,1016175940.0,382963800.0,604603460.0,696714300.0,852086600.0,1044119000.0,904031940.0,736907400.0,954914370.0,611877300.0
2072.0,1029060900.0,1006460500.0,373149900.0,770945600.0,683931100.0,620232450.0,1029058200.0,1016265340.0,723367100.0,826528400.0,610287740.0
2073.0,710691000.0,937552400.0,359898600.0,601131260.0,728968600.0,588885700.0,1281039200.0,802550460.0,712180400.0,831291200.0,590348500.0
2074.0,692154050.0,927486100.0,362404580.0,593883460.0,675449800.0,722170560.0,1069051600.0,717391000.0,699174100.0,833095800.0,704987900.0
2075.0,754305500.0,948360100.0,337822600.0,597622000.0,665223940.0,617809900.0,1107473800.0,698330560.0,686970400.0,803075400.0,662700860.0
2076.0,688483840.0,998648060.0,327508740.0,570133950.0,723973700.0,695164740.0,1202231600.0,682797000.0,673455740.0,779626300.0,605424200.0
2077.0,667677800.0,956822660.0,325618620.0,563866700.0,633417340.0,606598200.0,1034456260.0,664593860.0,664750500.0,831128960.0,567229250.0
2078.0,734662100.0,912066940.0,387294530.0,561508300.0,626273200.0,567755400.0,1047657200.0,665149600.0,704388400.0,755482000.0,567590400.0
2079.0,658549570.0,919438340.0,312302180.0,556695400.0,614441150.0,549462600.0,1028788740.0,645019000.0,690107140.0,745586500.0,618551400.0
2080.0,675798300.0,895379900.0,309251900.0,550800830.0,597858370.0,551068200.0,1014120900.0,631082000.0,749409100.0,728973900.0,561357700.0
2081.0,646828900.0,1031295360.0,378232580.0,557007550.0,590427600.0,543552700.0,1034811970.0,655636350.0,664594500.0,730439740.0,539540300.0
2082.0,689751100.0,990427600.0,315082600.0,549801660.0,642210240.0,547832400.0,1038814800.0,611447040.0,656482560.0,725048800.0,530841540.0
2083.0,687934100.0,936682000.0,298461150.0,558987900.0,585672260.0,559163650.0,1568440400.0,868918200.0,1062384300.0,953563300.0,530182140.0
2084.0,629318600.0,896427000.0,446661800.0,565709000.0,580038660.0,538890430.0,1066165800.0,685127300.0,943837950.0,742745600.0,590194400.0
2085.0,637681500.0,888322000.0,395759300.0,568705600.0,570446400.0,532104500.0,1040893000.0,602707600.0,797150300.0,762986240.0,529546600.0
2086.0,1137027100.0,1099313400.0,301752770.0,539347000.0,569873900.0,718749700.0,1012803000.0,673645060.0,675193600.0,729732700.0,521575800.0
2087.0,741787970.0,915408000.0,291070900.0,542431550.0,563196100.0,531076130.0,1010873540.0,600589800.0,666297860.0,787603200.0,514423580.0
2088.0,937095400.0,934549440.0,280106460.0,537907140.0,554568100.0,519673760.0,1009216900.0,592107650.0,812524800.0,728844200.0,622895500.0
2089.0,682219400.0,930174300.0,278099780.0,590373000.0,552615740.0,516381400.0,1003349400.0,685269800.0,644881860.0,861817700.0,514089200.0
2090.0,681910400.0,882047000.0,274056900.0,686347300.0,541939100.0,510277570.0,1044285500.0,633961100.0,747190700.0,764240640.0,590699260.0
2091.0,856246660.0,871749200.0,274534430.0,655042050.0,535768220.0,505163260.0,1564145200.0,622736640.0,657496060.0,707823360.0,508512860.0
2092.0,638866800.0,867226400.0,260226160.0,679155460.0,530797200.0,503994240.0,1418333800.0,603105100.0,634138800.0,766450200.0,516086880.0
2093.0,640858100.0,903240640.0,270803840.0,568154560.0,533494300.0,667851200.0,1132611300.0,892010500.0,692631100.0,757808700.0,510422300.0
2094.0,617259300.0,875040300.0,263847630.0,544646850.0,524693280.0,539353150.0,1056859600.0,805551300.0,1414982900.0,766162800.0,649802050.0
2095.0,1149780400.0,870182460.0,320139970.0,703511800.0,518718080.0,513694900.0,1125149700.0,661196300.0,754818700.0,701627200.0,533410850.0
2096.0,807491800.0,1118929000.0,270763170.0,618757100.0,511693340.0,528397950.0,1092948700.0,602278500.0,1395030300.0,698480500.0,512294700.0
2097.0,958884740.0,1011322600.0,311005300.0,558019000.0,513022180.0,498260670.0,1083639400.0,934760000.0,694343700.0,706035200.0,499271000.0
2098.0,751642200.0,995959500.0,255260700.0,636410600.0,806327400.0,494467230.0,1070640060.0,680541400.0,721133060.0,694090200.0,498067040.0
2099.0,787302000.0,899185800.0,253872930.0,568467800.0,581525100.0,494691300.0,1317797900.0,639878400.0,704743400.0,689661300.0,617556160.0
2100.0,684278900.0,913193400.0,342972670.0,554902140.0,502867260.0,501208220.0,1212754800.0,609518000.0,672401000.0,694852030.0,556370600.0
