time,CCSM4,IPSL-CM5A-LR,CANESM2,NORESM1-M,CNRM-CM5,MPI-ESM-LR,GFDL-CM3,GFDL-ESM2G,GISS-E2-R,CSIRO-MK3-6-0
2019.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0
2020.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0
2021.0,2772233400000.0,2761791000000.0,2791024600000.0,2752912800000.0,2770711000000.0,2762586000000.0,2751272300000.0,2737911600000.0,2762936400000.0,2761560200000.0
2022.0,2742887000000.0,2731164800000.0,2778378300000.0,2739178600000.0,2733966000000.0,2760603900000.0,2729525400000.0,2731519800000.0,2752515400000.0,2737311800000.0
2023.0,2739483200000.0,2714100300000.0,2745549700000.0,2716466700000.0,2707191200000.0,2735178000000.0,2700803000000.0,2717815700000.0,2743881000000.0,2720055400000.0
2024.0,2734795500000.0,2710776800000.0,2741281500000.0,2710860200000.0,2696892600000.0,2714360000000.0,2669707800000.0,2710845800000.0,2738004200000.0,2696733300000.0
2025.0,2717805700000.0,2671132800000.0,2719623400000.0,2668051600000.0,2685511100000.0,2697872800000.0,2643424400000.0,2690648600000.0,2727478600000.0,2700887700000.0
2026.0,2721478300000.0,2663196700000.0,2673910700000.0,2650161800000.0,2682151500000.0,2697673000000.0,2613143000000.0,2676570700000.0,2703758000000.0,2677355000000.0
2027.0,2698857000000.0,2668464400000.0,2641077200000.0,2620729600000.0,2674075400000.0,2686614000000.0,2598146000000.0,2660474300000.0,2687767000000.0,2651874100000.0
2028.0,2690625600000.0,2645526300000.0,2595469100000.0,2596826000000.0,2642730300000.0,2659531400000.0,2594202500000.0,2671980800000.0,2670193500000.0,2622348900000.0
2029.0,2666505200000.0,2612423800000.0,2571088700000.0,2590020500000.0,2607947200000.0,2640468800000.0,2561997800000.0,2653112800000.0,2659066300000.0,2600130300000.0
2030.0,2655838000000.0,2599983800000.0,2565670000000.0,2574471400000.0,2583633600000.0,2639478000000.0,2519671000000.0,2635924000000.0,2639901500000.0,2580472700000.0
2031.0,2664332300000.0,2559956200000.0,2540065500000.0,2556215000000.0,2566097200000.0,2628073800000.0,2480618600000.0,2608604000000.0,2627822000000.0,2564049300000.0
2032.0,2652244000000.0,2519921300000.0,2512633700000.0,2537806000000.0,2545128000000.0,2612660500000.0,2431307200000.0,2599211000000.0,2608643700000.0,2540794000000.0
2033.0,2661302700000.0,2492719700000.0,2494571500000.0,2506699600000.0,2530231200000.0,2593002400000.0,2390487500000.0,2586606600000.0,2585837400000.0,2530081000000.0
2034.0,2620624200000.0,2461622300000.0,2467460000000.0,2472357000000.0,2506100600000.0,2600862000000.0,2360743300000.0,2583570700000.0,2570945000000.0,2507835000000.0
2035.0,2600569700000.0,2447204000000.0,2445237300000.0,2439632400000.0,2474892300000.0,2578025000000.0,2326440400000.0,2573309600000.0,2570732000000.0,2479002000000.0
2036.0,2590046000000.0,2395972000000.0,2400696400000.0,2410570800000.0,2454616800000.0,2539680700000.0,2292459000000.0,2570978000000.0,2544387500000.0,2459151400000.0
2037.0,2574955000000.0,2349407100000.0,2362508600000.0,2408854600000.0,2421284100000.0,2516043700000.0,2261411700000.0,2549954400000.0,2532958300000.0,2437861600000.0
2038.0,2549027700000.0,2312176000000.0,2362016000000.0,2386770000000.0,2402618000000.0,2514716500000.0,2234123300000.0,2530325600000.0,2512034700000.0,2440641600000.0
2039.0,2528160500000.0,2283885800000.0,2326856700000.0,2351515300000.0,2391781400000.0,2492330000000.0,2193330400000.0,2514585000000.0,2491930000000.0,2431138700000.0
2040.0,2499208300000.0,2254597800000.0,2283971300000.0,2343973200000.0,2357236000000.0,2468618200000.0,2154079800000.0,2475258000000.0,2470000500000.0,2407507000000.0
2041.0,2482142400000.0,2220207600000.0,2265413800000.0,2320337700000.0,2328502000000.0,2421126900000.0,2125897300000.0,2454507500000.0,2455675900000.0,2384722000000.0
2042.0,2455317000000.0,2196082100000.0,2222421200000.0,2285400500000.0,2316342100000.0,2381607900000.0,2095632400000.0,2439922600000.0,2437921400000.0,2345070800000.0
2043.0,2427275000000.0,2182121000000.0,2207869300000.0,2256383200000.0,2293272200000.0,2356005300000.0,2052547400000.0,2422873300000.0,2413660700000.0,2321827000000.0
2044.0,2412377300000.0,2132231500000.0,2189099700000.0,2244112500000.0,2289032200000.0,2353571000000.0,2018389000000.0,2392138000000.0,2394330500000.0,2288237000000.0
2045.0,2404529500000.0,2099967600000.0,2144038600000.0,2214011300000.0,2271746000000.0,2321596800000.0,1999929100000.0,2369914700000.0,2372317500000.0,2264108400000.0
2046.0,2388567300000.0,2066214200000.0,2097631500000.0,2202384200000.0,2249547000000.0,2279006300000.0,1963442700000.0,2339562800000.0,2358527400000.0,2230381400000.0
2047.0,2348421000000.0,2018642600000.0,2081398500000.0,2164402600000.0,2229375000000.0,2246233300000.0,1914380000000.0,2310196200000.0,2339562000000.0,2193743300000.0
2048.0,2324739400000.0,1998542500000.0,2051214700000.0,2121761400000.0,2210076800000.0,2221745000000.0,1862255800000.0,2298037400000.0,2323944600000.0,2165749200000.0
2049.0,2308147200000.0,1972704500000.0,2011370000000.0,2102086100000.0,2171244500000.0,2192529700000.0,1815977700000.0,2276754700000.0,2274026800000.0,2138452900000.0
2050.0,2281735700000.0,1942558100000.0,1981148600000.0,2056153100000.0,2153547800000.0,2163384900000.0,1773684900000.0,2258986600000.0,2246000500000.0,2113280800000.0
2051.0,2256025700000.0,1913471400000.0,1935937900000.0,2025051800000.0,2122049400000.0,2127052300000.0,1747937400000.0,2237229200000.0,2209374000000.0,2090438600000.0
2052.0,2236700200000.0,1875569300000.0,1920460700000.0,1991816900000.0,2097124700000.0,2104546800000.0,1701455000000.0,2203798500000.0,2170940300000.0,2078856800000.0
2053.0,2232427200000.0,1849231000000.0,1869775200000.0,1962831900000.0,2075255900000.0,2082691500000.0,1658940400000.0,2178038500000.0,2148424200000.0,2048204900000.0
2054.0,2227805400000.0,1820018000000.0,1851011500000.0,1948414000000.0,2057694600000.0,2047943600000.0,1615631900000.0,2164826000000.0,2121780600000.0,2032257300000.0
2055.0,2222981400000.0,1790206500000.0,1799521200000.0,1922471700000.0,2024694200000.0,2028194000000.0,1562148000000.0,2160128700000.0,2102139000000.0,2012962200000.0
2056.0,2198804500000.0,1756932600000.0,1756539700000.0,1901530800000.0,2003542500000.0,2000107200000.0,1518321000000.0,2150410600000.0,2077172600000.0,1970633300000.0
2057.0,2174349700000.0,1722617200000.0,1728725800000.0,1880333400000.0,1982297400000.0,1969386600000.0,1476304200000.0,2128331900000.0,2057981700000.0,1927866000000.0
2058.0,2157205900000.0,1686424900000.0,1701317400000.0,1858750500000.0,1970880500000.0,1932753000000.0,1441098800000.0,2100494200000.0,2028221800000.0,1896692000000.0
2059.0,2137385100000.0,1672578500000.0,1663699100000.0,1839516100000.0,1938039500000.0,1914232800000.0,1393529500000.0,2097629000000.0,2008887200000.0,1861855100000.0
2060.0,2116093300000.0,1637183000000.0,1652118100000.0,1824080100000.0,1901002100000.0,1875987700000.0,1342138100000.0,2059480900000.0,1993099800000.0,1838555900000.0
2061.0,2091688500000.0,1600359500000.0,1633081900000.0,1813364700000.0,1867084100000.0,1849986600000.0,1302705700000.0,2034832500000.0,1958914000000.0,1831266200000.0
2062.0,2076934500000.0,1571747400000.0,1596215800000.0,1800812500000.0,1848864100000.0,1827681200000.0,1254312800000.0,2031443500000.0,1922037300000.0,1792433500000.0
2063.0,2049304400000.0,1553230000000.0,1558242100000.0,1777303000000.0,1840038200000.0,1805931400000.0,1214946300000.0,2010111800000.0,1904158000000.0,1756924600000.0
2064.0,2030435000000.0,1526946700000.0,1517153200000.0,1757867800000.0,1820859600000.0,1785252400000.0,1169308900000.0,1976793700000.0,1883433200000.0,1733162200000.0
2065.0,2010469400000.0,1489003300000.0,1489140400000.0,1725515600000.0,1820374300000.0,1768985600000.0,1126083900000.0,1967488800000.0,1863847400000.0,1705727900000.0
2066.0,1985846800000.0,1457821800000.0,1455846700000.0,1698475500000.0,1815363800000.0,1740220900000.0,1081674500000.0,1949794600000.0,1835011500000.0,1674009800000.0
2067.0,1958674800000.0,1428760200000.0,1432623900000.0,1683386400000.0,1780565400000.0,1725214100000.0,1033069500000.0,1940584000000.0,1816689400000.0,1655795000000.0
2068.0,1947083900000.0,1404589300000.0,1405134200000.0,1662024400000.0,1768998200000.0,1694443400000.0,990816000000.0,1944732600000.0,1795828900000.0,1621120000000.0
2069.0,1938419900000.0,1376875700000.0,1373800600000.0,1624522000000.0,1742322100000.0,1674311100000.0,949499460000.0,1921953000000.0,1777418900000.0,1598975200000.0
2070.0,1914186400000.0,1364120800000.0,1350034100000.0,1605554300000.0,1716283900000.0,1670273000000.0,915801050000.0,1910729900000.0,1757313500000.0,1573161400000.0
2071.0,1901896100000.0,1346888500000.0,1325542800000.0,1588432600000.0,1705799500000.0,1654058300000.0,883864100000.0,1908072500000.0,1746119400000.0,1566052800000.0
2072.0,1895404400000.0,1318088000000.0,1304031400000.0,1575874300000.0,1695650500000.0,1619736000000.0,848236900000.0,1899453000000.0,1722560800000.0,1530869200000.0
2073.0,1876847200000.0,1276601400000.0,1271826400000.0,1551902200000.0,1677805100000.0,1602089000000.0,817488200000.0,1886169300000.0,1716139000000.0,1524495200000.0
2074.0,1852983100000.0,1248354200000.0,1253716500000.0,1532924400000.0,1669405200000.0,1572028200000.0,793905500000.0,1896889600000.0,1701902500000.0,1507280700000.0
2075.0,1845695200000.0,1243283200000.0,1226264400000.0,1521852100000.0,1638517700000.0,1557030000000.0,758417500000.0,1878590100000.0,1682846500000.0,1476145300000.0
2076.0,1840533700000.0,1224589300000.0,1207039300000.0,1501674500000.0,1627678000000.0,1532745200000.0,730555150000.0,1872273300000.0,1660797700000.0,1461084400000.0
2077.0,1829431800000.0,1207420500000.0,1196746200000.0,1481838300000.0,1599569400000.0,1516488900000.0,701026860000.0,1861496200000.0,1640976700000.0,1440401600000.0
2078.0,1820504800000.0,1182542300000.0,1173028900000.0,1462837000000.0,1585289400000.0,1501341400000.0,668422800000.0,1850889200000.0,1624432600000.0,1434874700000.0
2079.0,1817913500000.0,1163114800000.0,1156420200000.0,1443153600000.0,1560202600000.0,1484127200000.0,632794000000.0,1836070100000.0,1599681700000.0,1419530700000.0
2080.0,1798140300000.0,1140361800000.0,1127192000000.0,1421511900000.0,1532776000000.0,1464821600000.0,605190000000.0,1825160400000.0,1581442900000.0,1400116100000.0
2081.0,1780766600000.0,1129280600000.0,1131482800000.0,1398288500000.0,1517053500000.0,1452257600000.0,579456660000.0,1833772300000.0,1562658700000.0,1383710000000.0
2082.0,1784017300000.0,1120207500000.0,1120188900000.0,1380660400000.0,1508582500000.0,1451258200000.0,552264100000.0,1830552600000.0,1543454500000.0,1378014500000.0
2083.0,1768138000000.0,1106887000000.0,1093758100000.0,1358859300000.0,1480904500000.0,1431042400000.0,530547050000.0,1805739500000.0,1518634700000.0,1378359800000.0
2084.0,1755656700000.0,1091503200000.0,1079313240000.0,1330803500000.0,1468631600000.0,1399261200000.0,509560880000.0,1783428300000.0,1499770000000.0,1350245800000.0
2085.0,1743945500000.0,1075634500000.0,1056968400000.0,1315102800000.0,1449054200000.0,1386673300000.0,487424920000.0,1775729200000.0,1486979200000.0,1332139400000.0
2086.0,1734261900000.0,1060318150000.0,1034392600000.0,1297768400000.0,1436175700000.0,1371244900000.0,462918160000.0,1769861400000.0,1477257500000.0,1323572000000.0
2087.0,1726682500000.0,1039586400000.0,1029232600000.0,1277644400000.0,1422199100000.0,1358210400000.0,445470830000.0,1747975000000.0,1464628400000.0,1305613000000.0
2088.0,1720004500000.0,1021346640000.0,1011512000000.0,1251625800000.0,1403144500000.0,1336031200000.0,431110520000.0,1745863600000.0,1451424500000.0,1293275400000.0
2089.0,1715859400000.0,996011740000.0,991382100000.0,1228764700000.0,1378650600000.0,1321739900000.0,410709950000.0,1738893400000.0,1436680600000.0,1279282100000.0
2090.0,1712416600000.0,980927840000.0,980759500000.0,1217205800000.0,1364680800000.0,1292287200000.0,392402860000.0,1730554000000.0,1422865200000.0,1266212300000.0
2091.0,1696632700000.0,959965040000.0,968532800000.0,1200567600000.0,1348942700000.0,1276844000000.0,379034340000.0,1722125000000.0,1410928600000.0,1249780700000.0
2092.0,1683396100000.0,952069650000.0,949781400000.0,1181980400000.0,1340019400000.0,1255759800000.0,359768130000.0,1717054300000.0,1408521100000.0,1226645600000.0
2093.0,1674726900000.0,957044160000.0,922636400000.0,1172336100000.0,1315621000000.0,1229671400000.0,344460500000.0,1711386700000.0,1400913300000.0,1216436400000.0
2094.0,1661260300000.0,930616700000.0,907877800000.0,1143427600000.0,1293563000000.0,1216236400000.0,328872920000.0,1706548700000.0,1388544800000.0,1200056600000.0
2095.0,1647656300000.0,919027200000.0,897206600000.0,1123376300000.0,1277460200000.0,1209615600000.0,315860550000.0,1704173500000.0,1376078900000.0,1181430600000.0
2096.0,1640524000000.0,903534740000.0,882371000000.0,1110190300000.0,1267440700000.0,1209013200000.0,304409380000.0,1701615000000.0,1358856800000.0,1171952900000.0
2097.0,1634048000000.0,897342100000.0,870210340000.0,1107348600000.0,1247798500000.0,1195741700000.0,293846300000.0,1689059200000.0,1350027800000.0,1169872900000.0
2098.0,1616305000000.0,881512000000.0,852519550000.0,1090584050000.0,1230277400000.0,1179920400000.0,284324820000.0,1676736700000.0,1336498600000.0,1169336700000.0
2099.0,1599705400000.0,861980000000.0,841864700000.0,1068831800000.0,1213652700000.0,1168049700000.0,273975250000.0,1669550800000.0,1322707000000.0,1159238600000.0
2100.0,1598945600000.0,854874260000.0,822733640000.0,1056093200000.0,1203139200000.0,1154817300000.0,264203030000.0,1663670400000.0,1316354300000.0,1150354800000.0
