time,NORESM1-M,CCSM4,IPSL-CM5A-LR,CANESM2,CNRM-CM5,CSIRO-MK3-6-0,GFDL-CM3,GFDL-ESM2G,GISS-E2-R,MPI-ESM-LR
2019.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0
2020.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0
2021.0,2770364000000.0,2749354200000.0,2778541300000.0,2740166900000.0,2766813800000.0,2738397400000.0,2751488600000.0,2760962200000.0,2778109800000.0,2777748600000.0
2022.0,2755921400000.0,2725730000000.0,2759851800000.0,2716467200000.0,2771115000000.0,2726834500000.0,2739544300000.0,2761438500000.0,2761229000000.0,2768037500000.0
2023.0,2748892800000.0,2710754800000.0,2762200800000.0,2712000300000.0,2757877600000.0,2693637900000.0,2728265500000.0,2752289400000.0,2750588400000.0,2749117000000.0
2024.0,2736829000000.0,2685599700000.0,2745807100000.0,2682597400000.0,2748193000000.0,2662864500000.0,2705476600000.0,2735863800000.0,2743806500000.0,2726404300000.0
2025.0,2714943400000.0,2670172600000.0,2719797200000.0,2655500400000.0,2748575000000.0,2636432500000.0,2682090000000.0,2714340700000.0,2717684300000.0,2720304500000.0
2026.0,2694584000000.0,2666156800000.0,2725765000000.0,2649224600000.0,2720517000000.0,2600294700000.0,2652809000000.0,2708748000000.0,2695049000000.0,2716776500000.0
2027.0,2671763000000.0,2659055600000.0,2715910700000.0,2599063700000.0,2721671500000.0,2581571600000.0,2629679400000.0,2666322700000.0,2687680600000.0,2723033400000.0
2028.0,2656119300000.0,2659814200000.0,2714312400000.0,2572496700000.0,2717368000000.0,2557367000000.0,2594475900000.0,2678617000000.0,2661763800000.0,2711360600000.0
2029.0,2623193200000.0,2625543000000.0,2683230000000.0,2534826300000.0,2703040700000.0,2527725600000.0,2559497200000.0,2683274300000.0,2638442400000.0,2687420600000.0
2030.0,2582014900000.0,2607364200000.0,2645212800000.0,2518971300000.0,2675674400000.0,2496287700000.0,2527267700000.0,2656022000000.0,2615570600000.0,2673437000000.0
2031.0,2556548600000.0,2585606200000.0,2621734400000.0,2477520800000.0,2662785400000.0,2495091600000.0,2509008800000.0,2628158000000.0,2605452600000.0,2653859300000.0
2032.0,2548173000000.0,2543272000000.0,2598077700000.0,2460107400000.0,2652866000000.0,2469170200000.0,2469878000000.0,2620445700000.0,2585653400000.0,2624963200000.0
2033.0,2524245000000.0,2519708700000.0,2565623300000.0,2451180400000.0,2644056700000.0,2428017000000.0,2439926500000.0,2601581000000.0,2560187200000.0,2606119800000.0
2034.0,2503865800000.0,2513718000000.0,2532286700000.0,2414808100000.0,2633870900000.0,2384809000000.0,2402664300000.0,2588455500000.0,2541741700000.0,2580913800000.0
2035.0,2483656300000.0,2496940000000.0,2493568800000.0,2371204700000.0,2619380000000.0,2356388800000.0,2367023200000.0,2563257000000.0,2516639800000.0,2570910200000.0
2036.0,2476692500000.0,2465949500000.0,2457020700000.0,2330060400000.0,2596887300000.0,2346824800000.0,2322234300000.0,2535979500000.0,2478784400000.0,2531669800000.0
2037.0,2457435000000.0,2447058000000.0,2407639300000.0,2291484600000.0,2570484400000.0,2326947400000.0,2285982700000.0,2525696600000.0,2441201300000.0,2522302400000.0
2038.0,2455322500000.0,2442083700000.0,2364956500000.0,2260337200000.0,2549689600000.0,2310857600000.0,2249449300000.0,2499077700000.0,2395922500000.0,2509031300000.0
2039.0,2429137000000.0,2407511400000.0,2302216800000.0,2228394700000.0,2532652400000.0,2276044000000.0,2180960500000.0,2471267100000.0,2367925000000.0,2470932000000.0
2040.0,2398249800000.0,2385690000000.0,2235497400000.0,2192931000000.0,2518759000000.0,2237187800000.0,2136484500000.0,2458736400000.0,2328074600000.0,2439851300000.0
2041.0,2368083000000.0,2360656500000.0,2186702700000.0,2153885100000.0,2486024800000.0,2219472600000.0,2079158400000.0,2445540900000.0,2300064600000.0,2420702000000.0
2042.0,2342374900000.0,2347215000000.0,2139442500000.0,2131321700000.0,2450994000000.0,2188748800000.0,2030588400000.0,2416919400000.0,2261308000000.0,2388823000000.0
2043.0,2310356300000.0,2329567000000.0,2107891000000.0,2108872300000.0,2421579000000.0,2151078300000.0,1975979000000.0,2381852700000.0,2215284800000.0,2366698700000.0
2044.0,2275871000000.0,2295094600000.0,2082196200000.0,2069478200000.0,2399120400000.0,2125416200000.0,1936261400000.0,2385970700000.0,2188033900000.0,2350015600000.0
2045.0,2246337000000.0,2263418700000.0,2029127300000.0,2009689800000.0,2357147700000.0,2098517000000.0,1887527100000.0,2366336400000.0,2175310500000.0,2318233500000.0
2046.0,2219657400000.0,2235739000000.0,1983326200000.0,1986516000000.0,2341892800000.0,2069977900000.0,1829236800000.0,2346796000000.0,2135482700000.0,2248709000000.0
2047.0,2188336000000.0,2214523600000.0,1912221100000.0,1938509800000.0,2324928400000.0,2044078000000.0,1781932900000.0,2327246500000.0,2092849000000.0,2211369500000.0
2048.0,2164400700000.0,2175460400000.0,1876498700000.0,1904596200000.0,2284465400000.0,2020552600000.0,1732499700000.0,2301018200000.0,2065064300000.0,2195567500000.0
2049.0,2125931100000.0,2151556000000.0,1828363800000.0,1861459100000.0,2249579300000.0,1974404900000.0,1673214000000.0,2273912800000.0,2033786700000.0,2153749000000.0
2050.0,2095306400000.0,2129914800000.0,1799041700000.0,1813651300000.0,2232097000000.0,1947243600000.0,1612321300000.0,2253127000000.0,2009670900000.0,2122270800000.0
2051.0,2066486100000.0,2109683900000.0,1767988000000.0,1767973700000.0,2208751400000.0,1923293800000.0,1586792500000.0,2241582600000.0,1965056600000.0,2085404800000.0
2052.0,2051519400000.0,2087820600000.0,1723439600000.0,1718825900000.0,2175029000000.0,1905118300000.0,1542081600000.0,2198264100000.0,1930824800000.0,2056760500000.0
2053.0,1995624300000.0,2065900900000.0,1681897700000.0,1668718500000.0,2153120900000.0,1888432700000.0,1492394800000.0,2187457300000.0,1906563900000.0,2029335300000.0
2054.0,1972416000000.0,2033647000000.0,1645716300000.0,1618571800000.0,2128001100000.0,1863193300000.0,1432096600000.0,2163412200000.0,1882731000000.0,2001825800000.0
2055.0,1952408400000.0,2000178200000.0,1613354900000.0,1574360000000.0,2087169700000.0,1830124900000.0,1385486700000.0,2116588700000.0,1850674900000.0,1988097200000.0
2056.0,1937825600000.0,1970266300000.0,1571287700000.0,1543610800000.0,2055998300000.0,1792067000000.0,1344531000000.0,2082087100000.0,1813703800000.0,1945626600000.0
2057.0,1898290300000.0,1938066800000.0,1543056700000.0,1498580800000.0,2033378900000.0,1778632400000.0,1301641800000.0,2041261600000.0,1780404600000.0,1898700900000.0
2058.0,1854821800000.0,1905610700000.0,1496000900000.0,1450316700000.0,1996931200000.0,1735605100000.0,1255323300000.0,2002546000000.0,1755545100000.0,1857047600000.0
2059.0,1823575400000.0,1889753200000.0,1456710200000.0,1418678000000.0,1963710900000.0,1701003100000.0,1206327000000.0,1968706800000.0,1726340700000.0,1812908200000.0
2060.0,1796498700000.0,1859552100000.0,1416840000000.0,1376588300000.0,1946285500000.0,1667134300000.0,1160892300000.0,1941731800000.0,1696628500000.0,1778348200000.0
2061.0,1770327500000.0,1834591800000.0,1386598900000.0,1331767100000.0,1929801200000.0,1644311300000.0,1120465800000.0,1922622600000.0,1674454500000.0,1732403000000.0
2062.0,1760040700000.0,1798670000000.0,1326450200000.0,1291890700000.0,1906072100000.0,1617752000000.0,1074556960000.0,1899791000000.0,1643490600000.0,1681793100000.0
2063.0,1730130700000.0,1770988000000.0,1287315400000.0,1255169600000.0,1886832600000.0,1573956900000.0,1021674300000.0,1887366300000.0,1622436500000.0,1654339300000.0
2064.0,1692739000000.0,1748678000000.0,1254088000000.0,1232745900000.0,1851856500000.0,1529397100000.0,971930860000.0,1873382900000.0,1592165800000.0,1604355500000.0
2065.0,1663659800000.0,1719152700000.0,1197155200000.0,1197318900000.0,1820635000000.0,1487704800000.0,917260340000.0,1846178700000.0,1567758600000.0,1571834800000.0
2066.0,1644394800000.0,1690487800000.0,1158656000000.0,1149944300000.0,1784514900000.0,1457300300000.0,869294700000.0,1820338000000.0,1542087100000.0,1534614300000.0
2067.0,1607821800000.0,1655824000000.0,1115880300000.0,1107979800000.0,1760928200000.0,1432486800000.0,825372840000.0,1802529800000.0,1523105400000.0,1486201200000.0
2068.0,1578073200000.0,1622712400000.0,1074326730000.0,1078121400000.0,1732133500000.0,1402189900000.0,783632040000.0,1778674300000.0,1485726200000.0,1448591500000.0
2069.0,1537909000000.0,1578294700000.0,1045274950000.0,1054115200000.0,1712588200000.0,1366404400000.0,741653300000.0,1755066000000.0,1450087400000.0,1418302800000.0
2070.0,1496431100000.0,1531879500000.0,1010171640000.0,1023939640000.0,1691474200000.0,1337265000000.0,700331400000.0,1733463500000.0,1423733600000.0,1388695400000.0
2071.0,1461016700000.0,1497900900000.0,969872440000.0,985294440000.0,1654926900000.0,1309929600000.0,661751200000.0,1717791000000.0,1401638200000.0,1343345100000.0
2072.0,1424801400000.0,1468793200000.0,933595800000.0,967010600000.0,1609689600000.0,1277704400000.0,613916700000.0,1706299000000.0,1381113100000.0,1314914700000.0
2073.0,1398483000000.0,1432515500000.0,908065050000.0,951006200000.0,1576190700000.0,1252852000000.0,571381600000.0,1692233400000.0,1348596500000.0,1291823100000.0
2074.0,1364911800000.0,1405597800000.0,873130100000.0,920943600000.0,1543881900000.0,1214522600000.0,540099150000.0,1673778700000.0,1318654200000.0,1265299900000.0
2075.0,1331096300000.0,1382430500000.0,845101400000.0,890542300000.0,1530676400000.0,1182095600000.0,507516200000.0,1641264300000.0,1292866200000.0,1228357500000.0
2076.0,1300376800000.0,1354793500000.0,815053600000.0,867410640000.0,1499057500000.0,1133733600000.0,475253930000.0,1616698500000.0,1269025600000.0,1187802000000.0
2077.0,1267616200000.0,1318525700000.0,784205940000.0,842330340000.0,1467882100000.0,1113385200000.0,446412160000.0,1582914600000.0,1240613900000.0,1162535200000.0
2078.0,1240541000000.0,1282623300000.0,752493700000.0,807223700000.0,1448361600000.0,1079808000000.0,417446040000.0,1546954600000.0,1219842500000.0,1134252400000.0
2079.0,1206941000000.0,1250888000000.0,735853500000.0,775259550000.0,1423856400000.0,1046187700000.0,384301270000.0,1507143700000.0,1196091800000.0,1112483800000.0
2080.0,1170835000000.0,1232912100000.0,703151500000.0,764355000000.0,1404572100000.0,1023504900000.0,361211070000.0,1490844100000.0,1173293500000.0,1079716540000.0
2081.0,1150858000000.0,1198537800000.0,671507200000.0,738669360000.0,1381559200000.0,1000499100000.0,335813740000.0,1467341900000.0,1155120200000.0,1038310700000.0
2082.0,1134441100000.0,1170146100000.0,636979640000.0,720161540000.0,1374359500000.0,974251160000.0,312072470000.0,1433600500000.0,1130684700000.0,1004841600000.0
2083.0,1115251900000.0,1149022600000.0,607394000000.0,695837660000.0,1326392900000.0,943588050000.0,287773160000.0,1407804800000.0,1103042700000.0,971736100000.0
2084.0,1084553100000.0,1121013300000.0,587092100000.0,671994350000.0,1315484900000.0,925106960000.0,267998100000.0,1376623300000.0,1078596670000.0,945918640000.0
2085.0,1058472700000.0,1088572200000.0,566339300000.0,647779840000.0,1299038700000.0,905576840000.0,251182970000.0,1335934700000.0,1060271100000.0,929480050000.0
2086.0,1034227100000.0,1061636300000.0,536299540000.0,624003900000.0,1273758400000.0,888783900000.0,232188200000.0,1301449500000.0,1035240600000.0,899137000000.0
2087.0,1002821500000.0,1037548260000.0,514088960000.0,603489400000.0,1234320000000.0,859859500000.0,214763230000.0,1271062200000.0,1010026150000.0,874138960000.0
2088.0,982215160000.0,1016142040000.0,488232260000.0,581807440000.0,1212474700000.0,840165750000.0,197916850000.0,1238595900000.0,988975300000.0,845657740000.0
2089.0,955004550000.0,993247360000.0,461500350000.0,555711600000.0,1187107700000.0,809000800000.0,184436240000.0,1216134000000.0,970510300000.0,816624760000.0
2090.0,927140400000.0,965938100000.0,441848950000.0,532060440000.0,1165086800000.0,783442700000.0,170425480000.0,1196589700000.0,957853700000.0,779387800000.0
2091.0,897198800000.0,942238860000.0,423266350000.0,514843870000.0,1141771000000.0,756060260000.0,153180750000.0,1177456600000.0,936987800000.0,748925750000.0
2092.0,875401500000.0,913661000000.0,402314040000.0,489709370000.0,1117483600000.0,734163500000.0,142049890000.0,1150756600000.0,920162660000.0,725378470000.0
2093.0,851025260000.0,890999730000.0,375996380000.0,467719060000.0,1092121460000.0,722234250000.0,128555760000.0,1119518200000.0,900082400000.0,703551100000.0
2094.0,825345250000.0,858435940000.0,350755030000.0,449222080000.0,1067403600000.0,701907140000.0,119313090000.0,1081577900000.0,880265270000.0,675758800000.0
2095.0,800779900000.0,829880800000.0,328817080000.0,425751940000.0,1041869500000.0,675472340000.0,108688695000.0,1058101300000.0,855428040000.0,656294700000.0
2096.0,782438400000.0,805929500000.0,315695170000.0,409558320000.0,1019846600000.0,653977200000.0,99542065000.0,1033234740000.0,836264500000.0,633140800000.0
2097.0,761979500000.0,787228660000.0,299016420000.0,388661670000.0,1002789400000.0,632034750000.0,91167130000.0,1014456450000.0,819224100000.0,617674440000.0
2098.0,738894350000.0,765301750000.0,289659600000.0,371464340000.0,973941400000.0,615719900000.0,82378695000.0,984921600000.0,805832200000.0,600084800000.0
2099.0,716265300000.0,744477700000.0,272330520000.0,354556840000.0,950078500000.0,593191240000.0,75328720000.0,967014200000.0,786041730000.0,577037300000.0
2100.0,688970470000.0,727302860000.0,260432100000.0,342780400000.0,927603750000.0,577730200000.0,68970610000.0,944058800000.0,770401800000.0,553695000000.0
