time,MPI-ESM1-2-HR,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM4-8,NORESM2-MM,EC-EARTH3-VEG,EC-EARTH3,FGOALS-F3-L,INM-CM5-0,CESM2,CESM2-WACCM,GFDL-ESM4,MRI-ESM2-0
2024.0,2818567700.0,2829666300.0,2818975500.0,2818839800.0,3098760700.0,2852333600.0,2817819600.0,2858173400.0,2810719200.0,3085059300.0,2935255000.0,2834253300.0,2832704300.0
2025.0,2786188800.0,2813050600.0,2888524800.0,2872672300.0,2928775200.0,2812850400.0,2810267600.0,2823878100.0,2784636000.0,2859008500.0,2885789400.0,2803514000.0,2938570800.0
2026.0,2764166400.0,2797071000.0,2778732000.0,2897694700.0,2879600600.0,2786453000.0,2794407200.0,2808993800.0,2885883400.0,2812824600.0,2981507800.0,2785386800.0,2934653700.0
2027.0,2877471200.0,2774867000.0,2755572200.0,2829985000.0,2855028500.0,2770079500.0,2770970400.0,2791789000.0,2763614700.0,2801708800.0,2999848400.0,2766772500.0,2848255000.0
2028.0,2764974600.0,2765374000.0,2716117800.0,2793643800.0,3000197400.0,2748700400.0,2777820200.0,2824236500.0,2725970400.0,2786625500.0,3187817200.0,2733523000.0,2778411300.0
2029.0,2728779800.0,2745554200.0,2674927400.0,2907858700.0,2825941500.0,2745848000.0,2865799200.0,2820783600.0,2712095000.0,2765521200.0,3118127900.0,2706277000.0,2741599700.0
2030.0,2798732500.0,2722341000.0,2647980800.0,2809430800.0,2917702400.0,2733763600.0,2844295700.0,2785275000.0,2713923300.0,2735987700.0,3052848600.0,2779086000.0,2790830800.0
2031.0,2755681000.0,2690745600.0,2591141600.0,2753928000.0,2844363000.0,2712861400.0,2769590800.0,2825333000.0,2661201400.0,2707280600.0,2949125400.0,2668468500.0,2694699000.0
2032.0,2692859100.0,2676971300.0,2549114000.0,2796178400.0,2820448500.0,2904884000.0,2710480100.0,2821646000.0,2718397000.0,2719794000.0,2875511800.0,2714930700.0,2696462000.0
2033.0,2657330000.0,2639092000.0,2565535500.0,2740812800.0,2834148400.0,2697651200.0,2698071300.0,2862148900.0,2605422000.0,2793519400.0,2896389600.0,2645128400.0,2696165000.0
2034.0,2625647400.0,2620136200.0,2515296000.0,2739527200.0,2763102200.0,2644560000.0,2679752000.0,2729062100.0,2580507000.0,2739692500.0,2841288000.0,2616146400.0,2630796500.0
2035.0,2624060000.0,2589727000.0,2440999200.0,2713512400.0,2748769300.0,2633207000.0,2665610500.0,2695556600.0,2531228700.0,2642698000.0,2814334000.0,2622426000.0,2597992400.0
2036.0,2566475500.0,2568120300.0,2401300700.0,2759798500.0,2727453000.0,2599965200.0,2618502400.0,2668982800.0,2493792800.0,2671993000.0,2783541000.0,2683513300.0,2560085200.0
2037.0,2552607700.0,2550753300.0,2356941800.0,2674085400.0,2701665500.0,2579677700.0,2589076000.0,2644742400.0,2431335200.0,2622040600.0,2771288800.0,2602796800.0,2546086000.0
2038.0,2490606800.0,2509092000.0,2372013000.0,2650088700.0,2676137700.0,2557565400.0,2543874300.0,2644039400.0,2360945000.0,2605361000.0,2744618800.0,2596492300.0,2502874400.0
2039.0,2435265800.0,2496205600.0,2294831400.0,2627290400.0,2640548600.0,2758328600.0,2506849500.0,2611641900.0,2309646300.0,2561054200.0,2724845800.0,2511183000.0,2472983300.0
2040.0,2383138600.0,2452713500.0,2255999000.0,2636258000.0,2649346000.0,2536097800.0,2453857800.0,2578057700.0,2249383400.0,2568763400.0,2687630600.0,2481836500.0,2421737700.0
2041.0,2450186500.0,2417480700.0,2210996700.0,2615310800.0,2636730400.0,2802155300.0,2393101600.0,2558440200.0,2188533200.0,2574262800.0,2657285600.0,2461105200.0,2390954800.0
2042.0,2391353900.0,2380194600.0,2175059700.0,2596809200.0,2598850600.0,2455529200.0,2330592500.0,2522409700.0,2140636200.0,2469114400.0,2616769000.0,2401502500.0,2340668400.0
2043.0,2316096500.0,2343019300.0,2159627800.0,2569796900.0,2546885400.0,2413601800.0,2280148700.0,2470477300.0,2095474600.0,2477948700.0,2591568100.0,2376997600.0,2286233900.0
2044.0,2360597500.0,2329320400.0,2068297900.0,2713980200.0,2545969700.0,2369322200.0,2219406800.0,2419158300.0,2043819300.0,2450551000.0,2557358600.0,2342372400.0,2236354800.0
2045.0,2224991000.0,2292517600.0,2023231600.0,2560021500.0,2515072000.0,2343358000.0,2184121300.0,2365746400.0,1999803400.0,2369010000.0,2520896000.0,2306061300.0,2194927400.0
2046.0,2260792000.0,2255210200.0,2008258700.0,2499073800.0,2467366400.0,2296639200.0,2141657100.0,2318780200.0,1907980900.0,2361377000.0,2485418200.0,2274608600.0,2193657300.0
2047.0,2144239400.0,2191153400.0,1942711700.0,2462726000.0,2438252000.0,2237745200.0,2066749400.0,2281698300.0,1842151700.0,2302502400.0,2434769400.0,2198907400.0,2106724400.0
2048.0,2089680000.0,2145086000.0,1890696700.0,2489592800.0,2384806100.0,2205832700.0,2012041600.0,2225906400.0,1803503700.0,2368443100.0,2376625200.0,2166538800.0,2063824800.0
2049.0,2053251300.0,2119333500.0,1940559600.0,2412010500.0,2322798600.0,2139828200.0,2020094700.0,2165176000.0,1756843800.0,2260345000.0,2325098500.0,2118183700.0,2011806500.0
2050.0,2114947200.0,2065758500.0,1841842600.0,2385824300.0,2274712800.0,2056456000.0,1860215700.0,2122890400.0,1691262000.0,2199045600.0,2279911200.0,2072591900.0,1937635500.0
2051.0,1973364000.0,2026358000.0,1787066500.0,2350466600.0,2232924700.0,1996099000.0,1780134100.0,2064634200.0,1647326600.0,2175867100.0,2236809200.0,2036658600.0,1887934600.0
2052.0,1972655200.0,1975854300.0,1727145600.0,2312076800.0,2183022000.0,1967244000.0,1728676400.0,2019797400.0,1584769400.0,2107963100.0,2195650300.0,2046858100.0,1845891600.0
2053.0,2038325100.0,1936247700.0,1680586500.0,2261575200.0,2168865800.0,1929035000.0,1678427800.0,1978253800.0,1548197200.0,2054898800.0,2132531500.0,1968294800.0,1809159600.0
2054.0,1939777900.0,1873486200.0,1626760700.0,2219517700.0,2126039000.0,1853852400.0,1814089900.0,1915726200.0,1510715900.0,1994649300.0,2099984100.0,1932714600.0,1762542800.0
2055.0,1854793700.0,1798971600.0,1571092700.0,2195745500.0,2085396600.0,1786679600.0,1588394000.0,1845820900.0,1466341000.0,1955132800.0,2144196400.0,1865149700.0,1689162000.0
2056.0,1812658000.0,1746427900.0,1588956900.0,2149668600.0,2028539300.0,1731495200.0,1523305300.0,1793599000.0,1419592200.0,1882043900.0,2138223600.0,1815541800.0,1628000900.0
2057.0,1760682800.0,1701795000.0,1544208800.0,2122335500.0,1995512200.0,1826783200.0,1448386700.0,1748480000.0,1411959700.0,1842338200.0,2016982800.0,1750655600.0,1593242400.0
2058.0,1712029300.0,1615828000.0,1517868300.0,2056556300.0,1941198800.0,1690498300.0,1369989900.0,1686263300.0,1380973600.0,1800689500.0,1987871400.0,1703198500.0,1545322400.0
2059.0,1659069600.0,1565268600.0,1478420500.0,2024648000.0,1873807400.0,1620310800.0,1335414900.0,1620162600.0,1341133700.0,1750513000.0,1913359100.0,1658198100.0,1497944000.0
2060.0,1601193900.0,1546427100.0,1428602200.0,1985856300.0,1835787000.0,1546330600.0,1278718500.0,1583464000.0,1310607100.0,1695192300.0,1930168400.0,1607606800.0,1468471300.0
2061.0,1542158200.0,1490259200.0,1391552600.0,1955924900.0,1840139400.0,1501186300.0,1230614300.0,1549099600.0,1258533100.0,1651635300.0,1855707800.0,1559704800.0,1420343600.0
2062.0,1539811300.0,1494679700.0,1357174100.0,1938623400.0,1760052900.0,1439970600.0,1170083000.0,1528021600.0,1219112100.0,1595783700.0,1835315700.0,1512623400.0,1376592800.0
2063.0,1478572200.0,1393051400.0,1314668500.0,1945614800.0,1684454500.0,1405105000.0,1123462000.0,1463751000.0,1189240400.0,1549031700.0,1766174600.0,1451526100.0,1326540200.0
2064.0,1441237600.0,1352401800.0,1283546400.0,1884692400.0,1651775600.0,1339660900.0,1100056600.0,1399969400.0,1152807800.0,1583017000.0,1718693800.0,1393919600.0,1283906200.0
2065.0,1401995400.0,1310847600.0,1273782300.0,1821869600.0,1633831000.0,1271539100.0,1055656700.0,1348100000.0,1098978700.0,1510902400.0,1660024000.0,1349934600.0,1251089500.0
2066.0,1361732100.0,1271397100.0,1849107700.0,1773591600.0,1608567400.0,1200150700.0,993509570.0,1313604400.0,1055892350.0,1475752800.0,1604187400.0,1300049700.0,1225374600.0
2067.0,1650417500.0,1230158000.0,1291422500.0,1725772200.0,1532071300.0,1146790100.0,967000770.0,1331469700.0,1028997300.0,1444754700.0,1550254200.0,1259669800.0,1174489200.0
2068.0,1344405200.0,1185137500.0,1188496300.0,1689211300.0,1487436700.0,1095922800.0,926334100.0,1265003600.0,1001161150.0,1403558300.0,1515956200.0,1210169300.0,1141780400.0
2069.0,1286315900.0,1146417500.0,1161745800.0,1790197500.0,1448478800.0,1059913800.0,881000100.0,1277342700.0,985148540.0,1357737200.0,1491707800.0,1171105000.0,1109443000.0
2070.0,1254405100.0,1122667900.0,1129882200.0,1677900800.0,1405237400.0,1016707260.0,846294700.0,1199844000.0,963800200.0,1317549000.0,1440785500.0,1139912200.0,1086501400.0
2071.0,1210904800.0,1065015040.0,1110562600.0,1606865800.0,1362841100.0,972097300.0,812622340.0,1163084700.0,937099100.0,1266579100.0,1405316100.0,1112929900.0,1057465600.0
2072.0,1166246900.0,1073314400.0,1078230500.0,1570413200.0,1376079900.0,932786100.0,778327800.0,1125203600.0,904288060.0,1251225100.0,1341655600.0,1077035100.0,1014627000.0
2073.0,1144999300.0,1011265900.0,1089018000.0,1634115700.0,1321788200.0,890397760.0,746291900.0,1091689900.0,869572100.0,1218038800.0,1309268700.0,1040132200.0,1046257340.0
2074.0,1106101900.0,970068160.0,1023390800.0,1492836200.0,1280784100.0,843686460.0,715517500.0,1053110600.0,843430300.0,1192699100.0,1268740500.0,1002696600.0,967474400.0
2075.0,1067212400.0,945044200.0,993428540.0,1458656000.0,1242493200.0,790339700.0,691052400.0,1020382460.0,821295740.0,1145708700.0,1227252500.0,971529700.0,941797250.0
2076.0,1041434560.0,909439700.0,971695000.0,1408136300.0,1202190000.0,753317000.0,652906750.0,983757100.0,790027200.0,1102265000.0,1201083500.0,934024960.0,910944500.0
2077.0,999114500.0,873983200.0,951683140.0,1383429200.0,1143182300.0,724042900.0,630638400.0,952892400.0,766422800.0,1068406600.0,1169673900.0,895444030.0,880406800.0
2078.0,979287740.0,844371700.0,978142100.0,1348230800.0,1268809500.0,696107000.0,598562400.0,923991400.0,752126850.0,1047248200.0,1109306000.0,859904640.0,856405600.0
2079.0,952702100.0,825654340.0,1575871100.0,1310456800.0,1097808600.0,666288800.0,572680200.0,903450800.0,724721860.0,1012369860.0,1073860400.0,837091600.0,835973400.0
2080.0,915815600.0,786583360.0,949759700.0,1287847000.0,1056921860.0,640589630.0,543060300.0,863525900.0,701871170.0,982573600.0,1054623740.0,849452600.0,811958340.0
2081.0,871895230.0,763117060.0,888753300.0,1282169900.0,1010104960.0,598011260.0,519070340.0,826100200.0,681605400.0,949374460.0,1012947600.0,800078850.0,786240100.0
2082.0,849797950.0,740269800.0,866910300.0,1248464900.0,983764350.0,576732000.0,489074620.0,812623600.0,666616600.0,925510600.0,983363500.0,772343040.0,752934400.0
2083.0,834017800.0,716861440.0,848726140.0,1222598700.0,949545300.0,549689200.0,461201250.0,772605600.0,648665660.0,904039230.0,951126300.0,746597400.0,730031000.0
2084.0,809788740.0,690983400.0,826222200.0,1188746000.0,927005200.0,526156960.0,435855460.0,756599900.0,631337150.0,885465660.0,915086340.0,719376900.0,711665540.0
2085.0,779954300.0,667363400.0,828500350.0,1160661200.0,890937300.0,503766100.0,419531550.0,755498700.0,625297300.0,849516700.0,890154300.0,694381440.0,686718660.0
2086.0,754592600.0,643010300.0,790272600.0,1135610500.0,863579900.0,479646100.0,402053060.0,760311700.0,608588860.0,833914800.0,851781700.0,675693630.0,668992600.0
2087.0,723391300.0,628507400.0,791089400.0,1093733900.0,832801300.0,456274050.0,376694270.0,695269200.0,598358200.0,812297500.0,815184260.0,657478140.0,649522600.0
2088.0,690641800.0,599199500.0,769625200.0,1065095000.0,802936770.0,431941800.0,361282940.0,673530600.0,576076300.0,769147840.0,771817900.0,628778050.0,639300400.0
2089.0,666609500.0,578841100.0,751013600.0,1057506400.0,779682940.0,408222940.0,337702800.0,654314240.0,560757500.0,747609300.0,749994900.0,606906100.0,619477250.0
2090.0,631556030.0,564395800.0,724372700.0,1026906000.0,758499840.0,387680960.0,308195140.0,628271170.0,543176960.0,716548600.0,721685760.0,573159800.0,606438800.0
2091.0,613075000.0,585288000.0,700927200.0,1003263200.0,736094300.0,366440000.0,286755260.0,601941950.0,537825000.0,691413570.0,692709500.0,549090600.0,595505150.0
2092.0,589592900.0,535022850.0,686110900.0,968838500.0,703333060.0,344049340.0,263018820.0,585399800.0,528691900.0,670159170.0,670137100.0,522215550.0,580501200.0
2093.0,571950340.0,518495070.0,652135600.0,941268100.0,681162900.0,320017570.0,245356910.0,561199700.0,512138600.0,649687040.0,679069400.0,509262940.0,568701500.0
2094.0,566590850.0,505737060.0,629930400.0,912950460.0,728855900.0,294730180.0,233963920.0,541156350.0,496213100.0,633476900.0,639079300.0,492216130.0,551674100.0
2095.0,553575360.0,489369440.0,608034100.0,888063300.0,639948350.0,275097660.0,216443410.0,519710200.0,479980380.0,608795500.0,622075140.0,478384930.0,535281820.0
2096.0,520287170.0,478383070.0,589200400.0,876952450.0,612994560.0,258568880.0,202918610.0,507482900.0,466044640.0,592946300.0,601675260.0,464062000.0,521999940.0
2097.0,496623550.0,466979650.0,573074700.0,852828300.0,598100600.0,238982130.0,192253140.0,485724930.0,455148900.0,574495000.0,576977340.0,450560500.0,516096960.0
2098.0,474570600.0,450756320.0,552802700.0,825233900.0,577914300.0,225791900.0,173592850.0,466374300.0,436296670.0,553989200.0,553989060.0,434796060.0,495844130.0
2099.0,451536420.0,432378620.0,540585660.0,792259100.0,555295740.0,210096350.0,147591570.0,452231780.0,418230240.0,536373000.0,551013060.0,417358050.0,486838700.0
2100.0,436650270.0,438903900.0,527418340.0,769883100.0,534672800.0,192460540.0,136924110.0,439736200.0,405662750.0,520370620.0,522833020.0,404358800.0,473577600.0
