time,EC-EARTH3-VEG,CMCC-CM2-SR5,FGOALS-F3-L,EC-EARTH3,INM-CM4-8,NORESM2-MM,CAMS-CSM1-0,MPI-ESM1-2-HR,BCC-CSM2-MR,MRI-ESM2-0,GFDL-ESM4,INM-CM5-0,CESM2-WACCM,CESM2
2027.0,2791014700.0,2915985000.0,2886128400.0,2764649000.0,2791023900.0,2847510800.0,2770027300.0,2929243400.0,2785617700.0,2762381600.0,2744487200.0,2784485000.0,2780789000.0,2896250600.0
2028.0,3615308000.0,2927512800.0,2943916800.0,2729707500.0,2918498800.0,2980020200.0,2740645000.0,2830623200.0,2759052800.0,2763061200.0,2722641700.0,2757599700.0,2767613000.0,2800960000.0
2029.0,2959321900.0,2848057600.0,2828959200.0,2745396200.0,2762443300.0,2916228400.0,2763807000.0,2783880000.0,2722965000.0,2726010600.0,2703788300.0,2734445300.0,2749868000.0,2786659600.0
2030.0,2847339300.0,2920398000.0,2857333500.0,2695956000.0,2924917000.0,2835364000.0,2703580700.0,2759708700.0,2704582100.0,2697855700.0,2681767700.0,2745841200.0,2721923300.0,2758882300.0
2031.0,2785839400.0,2973952800.0,2807076600.0,2650420700.0,2783062500.0,2780726800.0,2723444700.0,2727369500.0,2659238000.0,2741785300.0,2662366500.0,2712117800.0,2717764900.0,2731346400.0
2032.0,2734114800.0,3047288000.0,2753966300.0,2668678700.0,2714259500.0,2854611000.0,2659576800.0,2713205200.0,2618283500.0,2692829000.0,2622612700.0,2681703400.0,2814237400.0,2708714500.0
2033.0,2675738000.0,2911328500.0,2788475000.0,2601506300.0,2737984000.0,2793868800.0,2689781200.0,3010579000.0,2626832400.0,2655676700.0,2595549200.0,2638945800.0,2689347300.0,2692308500.0
2034.0,3007422700.0,2806858200.0,2891515000.0,2565205500.0,2735518000.0,2716226000.0,2617503500.0,2812444700.0,2573190700.0,2630125600.0,2560942300.0,2603457500.0,2727175700.0,2861930000.0
2035.0,2649453800.0,2786992000.0,2909803800.0,2533954600.0,2665237200.0,2680255200.0,2948347400.0,2730849300.0,2560121000.0,2607416600.0,2546688000.0,2563261200.0,2785390800.0,2799889200.0
2036.0,2616640800.0,2938496800.0,2760632300.0,2498715400.0,2650721800.0,2665411300.0,2578393900.0,2661065200.0,2506666800.0,2671647000.0,2495204600.0,2518754000.0,2636691500.0,2703204900.0
2037.0,2591634700.0,2738778000.0,2961907200.0,2471062500.0,2627616300.0,2622317000.0,2524931300.0,2626413000.0,2466422000.0,2592690700.0,2477228300.0,2465493200.0,2817753300.0,2689764400.0
2038.0,2602005800.0,2702857200.0,2699846400.0,2420094200.0,2710021400.0,2593044500.0,2539412700.0,2592860400.0,2409305000.0,2654211300.0,2417581800.0,2413650400.0,2588961500.0,2643812600.0
2039.0,2541742000.0,2708086800.0,2703021600.0,2423438300.0,2616036600.0,2577332700.0,2480786000.0,2752392000.0,2349007400.0,2488767500.0,2357259300.0,2394198000.0,2547130000.0,2617888300.0
2040.0,2502767600.0,2656007700.0,2689729300.0,2343364900.0,2553223200.0,2616497000.0,2476606000.0,2730111500.0,2304464400.0,2454565000.0,2314214700.0,2340342000.0,2540942800.0,2575650300.0
2041.0,2480003000.0,2675857000.0,2852268800.0,2369300500.0,2533568300.0,2549345500.0,2438660900.0,2874545200.0,2251487700.0,2407319000.0,2257566200.0,2282411800.0,2486923800.0,2886515700.0
2042.0,2472550100.0,2620024600.0,2662678300.0,2257968000.0,2536313300.0,2494631000.0,2478980900.0,2652727600.0,2209036000.0,2362827800.0,2223268600.0,2245099500.0,2480104200.0,2597554200.0
2043.0,2449247200.0,2588682000.0,2595292400.0,2184853500.0,2518290200.0,2427950000.0,2416919300.0,2748240600.0,2180440800.0,2311377200.0,2161770800.0,2198050300.0,2599462100.0,2627868700.0
2044.0,2376311800.0,2544003300.0,2555122700.0,2136699300.0,2460000300.0,2385430000.0,2367064300.0,2566190800.0,2137713400.0,2320635100.0,2110552300.0,2143428500.0,2401112800.0,2515700700.0
2045.0,2316505900.0,2522492700.0,2525616400.0,2037940900.0,2433145000.0,2421415400.0,2318825700.0,2537216500.0,2077160300.0,2260311300.0,2078324500.0,2090288900.0,2332478500.0,2465065000.0
2046.0,2327436300.0,2482300400.0,2477186300.0,1973484000.0,2395859200.0,2326547500.0,2302223400.0,2516569300.0,2011319000.0,2231741200.0,2038702600.0,2046128900.0,2320266200.0,2435068000.0
2047.0,2254753300.0,2448588500.0,2444904700.0,1935652700.0,2365273600.0,2246186500.0,2235778800.0,2461370400.0,1985353500.0,2195361000.0,2028178700.0,1995751200.0,2238691600.0,2390142200.0
2048.0,2239759600.0,2425887000.0,2392324400.0,1865018400.0,2336472800.0,2205677800.0,2189291300.0,2453528000.0,1951771300.0,2174431000.0,1946956700.0,2184906200.0,2222572000.0,2351697400.0
2049.0,2183018000.0,2365790500.0,2354099200.0,1821473400.0,2347067000.0,2162362600.0,2192791800.0,2410264000.0,1970457000.0,2147805000.0,1891340800.0,1955169400.0,2166677200.0,2377474800.0
2050.0,2155646700.0,2311157800.0,2301465600.0,1767803500.0,2272328000.0,2121620400.0,2134978200.0,2414139600.0,1834624300.0,2192023800.0,1858918500.0,1899845100.0,2120841700.0,2386780700.0
2051.0,2101020700.0,2253026800.0,2273944800.0,1679101400.0,2227086000.0,2063664500.0,2080035700.0,2516894000.0,1787958300.0,2201376000.0,1882022300.0,1867236500.0,2085200800.0,2283139300.0
2052.0,2055328300.0,2226884400.0,2230004700.0,1630893600.0,2153967900.0,2002174700.0,2085237100.0,2434746400.0,1719897500.0,2084647000.0,1810963000.0,1861545500.0,2029282200.0,2245013800.0
2053.0,2001487500.0,2182308400.0,2232170000.0,1560429400.0,2092827400.0,1951133000.0,2042171300.0,2496625000.0,1656737300.0,2027814800.0,1762053800.0,1803430500.0,1954727300.0,2203299300.0
2054.0,1932777000.0,2112464500.0,2164056600.0,1515521900.0,2057502500.0,1917807100.0,2132066800.0,2336323300.0,1603438100.0,1994804200.0,1733736000.0,1752235400.0,1894719000.0,2519664400.0
2055.0,1888547200.0,2050415200.0,2153013200.0,1455580300.0,2024320800.0,1857569400.0,1957312400.0,2305250300.0,1527914800.0,1945761500.0,1715828200.0,1726254700.0,1854292600.0,2211887600.0
2056.0,1856855200.0,1946826000.0,2128316400.0,1404749400.0,1991615000.0,1774436100.0,1915151200.0,2241355500.0,1637955600.0,1951161200.0,1658343800.0,1968969900.0,1809394300.0,2181756400.0
2057.0,1780437600.0,1881001600.0,2089131800.0,1364203400.0,1954690800.0,1684014500.0,2004215600.0,2231777800.0,1506128300.0,1881546100.0,1691236400.0,1860955900.0,1774037500.0,2113911400.0
2058.0,1711238700.0,1837508900.0,2120086000.0,1316906500.0,1927371400.0,1658718000.0,1888141700.0,2235503000.0,1434566300.0,1837998000.0,1688628100.0,1643301600.0,1728925600.0,2163372800.0
2059.0,1668533900.0,1742137000.0,2037843100.0,1270580600.0,1884350300.0,1596676600.0,1843122600.0,2170444500.0,1392117800.0,1815348500.0,1587587200.0,1609839200.0,1673530400.0,2118824800.0
2060.0,1689055000.0,1665653900.0,2001862500.0,1222019300.0,1847890400.0,1569978400.0,1854027800.0,2144360100.0,1351177700.0,1767862800.0,1537436400.0,1577000800.0,1621510900.0,2276155000.0
2061.0,1582929300.0,1598302700.0,1979959800.0,1189825700.0,1856667300.0,1546634900.0,1749664100.0,2113788300.0,1306621600.0,1738455400.0,1487872900.0,1552103300.0,1563747000.0,2033889900.0
2062.0,1733446900.0,1550690000.0,1998901400.0,1161045900.0,1786408700.0,1482028700.0,1706692100.0,2083954700.0,1271976400.0,1681386500.0,1445587300.0,1520426500.0,1504733000.0,1989414400.0
2063.0,1644821400.0,1482395900.0,1914281200.0,1122871000.0,1755988700.0,1437797100.0,1679643900.0,2047096400.0,1233385300.0,1686805200.0,1404958200.0,1487170700.0,1472596500.0,1945132700.0
2064.0,1510133000.0,1410595500.0,1991007600.0,1132842800.0,1706403100.0,1381313500.0,1636558700.0,2019603800.0,1222856700.0,1695543300.0,1419524600.0,1452999800.0,1451185700.0,1903852300.0
2065.0,1425903900.0,1345266600.0,2037232500.0,1147520300.0,1671120800.0,1353071700.0,1601176800.0,1981516200.0,1188742000.0,1640648300.0,1349727600.0,1475508200.0,1407167500.0,1894682900.0
2066.0,1367780600.0,1292383000.0,1863615600.0,1089183900.0,1634385500.0,1292090100.0,1567042700.0,1951834100.0,1155149400.0,1576381400.0,1319100800.0,1413628700.0,1359803800.0,1900887300.0
2067.0,1329202600.0,1236979300.0,1874582800.0,1013607900.0,1598001000.0,1279441300.0,1530554600.0,1912982800.0,1112593700.0,1542039300.0,1273419300.0,1368534000.0,1330894700.0,1817964000.0
2068.0,1310694300.0,1176675300.0,1791287400.0,979048900.0,1544970500.0,1248775600.0,1479059200.0,1865673200.0,1073769300.0,1500013000.0,1248551700.0,1364624400.0,1324694000.0,1759936300.0
2069.0,1268827100.0,1115132000.0,1762828200.0,949760300.0,1533847900.0,1210927600.0,1428163700.0,1831714000.0,1043935000.0,1560079400.0,1225244400.0,1325656300.0,1262530700.0,1712750100.0
2070.0,1229615600.0,1064851700.0,1729666400.0,910110600.0,1491138300.0,1179680800.0,1460302100.0,1794414700.0,1006171100.0,1445212900.0,1205129600.0,1275014500.0,1220979600.0,1941157200.0
2071.0,1184962800.0,1024739000.0,1688598700.0,893156400.0,1514250900.0,1163282300.0,1376420500.0,1741329200.0,981535740.0,1412849700.0,1177755800.0,1257692500.0,1202281700.0,1768104600.0
2072.0,1129457000.0,983763100.0,1651035100.0,863619100.0,1585691500.0,1126028700.0,1435018200.0,1709521300.0,955214460.0,1376093800.0,1156744300.0,1284127900.0,1167148900.0,1703295200.0
2073.0,1120538600.0,933329660.0,1609365500.0,848385700.0,1445613600.0,1096696000.0,1337175200.0,1671219200.0,937563970.0,1378854900.0,1138586100.0,1210414500.0,1126157200.0,1637121000.0
2074.0,1072410700.0,900381760.0,1574983800.0,814982340.0,1429102000.0,1062301700.0,1282307000.0,1650601600.0,914586500.0,1324079200.0,1113761200.0,1186078100.0,1092402400.0,1612875000.0
2075.0,1027185600.0,856261200.0,1530840700.0,787199500.0,1435277800.0,1039354240.0,1259744900.0,1606321800.0,886179100.0,1522175900.0,1089115600.0,1151691000.0,1134106400.0,1586028500.0
2076.0,1007235650.0,816065540.0,1499566700.0,767275140.0,1583585800.0,1023209600.0,1234511600.0,1555403100.0,850298940.0,1287571700.0,1057633500.0,1123761500.0,1064506800.0,1573796400.0
2077.0,986671040.0,785739700.0,1463669900.0,743826370.0,1380850000.0,999221060.0,1209857000.0,1523867800.0,833582500.0,1252248000.0,1037236540.0,1104878300.0,1533915500.0,1546419600.0
2078.0,949844350.0,756070700.0,1555253400.0,719858200.0,1332435000.0,975839300.0,1302260400.0,1456339000.0,814589760.0,1232255000.0,1047569540.0,1077662100.0,1349682400.0,1510370600.0
2079.0,928424500.0,727882400.0,1424157700.0,698102300.0,1304312200.0,949505660.0,1437880200.0,1410354400.0,786062100.0,1201370900.0,1008113700.0,1050547200.0,1122184600.0,1473917600.0
2080.0,892845700.0,688344260.0,1391318800.0,672572200.0,1287584600.0,929981300.0,1192960900.0,1385429800.0,781012740.0,1352613400.0,978366500.0,1027124540.0,986185150.0,1460956700.0
2081.0,850690200.0,653932350.0,1370044000.0,647853400.0,1259490200.0,903458750.0,1129057700.0,1349881200.0,755094800.0,1172894100.0,962468000.0,999788700.0,1066859140.0,1481389800.0
2082.0,816746700.0,631831230.0,1327549600.0,617496800.0,1321676500.0,881849000.0,1105432600.0,1310513900.0,735432960.0,1136346100.0,936073400.0,968164350.0,984077200.0,1529234600.0
2083.0,789765100.0,603626800.0,1293114000.0,589193860.0,1216072000.0,1436669200.0,1068628350.0,1279535400.0,712692600.0,1134166500.0,931712500.0,961912700.0,1030695300.0,1489014900.0
2084.0,763801340.0,576203260.0,1265334800.0,573292200.0,1230491300.0,943063400.0,1046479500.0,1255825500.0,699984600.0,1100880800.0,904874400.0,1013616200.0,947036800.0,1413143700.0
2085.0,730916200.0,553975940.0,1247912000.0,562417300.0,1161874000.0,867555300.0,1025168960.0,1222962400.0,675387840.0,1088447600.0,878313600.0,923943900.0,1433154200.0,1405320700.0
2086.0,697065860.0,529610780.0,1213299100.0,538544400.0,1144929000.0,1230182000.0,1082962000.0,1189105200.0,652690300.0,1127334300.0,849061200.0,912479500.0,1373926000.0,1406031700.0
2087.0,663709250.0,503625470.0,1189536300.0,518846850.0,1138711800.0,828912500.0,987243500.0,1175692400.0,639561150.0,1058500800.0,832265600.0,893633600.0,922614300.0,1371567500.0
2088.0,630034560.0,482601440.0,1441144800.0,511536130.0,1112462500.0,1246547500.0,1201339600.0,1128806400.0,644455000.0,1153757800.0,811408900.0,873800200.0,903993700.0,1355837300.0
2089.0,610553340.0,461421300.0,1187483400.0,484024640.0,1086410800.0,805818750.0,970763460.0,1078419800.0,604778300.0,1099353000.0,793878140.0,864623600.0,918073860.0,1334308200.0
2090.0,591269100.0,434906020.0,1135797600.0,462722850.0,1080523800.0,766253600.0,1007253500.0,1045935000.0,593044900.0,1292367100.0,776544900.0,843014600.0,864706500.0,1312142700.0
2091.0,566936260.0,412707940.0,1151378600.0,445143900.0,1056716500.0,764610750.0,940380400.0,1015230800.0,591914100.0,1053184200.0,760249000.0,825972900.0,851707400.0,1276220400.0
2092.0,553275650.0,390879970.0,1095371900.0,429868960.0,1038694140.0,750770500.0,1026606850.0,984144400.0,559029700.0,1029895740.0,766651140.0,808553900.0,826146370.0,1338598300.0
2093.0,532974180.0,373505100.0,1074897900.0,407245980.0,1033702900.0,734996350.0,912093950.0,966260500.0,545365800.0,982694000.0,725514900.0,785265700.0,812236540.0,1298119200.0
2094.0,516472960.0,355510620.0,1040823900.0,389788580.0,1003117300.0,990078140.0,892430300.0,937331650.0,528927940.0,1103567200.0,698184640.0,762961540.0,802821800.0,1224734800.0
2095.0,506286880.0,338352260.0,1011993200.0,372040160.0,988529860.0,705276500.0,874163840.0,904841000.0,517029440.0,1030617400.0,678472000.0,803098050.0,779499000.0,2365489000.0
2096.0,492660450.0,321678370.0,993606100.0,353276160.0,962842600.0,743789000.0,856815170.0,893496700.0,504972670.0,941913600.0,667141250.0,968390850.0,757332100.0,1482849500.0
2097.0,471214400.0,305505200.0,1043278400.0,334839900.0,947209500.0,683762750.0,830990460.0,911619000.0,493994080.0,919240500.0,651237000.0,724470800.0,732048800.0,1381900800.0
2098.0,442144600.0,282768300.0,957420860.0,318896500.0,939293950.0,678414700.0,948415500.0,852014660.0,476480400.0,938485250.0,663478660.0,702575740.0,1314465500.0,1244927400.0
2099.0,418097280.0,264627120.0,930134460.0,298880900.0,912822100.0,654929860.0,941784600.0,823797600.0,459993600.0,897908860.0,909312900.0,687166600.0,714613100.0,1192964100.0
2100.0,400110850.0,246781310.0,991037600.0,283980500.0,890751900.0,632013000.0,793128770.0,790136200.0,447115650.0,898668400.0,626105300.0,674568640.0,692782700.0,1221428500.0
