time,CANESM2,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,CNRM-CM5,CSIRO-MK3-6-0,GFDL-CM3,CESM1-CAM5,CCSM4,GFDL-ESM2G,NORESM1-M
2012.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0
2013.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0
2014.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0
2015.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0
2016.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0
2017.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0
2018.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0
2019.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0
2020.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0
2021.0,55130784000.0,52433340000.0,56951060000.0,54736548000.0,55750492000.0,54042540000.0,52679606000.0,53442850000.0,54488154000.0,54405810000.0,54185640000.0
2022.0,54869467000.0,49919513000.0,58347344000.0,54937035000.0,54681604000.0,52946907000.0,51649462000.0,51611853000.0,54495040000.0,53019920000.0,52564025000.0
2023.0,53588128000.0,49839010000.0,58270140000.0,54823570000.0,53893243000.0,54299963000.0,50405810000.0,50016973000.0,52814240000.0,50909180000.0,51341020000.0
2024.0,53032632000.0,50230903000.0,58413400000.0,54757150000.0,54131827000.0,53726786000.0,50503655000.0,50301290000.0,52199215000.0,48842170000.0,50690020000.0
2025.0,51196924000.0,50434750000.0,57222898000.0,54421856000.0,52953383000.0,52114387000.0,49729094000.0,50779746000.0,50663330000.0,49989095000.0,50711884000.0
2026.0,49265050000.0,50588480000.0,57373274000.0,53465660000.0,52394443000.0,51046773000.0,50072404000.0,50144260000.0,50790060000.0,50875384000.0,50405425000.0
2027.0,47717523000.0,50731774000.0,55955816000.0,53066380000.0,52891455000.0,51300120000.0,49293885000.0,48772436000.0,49855943000.0,50969158000.0,50914450000.0
2028.0,46393770000.0,52794896000.0,54285296000.0,52135710000.0,51845214000.0,50094588000.0,49653150000.0,48277880000.0,47750816000.0,50722120000.0,51114824000.0
2029.0,47579120000.0,52943820000.0,54983810000.0,51494330000.0,52004350000.0,49082577000.0,49479176000.0,48864944000.0,47347507000.0,50263060000.0,50499480000.0
2030.0,46985380000.0,53445150000.0,55728304000.0,49484698000.0,51349640000.0,47179830000.0,50793550000.0,48630047000.0,46990143000.0,50097574000.0,49199070000.0
2031.0,44588294000.0,52151380000.0,55990575000.0,47680640000.0,50715700000.0,45969470000.0,50681516000.0,47772220000.0,46517840000.0,51457290000.0,48670180000.0
2032.0,43448230000.0,51535778000.0,57552364000.0,47245290000.0,50320520000.0,45668585000.0,50221887000.0,47207305000.0,47212060000.0,51781816000.0,47917880000.0
2033.0,42931827000.0,51413050000.0,57656630000.0,45989626000.0,50214780000.0,45447594000.0,51663163000.0,45963223000.0,48359250000.0,51243590000.0,47517905000.0
2034.0,41073560000.0,51800474000.0,56568670000.0,47577670000.0,51631395000.0,45923340000.0,52510150000.0,44417753000.0,48996487000.0,50924446000.0,47393760000.0
2035.0,40078717000.0,50778784000.0,55791526000.0,47505924000.0,52244580000.0,44763922000.0,51474910000.0,44440293000.0,48991030000.0,51404670000.0,47032930000.0
2036.0,38754804000.0,49651413000.0,56620700000.0,46106530000.0,52359570000.0,43377140000.0,51594750000.0,43643570000.0,49521762000.0,50512454000.0,45936400000.0
2037.0,37115277000.0,48757920000.0,56995260000.0,45095862000.0,51456627000.0,42175830000.0,53993947000.0,42786714000.0,47678520000.0,50294546000.0,45934350000.0
2038.0,35433880000.0,46949945000.0,56383013000.0,44794930000.0,50579900000.0,42770145000.0,53324850000.0,41612670000.0,46574785000.0,51336925000.0,45910893000.0
2039.0,34228834000.0,45947716000.0,56470606000.0,44586990000.0,49209463000.0,43062820000.0,52486640000.0,41784890000.0,45325560000.0,50922880000.0,45445600000.0
2040.0,32479760000.0,46541074000.0,57181196000.0,44534735000.0,48823636000.0,42248790000.0,51470330000.0,41335890000.0,45429957000.0,50379846000.0,45445554000.0
2041.0,31211504000.0,45377733000.0,55201632000.0,44554215000.0,47624310000.0,42510790000.0,51669647000.0,40519970000.0,45587472000.0,50001715000.0,45171954000.0
2042.0,29932760000.0,45178794000.0,55069750000.0,43913580000.0,46225150000.0,42160270000.0,52361347000.0,40264050000.0,44601696000.0,49957440000.0,44301275000.0
2043.0,29125014000.0,43673227000.0,55381130000.0,43708740000.0,44186260000.0,41850966000.0,51606565000.0,40185340000.0,44784746000.0,50184330000.0,44672193000.0
2044.0,29515786000.0,40889602000.0,55247680000.0,44040954000.0,44674454000.0,42444366000.0,51614120000.0,40039050000.0,44612140000.0,50306930000.0,43506164000.0
2045.0,29017860000.0,40430825000.0,56332546000.0,44722323000.0,43324195000.0,42859720000.0,51290050000.0,39401150000.0,43699010000.0,50156570000.0,44359815000.0
2046.0,28429488000.0,39855190000.0,56202390000.0,44307890000.0,42731434000.0,43015860000.0,51938380000.0,38561493000.0,44081123000.0,50214236000.0,43609813000.0
2047.0,27823442000.0,39484530000.0,55189950000.0,43948306000.0,42265903000.0,42307756000.0,51562553000.0,37224210000.0,43903275000.0,50244880000.0,42611077000.0
2048.0,27450300000.0,38886770000.0,55525670000.0,43844764000.0,42353934000.0,41829454000.0,49821590000.0,36760270000.0,42766602000.0,50189025000.0,43593790000.0
2049.0,27111850000.0,38633734000.0,54338294000.0,43570663000.0,43000607000.0,41912730000.0,50076877000.0,36439000000.0,41376637000.0,49910854000.0,44076343000.0
2050.0,26410592000.0,38757370000.0,53542300000.0,45118310000.0,43727925000.0,42229928000.0,50037547000.0,35649966000.0,41521893000.0,48864400000.0,44650290000.0
2051.0,26111380000.0,37769298000.0,53220420000.0,45917446000.0,44724335000.0,41952117000.0,50563953000.0,35078177000.0,42066207000.0,49177027000.0,44065632000.0
2052.0,25969300000.0,36688572000.0,51785930000.0,46815314000.0,43583807000.0,41981560000.0,49879550000.0,35017314000.0,41467460000.0,49609298000.0,44700496000.0
2053.0,26205649000.0,36083100000.0,50107757000.0,45821546000.0,42687857000.0,41230516000.0,51021795000.0,35826037000.0,41431097000.0,48086663000.0,45256892000.0
2054.0,25897695000.0,35552977000.0,49907507000.0,45328036000.0,42849534000.0,40892854000.0,51253305000.0,34550690000.0,41587958000.0,48037147000.0,46685225000.0
2055.0,25329676000.0,36179456000.0,49520878000.0,45449710000.0,42224497000.0,41281434000.0,51523297000.0,34582213000.0,40788180000.0,48139300000.0,46506398000.0
2056.0,24593635000.0,36601913000.0,49483050000.0,45984764000.0,41398850000.0,41303950000.0,51424195000.0,34965850000.0,41056514000.0,48933320000.0,47260336000.0
2057.0,24215192000.0,36164227000.0,49484653000.0,45670167000.0,41927176000.0,40463540000.0,51498664000.0,34680926000.0,41551450000.0,48271080000.0,47283343000.0
2058.0,23360182000.0,34991284000.0,49277764000.0,46065615000.0,42342818000.0,40586715000.0,52174578000.0,34261676000.0,41782383000.0,49211820000.0,47909510000.0
2059.0,22954093000.0,34570146000.0,47975473000.0,44767384000.0,43511124000.0,39924044000.0,52145582000.0,34103052000.0,41154023000.0,49743490000.0,47944050000.0
2060.0,22821573000.0,34342820000.0,48261153000.0,44410847000.0,43981510000.0,40259932000.0,53490060000.0,33595662000.0,40499585000.0,49654490000.0,48371446000.0
2061.0,22511208000.0,35017400000.0,49102190000.0,45744902000.0,43234284000.0,39872426000.0,53997335000.0,33404436000.0,39760654000.0,50489643000.0,49444930000.0
2062.0,22303304000.0,34720494000.0,48987742000.0,47787397000.0,42243363000.0,38658240000.0,52967756000.0,32679549000.0,40339680000.0,50465817000.0,48236757000.0
2063.0,21982175000.0,35238440000.0,48350950000.0,48347927000.0,42362335000.0,38072360000.0,53039518000.0,32818383000.0,40248940000.0,51410838000.0,48148804000.0
2064.0,21286883000.0,35255255000.0,47492956000.0,48211358000.0,41354290000.0,38267437000.0,53224866000.0,32692728000.0,38811886000.0,52123664000.0,48872305000.0
2065.0,21318531000.0,35179960000.0,47571448000.0,47375544000.0,41296920000.0,37679880000.0,53266970000.0,32453073000.0,38210900000.0,52437610000.0,48710960000.0
2066.0,21169906000.0,35442917000.0,47578534000.0,46688915000.0,40748274000.0,38266806000.0,53030520000.0,31777400000.0,38967546000.0,52287717000.0,48397860000.0
2067.0,20871473000.0,34365792000.0,48085640000.0,46986514000.0,41169720000.0,38705690000.0,53284413000.0,30966241000.0,38559617000.0,52139418000.0,47931490000.0
2068.0,20874560000.0,34440106000.0,49775860000.0,46594810000.0,41626580000.0,38261064000.0,54553022000.0,30297030000.0,38655510000.0,52644913000.0,48098664000.0
2069.0,20915386000.0,35445907000.0,49952936000.0,46695560000.0,41261000000.0,37321937000.0,54941372000.0,29685354000.0,39146504000.0,53111300000.0,47462027000.0
2070.0,20958517000.0,35377820000.0,49160323000.0,47017415000.0,40737993000.0,37639614000.0,53481250000.0,29529166000.0,39391300000.0,52966020000.0,47151915000.0
2071.0,20807965000.0,35387994000.0,47588106000.0,46954920000.0,40760110000.0,38349640000.0,51990585000.0,29542054000.0,39287820000.0,53075493000.0,45590598000.0
2072.0,21233269000.0,35450170000.0,46226670000.0,47415080000.0,40154202000.0,38448075000.0,52055370000.0,29932337000.0,38883340000.0,54777565000.0,45837490000.0
2073.0,21731932000.0,35665120000.0,44700328000.0,47497790000.0,39261385000.0,38770780000.0,52591657000.0,29702572000.0,38791127000.0,54291820000.0,45129544000.0
2074.0,21994936000.0,35378078000.0,44158920000.0,46128927000.0,39015227000.0,39672607000.0,53150380000.0,28883567000.0,38611330000.0,55232570000.0,45558145000.0
2075.0,22287590000.0,34874307000.0,44386950000.0,45455120000.0,39060443000.0,40616317000.0,52523770000.0,29178104000.0,38921160000.0,56212967000.0,46027940000.0
2076.0,22227898000.0,34962055000.0,44419720000.0,44708930000.0,39135380000.0,40430273000.0,53405160000.0,29207052000.0,39205320000.0,57269730000.0,46351737000.0
2077.0,22207506000.0,34504774000.0,43789850000.0,45373320000.0,39208112000.0,39568937000.0,54564840000.0,28929516000.0,38474440000.0,58494050000.0,46230204000.0
2078.0,22478983000.0,33568487000.0,44472693000.0,45522120000.0,39226294000.0,39807496000.0,53859385000.0,28502845000.0,38486530000.0,58880737000.0,45662913000.0
2079.0,22575878000.0,34446737000.0,45754160000.0,44013593000.0,39553184000.0,39634973000.0,53483975000.0,28750633000.0,37997527000.0,58783270000.0,44982407000.0
2080.0,22317474000.0,33707573000.0,46021850000.0,43903504000.0,40084830000.0,38547750000.0,52630254000.0,28506014000.0,37519073000.0,57339843000.0,44746756000.0
2081.0,23089514000.0,32131780000.0,45913985000.0,43743285000.0,39895600000.0,38140330000.0,53157925000.0,28429320000.0,36967576000.0,56129720000.0,44370390000.0
2082.0,23318876000.0,31525163000.0,46989720000.0,44049854000.0,40118678000.0,37847347000.0,55250050000.0,27577400000.0,37880110000.0,56286330000.0,44007113000.0
2083.0,23186610000.0,31809202000.0,48015847000.0,43350135000.0,39544060000.0,38050380000.0,56698577000.0,26911906000.0,38278214000.0,56406160000.0,44754026000.0
2084.0,23054096000.0,32205580000.0,47937085000.0,43491594000.0,39485790000.0,38482727000.0,55384154000.0,26904877000.0,38113305000.0,58113253000.0,45002867000.0
2085.0,23196383000.0,32514220000.0,48011540000.0,44580900000.0,40386253000.0,38570775000.0,56240562000.0,26848754000.0,38429503000.0,59275040000.0,44885303000.0
2086.0,23192965000.0,33591200000.0,48429875000.0,45718688000.0,40845100000.0,38765388000.0,57584210000.0,26581090000.0,38032634000.0,59705655000.0,45090054000.0
2087.0,23033539000.0,34429223000.0,49328490000.0,44796486000.0,41582744000.0,38748205000.0,56514950000.0,26800175000.0,37461668000.0,60328880000.0,45685494000.0
2088.0,22701513000.0,34751090000.0,50820194000.0,44946055000.0,42426008000.0,39391880000.0,55606088000.0,26723832000.0,36471980000.0,60896547000.0,45023412000.0
2089.0,22626793000.0,35852923000.0,51616485000.0,44738232000.0,41591288000.0,39689090000.0,55000437000.0,26722345000.0,36458414000.0,60843430000.0,45866370000.0
2090.0,22237460000.0,37076734000.0,52229590000.0,43962237000.0,41060246000.0,39382254000.0,55990104000.0,26033535000.0,35562525000.0,60553196000.0,45854140000.0
2091.0,22695883000.0,37725393000.0,52029243000.0,44961570000.0,41090245000.0,39438934000.0,57083680000.0,26534146000.0,34929537000.0,61459900000.0,44889890000.0
2092.0,22272885000.0,37948117000.0,52732154000.0,44307292000.0,41502597000.0,39461593000.0,56362013000.0,27033694000.0,35390935000.0,62684905000.0,45823250000.0
2093.0,22243334000.0,39917640000.0,53515792000.0,44136770000.0,41333395000.0,40427233000.0,57379434000.0,27515810000.0,34974028000.0,64633480000.0,46353568000.0
2094.0,22356214000.0,38986950000.0,52984885000.0,45079417000.0,39359010000.0,40680180000.0,58488644000.0,27306248000.0,35144720000.0,66080248000.0,46503047000.0
2095.0,22564790000.0,38887522000.0,51117404000.0,44597160000.0,38416085000.0,39701823000.0,58302837000.0,27349070000.0,35426870000.0,64822915000.0,47225700000.0
2096.0,22904967000.0,38907564000.0,51813974000.0,44807967000.0,38944694000.0,39903240000.0,57650565000.0,27589093000.0,35989058000.0,65261445000.0,48441340000.0
2097.0,22654749000.0,38973760000.0,51041673000.0,46092550000.0,38413844000.0,40546960000.0,56345244000.0,27398326000.0,36240888000.0,65430258000.0,48794743000.0
2098.0,22813100000.0,41159643000.0,52813193000.0,46671372000.0,37761120000.0,41847857000.0,54065234000.0,28312494000.0,36149610000.0,65991120000.0,49166060000.0
2099.0,22746421000.0,41579420000.0,53152014000.0,47536830000.0,37869650000.0,41423266000.0,53207314000.0,28258816000.0,35590558000.0,66381124000.0,49728836000.0
2100.0,23047220000.0,41636454000.0,52822163000.0,48537993000.0,38902747000.0,41784090000.0,52929733000.0,28525806000.0,35358870000.0,65960763000.0,50391798000.0
