time,CNRM-CM6-1,CNRM-ESM2-1,GFDL-ESM4,UKESM1-0-LL,EC-EARTH3,MPI-ESM1-2-HR,IPSL-CM6A-LR,CANESM5,CESM2-WACCM,MRI-ESM2-0,MIROC6,TAIESM1,KACE-1-0-G
2013.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0
2014.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0
2015.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0
2016.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0
2017.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0
2018.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0
2019.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0
2020.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0
2021.0,87830770000.0,87208410000.0,87695730000.0,87619080000.0,87240670000.0,87476830000.0,87476730000.0,87327970000.0,87404790000.0,87106314000.0,87379970000.0,87324220000.0,87688760000.0
2022.0,87477715000.0,86939830000.0,87340745000.0,87198000000.0,87146470000.0,87344600000.0,87813060000.0,87051420000.0,87372005000.0,86891080000.0,87249200000.0,87073235000.0,87383170000.0
2023.0,87431540000.0,86907355000.0,87062610000.0,87028550000.0,86758250000.0,87150190000.0,87890936000.0,86723380000.0,87157870000.0,86742245000.0,87068260000.0,86978830000.0,87411245000.0
2024.0,87439660000.0,86573360000.0,87148030000.0,86629966000.0,86414860000.0,87014630000.0,87559135000.0,86494970000.0,86884655000.0,86942610000.0,86915470000.0,86826746000.0,87106210000.0
2025.0,87052640000.0,86526430000.0,86819490000.0,86342050000.0,86044020000.0,87066510000.0,87097250000.0,86483830000.0,86732640000.0,88223830000.0,86747220000.0,86625370000.0,86868386000.0
2026.0,86928876000.0,86235570000.0,86701744000.0,86126570000.0,85652090000.0,86860970000.0,87808025000.0,86051130000.0,87190520000.0,86866900000.0,86694040000.0,86368660000.0,87615095000.0
2027.0,86876635000.0,86131390000.0,86538900000.0,85892964000.0,85272390000.0,87235810000.0,87249410000.0,85763940000.0,86847530000.0,86339445000.0,86507740000.0,86071665000.0,86515474000.0
2028.0,87025975000.0,85787206000.0,86360465000.0,85690170000.0,84897870000.0,86539490000.0,86990815000.0,85226775000.0,86450260000.0,86091290000.0,86120100000.0,85849290000.0,86239070000.0
2029.0,86645570000.0,85729665000.0,86534570000.0,85219280000.0,84190210000.0,86238120000.0,86921010000.0,84611700000.0,86680400000.0,85809640000.0,86016180000.0,85660220000.0,85982420000.0
2030.0,86619210000.0,85340930000.0,86156160000.0,84990720000.0,83528120000.0,86380230000.0,86715310000.0,84145020000.0,86546230000.0,85705834000.0,85935480000.0,85392040000.0,85754130000.0
2031.0,86604070000.0,85228270000.0,85956800000.0,84485170000.0,82907640000.0,85988880000.0,86413490000.0,83524810000.0,86067070000.0,85334080000.0,86355124000.0,85170364000.0,85522110000.0
2032.0,86538200000.0,84856310000.0,85804750000.0,83970600000.0,82221720000.0,86091465000.0,86327960000.0,82752700000.0,85856740000.0,85711946000.0,85801680000.0,84899440000.0,85503640000.0
2033.0,86244780000.0,84576220000.0,85576400000.0,83474090000.0,81820960000.0,85831344000.0,86216335000.0,82010910000.0,85615770000.0,85154636000.0,85565730000.0,84516086000.0,85083230000.0
2034.0,86444760000.0,84343510000.0,85336930000.0,82937260000.0,81138820000.0,86075820000.0,85947195000.0,81697150000.0,85277385000.0,84856220000.0,85423570000.0,84154530000.0,84692970000.0
2035.0,86173925000.0,84210000000.0,85198316000.0,82322490000.0,80479240000.0,85407790000.0,85742390000.0,80377766000.0,85361140000.0,84469120000.0,84986830000.0,83825180000.0,84276390000.0
2036.0,86067010000.0,83824950000.0,84966556000.0,81617810000.0,79751100000.0,85160255000.0,85430570000.0,79919510000.0,84978024000.0,84037190000.0,84678560000.0,83623550000.0,83835500000.0
2037.0,85665640000.0,83641434000.0,84707295000.0,80970780000.0,79012490000.0,84934890000.0,85328716000.0,78980020000.0,84654130000.0,83508030000.0,84724640000.0,83044640000.0,83594920000.0
2038.0,85496320000.0,83097125000.0,84331800000.0,80302680000.0,78490255000.0,84733850000.0,85031040000.0,78182850000.0,84535550000.0,83598300000.0,85297810000.0,82490580000.0,83397920000.0
2039.0,85983670000.0,82872074000.0,84087000000.0,79297300000.0,77478070000.0,84425900000.0,85045666000.0,77492150000.0,84268470000.0,83197630000.0,84481475000.0,82069580000.0,82597600000.0
2040.0,85304200000.0,82419410000.0,83855530000.0,78461050000.0,76367530000.0,84242510000.0,84761970000.0,76544010000.0,83965624000.0,82818620000.0,83841600000.0,81391720000.0,82177900000.0
2041.0,85861420000.0,84852940000.0,83655170000.0,77795910000.0,75483440000.0,84158300000.0,84229956000.0,75843600000.0,83485070000.0,83863945000.0,83518410000.0,80789150000.0,81877490000.0
2042.0,85033116000.0,82754950000.0,83477860000.0,76811330000.0,74969680000.0,83902600000.0,83935550000.0,75101360000.0,82958780000.0,83805910000.0,83032154000.0,80103330000.0,81197695000.0
2043.0,84880060000.0,82014630000.0,83342434000.0,75803810000.0,73821120000.0,83543430000.0,83676110000.0,74322410000.0,82523630000.0,82036310000.0,82715870000.0,79507800000.0,80899650000.0
2044.0,85819280000.0,81510390000.0,82898490000.0,74980655000.0,72780860000.0,83286925000.0,83293580000.0,73739110000.0,82420500000.0,81395510000.0,82382586000.0,78630190000.0,80427885000.0
2045.0,84519320000.0,80920730000.0,82620370000.0,74232860000.0,72137120000.0,83083320000.0,82843345000.0,72876910000.0,82071710000.0,81294475000.0,81958535000.0,77833450000.0,79770330000.0
2046.0,84257880000.0,80844730000.0,82198720000.0,73260040000.0,71420920000.0,82808260000.0,82470540000.0,72095710000.0,81510680000.0,81057650000.0,81585880000.0,77041345000.0,79543200000.0
2047.0,84006584000.0,81329480000.0,82010956000.0,72013520000.0,70524190000.0,82590790000.0,81852710000.0,71162855000.0,81008540000.0,80480090000.0,81623290000.0,76319250000.0,78884730000.0
2048.0,83882300000.0,80303020000.0,81491660000.0,70870385000.0,69649080000.0,82303930000.0,81325020000.0,70433595000.0,80561440000.0,79545070000.0,81140480000.0,75629190000.0,78187970000.0
2049.0,83933495000.0,80105590000.0,81811600000.0,69966190000.0,68766564000.0,81877700000.0,80969160000.0,70288720000.0,80147980000.0,79000200000.0,80463310000.0,74764810000.0,77615930000.0
2050.0,83212390000.0,80223680000.0,80866350000.0,69133790000.0,67684840000.0,81538830000.0,80400360000.0,68996810000.0,79466170000.0,79888710000.0,80125610000.0,73958980000.0,77231710000.0
2051.0,82838086000.0,79895536000.0,80618970000.0,68101337000.0,66867690000.0,81314940000.0,79912070000.0,67974386000.0,78679410000.0,78589270000.0,79553630000.0,72961240000.0,76475320000.0
2052.0,82398470000.0,79857975000.0,80229605000.0,67029594000.0,65974415000.0,80813700000.0,79498260000.0,67002294000.0,78276160000.0,78165930000.0,79162460000.0,72167720000.0,75778780000.0
2053.0,82026040000.0,79829980000.0,79865045000.0,65862898000.0,65034220000.0,80348640000.0,79071396000.0,66254684000.0,77813735000.0,77686100000.0,78625490000.0,71215550000.0,75178460000.0
2054.0,81859125000.0,78612550000.0,79303700000.0,64703803000.0,63869956000.0,80044640000.0,78296830000.0,65724080000.0,77480990000.0,76900710000.0,78664500000.0,70037370000.0,74694070000.0
2055.0,81233120000.0,77762420000.0,78895670000.0,63540290000.0,62697340000.0,79720340000.0,77896114000.0,64700860000.0,76961956000.0,76056625000.0,77958990000.0,69153540000.0,73974360000.0
2056.0,80931560000.0,76975880000.0,78870710000.0,62546810000.0,61724795000.0,79139670000.0,77419800000.0,64103700000.0,76209906000.0,75362280000.0,77334330000.0,68092200000.0,73346966000.0
2057.0,80471370000.0,76372700000.0,78484550000.0,61659190000.0,60544094000.0,78843880000.0,77058540000.0,63056683000.0,75626840000.0,74730560000.0,76860750000.0,66872984000.0,72526420000.0
2058.0,81037630000.0,75824880000.0,77768925000.0,60636310000.0,59384193000.0,78189306000.0,76496150000.0,62285603000.0,74815970000.0,74734980000.0,76945826000.0,66056434000.0,71772550000.0
2059.0,79855830000.0,75274985000.0,77220920000.0,59504020000.0,58211766000.0,78129160000.0,76057035000.0,61335364000.0,74753520000.0,74490410000.0,76068900000.0,64785736000.0,71310156000.0
2060.0,79837430000.0,74628145000.0,76643490000.0,58475170000.0,57087058000.0,77308396000.0,75243310000.0,60303590000.0,73982880000.0,74538800000.0,76095870000.0,63497843000.0,70855190000.0
2061.0,79422170000.0,74060240000.0,76162650000.0,57354230000.0,56182194000.0,76925540000.0,74683556000.0,59597206000.0,73253814000.0,73262380000.0,75338220000.0,62273884000.0,70229580000.0
2062.0,78614725000.0,73623446000.0,75935590000.0,56048447000.0,54954344000.0,76841935000.0,74069040000.0,58327350000.0,72616450000.0,72681980000.0,75130360000.0,61409268000.0,69505970000.0
2063.0,78111940000.0,73658850000.0,75207840000.0,54901430000.0,53679620000.0,76203190000.0,73384124000.0,57908572000.0,72007410000.0,71872330000.0,74231310000.0,60019995000.0,68758080000.0
2064.0,77573415000.0,72573250000.0,74823820000.0,53897363000.0,52866966000.0,75698970000.0,72645220000.0,56843776000.0,71934490000.0,71244800000.0,73653080000.0,58728763000.0,67870114000.0
2065.0,76787920000.0,72102550000.0,74153705000.0,52742394000.0,52664610000.0,75246000000.0,71948804000.0,55896590000.0,70927150000.0,71140630000.0,73053946000.0,57521330000.0,67385213000.0
2066.0,76540450000.0,71341785000.0,73654620000.0,51631760000.0,50931690000.0,74796250000.0,71567970000.0,54974620000.0,70406520000.0,70756680000.0,72517380000.0,56722383000.0,66743505000.0
2067.0,75883530000.0,70647030000.0,73044360000.0,50799657000.0,49626690000.0,74495000000.0,70807495000.0,54117180000.0,69585486000.0,70154280000.0,72000690000.0,55986848000.0,66078640000.0
2068.0,75270380000.0,70144230000.0,72556390000.0,49780646000.0,48885720000.0,74044490000.0,70418420000.0,53224817000.0,68758320000.0,68958270000.0,71589760000.0,54667400000.0,65370970000.0
2069.0,74877590000.0,69656445000.0,72036250000.0,48670224000.0,47790236000.0,73518620000.0,69628050000.0,51991904000.0,68295856000.0,68494455000.0,71322650000.0,53501178000.0,64784155000.0
2070.0,74344430000.0,69957930000.0,71529800000.0,47741456000.0,46637310000.0,73061245000.0,69375500000.0,51068010000.0,67486000000.0,68156360000.0,70510030000.0,52445315000.0,63940660000.0
2071.0,73427680000.0,68853070000.0,71453050000.0,46521990000.0,45533655000.0,72488440000.0,68296323000.0,50150474000.0,66749264000.0,67331220000.0,70305900000.0,51534926000.0,63529325000.0
2072.0,72504870000.0,67816870000.0,70668280000.0,45407350000.0,44547150000.0,72207850000.0,67574980000.0,49162100000.0,66072568000.0,66443280000.0,70062694000.0,49910096000.0,62912303000.0
2073.0,72250150000.0,66962880000.0,70933710000.0,44151034000.0,43533275000.0,71656006000.0,67486620000.0,48765497000.0,65321220000.0,66036376000.0,69540856000.0,49052934000.0,62250580000.0
2074.0,71465800000.0,66431510000.0,69834170000.0,43208340000.0,42441118000.0,71227590000.0,66470945000.0,47554660000.0,64667180000.0,65314718000.0,68793200000.0,47602807000.0,61373320000.0
2075.0,70440620000.0,65458344000.0,69170980000.0,42084230000.0,41554424000.0,70609880000.0,65865960000.0,46590210000.0,63925940000.0,64959885000.0,68295078000.0,46497165000.0,60725043000.0
2076.0,69694770000.0,64661385000.0,70774660000.0,40890130000.0,40397275000.0,70156280000.0,65126425000.0,45727800000.0,62919150000.0,63963640000.0,67589042000.0,45310718000.0,60071020000.0
2077.0,68804270000.0,63572967000.0,68438620000.0,40054243000.0,39356850000.0,69755750000.0,64446517000.0,44967980000.0,62216155000.0,63268360000.0,66837463000.0,43777320000.0,59374928000.0
2078.0,68158624000.0,62771814000.0,68297683000.0,38967240000.0,38218265000.0,69291830000.0,63739040000.0,44434276000.0,61391983000.0,62375473000.0,66219430000.0,42373063000.0,58399724000.0
2079.0,70961930000.0,61728084000.0,67740537000.0,37930900000.0,36789666000.0,68641260000.0,63120945000.0,43693404000.0,60557988000.0,61681136000.0,65612620000.0,40921784000.0,57600643000.0
2080.0,66648506000.0,60656804000.0,67007690000.0,37155230000.0,35506668000.0,68211347000.0,62264943000.0,42688758000.0,59844370000.0,61314773000.0,64977412000.0,39593386000.0,57028567000.0
2081.0,65704063000.0,59747280000.0,66298750000.0,36406325000.0,34309638000.0,67840537000.0,61472790000.0,41829750000.0,58855068000.0,61232665000.0,64282636000.0,38480302000.0,56494612000.0
2082.0,64606770000.0,58899714000.0,65646390000.0,35372917000.0,33283527000.0,69182235000.0,60528144000.0,41066082000.0,58051863000.0,59677390000.0,63727270000.0,37065710000.0,55548880000.0
2083.0,63926415000.0,58097566000.0,65156227000.0,34306513000.0,32199066000.0,67436260000.0,59526205000.0,40164823000.0,56977756000.0,58811728000.0,63113036000.0,35964110000.0,54664614000.0
2084.0,62992180000.0,57373830000.0,64659310000.0,33345346000.0,31108407000.0,67008164000.0,58810057000.0,39336440000.0,56150250000.0,58159174000.0,62317564000.0,34661020000.0,53884390000.0
2085.0,61746827000.0,56367202000.0,63837920000.0,32614940000.0,30158072000.0,66903683000.0,58021507000.0,38533194000.0,55277273000.0,57180975000.0,61670445000.0,33691183000.0,53000580000.0
2086.0,60547750000.0,55540285000.0,63825936000.0,31572787000.0,28984506000.0,66365694000.0,57182966000.0,37564187000.0,54192464000.0,56399417000.0,60940747000.0,32875014000.0,52330877000.0
2087.0,59325456000.0,54557100000.0,62824310000.0,31194266000.0,27955978000.0,65430827000.0,56431690000.0,36792816000.0,53122695000.0,55394267000.0,60122480000.0,31817318000.0,51653943000.0
2088.0,58298990000.0,53468463000.0,62303440000.0,29727650000.0,27070716000.0,65192116000.0,55586816000.0,35877523000.0,52368065000.0,54390624000.0,59436986000.0,30555249000.0,50855158000.0
2089.0,57117467000.0,52431315000.0,62076630000.0,28863720000.0,26075790000.0,64255746000.0,54443490000.0,35082043000.0,51486167000.0,53468180000.0,59049390000.0,29692494000.0,50098140000.0
2090.0,56075444000.0,51457680000.0,61325740000.0,27887415000.0,24962865000.0,63776110000.0,53598610000.0,34218280000.0,50414810000.0,52628886000.0,58496705000.0,28771572000.0,49051447000.0
2091.0,55002743000.0,50366243000.0,60492520000.0,27254907000.0,23887626000.0,63747076000.0,52663540000.0,33161275000.0,49356153000.0,52416380000.0,57650070000.0,27823810000.0,48305705000.0
2092.0,53692690000.0,51429350000.0,60243018000.0,26345445000.0,23116296000.0,62860630000.0,51681210000.0,32357251000.0,48497545000.0,51511270000.0,56887930000.0,26691680000.0,47527674000.0
2093.0,52728020000.0,48987034000.0,59377123000.0,25266035000.0,22141390000.0,62393254000.0,50710766000.0,31370478000.0,48049488000.0,50133840000.0,56347200000.0,25876736000.0,46491546000.0
2094.0,51810152000.0,47737766000.0,59010597000.0,24327862000.0,21181415000.0,62072240000.0,49782137000.0,30362327000.0,46828630000.0,49297190000.0,55837954000.0,24849205000.0,45852398000.0
2095.0,50634740000.0,46423330000.0,58231144000.0,23509277000.0,20200395000.0,62103015000.0,48961370000.0,29562984000.0,46147658000.0,48523612000.0,55273026000.0,24422947000.0,45001253000.0
2096.0,49363505000.0,45383713000.0,57781360000.0,22618155000.0,19451420000.0,61048550000.0,48021426000.0,28917699000.0,45345250000.0,47490597000.0,54396600000.0,23459502000.0,44060540000.0
2097.0,47998120000.0,44358717000.0,57173398000.0,21748412000.0,18555370000.0,60608070000.0,46996963000.0,28294871000.0,44497140000.0,46730318000.0,54604775000.0,22478080000.0,43188830000.0
2098.0,46892073000.0,43215160000.0,56425652000.0,21211492000.0,17835743000.0,59959650000.0,45836310000.0,27730156000.0,43679896000.0,45743935000.0,53316990000.0,21762658000.0,42337770000.0
2099.0,45649568000.0,42695045000.0,55695823000.0,20035076000.0,16972259000.0,59415120000.0,44834333000.0,26845980000.0,42964017000.0,44694860000.0,52731576000.0,21065046000.0,41517478000.0
2100.0,44770083000.0,41611223000.0,55026290000.0,19312585000.0,16150578000.0,59395957000.0,43838984000.0,26133942000.0,42457686000.0,44288520000.0,52353212000.0,20292714000.0,40949408000.0
