time,CNRM-CM6-1,MIROC6,MPI-ESM1-2-HR,CESM2-WACCM,IITM-ESM,CNRM-ESM2-1,TAIESM1,UKESM1-0-LL,GFDL-ESM4,EC-EARTH3,CANESM5,KACE-1-0-G,IPSL-CM6A-LR,MRI-ESM2-0
2012.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0
2013.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0
2014.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0
2015.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0
2016.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0
2017.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0
2018.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0
2019.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0
2020.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0
2021.0,2024018000.0,2022542600.0,2045003600.0,2036648400.0,2036042900.0,2026319900.0,2028887300.0,2025308200.0,2023870700.0,2039990100.0,2042848400.0,2043605800.0,2038132700.0,2035551200.0
2022.0,1998663700.0,1996095700.0,2020268400.0,1980232300.0,1976401200.0,1966729300.0,1988530000.0,1967063400.0,1958853000.0,1990749800.0,1998148400.0,2009339500.0,1990276700.0,2002150700.0
2023.0,1962827300.0,1982937300.0,1977809800.0,1901474700.0,1926116700.0,1900720300.0,1946875600.0,1890232600.0,1909167000.0,1955765100.0,1964053500.0,1960766200.0,1953086000.0,1977820400.0
2024.0,1897076600.0,1939202400.0,1940830300.0,1837070300.0,1860845800.0,1854711300.0,1880779500.0,1817772700.0,1868423600.0,1898254600.0,1905070800.0,1922207700.0,1899909200.0,1948043300.0
2025.0,1838404000.0,1896355100.0,1887139100.0,1744923300.0,1860672400.0,1806129800.0,1809873400.0,1716821000.0,1823962800.0,1836462700.0,1837967900.0,1870077700.0,1834337800.0,1892491400.0
2026.0,1789375200.0,1847377700.0,1837158900.0,1620231300.0,1805133200.0,1717320700.0,1736749700.0,1611560800.0,1756785000.0,1774405400.0,1783182700.0,1819292700.0,1760075900.0,1848788600.0
2027.0,1720549400.0,1817265500.0,1841868500.0,1538372700.0,1762582700.0,1644016100.0,1639843000.0,1512978300.0,1690363100.0,1705274100.0,1721738000.0,1770910800.0,1698194700.0,1795487700.0
2028.0,1621399900.0,1793322200.0,1788099800.0,1460251400.0,1799370100.0,1554522000.0,1514345200.0,1378425700.0,1649199900.0,1637954600.0,1642297000.0,1687958700.0,1638657900.0,1759271700.0
2029.0,1546259500.0,1766415400.0,1730297000.0,1359077500.0,1712419800.0,1488638000.0,1408105200.0,1255451100.0,1606206000.0,1533608400.0,1556238100.0,1627801600.0,1569189800.0,1695416000.0
2030.0,1485091100.0,1721457900.0,1653504100.0,1273725300.0,1658754700.0,1501000700.0,1321180200.0,1206399700.0,1547427100.0,1458570100.0,1477398700.0,1564685000.0,1498442600.0,1608211300.0
2031.0,1401572500.0,1649402000.0,1621679000.0,1183556200.0,1606980000.0,1455568900.0,1211603700.0,1139274600.0,1497637400.0,1420216800.0,1394698400.0,1488244400.0,1432721700.0,1546537100.0
2032.0,1321739900.0,1586727800.0,1598822100.0,1171925000.0,1656712200.0,1384277900.0,1118451200.0,1071054100.0,1453168900.0,1376908200.0,1300693500.0,1432803600.0,1375035000.0,1473054300.0
2033.0,1258405200.0,1562122200.0,1558096100.0,1120588800.0,1604122500.0,1343253500.0,1056487800.0,1014840800.0,1427414800.0,1314363300.0,1215153200.0,1363196800.0,1320617100.0,1406275200.0
2034.0,1218369900.0,1532814200.0,1518627700.0,1074428900.0,1586058400.0,1306619300.0,992316500.0,980032640.0,1376445800.0,1236628500.0,1142395000.0,1304104400.0,1251163900.0,1339208300.0
2035.0,1147456000.0,1503836900.0,1478624800.0,1020433340.0,1583127700.0,1256359300.0,924521600.0,915873800.0,1330283900.0,1213206700.0,1064230600.0,1249916000.0,1201947500.0,1259167100.0
2036.0,1113955000.0,1476836400.0,1442905900.0,981335940.0,1550437400.0,1238556000.0,879132860.0,866763140.0,1306686000.0,1179526700.0,982619840.0,1203968500.0,1153215400.0,1233329700.0
2037.0,1067342340.0,1423948800.0,1431276300.0,923443600.0,1524693000.0,1184177500.0,832677440.0,819335040.0,1260947500.0,1129382800.0,923927200.0,1143344500.0,1108727400.0,1189397200.0
2038.0,1031120000.0,1361917600.0,1419199100.0,895494700.0,1485676400.0,1145210000.0,785605400.0,775126460.0,1216727700.0,1080208800.0,870242100.0,1085363300.0,1046604740.0,1145622100.0
2039.0,995319550.0,1334644700.0,1397505000.0,855312100.0,1460698100.0,1138076900.0,758518140.0,745084350.0,1191777300.0,1059475600.0,829774900.0,1045710850.0,976127940.0,1117015300.0
2040.0,953783400.0,1347187000.0,1369727200.0,813816700.0,1473143200.0,1113377400.0,735427400.0,710548160.0,1163697900.0,1018731970.0,793171900.0,1000089340.0,933040300.0,1075064800.0
2041.0,917008600.0,1363561300.0,1338430600.0,774095200.0,1431356700.0,1073812500.0,712966500.0,676600640.0,1142862800.0,940763500.0,759645300.0,951717600.0,909671900.0,1031303600.0
2042.0,887327400.0,1313476600.0,1305787600.0,713144600.0,1399532500.0,1057769000.0,691204300.0,649537300.0,1108698200.0,931846460.0,732170050.0,920190200.0,878107200.0,1011550900.0
2043.0,877797200.0,1286634200.0,1294437100.0,675773500.0,1377654700.0,1015387600.0,660126660.0,618399900.0,1075389000.0,912755840.0,708178900.0,896613060.0,849377540.0,982975360.0
2044.0,849918460.0,1262008800.0,1279103400.0,639459900.0,1344597100.0,977711800.0,637745300.0,592010050.0,1041823800.0,874114600.0,688275140.0,885553540.0,837907500.0,960056260.0
2045.0,822749760.0,1245716000.0,1259524700.0,601265400.0,1367185800.0,947743200.0,612793540.0,573360200.0,1029842940.0,817454100.0,672392900.0,875612800.0,815005700.0,933220300.0
2046.0,804480450.0,1227679500.0,1232920800.0,590805060.0,1301971500.0,934488900.0,585927230.0,548533440.0,1010546200.0,787470800.0,660415100.0,857464640.0,793603140.0,911887740.0
2047.0,780177540.0,1195123700.0,1201329800.0,569345900.0,1398405900.0,900615360.0,565646500.0,525661860.0,986057540.0,748376100.0,638120060.0,837649660.0,788650940.0,901802900.0
2048.0,765932160.0,1179796500.0,1181366700.0,548606300.0,1275280900.0,886684100.0,546016300.0,510004540.0,968164160.0,718301500.0,623877800.0,821037500.0,773438000.0,887599040.0
2049.0,742551100.0,1174591900.0,1164042900.0,531109000.0,1252870500.0,850328000.0,511382460.0,508717150.0,955688900.0,690843140.0,620016600.0,829594430.0,757545900.0,864588500.0
2050.0,715806800.0,1154979000.0,1143571100.0,514750000.0,1232125800.0,818961500.0,489251040.0,494520770.0,939093760.0,678051140.0,601772100.0,804370900.0,747893500.0,855622850.0
2051.0,766535300.0,1129933200.0,1117296300.0,497570460.0,1218927600.0,783442700.0,473995420.0,479628770.0,925929300.0,634814850.0,589257860.0,789062500.0,737950850.0,841471500.0
2052.0,707228160.0,1104878500.0,1103683000.0,487808160.0,1237120400.0,759751740.0,458524260.0,464837980.0,907825340.0,607279400.0,607142660.0,776384830.0,720075200.0,825742600.0
2053.0,691871170.0,1105824300.0,1090926100.0,471091600.0,1198580200.0,728103740.0,443407550.0,452945300.0,895562300.0,606626800.0,582284200.0,758313000.0,715086800.0,818236700.0
2054.0,677728060.0,1108639700.0,1062488700.0,466044350.0,1173171300.0,710274560.0,430040600.0,439324400.0,897446200.0,593114560.0,570442000.0,752843700.0,704839200.0,803589950.0
2055.0,667814460.0,1118135600.0,1040194800.0,459499100.0,1150293400.0,682123970.0,418607070.0,433323360.0,886479300.0,576001340.0,563370800.0,742231360.0,705263100.0,798600600.0
2056.0,647054850.0,1094080000.0,1019054850.0,448037660.0,1131348500.0,675364100.0,411082560.0,424396500.0,874503230.0,655737600.0,555604100.0,727638200.0,696220400.0,787639740.0
2057.0,629548100.0,1071295900.0,1002335500.0,451868130.0,1111444000.0,768709440.0,404856580.0,412761300.0,861674940.0,608653300.0,540389060.0,716672600.0,681922700.0,771998800.0
2058.0,614129800.0,1052061600.0,994895800.0,443164830.0,1096667500.0,681191600.0,400271040.0,409101540.0,852643650.0,582457400.0,534047300.0,698045060.0,672761800.0,777975740.0
2059.0,597583900.0,1046786240.0,990625100.0,432023580.0,1076385300.0,654935500.0,391028450.0,398313730.0,866350200.0,641738200.0,528984930.0,681452740.0,658919100.0,759972400.0
2060.0,593464400.0,1039932740.0,974061600.0,446888960.0,1062739260.0,646859700.0,382066780.0,382495040.0,857708700.0,588817860.0,521171680.0,665418560.0,647730370.0,765968000.0
2061.0,580262800.0,1024526660.0,947120640.0,440700740.0,1098479600.0,633621300.0,379797150.0,377069570.0,845262500.0,571857860.0,513091970.0,642258370.0,652250750.0,765685800.0
2062.0,569734400.0,1006567200.0,949056300.0,427442400.0,1039985700.0,622390800.0,375793700.0,383968830.0,835350300.0,676607900.0,501048600.0,626344300.0,646149400.0,756595900.0
2063.0,549508500.0,985266400.0,1018548200.0,434820450.0,1103411700.0,611748300.0,366769950.0,374313470.0,829261700.0,652242940.0,486858370.0,597577100.0,633098500.0,779068600.0
2064.0,590975040.0,976570100.0,962726700.0,423447800.0,1036744800.0,599709500.0,362409860.0,362768700.0,830751600.0,595517440.0,477822050.0,595733200.0,625223550.0,772208500.0
2065.0,549208800.0,997429800.0,957962600.0,417747200.0,1073957800.0,726841900.0,357812450.0,358629100.0,831966800.0,573483300.0,466735300.0,586576260.0,620366100.0,759495300.0
2066.0,555714240.0,982543700.0,952324000.0,409508220.0,1032264200.0,588463800.0,348918940.0,406117760.0,823434050.0,590087200.0,461175840.0,572937400.0,611538370.0,750777340.0
2067.0,541614400.0,952992400.0,941642500.0,416099230.0,1133571500.0,575470800.0,346669400.0,367412640.0,814553300.0,568663100.0,453119140.0,558302900.0,606216800.0,743823400.0
2068.0,533666240.0,936411300.0,926739650.0,405203700.0,1063050240.0,729178750.0,352230500.0,355754050.0,807730240.0,560278850.0,451697900.0,547934300.0,604199600.0,735565060.0
2069.0,529063780.0,953728450.0,916146560.0,401110800.0,1041528700.0,629813300.0,343146370.0,351086500.0,801609860.0,567132000.0,451858560.0,549303800.0,602575200.0,723699000.0
2070.0,528069600.0,985131600.0,911128300.0,396423500.0,1037437500.0,577001300.0,335948770.0,347867100.0,793432000.0,562018400.0,448695300.0,539066200.0,603755840.0,706524400.0
2071.0,519992830.0,975661700.0,901468350.0,404570780.0,1056884000.0,574448100.0,334673060.0,339486980.0,787015900.0,548686340.0,437652700.0,535670460.0,593963000.0,701970600.0
2072.0,514050700.0,960266430.0,895393300.0,395861250.0,1044138560.0,560615040.0,335735330.0,336250430.0,788950460.0,547912960.0,434733250.0,558001540.0,589611970.0,700839230.0
2073.0,507795900.0,949751700.0,889641150.0,389583900.0,1040376400.0,554954750.0,330567330.0,351780400.0,785547460.0,569666050.0,437331330.0,544550140.0,604032450.0,692822400.0
2074.0,505424160.0,941615100.0,879553600.0,401037950.0,1032393600.0,546993540.0,322802080.0,335171070.0,786497860.0,574199740.0,429641280.0,532319420.0,595184800.0,681267700.0
2075.0,498951970.0,936667900.0,870805950.0,390757340.0,1024096700.0,549854900.0,321762980.0,330021000.0,783728060.0,543011460.0,426203870.0,533028060.0,596808800.0,669870660.0
2076.0,497830270.0,941032770.0,868109600.0,386612770.0,1069191040.0,544204400.0,318915620.0,328208960.0,790579650.0,537408200.0,423590600.0,526968480.0,602860600.0,664652540.0
2077.0,492754460.0,935977600.0,865618400.0,390935040.0,1028101060.0,536888260.0,316162080.0,328739680.0,865366200.0,539687200.0,431567460.0,521760670.0,592978940.0,661095300.0
2078.0,487009600.0,921307800.0,862036740.0,380712540.0,1024351900.0,532009400.0,313000220.0,337413980.0,805143360.0,543896300.0,437942050.0,572003300.0,588050700.0,663878800.0
2079.0,538859600.0,914829000.0,852193150.0,443090140.0,1017770430.0,528008500.0,308847600.0,329308030.0,790100700.0,533185120.0,432680960.0,529253700.0,593785540.0,655706940.0
2080.0,491479870.0,957172300.0,844516600.0,402609600.0,1181935500.0,522356030.0,307033300.0,323532700.0,807610000.0,527290880.0,433311500.0,526949380.0,590925630.0,650674750.0
2081.0,491558800.0,932389000.0,883340900.0,386445200.0,1018909400.0,520363200.0,302673600.0,321175700.0,788121200.0,575621600.0,435864260.0,517853440.0,582131400.0,648076740.0
2082.0,484296580.0,942252300.0,875360900.0,435694800.0,1014963460.0,513932380.0,298860480.0,316380480.0,780993400.0,562588350.0,442767600.0,515269760.0,579405900.0,653260600.0
2083.0,479109280.0,932973600.0,874738200.0,428015500.0,1015876030.0,512366940.0,301218720.0,310494100.0,770362750.0,527279600.0,436261400.0,511651100.0,575629250.0,670814600.0
2084.0,476588200.0,928306560.0,942906000.0,405418020.0,1025824400.0,508671170.0,307294340.0,307396380.0,764442750.0,522281660.0,445475200.0,513946270.0,570822460.0,670454100.0
2085.0,474960400.0,930782340.0,918403800.0,392833570.0,1014498000.0,546615040.0,299831230.0,306302200.0,823835840.0,752436030.0,434254800.0,506246980.0,566809500.0,655035800.0
2086.0,470359070.0,922524400.0,909965060.0,388662050.0,1009497800.0,534182560.0,293721470.0,302258370.0,813923000.0,628260100.0,428764830.0,501576640.0,565582600.0,650225340.0
2087.0,467642660.0,908631230.0,911611460.0,382354880.0,1287012200.0,516323650.0,290666660.0,293469250.0,763187600.0,604889150.0,416375970.0,506122560.0,580916900.0,647181800.0
2088.0,469354430.0,908591940.0,911549700.0,377956400.0,1042332800.0,574081700.0,288089200.0,299428860.0,763373760.0,564345340.0,420937600.0,495784740.0,568108160.0,643260160.0
2089.0,476883700.0,928609800.0,913818560.0,378126720.0,1023074600.0,548017150.0,284649000.0,304340540.0,767741250.0,555874600.0,463081730.0,490453020.0,557282240.0,639486800.0
2090.0,466000100.0,908695500.0,914619900.0,369546780.0,1014931260.0,531014900.0,282843100.0,293418180.0,769848400.0,613947500.0,423357000.0,495374050.0,563100000.0,637226100.0
2091.0,501367360.0,906740030.0,948751550.0,374169760.0,1013903700.0,526742660.0,280435420.0,296535650.0,772644860.0,564407000.0,411956580.0,493239360.0,571889500.0,634857540.0
2092.0,477473060.0,916700300.0,1006906900.0,363140200.0,1094382300.0,518989860.0,276840930.0,296361540.0,782357300.0,551383600.0,415687070.0,490289570.0,595276500.0,630781630.0
2093.0,474890700.0,902287170.0,1029481000.0,358785800.0,1046119360.0,526123650.0,279673200.0,291250400.0,784917900.0,555506400.0,444401300.0,488614500.0,600906000.0,641380800.0
2094.0,468778020.0,896538750.0,1013800100.0,374057400.0,1049572000.0,511188580.0,276266080.0,286153700.0,780025900.0,550335100.0,420572400.0,502745440.0,590463170.0,643734000.0
2095.0,464939300.0,898744260.0,994003900.0,363769000.0,1049985660.0,510813020.0,271194400.0,286848800.0,859125800.0,553702140.0,427034900.0,496588450.0,588511040.0,637762240.0
2096.0,463669250.0,917400800.0,978357760.0,397259460.0,1124444900.0,508838140.0,270188930.0,286252200.0,828629250.0,547770300.0,431665820.0,508271520.0,602474400.0,666637900.0
2097.0,459678180.0,933534300.0,972863740.0,375340960.0,1052331300.0,526789760.0,268557440.0,303459140.0,844496300.0,550137860.0,424344420.0,503416960.0,641057540.0,650114200.0
2098.0,474256960.0,950298750.0,1107517000.0,370797980.0,1038381300.0,505627260.0,267866450.0,335762400.0,819064700.0,560244100.0,443515740.0,501158980.0,663387600.0,649008450.0
2099.0,456890370.0,933777200.0,1022179100.0,374633120.0,1229702900.0,501769340.0,265816140.0,331179230.0,818669500.0,550342460.0,485562720.0,515350340.0,633815000.0,683506500.0
2100.0,508670400.0,920748540.0,1041915300.0,367350800.0,1104749200.0,503325860.0,271570620.0,316193400.0,811855100.0,540937700.0,450530340.0,498460800.0,622192960.0,654283500.0
