time,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,MRI-ESM2-0
2077.0,28040337000.0,30067931000.0,9924495000.0,22706508000.0
2078.0,27860924000.0,29896460000.0,9526708000.0,22399720000.0
2079.0,27632170000.0,29760502000.0,9222184000.0,22114664000.0
2080.0,27351700000.0,29624668000.0,8853407000.0,21823869000.0
2081.0,27120493000.0,29624252000.0,8532828700.0,21531308000.0
2082.0,26820686000.0,29416704000.0,8184522000.0,21317067000.0
2083.0,26560518000.0,29290932000.0,7773060600.0,21089268000.0
2084.0,26365810000.0,29325451000.0,7451582000.0,20880042000.0
2085.0,26196003000.0,29165525000.0,7186075600.0,20617430000.0
2086.0,26010790000.0,29020760000.0,6894992000.0,20371044000.0
2087.0,25737994000.0,28861358000.0,6609807000.0,20126005000.0
2088.0,25501039000.0,28797936000.0,6382794000.0,19885152000.0
2089.0,25264263000.0,28621965000.0,6091679000.0,19699565000.0
2090.0,25008386000.0,28536467000.0,5849455600.0,19486982000.0
2091.0,24808354000.0,28414743000.0,5627191300.0,19298134000.0
2092.0,24554148000.0,28344600000.0,5359876000.0,19024430000.0
2093.0,24273093000.0,28360038000.0,5115911700.0,18820528000.0
2094.0,24056848000.0,28184580000.0,4815350300.0,18584439000.0
2095.0,23850610000.0,28023728000.0,4617192400.0,18380159000.0
2096.0,23607340000.0,27909208000.0,4447955500.0,18271795000.0
2097.0,23379239000.0,27751760000.0,4323499000.0,18008386000.0
2098.0,23206506000.0,27667233000.0,4196298500.0,17787484000.0
2099.0,22954811000.0,27521847000.0,4053512700.0,17607959000.0
2100.0,22683308000.0,27407024000.0,3931841800.0,17371010000.0
