time,CNRM-ESM2-1,MRI-ESM2-0,IPSL-CM6A-LR,UKESM1-0-LL,CANESM5
2026.0,74442810000.0,71498860000.0,75446370000.0,73996000000.0,74953890000.0
2027.0,73192760000.0,68662830000.0,72743120000.0,68211490000.0,73006990000.0
2028.0,72585410000.0,65009783000.0,71204370000.0,67340520000.0,70054640000.0
2029.0,73885750000.0,62394550000.0,70061280000.0,63636673000.0,68602642000.0
2030.0,71229650000.0,60390530000.0,67145730000.0,59176706000.0,66303520000.0
2031.0,71234580000.0,54643077000.0,63035330000.0,54869420000.0,65504637000.0
2032.0,68832150000.0,51896467000.0,63956673000.0,52018930000.0,65446924000.0
2033.0,68452733000.0,47972110000.0,60819830000.0,48402920000.0,61838803000.0
2034.0,69212960000.0,46348607000.0,56385425000.0,46223004000.0,58183373000.0
2035.0,64477580000.0,44039217000.0,54135770000.0,43566445000.0,53852852000.0
2036.0,63364727000.0,41187450000.0,50589460000.0,38961435000.0,52095967000.0
2037.0,60410302000.0,37033095000.0,47239750000.0,36661120000.0,50243640000.0
2038.0,59297964000.0,34387880000.0,45545540000.0,34040113000.0,46724493000.0
2039.0,57522893000.0,31485856000.0,42340344000.0,32401603000.0,44865884000.0
2040.0,55373850000.0,29356485000.0,40340505000.0,29119105000.0,43150127000.0
2041.0,53299245000.0,28090420000.0,37960475000.0,26092818000.0,39122174000.0
2042.0,52192540000.0,24988946000.0,37696647000.0,24999084000.0,37241330000.0
2043.0,50022610000.0,23942986000.0,36826767000.0,22017337000.0,35377873000.0
2044.0,49208377000.0,22947252000.0,35375970000.0,20418847000.0,33781395000.0
2045.0,47500132000.0,21874950000.0,33029716000.0,17525637000.0,30589475000.0
2046.0,45931080000.0,20988879000.0,31812563000.0,15381011000.0,28219474000.0
2047.0,44180690000.0,20262685000.0,28373166000.0,13443635000.0,26307058000.0
2048.0,43076174000.0,19460868000.0,27931075000.0,12268234000.0,23265493000.0
2049.0,41633174000.0,18285224000.0,25545970000.0,9896543000.0,21373570000.0
2050.0,38884510000.0,16991628000.0,23240290000.0,8771198000.0,18972017000.0
2051.0,36391390000.0,15825658000.0,21307450000.0,7984277000.0,17666922000.0
2052.0,35076686000.0,14926307000.0,19523660000.0,6996588500.0,16911566000.0
2053.0,33509313000.0,14511127000.0,19253623000.0,6480313300.0,15468885000.0
2054.0,32477256000.0,13374812000.0,17229072000.0,5856043000.0,14147491000.0
2055.0,30905313000.0,12590225000.0,15986204000.0,5964424700.0,13380641000.0
2056.0,29320790000.0,11870425000.0,15117854000.0,5383785500.0,12381211000.0
2057.0,26817049000.0,11028462000.0,13936373000.0,4612123600.0,11969481000.0
2058.0,25947765000.0,10682143000.0,13106104000.0,4235636500.0,11106477000.0
2059.0,24181180000.0,10457360000.0,12558403000.0,3643822000.0,10738407000.0
2060.0,22166649000.0,10238541000.0,11282028000.0,3119906300.0,10147086000.0
2061.0,20867584000.0,10153853000.0,10394763000.0,2917609000.0,9321929000.0
2062.0,19330384000.0,10037666000.0,9642001000.0,2625290000.0,8555722000.0
2063.0,18646120000.0,10099142000.0,8668635000.0,2490271000.0,8400861000.0
2064.0,18270986000.0,10084189000.0,8179727000.0,2196108300.0,7713235500.0
2065.0,16795672000.0,9910887000.0,8130474000.0,2122767400.0,7359109000.0
2066.0,15541616000.0,9897494000.0,7617612000.0,2070163200.0,6695023600.0
2067.0,15535016000.0,10189101000.0,7024787000.0,1985075600.0,6464084000.0
2068.0,14757687000.0,9826623000.0,6985717000.0,1951425300.0,6491975700.0
2069.0,13772745000.0,9267745000.0,6506268700.0,1883598100.0,6156114400.0
2070.0,13732724000.0,9488946000.0,6477264000.0,1847361000.0,6130434600.0
2071.0,13964680000.0,9160793000.0,6407592000.0,1785262000.0,5751015400.0
2072.0,13299920000.0,9537009000.0,6494096000.0,1767915500.0,5624308700.0
2073.0,12891564000.0,9411366000.0,6517169700.0,1737123700.0,5762436600.0
2074.0,12558746000.0,9710690000.0,6348093400.0,1712248800.0,5656414000.0
2075.0,12702022000.0,9576567000.0,6269357000.0,1665762000.0,5686786600.0
2076.0,12928059000.0,9585576000.0,5991959000.0,1570547700.0,5641342000.0
2077.0,13208169000.0,9606219000.0,5911500300.0,1550685200.0,5731699700.0
2078.0,12919396000.0,9377922000.0,5841322500.0,1516040200.0,5717047300.0
2079.0,12800145000.0,9568815000.0,5559554600.0,1459924700.0,5482892000.0
2080.0,13023442000.0,9683257000.0,5359834600.0,1407763200.0,5234101000.0
2081.0,12877242000.0,9859071000.0,5186823000.0,1428609200.0,5378162700.0
2082.0,12674606000.0,9933691000.0,5571735600.0,1415257300.0,5154034000.0
2083.0,12275631000.0,10272345000.0,5766742000.0,1381873300.0,5040057300.0
2084.0,12318930000.0,10456216000.0,5751641000.0,1379772000.0,5092390400.0
2085.0,12319288000.0,10484280000.0,5798122000.0,1401815200.0,5507776000.0
2086.0,12232780000.0,10464001000.0,5709248000.0,1419508100.0,5177989600.0
2087.0,11908368000.0,10723295000.0,5803177000.0,1421646200.0,5263329300.0
2088.0,12131938000.0,10673828000.0,5629715000.0,1423190400.0,5288836000.0
2089.0,11832988000.0,10809526000.0,5681922000.0,1450583300.0,5898764300.0
2090.0,12052639000.0,11140283000.0,5630369000.0,1508651000.0,6026483700.0
2091.0,11880643000.0,11615307000.0,5728081000.0,1469641900.0,6044843500.0
2092.0,11848843000.0,11714603000.0,5451843000.0,1437905800.0,6039238700.0
2093.0,11526045000.0,11479241000.0,5442934300.0,1470492300.0,5817750000.0
2094.0,11897002000.0,11289394000.0,5500090000.0,1519693200.0,6085782500.0
2095.0,11936632000.0,11894370000.0,5586444300.0,1530714800.0,6333572600.0
2096.0,11998638000.0,11906724000.0,5824621000.0,1561056800.0,6880945700.0
2097.0,12017000000.0,11831280000.0,5904720000.0,1603275500.0,6663904000.0
2098.0,11719213000.0,12251934000.0,5988663300.0,1651594100.0,6874977300.0
2099.0,12231287000.0,12866755000.0,6137775000.0,1663830400.0,6861187600.0
2100.0,12216737000.0,13291359000.0,6274146300.0,1770963300.0,6679090700.0
