time,GFDL-ESM4,CNRM-CM6-1,MPI-ESM1-2-HR,CESM2-WACCM,EC-EARTH3,CANESM5,IPSL-CM6A-LR,UKESM1-0-LL,CNRM-ESM2-1,TAIESM1,MIROC6,MRI-ESM2-0,KACE-1-0-G
2017.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0,98459750000.0
2018.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0,95581360000.0
2019.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0,92084986000.0
2020.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0,89732640000.0
2021.0,86035820000.0,89192640000.0,84545580000.0,83333095000.0,85710954000.0,89478414000.0,89140830000.0,84867780000.0,88791830000.0,84730520000.0,87641055000.0,88678520000.0,87542480000.0
2022.0,83077595000.0,87441960000.0,83481570000.0,80996700000.0,81689400000.0,86490410000.0,85504300000.0,82009370000.0,88980900000.0,83467790000.0,86194320000.0,86883000000.0,83536100000.0
2023.0,81438065000.0,86476005000.0,83477905000.0,78738120000.0,79401150000.0,83628440000.0,83951180000.0,79834530000.0,86101150000.0,83197750000.0,84479290000.0,83332100000.0,78895800000.0
2024.0,78551196000.0,83806724000.0,81086824000.0,78011750000.0,75770430000.0,80681165000.0,79464220000.0,80111460000.0,81637040000.0,82523870000.0,81039155000.0,78469280000.0,74424100000.0
2025.0,77091620000.0,82436150000.0,76388710000.0,75226145000.0,72630970000.0,74828150000.0,75445890000.0,75704260000.0,79267710000.0,80873630000.0,81199010000.0,75892610000.0,70305420000.0
2026.0,76502620000.0,79904820000.0,76377580000.0,71803765000.0,70346830000.0,70302030000.0,73459780000.0,73525530000.0,77478765000.0,77214860000.0,78750335000.0,71112790000.0,62373757000.0
2027.0,75291700000.0,79631870000.0,73612350000.0,68132348000.0,68197024000.0,66666172000.0,68407402000.0,70641700000.0,76139440000.0,76176540000.0,77585580000.0,68005315000.0,59396215000.0
2028.0,73170800000.0,79452275000.0,71307720000.0,65668596000.0,64041718000.0,64729310000.0,65006064000.0,66373157000.0,73000550000.0,74644450000.0,76017990000.0,66713220000.0,54970860000.0
2029.0,71462830000.0,77968020000.0,72303370000.0,63932110000.0,60864130000.0,61693710000.0,63457386000.0,65176290000.0,70054530000.0,69188250000.0,75310900000.0,65622704000.0,48650244000.0
2030.0,69851234000.0,77707840000.0,71653384000.0,62126236000.0,57509650000.0,56553447000.0,60539700000.0,61330125000.0,66649022000.0,64323290000.0,72766190000.0,62721670000.0,45744020000.0
2031.0,69071600000.0,74510390000.0,66970964000.0,57917510000.0,53817037000.0,56322126000.0,58497585000.0,60024103000.0,64897954000.0,60368183000.0,70023880000.0,60378583000.0,42596840000.0
2032.0,66293550000.0,70683160000.0,64786387000.0,55650742000.0,50010866000.0,54368793000.0,56742690000.0,56139174000.0,61871395000.0,57006290000.0,68307587000.0,57564500000.0,39862890000.0
2033.0,65289660000.0,70058330000.0,61718094000.0,55697360000.0,45071790000.0,53149295000.0,51953746000.0,51319610000.0,59733440000.0,55294020000.0,65633677000.0,55386014000.0,37374677000.0
2034.0,64127857000.0,68322320000.0,59023778000.0,52618690000.0,41059115000.0,50740855000.0,49398043000.0,47997100000.0,58203742000.0,54644650000.0,63253996000.0,52879094000.0,33841324000.0
2035.0,62573842000.0,67108060000.0,56455578000.0,51007260000.0,38100550000.0,48855646000.0,46475645000.0,44861080000.0,54870016000.0,52101968000.0,61687575000.0,51628147000.0,30414310000.0
2036.0,60781330000.0,66296336000.0,55893082000.0,47234966000.0,35474547000.0,45815165000.0,45241570000.0,41739653000.0,54176924000.0,49839915000.0,59850360000.0,49025600000.0,27703470000.0
2037.0,60149535000.0,67036230000.0,54308856000.0,44726470000.0,33129105000.0,44825534000.0,44163203000.0,37100370000.0,53240050000.0,46079005000.0,57747554000.0,46712803000.0,24840976000.0
2038.0,58732920000.0,64309300000.0,53565700000.0,41633518000.0,30310965000.0,42384040000.0,41042928000.0,35054047000.0,49580134000.0,45807284000.0,55961750000.0,45028213000.0,21775477000.0
2039.0,56294806000.0,63386157000.0,52508025000.0,42127700000.0,28555725000.0,41045254000.0,39497245000.0,33416415000.0,49018057000.0,44192506000.0,54108406000.0,42226930000.0,19870904000.0
2040.0,54480700000.0,63947370000.0,53301633000.0,40158323000.0,26834391000.0,38029185000.0,37111050000.0,31623727000.0,48432636000.0,42830800000.0,52350726000.0,40681670000.0,17923078000.0
2041.0,51334324000.0,61788283000.0,51839510000.0,39207526000.0,24679619000.0,36182913000.0,34180610000.0,27939113000.0,48405213000.0,41763004000.0,51158920000.0,37821546000.0,16122233000.0
2042.0,50502468000.0,60337190000.0,49617535000.0,38154740000.0,24037394000.0,34269256000.0,33217268000.0,25158595000.0,45641572000.0,38945380000.0,50388170000.0,35911205000.0,14849800000.0
2043.0,49517450000.0,58922734000.0,48474018000.0,37198033000.0,23159263000.0,33070030000.0,32114233000.0,24314157000.0,44768590000.0,34644247000.0,49276924000.0,33991481000.0,13596464000.0
2044.0,46184360000.0,57486350000.0,47276430000.0,35767554000.0,21387373000.0,31680209000.0,30051242000.0,22557870000.0,42529796000.0,33542932000.0,47856808000.0,32338270000.0,12662096000.0
2045.0,45547626000.0,56269873000.0,46163590000.0,34666470000.0,19368390000.0,30383442000.0,28137648000.0,20756836000.0,41362067000.0,31937982000.0,46070145000.0,31620016000.0,11661935000.0
2046.0,44019925000.0,56035250000.0,45469170000.0,32982420000.0,18170659000.0,27802335000.0,26957090000.0,18875169000.0,40932774000.0,31134358000.0,45645190000.0,30292802000.0,10344285000.0
2047.0,43228148000.0,53216750000.0,43875770000.0,31268542000.0,17374160000.0,27715803000.0,26005640000.0,17261505000.0,39707783000.0,28994363000.0,42965996000.0,29623054000.0,9504573000.0
2048.0,41972370000.0,51211153000.0,41848414000.0,30084143000.0,16580947000.0,26819015000.0,24373700000.0,15447647000.0,39756632000.0,26296963000.0,41185763000.0,28058436000.0,9117180000.0
2049.0,39686906000.0,49094430000.0,41692156000.0,28749066000.0,15846370000.0,24808990000.0,23161643000.0,15327001000.0,38635094000.0,24363518000.0,39152310000.0,25976630000.0,8072412000.0
2050.0,38618444000.0,46289130000.0,39570540000.0,27817780000.0,15606997000.0,23426513000.0,23258485000.0,13507940000.0,37729250000.0,23363880000.0,37610996000.0,25492122000.0,7124018700.0
2051.0,37234168000.0,45069337000.0,36818346000.0,26190870000.0,15283252000.0,22019031000.0,22446907000.0,12171970000.0,36017140000.0,22816635000.0,35854430000.0,24074848000.0,6210245600.0
2052.0,36383660000.0,45224075000.0,35476853000.0,25678475000.0,13886459000.0,20310740000.0,22094182000.0,10933889000.0,36067996000.0,20439474000.0,34617197000.0,23584594000.0,5682911700.0
2053.0,33544315000.0,44161044000.0,33759064000.0,23585250000.0,12898554000.0,18379119000.0,20815426000.0,9765219000.0,34857540000.0,19776053000.0,32495490000.0,23056150000.0,5520301600.0
2054.0,32701512000.0,42726617000.0,32743821000.0,22592553000.0,11913573000.0,16462369000.0,19418024000.0,8800317000.0,33628178000.0,18322980000.0,30716244000.0,22667403000.0,5112420000.0
2055.0,31234816000.0,41491630000.0,31536703000.0,21078043000.0,11187521000.0,15618678000.0,18010200000.0,7835886600.0,32158500000.0,17673306000.0,30986842000.0,23097756000.0,4591371300.0
2056.0,30171826000.0,40138150000.0,30454462000.0,19598238000.0,11038058000.0,13685813000.0,17614248000.0,7163834000.0,31446862000.0,16306255000.0,30679770000.0,22937358000.0,4379907000.0
2057.0,27824679000.0,37060084000.0,31001586000.0,18021229000.0,10691843000.0,12488858000.0,16598018000.0,5848781000.0,31610591000.0,14854315000.0,30161700000.0,22173282000.0,4444373000.0
2058.0,27229897000.0,35350213000.0,29836165000.0,17529047000.0,9946648000.0,11161706000.0,15782586000.0,5464788000.0,31912430000.0,13667039000.0,29411713000.0,21152004000.0,4097419500.0
2059.0,26690280000.0,34392322000.0,29099653000.0,17371429000.0,9426000000.0,10124711000.0,15164436000.0,4996323000.0,31554343000.0,13625422000.0,28456382000.0,20858935000.0,3794082600.0
2060.0,26039941000.0,33136857000.0,28703953000.0,15943549000.0,8803688000.0,9403407000.0,13637536000.0,4315805000.0,29641687000.0,12975039000.0,28336304000.0,19393274000.0,3608332500.0
2061.0,25644356000.0,32290890000.0,28918247000.0,15249650000.0,7919001000.0,8827831000.0,13372422000.0,4082604300.0,28757580000.0,12597625000.0,26355000000.0,18868967000.0,3312836000.0
2062.0,24658960000.0,31946514000.0,26798965000.0,14157187000.0,7941923300.0,8528199000.0,13142866000.0,3890065700.0,27876106000.0,12195991000.0,24264086000.0,17849666000.0,3443400200.0
2063.0,23677286000.0,31017892000.0,24561640000.0,13181599000.0,7292442000.0,7465285600.0,12016706000.0,3761186800.0,27333908000.0,11277849000.0,22825700000.0,17610027000.0,3340633600.0
2064.0,23088124000.0,29835414000.0,22327878000.0,12330543000.0,6990029000.0,6731880400.0,10761682000.0,3316102700.0,26724895000.0,10679614000.0,21837900000.0,17350947000.0,3381061000.0
2065.0,22061791000.0,28091450000.0,21396576000.0,11662365000.0,6411610600.0,6371628500.0,9982079000.0,3301382700.0,25335810000.0,9898351000.0,20205787000.0,17125874000.0,3087122200.0
2066.0,21980512000.0,27371764000.0,21372850000.0,11497730000.0,6478307000.0,5805407700.0,9070753000.0,2910071800.0,24707602000.0,8615226000.0,19015303000.0,16848110000.0,2906290700.0
2067.0,20511121000.0,26807001000.0,19536450000.0,10915665000.0,5955265500.0,4996123600.0,8099256000.0,2702657000.0,23017968000.0,7634966000.0,17349358000.0,16306997000.0,2762161000.0
2068.0,19249682000.0,25171755000.0,18703436000.0,10174347000.0,5711873500.0,4766437000.0,8035659000.0,2460666600.0,22246461000.0,6636543000.0,15855859000.0,15973599000.0,2621173200.0
2069.0,18521287000.0,23534033000.0,18139824000.0,9964783000.0,5386045400.0,4665839000.0,7554588000.0,2153121300.0,20994413000.0,6198437000.0,15297587000.0,15289891000.0,2425329000.0
2070.0,17170365000.0,22973130000.0,17652767000.0,9341976000.0,4908841000.0,4286622000.0,7033583000.0,2080714600.0,20304210000.0,6023448600.0,14754793000.0,14506294000.0,2434929700.0
2071.0,16021450000.0,22231860000.0,17246090000.0,8994685000.0,4203218700.0,3931616500.0,6557741600.0,1941157600.0,19684682000.0,5637692400.0,13261466000.0,13782743000.0,2173561900.0
2072.0,16338696000.0,21012705000.0,16786174000.0,8731852000.0,3851598800.0,3687210500.0,6037022700.0,1829120000.0,18747826000.0,5486620000.0,11919404000.0,13232388000.0,1941871600.0
2073.0,15399042000.0,19820222000.0,16684372000.0,8664252000.0,3688565800.0,3664994600.0,5458069500.0,1592790300.0,18106995000.0,5285054500.0,12311518000.0,12570192000.0,1853412900.0
2074.0,14031052000.0,18434394000.0,14786012000.0,8227736000.0,3379886600.0,3421867300.0,5032339000.0,1413967200.0,17250425000.0,5052469000.0,12041757000.0,12446588000.0,1807375500.0
2075.0,13381082000.0,16920583000.0,13945122000.0,8002233000.0,3066386700.0,3223128000.0,4938995000.0,1272280600.0,16371918000.0,4715088000.0,11341414000.0,11876466000.0,1734686500.0
2076.0,12798884000.0,16043859000.0,13181577000.0,7491670500.0,2853346600.0,2853864000.0,4534086000.0,1292311900.0,15914760000.0,4425503000.0,10384106000.0,11319018000.0,1597453300.0
2077.0,12712434000.0,14536554000.0,12836100000.0,7251606000.0,2701159700.0,2653496000.0,4179514000.0,1150269000.0,15637136000.0,3936453400.0,10028776000.0,11200260000.0,1446458400.0
2078.0,12158700000.0,13997542000.0,12452650000.0,6990489600.0,2548379600.0,2336228600.0,3886138000.0,1057804000.0,15168874000.0,3506053400.0,9461090000.0,10368690000.0,1376403000.0
2079.0,11751298000.0,13866444000.0,12724973000.0,6692592000.0,2418813000.0,2141968800.0,3633660700.0,971160640.0,14439122000.0,3398663700.0,9320082000.0,9968342000.0,1347499900.0
2080.0,10794696000.0,12952021000.0,12013496000.0,5916435000.0,2158879500.0,2052887300.0,3192783600.0,889135300.0,13388591000.0,3278600700.0,9131202000.0,9861954000.0,1247946000.0
2081.0,10603548000.0,12005578000.0,12020567000.0,5725140000.0,2085312400.0,1950790000.0,2916712400.0,867822400.0,12621134000.0,3038786800.0,8575589000.0,9876556000.0,1113428500.0
2082.0,10462930000.0,11307426000.0,11876056000.0,5132081700.0,1983068000.0,1954170900.0,2799798500.0,784369860.0,12196792000.0,3082954000.0,8205449700.0,9896152000.0,1031428200.0
2083.0,9872649000.0,10892850000.0,11323947000.0,4677640700.0,1843442700.0,1856295700.0,2585256200.0,690862600.0,11378664000.0,2957666000.0,7984871000.0,9651544000.0,991451100.0
2084.0,9681597000.0,10068388000.0,10771046000.0,4310128600.0,1887835000.0,1767149200.0,2499722200.0,597574900.0,10577030000.0,2830914600.0,8123735000.0,9191868000.0,876646340.0
2085.0,9266443000.0,9340273000.0,11021873000.0,4101289200.0,1757273600.0,1705081500.0,2284984300.0,544544830.0,10257646000.0,2402638300.0,7703660000.0,8913492000.0,894842560.0
2086.0,8746598000.0,9038933000.0,10014411000.0,3865528800.0,1617178600.0,1561964900.0,2199345700.0,501833100.0,10299700000.0,2345229000.0,7461051400.0,8731579000.0,884981300.0
2087.0,8651480000.0,8129448000.0,9296644000.0,3609166300.0,1516352400.0,1447068200.0,2155020000.0,469764200.0,9424387000.0,1990957300.0,7074317300.0,8110343700.0,802821500.0
2088.0,8545243000.0,7787368000.0,8701472000.0,3541770500.0,1438679700.0,1400548700.0,2053085800.0,444789730.0,8994942000.0,1961283600.0,6570027500.0,7314938400.0,788163900.0
2089.0,8248916000.0,7268368400.0,8305996300.0,3354536000.0,1505194600.0,1353727200.0,1945437800.0,397880420.0,8735367000.0,1684964200.0,6587768300.0,6965118000.0,775953100.0
2090.0,7997920000.0,6802432000.0,8066730500.0,3296363000.0,1442180200.0,1239821000.0,1843969900.0,412620930.0,8429907000.0,1658627200.0,6084440600.0,6504642600.0,811969860.0
2091.0,7664511000.0,6098928600.0,7976036400.0,3082775800.0,1412470300.0,1237650400.0,1749688600.0,350708770.0,7768801300.0,1513559300.0,5765777000.0,6139947000.0,768444800.0
2092.0,7308813000.0,5629572000.0,7945365000.0,2849826600.0,1363119100.0,1203794300.0,1583391600.0,339164540.0,7285973500.0,1434679700.0,5665439000.0,5820715500.0,763942340.0
2093.0,7184116000.0,5359234000.0,7427289600.0,2541354200.0,1363761500.0,1167856800.0,1436262000.0,312704350.0,7131197000.0,1308405400.0,5435342000.0,5592887300.0,756399550.0
2094.0,6660181000.0,4795396000.0,6835177000.0,2271530500.0,1236449000.0,1080239400.0,1291810400.0,296090460.0,6662350000.0,1131042600.0,5229520400.0,5832112000.0,719858370.0
2095.0,6335514600.0,5000156000.0,6163991000.0,2109661700.0,1174634800.0,1034353300.0,1200030700.0,272168700.0,6624511500.0,995661400.0,5335326000.0,5393780700.0,683989300.0
2096.0,5909993500.0,4757500000.0,5909428700.0,1713290200.0,1067754100.0,1017452900.0,1048239600.0,235428320.0,6378476000.0,930800400.0,5339837000.0,5216798700.0,640991170.0
2097.0,5790520000.0,4371558000.0,5614926300.0,1601746600.0,872091460.0,986631000.0,975936900.0,214735220.0,5849972000.0,904041000.0,5162119700.0,4883424000.0,644808060.0
2098.0,5396188700.0,4124157000.0,5702660600.0,1470745900.0,789393700.0,992751700.0,894015940.0,183072700.0,5578618400.0,828728100.0,5010638000.0,4673440000.0,641258500.0
2099.0,5113410000.0,3903289300.0,5718147600.0,1241477900.0,781155200.0,956353900.0,857118000.0,173777230.0,5138272000.0,710744100.0,4791202000.0,4406523400.0,597091840.0
2100.0,4884302300.0,3565896200.0,5554060000.0,1128019000.0,743449340.0,884942500.0,783703200.0,160153860.0,4685345000.0,710567600.0,4646971000.0,4145590800.0,561200260.0
