time,GFDL-ESM4,MRI-ESM2-0,CESM2-WACCM,INM-CM5-0,EC-EARTH3,EC-EARTH3-VEG,NORESM2-MM,INM-CM4-8,FGOALS-F3-L,CMCC-CM2-SR5,BCC-CSM2-MR,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2
2010.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0
2011.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0
2012.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0
2013.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0
2014.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0
2015.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0
2016.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0
2017.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0
2018.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0
2019.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0
2020.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0
2021.0,53792756000.0,54726676000.0,53538206000.0,55088640000.0,52805153000.0,55189512000.0,55879758000.0,55163146000.0,53906890000.0,54445994000.0,56446886000.0,55546835000.0,55503760000.0,55039540000.0
2022.0,52375052000.0,54833394000.0,53756650000.0,53763703000.0,51806695000.0,53954890000.0,54425270000.0,54068780000.0,52899852000.0,53434490000.0,58291550000.0,56047010000.0,56025764000.0,55383233000.0
2023.0,52037976000.0,55786308000.0,53556466000.0,52317990000.0,52697014000.0,53382050000.0,53629895000.0,53617705000.0,53160403000.0,54481000000.0,56402050000.0,54288646000.0,55193320000.0,54445904000.0
2024.0,52583280000.0,56100127000.0,52157070000.0,53328364000.0,51676803000.0,51954876000.0,52216890000.0,53461140000.0,53142454000.0,55313637000.0,54476800000.0,53085470000.0,53920727000.0,52702155000.0
2025.0,51201077000.0,55397163000.0,51972493000.0,53986152000.0,51027407000.0,51375403000.0,52835762000.0,53827770000.0,51538727000.0,53428863000.0,52961560000.0,53746418000.0,53707330000.0,53211165000.0
2026.0,51339387000.0,53830316000.0,50934956000.0,54391970000.0,51461000000.0,50704210000.0,50009215000.0,54087442000.0,50406370000.0,52203220000.0,51709026000.0,52996830000.0,51820974000.0,52943340000.0
2027.0,52068995000.0,54040654000.0,49872986000.0,53172355000.0,51066393000.0,49133950000.0,48877638000.0,53528506000.0,48730153000.0,50828415000.0,51711530000.0,51399360000.0,51283830000.0,52458870000.0
2028.0,51781587000.0,53892290000.0,49141727000.0,52486370000.0,50783502000.0,47383860000.0,48645620000.0,53573000000.0,46940920000.0,50192770000.0,49915576000.0,48673990000.0,50249220000.0,52414697000.0
2029.0,50931294000.0,52668310000.0,49911570000.0,51698205000.0,49484603000.0,47586726000.0,47279900000.0,53328777000.0,45513460000.0,49691010000.0,49166414000.0,47797570000.0,50930700000.0,51364545000.0
2030.0,50594160000.0,52284360000.0,51552014000.0,49756406000.0,48147640000.0,45960410000.0,45961460000.0,51894390000.0,43943690000.0,48490115000.0,48373305000.0,47412850000.0,50568307000.0,50046493000.0
2031.0,50353893000.0,51951596000.0,50467586000.0,49477513000.0,46399082000.0,45863380000.0,44877525000.0,51309510000.0,42451290000.0,47921394000.0,48360178000.0,46813890000.0,51441290000.0,48555504000.0
2032.0,49974456000.0,50978180000.0,49563333000.0,47896162000.0,46265344000.0,44280537000.0,43762130000.0,50467460000.0,41860723000.0,46454665000.0,47463625000.0,45560496000.0,51848650000.0,48272974000.0
2033.0,49803375000.0,50347995000.0,48186135000.0,46441595000.0,46667604000.0,43426435000.0,42664400000.0,49965920000.0,40602157000.0,45378183000.0,46236950000.0,44420297000.0,51838743000.0,47179610000.0
2034.0,49573370000.0,49217565000.0,46575260000.0,45743436000.0,45816988000.0,44272300000.0,41701280000.0,49469583000.0,39811670000.0,45032784000.0,44668910000.0,42989867000.0,52506930000.0,45988413000.0
2035.0,49203080000.0,49383064000.0,46755434000.0,44997714000.0,44268716000.0,44178915000.0,39895695000.0,48565023000.0,38574494000.0,44989180000.0,43431150000.0,43360050000.0,52751220000.0,45552075000.0
2036.0,49478595000.0,48599507000.0,46624010000.0,45090340000.0,45631304000.0,42598900000.0,39679463000.0,48753074000.0,37416055000.0,43821666000.0,43012063000.0,42792174000.0,52422013000.0,44415260000.0
2037.0,50302943000.0,47611590000.0,45605122000.0,44517786000.0,44774314000.0,40234140000.0,39537213000.0,48660627000.0,36720590000.0,42979440000.0,42194610000.0,43033960000.0,51738284000.0,43501900000.0
2038.0,50353828000.0,49433610000.0,45006470000.0,44101083000.0,43403964000.0,38736376000.0,39709377000.0,49122877000.0,35458980000.0,42782380000.0,42797890000.0,42401477000.0,49913420000.0,42336540000.0
2039.0,50802150000.0,49384500000.0,44395176000.0,43388310000.0,43241100000.0,37246718000.0,40542410000.0,49424610000.0,35202036000.0,42033304000.0,42085520000.0,42274963000.0,48357050000.0,41113997000.0
2040.0,50512527000.0,49240520000.0,42898297000.0,41882760000.0,42245108000.0,36634580000.0,39633326000.0,49382986000.0,35323140000.0,41530032000.0,41193177000.0,41401033000.0,45881246000.0,39866170000.0
2041.0,50594240000.0,48839426000.0,42539725000.0,41830814000.0,41136447000.0,36413230000.0,39467577000.0,48371890000.0,34562687000.0,41376772000.0,40340020000.0,40123208000.0,45261660000.0,38342930000.0
2042.0,49257193000.0,48435495000.0,42048504000.0,41901590000.0,41066365000.0,35348054000.0,38805668000.0,48402130000.0,34745660000.0,41387385000.0,39063683000.0,39649420000.0,43930317000.0,37503680000.0
2043.0,48479530000.0,48389734000.0,41796047000.0,41790923000.0,41515250000.0,34183367000.0,38031577000.0,48334635000.0,34168463000.0,40135450000.0,38603768000.0,38091764000.0,42881200000.0,36598670000.0
2044.0,47949984000.0,48079040000.0,40790327000.0,41695113000.0,39538350000.0,33668145000.0,39096240000.0,48152527000.0,33689640000.0,39676256000.0,36922966000.0,35667300000.0,42422950000.0,36451254000.0
2045.0,46661505000.0,47518370000.0,40372830000.0,41596674000.0,37855502000.0,34397280000.0,38286430000.0,47192257000.0,32962548000.0,39571677000.0,36896290000.0,33386120000.0,41088766000.0,36000920000.0
2046.0,44898746000.0,47969464000.0,39656880000.0,40869260000.0,36887945000.0,33579639000.0,38122512000.0,46310044000.0,32238140000.0,38715597000.0,36105187000.0,32431407000.0,39996047000.0,35103183000.0
2047.0,44338663000.0,48434115000.0,39290925000.0,41561030000.0,36463440000.0,32544440000.0,37554168000.0,44282212000.0,31493329000.0,37975446000.0,37072404000.0,31724016000.0,40196153000.0,33481990000.0
2048.0,44704928000.0,46486520000.0,39863026000.0,41263520000.0,35779800000.0,31979874000.0,37360595000.0,43239540000.0,30472632000.0,36204028000.0,37060620000.0,31010361000.0,39575937000.0,31758113000.0
2049.0,42930967000.0,46479413000.0,39662617000.0,40938893000.0,34597212000.0,32351320000.0,37546120000.0,42939850000.0,29889171000.0,35356815000.0,36333550000.0,30474280000.0,39344900000.0,30268800000.0
2050.0,42480090000.0,45637825000.0,38619595000.0,39978210000.0,33774940000.0,31508679000.0,37607256000.0,42902045000.0,29227061000.0,33998438000.0,35722820000.0,29977653000.0,38292830000.0,30491316000.0
2051.0,41960660000.0,45050724000.0,37675180000.0,39406998000.0,35061520000.0,31148102000.0,36713013000.0,42463580000.0,28047413000.0,33194228000.0,34634174000.0,30399015000.0,37477458000.0,29574662000.0
2052.0,41810256000.0,44474950000.0,36418810000.0,38727970000.0,34404848000.0,30745182000.0,36244193000.0,41556107000.0,27744178000.0,32086070000.0,34120284000.0,30519212000.0,37454550000.0,28796010000.0
2053.0,41169120000.0,43404075000.0,35423285000.0,38335455000.0,33648482000.0,30661913000.0,36816015000.0,40515880000.0,27575835000.0,31330456000.0,34197277000.0,30411862000.0,37740680000.0,27987358000.0
2054.0,41791635000.0,43279684000.0,34702017000.0,37845710000.0,33613660000.0,30874235000.0,37552890000.0,40808894000.0,26746937000.0,29975906000.0,33999096000.0,29457238000.0,36198420000.0,27171820000.0
2055.0,41272996000.0,42562910000.0,34525080000.0,37112525000.0,33787881000.0,30916608000.0,37522784000.0,41098460000.0,26028376000.0,28478589000.0,33476780000.0,29489960000.0,35018805000.0,26630973000.0
2056.0,41559167000.0,41738486000.0,33916955000.0,37790888000.0,32508535000.0,30396922000.0,37388788000.0,40863064000.0,25674990000.0,28049142000.0,32246436000.0,28318423000.0,34265274000.0,25653697000.0
2057.0,42487780000.0,41062840000.0,32967725000.0,37166838000.0,32305994000.0,30198560000.0,36382480000.0,40652632000.0,24864692000.0,27257698000.0,31754482000.0,27357643000.0,33457080000.0,24669274000.0
2058.0,42671960000.0,40659760000.0,31709598000.0,37100126000.0,31603579000.0,29575797000.0,35633463000.0,39629710000.0,24046053000.0,26219524000.0,31777241000.0,26756418000.0,32983415000.0,24895869000.0
2059.0,42502676000.0,39962894000.0,30721343000.0,36927447000.0,30939781000.0,29777082000.0,34368946000.0,38206018000.0,23533950000.0,25883052000.0,31152370000.0,26020300000.0,32583592000.0,24330398000.0
2060.0,43171475000.0,39938585000.0,29976717000.0,36527630000.0,31042960000.0,29733202000.0,34268480000.0,36933657000.0,22888776000.0,25903905000.0,30927680000.0,26538916000.0,32428497000.0,23935937000.0
2061.0,43813310000.0,39568286000.0,28855534000.0,37396510000.0,31126858000.0,30152847000.0,33641961000.0,36492997000.0,22282707000.0,25215082000.0,30319276000.0,26625116000.0,31058800000.0,23144608000.0
2062.0,43627012000.0,39248527000.0,27810404000.0,36865460000.0,31276220000.0,30264087000.0,33514136000.0,36371070000.0,22139726000.0,24310480000.0,29731082000.0,25454551000.0,30300465000.0,22443616000.0
2063.0,42976960000.0,39572795000.0,26499730000.0,36299950000.0,30823879000.0,30209526000.0,33179075000.0,35411194000.0,21672670000.0,23045120000.0,29223620000.0,24605342000.0,30034231000.0,22375635000.0
2064.0,42288525000.0,38937633000.0,25540819000.0,36178790000.0,31597050000.0,29974490000.0,32798240000.0,34656350000.0,21643810000.0,22593200000.0,28992864000.0,24395217000.0,30010634000.0,21272790000.0
2065.0,42687770000.0,39526250000.0,24727390000.0,34894516000.0,30955320000.0,30342345000.0,32274604000.0,34138579000.0,21640186000.0,22460277000.0,29024901000.0,23938191000.0,29497252000.0,20841280000.0
2066.0,42076610000.0,40109900000.0,24167383000.0,34225656000.0,30076990000.0,30623742000.0,32302799000.0,33480140000.0,21215699000.0,22126561000.0,28463200000.0,24252609000.0,29627412000.0,20562070000.0
2067.0,42006938000.0,39371346000.0,23252496000.0,34136450000.0,30082472000.0,30634314000.0,32544879000.0,32871643000.0,20721144000.0,22014478000.0,28578808000.0,24427133000.0,28865171000.0,20534127000.0
2068.0,42035290000.0,38935405000.0,22578650000.0,35040580000.0,29610230000.0,29866146000.0,32283984000.0,32089833000.0,20042543000.0,21583413000.0,28075248000.0,23860374000.0,28646314000.0,20102607000.0
2069.0,41391600000.0,39363318000.0,23036908000.0,34113612000.0,28848384000.0,29270884000.0,31098024000.0,31460798000.0,20131963000.0,21388972000.0,28284148000.0,23023978000.0,29054060000.0,19523340000.0
2070.0,40341864000.0,39225766000.0,22542910000.0,33927737000.0,28141187000.0,29242456000.0,30536954000.0,31271889000.0,19688610000.0,20744204000.0,28154440000.0,22686665000.0,28951273000.0,19291304000.0
2071.0,39789335000.0,38559027000.0,22465530000.0,33090105000.0,27957346000.0,28864027000.0,30580930000.0,30740824000.0,18979630000.0,20248246000.0,27793793000.0,22138274000.0,29297508000.0,18356398000.0
2072.0,39962240000.0,37945120000.0,22665960000.0,32434800000.0,28149015000.0,28296942000.0,29700655000.0,29985954000.0,18965944000.0,20270502000.0,27812233000.0,21481580000.0,28734022000.0,18263400000.0
2073.0,39204803000.0,37712680000.0,22996417000.0,32011039000.0,28119820000.0,27929588000.0,28758550000.0,29487077000.0,18777890000.0,19804197000.0,27206035000.0,20879057000.0,29118042000.0,18552960000.0
2074.0,37967280000.0,37328105000.0,22870172000.0,31321905000.0,27230829000.0,27500124000.0,28280777000.0,30115002000.0,18346700000.0,19307737000.0,27634698000.0,20354198000.0,28874047000.0,18109553000.0
2075.0,37049856000.0,37015790000.0,22490010000.0,30702766000.0,27601605000.0,26759725000.0,27691090000.0,29858337000.0,17980457000.0,19171625000.0,26982812000.0,19876112000.0,28712686000.0,17871354000.0
2076.0,36807570000.0,36484514000.0,22210552000.0,30455462000.0,27568538000.0,25937658000.0,27018070000.0,29228712000.0,17735846000.0,19202020000.0,26666992000.0,20210463000.0,28665407000.0,17038727000.0
2077.0,36719632000.0,36004774000.0,21768735000.0,29588570000.0,27818506000.0,26039536000.0,25955817000.0,29107192000.0,17320903000.0,18963340000.0,26728202000.0,19856601000.0,28702790000.0,16897578000.0
2078.0,36920440000.0,34066665000.0,21141817000.0,29401547000.0,26523333000.0,25525180000.0,25315504000.0,28874357000.0,17005008000.0,18555429000.0,26341724000.0,19514360000.0,28735293000.0,16617857000.0
2079.0,36108030000.0,32997999000.0,21070653000.0,29168714000.0,26040318000.0,25028678000.0,25423804000.0,29071501000.0,16549913000.0,18224249000.0,26161617000.0,19415296000.0,28184017000.0,16238577000.0
2080.0,36403364000.0,32596680000.0,20823368000.0,28962576000.0,24983945000.0,24411429000.0,24909928000.0,29054760000.0,16122391000.0,18278027000.0,25903737000.0,18799593000.0,27980734000.0,16111804000.0
2081.0,36566720000.0,31991575000.0,21091630000.0,28319568000.0,25291135000.0,23581622000.0,24108585000.0,29072550000.0,15402476000.0,18414920000.0,25178538000.0,19329090000.0,27841511000.0,15803658000.0
2082.0,36242790000.0,31298902000.0,20755413000.0,28104230000.0,25083260000.0,22586073000.0,23765008000.0,29200073000.0,15276709000.0,18492738000.0,24957788000.0,19444347000.0,28054886000.0,15816126000.0
2083.0,35834356000.0,30473366000.0,20666600000.0,27597535000.0,24306954000.0,21960841000.0,23448592000.0,29292397000.0,15871347000.0,18879058000.0,24360400000.0,19371570000.0,28761936000.0,15898653000.0
2084.0,34981843000.0,29448335000.0,20471890000.0,27652162000.0,23870376000.0,21223303000.0,23112292000.0,28977330000.0,15578538000.0,19013570000.0,24271241000.0,19208856000.0,28937560000.0,15816638000.0
2085.0,33952483000.0,29862162000.0,20339720000.0,27193653000.0,23689750000.0,21336668000.0,22981380000.0,29020578000.0,15542222000.0,18906489000.0,23526158000.0,18833457000.0,29826335000.0,15563543000.0
2086.0,32921315000.0,30103544000.0,19728124000.0,26894890000.0,22892194000.0,21126540000.0,23080330000.0,28657392000.0,15433867000.0,18666994000.0,23747170000.0,18716115000.0,29203485000.0,15207973000.0
2087.0,32302907000.0,30045372000.0,20271660000.0,26523873000.0,22912970000.0,20848597000.0,23680293000.0,28731754000.0,15389328000.0,18592311000.0,23706454000.0,18585283000.0,28928797000.0,14975771000.0
2088.0,31063126000.0,30112285000.0,19796304000.0,26276180000.0,22557780000.0,21041224000.0,23652526000.0,28437567000.0,15079292000.0,18496120000.0,23618361000.0,18432537000.0,29123250000.0,14678632000.0
2089.0,30415890000.0,29843966000.0,19207645000.0,26016883000.0,22217670000.0,20960664000.0,23581086000.0,29017500000.0,14763222000.0,18580770000.0,23815963000.0,18383178000.0,29128583000.0,14513222000.0
2090.0,29604377000.0,29577703000.0,19115495000.0,26014882000.0,21839580000.0,20393750000.0,23877390000.0,28628138000.0,14644196000.0,18185330000.0,23587668000.0,18480218000.0,29269037000.0,14063640000.0
2091.0,29115404000.0,28748245000.0,19140270000.0,26535868000.0,21500414000.0,20401695000.0,23307016000.0,28821946000.0,14915973000.0,18327510000.0,24640450000.0,18341170000.0,29017905000.0,13708423000.0
2092.0,28362619000.0,28174959000.0,18883217000.0,27110177000.0,21518645000.0,20956656000.0,23482743000.0,28463757000.0,14688926000.0,17972543000.0,24724216000.0,18229656000.0,29022226000.0,13515792000.0
2093.0,27850338000.0,27761596000.0,18428117000.0,27326163000.0,21351410000.0,20932848000.0,23145091000.0,28166752000.0,14285724000.0,17516720000.0,24357194000.0,17846913000.0,28750430000.0,13305156000.0
2094.0,27184398000.0,27107314000.0,17994697000.0,27716180000.0,21588058000.0,20656722000.0,22731244000.0,27743924000.0,14026857000.0,16986478000.0,23908403000.0,17637272000.0,28698866000.0,12939449000.0
2095.0,26585498000.0,26739868000.0,17396260000.0,27279583000.0,20987955000.0,21581296000.0,23069750000.0,27418130000.0,14143480000.0,17209747000.0,23965084000.0,17260229000.0,30158356000.0,12990228000.0
2096.0,26664060000.0,25628836000.0,16866315000.0,27588831000.0,20630714000.0,21454742000.0,22582190000.0,27588950000.0,14235390000.0,16663335000.0,23931838000.0,17295104000.0,29544282000.0,12603843000.0
2097.0,25694320000.0,26139625000.0,16229381000.0,27874773000.0,20444195000.0,21178098000.0,22242150000.0,26968457000.0,14296971000.0,16415050000.0,24038140000.0,17209810000.0,29329385000.0,12415618000.0
2098.0,25220927000.0,25661327000.0,15589641000.0,28132860000.0,20060520000.0,21604067000.0,22004216000.0,26857950000.0,14313787000.0,16110552000.0,24480460000.0,17559100000.0,29272386000.0,12277584000.0
2099.0,25012640000.0,24948607000.0,14835401000.0,28487160000.0,20054847000.0,21079656000.0,21828444000.0,26366417000.0,14178490000.0,15995749000.0,24782817000.0,17739846000.0,28645413000.0,11937434000.0
2100.0,25368742000.0,24407760000.0,14903114000.0,27833160000.0,19626754000.0,20422715000.0,21019509000.0,26217366000.0,14250071000.0,15522014000.0,24396372000.0,17928677000.0,28523100000.0,11842389000.0
