time,CANESM2,CNRM-CM5,GFDL-CM3,MPI-ESM-LR,NORESM1-M,GFDL-ESM2G,GISS-E2-R,CSIRO-MK3-6-0,CCSM4,CESM1-CAM5,IPSL-CM5A-LR
2014.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0
2015.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0
2016.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0
2017.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0
2018.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0
2019.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0
2020.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0
2021.0,7260460000000.0,7264969000000.0,7254647500000.0,7265444700000.0,7253722000000.0,7279994000000.0,7266368000000.0,7258984400000.0,7265700000000.0,7246495000000.0,7259211400000.0
2022.0,7241734000000.0,7238295000000.0,7222624500000.0,7242233000000.0,7243095000000.0,7279673000000.0,7236366600000.0,7243607000000.0,7239874000000.0,7226236000000.0,7232851000000.0
2023.0,7207828600000.0,7222211400000.0,7200629000000.0,7227822000000.0,7226639000000.0,7279744000000.0,7232490000000.0,7215470600000.0,7210316300000.0,7206387300000.0,7203952000000.0
2024.0,7168433000000.0,7201452000000.0,7180336000000.0,7201975400000.0,7207775600000.0,7273823300000.0,7227668000000.0,7187315000000.0,7185941000000.0,7187408000000.0,7162351000000.0
2025.0,7147996300000.0,7196694000000.0,7153988400000.0,7179674000000.0,7164747000000.0,7258966600000.0,7206640000000.0,7161240000000.0,7178373000000.0,7176005400000.0,7133921000000.0
2026.0,7131689000000.0,7170214000000.0,7128998000000.0,7142719000000.0,7132865000000.0,7242321000000.0,7192187500000.0,7142074500000.0,7168952600000.0,7156378000000.0,7087421000000.0
2027.0,7115742600000.0,7150899300000.0,7114354000000.0,7096064500000.0,7121219400000.0,7213890000000.0,7192817000000.0,7127605000000.0,7140373000000.0,7128295000000.0,7056278400000.0
2028.0,7100438700000.0,7145310000000.0,7089687600000.0,7054959300000.0,7103988000000.0,7213579500000.0,7178055300000.0,7095687000000.0,7122564000000.0,7098585000000.0,7022395000000.0
2029.0,7076180000000.0,7119549500000.0,7072601600000.0,7026795000000.0,7064082000000.0,7195245700000.0,7153880000000.0,7084529700000.0,7101972000000.0,7074889000000.0,6987045000000.0
2030.0,7055824400000.0,7115056000000.0,7048343300000.0,6990060000000.0,7035278600000.0,7184435400000.0,7122401000000.0,7069665000000.0,7069605000000.0,7038218300000.0,6940535600000.0
2031.0,7059607700000.0,7099018400000.0,7025019000000.0,6957005500000.0,7029387700000.0,7165511700000.0,7093503000000.0,7063942500000.0,7045358600000.0,6993187000000.0,6926023000000.0
2032.0,7046330000000.0,7087966400000.0,6989857400000.0,6932443000000.0,7006498000000.0,7143958000000.0,7078152000000.0,7049205000000.0,7014532500000.0,6963783000000.0,6919197600000.0
2033.0,7025779000000.0,7071487000000.0,6957934000000.0,6924660600000.0,6957186400000.0,7118747300000.0,7060521000000.0,7040715500000.0,6994243600000.0,6926615000000.0,6896097000000.0
2034.0,7009936600000.0,7057168000000.0,6923756000000.0,6888365000000.0,6904637600000.0,7110385500000.0,7042521000000.0,6998727300000.0,6970272000000.0,6879744000000.0,6834784000000.0
2035.0,6996502000000.0,7036142600000.0,6891951400000.0,6868384600000.0,6878837000000.0,7101482000000.0,7030447000000.0,6962914000000.0,6948093700000.0,6835672000000.0,6796009300000.0
2036.0,6985352000000.0,6997380000000.0,6864072300000.0,6853139400000.0,6856877500000.0,7061519000000.0,7023168600000.0,6938586000000.0,6927491300000.0,6801284000000.0,6756368000000.0
2037.0,6953563600000.0,6986619000000.0,6826991000000.0,6836704500000.0,6826187000000.0,7031226400000.0,7020487000000.0,6908589000000.0,6900650000000.0,6748544000000.0,6716165000000.0
2038.0,6934410000000.0,6972764000000.0,6805892000000.0,6790804700000.0,6801052400000.0,7004994000000.0,6992738000000.0,6864908600000.0,6879678300000.0,6697457000000.0,6662967000000.0
2039.0,6912187300000.0,6937351600000.0,6782859600000.0,6748089000000.0,6777381300000.0,6977075000000.0,6977528000000.0,6841356500000.0,6864655000000.0,6658653700000.0,6625784500000.0
2040.0,6899111600000.0,6897955500000.0,6754512400000.0,6724968000000.0,6764382000000.0,6941510000000.0,6948276700000.0,6833510000000.0,6821638600000.0,6605981000000.0,6594352000000.0
2041.0,6868778000000.0,6878719000000.0,6726664300000.0,6694938600000.0,6752258000000.0,6934235000000.0,6928202000000.0,6812855700000.0,6798474500000.0,6553460500000.0,6538401400000.0
2042.0,6843432700000.0,6853024000000.0,6695963000000.0,6659414000000.0,6723169400000.0,6924686000000.0,6912002000000.0,6793053300000.0,6765256600000.0,6490172700000.0,6490386000000.0
2043.0,6794469400000.0,6839308000000.0,6658497400000.0,6637744000000.0,6696424000000.0,6924942700000.0,6898854700000.0,6747491700000.0,6712995600000.0,6437595500000.0,6446509000000.0
2044.0,6775433000000.0,6803558500000.0,6611231300000.0,6590281300000.0,6678853000000.0,6926646600000.0,6895955300000.0,6711850600000.0,6678636000000.0,6369362600000.0,6389300700000.0
2045.0,6760803300000.0,6778391600000.0,6573403400000.0,6556467300000.0,6640834000000.0,6926768300000.0,6878162000000.0,6689474500000.0,6636174300000.0,6304347700000.0,6356740300000.0
2046.0,6748428600000.0,6742859000000.0,6527406000000.0,6512334300000.0,6614603500000.0,6920431700000.0,6854624700000.0,6655741000000.0,6605643000000.0,6226573300000.0,6301663400000.0
2047.0,6734190500000.0,6719626300000.0,6481361500000.0,6472080000000.0,6600148000000.0,6918515500000.0,6837046300000.0,6631882500000.0,6579617300000.0,6174115000000.0,6260311700000.0
2048.0,6710763700000.0,6682719600000.0,6442950600000.0,6437953000000.0,6566131500000.0,6915443700000.0,6805000000000.0,6610817600000.0,6555108400000.0,6122267000000.0,6204785000000.0
2049.0,6679836500000.0,6632348600000.0,6384016000000.0,6405586000000.0,6532229000000.0,6887327000000.0,6797407000000.0,6577399000000.0,6536224000000.0,6066581000000.0,6161652000000.0
2050.0,6645910000000.0,6599810000000.0,6327919700000.0,6377667300000.0,6495822000000.0,6863382400000.0,6784728700000.0,6548744600000.0,6510028000000.0,5987567700000.0,6128887000000.0
2051.0,6622057000000.0,6566714000000.0,6282274000000.0,6334451000000.0,6467838500000.0,6853721300000.0,6779251500000.0,6530587400000.0,6481253000000.0,5960557000000.0,6048527000000.0
2052.0,6584463000000.0,6539204000000.0,6222980300000.0,6302132000000.0,6437854000000.0,6836933000000.0,6757948000000.0,6491298300000.0,6453842000000.0,5904112500000.0,5997033700000.0
2053.0,6558269000000.0,6499717300000.0,6175718000000.0,6275986000000.0,6399265000000.0,6826947000000.0,6745619000000.0,6465467000000.0,6415866000000.0,5850337400000.0,5954732600000.0
2054.0,6513967000000.0,6451265000000.0,6128407700000.0,6244292600000.0,6361648700000.0,6821482300000.0,6712896000000.0,6439060000000.0,6402254000000.0,5777221000000.0,5914519700000.0
2055.0,6494141500000.0,6407588000000.0,6078185000000.0,6200184300000.0,6340240000000.0,6821608000000.0,6665736000000.0,6408649600000.0,6384240000000.0,5682471400000.0,5870363600000.0
2056.0,6437624300000.0,6368482300000.0,6017926600000.0,6161040400000.0,6309997400000.0,6818822000000.0,6634682000000.0,6396550600000.0,6373970000000.0,5613318000000.0,5830583000000.0
2057.0,6401629000000.0,6351340000000.0,5979073000000.0,6133848000000.0,6263183000000.0,6801549000000.0,6609169300000.0,6364163000000.0,6337990000000.0,5568945000000.0,5782654000000.0
2058.0,6374101600000.0,6282123700000.0,5929629600000.0,6117841700000.0,6227283700000.0,6788048500000.0,6615171300000.0,6337602000000.0,6321076700000.0,5528459000000.0,5738215000000.0
2059.0,6346314400000.0,6230929600000.0,5881439700000.0,6093001000000.0,6169214000000.0,6755268400000.0,6600607700000.0,6324192500000.0,6282709300000.0,5479813600000.0,5685077600000.0
2060.0,6307649000000.0,6196468600000.0,5839582700000.0,6056949000000.0,6128772000000.0,6724238400000.0,6590978000000.0,6295084000000.0,6257313000000.0,5421246400000.0,5627674000000.0
2061.0,6289725300000.0,6151510400000.0,5791268000000.0,6018038000000.0,6084804000000.0,6707207000000.0,6561309000000.0,6277875400000.0,6245706600000.0,5360363500000.0,5584986000000.0
2062.0,6270959500000.0,6098325000000.0,5751861400000.0,6005443000000.0,6032409500000.0,6693631600000.0,6548109700000.0,6263983000000.0,6224531700000.0,5301347500000.0,5535625600000.0
2063.0,6257474000000.0,6036931500000.0,5710568500000.0,5980536400000.0,5999846000000.0,6674139000000.0,6532372000000.0,6248940400000.0,6189470000000.0,5245364000000.0,5502122600000.0
2064.0,6199888600000.0,6014619400000.0,5686583000000.0,5953575500000.0,5975606000000.0,6635215400000.0,6504038000000.0,6226420700000.0,6182409300000.0,5210763000000.0,5450749700000.0
2065.0,6190377500000.0,5952334000000.0,5657082000000.0,5928708500000.0,5947969000000.0,6621486400000.0,6494366500000.0,6205812500000.0,6172615000000.0,5168504000000.0,5410723000000.0
2066.0,6151161000000.0,5918942600000.0,5619095400000.0,5897027000000.0,5921573400000.0,6604578000000.0,6480574000000.0,6181206600000.0,6174547000000.0,5112042000000.0,5359286600000.0
2067.0,6124708300000.0,5879943400000.0,5579238000000.0,5870074000000.0,5875368000000.0,6603459300000.0,6475259000000.0,6158335600000.0,6134337400000.0,5060557000000.0,5280066700000.0
2068.0,6099231600000.0,5831948000000.0,5533506000000.0,5855116000000.0,5831560500000.0,6576846400000.0,6469244000000.0,6133815700000.0,6119927300000.0,5007118000000.0,5224692000000.0
2069.0,6069712600000.0,5798444000000.0,5483086000000.0,5833240000000.0,5777509000000.0,6566212300000.0,6463885000000.0,6110134700000.0,6117313000000.0,4970773000000.0,5180928000000.0
2070.0,6045115600000.0,5754960000000.0,5430893000000.0,5809961400000.0,5745000000000.0,6547300700000.0,6459056700000.0,6074690700000.0,6107586600000.0,4921324000000.0,5119529000000.0
2071.0,6020794000000.0,5728359000000.0,5370208000000.0,5773731000000.0,5712702300000.0,6534678400000.0,6448193000000.0,6052562000000.0,6091651400000.0,4849760500000.0,5061017600000.0
2072.0,5980790700000.0,5677891000000.0,5304677300000.0,5740611000000.0,5667148000000.0,6513787000000.0,6437787000000.0,6026880000000.0,6076635300000.0,4808907000000.0,4998832300000.0
2073.0,5926718000000.0,5632077000000.0,5272169000000.0,5723079600000.0,5623887000000.0,6499773400000.0,6420246300000.0,5989210000000.0,6049098000000.0,4762192000000.0,4958047400000.0
2074.0,5902671000000.0,5586843300000.0,5210034400000.0,5698080000000.0,5564714000000.0,6477743000000.0,6385909000000.0,5975878000000.0,6037203000000.0,4716462300000.0,4911355000000.0
2075.0,5877413700000.0,5548015600000.0,5169335000000.0,5663930400000.0,5515039000000.0,6461383500000.0,6372680000000.0,5952832500000.0,6004143600000.0,4668326400000.0,4862344400000.0
2076.0,5856137000000.0,5508723000000.0,5128306000000.0,5629559700000.0,5471459000000.0,6458814000000.0,6367069300000.0,5902068400000.0,5991658700000.0,4623013000000.0,4807854000000.0
2077.0,5824571000000.0,5463548600000.0,5071988000000.0,5594088000000.0,5445241500000.0,6437833000000.0,6360233700000.0,5852338600000.0,5964642000000.0,4586043000000.0,4766793000000.0
2078.0,5768196000000.0,5417481500000.0,5012261000000.0,5572034000000.0,5387508000000.0,6411662000000.0,6359651700000.0,5811952700000.0,5935621700000.0,4554873600000.0,4735696000000.0
2079.0,5731321000000.0,5387155000000.0,4969611700000.0,5553027300000.0,5360913000000.0,6390787600000.0,6354741000000.0,5789384000000.0,5921223700000.0,4510053300000.0,4709457300000.0
2080.0,5700841400000.0,5350909000000.0,4916252000000.0,5528852000000.0,5307309000000.0,6370237600000.0,6337304000000.0,5753804000000.0,5881837600000.0,4466859000000.0,4677380000000.0
2081.0,5649954500000.0,5302927000000.0,4868817300000.0,5503855000000.0,5263948000000.0,6347288500000.0,6326920400000.0,5727218000000.0,5870074000000.0,4425819000000.0,4645403000000.0
2082.0,5608871300000.0,5281608600000.0,4816872000000.0,5465872000000.0,5231504500000.0,6332046400000.0,6317092000000.0,5687236600000.0,5856009700000.0,4380185000000.0,4625742700000.0
2083.0,5586825000000.0,5240678500000.0,4791969000000.0,5451260000000.0,5195902000000.0,6316423000000.0,6294516300000.0,5668662000000.0,5830169000000.0,4344272400000.0,4592130000000.0
2084.0,5564290000000.0,5200087600000.0,4751846500000.0,5415122000000.0,5144026500000.0,6303246700000.0,6293297300000.0,5641101000000.0,5815757000000.0,4295959800000.0,4550410400000.0
2085.0,5532189000000.0,5145134400000.0,4704387500000.0,5391976000000.0,5102479000000.0,6279131000000.0,6274478500000.0,5608560000000.0,5800313000000.0,4254837800000.0,4515452000000.0
2086.0,5488768500000.0,5081419000000.0,4660112400000.0,5377760000000.0,5069764000000.0,6264782300000.0,6266023300000.0,5568476000000.0,5779269600000.0,4208450600000.0,4488507000000.0
2087.0,5449759000000.0,5041030700000.0,4631264000000.0,5352705000000.0,5027203000000.0,6251231000000.0,6256244300000.0,5540873000000.0,5766711000000.0,4179117700000.0,4437232300000.0
2088.0,5403609400000.0,5020521600000.0,4582595400000.0,5331300000000.0,4983154000000.0,6233610000000.0,6243264500000.0,5512124000000.0,5747364600000.0,4133409300000.0,4402680700000.0
2089.0,5356937300000.0,4996320500000.0,4541523000000.0,5325167500000.0,4930706300000.0,6218178000000.0,6225072000000.0,5451855400000.0,5723138300000.0,4096540300000.0,4388964000000.0
2090.0,5326858400000.0,4970533400000.0,4500096000000.0,5306582600000.0,4889774700000.0,6210867700000.0,6201601000000.0,5444993500000.0,5682472400000.0,4075575300000.0,4351559700000.0
2091.0,5292509600000.0,4922286300000.0,4463851000000.0,5276845000000.0,4846039000000.0,6191228400000.0,6191106000000.0,5414299000000.0,5661492500000.0,4035493800000.0,4303953900000.0
2092.0,5280502400000.0,4875933500000.0,4419938700000.0,5253901000000.0,4814273500000.0,6175865000000.0,6170089600000.0,5386869400000.0,5624900400000.0,4001947000000.0,4279392300000.0
2093.0,5262673000000.0,4846573300000.0,4365458300000.0,5235415000000.0,4793336600000.0,6156191300000.0,6143893000000.0,5350057600000.0,5589492000000.0,3958808800000.0,4254859500000.0
2094.0,5249119000000.0,4812182700000.0,4330773500000.0,5212226000000.0,4749406500000.0,6151253000000.0,6141523000000.0,5315532000000.0,5567506000000.0,3930198400000.0,4226261700000.0
2095.0,5228213600000.0,4781745600000.0,4288844100000.0,5189944700000.0,4708307000000.0,6125455000000.0,6131123500000.0,5296110000000.0,5535096600000.0,3887869500000.0,4210251800000.0
2096.0,5203068700000.0,4738518600000.0,4239402200000.0,5162375000000.0,4667976000000.0,6112233000000.0,6105847000000.0,5273560300000.0,5509826000000.0,3850162100000.0,4168210700000.0
2097.0,5179937000000.0,4697177000000.0,4185948700000.0,5125954000000.0,4657669700000.0,6109623500000.0,6073266700000.0,5244689300000.0,5496600000000.0,3813649200000.0,4128105000000.0
2098.0,5149699300000.0,4653981000000.0,4147482700000.0,5097001600000.0,4635678500000.0,6107686000000.0,6035859300000.0,5207325400000.0,5484566300000.0,3761265400000.0,4117627700000.0
2099.0,5124169700000.0,4602741000000.0,4112751000000.0,5072209000000.0,4618032000000.0,6088780000000.0,6026599300000.0,5145900400000.0,5462303000000.0,3735190000000.0,4101492700000.0
2100.0,5110344000000.0,4588459500000.0,4073918600000.0,5048041500000.0,4601314000000.0,6075728000000.0,6007712000000.0,5112683600000.0,5449324000000.0,3696524800000.0,4078644200000.0
