time,MPI-ESM-LR,NORESM1-M,GFDL-CM3,CANESM2,CNRM-CM5,IPSL-CM5A-LR,CESM1-CAM5,CSIRO-MK3-6-0,CCSM4,GISS-E2-R,GFDL-ESM2G
2014.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0
2015.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0
2016.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0
2017.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0
2018.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0
2019.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0
2020.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0
2021.0,7272667000000.0,7281783600000.0,7239421700000.0,7233883000000.0,7278556600000.0,7249233700000.0,7252303400000.0,7252593000000.0,7272012000000.0,7277118000000.0,7260765400000.0
2022.0,7265794400000.0,7258030000000.0,7218924000000.0,7217443500000.0,7252126000000.0,7229121000000.0,7221354700000.0,7233453000000.0,7255534600000.0,7272249400000.0,7236231000000.0
2023.0,7242344600000.0,7221689000000.0,7182516000000.0,7174198700000.0,7208955300000.0,7229654000000.0,7188917500000.0,7214383000000.0,7268749300000.0,7259099000000.0,7228948000000.0
2024.0,7238797000000.0,7219232400000.0,7111735500000.0,7150633500000.0,7200466000000.0,7217573500000.0,7147505000000.0,7191628000000.0,7276646600000.0,7241874300000.0,7216399600000.0
2025.0,7213772400000.0,7206877000000.0,7071166000000.0,7122872400000.0,7182524000000.0,7185747000000.0,7130838000000.0,7177107000000.0,7281569000000.0,7237532600000.0,7212335000000.0
2026.0,7197278000000.0,7185585700000.0,7024799600000.0,7091596600000.0,7156375000000.0,7156360000000.0,7100496000000.0,7152891600000.0,7286508500000.0,7224486000000.0,7193181000000.0
2027.0,7194130500000.0,7173616700000.0,6961183600000.0,7072180000000.0,7139299400000.0,7145465000000.0,7045159000000.0,7126137000000.0,7293312000000.0,7200962000000.0,7159628000000.0
2028.0,7168720400000.0,7146884000000.0,6909166000000.0,7053619000000.0,7094591000000.0,7107787600000.0,7014079500000.0,7104910300000.0,7275988600000.0,7202265400000.0,7154395000000.0
2029.0,7141175000000.0,7125751300000.0,6836378000000.0,7003986000000.0,7065789000000.0,7057881000000.0,6973176700000.0,7097188600000.0,7276030000000.0,7195672000000.0,7149889500000.0
2030.0,7121412300000.0,7062353000000.0,6787178700000.0,6964512000000.0,7046576500000.0,7009825000000.0,6908638000000.0,7077128300000.0,7265685000000.0,7187257600000.0,7129441000000.0
2031.0,7103153400000.0,7030082400000.0,6732325600000.0,6920181000000.0,7019645000000.0,6978748000000.0,6855552700000.0,7057229500000.0,7263457600000.0,7165969400000.0,7096204000000.0
2032.0,7082338000000.0,7011529000000.0,6674908000000.0,6886467300000.0,6982139000000.0,6938248000000.0,6793484300000.0,7042023600000.0,7262331000000.0,7142803000000.0,7082295700000.0
2033.0,7037759500000.0,6974636300000.0,6631004000000.0,6845185400000.0,6945063300000.0,6915228700000.0,6755896000000.0,7005871300000.0,7257789600000.0,7121738000000.0,7049148600000.0
2034.0,6995241000000.0,6946104000000.0,6588967400000.0,6810491000000.0,6920991700000.0,6873512000000.0,6691737000000.0,6969063600000.0,7253019600000.0,7114286700000.0,7039394000000.0
2035.0,6955985000000.0,6917326400000.0,6548809600000.0,6783267500000.0,6882573000000.0,6813302000000.0,6650920000000.0,6946433300000.0,7251884500000.0,7092804500000.0,7044571600000.0
2036.0,6923916000000.0,6890089600000.0,6513710600000.0,6743835300000.0,6852093000000.0,6752819500000.0,6601714000000.0,6919251600000.0,7219573000000.0,7077976600000.0,7018194700000.0
2037.0,6891735400000.0,6850151000000.0,6468933000000.0,6712765000000.0,6830431000000.0,6702155000000.0,6543852000000.0,6884353400000.0,7213840600000.0,7046624700000.0,7002964000000.0
2038.0,6858790700000.0,6821731000000.0,6418579000000.0,6672476000000.0,6782757000000.0,6614256000000.0,6473220000000.0,6849638000000.0,7162234000000.0,7026980000000.0,6989768300000.0
2039.0,6813915000000.0,6766336700000.0,6384720500000.0,6609874500000.0,6745435400000.0,6547145000000.0,6393824300000.0,6819709700000.0,7121148600000.0,7006639400000.0,6977742000000.0
2040.0,6782137700000.0,6698926000000.0,6352745300000.0,6570889400000.0,6656180600000.0,6462789000000.0,6311300300000.0,6777554300000.0,7101613000000.0,6989332000000.0,6939651000000.0
2041.0,6748914000000.0,6648707400000.0,6314683500000.0,6529365000000.0,6609034000000.0,6402040000000.0,6249454000000.0,6738213000000.0,7050232000000.0,6958507000000.0,6922880000000.0
2042.0,6693796000000.0,6595303000000.0,6262554000000.0,6465633400000.0,6563262000000.0,6339088600000.0,6183031700000.0,6685774600000.0,7025381000000.0,6925227400000.0,6904267000000.0
2043.0,6655722000000.0,6545150000000.0,6209983000000.0,6428111000000.0,6473137000000.0,6248951000000.0,6120769300000.0,6640094400000.0,6976358600000.0,6901650000000.0,6872020000000.0
2044.0,6595119000000.0,6495371500000.0,6172212500000.0,6352597000000.0,6385492300000.0,6168823500000.0,6025789000000.0,6575306000000.0,6924318000000.0,6885439000000.0,6827841400000.0
2045.0,6551773000000.0,6455178000000.0,6115348000000.0,6301203000000.0,6327764500000.0,6071116600000.0,5923985700000.0,6529894000000.0,6876611000000.0,6862891600000.0,6794801300000.0
2046.0,6515747500000.0,6405054500000.0,6045278000000.0,6226671000000.0,6274726000000.0,5973483000000.0,5860626000000.0,6501722000000.0,6847490000000.0,6853734000000.0,6771500400000.0
2047.0,6489284500000.0,6360251500000.0,6001277000000.0,6156494000000.0,6207608000000.0,5869258400000.0,5789109000000.0,6477393000000.0,6798647000000.0,6836589700000.0,6747322300000.0
2048.0,6459574700000.0,6288303500000.0,5968836400000.0,6095883000000.0,6130755000000.0,5797622300000.0,5688308300000.0,6449242600000.0,6750561000000.0,6825090500000.0,6716848000000.0
2049.0,6419152000000.0,6247106500000.0,5920487000000.0,6033710000000.0,6036691000000.0,5708907500000.0,5601162700000.0,6421603000000.0,6717192500000.0,6802084000000.0,6669078600000.0
2050.0,6380876500000.0,6193388500000.0,5893901500000.0,5969640000000.0,5949701000000.0,5626921000000.0,5512081000000.0,6396963000000.0,6681333000000.0,6768212600000.0,6638550000000.0
2051.0,6343354000000.0,6133335000000.0,5859888300000.0,5942145000000.0,5897524000000.0,5535599400000.0,5423895700000.0,6364955000000.0,6645456000000.0,6758806000000.0,6610458000000.0
2052.0,6301718400000.0,6087604400000.0,5825410600000.0,5879237000000.0,5815527000000.0,5435383000000.0,5303548000000.0,6343917300000.0,6585202500000.0,6739060000000.0,6576312000000.0
2053.0,6263818700000.0,6028143000000.0,5786228000000.0,5814400000000.0,5743756000000.0,5367530500000.0,5233306000000.0,6302806300000.0,6552605000000.0,6731001000000.0,6541859600000.0
2054.0,6203868000000.0,5981713000000.0,5740364000000.0,5764361500000.0,5630334000000.0,5306808500000.0,5175767000000.0,6270195000000.0,6535046000000.0,6710530000000.0,6519852600000.0
2055.0,6182419300000.0,5937203000000.0,5686617000000.0,5712384600000.0,5535257600000.0,5213999000000.0,5089815700000.0,6236854600000.0,6509899000000.0,6693814000000.0,6487174000000.0
2056.0,6152567000000.0,5890772000000.0,5633301500000.0,5656074000000.0,5468903700000.0,5117890000000.0,4998022000000.0,6180219400000.0,6484817600000.0,6667963000000.0,6462547400000.0
2057.0,6113667300000.0,5835532500000.0,5551756000000.0,5602449300000.0,5394060000000.0,5008896600000.0,4913366600000.0,6130330000000.0,6452967600000.0,6623476000000.0,6448626500000.0
2058.0,6074016000000.0,5790949700000.0,5477063700000.0,5542229600000.0,5308882000000.0,4901779300000.0,4815062600000.0,6088996000000.0,6389969000000.0,6625884600000.0,6415657700000.0
2059.0,6022011300000.0,5751204000000.0,5430096400000.0,5502466500000.0,5229866600000.0,4779143000000.0,4720569600000.0,6051943400000.0,6345737600000.0,6613516000000.0,6393259600000.0
2060.0,5954595700000.0,5698316400000.0,5373655000000.0,5440246600000.0,5156896000000.0,4665438000000.0,4611179500000.0,6022446000000.0,6311625400000.0,6601664600000.0,6373391700000.0
2061.0,5913357000000.0,5658057400000.0,5319193300000.0,5387707000000.0,5101669300000.0,4554330500000.0,4493628000000.0,5989413000000.0,6267520700000.0,6589413600000.0,6346091500000.0
2062.0,5881034000000.0,5612370400000.0,5243988300000.0,5335699000000.0,5009382600000.0,4459148000000.0,4366379000000.0,5955281000000.0,6234778000000.0,6566986600000.0,6326689000000.0
2063.0,5848922300000.0,5561958000000.0,5173618000000.0,5297005000000.0,4913278500000.0,4385088200000.0,4276078800000.0,5923074500000.0,6177348400000.0,6541992000000.0,6311389000000.0
2064.0,5809178700000.0,5513611300000.0,5114982000000.0,5232402600000.0,4806423300000.0,4320884700000.0,4184222500000.0,5887199500000.0,6136927400000.0,6535491000000.0,6296978300000.0
2065.0,5740888000000.0,5483919300000.0,5059818000000.0,5162153300000.0,4752345000000.0,4234586600000.0,4116783300000.0,5842025000000.0,6097199400000.0,6525723600000.0,6273410500000.0
2066.0,5717970400000.0,5429833000000.0,5020761000000.0,5126248500000.0,4659275600000.0,4120723300000.0,4048303200000.0,5803052400000.0,6057719500000.0,6499106600000.0,6253436700000.0
2067.0,5674048000000.0,5385865000000.0,4965564000000.0,5075185000000.0,4600678000000.0,4036352800000.0,3949537000000.0,5773396500000.0,6008593000000.0,6468539000000.0,6222400500000.0
2068.0,5626594300000.0,5307836000000.0,4901084000000.0,5027234600000.0,4542845000000.0,3967033500000.0,3830165300000.0,5707069400000.0,5951503000000.0,6447984000000.0,6208293400000.0
2069.0,5593589000000.0,5248727400000.0,4840349000000.0,4978287600000.0,4478091700000.0,3859763000000.0,3749070200000.0,5674617500000.0,5911893500000.0,6429208500000.0,6170676000000.0
2070.0,5554720000000.0,5207875400000.0,4765037600000.0,4922540000000.0,4411756600000.0,3758974000000.0,3654040400000.0,5637436600000.0,5868338000000.0,6391369600000.0,6143593700000.0
2071.0,5523297000000.0,5180330000000.0,4677719000000.0,4878201000000.0,4323873000000.0,3677346900000.0,3539795000000.0,5594631600000.0,5827719600000.0,6380261500000.0,6127610000000.0
2072.0,5486099000000.0,5128239700000.0,4593100000000.0,4814441300000.0,4247219300000.0,3595682700000.0,3427155600000.0,5567949600000.0,5799187000000.0,6355265500000.0,6109474600000.0
2073.0,5470125000000.0,5035733000000.0,4522093000000.0,4773658500000.0,4151364000000.0,3510688800000.0,3342675000000.0,5538507700000.0,5744032000000.0,6341783000000.0,6093889600000.0
2074.0,5446507700000.0,4990000700000.0,4458019300000.0,4720703300000.0,4047544500000.0,3416821600000.0,3235358200000.0,5504468000000.0,5692444400000.0,6322430400000.0,6060717400000.0
2075.0,5417164300000.0,4924442000000.0,4383530500000.0,4660403000000.0,3939443400000.0,3342024000000.0,3114046600000.0,5472927600000.0,5664698000000.0,6298292700000.0,6036455000000.0
2076.0,5390528000000.0,4846726000000.0,4325819000000.0,4612497600000.0,3824837000000.0,3259927000000.0,2997959500000.0,5431891600000.0,5614489600000.0,6266378000000.0,6002197000000.0
2077.0,5353669400000.0,4791649000000.0,4261141800000.0,4547706000000.0,3740834700000.0,3179508000000.0,2903261600000.0,5374325000000.0,5580309000000.0,6242832500000.0,5967374700000.0
2078.0,5307576000000.0,4720787000000.0,4206467000000.0,4492679400000.0,3642152500000.0,3085380600000.0,2807100000000.0,5343929700000.0,5550946400000.0,6217070000000.0,5936328500000.0
2079.0,5268767000000.0,4641315600000.0,4142749700000.0,4430115000000.0,3568511200000.0,2960856400000.0,2706796200000.0,5320980000000.0,5495630000000.0,6198610400000.0,5903491300000.0
2080.0,5231596300000.0,4572404000000.0,4107538800000.0,4371695800000.0,3488204200000.0,2877462000000.0,2614182300000.0,5300187300000.0,5423595000000.0,6177878400000.0,5831726000000.0
2081.0,5188670700000.0,4517238700000.0,4057295200000.0,4305170000000.0,3390980000000.0,2812482200000.0,2529519000000.0,5279340600000.0,5342562000000.0,6155654000000.0,5792079500000.0
2082.0,5141874300000.0,4471179000000.0,4012952800000.0,4250566100000.0,3308821000000.0,2749713400000.0,2448197700000.0,5243582500000.0,5291803000000.0,6125992300000.0,5766283500000.0
2083.0,5105978000000.0,4409726600000.0,3970767300000.0,4201931000000.0,3220664000000.0,2663921200000.0,2338138000000.0,5227407700000.0,5224458000000.0,6103325700000.0,5742494500000.0
2084.0,5054380000000.0,4357994300000.0,3912004000000.0,4142760200000.0,3133019300000.0,2620710700000.0,2224561600000.0,5213953000000.0,5190080000000.0,6077525500000.0,5716722600000.0
2085.0,5027960000000.0,4293077800000.0,3841163000000.0,4080553000000.0,3065817600000.0,2579877000000.0,2128824600000.0,5189227000000.0,5125891400000.0,6061724000000.0,5678390300000.0
2086.0,4984576000000.0,4237897000000.0,3778460800000.0,4040506700000.0,2996456700000.0,2540976000000.0,2030219200000.0,5165726300000.0,5086045500000.0,6040737000000.0,5652653500000.0
2087.0,4943069000000.0,4198307500000.0,3710534300000.0,3983428600000.0,2895429000000.0,2492428000000.0,1949355100000.0,5142439500000.0,5050901500000.0,6032432000000.0,5620505000000.0
2088.0,4903895300000.0,4158684400000.0,3647135500000.0,3918486600000.0,2801658500000.0,2460222000000.0,1881277700000.0,5117111000000.0,5013122000000.0,5999075000000.0,5576940600000.0
2089.0,4867345000000.0,4098602300000.0,3588280300000.0,3867820000000.0,2735897300000.0,2414957000000.0,1823641400000.0,5081081600000.0,4976238000000.0,5973880000000.0,5550579000000.0
2090.0,4829998000000.0,4044802000000.0,3545863600000.0,3801840600000.0,2651799200000.0,2382536400000.0,1743577000000.0,5032305500000.0,4924701700000.0,5946752400000.0,5505118400000.0
2091.0,4807703000000.0,3978312000000.0,3502575200000.0,3745979000000.0,2591608500000.0,2353873000000.0,1678823900000.0,4999484500000.0,4880333300000.0,5934311500000.0,5464749000000.0
2092.0,4768762700000.0,3913040000000.0,3446603300000.0,3699539700000.0,2524335300000.0,2319087300000.0,1606193100000.0,4963261500000.0,4841026400000.0,5892171400000.0,5419465400000.0
2093.0,4723144400000.0,3843326700000.0,3400464600000.0,3661451500000.0,2447401300000.0,2265180500000.0,1532788100000.0,4927931000000.0,4803520000000.0,5874522000000.0,5388955500000.0
2094.0,4684908600000.0,3768316600000.0,3355793200000.0,3628369200000.0,2397639500000.0,2228451000000.0,1456117600000.0,4886182000000.0,4763262400000.0,5851728300000.0,5352504400000.0
2095.0,4660776700000.0,3713604800000.0,3290005500000.0,3583196300000.0,2357929700000.0,2193797300000.0,1394715500000.0,4860138000000.0,4722938000000.0,5828129000000.0,5332159400000.0
2096.0,4642498000000.0,3662964300000.0,3239019800000.0,3534669500000.0,2308498800000.0,2147850300000.0,1339443900000.0,4825137300000.0,4688043300000.0,5786300300000.0,5308156500000.0
2097.0,4605067400000.0,3596679000000.0,3187578500000.0,3476285000000.0,2244066400000.0,2106718800000.0,1280873900000.0,4796042400000.0,4646113400000.0,5777640700000.0,5284312400000.0
2098.0,4571305300000.0,3517150700000.0,3131742400000.0,3428463000000.0,2176645000000.0,2058172000000.0,1240384900000.0,4764172600000.0,4616060700000.0,5757399500000.0,5246907000000.0
2099.0,4537949000000.0,3447020800000.0,3069301000000.0,3381403800000.0,2127220300000.0,2001282500000.0,1199840700000.0,4736238500000.0,4562401400000.0,5741455000000.0,5230402500000.0
2100.0,4513565500000.0,3388739400000.0,3004848000000.0,3331785500000.0,2076478400000.0,1936770200000.0,1161717600000.0,4715117000000.0,4516542000000.0,5711330300000.0,5200706000000.0
