time,CESM2-WACCM,EC-EARTH3,CANESM5,MRI-ESM2-0,KACE-1-0-G,GFDL-ESM4,MPI-ESM1-2-HR,TAIESM1,CNRM-CM6-1,MIROC6,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR
2012.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0
2013.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0
2014.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0
2015.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0
2016.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0
2017.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0
2018.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0
2019.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0
2020.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0
2021.0,26699345000000.0,26623198000000.0,26701230000000.0,26661366000000.0,26746395000000.0,26763866000000.0,26669818000000.0,26724432000000.0,26730377000000.0,26689440000000.0,26679284000000.0,26740347000000.0,26728026000000.0
2022.0,26750535000000.0,26600073000000.0,26624427000000.0,26610074000000.0,26751797000000.0,26710213000000.0,26635248000000.0,26727005000000.0,26702676000000.0,26619020000000.0,26576199000000.0,26688983000000.0,26736860000000.0
2023.0,26767373000000.0,26586570000000.0,26576733000000.0,26607507000000.0,26782273000000.0,26681234000000.0,26601492000000.0,26591267000000.0,26670518000000.0,26593160000000.0,26518210000000.0,26620440000000.0,26747035000000.0
2024.0,26699014000000.0,26561829000000.0,26471664000000.0,26623870000000.0,26790530000000.0,26685303000000.0,26565113000000.0,26522150000000.0,26625626000000.0,26549978000000.0,26425847000000.0,26591892000000.0,26724635000000.0
2025.0,26687285000000.0,26446832000000.0,26484138000000.0,26600538000000.0,26781266000000.0,26643419000000.0,26564146000000.0,26419540000000.0,26540014000000.0,26508974000000.0,26427800000000.0,26541770000000.0,26661470000000.0
2026.0,26680001000000.0,26303620000000.0,26412071000000.0,26577150000000.0,26718314000000.0,26631240000000.0,26522142000000.0,26335357000000.0,26458437000000.0,26506714000000.0,26335730000000.0,26491239000000.0,26629294000000.0
2027.0,26641053000000.0,26170374000000.0,26417807000000.0,26474829000000.0,26667697000000.0,26586143000000.0,26505699000000.0,26323462000000.0,26431208000000.0,26444009000000.0,26252556000000.0,26488802000000.0,26588603000000.0
2028.0,26645042000000.0,26042385000000.0,26324110000000.0,26482393000000.0,26598133000000.0,26575534000000.0,26458878000000.0,26356203000000.0,26393226000000.0,26381020000000.0,26205332000000.0,26453683000000.0,26571356000000.0
2029.0,26589746000000.0,25933182000000.0,26255496000000.0,26462283000000.0,26552180000000.0,26586223000000.0,26388352000000.0,26340944000000.0,26319033000000.0,26300448000000.0,26174053000000.0,26363617000000.0,26540434000000.0
2030.0,26558922000000.0,25775636000000.0,26243175000000.0,26458995000000.0,26531533000000.0,26560835000000.0,26373589000000.0,26254344000000.0,26243586000000.0,26287937000000.0,26160218000000.0,26291610000000.0,26526832000000.0
2031.0,26538334000000.0,25655337000000.0,26157443000000.0,26407090000000.0,26532810000000.0,26498065000000.0,26357690000000.0,26195893000000.0,26230263000000.0,26281274000000.0,26077928000000.0,26181756000000.0,26464175000000.0
2032.0,26499753000000.0,25509243000000.0,26079757000000.0,26343603000000.0,26508249000000.0,26484381000000.0,26292550000000.0,26068500000000.0,26178792000000.0,26250840000000.0,25986849000000.0,26099755000000.0,26424149000000.0
2033.0,26470292000000.0,25499852000000.0,26008162000000.0,26319669000000.0,26496159000000.0,26421175000000.0,26254948000000.0,25992567000000.0,26127165000000.0,26238918000000.0,25947000000000.0,26025405000000.0,26425397000000.0
2034.0,26439735000000.0,25391240000000.0,25983772000000.0,26262729000000.0,26473266000000.0,26421165000000.0,26265880000000.0,25865778000000.0,26042358000000.0,26214916000000.0,25886894000000.0,25927954000000.0,26386075000000.0
2035.0,26446311000000.0,25221540000000.0,25925742000000.0,26195150000000.0,26394803000000.0,26387233000000.0,26212114000000.0,25796052000000.0,26025667000000.0,26128266000000.0,25917492000000.0,25857637000000.0,26382258000000.0
2036.0,26437803000000.0,25043633000000.0,25895975000000.0,26158586000000.0,26267762000000.0,26324043000000.0,26201364000000.0,25715135000000.0,26029706000000.0,26070743000000.0,25818210000000.0,25714196000000.0,26370193000000.0
2037.0,26402852000000.0,24890887000000.0,25855403000000.0,26062980000000.0,26203734000000.0,26349385000000.0,26143116000000.0,25565214000000.0,25963342000000.0,26032852000000.0,25807555000000.0,25564535000000.0,26347185000000.0
2038.0,26411280000000.0,24782337000000.0,25766148000000.0,26035278000000.0,26186439000000.0,26315055000000.0,26152528000000.0,25365540000000.0,25900029000000.0,25970308000000.0,25681201000000.0,25422088000000.0,26333010000000.0
2039.0,26390429000000.0,24632873000000.0,25695852000000.0,25962390000000.0,26111503000000.0,26292005000000.0,26137814000000.0,25218500000000.0,25803618000000.0,25903728000000.0,25607126000000.0,25333840000000.0,26325237000000.0
2040.0,26371512000000.0,24480613000000.0,25600794000000.0,25978256000000.0,26052196000000.0,26208530000000.0,26138252000000.0,25090798000000.0,25797446000000.0,25861610000000.0,25504707000000.0,25230265000000.0,26270843000000.0
2041.0,26239004000000.0,24333714000000.0,25614965000000.0,25960217000000.0,26043528000000.0,26143237000000.0,26120192000000.0,24963323000000.0,25838263000000.0,25885032000000.0,25464328000000.0,25166126000000.0,26235200000000.0
2042.0,26164939000000.0,24265582000000.0,25614635000000.0,26068203000000.0,25920890000000.0,26064382000000.0,26099382000000.0,24764379000000.0,25800466000000.0,25868886000000.0,25302400000000.0,25029486000000.0,26159510000000.0
2043.0,26057770000000.0,24177426000000.0,25609093000000.0,25942305000000.0,25935925000000.0,25959976000000.0,26073044000000.0,24578090000000.0,25764288000000.0,25831290000000.0,25276030000000.0,24899865000000.0,26114733000000.0
2044.0,25972208000000.0,24045181000000.0,25533784000000.0,25759788000000.0,25894794000000.0,25877262000000.0,25980347000000.0,24381600000000.0,25743715000000.0,25762728000000.0,25246600000000.0,24821656000000.0,26042530000000.0
2045.0,25930420000000.0,24000556000000.0,25391956000000.0,25781583000000.0,25765326000000.0,25861900000000.0,25969528000000.0,24163471000000.0,25712570000000.0,25723417000000.0,25211678000000.0,24690810000000.0,25993740000000.0
2046.0,25868007000000.0,23918778000000.0,25262685000000.0,25756286000000.0,25721282000000.0,25814582000000.0,25966634000000.0,23941362000000.0,25633357000000.0,25723104000000.0,25198726000000.0,24577346000000.0,25947349000000.0
2047.0,25833308000000.0,23730347000000.0,25149315000000.0,25682938000000.0,25628332000000.0,25832064000000.0,25957380000000.0,23760126000000.0,25564363000000.0,25625432000000.0,25164215000000.0,24428828000000.0,25862819000000.0
2048.0,25756529000000.0,23502512000000.0,25075925000000.0,25541963000000.0,25539346000000.0,25832662000000.0,25911183000000.0,23575306000000.0,25518114000000.0,25497315000000.0,25047803000000.0,24272880000000.0,25801729000000.0
2049.0,25726108000000.0,23256763000000.0,24979192000000.0,25448182000000.0,25472980000000.0,25762095000000.0,25814066000000.0,23428856000000.0,25380930000000.0,25486660000000.0,25077150000000.0,24129162000000.0,25735337000000.0
2050.0,25605666000000.0,23070065000000.0,24888350000000.0,25497696000000.0,25410901000000.0,25680736000000.0,25739485000000.0,23228899000000.0,25182553000000.0,25379046000000.0,24993713000000.0,23994542000000.0,25661404000000.0
2051.0,25534245000000.0,22924020000000.0,24779363000000.0,25418428000000.0,25330742000000.0,25650858000000.0,25744193000000.0,23016730000000.0,25128480000000.0,25278493000000.0,24982667000000.0,23828877000000.0,25650740000000.0
2052.0,25450238000000.0,22703394000000.0,24650585000000.0,25367002000000.0,25245866000000.0,25609542000000.0,25732244000000.0,22903028000000.0,24969422000000.0,25232306000000.0,24892238000000.0,23672398000000.0,25544849000000.0
2053.0,25439226000000.0,22449767000000.0,24601023000000.0,25225526000000.0,25166675000000.0,25614252000000.0,25678710000000.0,22742206000000.0,24896552000000.0,25153812000000.0,24831110000000.0,23496596000000.0,25502415000000.0
2054.0,25424738000000.0,22075973000000.0,24538922000000.0,25156532000000.0,25075246000000.0,25567622000000.0,25657084000000.0,22541250000000.0,24799812000000.0,25119200000000.0,24772195000000.0,23387080000000.0,25434975000000.0
2055.0,25447482000000.0,21767802000000.0,24430214000000.0,25044342000000.0,24957935000000.0,25509700000000.0,25675793000000.0,22351603000000.0,24730390000000.0,25063294000000.0,24620523000000.0,23177434000000.0,25326883000000.0
2056.0,25375715000000.0,21494460000000.0,24350346000000.0,24934921000000.0,24796098000000.0,25521428000000.0,25634888000000.0,22137016000000.0,24668774000000.0,24910440000000.0,24510678000000.0,23001534000000.0,25294994000000.0
2057.0,25315867000000.0,21179595000000.0,24247519000000.0,24927007000000.0,24716543000000.0,25509853000000.0,25499707000000.0,21895870000000.0,24593448000000.0,24816619000000.0,24377160000000.0,22828250000000.0,25272886000000.0
2058.0,25197067000000.0,20972946000000.0,24083415000000.0,24954117000000.0,24603729000000.0,25462657000000.0,25456118000000.0,21739562000000.0,24554169000000.0,24761960000000.0,24267098000000.0,22664207000000.0,25258308000000.0
2059.0,25219930000000.0,20769688000000.0,23968164000000.0,24882608000000.0,24524377000000.0,25438525000000.0,25407328000000.0,21497515000000.0,24419158000000.0,24704381000000.0,24207285000000.0,22441750000000.0,25154306000000.0
2060.0,25188928000000.0,20567797000000.0,23869834000000.0,24801425000000.0,24397216000000.0,25442633000000.0,25377487000000.0,21274600000000.0,24321597000000.0,24621863000000.0,24051408000000.0,22388960000000.0,25057724000000.0
2061.0,25165402000000.0,20328158000000.0,23703400000000.0,24706074000000.0,24270801000000.0,25396920000000.0,25328263000000.0,21032023000000.0,24192351000000.0,24571915000000.0,23956200000000.0,22230927000000.0,25027730000000.0
2062.0,25019313000000.0,20122985000000.0,23542520000000.0,24692876000000.0,24209816000000.0,25325226000000.0,25347700000000.0,20879596000000.0,24158033000000.0,24474645000000.0,23886030000000.0,21950968000000.0,24910596000000.0
2063.0,24917865000000.0,19804308000000.0,23448854000000.0,24603429000000.0,24131834000000.0,25240395000000.0,25366603000000.0,20603992000000.0,23971737000000.0,24463746000000.0,23870107000000.0,21739902000000.0,24812607000000.0
2064.0,24819286000000.0,19636240000000.0,23447588000000.0,24514880000000.0,23950883000000.0,25225383000000.0,25323590000000.0,20361136000000.0,23839290000000.0,24404713000000.0,23662126000000.0,21579614000000.0,24624098000000.0
2065.0,24753207000000.0,19392715000000.0,23270250000000.0,24443645000000.0,23855160000000.0,25195276000000.0,25345971000000.0,20117132000000.0,23792661000000.0,24373948000000.0,23607137000000.0,21359797000000.0,24496858000000.0
2066.0,24687670000000.0,19044384000000.0,23206346000000.0,24412519000000.0,23798508000000.0,25170330000000.0,25326105000000.0,19865927000000.0,23726167000000.0,24203468000000.0,23470040000000.0,21174044000000.0,24402358000000.0
2067.0,24591710000000.0,18728715000000.0,23055993000000.0,24373030000000.0,23745062000000.0,25089217000000.0,25293857000000.0,19668100000000.0,23592140000000.0,24131857000000.0,23380892000000.0,20953890000000.0,24289948000000.0
2068.0,24419347000000.0,18454564000000.0,22891001000000.0,24234066000000.0,23607151000000.0,25063024000000.0,25260605000000.0,19451355000000.0,23528028000000.0,24058498000000.0,23358985000000.0,20771362000000.0,24252623000000.0
2069.0,24339060000000.0,18144987000000.0,22801547000000.0,24230905000000.0,23427587000000.0,24978571000000.0,25169521000000.0,19196667000000.0,23525685000000.0,23960832000000.0,23248937000000.0,20546810000000.0,24135510000000.0
2070.0,24176725000000.0,17907980000000.0,22658215000000.0,24066912000000.0,23243240000000.0,24959613000000.0,25097450000000.0,18958202000000.0,23476075000000.0,23828913000000.0,23175992000000.0,20337777000000.0,23988510000000.0
2071.0,24098126000000.0,17596257000000.0,22562455000000.0,23950631000000.0,23205471000000.0,24898435000000.0,25053513000000.0,18681365000000.0,23408113000000.0,23760504000000.0,23164472000000.0,20067964000000.0,23879091000000.0
2072.0,24042262000000.0,17412472000000.0,22466236000000.0,23826658000000.0,23091334000000.0,24845073000000.0,24932988000000.0,18358653000000.0,23319030000000.0,23731462000000.0,23044664000000.0,19797190000000.0,23721645000000.0
2073.0,23806662000000.0,17120101000000.0,22263647000000.0,23800693000000.0,22992338000000.0,24824055000000.0,24879430000000.0,18105010000000.0,23254547000000.0,23565825000000.0,22864518000000.0,19563054000000.0,23697031000000.0
2074.0,23728583000000.0,16888141000000.0,22097735000000.0,23700835000000.0,22823253000000.0,24786676000000.0,24783255000000.0,17771180000000.0,23141993000000.0,23513150000000.0,22710514000000.0,19310645000000.0,23531658000000.0
2075.0,23611717000000.0,16660238000000.0,21921496000000.0,23709110000000.0,22712808000000.0,24705398000000.0,24704704000000.0,17611318000000.0,23094878000000.0,23491456000000.0,22528888000000.0,19091186000000.0,23380491000000.0
2076.0,23472458000000.0,16363367000000.0,21746502000000.0,23622498000000.0,22583316000000.0,24664840000000.0,24656122000000.0,17368854000000.0,22964553000000.0,23422153000000.0,22483105000000.0,18811707000000.0,23188000000000.0
2077.0,23388238000000.0,16096992000000.0,21689488000000.0,23559870000000.0,22401042000000.0,24580092000000.0,24585586000000.0,17024436000000.0,22869650000000.0,23306208000000.0,22286699000000.0,18554334000000.0,23025374000000.0
2078.0,23273755000000.0,15809630000000.0,21594208000000.0,23449230000000.0,22134118000000.0,24510472000000.0,24530806000000.0,16731153000000.0,22737890000000.0,23220151000000.0,22083147000000.0,18339164000000.0,22868182000000.0
2079.0,23154210000000.0,15527524000000.0,21500230000000.0,23321626000000.0,21943028000000.0,24465415000000.0,24408905000000.0,16430709000000.0,22573524000000.0,23058927000000.0,21863909000000.0,18095940000000.0,22817003000000.0
2080.0,22964832000000.0,15093549000000.0,21326958000000.0,23240748000000.0,21796754000000.0,24331694000000.0,24398552000000.0,16213078000000.0,22499694000000.0,22881803000000.0,21769980000000.0,17895810000000.0,22643196000000.0
2081.0,22800056000000.0,14840445000000.0,21184507000000.0,23162155000000.0,21626266000000.0,24308938000000.0,24429407000000.0,15991148000000.0,22327120000000.0,22753288000000.0,21633448000000.0,17658328000000.0,22422850000000.0
2082.0,22642644000000.0,14559225000000.0,21024477000000.0,23128374000000.0,21397684000000.0,24271944000000.0,24415358000000.0,15726679000000.0,22199060000000.0,22629461000000.0,21503630000000.0,17471412000000.0,22204940000000.0
2083.0,22554170000000.0,14311520000000.0,20848721000000.0,23046446000000.0,21196960000000.0,24262840000000.0,24390866000000.0,15497692000000.0,22086622000000.0,22517763000000.0,21321828000000.0,17232517000000.0,22008264000000.0
2084.0,22351159000000.0,14061049000000.0,20676826000000.0,22950516000000.0,21027938000000.0,24197865000000.0,24326753000000.0,15254346000000.0,22039365000000.0,22329084000000.0,21164690000000.0,16990118000000.0,21806585000000.0
2085.0,22236319000000.0,13848979000000.0,20543175000000.0,22871313000000.0,20828830000000.0,24123892000000.0,24320812000000.0,15058757000000.0,21824144000000.0,22193853000000.0,21094694000000.0,16686727000000.0,21680445000000.0
2086.0,22024278000000.0,13525144000000.0,20293037000000.0,22761040000000.0,20610837000000.0,24062990000000.0,24271271000000.0,14801197000000.0,21655236000000.0,22031523000000.0,20947120000000.0,16482931000000.0,21515658000000.0
2087.0,21828276000000.0,13311526000000.0,20117811000000.0,22707192000000.0,20343813000000.0,23949612000000.0,24208185000000.0,14474886000000.0,21434856000000.0,21971838000000.0,20734437000000.0,16180510000000.0,21326834000000.0
2088.0,21648812000000.0,13086541000000.0,19993165000000.0,22633597000000.0,20045910000000.0,23882686000000.0,24202636000000.0,14197736000000.0,21237259000000.0,21908090000000.0,20540580000000.0,15923738000000.0,21106268000000.0
2089.0,21380993000000.0,12797928000000.0,19808647000000.0,22573488000000.0,19857310000000.0,23869082000000.0,24130960000000.0,14024217000000.0,20908650000000.0,21862090000000.0,20334277000000.0,15684537000000.0,20874736000000.0
2090.0,21185866000000.0,12457151000000.0,19587410000000.0,22504340000000.0,19620453000000.0,23933372000000.0,24059807000000.0,13772533000000.0,20692140000000.0,21762006000000.0,20121582000000.0,15409712000000.0,20692337000000.0
2091.0,20969136000000.0,12159196000000.0,19501725000000.0,22466286000000.0,19383823000000.0,23911574000000.0,24003670000000.0,13535467000000.0,20509855000000.0,21621356000000.0,19877110000000.0,15185698000000.0,20433357000000.0
2092.0,20865863000000.0,11845454000000.0,19363516000000.0,22291998000000.0,19128102000000.0,23840388000000.0,23928510000000.0,13273194000000.0,20479637000000.0,21475134000000.0,19691555000000.0,14923572000000.0,20191264000000.0
2093.0,20658663000000.0,11479230000000.0,19265986000000.0,22038077000000.0,18889614000000.0,23784410000000.0,23891395000000.0,13045705000000.0,20345450000000.0,21292063000000.0,19538958000000.0,14688074000000.0,19995522000000.0
2094.0,20393784000000.0,11173543000000.0,19150571000000.0,21944437000000.0,18741503000000.0,23729084000000.0,23866334000000.0,12757244000000.0,20252226000000.0,21154696000000.0,19309690000000.0,14402278000000.0,19753054000000.0
2095.0,20224282000000.0,10989168000000.0,18991678000000.0,21825264000000.0,18474626000000.0,23625323000000.0,23868471000000.0,12540933000000.0,20155952000000.0,21156518000000.0,19051242000000.0,14116929000000.0,19463926000000.0
2096.0,20043610000000.0,10743507000000.0,18860015000000.0,21612355000000.0,18187540000000.0,23592343000000.0,23846130000000.0,12280674000000.0,19995195000000.0,20935338000000.0,18736463000000.0,13818152000000.0,19197420000000.0
2097.0,19839836000000.0,10375256000000.0,18726393000000.0,21517149000000.0,17901594000000.0,23546057000000.0,23831810000000.0,11973322000000.0,19875555000000.0,20815794000000.0,18501460000000.0,13552301000000.0,18951646000000.0
2098.0,19603397000000.0,10149012000000.0,18533585000000.0,21415162000000.0,17683820000000.0,23467108000000.0,23754732000000.0,11752199000000.0,19726180000000.0,20578948000000.0,18266152000000.0,13279219000000.0,18721393000000.0
2099.0,19426530000000.0,9823168000000.0,18391375000000.0,21457310000000.0,17444514000000.0,23383239000000.0,23637113000000.0,11574944000000.0,19442025000000.0,20474642000000.0,18117790000000.0,13011850000000.0,18482182000000.0
2100.0,19339610000000.0,9477679000000.0,18146941000000.0,21492893000000.0,17223395000000.0,23336980000000.0,23547458000000.0,11305913000000.0,19194477000000.0,20305905000000.0,17920126000000.0,12732512000000.0,18273242000000.0
