time,IPSL-CM6A-LR,UKESM1-0-LL,CESM2-WACCM,MPI-ESM1-2-HR,TAIESM1,MRI-ESM2-0,IITM-ESM,GFDL-ESM4,KACE-1-0-G
2016.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0
2017.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0
2018.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0
2019.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0
2020.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0
2021.0,26767980000000.0,26684284000000.0,26740257000000.0,26710263000000.0,26758607000000.0,26749985000000.0,26750338000000.0,26739774000000.0,26736025000000.0
2022.0,26727910000000.0,26579294000000.0,26713795000000.0,26652025000000.0,26694851000000.0,26760041000000.0,26751050000000.0,26712218000000.0,26714183000000.0
2023.0,26641179000000.0,26523262000000.0,26654700000000.0,26675687000000.0,26664432000000.0,26773018000000.0,26742582000000.0,26690024000000.0,26657583000000.0
2024.0,26591999000000.0,26485681000000.0,26603126000000.0,26615730000000.0,26547560000000.0,26740571000000.0,26684790000000.0,26686878000000.0,26581207000000.0
2025.0,26561026000000.0,26518368000000.0,26567464000000.0,26594664000000.0,26519584000000.0,26725138000000.0,26683717000000.0,26673305000000.0,26547138000000.0
2026.0,26528251000000.0,26424862000000.0,26537300000000.0,26582045000000.0,26474667000000.0,26746317000000.0,26670744000000.0,26599750000000.0,26452855000000.0
2027.0,26423876000000.0,26410380000000.0,26469258000000.0,26562383000000.0,26327422000000.0,26744059000000.0,26656306000000.0,26591602000000.0,26380058000000.0
2028.0,26374947000000.0,26311842000000.0,26435354000000.0,26534698000000.0,26211992000000.0,26639283000000.0,26603894000000.0,26570257000000.0,26309762000000.0
2029.0,26368320000000.0,26296103000000.0,26393880000000.0,26481753000000.0,26127171000000.0,26677663000000.0,26559970000000.0,26556133000000.0,26292372000000.0
2030.0,26308814000000.0,26239002000000.0,26317236000000.0,26407388000000.0,26088770000000.0,26704572000000.0,26527603000000.0,26489525000000.0,26297617000000.0
2031.0,26283000000000.0,26176546000000.0,26249695000000.0,26353710000000.0,25963893000000.0,26649718000000.0,26469271000000.0,26415666000000.0,26253988000000.0
2032.0,26228096000000.0,26139884000000.0,26232247000000.0,26310884000000.0,25921157000000.0,26608367000000.0,26435853000000.0,26344413000000.0,26214872000000.0
2033.0,26182232000000.0,26018012000000.0,26223642000000.0,26259590000000.0,25870077000000.0,26544578000000.0,26438934000000.0,26308940000000.0,26203360000000.0
2034.0,26079706000000.0,25941581000000.0,26172201000000.0,26241309000000.0,25793179000000.0,26539370000000.0,26396570000000.0,26324320000000.0,26212460000000.0
2035.0,26043778000000.0,25886663000000.0,26133704000000.0,26186718000000.0,25698150000000.0,26435106000000.0,26308461000000.0,26275886000000.0,26130449000000.0
2036.0,25969188000000.0,25841516000000.0,26083039000000.0,26249735000000.0,25555632000000.0,26344816000000.0,26291313000000.0,26269196000000.0,26119061000000.0
2037.0,25859035000000.0,25801087000000.0,26056931000000.0,26261995000000.0,25442970000000.0,26224955000000.0,26312108000000.0,26281662000000.0,26083064000000.0
2038.0,25715154000000.0,25685914000000.0,26042620000000.0,26241323000000.0,25385377000000.0,26124040000000.0,26204845000000.0,26228233000000.0,25985676000000.0
2039.0,25635920000000.0,25559317000000.0,26009093000000.0,26191052000000.0,25268230000000.0,26053530000000.0,26119282000000.0,26173877000000.0,25908890000000.0
2040.0,25540403000000.0,25505130000000.0,25986490000000.0,26180432000000.0,25111418000000.0,25997050000000.0,26064913000000.0,26167103000000.0,25810595000000.0
2041.0,25538737000000.0,25426340000000.0,25950715000000.0,26118931000000.0,24983260000000.0,25951670000000.0,26040831000000.0,26158012000000.0,25779930000000.0
2042.0,25480038000000.0,25284263000000.0,25966747000000.0,26097842000000.0,24862685000000.0,25883052000000.0,25969467000000.0,26141694000000.0,25674960000000.0
2043.0,25427454000000.0,25167793000000.0,25941010000000.0,26031746000000.0,24732575000000.0,25918488000000.0,25948798000000.0,26051426000000.0,25576977000000.0
2044.0,25360058000000.0,25002747000000.0,25921631000000.0,25991953000000.0,24552038000000.0,25907077000000.0,25875857000000.0,25957620000000.0,25497252000000.0
2045.0,25302187000000.0,24910666000000.0,25885795000000.0,25968070000000.0,24409782000000.0,25804893000000.0,25802857000000.0,25997575000000.0,25423264000000.0
2046.0,25240359000000.0,24788997000000.0,25796993000000.0,26023550000000.0,24164243000000.0,25767285000000.0,25762298000000.0,25962782000000.0,25356013000000.0
2047.0,25220591000000.0,24674273000000.0,25736916000000.0,26032370000000.0,23950860000000.0,25725023000000.0,25712862000000.0,25948544000000.0,25321760000000.0
2048.0,25189255000000.0,24591130000000.0,25711067000000.0,25986249000000.0,23786609000000.0,25561827000000.0,25591217000000.0,25935271000000.0,25207526000000.0
2049.0,25117489000000.0,24427805000000.0,25687612000000.0,25945680000000.0,23633676000000.0,25499242000000.0,25516478000000.0,25878019000000.0,25150018000000.0
2050.0,25064488000000.0,24287516000000.0,25586488000000.0,25862894000000.0,23416151000000.0,25442424000000.0,25466755000000.0,25814945000000.0,25091220000000.0
2051.0,25036228000000.0,24062787000000.0,25518924000000.0,25821507000000.0,23231642000000.0,25412971000000.0,25394160000000.0,25820953000000.0,24990785000000.0
2052.0,24982856000000.0,23858529000000.0,25448830000000.0,25853998000000.0,22999793000000.0,25421910000000.0,25319323000000.0,25750170000000.0,24851380000000.0
2053.0,24898339000000.0,23691153000000.0,25360272000000.0,25814878000000.0,22806440000000.0,25443659000000.0,25269126000000.0,25712690000000.0,24725187000000.0
2054.0,24773222000000.0,23539090000000.0,25286624000000.0,25754448000000.0,22640863000000.0,25367744000000.0,25160270000000.0,25717824000000.0,24699837000000.0
2055.0,24736734000000.0,23396800000000.0,25284812000000.0,25705857000000.0,22447504000000.0,25347783000000.0,25111803000000.0,25701825000000.0,24607470000000.0
2056.0,24645967000000.0,23218720000000.0,25195646000000.0,25665148000000.0,22245672000000.0,25307350000000.0,25003263000000.0,25621736000000.0,24500362000000.0
2057.0,24641196000000.0,23093043000000.0,25087154000000.0,25622570000000.0,22044113000000.0,25223430000000.0,24879361000000.0,25578336000000.0,24394512000000.0
2058.0,24548875000000.0,22854546000000.0,24996544000000.0,25593630000000.0,21760943000000.0,25029603000000.0,24804636000000.0,25569358000000.0,24285639000000.0
2059.0,24494560000000.0,22659710000000.0,24864572000000.0,25558572000000.0,21591117000000.0,24935072000000.0,24672146000000.0,25521070000000.0,24215688000000.0
2060.0,24431292000000.0,22441390000000.0,24682823000000.0,25542860000000.0,21304050000000.0,24878350000000.0,24613501000000.0,25547986000000.0,24092617000000.0
2061.0,24313453000000.0,22259817000000.0,24602892000000.0,25502528000000.0,21050760000000.0,24826860000000.0,24523234000000.0,25561477000000.0,23982347000000.0
2062.0,24235745000000.0,22093603000000.0,24469832000000.0,25411027000000.0,20836398000000.0,24707230000000.0,24435742000000.0,25554403000000.0,23869677000000.0
2063.0,24083320000000.0,21969737000000.0,24355585000000.0,25387875000000.0,20614235000000.0,24648132000000.0,24362197000000.0,25435780000000.0,23715601000000.0
2064.0,23965905000000.0,21798876000000.0,24281380000000.0,25392683000000.0,20335974000000.0,24591079000000.0,24268914000000.0,25389567000000.0,23544507000000.0
2065.0,23894302000000.0,21643055000000.0,24222865000000.0,25319692000000.0,20169288000000.0,24600346000000.0,24208623000000.0,25394550000000.0,23435533000000.0
2066.0,23809447000000.0,21450627000000.0,24167808000000.0,25297552000000.0,19960122000000.0,24600788000000.0,24064393000000.0,25407791000000.0,23297767000000.0
2067.0,23791800000000.0,21346426000000.0,24148133000000.0,25290877000000.0,19695617000000.0,24630446000000.0,23978303000000.0,25373482000000.0,23131090000000.0
2068.0,23764803000000.0,21142356000000.0,24005013000000.0,25236064000000.0,19530707000000.0,24666683000000.0,23862916000000.0,25308988000000.0,23014780000000.0
2069.0,23767650000000.0,20993494000000.0,23876891000000.0,25240277000000.0,19344803000000.0,24667344000000.0,23785304000000.0,25227493000000.0,22871892000000.0
2070.0,23655688000000.0,20812598000000.0,23753522000000.0,25177337000000.0,19156068000000.0,24608460000000.0,23708725000000.0,25165048000000.0,22709090000000.0
2071.0,23523532000000.0,20614046000000.0,23704530000000.0,25164174000000.0,18908273000000.0,24595010000000.0,23617760000000.0,25117650000000.0,22527382000000.0
2072.0,23362955000000.0,20424356000000.0,23629744000000.0,25135598000000.0,18597913000000.0,24490822000000.0,23558326000000.0,25108775000000.0,22475065000000.0
2073.0,23286983000000.0,20307648000000.0,23547475000000.0,25143570000000.0,18367461000000.0,24443267000000.0,23449500000000.0,25045920000000.0,22341280000000.0
2074.0,23215764000000.0,20134068000000.0,23412253000000.0,25149538000000.0,18153097000000.0,24455470000000.0,23388278000000.0,24923928000000.0,22189846000000.0
2075.0,23136488000000.0,19964096000000.0,23262755000000.0,25141197000000.0,17914673000000.0,24404086000000.0,23280310000000.0,24863390000000.0,22021174000000.0
2076.0,23029474000000.0,19745724000000.0,23160768000000.0,25120538000000.0,17697994000000.0,24376477000000.0,23161850000000.0,24795792000000.0,21807810000000.0
2077.0,22894879000000.0,19560112000000.0,22980084000000.0,25122918000000.0,17514731000000.0,24251568000000.0,23073066000000.0,24715746000000.0,21693855000000.0
2078.0,22841615000000.0,19328408000000.0,22922045000000.0,25099307000000.0,17305302000000.0,24075900000000.0,22995014000000.0,24698952000000.0,21532663000000.0
2079.0,22680320000000.0,19170024000000.0,22804469000000.0,25120123000000.0,17056923000000.0,24000812000000.0,22923276000000.0,24614948000000.0,21431537000000.0
2080.0,22591480000000.0,18939755000000.0,22709178000000.0,25101473000000.0,16822144000000.0,23897863000000.0,22811758000000.0,24597949000000.0,21332488000000.0
2081.0,22469075000000.0,18714680000000.0,22576196000000.0,25009014000000.0,16612413000000.0,23822620000000.0,22673506000000.0,24527478000000.0,21194450000000.0
2082.0,22426870000000.0,18549974000000.0,22338295000000.0,24967889000000.0,16376992000000.0,23796606000000.0,22596215000000.0,24510260000000.0,21034340000000.0
2083.0,22364970000000.0,18340913000000.0,22224537000000.0,24945537000000.0,16087840000000.0,23805311000000.0,22470229000000.0,24479921000000.0,20890470000000.0
2084.0,22266941000000.0,18156295000000.0,22117190000000.0,24899272000000.0,15843657000000.0,23740109000000.0,22342986000000.0,24475085000000.0,20765330000000.0
2085.0,22146271000000.0,17953244000000.0,21930772000000.0,24872100000000.0,15608956000000.0,23592369000000.0,22234148000000.0,24390152000000.0,20577438000000.0
2086.0,22065816000000.0,17766887000000.0,21812147000000.0,24873560000000.0,15278066000000.0,23599847000000.0,22108460000000.0,24394070000000.0,20446697000000.0
2087.0,21976836000000.0,17608435000000.0,21727990000000.0,24842772000000.0,15044381000000.0,23405454000000.0,21991147000000.0,24334052000000.0,20308604000000.0
2088.0,21914282000000.0,17378884000000.0,21650584000000.0,24817705000000.0,14782673000000.0,23276512000000.0,21856583000000.0,24215456000000.0,20223388000000.0
2089.0,21770457000000.0,17198063000000.0,21501055000000.0,24770127000000.0,14610192000000.0,23134540000000.0,21719874000000.0,24182490000000.0,20091030000000.0
2090.0,21711624000000.0,16963845000000.0,21331188000000.0,24777260000000.0,14419713000000.0,23197664000000.0,21648740000000.0,24196814000000.0,19893458000000.0
2091.0,21625175000000.0,16729617000000.0,21198998000000.0,24690616000000.0,14210729000000.0,23064640000000.0,21571953000000.0,24125335000000.0,19752802000000.0
2092.0,21483917000000.0,16547999000000.0,21142500000000.0,24591404000000.0,13978699000000.0,22977040000000.0,21475671000000.0,24017843000000.0,19580003000000.0
2093.0,21405872000000.0,16320982000000.0,20992282000000.0,24532060000000.0,13783413000000.0,22965560000000.0,21396734000000.0,23986105000000.0,19465184000000.0
2094.0,21353938000000.0,16165140000000.0,20771057000000.0,24512045000000.0,13551584000000.0,22936002000000.0,21301117000000.0,23926197000000.0,19294495000000.0
2095.0,21250835000000.0,15990360000000.0,20688384000000.0,24467323000000.0,13321103000000.0,22835884000000.0,21157363000000.0,23897555000000.0,19077093000000.0
2096.0,21098108000000.0,15783862000000.0,20525960000000.0,24425582000000.0,13108643000000.0,22862495000000.0,21008298000000.0,23756480000000.0,18869092000000.0
2097.0,20942747000000.0,15581923000000.0,20430216000000.0,24432770000000.0,12912518000000.0,22776147000000.0,20905386000000.0,23636370000000.0,18700325000000.0
2098.0,20815335000000.0,15390400000000.0,20317680000000.0,24347916000000.0,12708355000000.0,22655370000000.0,20824300000000.0,23624918000000.0,18540883000000.0
2099.0,20652052000000.0,15206954000000.0,20155699000000.0,24314728000000.0,12443184000000.0,22699538000000.0,20779995000000.0,23576269000000.0,18332596000000.0
2100.0,20480484000000.0,15031990000000.0,20080916000000.0,24331180000000.0,12294639000000.0,22682175000000.0,20668026000000.0,23568224000000.0,18266470000000.0
