time,CESM2-WACCM,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0
2041.0,1239334400.0,1141723500.0,1117902700.0,870226800.0
2042.0,1177242200.0,1106167200.0,1136610600.0,800748350.0
2043.0,1151061200.0,1063895040.0,1082464600.0,768892100.0
2044.0,1119101700.0,1027035650.0,1050296640.0,737179600.0
2045.0,1080125000.0,962549250.0,1004552800.0,705250100.0
2046.0,1041611600.0,915145800.0,966690050.0,677505800.0
2047.0,998369200.0,869582460.0,903147460.0,655429000.0
2048.0,973904830.0,806041700.0,905941300.0,627690400.0
2049.0,915801600.0,765478460.0,837901200.0,587662140.0
2050.0,880757700.0,706399700.0,786222200.0,555130430.0
2051.0,865376000.0,662187300.0,740550340.0,521742270.0
2052.0,836717000.0,644176450.0,694642400.0,494117300.0
2053.0,810337200.0,596299970.0,687620000.0,479109900.0
2054.0,788354200.0,563456300.0,631899700.0,448786850.0
2055.0,745743000.0,544584400.0,598580400.0,424409250.0
2056.0,708445400.0,511535940.0,573186900.0,403129660.0
2057.0,672794750.0,490055940.0,542464450.0,382065470.0
2058.0,643276200.0,453169900.0,518844130.0,364880670.0
2059.0,610003650.0,432182800.0,496916830.0,350638340.0
2060.0,600530750.0,403979100.0,460645280.0,338049200.0
2061.0,606603800.0,379188300.0,431973380.0,326244860.0
2062.0,575280000.0,352044300.0,408493200.0,320473800.0
2063.0,549403260.0,338214620.0,377735420.0,326294600.0
2064.0,621379000.0,311503330.0,354804300.0,329951650.0
2065.0,532598600.0,300573900.0,348950200.0,303170530.0
2066.0,524576200.0,279068220.0,325800260.0,313769120.0
2067.0,494762000.0,269156480.0,307070850.0,359281280.0
2068.0,495302850.0,265694620.0,299780700.0,291012580.0
2069.0,470916200.0,251491840.0,282312700.0,267344370.0
2070.0,813862300.0,248679360.0,280969280.0,294496450.0
2071.0,451648400.0,232063260.0,276325380.0,258555800.0
2072.0,427584540.0,228148270.0,276553060.0,375682850.0
2073.0,417728000.0,226309710.0,261918530.0,260420180.0
2074.0,461913020.0,213174050.0,250910190.0,297367740.0
2075.0,409791870.0,211723140.0,247381180.0,251271490.0
2076.0,394939620.0,202731780.0,237942640.0,249287300.0
2077.0,390900930.0,207766220.0,235024620.0,248289000.0
2078.0,389601280.0,198936660.0,229960850.0,242191040.0
2079.0,641724200.0,191064720.0,220055220.0,279980350.0
2080.0,475208400.0,187257070.0,210996670.0,270657730.0
2081.0,447720900.0,196696030.0,201115890.0,266429980.0
2082.0,390516160.0,182969150.0,322472770.0,255873730.0
2083.0,386694600.0,180672750.0,249475150.0,310915040.0
2084.0,369641500.0,172917890.0,215405540.0,286727900.0
2085.0,359687230.0,262168910.0,206957840.0,276225470.0
2086.0,362345300.0,174575000.0,198534220.0,258532930.0
2087.0,448100770.0,174695200.0,196115410.0,282579330.0
2088.0,353703800.0,174348370.0,191406220.0,254994620.0
2089.0,341561100.0,398059940.0,194321490.0,267754780.0
2090.0,440113800.0,298274300.0,192359340.0,356651200.0
2091.0,335596480.0,242482160.0,193673180.0,497812830.0
2092.0,526599520.0,204117820.0,187339900.0,335837860.0
2093.0,342616450.0,181425220.0,184856800.0,282799970.0
2094.0,327530700.0,251455940.0,187962260.0,270524860.0
2095.0,397804960.0,242060700.0,200976000.0,606014900.0
2096.0,322626660.0,395883360.0,305219840.0,383252220.0
2097.0,336829950.0,235162940.0,211325200.0,293546800.0
2098.0,344874370.0,231061340.0,207246830.0,434755900.0
2099.0,316881200.0,216497340.0,204528400.0,577877060.0
2100.0,322729760.0,196812930.0,201668530.0,494031780.0
