time,MPI-ESM-LR,GFDL-CM3,CNRM-CM5,CSIRO-MK3-6-0,CCSM4,GISS-E2-R,CESM1-CAM5,IPSL-CM5A-LR,NORESM1-M,CANESM2,GFDL-ESM2G
2018.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0
2019.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0
2020.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0
2021.0,71100695000.0,70886280000.0,73191875000.0,71835206000.0,72995030000.0,71744094000.0,72648630000.0,72164460000.0,72378090000.0,71043195000.0,71209670000.0
2022.0,69452900000.0,69894365000.0,73396760000.0,68264880000.0,72430170000.0,70171280000.0,71933270000.0,70077080000.0,70086350000.0,67799273000.0,69599950000.0
2023.0,70029290000.0,66971275000.0,72257200000.0,65955643000.0,71370560000.0,67119895000.0,71801240000.0,68284617000.0,69591300000.0,62847468000.0,70561130000.0
2024.0,71329730000.0,62955170000.0,71873830000.0,64760984000.0,70299750000.0,66746438000.0,72008350000.0,66651390000.0,66292090000.0,59984687000.0,67042720000.0
2025.0,71195435000.0,61088137000.0,70282670000.0,61709824000.0,69886590000.0,64677240000.0,68151410000.0,66731880000.0,64402067000.0,57417708000.0,61760030000.0
2026.0,69098250000.0,56314003000.0,69019650000.0,57021657000.0,68545225000.0,62953304000.0,64454830000.0,63194990000.0,64438670000.0,56161526000.0,60989395000.0
2027.0,67253596000.0,54616383000.0,67021332000.0,56855600000.0,68185230000.0,61301055000.0,63920330000.0,60592824000.0,64058530000.0,51557330000.0,59665793000.0
2028.0,67425243000.0,50885310000.0,63969730000.0,56397365000.0,65766633000.0,60732240000.0,64040317000.0,60790583000.0,63127800000.0,48582455000.0,60106686000.0
2029.0,65848080000.0,47842644000.0,62816276000.0,56782130000.0,65155230000.0,60097130000.0,64838193000.0,59562180000.0,60855005000.0,47585090000.0,59117210000.0
2030.0,64072080000.0,45838234000.0,59882058000.0,56373160000.0,65267675000.0,58637214000.0,61966660000.0,57152885000.0,59585820000.0,44664865000.0,57210196000.0
2031.0,63894360000.0,43042013000.0,58512920000.0,56537747000.0,65164833000.0,57821380000.0,55962340000.0,54136603000.0,56923250000.0,42044850000.0,55439024000.0
2032.0,62361100000.0,38612330000.0,56757620000.0,56911786000.0,63836828000.0,56002585000.0,53817030000.0,51524805000.0,56351203000.0,40911946000.0,52889776000.0
2033.0,56982487000.0,37569483000.0,54972430000.0,55651040000.0,61558050000.0,56936833000.0,53659013000.0,47802870000.0,55190100000.0,41102500000.0,51092013000.0
2034.0,48237273000.0,34276405000.0,53324386000.0,54312305000.0,60741860000.0,54215180000.0,51291750000.0,45922152000.0,52908114000.0,39207297000.0,50786410000.0
2035.0,46412235000.0,31855237000.0,51717526000.0,54432473000.0,58198467000.0,52580590000.0,48389124000.0,43552334000.0,52570880000.0,39034274000.0,49711854000.0
2036.0,45605520000.0,31095430000.0,49119920000.0,51145322000.0,57726444000.0,51270263000.0,47340030000.0,42288214000.0,51655690000.0,38635600000.0,48108515000.0
2037.0,42761937000.0,29119914000.0,48602350000.0,47373005000.0,57556963000.0,49958306000.0,46173053000.0,41186290000.0,50009706000.0,36947743000.0,47262536000.0
2038.0,40072868000.0,25946474000.0,47297913000.0,43599470000.0,56861364000.0,48143410000.0,42722357000.0,38559334000.0,47570300000.0,33408130000.0,48170263000.0
2039.0,39134840000.0,25712085000.0,45810815000.0,40409854000.0,55753847000.0,47643750000.0,41923973000.0,36374405000.0,44706780000.0,30749684000.0,48351863000.0
2040.0,37339656000.0,24848484000.0,43429794000.0,39606137000.0,53158273000.0,46246035000.0,41505580000.0,34143710000.0,43509160000.0,30310973000.0,46819164000.0
2041.0,36074787000.0,23830483000.0,43171480000.0,37324263000.0,50363550000.0,43871890000.0,40815096000.0,30439178000.0,41005294000.0,29516272000.0,46261936000.0
2042.0,36955530000.0,22112650000.0,41383277000.0,33383041000.0,48538060000.0,41947763000.0,39860728000.0,29952055000.0,41728717000.0,26879121000.0,44707774000.0
2043.0,37485100000.0,21517790000.0,40449487000.0,30282732000.0,49320420000.0,41033384000.0,39370215000.0,29841269000.0,39960936000.0,25736921000.0,43013906000.0
2044.0,35287150000.0,20419383000.0,39590334000.0,27412670000.0,47852370000.0,40649640000.0,38187647000.0,29252080000.0,37760050000.0,25714820000.0,42819440000.0
2045.0,32448088000.0,19446526000.0,38469833000.0,25971120000.0,45269213000.0,40457290000.0,35120420000.0,27655203000.0,34800968000.0,25641822000.0,42604503000.0
2046.0,31722461000.0,17950124000.0,38730695000.0,24551481000.0,44589363000.0,39519850000.0,34656400000.0,27039265000.0,32276636000.0,25725463000.0,42590077000.0
2047.0,31133581000.0,16237084000.0,37871817000.0,24500918000.0,43945677000.0,38759215000.0,33169986000.0,26641535000.0,33095977000.0,24632398000.0,40637858000.0
2048.0,30672343000.0,16292682000.0,35925942000.0,25162598000.0,43785410000.0,38925500000.0,29802846000.0,24296086000.0,33947136000.0,23635175000.0,38758290000.0
2049.0,30461024000.0,16016622000.0,35464098000.0,23928652000.0,41456153000.0,38613103000.0,29473059000.0,23332176000.0,33913012000.0,22841410000.0,36956980000.0
2050.0,29563935000.0,14624750000.0,34243359000.0,22468153000.0,40203290000.0,38914675000.0,29299182000.0,22307619000.0,33876200000.0,22221850000.0,38092600000.0
2051.0,28334130000.0,14099790000.0,33746358000.0,20758751000.0,40616260000.0,37881467000.0,28456073000.0,20467100000.0,33365914000.0,21769503000.0,38575190000.0
2052.0,26297379000.0,13451112000.0,32364400000.0,19122807000.0,40632070000.0,37108535000.0,26312954000.0,19974506000.0,32609796000.0,21256360000.0,37304005000.0
2053.0,23690195000.0,13067037000.0,31363180000.0,17440768000.0,39246385000.0,36162060000.0,26389535000.0,19155343000.0,30556097000.0,20742066000.0,35347170000.0
2054.0,22794375000.0,12477534000.0,29726882000.0,16044642000.0,37660270000.0,35093873000.0,25987125000.0,17998084000.0,30283764000.0,19567225000.0,33519587000.0
2055.0,22095335000.0,11342510000.0,28480210000.0,14051087000.0,36365193000.0,33816766000.0,25758605000.0,17756453000.0,30330700000.0,19504670000.0,32902780000.0
2056.0,22223102000.0,11162286000.0,26989214000.0,11883677000.0,35663483000.0,32539800000.0,24096913000.0,17005563000.0,29642086000.0,19295838000.0,30833017000.0
2057.0,22630609000.0,10784534000.0,26804484000.0,11804841000.0,35827170000.0,31202722000.0,24293425000.0,16953435000.0,29154767000.0,18700483000.0,30091268000.0
2058.0,22926633000.0,10189028000.0,26855956000.0,11061630000.0,36630790000.0,31271922000.0,23877292000.0,17228476000.0,28580973000.0,18445142000.0,30977819000.0
2059.0,21755548000.0,10139008000.0,26515468000.0,10165907000.0,36993212000.0,31537320000.0,23786842000.0,17042478000.0,28392913000.0,18100370000.0,30024235000.0
2060.0,20640220000.0,9807845000.0,25840499000.0,9640946000.0,35703240000.0,31825816000.0,22777491000.0,16756078000.0,28803858000.0,16786312000.0,29552314000.0
2061.0,20771076000.0,9288424000.0,25182388000.0,8908110000.0,34184490000.0,31965628000.0,21571620000.0,16955947000.0,27798860000.0,15382872000.0,28975840000.0
2062.0,20704250000.0,9338872000.0,25215779000.0,8639761000.0,32468193000.0,31946523000.0,21211544000.0,16347386000.0,26688078000.0,14795980000.0,28269902000.0
2063.0,19804193000.0,9220237000.0,24826124000.0,8362594300.0,31633656000.0,31813138000.0,21598091000.0,15368276000.0,25933466000.0,14334208000.0,28145107000.0
2064.0,18207400000.0,8781810000.0,24408190000.0,8367401000.0,30177910000.0,31027513000.0,21403824000.0,14329788000.0,25281307000.0,13591720000.0,28531732000.0
2065.0,17472545000.0,8921619000.0,23921125000.0,8436139500.0,28390754000.0,30356724000.0,21133826000.0,13831529000.0,24960481000.0,13496086000.0,27456027000.0
2066.0,17927959000.0,9011380000.0,23139916000.0,8573495000.0,27907450000.0,29993783000.0,20731814000.0,13807009000.0,24677390000.0,13716576000.0,27301722000.0
2067.0,18101342000.0,8703448000.0,23104522000.0,8218227000.0,28052838000.0,29761942000.0,20031453000.0,12988679000.0,24400738000.0,13883299000.0,26525209000.0
2068.0,18792925000.0,8413190000.0,22947185000.0,8042829000.0,27691250000.0,30211496000.0,18828898000.0,12859476000.0,23963126000.0,13844393000.0,25958377000.0
2069.0,18676603000.0,8085639700.0,23098940000.0,7700484000.0,27406359000.0,29945731000.0,18071980000.0,12668627000.0,24805278000.0,13802863000.0,25056416000.0
2070.0,17650012000.0,7775681500.0,22962528000.0,7181974500.0,27341998000.0,29250753000.0,16245936000.0,12457670000.0,24845654000.0,13343951000.0,25041880000.0
2071.0,17139502000.0,7310412000.0,22735430000.0,6865472500.0,25920730000.0,29670236000.0,14977629000.0,11323774000.0,24762894000.0,13082157000.0,25060653000.0
2072.0,18089904000.0,7428027000.0,22020936000.0,7264142300.0,24830081000.0,29131825000.0,15358597000.0,10959366000.0,23653261000.0,12940035000.0,25074110000.0
2073.0,18735983000.0,7334641700.0,21194476000.0,6900324000.0,25252137000.0,28553462000.0,15803617000.0,11400576000.0,23503497000.0,12772847000.0,24686790000.0
2074.0,18184331000.0,6919131600.0,20566510000.0,6586190300.0,25889034000.0,28354410000.0,15495160000.0,11757730000.0,23078543000.0,12913231000.0,24278137000.0
2075.0,16916605000.0,6495819300.0,20236081000.0,6706173400.0,25724730000.0,27816340000.0,15334825000.0,11926778000.0,22254186000.0,12908130000.0,24453898000.0
2076.0,16712354000.0,6718300700.0,19266568000.0,6478525000.0,25204644000.0,26924737000.0,15792760000.0,11919073000.0,22551314000.0,13058992000.0,24445624000.0
2077.0,16852408000.0,6555105000.0,18654058000.0,6184059000.0,25630171000.0,27174656000.0,15861714000.0,11716947000.0,22993580000.0,13235867000.0,24588560000.0
2078.0,17419788000.0,6046621000.0,17837318000.0,6159809500.0,25327196000.0,27166261000.0,15197937000.0,11774717000.0,22976657000.0,12808947000.0,24630202000.0
2079.0,17338737000.0,6195986000.0,17362737000.0,5799586000.0,24573366000.0,27002800000.0,14418224000.0,11586640000.0,23014009000.0,12488353000.0,24149408000.0
2080.0,16854047000.0,6121597000.0,17208803000.0,5493918700.0,24854778000.0,26433262000.0,14796279000.0,11689668000.0,22018312000.0,12458274000.0,23389108000.0
2081.0,15601004000.0,5759830500.0,17207691000.0,5135837700.0,25246935000.0,25510484000.0,15091395000.0,11308987000.0,21969093000.0,11413936000.0,22510270000.0
2082.0,13400079000.0,5952343000.0,17185163000.0,5248889300.0,24645204000.0,25802424000.0,14605058000.0,11035839000.0,21797292000.0,11019394000.0,22553190000.0
2083.0,13651917000.0,5740044000.0,16850270000.0,4980973600.0,23819890000.0,26121742000.0,13740405000.0,10260970000.0,22119375000.0,11149372000.0,22636444000.0
2084.0,14441161000.0,5486600700.0,16228955000.0,5095388000.0,24221321000.0,26321752000.0,13349581000.0,10239615000.0,21881700000.0,11432825000.0,23059935000.0
2085.0,14553483000.0,5683066400.0,15821754000.0,5251715000.0,24306889000.0,25974139000.0,13471659000.0,10650499000.0,20534665000.0,11417220000.0,22991704000.0
2086.0,14334360000.0,5639866400.0,15800538000.0,5199616000.0,23676273000.0,25404641000.0,13063615000.0,10649217000.0,19807183000.0,10994674000.0,23686107000.0
2087.0,13807449000.0,5423778000.0,16181691000.0,5305007000.0,23314289000.0,25058732000.0,12664536000.0,10224547000.0,20475503000.0,10292808000.0,23301070000.0
2088.0,13774306000.0,5295223000.0,15893411000.0,5390830000.0,23515113000.0,24548559000.0,12846476000.0,10419329000.0,21461254000.0,10554508000.0,22604276000.0
2089.0,13629208000.0,5483429000.0,15970330000.0,5115218400.0,23433261000.0,23987866000.0,12867350000.0,10733316000.0,21887117000.0,10414904000.0,22583013000.0
2090.0,13757317000.0,5500639700.0,15934106000.0,4909562400.0,22574092000.0,23940712000.0,12163740000.0,11078720000.0,21032704000.0,9725134000.0,22136082000.0
2091.0,13551336000.0,5389951500.0,15968048000.0,4866701300.0,22431005000.0,24545130000.0,11270534000.0,11258009000.0,20250110000.0,9973045000.0,21408332000.0
2092.0,13828957000.0,5364742700.0,15844180000.0,4836507600.0,23019751000.0,24360022000.0,11481211000.0,10664804000.0,19495800000.0,10463544000.0,21955068000.0
2093.0,14328383000.0,5321847000.0,15926404000.0,4726744600.0,23333786000.0,23675433000.0,11301463000.0,9738013000.0,19410321000.0,10776770000.0,22930182000.0
2094.0,14681704000.0,5393299500.0,15684113000.0,4690129000.0,23375036000.0,23829514000.0,11018754000.0,9340064000.0,19323542000.0,10676174000.0,22819834000.0
2095.0,14503848000.0,5420529700.0,16067219000.0,4755712500.0,23294710000.0,23900910000.0,11259604000.0,9037958000.0,19312249000.0,10477623000.0,23019315000.0
2096.0,14457477000.0,5465176000.0,15915855000.0,4673550000.0,22042240000.0,23642806000.0,11293967000.0,9484732000.0,18563725000.0,10574367000.0,23394984000.0
2097.0,14254651000.0,5339985000.0,15766459000.0,4556829700.0,21555114000.0,23392397000.0,11092773000.0,9548877000.0,18001480000.0,10960195000.0,23321141000.0
2098.0,14702640000.0,5396923000.0,15326667000.0,4449640000.0,21991576000.0,23206320000.0,10798781000.0,9248960000.0,18156681000.0,11194501000.0,22897013000.0
2099.0,14921190000.0,5184461000.0,15187393000.0,4378747400.0,22091477000.0,23036799000.0,10207357000.0,9286011000.0,17670732000.0,10753466000.0,22270722000.0
2100.0,15111966000.0,5137054000.0,15350024000.0,4314888700.0,20769726000.0,22958480000.0,10350777000.0,8680363000.0,17624269000.0,10277916000.0,22169242000.0
