time,CNRM-CM5,MPI-ESM-LR,GFDL-CM3,CCSM4,GISS-E2-R,CSIRO-MK3-6-0,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,CANESM2
2020.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0
2021.0,72881725000.0,70116200000.0,69768070000.0,74855090000.0,69677450000.0,69148450000.0,72346940000.0,71103816000.0,73569340000.0,70606225000.0
2022.0,70985180000.0,63812387000.0,68432142000.0,75884130000.0,67494330000.0,65883992000.0,70894030000.0,71173840000.0,72908775000.0,68819935000.0
2023.0,68931110000.0,60536680000.0,63722160000.0,73935905000.0,66980463000.0,66234376000.0,67061342000.0,69974380000.0,69431050000.0,65969533000.0
2024.0,69041280000.0,60193055000.0,58954340000.0,69142830000.0,66674442000.0,66412036000.0,65414810000.0,68061270000.0,67807326000.0,64397718000.0
2025.0,67257012000.0,59122210000.0,56936070000.0,67731485000.0,67330710000.0,64031740000.0,65236080000.0,67126055000.0,65555950000.0,60596752000.0
2026.0,66815310000.0,56144683000.0,53061580000.0,65459667000.0,64473020000.0,62589202000.0,64232860000.0,66109215000.0,63448416000.0,58514493000.0
2027.0,64705683000.0,51626740000.0,47891720000.0,60653240000.0,62451503000.0,60495008000.0,63072424000.0,61902930000.0,62718198000.0,55903756000.0
2028.0,62547993000.0,48587720000.0,42597597000.0,59128136000.0,60332007000.0,56153210000.0,58876113000.0,58144956000.0,60011725000.0,52239140000.0
2029.0,62100402000.0,48080740000.0,40697377000.0,59799100000.0,58797842000.0,52914290000.0,56147014000.0,58189976000.0,54660956000.0,51416090000.0
2030.0,60125872000.0,47153110000.0,37514250000.0,57249632000.0,57941823000.0,50396610000.0,55682140000.0,57743110000.0,54131970000.0,51144577000.0
2031.0,58390532000.0,47394378000.0,33900931000.0,54095593000.0,56135848000.0,49479010000.0,55045470000.0,55404184000.0,55599456000.0,47971110000.0
2032.0,57049430000.0,48214192000.0,32539394000.0,53658230000.0,55708180000.0,47696867000.0,54452986000.0,51222815000.0,53090443000.0,44124910000.0
2033.0,54016393000.0,48235094000.0,30133836000.0,51638860000.0,54820495000.0,46672708000.0,53528314000.0,46544523000.0,50714767000.0,37898478000.0
2034.0,51886035000.0,44189483000.0,27689937000.0,48680608000.0,53603602000.0,44013113000.0,51911720000.0,45826597000.0,49944076000.0,36656517000.0
2035.0,51723153000.0,41043206000.0,26625223000.0,46617362000.0,49995657000.0,42606050000.0,49863844000.0,44234162000.0,48719270000.0,36340576000.0
2036.0,50621366000.0,40785568000.0,25104927000.0,47132094000.0,47529110000.0,41878704000.0,47109358000.0,42349670000.0,47724126000.0,34706067000.0
2037.0,46951390000.0,41310400000.0,22967923000.0,45666628000.0,46381430000.0,37979832000.0,43651610000.0,39470195000.0,45592350000.0,33187560000.0
2038.0,45245700000.0,39952437000.0,20940526000.0,42896056000.0,45100060000.0,35719320000.0,41750274000.0,37780290000.0,42769367000.0,30431865000.0
2039.0,42100195000.0,37959963000.0,20182354000.0,41966555000.0,43665953000.0,34026777000.0,40598872000.0,35468296000.0,41265533000.0,29459028000.0
2040.0,39280796000.0,36376850000.0,19000710000.0,41162093000.0,41162527000.0,30462597000.0,40440870000.0,33561936000.0,39446467000.0,28545026000.0
2041.0,38378955000.0,34510290000.0,18141663000.0,40376680000.0,39718326000.0,28386832000.0,38941295000.0,31977090000.0,37302006000.0,27513973000.0
2042.0,36225036000.0,32813904000.0,17052325000.0,38364910000.0,37929580000.0,25674480000.0,38042153000.0,31066685000.0,36439437000.0,25551485000.0
2043.0,34537873000.0,29487976000.0,16962717000.0,36163250000.0,36242020000.0,23571442000.0,37704560000.0,28961925000.0,35305000000.0,22926960000.0
2044.0,34074530000.0,24063998000.0,15620390000.0,35068800000.0,34753850000.0,23025197000.0,36435690000.0,27280085000.0,32061614000.0,22490092000.0
2045.0,33451586000.0,24088543000.0,14404946000.0,32913043000.0,33628455000.0,20938267000.0,34265260000.0,23622339000.0,30004058000.0,22212915000.0
2046.0,31886805000.0,24677716000.0,13831694000.0,31258438000.0,32773636000.0,19269590000.0,32995301000.0,20981651000.0,28445727000.0,20955732000.0
2047.0,31103330000.0,24405914000.0,12876049000.0,29801670000.0,32307730000.0,17274825000.0,32427622000.0,19895374000.0,27679052000.0,20235418000.0
2048.0,29711309000.0,23074320000.0,12043785000.0,29351145000.0,32304828000.0,14917046000.0,31850942000.0,19053486000.0,27668140000.0,19727581000.0
2049.0,28670527000.0,22452582000.0,10622835000.0,28813877000.0,30873952000.0,14300683000.0,30799004000.0,17809635000.0,26879975000.0,18272078000.0
2050.0,28230300000.0,22034022000.0,10595353000.0,26664458000.0,29119822000.0,14075442000.0,29384750000.0,15787966000.0,25132626000.0,17099640000.0
2051.0,26730390000.0,20722039000.0,9871702000.0,25652836000.0,28247579000.0,14021861000.0,28058986000.0,14700531000.0,23632415000.0,16106613000.0
2052.0,26448343000.0,19506540000.0,8915367000.0,25046503000.0,27605434000.0,13524519000.0,26671010000.0,13987969000.0,23135232000.0,15462578000.0
2053.0,25071880000.0,18254120000.0,8437524000.0,24058307000.0,26771468000.0,12376528000.0,25951805000.0,13671003000.0,22292419000.0,14401116000.0
2054.0,23301585000.0,16830365000.0,7705099300.0,23801786000.0,26247390000.0,11291898000.0,24971799000.0,12565675000.0,20967025000.0,13598529000.0
2055.0,22147482000.0,14171055000.0,7486016500.0,23428426000.0,25379222000.0,10519746000.0,23236712000.0,11472051000.0,20661041000.0,13306117000.0
2056.0,21178642000.0,12217025000.0,6873589000.0,22414373000.0,24463553000.0,9533826000.0,21793124000.0,10345888000.0,20371485000.0,12057445000.0
2057.0,20794305000.0,11527085000.0,6281219000.0,21807452000.0,24016320000.0,8347464000.0,21883400000.0,9423124000.0,19097810000.0,11771994000.0
2058.0,19397710000.0,11512638000.0,5902411000.0,20939719000.0,22951614000.0,7451478500.0,21223856000.0,8980992000.0,18131216000.0,11148029000.0
2059.0,18447639000.0,10887281000.0,5355909600.0,20536906000.0,21761956000.0,6962989000.0,20678621000.0,8613208000.0,18245290000.0,10284396000.0
2060.0,17490856000.0,10101826000.0,4972102700.0,19311428000.0,21010053000.0,6323975000.0,20413010000.0,8409235000.0,17534577000.0,9898202000.0
2061.0,17349835000.0,9814740000.0,4754032600.0,19060443000.0,19932078000.0,5946414000.0,19579738000.0,8273647000.0,16380552000.0,9192015000.0
2062.0,17003363000.0,9667592000.0,4249341400.0,18681070000.0,19019682000.0,5599039500.0,18153880000.0,8114587600.0,14792741000.0,8369678300.0
2063.0,16552417000.0,9421516000.0,3926381800.0,17416856000.0,18139458000.0,5021662700.0,17014406000.0,7730955000.0,14909624000.0,7802093000.0
2064.0,16150061000.0,8687177000.0,3718869000.0,16460887000.0,16994151000.0,4900781600.0,16826766000.0,7176367600.0,14199710000.0,7060521000.0
2065.0,15763491000.0,8437709300.0,3738304500.0,15570167000.0,15757755000.0,4804718600.0,15953584000.0,7039695400.0,13208956000.0,6572546000.0
2066.0,15249614000.0,8486203400.0,3585693200.0,14865422000.0,14752449000.0,4492924000.0,14834326000.0,6797105700.0,12899499000.0,6662613000.0
2067.0,14250882000.0,8609297000.0,3402863000.0,13779214000.0,13821159000.0,4127323600.0,14102474000.0,6382683600.0,12588894000.0,6610696000.0
2068.0,13315510000.0,8495615000.0,3157960700.0,12895030000.0,13472156000.0,3971373600.0,13286221000.0,6088509400.0,12224426000.0,6230444500.0
2069.0,12975983000.0,7815587000.0,2892913400.0,12414095000.0,13024584000.0,4010100500.0,12932183000.0,5522915000.0,11107272000.0,5649906700.0
2070.0,12252046000.0,6966887000.0,2880914000.0,11860917000.0,12595487000.0,3870696200.0,12776919000.0,5091505000.0,10263292000.0,5587369500.0
2071.0,12145125000.0,6845496000.0,2716922000.0,10985740000.0,12505532000.0,3752775700.0,12481609000.0,4765555000.0,10221920000.0,5645538300.0
2072.0,11846684000.0,6893046300.0,2526096600.0,10259484000.0,11878136000.0,3670663200.0,12052505000.0,4593395700.0,9760454000.0,5232288000.0
2073.0,11099323000.0,6154600000.0,2503591200.0,10290815000.0,11432286000.0,3617427500.0,11413503000.0,4441301000.0,8976342000.0,4515169000.0
2074.0,10801770000.0,5137032000.0,2386323000.0,10317415000.0,11336958000.0,3478313500.0,10792824000.0,3924312300.0,8683183000.0,4569173500.0
2075.0,10247149000.0,5027596000.0,2236232700.0,10092410000.0,10708290000.0,3313078800.0,9885096000.0,3508570600.0,8579876000.0,4536055000.0
2076.0,9757481000.0,4792243700.0,2167570200.0,9332175000.0,10206944000.0,3275136500.0,9301813000.0,3459101200.0,8684500000.0,4389788000.0
2077.0,9650711000.0,4335359000.0,2022196400.0,9329781000.0,9932314000.0,3318497300.0,9002934000.0,3368654800.0,8590704000.0,4149198800.0
2078.0,9102435000.0,3819415000.0,1801828100.0,9314536000.0,9570763000.0,3055791400.0,8746100000.0,3133312500.0,8461497300.0,3944413700.0
2079.0,9015794000.0,3246384600.0,1815776000.0,8690774000.0,9245636000.0,2774059300.0,8542961000.0,3021777400.0,7896669000.0,3694911000.0
2080.0,8429372400.0,3322436400.0,1753772400.0,7880372700.0,9142280000.0,2567741400.0,8727704000.0,2884176600.0,7207197000.0,3390805800.0
2081.0,7915352000.0,3463205400.0,1641773700.0,7752039400.0,8961979000.0,2354797600.0,8641891000.0,2836156200.0,6510497000.0,3028903000.0
2082.0,7377629000.0,3301530400.0,1590396900.0,7375586000.0,8744813000.0,2224243000.0,8040613000.0,2758812700.0,6359133700.0,3036105000.0
2083.0,7080926000.0,3258290200.0,1532657500.0,6873832000.0,8323826000.0,2180982500.0,7623858000.0,2740841200.0,6224247000.0,2893159400.0
2084.0,6674320400.0,3117172200.0,1435308700.0,6586317000.0,8265297400.0,2110246700.0,7117840000.0,2468344300.0,5725992000.0,2733262800.0
2085.0,6485806600.0,2862412800.0,1429450800.0,6269142000.0,8081653000.0,2090645900.0,6897106400.0,2036040600.0,5537625000.0,2575711200.0
2086.0,6463031000.0,2799004400.0,1355481600.0,6279491600.0,7854235600.0,1980782500.0,6951219000.0,1868469400.0,5418923500.0,2405244700.0
2087.0,6168218600.0,2722570200.0,1258172000.0,6138752500.0,7634036700.0,1842792600.0,6803059000.0,1794064500.0,5274445300.0,2339140600.0
2088.0,5955393500.0,2575105800.0,1261958100.0,5898952700.0,7288512500.0,1586144000.0,6317817000.0,1654504600.0,5182624000.0,2320559400.0
2089.0,5681153000.0,2319936000.0,1217103400.0,5635542000.0,7051319000.0,1572723200.0,5833726000.0,1604931800.0,5151835000.0,2254031000.0
2090.0,5604322000.0,2227175400.0,1132426400.0,5239630000.0,6864569000.0,1439873900.0,5742611000.0,1557539100.0,5034729000.0,2064862100.0
2091.0,5385450000.0,2202585900.0,1127981700.0,4910599700.0,6392852500.0,1342322200.0,5657530400.0,1508265700.0,4902097000.0,1962195800.0
2092.0,5163513000.0,2126044500.0,1072914000.0,4746071000.0,6246866400.0,1275613300.0,5358133000.0,1497009900.0,4802662000.0,1997286700.0
2093.0,4800519700.0,2046144500.0,1052487200.0,4338392600.0,6159194600.0,1238359700.0,4945449500.0,1437838300.0,4544996000.0,1887978000.0
2094.0,4475110400.0,1910512500.0,987978800.0,4285873200.0,5891982300.0,1168796800.0,4808999000.0,1466083700.0,4356194000.0,1814207000.0
2095.0,4299806000.0,1759591600.0,968559500.0,4290589700.0,5602505000.0,1148659600.0,4570342000.0,1379828400.0,4377680000.0,1796776200.0
2096.0,4296916000.0,1847701500.0,892212300.0,4109668000.0,5578221000.0,1103995100.0,4279426000.0,1275249300.0,4067174400.0,1722459400.0
2097.0,4254683000.0,1831862800.0,898348860.0,3999064800.0,5533923000.0,1058648400.0,4015472600.0,1128534500.0,3837216500.0,1824725900.0
2098.0,4031591200.0,1633481500.0,897369000.0,4066188000.0,5295057000.0,1019672770.0,3922285800.0,1008730600.0,3960750300.0,1854487400.0
2099.0,4018839600.0,1614315100.0,878926460.0,3926837200.0,5105450500.0,1024610100.0,3892293400.0,950808800.0,3872643600.0,1807245400.0
2100.0,3968887300.0,1574728700.0,874404900.0,3759164000.0,4999459300.0,914358600.0,3837974300.0,873086700.0,3685072000.0,1696401800.0
