time,CCSM4,GFDL-CM3,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0,GFDL-ESM2G,NORESM1-M,IPSL-CM5A-LR
2022.0,48547287000.0,48253680000.0,48904780000.0,48563278000.0,48828666000.0,48657474000.0,48709330000.0,48750700000.0
2023.0,48432865000.0,47970690000.0,48609595000.0,48365890000.0,48586440000.0,48708290000.0,48514340000.0,48987630000.0
2024.0,48104170000.0,47658540000.0,48602157000.0,48190560000.0,48506440000.0,48499786000.0,48373100000.0,48504670000.0
2025.0,48204240000.0,47297620000.0,48322433000.0,48132637000.0,48286446000.0,48252056000.0,48166680000.0,48275720000.0
2026.0,47906566000.0,46868890000.0,48082650000.0,47949857000.0,48028623000.0,47968090000.0,47924570000.0,48323360000.0
2027.0,47873850000.0,46385717000.0,47825424000.0,47935787000.0,47865266000.0,47740050000.0,47774364000.0,47916450000.0
2028.0,47551910000.0,45941600000.0,47804715000.0,47798160000.0,47607235000.0,47488004000.0,47574900000.0,47721210000.0
2029.0,47517184000.0,45437640000.0,47707130000.0,47555604000.0,47711390000.0,47735816000.0,47295440000.0,47499060000.0
2030.0,47370047000.0,44958343000.0,47355880000.0,47288200000.0,47703556000.0,47372900000.0,47112790000.0,47254280000.0
2031.0,48274338000.0,44420973000.0,47324440000.0,47032490000.0,47209878000.0,47452017000.0,47114355000.0,47000220000.0
2032.0,47666545000.0,43875250000.0,47261110000.0,47361294000.0,46944043000.0,48435266000.0,46910210000.0,46790590000.0
2033.0,46973706000.0,43305628000.0,46926565000.0,46951244000.0,46790697000.0,47378370000.0,46469222000.0,46559910000.0
2034.0,46625575000.0,42676617000.0,46776470000.0,46471990000.0,46529974000.0,46719357000.0,46229266000.0,46259696000.0
2035.0,46438820000.0,42018940000.0,46509730000.0,46161690000.0,46466470000.0,47473095000.0,46024016000.0,45888510000.0
2036.0,46160630000.0,41304666000.0,46325862000.0,45967385000.0,46286352000.0,46989656000.0,45771305000.0,45568830000.0
2037.0,45934990000.0,40646040000.0,46066766000.0,45605188000.0,45980115000.0,46945518000.0,45458400000.0,45247430000.0
2038.0,45602374000.0,39837716000.0,45723177000.0,45412516000.0,45719110000.0,46427054000.0,45520253000.0,44857655000.0
2039.0,45278740000.0,38948975000.0,45488714000.0,45246780000.0,45367730000.0,46113550000.0,44946380000.0,44495434000.0
2040.0,44983750000.0,38142947000.0,45169906000.0,44987752000.0,45146927000.0,46344925000.0,44560953000.0,44018303000.0
2041.0,44569186000.0,37426196000.0,44897567000.0,44773270000.0,44793442000.0,46062076000.0,44299395000.0,43681900000.0
2042.0,44288850000.0,36615280000.0,44646404000.0,44308020000.0,44603350000.0,45494120000.0,43902206000.0,43302605000.0
2043.0,43941730000.0,36021470000.0,44395393000.0,43958650000.0,44392610000.0,45360206000.0,43594826000.0,42971890000.0
2044.0,44530074000.0,34921816000.0,44368660000.0,43569316000.0,44018115000.0,45024104000.0,43230520000.0,42474906000.0
2045.0,43323730000.0,34104291000.0,44133860000.0,43241440000.0,43627856000.0,44675250000.0,42915647000.0,42060630000.0
2046.0,43039400000.0,33244480000.0,43723444000.0,43097230000.0,43314115000.0,44590870000.0,42593645000.0,41631870000.0
2047.0,42764067000.0,32499847000.0,43319157000.0,42577780000.0,43023827000.0,45122253000.0,42197280000.0,41085043000.0
2048.0,42429886000.0,31660124000.0,43080163000.0,42417880000.0,42841604000.0,44494045000.0,41977090000.0,40539820000.0
2049.0,42081810000.0,30777125000.0,42765267000.0,41989526000.0,42463203000.0,44664750000.0,41610445000.0,39796290000.0
2050.0,41600380000.0,30014964000.0,42419786000.0,41543090000.0,42546577000.0,43990086000.0,41355624000.0,39259670000.0
2051.0,41252780000.0,29232034000.0,41993695000.0,41149180000.0,41920700000.0,45296505000.0,40865292000.0,38808097000.0
2052.0,41006133000.0,28336090000.0,41891205000.0,41038860000.0,41426153000.0,44506227000.0,40404742000.0,38338450000.0
2053.0,40683710000.0,27590003000.0,41515987000.0,40582480000.0,40971670000.0,43460243000.0,40133485000.0,37760790000.0
2054.0,40161268000.0,26782847000.0,41191210000.0,40194474000.0,40527315000.0,42992900000.0,39723164000.0,37160907000.0
2055.0,39755227000.0,25874616000.0,40846537000.0,40206496000.0,40092820000.0,42417553000.0,39302935000.0,36519223000.0
2056.0,39479562000.0,25009134000.0,40501854000.0,40573690000.0,39717765000.0,42374226000.0,38817382000.0,35942736000.0
2057.0,39039054000.0,24192240000.0,40033116000.0,39547986000.0,39157027000.0,41876546000.0,38415460000.0,35410060000.0
2058.0,38589673000.0,23392540000.0,39729790000.0,39058338000.0,38740853000.0,41276420000.0,37959328000.0,34827180000.0
2059.0,38174314000.0,22656506000.0,39583570000.0,39826110000.0,38483450000.0,40906043000.0,37695316000.0,34384700000.0
2060.0,37699430000.0,21987174000.0,39157715000.0,39083170000.0,37869360000.0,40316410000.0,37246810000.0,34008404000.0
2061.0,37401625000.0,21187439000.0,38820830000.0,38221832000.0,37293170000.0,39729963000.0,36974174000.0,33401926000.0
2062.0,36940964000.0,20534903000.0,38478594000.0,37688095000.0,36744900000.0,39397850000.0,36692087000.0,32997597000.0
2063.0,36557630000.0,19801276000.0,38117057000.0,37377480000.0,36222640000.0,38912004000.0,36129560000.0,32412142000.0
2064.0,36169392000.0,19104565000.0,37758040000.0,37047165000.0,35655500000.0,38550774000.0,35746470000.0,31912761000.0
2065.0,35737846000.0,18501700000.0,37417902000.0,36669596000.0,35186820000.0,38432535000.0,35368560000.0,31403563000.0
2066.0,35314080000.0,17989642000.0,37174497000.0,36183560000.0,34787676000.0,37732282000.0,34996030000.0,30879728000.0
2067.0,34812400000.0,17417042000.0,36896354000.0,35773735000.0,34531357000.0,37083427000.0,34421450000.0,30348696000.0
2068.0,34284280000.0,16913124000.0,36516794000.0,35358370000.0,33614430000.0,36686905000.0,34120448000.0,29836511000.0
2069.0,33765366000.0,16382695000.0,36249125000.0,34891792000.0,33263118000.0,36121320000.0,33527314000.0,29339780000.0
2070.0,33303316000.0,15750897000.0,35863486000.0,34421666000.0,32557791000.0,35481084000.0,33082464000.0,28806605000.0
2071.0,32876253000.0,15286611000.0,35606155000.0,34020020000.0,31773434000.0,35035333000.0,32582970000.0,28389523000.0
2072.0,32344852000.0,14723543000.0,35291193000.0,33596895000.0,31342973000.0,34517955000.0,32027836000.0,27876397000.0
2073.0,31785808000.0,14280562000.0,35042185000.0,33252895000.0,31113860000.0,34020293000.0,31533770000.0,27415794000.0
2074.0,31321934000.0,13840886000.0,34684375000.0,32815397000.0,30394239000.0,33942299000.0,31103912000.0,26965260000.0
2075.0,30795125000.0,13432791000.0,34428408000.0,32280273000.0,29777846000.0,33252162000.0,30518899000.0,26456676000.0
2076.0,30219172000.0,12970780000.0,34005264000.0,31678214000.0,29192415000.0,32836678000.0,29791627000.0,25860637000.0
2077.0,29796002000.0,12534525000.0,33654704000.0,31126024000.0,28708000000.0,32307606000.0,29394061000.0,25472444000.0
2078.0,29373407000.0,12228638000.0,33330848000.0,30713715000.0,28071455000.0,31941984000.0,28998863000.0,24921809000.0
2079.0,28928969000.0,11900322000.0,33112175000.0,30285955000.0,27540935000.0,31353570000.0,28554254000.0,24409700000.0
2080.0,28504682000.0,11571040000.0,32669383000.0,29576610000.0,27209180000.0,30776775000.0,28083712000.0,23891988000.0
2081.0,27963558000.0,11217479000.0,32298780000.0,28913613000.0,26497170000.0,30330700000.0,27589833000.0,23406916000.0
2082.0,27386840000.0,10908207000.0,31906497000.0,28313922000.0,25939442000.0,29864440000.0,27180653000.0,22978726000.0
2083.0,26944903000.0,10526078000.0,31539972000.0,28182730000.0,25458440000.0,29356930000.0,26797443000.0,22539899000.0
2084.0,26479186000.0,10281146000.0,31135705000.0,27404110000.0,25157976000.0,28893118000.0,26382047000.0,22047058000.0
2085.0,25943070000.0,9976394000.0,30677813000.0,26758201000.0,24655080000.0,28509827000.0,25983767000.0,21666726000.0
2086.0,25565217000.0,9657955000.0,30241065000.0,26167319000.0,24191037000.0,28123845000.0,25534239000.0,21201017000.0
2087.0,25204095000.0,9397752000.0,29931287000.0,25698705000.0,23894180000.0,27787889000.0,24997548000.0,20808022000.0
2088.0,24733546000.0,9177852000.0,29582602000.0,25196122000.0,23374725000.0,27412160000.0,24524261000.0,20428230000.0
2089.0,25136237000.0,8904214000.0,29280730000.0,24627958000.0,22915170000.0,26962176000.0,24180190000.0,20028674000.0
2090.0,24012567000.0,8656228000.0,28845244000.0,24006777000.0,22436450000.0,26586608000.0,23718095000.0,19530623000.0
2091.0,23504026000.0,8376639500.0,28500630000.0,23648795000.0,21951519000.0,26066385000.0,23265417000.0,19115944000.0
2092.0,23088306000.0,8180777000.0,28072294000.0,23122803000.0,21532848000.0,26167693000.0,22885413000.0,18653364000.0
2093.0,22749800000.0,7932974000.0,27727559000.0,22603379000.0,21144621000.0,25662568000.0,22535070000.0,18132304000.0
2094.0,22392398000.0,7712990000.0,27557526000.0,22183975000.0,20858513000.0,24923257000.0,22194913000.0,17737640000.0
2095.0,22006567000.0,7484459000.0,27159890000.0,21773840000.0,20375757000.0,26029113000.0,21686616000.0,17324206000.0
2096.0,21656166000.0,7309380000.0,26886527000.0,21095301000.0,19972176000.0,26500807000.0,21293036000.0,16929082000.0
2097.0,21338202000.0,7151902700.0,26553078000.0,20494480000.0,19615520000.0,25848846000.0,20893016000.0,16589044000.0
2098.0,20976520000.0,7008470000.0,26144500000.0,19982200000.0,19236235000.0,24863056000.0,20448307000.0,16297228000.0
2099.0,20697127000.0,6829119500.0,25769083000.0,19719027000.0,18936246000.0,24179240000.0,20046133000.0,15935510000.0
2100.0,20462963000.0,6670419000.0,25438927000.0,19254596000.0,18527162000.0,23820206000.0,19659366000.0,15605518000.0
