time,CESM1-CAM5,CSIRO-MK3-6-0,CANESM2,GFDL-ESM2G,NORESM1-M,IPSL-CM5A-LR,CCSM4,GFDL-CM3,MPI-ESM-LR,GISS-E2-R,CNRM-CM5
2019.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0
2020.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0
2021.0,48727620000.0,48754815000.0,49237955000.0,48755990000.0,48593002000.0,48907882000.0,48796120000.0,48508887000.0,48845900000.0,49035874000.0,48806154000.0
2022.0,48635183000.0,48443847000.0,48664605000.0,48961220000.0,48396624000.0,48460337000.0,48583668000.0,48243397000.0,48824320000.0,48816947000.0,48477745000.0
2023.0,48366596000.0,48202860000.0,48451305000.0,48999346000.0,48163650000.0,48361636000.0,48567013000.0,47991173000.0,48466936000.0,48651293000.0,48480050000.0
2024.0,48457753000.0,48010030000.0,48295694000.0,48619356000.0,48116765000.0,48320373000.0,48980500000.0,47649250000.0,48138314000.0,48539877000.0,48173097000.0
2025.0,48478770000.0,48099295000.0,47975710000.0,48335258000.0,47768568000.0,48073343000.0,48252840000.0,47302152000.0,47889440000.0,48632607000.0,48031146000.0
2026.0,48404312000.0,47627200000.0,47658353000.0,48099996000.0,47567487000.0,47857180000.0,48074453000.0,46930210000.0,47851995000.0,48260317000.0,47964217000.0
2027.0,47930503000.0,47375330000.0,47305503000.0,47863402000.0,47254905000.0,47605170000.0,47724730000.0,46493094000.0,47477000000.0,48209190000.0,47843787000.0
2028.0,47759536000.0,47192730000.0,46948733000.0,47807550000.0,47058588000.0,47385944000.0,47539253000.0,46098014000.0,47200960000.0,47986938000.0,47456748000.0
2029.0,47600080000.0,47016055000.0,46761080000.0,47395020000.0,46810386000.0,47148016000.0,47253300000.0,45603107000.0,46946435000.0,47834880000.0,47185727000.0
2030.0,47469120000.0,46749684000.0,46595076000.0,47114154000.0,46521184000.0,46858183000.0,47108645000.0,44996723000.0,46894715000.0,47571380000.0,47016680000.0
2031.0,47273628000.0,46522940000.0,46161790000.0,47009067000.0,46345277000.0,46493086000.0,46924042000.0,44418466000.0,46640726000.0,47384023000.0,46755783000.0
2032.0,46922020000.0,46217626000.0,45800985000.0,46722340000.0,45925716000.0,46223680000.0,46648414000.0,43706420000.0,46845972000.0,47080694000.0,46506873000.0
2033.0,46639170000.0,45958746000.0,45461290000.0,46523933000.0,45625180000.0,45891023000.0,47008236000.0,42898616000.0,46181740000.0,46755213000.0,46708390000.0
2034.0,46544070000.0,45565310000.0,45045285000.0,46691353000.0,45289230000.0,45559345000.0,46197270000.0,42121010000.0,46342504000.0,46639116000.0,46129852000.0
2035.0,46269227000.0,45152014000.0,44616740000.0,46499164000.0,44848120000.0,45196665000.0,45840224000.0,41474023000.0,45484130000.0,46713960000.0,45759635000.0
2036.0,46122877000.0,44764600000.0,44104400000.0,46397510000.0,44479010000.0,44588670000.0,45775008000.0,40763605000.0,45136564000.0,46214140000.0,45490254000.0
2037.0,45590190000.0,44294685000.0,43515814000.0,45716648000.0,44224990000.0,44040565000.0,45350863000.0,39949988000.0,44826820000.0,45884965000.0,45257556000.0
2038.0,45643014000.0,44059976000.0,43587390000.0,45599320000.0,43830760000.0,43549274000.0,45039817000.0,39192977000.0,46794072000.0,45646900000.0,44911714000.0
2039.0,45113442000.0,43595244000.0,42571870000.0,45152035000.0,43336045000.0,43068633000.0,44642296000.0,38311790000.0,44321886000.0,45335265000.0,44500824000.0
2040.0,44862310000.0,42970360000.0,42061260000.0,44690810000.0,43016050000.0,42622923000.0,44289640000.0,37439275000.0,44154487000.0,45046047000.0,44057833000.0
2041.0,44417946000.0,42593165000.0,41622815000.0,44577513000.0,42576335000.0,42001695000.0,43884794000.0,36429180000.0,43466830000.0,44695330000.0,43713167000.0
2042.0,43957895000.0,41990394000.0,41043890000.0,44379850000.0,41987250000.0,41541900000.0,43448620000.0,35442328000.0,43019860000.0,44423800000.0,43587797000.0
2043.0,43560200000.0,41531200000.0,40558993000.0,44489860000.0,41523802000.0,41059516000.0,43095050000.0,34424540000.0,42640347000.0,44082790000.0,43298984000.0
2044.0,43152540000.0,40884036000.0,39912088000.0,44079990000.0,41158205000.0,40451564000.0,42691363000.0,33467707000.0,42345353000.0,43891140000.0,43066323000.0
2045.0,42787766000.0,40301690000.0,39143363000.0,43533308000.0,41590964000.0,39831204000.0,42339164000.0,32642425000.0,43074560000.0,43503407000.0,42623980000.0
2046.0,42275443000.0,39674188000.0,38279844000.0,43009850000.0,40434676000.0,39229670000.0,41908662000.0,31789201000.0,41564455000.0,43223660000.0,42438940000.0
2047.0,41844490000.0,38974460000.0,38386340000.0,42627404000.0,39744300000.0,38570390000.0,41351127000.0,30759660000.0,41088696000.0,42858217000.0,41932268000.0
2048.0,41612947000.0,38311330000.0,37077307000.0,42434822000.0,39317897000.0,38218830000.0,40991110000.0,29645701000.0,40650813000.0,42498093000.0,41511023000.0
2049.0,41139413000.0,37670000000.0,36311430000.0,42107090000.0,38838116000.0,37340316000.0,40518345000.0,28565540000.0,40157565000.0,42033836000.0,41020416000.0
2050.0,40684093000.0,37138207000.0,35751720000.0,41856350000.0,38214234000.0,36530037000.0,39961104000.0,27598068000.0,39790215000.0,41597415000.0,40758755000.0
2051.0,40267256000.0,36502610000.0,34970477000.0,41585290000.0,37612495000.0,35961033000.0,39498367000.0,26720848000.0,39207227000.0,41180790000.0,40297310000.0
2052.0,40415162000.0,36119245000.0,34442346000.0,41018413000.0,37033693000.0,35250246000.0,39017636000.0,25597182000.0,39181894000.0,40699863000.0,39834268000.0
2053.0,39803085000.0,35451482000.0,33558354000.0,41233580000.0,36542243000.0,34672873000.0,38763490000.0,24540862000.0,38391800000.0,40362828000.0,39352080000.0
2054.0,39259754000.0,34952417000.0,33227580000.0,40762140000.0,36087878000.0,33963448000.0,38535135000.0,23504134000.0,37816476000.0,40065987000.0,39044727000.0
2055.0,38783110000.0,34615734000.0,32102986000.0,40228803000.0,35387560000.0,33312930000.0,38039100000.0,22566205000.0,37381415000.0,39601520000.0,38676713000.0
2056.0,38325450000.0,33715485000.0,31355916000.0,40040624000.0,34836644000.0,32835520000.0,37564957000.0,21676233000.0,36923994000.0,39216930000.0,38159050000.0
2057.0,37880947000.0,32907422000.0,30714080000.0,39693865000.0,34190338000.0,32189325000.0,37037220000.0,20933335000.0,36288090000.0,38820786000.0,37737804000.0
2058.0,37572810000.0,32154310000.0,30071443000.0,39396870000.0,33774348000.0,31456645000.0,36685754000.0,20241440000.0,35817607000.0,38247367000.0,37321130000.0
2059.0,37235925000.0,31470262000.0,29437805000.0,39249180000.0,33119066000.0,30989750000.0,36287476000.0,19407553000.0,36920865000.0,37843300000.0,36887480000.0
2060.0,36605560000.0,31058786000.0,29024600000.0,38747906000.0,32657408000.0,30341616000.0,35768450000.0,18688848000.0,34871087000.0,37559270000.0,36499313000.0
2061.0,36555160000.0,30822410000.0,28526120000.0,38470894000.0,32237208000.0,29774051000.0,35386868000.0,18128925000.0,34625073000.0,36932490000.0,35977433000.0
2062.0,35764417000.0,29814415000.0,27818324000.0,38213104000.0,31678575000.0,29159678000.0,35087080000.0,17380415000.0,34302347000.0,36466987000.0,35611156000.0
2063.0,35219132000.0,29123797000.0,27104705000.0,37864060000.0,31227544000.0,28639664000.0,34576680000.0,16770342000.0,34542834000.0,36079014000.0,35248783000.0
2064.0,34688110000.0,28606482000.0,26418686000.0,37462430000.0,30700616000.0,28038406000.0,34579110000.0,16152988000.0,33589080000.0,35881796000.0,34845020000.0
2065.0,34259108000.0,28028082000.0,25851183000.0,38079136000.0,30157228000.0,27403903000.0,33947950000.0,15516168000.0,33095730000.0,35128560000.0,34562834000.0
2066.0,34121193000.0,27462476000.0,25259651000.0,37398675000.0,29647280000.0,26862856000.0,33523940000.0,14928765000.0,32511302000.0,34525008000.0,34206079000.0
2067.0,33736102000.0,26874743000.0,24864954000.0,37469266000.0,29089257000.0,26293991000.0,32828754000.0,14425593000.0,32082940000.0,34126280000.0,33781390000.0
2068.0,33202920000.0,26330345000.0,24317780000.0,37033304000.0,28694510000.0,25782643000.0,32443636000.0,14015030000.0,31614732000.0,33677340000.0,33430272000.0
2069.0,32725088000.0,25917990000.0,23636687000.0,36821324000.0,28059894000.0,25312403000.0,32203457000.0,13516477000.0,31103298000.0,33283203000.0,33068696000.0
2070.0,32390121000.0,25158646000.0,23088560000.0,36301197000.0,27620852000.0,24906200000.0,32084970000.0,13158738000.0,31333112000.0,32990951000.0,32613403000.0
2071.0,31859671000.0,24698163000.0,22685798000.0,36196803000.0,27191300000.0,24367524000.0,31473514000.0,12756724000.0,31785683000.0,32693370000.0,32772862000.0
2072.0,31406832000.0,24073163000.0,22435693000.0,36282733000.0,26828350000.0,23896703000.0,31054895000.0,12344868000.0,30063262000.0,32152232000.0,32041490000.0
2073.0,31129125000.0,23745370000.0,21819128000.0,35872280000.0,26397546000.0,23351663000.0,30626550000.0,12027613000.0,29621459000.0,31907496000.0,31713483000.0
2074.0,30787113000.0,23155042000.0,21428793000.0,36627247000.0,25985192000.0,22768153000.0,30151670000.0,11721218000.0,29127203000.0,31510524000.0,31345564000.0
2075.0,30373130000.0,22616314000.0,21009242000.0,35537207000.0,25619687000.0,22423880000.0,29813383000.0,11359018000.0,28717812000.0,31130106000.0,30911273000.0
2076.0,29911476000.0,22241325000.0,20623978000.0,35504380000.0,25231043000.0,22057267000.0,29451958000.0,11046089000.0,28169875000.0,30770807000.0,30541370000.0
2077.0,29432277000.0,21746573000.0,20273103000.0,34983993000.0,24858178000.0,21694913000.0,29193153000.0,10724093000.0,27827474000.0,30483845000.0,30111533000.0
2078.0,28977371000.0,21394090000.0,19865573000.0,34793538000.0,24373844000.0,21437491000.0,28985498000.0,10401587000.0,27737741000.0,30452040000.0,29721635000.0
2079.0,29017393000.0,20969250000.0,19535462000.0,34599473000.0,23883416000.0,21155265000.0,28574280000.0,10083740000.0,27669027000.0,29805050000.0,29328828000.0
2080.0,28263530000.0,20584378000.0,19167836000.0,34325615000.0,23539835000.0,20795451000.0,28187640000.0,9791563000.0,27236108000.0,29377829000.0,28980386000.0
2081.0,27890078000.0,20166949000.0,19905680000.0,36024940000.0,23165290000.0,20433885000.0,27862145000.0,9569167000.0,26865664000.0,29133810000.0,28697328000.0
2082.0,27464557000.0,20135320000.0,19046584000.0,35369968000.0,22761058000.0,20077453000.0,28110365000.0,9358719000.0,28549319000.0,28717808000.0,28307263000.0
2083.0,27101743000.0,19778804000.0,18355393000.0,34082365000.0,22366634000.0,19750328000.0,27369079000.0,9144947000.0,26570377000.0,28204315000.0,28077990000.0
2084.0,26784954000.0,19288355000.0,18098487000.0,33804100000.0,21955293000.0,19471980000.0,27250119000.0,8945040000.0,25863290000.0,27870090000.0,28277023000.0
2085.0,26404356000.0,18951672000.0,17694620000.0,33585734000.0,21828690000.0,19194620000.0,26887238000.0,8760270000.0,25795637000.0,27730246000.0,27354874000.0
2086.0,26025478000.0,18761085000.0,17385955000.0,33468439000.0,21340647000.0,18875496000.0,26696032000.0,8542703000.0,25373417000.0,27364458000.0,27025400000.0
2087.0,25663750000.0,18443854000.0,17158877000.0,33384083000.0,20955961000.0,18616855000.0,26395404000.0,8404769000.0,25241233000.0,27187317000.0,26624723000.0
2088.0,25216494000.0,18104396000.0,17156084000.0,33588343000.0,20645724000.0,18302044000.0,26149636000.0,8296250400.0,24917481000.0,27107383000.0,26407885000.0
2089.0,24823028000.0,17950296000.0,16653322000.0,33081485000.0,20294425000.0,17983396000.0,26563516000.0,8105273000.0,24711823000.0,26583626000.0,25983226000.0
2090.0,24429335000.0,17694857000.0,16384746000.0,32833778000.0,20516796000.0,17718401000.0,25906420000.0,7963283500.0,24226075000.0,26424504000.0,26059104000.0
2091.0,24163647000.0,17372617000.0,16139687000.0,32730511000.0,19895079000.0,17447450000.0,25483694000.0,7901902000.0,23837395000.0,26270132000.0,25436144000.0
2092.0,23769762000.0,17232245000.0,15846836000.0,32501275000.0,19572066000.0,17225769000.0,25247775000.0,7719159000.0,23513057000.0,26448260000.0,25126676000.0
2093.0,23666176000.0,17081542000.0,15595349000.0,32284254000.0,19323486000.0,17137772000.0,25153567000.0,7629156400.0,23111274000.0,25850272000.0,24702212000.0
2094.0,23353380000.0,16726832000.0,15398866000.0,32219880000.0,18957756000.0,16715439000.0,24837659000.0,7506042000.0,22907884000.0,25570870000.0,24347310000.0
2095.0,22968246000.0,16511413000.0,15563850000.0,32174782000.0,18679690000.0,16517407000.0,24597610000.0,7382254600.0,22715617000.0,25430166000.0,24011600000.0
2096.0,22623072000.0,16254295000.0,15075316000.0,31812377000.0,18407035000.0,16330126000.0,24451740000.0,7283180500.0,23269600000.0,25270000000.0,23757700000.0
2097.0,22341988000.0,16128899000.0,14924891000.0,31958882000.0,18628964000.0,16144303000.0,24263080000.0,7192882700.0,22342402000.0,24959711000.0,23392332000.0
2098.0,22186002000.0,16014389000.0,14610817000.0,31765082000.0,17978319000.0,15903532000.0,24050434000.0,7086205400.0,22058996000.0,24790065000.0,23188883000.0
2099.0,21861493000.0,15639353000.0,14510777000.0,31598210000.0,17720228000.0,15666691000.0,24097214000.0,6969690600.0,21833017000.0,24493386000.0,22909802000.0
2100.0,21590184000.0,15490809000.0,14240824000.0,31374289000.0,17514130000.0,15523603000.0,23794674000.0,6832349000.0,21628092000.0,24386185000.0,22885360000.0
