time,CSIRO-MK3-6-0,GFDL-ESM2G,NORESM1-M,IPSL-CM5A-LR,CANESM2,GISS-E2-R,CNRM-CM5,MPI-ESM-LR,CCSM4,GFDL-CM3
2017.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0,49184297000.0
2018.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0,49240580000.0
2019.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0,49375457000.0
2020.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0,49128990000.0
2021.0,48589935000.0,48806896000.0,48643998000.0,48905163000.0,48709513000.0,48803836000.0,48632670000.0,48893428000.0,48626635000.0,48604790000.0
2022.0,48540766000.0,49103800000.0,48414835000.0,48543977000.0,48520080000.0,49042465000.0,48553325000.0,48958427000.0,48406594000.0,48358875000.0
2023.0,48109208000.0,49455104000.0,48700750000.0,48450785000.0,48700170000.0,48565130000.0,48255263000.0,48517923000.0,48282083000.0,48148156000.0
2024.0,47967770000.0,49491554000.0,48199810000.0,48242780000.0,48107280000.0,48470340000.0,48354360000.0,48371460000.0,48078460000.0,48002687000.0
2025.0,47771877000.0,48657060000.0,47878180000.0,47963173000.0,47822630000.0,48157720000.0,48063610000.0,48339970000.0,47918006000.0,47648002000.0
2026.0,47412756000.0,48509390000.0,47608594000.0,47809188000.0,47655952000.0,47982998000.0,47907430000.0,48519176000.0,47912784000.0,47299535000.0
2027.0,47208300000.0,47947956000.0,47299870000.0,47484650000.0,47184470000.0,47792160000.0,49163334000.0,49407095000.0,48142690000.0,46970417000.0
2028.0,47031730000.0,48790057000.0,47175954000.0,47377290000.0,46969725000.0,47597298000.0,47972130000.0,48762503000.0,47504490000.0,46539964000.0
2029.0,46650925000.0,48983010000.0,46830612000.0,47000396000.0,46566986000.0,47344220000.0,47350948000.0,48007840000.0,47093174000.0,45998764000.0
2030.0,46373765000.0,47783076000.0,46384796000.0,46663440000.0,46613060000.0,47155507000.0,47105760000.0,47643880000.0,46834570000.0,45437796000.0
2031.0,46238720000.0,47281500000.0,45981790000.0,46362984000.0,46065033000.0,46862246000.0,46817960000.0,47373590000.0,46519448000.0,44848697000.0
2032.0,45851697000.0,47485116000.0,45673914000.0,46020895000.0,45875380000.0,46590820000.0,46576090000.0,47034835000.0,46101910000.0,44039856000.0
2033.0,45331567000.0,46984204000.0,45301290000.0,45617873000.0,45543430000.0,46307852000.0,46324474000.0,46799397000.0,45869044000.0,43478280000.0
2034.0,44782256000.0,46696133000.0,44881236000.0,45254074000.0,45047652000.0,46008127000.0,46024217000.0,46585680000.0,45741550000.0,42678820000.0
2035.0,44319340000.0,46208365000.0,44494897000.0,44782404000.0,44526723000.0,45764140000.0,45750354000.0,46754836000.0,45193396000.0,41870290000.0
2036.0,43963785000.0,45743088000.0,44066628000.0,44181697000.0,44092527000.0,45344280000.0,45507068000.0,46039780000.0,44791505000.0,40976925000.0
2037.0,43359030000.0,45485440000.0,43720122000.0,43591090000.0,43617034000.0,44954690000.0,45220004000.0,45690220000.0,44455305000.0,40139770000.0
2038.0,42715090000.0,45103320000.0,43378532000.0,42977907000.0,43080630000.0,44539548000.0,44871770000.0,45394170000.0,44061426000.0,39213048000.0
2039.0,42079445000.0,44769817000.0,42888240000.0,42389213000.0,42547704000.0,44091930000.0,44535180000.0,45046264000.0,43616320000.0,37930672000.0
2040.0,41317958000.0,44764430000.0,42375995000.0,41660550000.0,41865183000.0,43513570000.0,44225220000.0,44653924000.0,43115060000.0,36734464000.0
2041.0,40643564000.0,45021725000.0,41876337000.0,40993153000.0,41171290000.0,43103020000.0,43779760000.0,44217754000.0,42635014000.0,35548504000.0
2042.0,39840110000.0,44084335000.0,41257255000.0,40289112000.0,40871030000.0,42591777000.0,43464950000.0,43730510000.0,42234770000.0,34215800000.0
2043.0,39089713000.0,43567022000.0,40664950000.0,39625216000.0,39976473000.0,42025267000.0,43002454000.0,43437187000.0,41718710000.0,32773710000.0
2044.0,38443774000.0,43470430000.0,40125776000.0,38881415000.0,39269183000.0,41555640000.0,42671346000.0,43049656000.0,41104814000.0,31603430000.0
2045.0,37634322000.0,43047723000.0,39530970000.0,37978470000.0,38457848000.0,41109713000.0,42141210000.0,42505830000.0,40494473000.0,30507692000.0
2046.0,37022683000.0,42501423000.0,38843105000.0,36931056000.0,37790814000.0,40506840000.0,41741980000.0,41816314000.0,39904862000.0,29093431000.0
2047.0,36288870000.0,41960150000.0,38233260000.0,35937575000.0,36868727000.0,39843865000.0,41394440000.0,41124760000.0,39315304000.0,27803498000.0
2048.0,35370815000.0,41531400000.0,37805584000.0,35169840000.0,36095377000.0,39240098000.0,40856970000.0,40665710000.0,38654714000.0,26720397000.0
2049.0,34542380000.0,41154482000.0,37137203000.0,34206670000.0,35191690000.0,38637904000.0,40420470000.0,39939133000.0,38154277000.0,25545712000.0
2050.0,33761503000.0,40894607000.0,36397023000.0,33368175000.0,34212266000.0,38305788000.0,39951980000.0,39367844000.0,37577843000.0,24193255000.0
2051.0,32820703000.0,40401720000.0,35873050000.0,32445002000.0,33218957000.0,37484790000.0,39511160000.0,38737015000.0,36901830000.0,23259275000.0
2052.0,32289104000.0,39759995000.0,35231617000.0,31599684000.0,32238780000.0,36852457000.0,38989603000.0,38139510000.0,36270117000.0,22151717000.0
2053.0,31427086000.0,39559380000.0,34442027000.0,30683281000.0,31196170000.0,36242833000.0,38588270000.0,37515430000.0,35713163000.0,21167192000.0
2054.0,30755650000.0,38975390000.0,33815566000.0,29668581000.0,30286248000.0,35709010000.0,37974303000.0,36933110000.0,35211500000.0,20088550000.0
2055.0,29959991000.0,38335410000.0,33197666000.0,28848548000.0,29490060000.0,35077005000.0,37357440000.0,37682120000.0,34590343000.0,19310651000.0
2056.0,29163740000.0,37730900000.0,32500290000.0,27913750000.0,28750041000.0,34371160000.0,36827700000.0,36030337000.0,33890759000.0,18464096000.0
2057.0,28491545000.0,37005763000.0,31686300000.0,27144178000.0,27808532000.0,33625604000.0,36222448000.0,35129540000.0,33202719000.0,17763566000.0
2058.0,27546814000.0,36533570000.0,30958334000.0,26258147000.0,26797263000.0,33052727000.0,35559500000.0,34385474000.0,32549454000.0,16977787000.0
2059.0,26737056000.0,35901727000.0,30152604000.0,25405934000.0,26114947000.0,32364407000.0,35002196000.0,33640473000.0,31980690000.0,16133075000.0
2060.0,25955959000.0,35382882000.0,29434262000.0,24662847000.0,25198692000.0,31685940000.0,34562118000.0,32803396000.0,31341283000.0,15429705000.0
2061.0,25268107000.0,34801746000.0,28879735000.0,24040227000.0,24256991000.0,31113114000.0,34040156000.0,31921220000.0,30678086000.0,14767323000.0
2062.0,24581034000.0,34337696000.0,28359250000.0,23285735000.0,23336307000.0,30553424000.0,33592758000.0,30887397000.0,29999843000.0,14139990000.0
2063.0,23900314000.0,33782022000.0,27664497000.0,22568677000.0,22573797000.0,30066078000.0,32959302000.0,30197890000.0,29465020000.0,13495087000.0
2064.0,23054268000.0,33446466000.0,26813678000.0,21961955000.0,21980183000.0,29587212000.0,32294543000.0,29341415000.0,28816720000.0,12962488000.0
2065.0,22241405000.0,32710728000.0,26079625000.0,21150517000.0,21291120000.0,28987374000.0,31739417000.0,28511949000.0,28189325000.0,12394706000.0
2066.0,21550369000.0,32101999000.0,25498290000.0,20499940000.0,20485669000.0,28419465000.0,30988620000.0,27635775000.0,27546570000.0,11848871000.0
2067.0,20945610000.0,31539642000.0,24878166000.0,19795345000.0,19700357000.0,27884930000.0,30354200000.0,26756670000.0,26938837000.0,11382788000.0
2068.0,20331555000.0,30817960000.0,24311314000.0,19060386000.0,19106167000.0,27252263000.0,29699654000.0,25998807000.0,26255788000.0,10898814000.0
2069.0,19732605000.0,30447712000.0,23566561000.0,18483386000.0,18501528000.0,26684850000.0,29140020000.0,25320190000.0,25524650000.0,10422445000.0
2070.0,19095017000.0,29774316000.0,22840138000.0,17756883000.0,17916640000.0,26190862000.0,28703535000.0,24614890000.0,24810023000.0,9969376000.0
2071.0,18607340000.0,29058474000.0,22202206000.0,17080433000.0,17231313000.0,25706641000.0,28051368000.0,23733314000.0,24196780000.0,9542813000.0
2072.0,17949612000.0,28577368000.0,21596700000.0,16424356000.0,16782210000.0,25187402000.0,27440069000.0,23003673000.0,23642982000.0,9062342000.0
2073.0,17527687000.0,27986655000.0,20997607000.0,15872484000.0,16256305000.0,24653783000.0,26747021000.0,22445520000.0,23011348000.0,8709833000.0
2074.0,16918071000.0,27400028000.0,20431784000.0,15244995000.0,15728213000.0,24122173000.0,26182870000.0,21907788000.0,22464367000.0,8384610300.0
2075.0,16438749000.0,26679484000.0,19779326000.0,14665046000.0,15240179000.0,23625144000.0,25708740000.0,21085497000.0,22010090000.0,8064059400.0
2076.0,15795866000.0,26036627000.0,19177431000.0,14133487000.0,14746791000.0,23170028000.0,25014680000.0,20272587000.0,21436447000.0,7715681000.0
2077.0,15257160000.0,25427060000.0,18636896000.0,13600998000.0,14252334000.0,22654874000.0,24396374000.0,19721950000.0,20748984000.0,7491282000.0
2078.0,14707558000.0,24913062000.0,18165256000.0,13085683000.0,13681310000.0,22193074000.0,23839805000.0,19138585000.0,20173460000.0,7260720600.0
2079.0,14219282000.0,24240945000.0,17582803000.0,12641053000.0,13150333000.0,21767772000.0,23388633000.0,18653315000.0,19628896000.0,6975583000.0
2080.0,13898967000.0,23686224000.0,17052403000.0,12128558000.0,12829148000.0,21351414000.0,22788628000.0,17984365000.0,19127173000.0,6773132000.0
2081.0,13475397000.0,23241951000.0,16569607000.0,11745823000.0,12392922000.0,20935709000.0,22272480000.0,17214554000.0,18548126000.0,6466452000.0
2082.0,13005551000.0,22605140000.0,16204272000.0,11304510000.0,11979978000.0,20458510000.0,21824907000.0,16610986000.0,18045757000.0,6161492500.0
2083.0,12572723000.0,22106853000.0,15713876000.0,10906825000.0,11578233000.0,20051640000.0,21174530000.0,16067829000.0,17695154000.0,5896941000.0
2084.0,12258328000.0,21640937000.0,15275863000.0,10555065000.0,11114464000.0,19578425000.0,20828363000.0,15593634000.0,17161793000.0,5646209000.0
2085.0,11875845000.0,20978320000.0,14831291000.0,10245836000.0,10704988000.0,19225352000.0,20277635000.0,16025184000.0,16654250000.0,5408034300.0
2086.0,11556233000.0,20293878000.0,14440494000.0,9770295000.0,10325797000.0,18763395000.0,19773750000.0,14762017000.0,16188617000.0,5110795000.0
2087.0,11187696000.0,19712055000.0,14038065000.0,9429718000.0,9911629000.0,18323597000.0,19184169000.0,14231647000.0,15741817000.0,4836034000.0
2088.0,10848958000.0,19215516000.0,13762412000.0,9019018000.0,9561760000.0,17907157000.0,18694020000.0,13726254000.0,15349448000.0,4520503000.0
2089.0,10456559000.0,18737859000.0,13304036000.0,8528860000.0,9140147000.0,17545250000.0,18321960000.0,13210576000.0,15078099000.0,4198790400.0
2090.0,10137137000.0,18402430000.0,12938675000.0,8192261000.0,8581822500.0,17236126000.0,17838434000.0,12681417000.0,14551481000.0,3889493000.0
2091.0,9742559000.0,17923879000.0,12545611000.0,7761118000.0,8153821000.0,16881098000.0,17443850000.0,12191842000.0,14131971000.0,3637706000.0
2092.0,9391817000.0,17452286000.0,12196820000.0,7300069000.0,7697117000.0,16543024000.0,17002848000.0,11790876000.0,13724090000.0,3466529300.0
2093.0,9111458000.0,16956274000.0,11901238000.0,6866916000.0,7273768400.0,16194881000.0,16775608000.0,11433380000.0,13364271000.0,3291164200.0
2094.0,8691624000.0,16417573000.0,11544767000.0,6417945000.0,6904161300.0,15891649000.0,16235684000.0,11070914000.0,12948487000.0,3131478500.0
2095.0,8317197300.0,16022475000.0,11295732000.0,5963777500.0,6520471000.0,15502079000.0,15876854000.0,10775838000.0,12584882000.0,2928563200.0
2096.0,7945376000.0,15646470000.0,11029615000.0,5641228300.0,6215419400.0,15134258000.0,15492795000.0,10317460000.0,12246311000.0,2776893000.0
2097.0,7546438700.0,15376108000.0,10749138000.0,5340351500.0,5893422000.0,14807739000.0,15168133000.0,10015766000.0,11970156000.0,2654208500.0
2098.0,7173364700.0,14922574000.0,10496358000.0,5045747000.0,5609886700.0,14484955000.0,14827008000.0,9739654000.0,11675918000.0,2488075000.0
2099.0,6873792000.0,14756603000.0,10246034000.0,4764014600.0,5335448000.0,14204893000.0,14463073000.0,9352268000.0,11414788000.0,2370510600.0
2100.0,6643125000.0,14261209000.0,9954306000.0,4549004000.0,5091818500.0,13917684000.0,14182118000.0,9004376000.0,11121126000.0,2192517600.0
