time,GFDL-CM3,GISS-E2-R,CNRM-CM5,MPI-ESM-LR,CSIRO-MK3-6-0,CANESM2,CESM1-CAM5,GFDL-ESM2G,CCSM4,NORESM1-M,IPSL-CM5A-LR
2012.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0
2013.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0
2014.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0
2015.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0
2016.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0
2017.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0
2018.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0
2019.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0
2020.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0
2021.0,26596396000000.0,26715775000000.0,26683822000000.0,26712597000000.0,26724675000000.0,26654936000000.0,26705104000000.0,26698072000000.0,26760362000000.0,26643091000000.0,26663165000000.0
2022.0,26530546000000.0,26674033000000.0,26653050000000.0,26654192000000.0,26660234000000.0,26615057000000.0,26593343000000.0,26625500000000.0,26633988000000.0,26591648000000.0,26683843000000.0
2023.0,26421718000000.0,26686610000000.0,26618704000000.0,26572111000000.0,26638130000000.0,26566625000000.0,26473660000000.0,26610753000000.0,26559904000000.0,26564148000000.0,26655939000000.0
2024.0,26410496000000.0,26648661000000.0,26569339000000.0,26579506000000.0,26627705000000.0,26467392000000.0,26314975000000.0,26585250000000.0,26563077000000.0,26436442000000.0,26688176000000.0
2025.0,26343878000000.0,26590201000000.0,26565760000000.0,26573894000000.0,26613505000000.0,26404459000000.0,26179399000000.0,26560248000000.0,26501630000000.0,26410595000000.0,26567802000000.0
2026.0,26292804000000.0,26483223000000.0,26399120000000.0,26523460000000.0,26556557000000.0,26361840000000.0,26125787000000.0,26494278000000.0,26430853000000.0,26355777000000.0,26534109000000.0
2027.0,26252304000000.0,26458922000000.0,26364262000000.0,26446520000000.0,26484402000000.0,26178268000000.0,26012144000000.0,26458276000000.0,26415167000000.0,26263796000000.0,26424174000000.0
2028.0,26171085000000.0,26334812000000.0,26384315000000.0,26425690000000.0,26462432000000.0,26111600000000.0,25918295000000.0,26442880000000.0,26461153000000.0,26288620000000.0,26309602000000.0
2029.0,26120752000000.0,26291053000000.0,26273387000000.0,26392404000000.0,26439187000000.0,26110216000000.0,25833264000000.0,26410807000000.0,26432646000000.0,26261307000000.0,26259206000000.0
2030.0,26043543000000.0,26173887000000.0,26108257000000.0,26253460000000.0,26465815000000.0,26074962000000.0,25685723000000.0,26377154000000.0,26405444000000.0,26198246000000.0,26129760000000.0
2031.0,25976677000000.0,26143405000000.0,26031935000000.0,26231390000000.0,26419400000000.0,26035203000000.0,25557387000000.0,26334267000000.0,26297150000000.0,26110402000000.0,26143881000000.0
2032.0,25901360000000.0,26167306000000.0,26001216000000.0,26156825000000.0,26414405000000.0,25944977000000.0,25411434000000.0,26240680000000.0,26296613000000.0,26112197000000.0,26078406000000.0
2033.0,25826561000000.0,26157280000000.0,25948500000000.0,26064294000000.0,26364344000000.0,25918863000000.0,25241078000000.0,26171905000000.0,26257308000000.0,26057676000000.0,25971317000000.0
2034.0,25765056000000.0,26070986000000.0,25888108000000.0,25962550000000.0,26285496000000.0,25862454000000.0,25125118000000.0,26082472000000.0,26230716000000.0,26078578000000.0,25853828000000.0
2035.0,25624731000000.0,26057413000000.0,25790176000000.0,25957696000000.0,26257685000000.0,25766104000000.0,25039420000000.0,26087736000000.0,26085790000000.0,26003740000000.0,25691924000000.0
2036.0,25575125000000.0,25973395000000.0,25725292000000.0,25910793000000.0,26220046000000.0,25715085000000.0,24889258000000.0,26017006000000.0,26009733000000.0,26000140000000.0,25588670000000.0
2037.0,25479854000000.0,25957545000000.0,25692058000000.0,25896222000000.0,26197203000000.0,25592395000000.0,24674637000000.0,25948833000000.0,25951677000000.0,25945954000000.0,25571034000000.0
2038.0,25397618000000.0,25917970000000.0,25686413000000.0,25829503000000.0,26155999000000.0,25499267000000.0,24478166000000.0,25910101000000.0,25885466000000.0,25890493000000.0,25530405000000.0
2039.0,25337409000000.0,25903986000000.0,25573980000000.0,25765616000000.0,26136280000000.0,25435240000000.0,24242408000000.0,25879294000000.0,25799877000000.0,25851045000000.0,25422991000000.0
2040.0,25257940000000.0,25783976000000.0,25439047000000.0,25698350000000.0,26102571000000.0,25363984000000.0,24057513000000.0,25873833000000.0,25753771000000.0,25774099000000.0,25379476000000.0
2041.0,25104013000000.0,25737367000000.0,25388000000000.0,25625710000000.0,26051074000000.0,25275847000000.0,23859233000000.0,25814534000000.0,25729675000000.0,25692620000000.0,25313800000000.0
2042.0,25025818000000.0,25674862000000.0,25263392000000.0,25560963000000.0,25935542000000.0,25171310000000.0,23671993000000.0,25708533000000.0,25685725000000.0,25629546000000.0,25141715000000.0
2043.0,24954765000000.0,25691230000000.0,25208560000000.0,25516403000000.0,25983009000000.0,25120108000000.0,23529035000000.0,25671097000000.0,25570306000000.0,25576096000000.0,25009010000000.0
2044.0,24874725000000.0,25548953000000.0,25132899000000.0,25518127000000.0,25987442000000.0,25150582000000.0,23351433000000.0,25677560000000.0,25542496000000.0,25499676000000.0,24794756000000.0
2045.0,24790778000000.0,25542349000000.0,25059645000000.0,25481653000000.0,25920851000000.0,25049365000000.0,23130433000000.0,25585363000000.0,25551040000000.0,25441910000000.0,24663646000000.0
2046.0,24736891000000.0,25463422000000.0,24947573000000.0,25412344000000.0,25895153000000.0,24985605000000.0,22958435000000.0,25500924000000.0,25480346000000.0,25348800000000.0,24525014000000.0
2047.0,24634043000000.0,25386526000000.0,24844133000000.0,25381023000000.0,25760161000000.0,24918656000000.0,22811138000000.0,25397792000000.0,25362778000000.0,25200557000000.0,24488430000000.0
2048.0,24502048000000.0,25252967000000.0,24806244000000.0,25292312000000.0,25579949000000.0,24799215000000.0,22628157000000.0,25314240000000.0,25325890000000.0,25165816000000.0,24401775000000.0
2049.0,24442296000000.0,25200280000000.0,24746704000000.0,25245770000000.0,25519007000000.0,24736883000000.0,22466729000000.0,25239128000000.0,25226033000000.0,25103448000000.0,24278062000000.0
2050.0,24387504000000.0,25085098000000.0,24654243000000.0,25182966000000.0,25501505000000.0,24679444000000.0,22322556000000.0,25210028000000.0,25217458000000.0,25023333000000.0,24066008000000.0
2051.0,24347717000000.0,24921472000000.0,24638890000000.0,25112015000000.0,25413472000000.0,24571393000000.0,22113730000000.0,25156810000000.0,25161732000000.0,24976195000000.0,23901189000000.0
2052.0,24255645000000.0,24845130000000.0,24546080000000.0,25044015000000.0,25385220000000.0,24502230000000.0,21913280000000.0,25089593000000.0,25142086000000.0,24893704000000.0,23826384000000.0
2053.0,24161290000000.0,24761592000000.0,24424363000000.0,24991001000000.0,25363873000000.0,24388271000000.0,21691592000000.0,25042000000000.0,25027460000000.0,24823399000000.0,23736825000000.0
2054.0,24060070000000.0,24718697000000.0,24301544000000.0,24924903000000.0,25297441000000.0,24231970000000.0,21448062000000.0,24966825000000.0,24963245000000.0,24701921000000.0,23667417000000.0
2055.0,23923907000000.0,24619224000000.0,24232086000000.0,24846665000000.0,25258394000000.0,24182720000000.0,21236682000000.0,24947607000000.0,24849740000000.0,24665118000000.0,23518420000000.0
2056.0,23721080000000.0,24529542000000.0,24129032000000.0,24773411000000.0,25172535000000.0,24111187000000.0,20963245000000.0,24907985000000.0,24796027000000.0,24634007000000.0,23370595000000.0
2057.0,23610070000000.0,24437546000000.0,24093762000000.0,24685945000000.0,25069082000000.0,24024294000000.0,20756405000000.0,24806007000000.0,24654377000000.0,24562390000000.0,23219558000000.0
2058.0,23379688000000.0,24375137000000.0,24015980000000.0,24608384000000.0,25087565000000.0,23938822000000.0,20595230000000.0,24770096000000.0,24633447000000.0,24476356000000.0,23112714000000.0
2059.0,23237178000000.0,24318308000000.0,23905341000000.0,24490110000000.0,24983208000000.0,23834038000000.0,20413071000000.0,24749732000000.0,24551614000000.0,24347706000000.0,23025882000000.0
2060.0,23135259000000.0,24281327000000.0,23800435000000.0,24415836000000.0,24886950000000.0,23771463000000.0,20215914000000.0,24689950000000.0,24438770000000.0,24299438000000.0,22851688000000.0
2061.0,23005462000000.0,24287460000000.0,23732744000000.0,24321695000000.0,24818898000000.0,23633345000000.0,19999924000000.0,24639530000000.0,24378727000000.0,24117877000000.0,22695130000000.0
2062.0,22904370000000.0,24250876000000.0,23591396000000.0,24232650000000.0,24808404000000.0,23615670000000.0,19795850000000.0,24609177000000.0,24268046000000.0,24073373000000.0,22647980000000.0
2063.0,22783520000000.0,24102123000000.0,23473970000000.0,24137639000000.0,24814410000000.0,23545942000000.0,19567632000000.0,24595151000000.0,24273113000000.0,23992352000000.0,22608743000000.0
2064.0,22690369000000.0,23993967000000.0,23386500000000.0,24068114000000.0,24775559000000.0,23526300000000.0,19274293000000.0,24557577000000.0,24197076000000.0,23877005000000.0,22533440000000.0
2065.0,22613649000000.0,23929278000000.0,23255564000000.0,23947175000000.0,24654712000000.0,23485372000000.0,19053117000000.0,24512020000000.0,24143741000000.0,23812260000000.0,22396019000000.0
2066.0,22474578000000.0,23915913000000.0,23168186000000.0,23961337000000.0,24575943000000.0,23417400000000.0,18832817000000.0,24438521000000.0,24104564000000.0,23677018000000.0,22360527000000.0
2067.0,22368370000000.0,23869030000000.0,23075268000000.0,23905513000000.0,24542260000000.0,23343646000000.0,18594830000000.0,24377303000000.0,24106978000000.0,23572584000000.0,22306870000000.0
2068.0,22225713000000.0,23831037000000.0,23010290000000.0,23808484000000.0,24460086000000.0,23348558000000.0,18320353000000.0,24299410000000.0,24041342000000.0,23496728000000.0,22281087000000.0
2069.0,22103230000000.0,23719668000000.0,22982770000000.0,23687063000000.0,24397404000000.0,23229498000000.0,18090442000000.0,24261710000000.0,24052605000000.0,23389765000000.0,22090787000000.0
2070.0,21970366000000.0,23689160000000.0,22943230000000.0,23656890000000.0,24367262000000.0,23159172000000.0,17879332000000.0,24211364000000.0,23953882000000.0,23303490000000.0,21961439000000.0
2071.0,21844585000000.0,23620070000000.0,22856721000000.0,23558040000000.0,24365509000000.0,23071450000000.0,17647160000000.0,24189096000000.0,23876970000000.0,23263384000000.0,21843880000000.0
2072.0,21706022000000.0,23578299000000.0,22816630000000.0,23476627000000.0,24379512000000.0,22988517000000.0,17465869000000.0,24107175000000.0,23775288000000.0,23146340000000.0,21730651000000.0
2073.0,21498213000000.0,23438727000000.0,22783168000000.0,23430934000000.0,24341863000000.0,22848058000000.0,17229818000000.0,23980828000000.0,23689228000000.0,23077550000000.0,21622298000000.0
2074.0,21461790000000.0,23369892000000.0,22686063000000.0,23335025000000.0,24267526000000.0,22733760000000.0,17011819000000.0,23982967000000.0,23652340000000.0,22966436000000.0,21535803000000.0
2075.0,21324670000000.0,23278110000000.0,22600779000000.0,23225646000000.0,24158220000000.0,22699900000000.0,16767930000000.0,23898914000000.0,23540022000000.0,22851558000000.0,21359952000000.0
2076.0,21199956000000.0,23257615000000.0,22545030000000.0,23148053000000.0,24052760000000.0,22668405000000.0,16599796000000.0,23846439000000.0,23478569000000.0,22747229000000.0,21203687000000.0
2077.0,21055800000000.0,23224578000000.0,22427495000000.0,23077070000000.0,24055816000000.0,22633590000000.0,16438159000000.0,23784875000000.0,23371968000000.0,22665310000000.0,21106319000000.0
2078.0,20907170000000.0,23143595000000.0,22311418000000.0,22921274000000.0,23960245000000.0,22577523000000.0,16184958000000.0,23692334000000.0,23350164000000.0,22578968000000.0,20934476000000.0
2079.0,20838917000000.0,23093339000000.0,22199866000000.0,22816898000000.0,23836687000000.0,22531170000000.0,15955832000000.0,23634597000000.0,23288334000000.0,22489776000000.0,20894762000000.0
2080.0,20762396000000.0,22988040000000.0,22217493000000.0,22803716000000.0,23770838000000.0,22436983000000.0,15757573000000.0,23621064000000.0,23206493000000.0,22436972000000.0,20754886000000.0
2081.0,20695910000000.0,22886620000000.0,22156614000000.0,22713490000000.0,23752184000000.0,22367298000000.0,15525369000000.0,23562680000000.0,23149492000000.0,22376400000000.0,20566434000000.0
2082.0,20555432000000.0,22778010000000.0,21993320000000.0,22582660000000.0,23742674000000.0,22290325000000.0,15287521000000.0,23494757000000.0,23048044000000.0,22287693000000.0,20462868000000.0
2083.0,20395919000000.0,22594140000000.0,21923692000000.0,22513110000000.0,23706594000000.0,22243323000000.0,15066290000000.0,23440200000000.0,23000040000000.0,22163944000000.0,20340323000000.0
2084.0,20246920000000.0,22599495000000.0,21716764000000.0,22402396000000.0,23646263000000.0,22156652000000.0,14820866000000.0,23426895000000.0,22918130000000.0,22064377000000.0,20188305000000.0
2085.0,20140420000000.0,22560287000000.0,21535270000000.0,22299300000000.0,23583342000000.0,22080249000000.0,14595170000000.0,23346765000000.0,22775000000000.0,21984207000000.0,20083433000000.0
2086.0,20018964000000.0,22520508000000.0,21471183000000.0,22233993000000.0,23451427000000.0,21954082000000.0,14359757000000.0,23251957000000.0,22668785000000.0,21905174000000.0,19904003000000.0
2087.0,19873915000000.0,22496508000000.0,21395190000000.0,22145960000000.0,23367833000000.0,21801660000000.0,14147655000000.0,23248547000000.0,22509777000000.0,21785221000000.0,19778916000000.0
2088.0,19741383000000.0,22492377000000.0,21267179000000.0,22115967000000.0,23303163000000.0,21650672000000.0,13857172000000.0,23241624000000.0,22396732000000.0,21693781000000.0,19653758000000.0
2089.0,19573610000000.0,22450170000000.0,21210030000000.0,22000192000000.0,23228462000000.0,21503670000000.0,13677181000000.0,23209917000000.0,22250395000000.0,21551220000000.0,19504260000000.0
2090.0,19464454000000.0,22416930000000.0,21059440000000.0,21926599000000.0,23157746000000.0,21435295000000.0,13536059000000.0,23175868000000.0,22160618000000.0,21412813000000.0,19387176000000.0
2091.0,19335910000000.0,22370960000000.0,20914712000000.0,21871597000000.0,23063560000000.0,21407212000000.0,13364514000000.0,23109208000000.0,22035544000000.0,21334126000000.0,19327743000000.0
2092.0,19268142000000.0,22335197000000.0,20746554000000.0,21766922000000.0,23021120000000.0,21326056000000.0,13205192000000.0,23029560000000.0,21988052000000.0,21222153000000.0,19164670000000.0
2093.0,19175582000000.0,22302131000000.0,20739344000000.0,21657708000000.0,22960933000000.0,21296503000000.0,13022277000000.0,23017757000000.0,21836115000000.0,21100814000000.0,19057640000000.0
2094.0,19042510000000.0,22262370000000.0,20616172000000.0,21623540000000.0,22926277000000.0,21154786000000.0,12807131000000.0,22938401000000.0,21703395000000.0,21035900000000.0,18973685000000.0
2095.0,18935670000000.0,22172058000000.0,20543710000000.0,21492404000000.0,22826266000000.0,21010770000000.0,12670792000000.0,22847011000000.0,21672774000000.0,20974647000000.0,18861846000000.0
2096.0,18784570000000.0,22075987000000.0,20513910000000.0,21399205000000.0,22781100000000.0,20928279000000.0,12524824000000.0,22771227000000.0,21596985000000.0,20873709000000.0,18831930000000.0
2097.0,18653248000000.0,21991327000000.0,20437128000000.0,21326803000000.0,22769178000000.0,20849185000000.0,12398226000000.0,22731297000000.0,21582485000000.0,20767102000000.0,18746220000000.0
2098.0,18497761000000.0,21928245000000.0,20390728000000.0,21255080000000.0,22744807000000.0,20812793000000.0,12267142000000.0,22626697000000.0,21496798000000.0,20679378000000.0,18657562000000.0
2099.0,18384540000000.0,21883238000000.0,20318035000000.0,21184396000000.0,22623420000000.0,20660452000000.0,12067710000000.0,22622077000000.0,21318553000000.0,20589908000000.0,18685847000000.0
2100.0,18266615000000.0,21850124000000.0,20271463000000.0,21128647000000.0,22556824000000.0,20524908000000.0,11847387000000.0,22581896000000.0,21339222000000.0,20496171000000.0,18548100000000.0
