time,CNRM-CM5,GISS-E2-R,MPI-ESM-LR,GFDL-CM3,CCSM4,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,CANESM2,CESM1-CAM5,CSIRO-MK3-6-0
2012.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0
2013.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0
2014.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0
2015.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0
2016.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0
2017.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0
2018.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0
2019.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0
2020.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0
2021.0,26662733000000.0,26746844000000.0,26706805000000.0,26628739000000.0,26743883000000.0,26664071000000.0,26710953000000.0,26710836000000.0,26717263000000.0,26648555000000.0,26739332000000.0
2022.0,26532700000000.0,26695914000000.0,26701164000000.0,26563442000000.0,26726562000000.0,26650354000000.0,26646480000000.0,26691372000000.0,26646789000000.0,26518812000000.0,26698377000000.0
2023.0,26492856000000.0,26694052000000.0,26666980000000.0,26486285000000.0,26704647000000.0,26534247000000.0,26594471000000.0,26663274000000.0,26616606000000.0,26475084000000.0,26714722000000.0
2024.0,26481353000000.0,26681197000000.0,26625157000000.0,26398660000000.0,26690382000000.0,26404385000000.0,26526720000000.0,26650727000000.0,26553132000000.0,26444797000000.0,26679016000000.0
2025.0,26476836000000.0,26573615000000.0,26620669000000.0,26348538000000.0,26629678000000.0,26320620000000.0,26472056000000.0,26589792000000.0,26472174000000.0,26342188000000.0,26595654000000.0
2026.0,26497383000000.0,26573242000000.0,26597682000000.0,26242932000000.0,26565012000000.0,26288190000000.0,26369845000000.0,26551958000000.0,26407124000000.0,26231158000000.0,26494780000000.0
2027.0,26436746000000.0,26621220000000.0,26585660000000.0,26131625000000.0,26472698000000.0,26230206000000.0,26359257000000.0,26503536000000.0,26395424000000.0,26141060000000.0,26424970000000.0
2028.0,26326197000000.0,26530541000000.0,26484014000000.0,25968782000000.0,26387436000000.0,26138085000000.0,26309835000000.0,26467040000000.0,26311246000000.0,26076208000000.0,26368520000000.0
2029.0,26259965000000.0,26424946000000.0,26408936000000.0,25877004000000.0,26356107000000.0,26046162000000.0,26150126000000.0,26460117000000.0,26233746000000.0,26036160000000.0,26352244000000.0
2030.0,26220025000000.0,26374650000000.0,26376518000000.0,25769660000000.0,26294046000000.0,25981811000000.0,26007027000000.0,26402064000000.0,26190006000000.0,25957280000000.0,26331500000000.0
2031.0,26174554000000.0,26401298000000.0,26401906000000.0,25649654000000.0,26274316000000.0,25927854000000.0,25926446000000.0,26366538000000.0,26043214000000.0,25923062000000.0,26225370000000.0
2032.0,26208245000000.0,26242066000000.0,26308860000000.0,25621304000000.0,26246916000000.0,25877499000000.0,25788670000000.0,26349029000000.0,25933296000000.0,25886950000000.0,26187967000000.0
2033.0,26215725000000.0,26217212000000.0,26186466000000.0,25525427000000.0,26195318000000.0,25876250000000.0,25737963000000.0,26352443000000.0,25857001000000.0,25724897000000.0,26152725000000.0
2034.0,26189840000000.0,26156198000000.0,26198671000000.0,25460270000000.0,26190197000000.0,25801523000000.0,25620160000000.0,26326684000000.0,25742070000000.0,25671575000000.0,26157571000000.0
2035.0,26103860000000.0,26050967000000.0,26068856000000.0,25376777000000.0,26192145000000.0,25654414000000.0,25516050000000.0,26314646000000.0,25760708000000.0,25554540000000.0,26057700000000.0
2036.0,26109727000000.0,26010332000000.0,26000614000000.0,25334886000000.0,26137124000000.0,25508765000000.0,25351535000000.0,26317284000000.0,25685119000000.0,25435568000000.0,26018274000000.0
2037.0,26046877000000.0,25978508000000.0,25994486000000.0,25236350000000.0,26056840000000.0,25457062000000.0,25224582000000.0,26309227000000.0,25692301000000.0,25389978000000.0,26000195000000.0
2038.0,26029343000000.0,25963132000000.0,25952764000000.0,25203428000000.0,26039785000000.0,25434630000000.0,25103362000000.0,26293695000000.0,25623016000000.0,25347630000000.0,25977357000000.0
2039.0,25989097000000.0,25992997000000.0,25853824000000.0,25117143000000.0,25946193000000.0,25370407000000.0,24955950000000.0,26291003000000.0,25594490000000.0,25211208000000.0,25868166000000.0
2040.0,25934216000000.0,25928760000000.0,25763810000000.0,24943652000000.0,25860174000000.0,25268120000000.0,24858962000000.0,26261796000000.0,25565986000000.0,25065809000000.0,25793944000000.0
2041.0,25850852000000.0,25920380000000.0,25723706000000.0,24858630000000.0,25786870000000.0,25180118000000.0,24788962000000.0,26220950000000.0,25589814000000.0,25014520000000.0,25774088000000.0
2042.0,25862888000000.0,25891028000000.0,25689682000000.0,24729927000000.0,25735245000000.0,25072160000000.0,24822394000000.0,26193603000000.0,25557030000000.0,24893540000000.0,25761178000000.0
2043.0,25789867000000.0,25886426000000.0,25651348000000.0,24590384000000.0,25678450000000.0,24989164000000.0,24746628000000.0,26122092000000.0,25460994000000.0,24762126000000.0,25738360000000.0
2044.0,25715443000000.0,25807756000000.0,25553076000000.0,24498403000000.0,25619706000000.0,24889460000000.0,24671196000000.0,26029605000000.0,25377305000000.0,24629582000000.0,25724574000000.0
2045.0,25613415000000.0,25740800000000.0,25398476000000.0,24324111000000.0,25526572000000.0,24772816000000.0,24550476000000.0,25974849000000.0,25303498000000.0,24531985000000.0,25714584000000.0
2046.0,25615263000000.0,25816730000000.0,25293260000000.0,24230752000000.0,25416436000000.0,24704635000000.0,24429696000000.0,25874326000000.0,25201704000000.0,24478298000000.0,25603554000000.0
2047.0,25496222000000.0,25822075000000.0,25190172000000.0,24128094000000.0,25334498000000.0,24583074000000.0,24304085000000.0,25815048000000.0,25199311000000.0,24418609000000.0,25556712000000.0
2048.0,25518590000000.0,25754188000000.0,25208163000000.0,24039012000000.0,25319306000000.0,24598872000000.0,24190824000000.0,25714437000000.0,25142732000000.0,24346170000000.0,25537260000000.0
2049.0,25491944000000.0,25683791000000.0,25162120000000.0,23959488000000.0,25265703000000.0,24542385000000.0,24108432000000.0,25695688000000.0,25142275000000.0,24202495000000.0,25489446000000.0
2050.0,25392902000000.0,25560013000000.0,25155894000000.0,23844696000000.0,25226920000000.0,24443554000000.0,24041335000000.0,25619432000000.0,25149433000000.0,24173361000000.0,25426966000000.0
2051.0,25395852000000.0,25535363000000.0,25098185000000.0,23735864000000.0,25237312000000.0,24317132000000.0,24018218000000.0,25611918000000.0,25022140000000.0,24143727000000.0,25369380000000.0
2052.0,25255188000000.0,25483744000000.0,25003769000000.0,23611470000000.0,25237524000000.0,24243413000000.0,23882107000000.0,25551503000000.0,24940938000000.0,24039018000000.0,25353576000000.0
2053.0,25072352000000.0,25427520000000.0,24957902000000.0,23482210000000.0,25187260000000.0,24255870000000.0,23748172000000.0,25574310000000.0,24855928000000.0,23930702000000.0,25306665000000.0
2054.0,25084643000000.0,25342289000000.0,24907396000000.0,23286382000000.0,25162825000000.0,24173810000000.0,23624436000000.0,25562228000000.0,24769678000000.0,23853800000000.0,25230500000000.0
2055.0,25034895000000.0,25365810000000.0,24864606000000.0,23147450000000.0,25077769000000.0,24051838000000.0,23559101000000.0,25583564000000.0,24737191000000.0,23719125000000.0,25193913000000.0
2056.0,24908724000000.0,25310144000000.0,24804673000000.0,23017195000000.0,25123394000000.0,24031770000000.0,23520478000000.0,25548074000000.0,24624511000000.0,23589508000000.0,25161699000000.0
2057.0,24763104000000.0,25266426000000.0,24780430000000.0,22882363000000.0,25135319000000.0,24044480000000.0,23468890000000.0,25524594000000.0,24500070000000.0,23460309000000.0,25092470000000.0
2058.0,24749575000000.0,25208170000000.0,24722905000000.0,22813373000000.0,25115420000000.0,23948855000000.0,23315160000000.0,25501524000000.0,24478038000000.0,23307993000000.0,25017922000000.0
2059.0,24674440000000.0,25173992000000.0,24719395000000.0,22689918000000.0,25092663000000.0,23864749000000.0,23318179000000.0,25456538000000.0,24442816000000.0,23149266000000.0,24969845000000.0
2060.0,24429310000000.0,25019097000000.0,24696247000000.0,22629847000000.0,24999239000000.0,23770062000000.0,23143136000000.0,25470249000000.0,24427719000000.0,22969961000000.0,24893253000000.0
2061.0,24365263000000.0,24981308000000.0,24562410000000.0,22508135000000.0,25012178000000.0,23619472000000.0,23066944000000.0,25445792000000.0,24371205000000.0,22803235000000.0,24919845000000.0
2062.0,24306027000000.0,25032972000000.0,24514472000000.0,22385145000000.0,24907514000000.0,23560370000000.0,23010864000000.0,25419424000000.0,24287474000000.0,22635105000000.0,24876132000000.0
2063.0,24234462000000.0,24906956000000.0,24447627000000.0,22242713000000.0,24922005000000.0,23484195000000.0,22972770000000.0,25380753000000.0,24277980000000.0,22421774000000.0,24839850000000.0
2064.0,24067040000000.0,24815855000000.0,24351114000000.0,22077757000000.0,24889461000000.0,23420882000000.0,22890183000000.0,25318333000000.0,24219054000000.0,22189512000000.0,24808656000000.0
2065.0,23929356000000.0,24773954000000.0,24329410000000.0,21954342000000.0,24918113000000.0,23318164000000.0,22825763000000.0,25283644000000.0,24189445000000.0,21969834000000.0,24730887000000.0
2066.0,23865562000000.0,24770987000000.0,24286174000000.0,21835098000000.0,24899580000000.0,23259460000000.0,22801417000000.0,25298052000000.0,24126264000000.0,21847205000000.0,24719785000000.0
2067.0,23776673000000.0,24739907000000.0,24236377000000.0,21632593000000.0,24907320000000.0,23206019000000.0,22660460000000.0,25265533000000.0,24076563000000.0,21672424000000.0,24669084000000.0
2068.0,23811630000000.0,24674205000000.0,24152965000000.0,21463753000000.0,24895797000000.0,23102558000000.0,22613632000000.0,25174750000000.0,23969485000000.0,21590832000000.0,24607558000000.0
2069.0,23727264000000.0,24629320000000.0,24121109000000.0,21326566000000.0,24794393000000.0,23103954000000.0,22535130000000.0,25157228000000.0,23936555000000.0,21438270000000.0,24564373000000.0
2070.0,23657150000000.0,24657464000000.0,24088400000000.0,21257780000000.0,24710980000000.0,23028952000000.0,22453074000000.0,25095527000000.0,23848458000000.0,21295327000000.0,24507354000000.0
2071.0,23535270000000.0,24683389000000.0,24041843000000.0,21133615000000.0,24672860000000.0,22923805000000.0,22323346000000.0,25105470000000.0,23806882000000.0,21249881000000.0,24449530000000.0
2072.0,23492660000000.0,24671047000000.0,23958642000000.0,20957249000000.0,24504220000000.0,22861278000000.0,22183330000000.0,25137462000000.0,23785533000000.0,21086022000000.0,24423545000000.0
2073.0,23384640000000.0,24628639000000.0,23889868000000.0,20862464000000.0,24474315000000.0,22767286000000.0,22041740000000.0,25116174000000.0,23760490000000.0,20952822000000.0,24390199000000.0
2074.0,23324357000000.0,24615010000000.0,23884020000000.0,20710831000000.0,24438307000000.0,22711808000000.0,21915285000000.0,25096471000000.0,23685893000000.0,20825495000000.0,24373170000000.0
2075.0,23241463000000.0,24578647000000.0,23770578000000.0,20641302000000.0,24362623000000.0,22656317000000.0,21839930000000.0,25126350000000.0,23671867000000.0,20686350000000.0,24341566000000.0
2076.0,23135791000000.0,24404457000000.0,23695416000000.0,20445053000000.0,24284632000000.0,22629193000000.0,21768980000000.0,25099328000000.0,23562969000000.0,20586462000000.0,24310152000000.0
2077.0,23048036000000.0,24354792000000.0,23670104000000.0,20374002000000.0,24274037000000.0,22547603000000.0,21728670000000.0,25100443000000.0,23522137000000.0,20461197000000.0,24280650000000.0
2078.0,23088062000000.0,24284760000000.0,23650162000000.0,20246222000000.0,24308714000000.0,22495816000000.0,21656345000000.0,25121998000000.0,23518618000000.0,20279043000000.0,24185473000000.0
2079.0,22968690000000.0,24203638000000.0,23634297000000.0,20089280000000.0,24221145000000.0,22377929000000.0,21550604000000.0,25054883000000.0,23352513000000.0,20132830000000.0,24155366000000.0
2080.0,22919718000000.0,24204353000000.0,23566509000000.0,19980077000000.0,24217850000000.0,22331997000000.0,21479364000000.0,24986746000000.0,23244930000000.0,19959244000000.0,24076314000000.0
2081.0,22811420000000.0,24126580000000.0,23490365000000.0,19885290000000.0,24153218000000.0,22171852000000.0,21365850000000.0,24934653000000.0,23119553000000.0,19821700000000.0,24038173000000.0
2082.0,22723040000000.0,24061711000000.0,23434489000000.0,19736958000000.0,24087747000000.0,22097527000000.0,21361011000000.0,24905895000000.0,23117255000000.0,19709215000000.0,23993826000000.0
2083.0,22651792000000.0,24067692000000.0,23358557000000.0,19644262000000.0,24041150000000.0,21992870000000.0,21282947000000.0,24876637000000.0,23011856000000.0,19594524000000.0,23926764000000.0
2084.0,22655877000000.0,24082534000000.0,23267507000000.0,19571365000000.0,24046000000000.0,21856750000000.0,21243829000000.0,24834772000000.0,22920143000000.0,19461283000000.0,23879714000000.0
2085.0,22558840000000.0,24045146000000.0,23259634000000.0,19451380000000.0,24050259000000.0,21813310000000.0,21140863000000.0,24802327000000.0,22850749000000.0,19400140000000.0,23879513000000.0
2086.0,22495147000000.0,24013596000000.0,23151176000000.0,19319862000000.0,24005193000000.0,21747140000000.0,21099757000000.0,24760920000000.0,22708136000000.0,19292876000000.0,23870111000000.0
2087.0,22396503000000.0,23975084000000.0,23042360000000.0,19159757000000.0,23968063000000.0,21699062000000.0,21093413000000.0,24757890000000.0,22620599000000.0,19197443000000.0,23905159000000.0
2088.0,22377694000000.0,23982475000000.0,23004630000000.0,19064000000000.0,23908610000000.0,21600567000000.0,20991768000000.0,24727047000000.0,22579146000000.0,19078390000000.0,23812209000000.0
2089.0,22299374000000.0,23905431000000.0,22979872000000.0,18986849000000.0,23841064000000.0,21481998000000.0,20981188000000.0,24717252000000.0,22529180000000.0,18953244000000.0,23720500000000.0
2090.0,22130303000000.0,23861810000000.0,22917629000000.0,18881220000000.0,23726809000000.0,21364786000000.0,20919955000000.0,24678249000000.0,22517470000000.0,18738040000000.0,23690117000000.0
2091.0,22107778000000.0,23900625000000.0,22899980000000.0,18749360000000.0,23667474000000.0,21245624000000.0,20882440000000.0,24666526000000.0,22343074000000.0,18541533000000.0,23595389000000.0
2092.0,22013680000000.0,23901262000000.0,22841393000000.0,18627437000000.0,23672420000000.0,21097188000000.0,20820820000000.0,24649935000000.0,22283001000000.0,18344533000000.0,23591561000000.0
2093.0,21930858000000.0,23870963000000.0,22854104000000.0,18520912000000.0,23699504000000.0,21009646000000.0,20753347000000.0,24612612000000.0,22189491000000.0,18131272000000.0,23563468000000.0
2094.0,21852693000000.0,23834860000000.0,22805337000000.0,18488240000000.0,23571787000000.0,20962280000000.0,20693004000000.0,24587648000000.0,22181547000000.0,17954080000000.0,23471162000000.0
2095.0,21742263000000.0,23811800000000.0,22757796000000.0,18328546000000.0,23516859000000.0,20929873000000.0,20588796000000.0,24611528000000.0,22148207000000.0,17804055000000.0,23454310000000.0
2096.0,21729466000000.0,23853890000000.0,22751018000000.0,18311985000000.0,23514573000000.0,20908060000000.0,20519284000000.0,24620739000000.0,22032876000000.0,17697031000000.0,23381523000000.0
2097.0,21649051000000.0,23794159000000.0,22710856000000.0,18196434000000.0,23486957000000.0,20847083000000.0,20437195000000.0,24622470000000.0,21975221000000.0,17554249000000.0,23376760000000.0
2098.0,21598996000000.0,23746027000000.0,22635226000000.0,18090260000000.0,23481146000000.0,20763124000000.0,20317563000000.0,24586565000000.0,21924397000000.0,17420400000000.0,23281283000000.0
2099.0,21511413000000.0,23726301000000.0,22614221000000.0,17993986000000.0,23365107000000.0,20681614000000.0,20270876000000.0,24563885000000.0,21884767000000.0,17245355000000.0,23249847000000.0
2100.0,21412253000000.0,23687183000000.0,22593581000000.0,17877830000000.0,23383540000000.0,20631010000000.0,20240264000000.0,24544887000000.0,21838455000000.0,17110974000000.0,23208147000000.0
